ObjectId,ID,PERMITNUMBER,PERMITTYPE,PERMITTYPEKEY,STATUS,CONTRACTOR,CATEGORYNAME,WORKTYPE,ZONING,SQUAREFEET,PERMITFEE,PROJECTCOSTS,ADDRESS,CITY,STATE,ZIPCODE,GPSX,GPSY,DISTRICT,NEIGHBORHOOD,ISSUEDATE,Latitude,Longitude
10312,253000,BL988566,Building Permit,BUILDING,Issued,BLUEGRASS GARAGE BUILDERS INC,Single Family,New,R4,728,54.6,23000,4517   DICKERSON CT,WORTHINGTON HILLS,KY,40245-0000,1274544,297247,16,,2016-07-13 10:10:57,38.3092954218,-85.5251277029
10313,253001,BL986475,Building Permit,BUILDING,Issued,KIEL THOMSON COMPANY,Multi Family,Renovation - Alter - Repair,R7,345,50,7700,1935   GARDINER LN,LOUISVILLE,KY,40205-0000,1229068,261041,8,HAYFIELD DUNDEE,2016-05-20 14:51:17,38.2080494744,-85.6816338802
10314,253002,BL986753,Building Permit,BUILDING,Issued,CLEARWATER FIBERGLASS POOLS,Single Family,Pool,R4,560,61.6,49100,509   TUCKER STATION RD,MIDDLETOWN,KY,40243-0000,1271662,270504,19,,2016-06-14 11:08:18,38.2357563205,-85.5338715616
10315,253003,BL990825,Building Permit,BUILDING,Issued,THE RAMAGE COMPANY,Single Family,Renovation - Alter - Repair,PVD,372,50,12000,6315   MISTFLOWER CIR,LOUISVILLE,KY,40059-0000,1263177,305480,16,,2016-06-28 11:24:32,38.3314619753,-85.5651479827
10316,253005,BL984772,Building Permit,BUILDING,Issued,ROBERT PETERSON JR CO INC,Single Family,Miscellaneous,TNZD,1456,160.16,75000,1455 S 6TH ST,LOUISVILLE,KY,40208-0000,1205309,268466,6,OLD LOUISVILLE,2016-05-04 15:11:49,38.2273925481,-85.7647337614
10317,253009,BL986031,Building Permit,BUILDING,Issued,BEN TYLER BUILDING REMODELING,Single Family,Addition,R5,953,71.48,125000,403   JARVIS LN,LOUISVILLE,KY,40207-0000,1229283,282124,9,BROWNSBORO ZORN,2016-06-08 10:10:08,38.2659457748,-85.6820264631
10318,253011,BL990074,Building Permit,BUILDING,Issued,WISSING CONTRACTING CO,Single Family,Renovation - Alter - Repair,R5,400,50,18942,2392   SYDNEY AVE,KINGSLEY,KY,40205-0000,1231811,265792,8,,2016-06-22 15:05:42,38.2212109223,-85.6723441498
10319,253013,BL989986,Building Permit,BUILDING,Issued,PRECISION BUILT HOMES INC,Single Family,Addition,R4,432,50,40000,9909   KEYS FERRY RD,LOUISVILLE,KY,40118-0000,1201477,224189,13,,2016-06-28 12:33:59,38.1056496254,-85.7755188506
10320,253014,BL986599,Building Permit,BUILDING,Issued,BRUCE ELECTRIC,Multi Family,Miscellaneous,R5,165,50,3000,2123   DOROTHY AVE,LOUISVILLE,KY,40205-0000,1226482,267965,8,HIGHLANDS DOUGLASS,2016-06-21 09:39:29,38.2269498356,-85.6910095659
10321,253017,BL986991,Building Permit,BUILDING,Issued,LBM CONSTRUCTION,Commercial,Renovation - Alter - Repair,OR3,2895,376.35,80000,4003   KRESGE WAY,ST MATTHEWS,KY,40207-0000,1241197,272266,26,,2016-05-26 10:11:47,38.2393800081,-85.6400168563
10322,253018,BL991480,Building Permit,BUILDING,Issued,HOWELLCO GARAGE BUILDERS,Single Family,Addition,R4,576,63.36,10000,6202   SHEILA RD,LOUISVILLE,KY,40219-0000,1233522,243047,2,,2016-07-05 12:05:15,38.1588324409,-85.6651727504
10323,253020,BL992076,Building Permit,BUILDING,Issued,BENTLEY CONSTRUCTION LLC,Single Family,New,R4,2374,178.05,250000,7504   CEDAR HOLLOW DR,LOUISVILLE,KY,40291-0000,1245699,239502,23,,2016-08-10 15:54:49,38.1496049119,-85.6226439873
10324,253022,BL992086,Building Permit,BUILDING,Issued,"J & L CONSTRUCTION, INC",Single Family,Renovation - Alter - Repair,R4,156,50,25000,1317   GARDEN HILL PL,LOUISVILLE,KY,40245-0000,1288225,277170,19,,2016-07-08 12:57:45,38.2546793091,-85.4765211477
10325,253026,BL994432,Building Permit,BUILDING,Issued,BEN TYLER BUILDING REMODELING,Single Family,Renovation - Alter - Repair,R5,500,50,25000,3016   HAYFIELD DR,LOUISVILLE,KY,40205-0000,1228538,261406,8,HAYFIELD DUNDEE,2016-08-02 15:08:05,38.2090290138,-85.6834979329
10326,253068,98189,Building Permit,BUILDING,Issued,RODNEY P COOK,Single Family,Renovation - Alter - Repair,R6,900,54,10000,657 S 24TH ST,LOUISVILLE,KY,40211-0000,1197860,276918,6,RUSSELL,2006-01-06 11:42:58,38.2502593094,-85.7911533429
10327,251449,BL1044880,Building Permit,BUILDING,Issued,ALL CITY HEATING & AIR LLC,Commercial,Foundation,C2,0,100,10000,4060   CANE RUN RD,LOUISVILLE,KY,40216-0000,1186167,260565,1,,2017-12-12 13:07:13,38.2048160559,-85.8308876449
10328,251450,BL1044736,Building Permit,BUILDING,Issued,AMLUNG CONSTRUCTION CO INC,Single Family,New,R1,1930,171.3,250000,6400   LONGVIEW LN,GLENVIEW,KY,40222-0000,1236244,293686,16,,2017-12-11 11:45:16,38.2979859383,-85.6584000541
10329,251455,BL1036462,Building Permit,BUILDING,Issued,CHAMPION WINDOW CO OF LOUIS,Single Family,Addition,R5,128,50,16703,8709   GLENFIELD WAY,LOUISVILLE,KY,40241-0000,1255606,294189,17,,2017-09-14 14:20:18,38.3001605243,-85.5909655622
10330,251461,BL1043802,Building Permit,BUILDING,Issued,HUNT CONSTRUCTION GROUP INC,Commercial,New,(C3),197635,25883.28,62614911,101 W MAIN ST,LOUISVILLE,KY,40202-0000,1209213,278930,4,CENTRAL BUSINESS DISTRICT,2018-08-09 09:51:20,38.256298466,-85.7517391363
10331,251467,BL1042240,Building Permit,BUILDING,Issued,Leo Thieneman & Sons LLC,Single Family,New,R4,3197,239.82,350000,5323   ROCK RIDGE DR,LOUISVILLE,KY,40241-0000,1268864,302008,16,,2017-11-22 12:46:39,38.3221501651,-85.545154176
10332,251469,BL1044423,Building Permit,BUILDING,Issued,WISSING CONTRACTING CO,Single Family,Miscellaneous,R5,484,58.08,63350,2634   DRAYTON DR,LOUISVILLE,KY,40205-0000,1232283,266939,8,BOWMAN,2017-12-06 16:19:39,38.2243802281,-85.6707629763
10333,251474,BL1045085,Building Permit,BUILDING,Issued,PUROFIRST DISASTER SERIVICES,Single Family,Renovation - Alter - Repair,UN,900,67.5,81000,3727   BANK ST,LOUISVILLE,KY,40212-0000,1192791,285021,5,PORTLAND,2017-12-14 08:37:15,38.2722727509,-85.8092798687
10334,251475,BL1045085,Building Permit,BUILDING,Issued,HUNTER & ASSOCIATES CONST CO I,Single Family,Renovation - Alter - Repair,UN,900,67.5,81000,3727   BANK ST,LOUISVILLE,KY,40212-0000,1192791,285021,5,PORTLAND,2017-12-14 08:37:15,38.2722727509,-85.8092798687
10335,251482,BL1038213,Building Permit,BUILDING,Issued,METRO RESTORATION SERVICES INC,Single Family,Renovation - Alter - Repair,R6,800,60,25000,1314   RAMMERS AVE,LOUISVILLE,KY,40204-0000,1215299,269032,10,GERMANTOWN,2017-10-03 14:49:01,38.2293925403,-85.7299934399
10336,251484,BL1038916,Building Permit,BUILDING,Issued,HOWELLCO GARAGE BUILDERS,"Misc (Tent, Foundation, Etc)",New,R5,528,63.36,10000,4536 S 6TH ST,LOUISVILLE,KY,40214-0000,1203302,253446,21,BEECHMONT,2017-10-11 09:12:33,38.1860621489,-85.7708561104
10337,251485,BL1038222,Building Permit,BUILDING,Issued,INTEGRITY CONTRACTING SOLUTION,Single Family,Addition,R4,125,50,40000,7111   WOOD BRIAR RD,LOUISVILLE,KY,40241-0000,1248352,291568,16,,2017-10-03 15:04:33,38.292671342,-85.6161047433
10338,251494,BL1043222,Building Permit,BUILDING,Issued,BLITZ BUILDERS INC,Single Family,Addition,R4,1440,172.8,20500,13607 E REHL CT,LOUISVILLE,KY,40299-0000,1279387,259126,20,,2017-11-28 12:13:05,38.2048076648,-85.5064388995
10339,251499,BL1038258,Building Permit,BUILDING,Issued,WELCH BUILDERS INC,Single Family,New,R5A,4332,824.9,350000,113   PEMBRIDGE CT,LOUISVILLE,KY,40245-0000,1306806,269547,19,,2017-10-12 15:29:06,38.2344096738,-85.4114843921
10340,251500,BL1043503,Building Permit,BUILDING,Issued,WILKINSON BUILDERS INC,Single Family,New,R7,4096,532.48,150000,6600   SEMINARY WOODS PL,LOUISVILLE,KY,40241-0000,1245102,291496,16,,2017-11-28 12:21:05,38.2923407414,-85.6274235657
10341,251501,BL1043680,Building Permit,BUILDING,Issued,BALL HOMES INC,Single Family,Foundation,R4,0,50,5500,17132   PITON WAY,LOUISVILLE,KY,40245-0000,1301537,281468,19,,2017-12-04 15:11:37,38.2669582293,-85.4303585738
10342,251502,BL1044273,Building Permit,BUILDING,Issued,LIMESTONE BUILDERS INC,Single Family,New,PRD,2218,1166.35,159100,8106   CEDAR CREST LN,LOUISVILLE,KY,40291-0000,1256244,231288,22,,2018-02-02 11:16:01,38.1274771347,-85.58556444
10343,251505,BL1042026,Building Permit,BUILDING,Issued,CDJ DEVELOPMENT,Single Family,New,PRD,2187,164.02,105000,6435   CLOVER TRACE CIR,LOUISVILLE,KY,40216-0000,1195195,249984,15,CLOVERLEAF,2017-11-20 15:38:06,38.1761857747,-85.7988550455
10344,251506,BL1042453,Building Permit,BUILDING,Issued,MERIDIAN CONSTRUCTION LLC,Single Family,Foundation,R4,0,50,150000,2303   ARTISAN PARK PL,LOUISVILLE,KY,40023-0000,1301296,255893,20,,2017-11-22 16:54:25,38.1967262873,-85.4300566715
10345,251509,BL1039744,Building Permit,BUILDING,Issued,BALL HOMES INC,Single Family,Foundation,R5A,0,50,5500,17902   ELLERSLIE DR,LOUISVILLE,KY,40245-0000,1300772,280971,19,,2017-10-23 09:38:03,38.2655666287,-85.4330006348
10346,251511,BL1042107,Building Permit,BUILDING,Issued,BALL HOMES INC,Single Family,Foundation,R4,0,50,5500,11607   ENGLISH MEADOW DR,LOUISVILLE,KY,40229-0000,1251258,216796,22,,2017-11-20 07:59:31,38.0874860184,-85.6021560735
10347,251512,BL1038176,Building Permit,BUILDING,Issued,JASON ORTHOBER BUILDER LLC,Single Family,New,R4,2749,1206.18,300000,2300   ARTISAN PARK PL,LOUISVILLE,KY,40023-0000,1301303,255765,20,,2017-10-26 13:02:37,38.1963750718,-85.4300266098
10348,251693,BL1017946,Building Permit,BUILDING,Issued,SB HOME RENOVATIONS,Single Family,Addition,R4,1077,80.78,50000,9209   HI VIEW LN,LOUISVILLE,KY,40272-0000,1185331,230058,25,,2017-03-24 14:00:57,38.121015924,-85.8319731554
10349,251697,BL1024860,Building Permit,BUILDING,Issued,CARTER BUILT HOMES LLC,Single Family,Renovation - Alter - Repair,R4,1210,90.75,18000,17003   KENNESAW CREEK CT,LOUISVILLE,KY,40023-0000,1299086,260210,19,,2017-05-30 13:51:24,38.2085018605,-85.4379398175
10350,251699,BL1021368,Building Permit,BUILDING,Issued,SMITHFIELD CONSTRUCTION & REMO,Single Family,Addition,R5,1431,107.32,68722,544   BARBERRY LN,LOUISVILLE,KY,40206-0000,1229640,274703,9,CHEROKEE GARDENS,2017-04-27 10:32:47,38.2455853699,-85.6803818046
10351,251704,BL1019421,Building Permit,BUILDING,Issued,CREATIVE INTERIORS OF ANCHORAGE LLC,Single Family,Addition,R5,506,50,48818,3212   DUNDEE RD,LOUISVILLE,KY,40205-0000,1225659,262216,8,HAYFIELD DUNDEE,2017-04-11 08:28:34,38.2111295464,-85.6935605176
10352,251705,BL1024230,Building Permit,BUILDING,Issued,A D GENERAL CONTRACTING LLC,"Misc (Tent, Foundation, Etc)",Miscellaneous,R5,624,68.64,16000,2610   MCCOY WAY,LOUISVILLE,KY,40205-0000,1230996,267625,8,BOWMAN,2017-05-23 11:44:15,38.2262091684,-85.6752794167
10353,251714,BL1026933,Building Permit,BUILDING,Issued,BENTLEY CONSTRUCTION LLC,Single Family,Foundation,R4,1600,50,20000,7506   CEDAR HOLLOW DR,LOUISVILLE,KY,40291-0000,1245815,239342,23,,2017-06-16 09:51:42,38.1491703421,-85.6222323641
10354,251716,BL1033133,Building Permit,BUILDING,Issued,CHAMPION WINDOW CO OF LOUIS,Single Family,Renovation - Alter - Repair,R4,240,50,19879,2312   CLARKWOOD RD,LOUISVILLE,KY,40207-0000,1236512,289696,16,,2017-08-11 13:46:17,38.2870419546,-85.6572538984
10355,251717,BL1027473,Building Permit,BUILDING,Issued,ALLSTATE GARAGE BUILDERS,"Misc (Tent, Foundation, Etc)",Miscellaneous,R4,900,99,10000,6714   BLACK LOCUST WAY,LOUISVILLE,KY,40272-0000,1170339,222008,14,,2017-06-21 09:33:35,38.0981950876,-85.8835814691
10356,251720,BL1034388,Building Permit,BUILDING,Issued,STONECROFT HOMES LLC,Single Family,New,R4,916,68.7,50000,3200   GLENVIEW PARK WAY,GLENVIEW,KY,40222-0000,1239759,292571,16,,2017-08-24 12:01:23,38.2950714549,-85.6460945072
10357,251009,BL1053321,Building Permit,BUILDING,Issued,GREAT DAY IMPROVEMENTS,Single Family,Renovation - Alter - Repair,R5A,154,50,17153,8100   SPRING ORCHARD CT,LOUISVILLE,KY,40218-0000,1248260,253240,11,,2018-03-13 11:06:38,38.1874301508,-85.614447006
10358,251011,BL1053563,Building Permit,BUILDING,Issued,CHENOWETH CONSTRUCTION CO INC,Single Family,Renovation - Alter - Repair,R4,250,50,8000,314   FAIRMEADE RD,ST MATTHEWS,KY,40207-0000,1243446,274188,26,,2018-03-15 11:13:57,38.2447501777,-85.6322878143
10359,251013,BL1051384,Building Permit,BUILDING,Issued,ALLEN D OVERSTREET GENERAL CON,Single Family,Renovation - Alter - Repair,R4,533,50,6300,10428   MARTINSIDE DR,LOUISVILLE,KY,40291-0000,1261962,227542,22,,2018-02-23 10:39:02,38.1174175141,-85.565502726
10360,251019,BL1054308,Building Permit,BUILDING,Issued,DISTINCTIVE DESIGN REMODELING,Single Family,Addition,R3,154,50,13000,4   PEMBROKE RD,LINCOLNSHIRE,KY,40220-0000,1246487,266844,18,,2018-03-21 13:22:23,38.224710553,-85.6213196384
10361,251023,BL1055844,Building Permit,BUILDING,Issued,CHRIS MILLS MTN AND REMODELING,Single Family,Addition,R4,256,50,15000,5907   MOUNT EVEREST DR,LOUISVILLE,KY,40216-0000,1179993,247269,12,,2018-04-04 12:56:35,38.1680175043,-85.8515656723
10362,251024,BL1055248,Building Permit,BUILDING,Issued,RIVER CITY HOUSING,Single Family,Renovation - Alter - Repair,R8A,207,50,25000,600 E KENTUCKY ST,LOUISVILLE,KY,40203-0000,1211104,271936,4,SHELBY PARK,2018-03-29 15:29:15,38.2371798992,-85.7447593081
10363,251026,BL1055018,Building Permit,BUILDING,Issued,BEN TYLER BUILDING REMODELING,Single Family,Addition,R6,50,50,5000,2409   EMIL AVE,LOUISVILLE,KY,40217-0000,1209474,262272,15,SAINT JOSEPH,2018-04-13 14:40:49,38.2105731731,-85.7498856742
10364,251027,BL1054935,Building Permit,BUILDING,Issued,DISTINCTIVE DESIGN REMODELING,Single Family,Renovation - Alter - Repair,R4,830,62.25,32000,14114   VICTORY RIDGE DR,LOUISVILLE,KY,40245-0000,1280778,271041,20,,2018-03-27 10:25:06,38.2375754016,-85.5021622934
10365,251028,BL1055514,Building Permit,BUILDING,Issued,ELITE HOMES INC,Single Family,New,R4,2470,1185.25,120408,2412   IRISH BEND CT,LOUISVILLE,KY,40023-0000,1300048,258439,20,,2018-04-04 11:45:05,38.2036730874,-85.4345128571
10366,251029,BL1055114,Building Permit,BUILDING,Issued,LIFESTYLE CONSTRUCTION SERVICE,"Misc (Tent, Foundation, Etc)",New,PVD,440,52.8,20000,6416   MEETING ST,LOUISVILLE,KY,40059-0000,1263783,306085,16,,2018-05-08 09:57:54,38.3331468648,-85.5630656744
10367,251032,BL1060420,Building Permit,BUILDING,Issued,BRIGHT BUILT HOMES INC,Single Family,Addition,R3,861,64.58,140000,3904   BROWNSBORO RD,DRUID HILLS,KY,40207-0000,1234258,282010,7,,2018-05-16 15:06:13,38.2658438768,-85.664694602
10368,251033,BL1061767,Building Permit,BUILDING,Issued,"DAVACO, INC",Commercial,Renovation - Alter - Repair,C1,445,66.75,50000,12627   TAYLORSVILLE RD,LOUISVILLE,KY,40299-0000,1276418,253096,20,,2018-06-20 09:07:16,38.1881390584,-85.5164816426
10369,251036,BL1063820,Building Permit,BUILDING,Issued,Leo Thieneman & Sons LLC,Single Family,New,R4,3360,252,380000,5222   ROCK BLUFF DR,LOUISVILLE,KY,40241-0000,1270225,301925,16,,2018-07-10 13:49:08,38.3219747253,-85.540406586
10370,251037,BL1058891,Building Permit,BUILDING,Issued,DOSTER CONSTRUCTION CO INC,Multi Family,New,R6,25883,3364.79,1250000,10603   MORAINE CIR,LYNDON,KY,40223-0000,1264193,283051,18,,2018-08-23 10:29:24,38.2699181842,-85.5604939739
10371,251039,BL1059325,Building Permit,BUILDING,Issued,AQUATIC CONCEPTS,"Misc (Tent, Foundation, Etc)",Pool,R5,420,50.4,25000,2525   TAYLORSVILLE RD,SENECA GARDENS,KY,40205-0000,1230968,266677,8,,2018-05-08 10:24:22,38.2236050701,-85.6753258089
10372,251040,BL1059333,Building Permit,BUILDING,Issued,AQUATIC CONCEPTS,"Misc (Tent, Foundation, Etc)",Pool,R4,420,50.4,30000,11605   LEEMONT DR,LOUISVILLE,KY,40272-0000,1174922,217349,14,,2018-05-08 10:24:21,38.0856253649,-85.8673739555
10373,251042,BL1058743,Building Permit,BUILDING,Issued,BRYCE BIERY CONSTRUCTION w,Single Family,Miscellaneous,R5A,200,50,30000,212   MOCKINGBIRD GARDENS DR,LOUISVILLE,KY,40207-0000,1232093,279975,9,CRESCENT HILL,2018-05-02 11:05:01,38.2601648752,-85.6721249027
10374,251043,BL1058910,Building Permit,BUILDING,Issued,DOSTER CONSTRUCTION CO INC,Multi Family,New,R6,25570,3324.1,1250000,1801   ESKER LOOP,LYNDON,KY,40223-0000,1263860,282881,18,,2018-08-23 10:29:39,38.2694383957,-85.5616453186
10375,251044,BL1056235,Building Permit,BUILDING,Issued,BLITZ BUILDERS INC,Single Family,New,R4,640,76.8,17230,7401   ARAPAHO DR,LOUISVILLE,KY,40214-0000,1197925,239772,25,AUBURNDALE,2018-04-19 16:50:07,38.1482729238,-85.7887661239
10376,251045,BL1058615,Building Permit,BUILDING,Issued,DISTINCTIVE DESIGN REMODELING,Single Family,Addition,R4,304,50,28000,10818   FALKIRK RD,DOUGLASS HILLS,KY,40243-0000,1266311,269980,19,,2018-05-01 12:57:52,38.2341112554,-85.5524735625
10377,251046,BL1061100,Building Permit,BUILDING,Issued,SUPERIOR BUILDERS INC,Single Family,New,R5,2259,1169.42,170000,6504   FERNHILL CT,LOUISVILLE,KY,40291-0000,1256405,242475,22,,2018-06-01 08:50:41,38.158200176,-85.5855687075
10378,251048,BL1064560,Building Permit,BUILDING,Issued,RILEY HOME IMPROVEMENT INC,Multi Family,Addition,R5A,140,50,15000,10032   VISTA SPRINGS WAY,LOUISVILLE,KY,40291-0000,1261150,220177,20,,2018-06-20 15:25:49,38.0971631308,-85.5679585404
10379,251049,BL1061503,Building Permit,BUILDING,Issued,CLASSIC BUILDINGS,Single Family,New,R4,3269,1245.18,252900,10931   PHEASANT HILL CIR,LOUISVILLE,KY,40229-0000,1238297,217429,13,,2018-05-25 10:57:43,38.0886928818,-85.6472164415
10380,251050,BL1060793,Building Permit,BUILDING,Issued,Leo Thieneman & Sons LLC,Single Family,New,PVD,4081,306.08,600000,11116   MONKSHOOD DR,LOUISVILLE,KY,40059-0000,1264120,305867,16,,2018-06-07 11:57:04,38.3325614883,-85.561880119
10381,251054,BL1061034,Building Permit,BUILDING,Issued,G & M MAINTENANCE,Commercial,Renovation - Alter - Repair,PD,30900,3708,156774.2,200   DISTILLERY COMMONS  ,LOUISVILLE,KY,40206-0000,1217542,276707,4,IRISH HILL,2018-09-17 13:40:25,38.2505641698,-85.7226132174
10382,251056,BL1063263,Building Permit,BUILDING,Issued,MASTERCRAFT HOMES,Single Family,New,PVD,2455,184.12,260000,6422   PASSIONFLOWER DR,LOUISVILLE,KY,40059-0000,1263524,306883,16,,2018-06-15 14:49:47,38.3353277906,-85.5640081964
10383,251058,BL1060245,Building Permit,BUILDING,Issued,SUNSHINE BUILDERS LLC,Multi Family,New,R6,12222,1588.86,1250000,7601   DOWNS FARM PL,LOUISVILLE,KY,40291-0000,1245080,242655,24,,2018-07-09 10:38:29,38.1582368284,-85.6249599307
10384,251060,BL1063526,Building Permit,BUILDING,Issued,Phil FACKLER HOMES - PHIL FACKLER,Single Family,Renovation - Alter - Repair,R5,190,50,35000,1845   SHADY LN,LOUISVILLE,KY,40205-0000,1221766,268798,8,DEER PARK,2018-06-15 14:48:35,38.2290332231,-85.707470294
10385,251061,BL1064932,Building Permit,BUILDING,Issued,FDA ONE LLC,Commercial,Renovation - Alter - Repair,C2,2785,55,12000,12911   SHELBYVILLE RD,MIDDLETOWN,KY,40243-0000,1276901,273483,19,,2018-06-27 13:20:13,38.2441350109,-85.515776082
10386,251063,BL1058890,Building Permit,BUILDING,Issued,DOSTER CONSTRUCTION CO INC,Multi Family,New,R6,25883,3364.79,1250000,10607   MORAINE CIR,LYNDON,KY,40223-0000,1264462,283134,18,,2018-08-23 10:29:41,38.270156585,-85.5595612071
10387,251065,BL1058007,Building Permit,BUILDING,Issued,VINCENT ABELL CONTRACTING  INC,Single Family,Addition,PD,280,50,50000,4001   ALTAWOOD CT,LOUISVILLE,KY,40245-0000,1280584,294962,17,,2018-04-25 11:49:20,38.3032491347,-85.5039714975
10388,251122,181095,Building Permit,BUILDING,Issued,HIGHBAUGH CONSTRUCTION LLC,Multi Family,New,R5A,1789,607.34,60000,206   BECKLEY RIDGE LN,MIDDLETOWN,KY,40245-0000,1281757,273033,19,,2007-11-29 12:42:21,38.2430814449,-85.4988481379
10389,251123,181098,Building Permit,BUILDING,Issued,HIGHBAUGH CONSTRUCTION LLC,Multi Family,New,R5A,2961,677.66,60000,212   BECKLEY RIDGE LN,MIDDLETOWN,KY,40245-0000,1281779,273102,19,,2007-11-29 12:42:00,38.2432717211,-85.4987748008
10390,251169,BL1041365,Building Permit,BUILDING,Issued,J ELLIS & ELLIS CONSTRUCTION,Single Family,Renovation - Alter - Repair,R4,196,50,85000,10705   BRENTFORD PL,DOUGLASS HILLS,KY,40243-0000,1264201,271631,19,,2017-11-30 11:04:57,38.2385622961,-85.5599004211
10391,251170,BL1037915,Building Permit,BUILDING,Issued,BALL HOMES INC,Single Family,Foundation,R4,0,50,17700,8820   TALON RIDGE DR,LOUISVILLE,KY,40229-0000,1250939,216964,22,,2017-10-03 15:24:03,38.0879344389,-85.6032728753
10392,251177,BL1038519,Building Permit,BUILDING,Issued,MIKE SANDERS BUILDERS INC,Single Family,Addition,R3,768,57.6,80000,6610   HARRODS VIEW CIR,PROSPECT,KY,40059-0000,1255176,309273,16,,2017-10-06 15:00:48,38.3415593349,-85.5932303051
10393,251183,BL1039173,Building Permit,BUILDING,Issued,KARZEN LANGAN & JAMES LLC,Single Family,Addition,R4,1120,84,65000,3518   HYCLIFFE AVE,ST MATTHEWS,KY,40207-0000,1236455,273938,9,,2017-10-13 09:46:41,38.2437731232,-85.6566140639
10394,251185,BL1041741,Building Permit,BUILDING,Issued,GREAT DAY IMPROVEMENTS,Single Family,Addition,R6,168,50,15351,13619   ARBOR CREST CIR,LOUISVILLE,KY,40245-0000,1280689,290472,17,,2017-11-07 13:37:46,38.2909246998,-85.5033927148
10395,251189,BL1041900,Building Permit,BUILDING,Issued,CARDINAL CARRYOR INC,Commercial,Miscellaneous,EZ1,43616,5233.92,200000,5100   JEFF COMMERCE DR,LOUISVILLE,KY,40219-0000,1230728,240712,2,,2018-02-16 09:08:08,38.1523029451,-85.6747630764
10396,251190,BL1043187,Building Permit,BUILDING,Issued,SMITHFIELD CONSTRUCTION & REMO,Single Family,Addition,R4,896,67.2,44863,9   WOODHILL RD,INDIAN HILLS,KY,40207-0000,1233337,288296,7,,2017-11-22 11:37:03,38.2830642906,-85.668239148
10397,251214,BL1052810,Building Permit,BUILDING,Issued,GREGG CUSTOM BUILDING & DEVEL,Single Family,New,PVD,3405,255.38,250000,6418   ST BERNADETTE AVE,LOUISVILLE,KY,40059-0000,1263635,306621,16,,2018-03-08 08:43:59,38.3346127651,-85.563608229
10398,251219,BL1051582,Building Permit,BUILDING,Issued,BLITZ BUILDERS INC,Single Family,Addition,R4,890,66.75,12530,2905   LOWER HUNTERS TRCE,LOUISVILLE,KY,40216-0000,1176522,245927,12,,2018-03-07 13:11:02,38.1641665484,-85.8635551787
10399,251220,BL1048544,Building Permit,BUILDING,Issued,ESPOSITO CONST INC,Single Family,Renovation - Alter - Repair,R4,98,50,55600,31   POPLAR HILL RD,INDIAN HILLS,KY,40207-0000,1234989,291169,16,,2018-01-24 13:39:24,38.2910223123,-85.6626380946
10400,251223,BL1050792,Building Permit,BUILDING,Issued,STEVEN B CLINE GARAGES,Single Family,New,R5,576,69.12,10000,2219   MANCHESTER RD,WELLINGTON,KY,40205-0000,1231500,264093,26,,2018-02-16 11:45:32,38.2165328081,-85.673335173
10401,254908,13BL5359,Building Permit,BUILDING,Issued,FOSTER BROTHERS CONSTRUCTION,Single Family,Addition,R5,314,50,40000,1813   YALE DR,LOUISVILLE,KY,40205-0000,1224949,265181,8,BELKNAP,2013-10-02 13:20:43,38.2192398968,-85.6961932815
10402,254910,13BL5177,Building Permit,BUILDING,Issued,ALL AMERICA POOL CO PAT OBRYAN,Single Family,Pool,R4,504,50,20000,8911   BROWN AUSTIN RD,LOUISVILLE,KY,40118-0000,1203360,230165,13,,2013-09-23 10:10:53,38.1221431681,-85.7693183104
10403,255579,339145,Building Permit,BUILDING,Issued,BLITZ BUILDERS INC,Single Family,Addition,R4,1200,78,29500,4800   MORRIS PL,LOUISVILLE,KY,40023-0000,1292567,245850,20,,2012-08-21 15:04:29,38.1688393068,-85.4599689298
10404,254912,13BL4584,Building Permit,BUILDING,Issued,JEROME SMYSER,"Misc (Tent, Foundation, Etc)",Addition,R5,26,50,43000,4604   SOUTHCREST DR,LOUISVILLE,KY,40215-0000,1202744,253213,21,BEECHMONT,2013-08-12 16:15:23,38.1853970968,-85.7727838084
10405,255585,301727,Building Permit,BUILDING,Issued,G & M MAINTENANCE,Commercial,Renovation - Alter - Repair,CN,47,100,3000,9219   U S HIGHWAY 42  ,PROSPECT,KY,40059-0000,1247902,309369,16,,2011-06-30 14:42:00,38.341528884,-85.6185940562
10406,254913,13BL4466,Building Permit,BUILDING,Issued,AMERICAS WINDOW LLC,Single Family,Addition,R4,120,50,13000,1206   HOLLY AVE,LOUISVILLE,KY,40118-0000,1210625,222574,13,,2013-08-05 09:38:05,38.1016270707,-85.7436399287
10407,255586,337462,Building Permit,BUILDING,Issued,G & M MAINTENANCE,Commercial,Renovation - Alter - Repair,CN,222,50,5000,9219   U S HIGHWAY 42  ,PROSPECT,KY,40059-0000,1247902,309369,16,,2012-08-03 12:33:37,38.341528884,-85.6185940562
10408,254916,13BL4757,Building Permit,BUILDING,Issued,DISTINCTIVE DESIGN REMODELING,Single Family,Addition,R5,400,50,25500,5408   EUCLID AVE,LOUISVILLE,KY,40272-0000,1176607,229558,14,,2013-08-22 15:39:56,38.1192277262,-85.8622630499
10409,255587,338290,Building Permit,BUILDING,Issued,K-CO ENTERPRISES INC,Commercial,Renovation - Alter - Repair,EZ1,10,50,19000,7331   INTERMODAL DR,LOUISVILLE,KY,40258-0000,1168646,244255,12,,2012-08-21 10:57:30,38.1591938355,-85.8908407637
