EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
34679,2022/04/26 04:00:00+00,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2070
67026,2022/03/29 04:00:00+00,1662257,FOOD SERVICE,PRP MAGNET SCHOOL OUTSIDE CONCESSION,5901,GREENWOOD RD,LOUISVILLE,KY,40258,REGULAR,93,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,expired food needs to be thrown out ,605,2071
67329,2021/12/03 05:00:00+00,1639959,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,84,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Personal drinks do not have a lid and straw.  Improper storage of employee drinks.,605,2072
110480,2021/10/22 04:00:00+00,1631411,FOOD SERVICE,LA BAMBA,1237,BARDSTOWN RD STE A,LOUISVILLE,KY,40204,REGULAR,79,46,"Single use/single service articles:  properly stored, used",No,Re-use of single service items.,605,2073
34679,2022/04/26 04:00:00+00,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner (back up of sewage water at dish machine). ,605,2074
111695,2021/12/23 05:00:00+00,1644011,FOOD SERVICE,CADILLAC'S CHICKEN & FISH,7105,FEGENBUSH LN,LOUISVILLE,KY,40228,REGULAR,89,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner (Leak at 3 compartment sink). ,605,2075
83585,2021/12/09 05:00:00+00,1641368,FOOD SERVICE,CORNER TAVERN,5207,MT WASHINGTON RD,LOUISVILLE,KY,40229,REGULAR,89,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2076
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product. (raw chorizo and bacon stored over top of ready to eat food.),605,2077
113851,2021/10/27 04:00:00+00,1632514,FOOD SERVICE,SONIC DRIVE-IN #3522,8600,AMBROSSE LN,LOUISVILLE,KY,40299,REGULAR,95,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2078
67329,2021/12/03 05:00:00+00,1639959,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,84,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. Observed employee washing dirty dishes and handling clean dishes without washing hands.,605,2079
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chemical test kit to measure the concentration of the sanitizer solution. ,605,2080
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Build up of ice in the walk-in freezer.  Food/nonfood-contact surface is not smooth and easily cleanable (reach-in coolers).,605,2081
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,45,"Utensil, equipment and linens:  properly stored, dried, handled",No,Utensils not being air dried. ,605,2082
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. Cooked corn hot holding at 128 degrees F. ,605,2083
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Accmulation of grease on the floor. ,605,2084
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. Observed cloeslaw holding at 51 degrees F and expired on THURS (12/02)- Discarded.  Cocktail Sauce and Tartar Sauce holding at 69 degrees F (The label stated KEEP REFRIGERATED).,605,2085
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. Observed employee using personal cell phone with gloves and did not change/wash hands before handling the food.,605,2086
35028,2021/12/03 05:00:00+00,1639960,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,84,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee drinks.  Personal drinks do not have a lid and straw.,605,2087
32112,2021/10/22 04:00:00+00,1631446,FOOD SERVICE,CHEDDAR BOX,3909,CHENOWETH SQUARE,LOUISVILLE,KY,40207,REGULAR,87,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (Observed dish washer not sanitizing dishes-corrected). ,605,2088
32112,2021/10/22 04:00:00+00,1631446,FOOD SERVICE,CHEDDAR BOX,3909,CHENOWETH SQUARE,LOUISVILLE,KY,40207,REGULAR,87,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below (Quarantine order issued for all potentially hazardous food above 41 degrees, Eggs sittting at room temperature). ",605,2089
32112,2021/10/22 04:00:00+00,1631446,FOOD SERVICE,CHEDDAR BOX,3909,CHENOWETH SQUARE,LOUISVILLE,KY,40207,REGULAR,87,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic chemicals not labeled. ,605,2090
32112,2021/10/22 04:00:00+00,1631446,FOOD SERVICE,CHEDDAR BOX,3909,CHENOWETH SQUARE,LOUISVILLE,KY,40207,REGULAR,87,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below.,605,2091
33399,2022/02/24 05:00:00+00,1654461,FOOD SERVICE,WICKS PIZZA,975,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,88,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized ( dishwasher at 10 PPM-corrected). ,605,2092
33399,2022/02/24 05:00:00+00,1654461,FOOD SERVICE,WICKS PIZZA,975,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,88,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of rodents (Observed 3 mice in dough room run through a hole in the wall). ,605,2093
32722,2022/03/23 04:00:00+00,1660391,SCHOOL CAFETERIA OR FOOD SERVICE,CARTER DUVALLE SCHOOL,3600,BOHNE AVE,LOUISVILLE,KY,40211,REGULAR,92,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Discarded).   - Cheese sandwiches holding at 51 degrees F ,605,2094
32722,2022/03/23 04:00:00+00,1660391,SCHOOL CAFETERIA OR FOOD SERVICE,CARTER DUVALLE SCHOOL,3600,BOHNE AVE,LOUISVILLE,KY,40211,REGULAR,92,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above (Discarded).  - Cooked patties holding at 109 degrees F  - Cooked veggies holding at 117 degrees F,605,2095
111936,2022/04/12 04:00:00+00,1664763,FOOD SERVICE,HOME RUN BURGERS,2723,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.,605,2096
111936,2022/04/12 04:00:00+00,1664763,FOOD SERVICE,HOME RUN BURGERS,2723,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,89,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2097
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Observed the rinse temperature of the dishwasher at 144-155 degrees F. Must utilize the three compartment sinks to sanitize the dishes.   Observed no detergent (Wash Max) at the dishwasher (Corrected).  Accmulation of soil on the white partition of the ice machine. ,605,2098
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Potentially hazardous food prepared on site, Ready-to- Eat, and intended to be held more than 24 hours not date marked (employee kitchen area, walk-in cooler).   Opened packages of salad mix hold for longer than 7 days (opened date: 03/15/2022)- Discarded.",605,2099
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below (Gravy)- Discarded.,605,2100
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks.,605,2101
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,10,Adequate hand washing facilities supplied and accessible,No,Hand washing sink is not accessible (Dishwasher hand sink).   Individual disposable towels not provided at hand sink (Dishwasher hand sink). ,605,2102
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chemical test kit to measure the concentration of chlorine sanitizer solution. ,605,2103
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Accmulation of soil inside the dishwasher.   Ice build-up inside of reach-in cooler.  Gasket in poor repair at the reach-in cooler by the dessert area.,605,2104
103564,2022/04/15 04:00:00+00,1665549,FOOD SERVICE (HOSPITAL / NURSING HOME,LANDMARK OF LOUISVILLE,1155,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,84,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of live roaches. ,605,2105
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2106
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,2,Certified food protection manager,No,No certified food manager present.,605,2107
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.,605,2108
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product.  Raw animal foods not separated by type based on minimum cook temperatures.,605,2109
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,17,Food stored covered,No,Food stored uncovered.,605,2110
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.  The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2111
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2112
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,24,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,Yes,No written procedures for using time as a public health control.  Not following proper procedures for using time as a public health control.,605,2113
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,37,Thermometers provided and accurate,No,Lack of accurate thermometers in all refrigeration/freezer units storing TCS food.,605,2114
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,38,"Food properly labeled; original container",No,Label all containers,605,2115
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.  Chemical sanitizing solution containers placed on floor.,605,2116
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent.",605,2117
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil.  Nonfood-contact surfaces of equipment not cleaned at a frequency to prevent accumulation of soil residue.,605,2118
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,57,Adequate ventilation and lighting,No,Light fixture not shielded as required.,605,2119
113850,2021/10/26 04:00:00+00,1632255,FOOD SERVICE,JUMBO BUFFET,2731,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,77,56,"Physical facilities installed, maintained and clean",No,Hood needs to be cleaned.  Outer openings not protected against entry of pests.,605,2120
98867,2022/02/17 05:00:00+00,1652867,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,90,23,PROPER COOLING TIME AND TEMPERATURE,Yes,"TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below.  - Baked pasta (prepped on 02/14) holding at 48 degrees F; Discarded    TCS food cooled from 135 degrees F to 70 degrees F takes longer than 2 hours.  - Bread puree holding at 81 degrees F (cooked at 930 AM on the day of inspection); Discarded",605,2121
98867,2022/02/17 05:00:00+00,1652867,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,90,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not discarded after 7 days (Raw boil eggs prepped on 02/09)- Discarded.   Expired Grade A dairy, milk jug (02/13)- Discarded.  ",605,2122
98867,2022/02/17 05:00:00+00,1652867,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT SUMMERFIELD,1877,FARNSLEY RD,LOUISVILLE,KY,40216,REGULAR,90,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.   - No chlorine sanitizer tub at the dishwasher. Only observed detergent and rinse tubs. - Informed operator to utilize the three compartment sinks.   - Mixing soap and quat sanitizer at the sanitizer buckets (Corrected).   ,605,2123
109296,2021/10/25 04:00:00+00,1631935,FOOD SERVICE,FIRST STRING BAR & GRILL,5921,NEW CUT RD,LOUISVILLE,KY,40214,REGULAR,86,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods.,605,2124
109296,2021/10/25 04:00:00+00,1631935,FOOD SERVICE,FIRST STRING BAR & GRILL,5921,NEW CUT RD,LOUISVILLE,KY,40214,REGULAR,86,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. (handling raw meat with gloved hands and then removing the gloves without washing hands before handling other food equipment),605,2125
34679,2022/04/26 04:00:00+00,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Floors not clean (Under grill). ,605,2126
83585,2021/12/09 05:00:00+00,1641368,FOOD SERVICE,CORNER TAVERN,5207,MT WASHINGTON RD,LOUISVILLE,KY,40229,REGULAR,89,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (leak at hand sink),605,2127
110480,2021/10/22 04:00:00+00,1631411,FOOD SERVICE,LA BAMBA,1237,BARDSTOWN RD STE A,LOUISVILLE,KY,40204,REGULAR,79,52,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES",Yes,Gray water plumbing leak.,605,2128
57936,2022/01/19 05:00:00+00,1647137,FOOD SERVICE,TONY BOOM BOZZ,1448,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy (3 gallons of milk expired 1/16-discarded).  ,605,2129
34679,2022/04/26 04:00:00+00,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Employee drinks not properly stored. ,605,2130
88153,2021/12/09 05:00:00+00,1641312,FOOD SERVICE,DAIRY QUEEN,5516,NATIONAL TURNPIKE,LOUISVILLE,KY,40214,REGULAR,85,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items improperly stored (Spray bottles).,605,2131
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. (in use sanitize solution at below 200 ppm quaternay ammonia),605,2132
88153,2021/12/09 05:00:00+00,1641312,FOOD SERVICE,DAIRY QUEEN,5516,NATIONAL TURNPIKE,LOUISVILLE,KY,40214,REGULAR,85,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of the quat sanitizer solution at 0 ppm in the bucket and at the three compartment sinks.  ,605,2133
110480,2021/10/22 04:00:00+00,1631411,FOOD SERVICE,LA BAMBA,1237,BARDSTOWN RD STE A,LOUISVILLE,KY,40204,REGULAR,79,56,"Physical facilities installed, maintained and clean",No,Employee clothing/possessions not stored properly.,605,2134
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2135
88153,2021/12/09 05:00:00+00,1641312,FOOD SERVICE,DAIRY QUEEN,5516,NATIONAL TURNPIKE,LOUISVILLE,KY,40214,REGULAR,85,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. Gravy holding at 128 degrees F (Discarded).,605,2136
102690,2022/02/23 05:00:00+00,1654164,FOOD SERVICE,PHO CAFE ON BARDSTOWN,1704,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,80,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed properly.,605,2137
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2138
34679,2022/04/26 04:00:00+00,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom (Do not comingle lots).   Shellstock tags or labels removed from container before product is entirely sold.  Lack of last shellstock sold recorded on tag or label.  Lack of shellstock recording keeping system (Not in choronological order).   ,605,2139
88153,2021/12/09 05:00:00+00,1641312,FOOD SERVICE,DAIRY QUEEN,5516,NATIONAL TURNPIKE,LOUISVILLE,KY,40214,REGULAR,85,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. Shredded cheese holding at 48 degrees F.,605,2140
100280,2021/10/26 04:00:00+00,1632435,FOOD SERVICE,TIME FOR THAI,2206,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,75,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2141
57936,2022/01/19 05:00:00+00,1647137,FOOD SERVICE,TONY BOOM BOZZ,1448,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2142
102690,2022/02/23 05:00:00+00,1654164,FOOD SERVICE,PHO CAFE ON BARDSTOWN,1704,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,80,10,Adequate hand washing facilities supplied and accessible,No,Hand cleaner not provided at lavatory or hand washing sink.,605,2143
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,36,Approved thawing methods used,No,Improper thawing method being used for TCS food.,605,2144
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor.,605,2145
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,46,"Single use/single service articles:  properly stored, used",No,Single service items not stored at least 6 inches off of the floor.,605,2146
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (eggs left at room temperature for 1.5 hours) (beef holding internally at 52 degrees F),605,2147
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,54,"Toilet facilities:  properly constructed, supplied, cleaned",No,Toilet room door not self-closing.,605,2148
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,49,"Ware washing facilities:  installed, maintained, used, test strips",No,Proper dishwashing procedure not followed. (dishes not being soaked in the sanitzer solution for a minimum of 30 seconds),605,2149
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. (cooked noodles holding at 122 degrees F) (reheated) (Croquettes holding at 106 degrees F) (discarded),605,2150
114056,2022/01/10 05:00:00+00,1645680,FOOD SERVICE,LIMA'S BAKERY,5600,NATIONAL TURNPIKE STE 2,LOUISVILLE,KY,40214,REGULAR,77,38,"Food properly labeled; original container",No,Pre-packaged retail product without identifying ingredients label.,605,2151
97563,2022/03/24 04:00:00+00,1660756,FOOD SERVICE,GUANAQUITA RESTAURANT,4231,TAYLOR BLVD,LOUISVILLE,KY,40215,REGULAR,77,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2152
97563,2022/03/24 04:00:00+00,1660756,FOOD SERVICE,GUANAQUITA RESTAURANT,4231,TAYLOR BLVD,LOUISVILLE,KY,40215,REGULAR,77,2,Certified food protection manager,No,No certified food manager present.,605,2153
97563,2022/03/24 04:00:00+00,1660756,FOOD SERVICE,GUANAQUITA RESTAURANT,4231,TAYLOR BLVD,LOUISVILLE,KY,40215,REGULAR,77,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.  Personal items in a food prep area.",605,2154
97563,2022/03/24 04:00:00+00,1660756,FOOD SERVICE,GUANAQUITA RESTAURANT,4231,TAYLOR BLVD,LOUISVILLE,KY,40215,REGULAR,77,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task.,605,2155
97563,2022/03/24 04:00:00+00,1660756,FOOD SERVICE,GUANAQUITA RESTAURANT,4231,TAYLOR BLVD,LOUISVILLE,KY,40215,REGULAR,77,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.,605,2156
