Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Brnd_Name,Gnrc_Name,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr,Opioid_Drug_Flag,Opioid_LA_Drug_Flag,Antbtc_Drug_Flag,Antpsyct_Drug_Flag
National,,National,Betaxolol Hcl,Betaxolol Hcl,5791,30788,60186.1,2468657.26,8543,,28930,57046.9,2346247.42,,8091,14238.34,724833.07,N,N,N,N
National,,National,Bethanechol Chloride,Bethanechol Chloride,26326,206347,287023.6,15121294.58,46685,,168841,238805.8,12287222,,39658,107044.38,2461404.52,N,N,N,N
National,,National,Bethkis,Tobramycin,12,26,29.5,157431.36,12,,12,12.9,78881.18,*,,741.17,6723.21,N,N,N,N
National,,National,Betimol,Timolol,7019,30127,51815.6,6614235.65,9816,,28824,49803.7,6339257.38,,9357,40184.3,1561014.26,N,N,N,N
National,,National,Betoptic S,Betaxolol Hcl,2869,12541,25954.7,5501373.39,3141,,11974,24919,5274550.33,,3008,17910.64,870341.52,N,N,N,N
National,,National,Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,23652,150005,191622.6,77560960.15,36882,,119230,153281.6,61968294.44,,29217,428578.65,6534359.83,N,N,N,N
National,,National,Bexarotene,Bexarotene,491,4152,4364.6,48575283.05,597,,3647,3855.6,42123546.06,,515,24415.24,1479088.34,N,N,N,N
National,,National,Bexsero,"Meningococcal B Vaccine,4-Comp",1252,2249,2338.7,501505.26,1760,,1860,1946.9,418068.14,,1450,2435.15,123864.23,N,N,N,N
National,,National,Beyaz,Drospir/Eth Estra/Levomefol Ca,19,53,130.3,32873.11,15,,0,0,0,,0,993.31,397.41,N,N,N,N
National,,National,Bicalutamide,Bicalutamide,28784,251515,421900.6,9535110.58,79200,,245337,412962.6,9321208.53,,77247,107715.62,3154780.44,N,N,N,N
National,,National,Bicillin C-R,Pen G Benz/Pen G Procaine,42,84,93.7,27548.56,43,,53,60.5,15786.71,,30,206,2595.55,N,N,Y,N
National,,National,Bicillin L-A,Penicillin G Benzathine,2379,5399,5978.6,3344777.06,3070,,3421,3825.6,2087105.48,,1907,14735.81,199623.33,N,N,Y,N
National,,National,Bidil,Isosorbide Dinit/Hydralazine,8275,39143,60419.3,19335830.88,9570,,31756,49189.4,15528479.19,,7586,110182.93,1303511.91,N,N,N,N
National,,National,Bijuva,Estradiol/Progesterone,298,1151,1553,356967.21,307,,712,970,220642.63,,203,2085.49,74884.96,N,N,N,N
National,,National,Biktarvy,Bictegrav/Emtricit/Tenofov Ala,18149,593834,620973.3,2196964911.5,66269,,245968,264040.8,926966107.17,,27226,2193599.48,32271612.59,N,N,N,N
National,,National,Bimatoprost,Bimatoprost,6400,34473,60571.9,5751302.77,10366,,33382,58913.6,5586025.78,,10010,9392.24,774711.78,N,N,N,N
National,,National,Binosto,Alendronate Sodium,438,1944,2406,729617.81,450,,1449,1868.7,568099.94,,373,1598.61,62550.55,N,N,N,N
National,,National,Bisoprolol Fumarate,Bisoprolol Fumarate,100405,894340,2137165,40437555.98,229248,,819315,1982659.7,37444958.61,,211331,336048.8,8717364.17,N,N,N,N
National,,National,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,79075,646145,1620006.2,23896965.02,157279,,599016,1520188.3,22327304.36,,146830,185114.56,5877843.5,N,N,N,N
National,,National,Bivigam,Immun Glob G(Igg)/Gly/Iga Ov50,16,123,123,1419360.95,15,,50,50,321410.37,*,,41.2,45332.88,N,N,N,N
National,,National,Bleomycin Sulfate,Bleomycin Sulfate,20,36,36.4,3658.58,21,#,,,,#,,6.7,907.28,N,N,N,N
National,,National,Bleph-10,Sulfacetamide Sodium,33,39,44.3,2730.46,33,#,,,,#,,13.7,432.96,N,N,N,N
National,,National,Blephamide,Sulfacetamide/Prednisolone,751,1204,1426.6,280958.92,821,,1081,1298,251827.63,,739,1662.14,57173.65,N,N,N,N
National,,National,Blephamide S.O.P.,Sulfacetamide/Prednisolone,13,15,15,2431.93,13,,15,15,2431.93,,13,5,718.63,N,N,N,N
National,,National,Blincyto,Blinatumomab,12,82,82,2005937.35,,,48,48,1195819.62,*,,9709.2,42555.34,N,N,N,N
National,,National,Blisovi 24 Fe,Norethindrone-E.Estradiol-Iron,459,1191,2767.8,86711.24,417,*,,,,*,,1359.4,5497.42,N,N,N,N
National,,National,Blisovi Fe,Norethindrone-E.Estradiol-Iron,2357,8103,14894.8,232614.17,2159,,87,158,2279.99,,23,7032.81,15342.52,N,N,N,N
National,,National,Boniva,Ibandronate Sodium,382,1136,2925.8,558382.61,360,,1095,2820.9,537338.82,,346,1590.99,73221.06,N,N,N,N
National,,National,Bonjesta,Doxylamine Succinate/Vit B6,47,75,80,45579.55,43,*,,,,*,,175.37,232.8,N,N,N,N
National,,National,Boostrix Tdap,"Diphth,pertuss(Acell),tet Vac",74383,520674,521668.7,33210270.93,518544,,468805,469689.3,29755988.4,,466973,479508.12,16088788.92,N,N,N,N
National,,National,Bortezomib,Bortezomib,82,564,565.1,3209334.35,121,,498,499.1,2836168.29,,105,5055.28,142908.78,N,N,N,N
National,,National,Bosentan,Bosentan,694,8661,8697,39854026.09,926,,6050,6070,27892756.19,,641,22084.32,2525475.12,N,N,N,N
National,,National,Bosulif,Bosutinib,1493,11031,11228.8,147656079.87,1495,,8114,8295.5,103909929.82,,1103,19024.32,2904655.65,N,N,N,N
National,,National,Botox,Onabotulinumtoxina,5793,50715,138539.5,68456841.88,21090,,24205,65992.5,29957050.13,,10704,181090.91,5142786.37,N,N,N,N
National,,National,Braftovi,Encorafenib,1178,7035,7100.3,85173607.02,1451,,5942,5994.2,71855233.89,,1228,38167.72,3547577.51,N,N,N,N
National,,National,Breo Ellipta,Fluticasone/Vilanterol,190165,3063967,4021335.7,1522936680.3,653234,,2495082,3305109.6,1248796119.5,,531864,6605520.65,125151996.67,N,N,N,N
National,,National,Breztri Aerosphere,Budesonide/Glycopyr/Formoterol,28039,240710,299107.3,179295183.79,82601,,190955,239416.1,143159375.03,,66333,656957.48,11137578.39,N,N,N,N
National,,National,Briellyn,Norethindrone-Ethin. Estradiol,137,652,850.4,23928.38,119,,12,17.3,464.34,*,,271.9,1900.57,N,N,N,N
National,,National,Brilinta,Ticagrelor,112555,954027,1495500.4,602255878.4,220674,,810561,1277568.9,513072131.4,,189087,2160919.41,59012110.25,N,N,N,N
National,,National,Brimonidine Tartrate,Brimonidine Tartrate,75584,1802345,3167588.9,94926200.32,476952,,1665795,2948811.1,87625418.24,,442758,856394.26,16685674.49,N,N,N,N
National,,National,Brinzolamide,Brinzolamide,16753,97478,189166.4,35642738.29,37006,,93243,181543.8,34229268.39,,35411,64835.8,3509337.08,N,N,N,N
National,,National,Brisdelle,Paroxetine Mesylate,66,252,399,86096.63,57,,145,248,53391.58,,32,1206.51,14703.38,N,N,N,N
National,,National,Briviact,Brivaracetam,6495,83745,90706.6,119126963.31,9606,,21986,24012.4,28510917.12,,2772,139713.55,1743503.68,N,N,N,N
National,,National,Bromfenac Sodium,Bromfenac Sodium,3475,29791,33171.1,5819165.33,14254,,28719,32034.4,5613883.98,,13719,12817.7,817777.45,N,N,N,N
National,,National,Bromocriptine Mesylate,Bromocriptine Mesylate,7502,40374,67088.7,9785643.5,7353,,23879,44569.6,5355179.97,,4909,29006.48,1075615.54,N,N,N,N
National,,National,Brompheniramine-Pseudoephed-Dm,Brompheniramine/Pseudoephed/Dm,198,332,332,8010,291,,259,259,6117.96,,231,980.76,2028.97,N,N,N,N
National,,National,Bromsite,Bromfenac Sodium,3074,33584,46836.1,9704439.84,20220,,31497,43972.3,9093447.98,,18950,71211.46,1395747.63,N,N,N,N
National,,National,Brovana,Arformoterol Tartrate,1638,7208,7227.7,5000079.77,1822,,6009,6024.4,4078558.11,,1576,17658.4,125119.85,N,N,N,N
National,,National,Brukinsa,Zanubrutinib,1146,6477,6537.4,82575004.94,1567,,6249,6309.4,79510690.41,,1508,8156.43,3467737.52,N,N,N,N
National,,National,Bryhali,Halobetasol Propionate,322,612,686.1,238201.03,378,,525,586.4,198240.41,,330,723.8,25717.34,N,N,N,N
National,,National,Bss,Balanced Salt Irrig Soln No.2,80,298,355.3,13231.7,83,,236,281.3,12048.17,#,,68.34,5951.52,N,N,N,N
National,,National,Budesonide,Budesonide,15072,120562,127716.4,24786916.5,25454,,98633,105054,19481394.86,,21553,68247.75,987420.09,N,N,N,N
National,,National,Budesonide Dr,Budesonide,24006,131464,174836.5,24661177.63,44956,,116872,156331.7,21269830.84,,40172,80068.29,6363560.6,N,N,N,N
National,,National,Budesonide Ec,Budesonide,28655,165468,255395.7,56572699.17,59921,,148146,230204.8,48367937.67,,53923,128964.08,9757004.71,N,N,N,N
National,,National,Budesonide Er,Budesonide,6993,39023,41862.7,52486063.05,12663,,31231,33723.7,40408579.93,,10436,41286.53,2299567.25,N,N,N,N
National,,National,Budesonide-Formoterol Fumarate,Budesonide/Formoterol Fumarate,108556,505204,661454.3,176836368.2,205444,,391514,518437.7,138948841.11,,156639,890745.1,15321614.1,N,N,N,N
National,,National,Bumetanide,Bumetanide,193127,1990254,3471431.7,119263870.73,473414,,1696291,2988347.9,99224546.7,,404669,1083306.49,17827733.88,N,N,N,N
National,,National,Bunavail,Buprenorphine Hcl/Naloxone Hcl,2,13,13,2948.21,,*,,,,*,,22.49,0,N,N,N,N
National,,National,Bupap,Butalbital/Acetaminophen,12,27,27.3,28292.03,11,#,,,,*,,100.73,179.77,N,N,N,N
National,,National,Buphenyl,Sodium Phenylbutyrate,16,153,161.5,3611566.69,15,,26,27.3,442867.23,*,,30.4,20551.56,N,N,N,N
National,,National,Bupivacaine Hcl,Bupivacaine Hcl,74,186,197,3102.15,110,,121,127.3,1191.27,,79,55.24,536,N,N,N,N
National,,National,Bupivacaine Hcl,Bupivacaine Hcl/Pf,247,654,705.7,9641.66,429,,477,503.3,5055.25,,351,201.72,1718.5,N,N,N,N
National,,National,Buprenex,Buprenorphine Hcl,27,252,252.1,840391.84,24,,87,87.1,151952.9,,11,345.09,24444.17,N,N,N,N
National,,National,Buprenorphine,Buprenorphine,18316,264550,266572.5,86210162.95,55654,,174187,175707.6,55646485.71,,36230,402981.47,8794535.53,Y,Y,N,N
National,,National,Buprenorphine Hcl,Buprenorphine Hcl,14686,273843,276828.7,18406972.75,34266,,101681,103432.1,6949826.29,,14526,249674.75,1614411.01,Y,Y,N,N
National,,National,Buprenorphine-Naloxone,Buprenorphine Hcl/Naloxone Hcl,33630,1305396,1311868.9,215645429.37,123607,,367095,370611.1,64877792.21,,40071,1596477.77,8333274.41,N,N,N,N
National,,National,Bupropion Hcl,Bupropion Hcl,104087,658256,1073402.9,21625997.21,163321,,469279,803214.9,15616901.49,,118932,391490.3,5537096.91,N,N,N,N
National,,National,Bupropion Hcl Sr,Bupropion Hcl,213903,2275463,4032812.3,71223366.06,548884,,1489884,2861429.1,49621292.11,,379879,1495058.09,19898071.73,N,N,N,N
National,,National,Bupropion Xl,Bupropion Hcl,268781,5273416,9674872.2,226335436.57,1105393,,3369519,6782253.3,150190204.2,,772287,3499347.58,63999284.65,N,N,N,N
National,,National,Buspirone Hcl,Buspirone Hcl,272856,5974256,8678871.1,113484327.32,1203499,,3817784,5784082.1,69815384.2,,817968,3304509.06,19220620.35,N,N,N,N
National,,National,Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,9065,43879,44445.9,5019399.65,7924,,29817,30279.9,3412548.14,,5497,34049.29,960859.1,Y,N,N,N
National,,National,Butalbital Compound-Codeine,Codeine/Butalbital/Asa/Caffein,1064,4169,4202.2,524682.18,892,,3451,3467.9,417513.77,,744,4255.94,92659.05,Y,N,N,N
National,,National,Butalbital-Acetaminophen,Butalbital/Acetaminophen,4627,17093,18200.1,3029854.19,4852,,10703,11579.3,2021950.88,,3134,11041.45,240397.12,N,N,N,N
National,,National,Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,112430,778854,815919.5,33208134.51,187711,,482587,510301.2,20789925.91,,121632,453528.86,6618231.43,N,N,N,N
National,,National,Butalbital-Aspirin-Caffeine,Butalbital/Aspirin/Caffeine,16919,59172,61944.2,3821968.63,16203,,46139,48628.9,3003362.68,,13001,31219.97,1131928,N,N,N,N
National,,National,Butorphanol Tartrate,Butorphanol Tartrate,3690,30695,31183.9,3344270.78,3233,,13858,14146.4,1532660.04,,1559,41362.82,537830.26,Y,N,N,N
National,,National,Butrans,Buprenorphine,6450,41916,42492.7,28013753.83,8087,,24898,25293.8,16186246.46,,4804,90256.83,1540715.32,Y,Y,N,N
National,,National,Bydureon Bcise,Exenatide Microspheres,41011,316105,478828.2,379150013.15,66295,,235563,366026,288746980.11,,49966,651092.67,22841919.13,N,N,N,N
National,,National,Bydureon Pen,Exenatide Microspheres,21170,54849,77049.9,61049405.31,26390,,39772,57481.8,45387906.82,,19459,164289.25,3344877.65,N,N,N,N
National,,National,Byetta,Exenatide,6672,28345,49004.2,37987905.49,6282,,23375,41645.1,32049794.21,,5191,55580.17,2681185.61,N,N,N,N
National,,National,Bynfezia,Octreotide Acetate,62,180,193.5,185247.12,80,,124,131.6,129532.39,,51,803.52,18437.5,N,N,N,N
National,,National,Bystolic,Nebivolol Hcl,121193,1282589,2504910.7,415346329.18,295701,,1172069,2309359.6,381879323.68,,271489,1858534.56,85800613.41,N,N,N,N
National,,National,C-Nate Dha,Pnv 11/Iron Fum/Folic Acid/Om3,42,86,140,6596.04,45,,29,60,2765.3,,16,208.23,349.37,N,N,N,N
National,,National,C
