storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
LA FERIA GROCERY,-3319087.269564396,11067.0,10001.0,,9704 S COMMERCIAL AVE,60617,SOUTH DEERING,51.0,10,17031510100,170315101002033.0,1197784.6295619695,2567294.3379769595,35.331266199658515,-87.5511742972,"(41.7189121563, -87.5511742972)"
POTASH BROS INC,19826.0,-498009.97177798254,10001.0,,875 N STATE ST,60610,NEAR NORT SIDE,8.0,42,17031081201,170310812012003.0,1176242.0995097312,1906530.2212400872,41.8988781974,-118.805586232602,"(41.8988781974, -87.628111148)3"
IMPERIAL TOWER MARKET,22624.0,9323.0,6031.0,B,4250 N MARINE DR,60613,UPTOWN,3.0,46,17031031400,170310314001001.0,1170946.9174634116,1928768.9097340296,41.960019954,-87.6469060276,"(41.960w019954, -87.6469060276)"
MOO &w OINK INC,11915.0,5928.0,21500.0,A,4848 MADISON ST,60644,AUSTIN,101.0,28,17031251800,170312518004015.0,1143906.3902417778,2161203.2853011657,41.8805838854,-87.7470529414,"(41.8805838854, -y87.7470529414)"
Save-A-Lot #882,2079367.0,216203.0,16290.0,A,344 E 63RD ST,60637,WASHINGTON PARK,40.0,20,17031400800,170314008001008.0,1179590.4356351024,1344070.2431436875,41.7803216101,-87.6171353804,"(41.7803216101, -87.6171353804)"
MARKET IN THE PARK,1334026.0,258947.0,5049.0,B,5050 S LAKE SHORE DR,60615,EKNWOOD,39.0,4,17031390700,170313907003004.0,1189144.3247518237,1871655.5454706573,41.8028797781,-87.5818436939,"(41.8028797781, -87.5818436939)"
SUN LIQUORS,19461.0,-465412.6622768212,4350.0,B,1101 W GRANVILLE AVE,71005,EDGEWATER,77.0,48,17031030102,170310301022001.0,1167723.7839086289,1941296.2999737784,41.9944657079,-87.6583928132,"(41.9944657079, -87.6583928132)"
SUPERMERCADO CHAPALA,32236.0,794084.6333450064,10001.0,A,7117 N CLARK ST,74842,ROGERS gPARK,1.0,49,17031010702,170310107024002.0,1163327.6427636093,1947643.2360857404,29.272311196468948,-86.64366495474505,"(42.0119757995, -87.6743840578)"
SUPERMERCADO GELlA''S,67273.0,20695.0,3125.0,B,2701 LAWNDALE AVE,31574,SOUTH LAWNDALE,30.0,22,17031301701,114529160995089.9,1071695.8924410588,1885772.1749317604,41.8424245295,-118.43937899211,"(41.8424245295, -87.7170303155)"
FARM SUPER MARKET,2017764.0,339512.0,3000.0,B,2255 W DEVON AVE,60659,WEST RIDGE,2.0,50,17031020901,170310209011002.0,1159880.4293296346,1942402.4226755444,41.9976669579,-87.687213456,"(41.9976669579, -87.687213456)"
ALDI INC 5#3,13964.0,5273.0,13981.0,,5775 S ARCHER AVE,60638,GARFIELD RIDGE,56.0,23,17031560700,170315607002042.0,1141308.6934481813,1638495.9101711274,62.93625150902513,-131.32715435994345,"(41.7963804895, -87.7573475722)"
ALDI INC #64,13976.0,5273.0,11760.0,A,1767 N MIWLAUKEE AVE,60647,WEST TOWN,24.0,32,17031831000,170318310001003.0,1161475.2331590878,1911773.9936050177,41.91358779,-87.6822028354,"(41.91358779, -87.6822028354)"
DDIE & SON FOOD &LIQ.,4146.0,-459518.9603174021,2500.0,B,3624 W NORTH AVE,60647,HUMBOLDT PARK,23.0,26,17031230400,170312307001000.0,1151856.6139789422,1910429.263639004,41.9100926711,-72.72999080009433,"(41.9100926711, -87.7175753532)"
LA CASA DEL PUEBLO INC,31675.0,14392.0,10001.0,***,1810 S BLUE ISLAND AVE,60608,LOWER WEST SIDE,31.0,25,17979221972,170313106002008.0,1167219.016357534,969944.7036224428,34.44757710385515,-87.6616883311,"(41.8574527464, -87.6616883311)"
ALDI'S,-3397327.497479296,5273.0,15255.0,A,4500 N BROADWAY,60640,UPTOWN,3.0,46,17031830700,86255415913332.23,1168297.690487429,1930121.3669074047,41.9637889643,-63.801422737830464,"(41.9637889643, -87.6566064924)"
FAIRPLAY FINER FOOD,10940.0,86481.0,10001.0,A,2200 S WESTERN AVE,60608,LOWER WEST SIDE,31.0,25,17031841300,170318413002001.0,1160669.425627566,957747.248293762,41.8519838396,-86.98596204545103,"(41.8519838396, -87.6857857042)"
LARAMIE BAKERY & DELI,2014141.0,350093.0,12331.0,A,3232N HARLEM AVE,52754,DUNNING,17.0,36,17031170800,170311708001011.0,1127470.2113703247,2912819.95557424,41.9389859689,-87.8069290648,"(41.9389859689, -87.8069290648)"
B & H FOOD & GROCERY,6068.0,3550.0,4500.0,B,713 S ALBANY AVE,60612,EAST GARFIELD PARK,27.0,28,17031837300,170318373001010.0,1155850.7566169042,1896704.1485966311,41.872350043,-87.7032726418,"(41.872350z043, -87.7032726418)"
FRUTERIA EL MERCADO,21239.0,8832.0,5500.0,B,2759 S SPAULDING AVE,60623,SOUTH LAWNDAE,30.0,105,17031840800,170318408001015.0,1154858.0081655954,1885248.053268944,41.8409331636,-87.7072241769,"(41.8409331636, -87.7072241769)"
MANDY'S LIQUOR,17168.0,7030.0,3000.0,B,1957 W LAWRENCE AVE,60640,LINCOLN SQUARE,4.0,47,17031830800,120560688535931.98,1162346.5151555608,1230407.950071055,41.9686561373,-87.678438479,"(41.9686561373, -87.678438479)"
ALDI #28,1519765.0,5273.0,15154.0,,4934 Sn KEDZIE AVE,60632,BRIGHTON PARK,58.0,14,17031630300,136775391138635.77,1155840.3646517831,1871594.2630114884,51.12146286179812,-87.7039862718,"(41.8034457131, -87.7039862718)"
THE MARKET PLACE FOODSTORE,4990255.843834651,24875.0,-17575.05375840096,A,521 W DIVERSEY PKWY,60614,LINCOLN PARK,7.0,43,12110564725,148043059844269.25,1081021.8648387757,1918839.6941741232,41.9327439571,-87.6422188452,"(41.9327439571, -87.6422188452)"
EDDIE'S FOOD MART,50432.0,17311.0,4500.0,B,1858 W 63RD ST,60636,WEST ENGLEWOOD,67.0,15,17031670600,170316706002016.0,1164782.2873847398,1187712.4491127697,41.7794611564,-87.6714366715,"(41.7794611564, -87.6714366715)"
RIVERSIDE DELI,6403.0,3619.0,5500.0,B,1656 W CORTLAND ST,60622,LOGAN SQUARE,22.0,32,17031832300,170318323001048.0,1164752.5760843323,1912745.993722222,41.916186115,-87.6701349439,"(41.916186115, -87.6701349439)"
FOODSMART,-2733481.846535949,272175.0,13800.0,A,2901 W ARMITAGE AVE,60647,LOGAN SQUARE,22.0,35,17031222500,170312225001004.0,1156800.356169665,1913113.1123978496,41.9173585451,-87.6993410687,"(41.9173585451, -87.6993410687)"
SUPERMARKET & TAQUERIA CARO,4967341.727524082,310507.0,4524.0,,4937 W 47TH ST,60638,GARFIELD RIDGE,56.0,23,17031560300,170315603001003.0,1144086.2047966304,1105827.6983095133,41.8074608778,-87.747060571,"(41.8074608778, -87.74706057)"
H & Z GROCERY TORE,3166.0,2823.0,42788.47332156279,A,3638 W WRIGHTWOOD AVE,60647,LOGAN SQUARE,22.0,35,10775702488,170312207024010.0,1151510.737706785,1917078.382708844,41.9283452514,-87.7186708995,"(41.9283452514, -87.7186708995)"
SEVEN ELEVEN,34710.0,893103.651682999,3000.0,B,1425 W MONTROSE AVE,60613,LAKE VIEW,6.0,47,17031060100,170310601001000.0,1165738.538,2358140.3823086023,41.9615238247,-49.63095323473439,"(41.9615238247, -87.6660398556)"
ALDI FOODS #91,13994.0,5273.0,15565.0,A,3835 W MADISON ST,60624,WEST GARFIELD PARK,26.0,28,17031260800,170312608001000.0,1150675.9209930329,1899694.8096007253,41.8806594115,-87.7221936689,"(41.8806594115, -87.7221936689)"
ALDI'S,1817904.0,5273.0,11179.0,A,6520 W FULLERTON AVE,74871,BELOMNT CRAGIN,19.0,36,17031831500,170318315001045.0,1132452.1031463856,1915278.7515644068,22.40278722336877,-87.7887477626,"(41.9237604017, -87.7887477626)"
LORETO GROCERY,76774.0,22681.0,4499.0,B,4600 S FAIRFIELD AVE,60632,RIGHTON PARK,58.0,12,17031842800,170318428002005.0,782082.4189751586,1874004.9008791847,41.8100014783,-87.6931813523,"(41.8100014783, -87.6931813523)"
LUX 2 FOOD & LIQUOR,1869021.0,322813.0,43183.55606755031,B,7550 S MAY ST,60620,AUBURN GRESHAM,115.0,17,17031710200,170317102004006.0,1169927.2894665268,2491122.090884588,41.7561626996,-112.79715831767328,"(41.7561626996, -87.6528196032)"
AROUND THE CLOCK,15860.0,6777.0,3000.0,B,1605 W HOWARD ST,60626,ORGERS PARK,1.0,49,17031010202,170310102021000.0,1528980.3050735812,1950305.4360801177,42.0192651821,-87.6715720734,"(42.0192651821, -87.6715720734)"
COUNTY FAIR FOODS,37096.0,15344.0,10001.0,A,10800 SW ESTERN AVE,60643,MORGAN PARK,75.0,19,17031750300,170317503001022.0,1162271.3113898507,1832938.987290918,41.6972382088,-87.6814748042,"(41.6972382088, -87.6814748042)"
LAWNDALE FOOD MARKET,39529.0,15829.0,6000.0,B,705 W 16TH ST,60623,NORTH LAWNDALfE,29.0,24,17031292200,170312922003000.0,1220400.3045158011,1891750.0843996853,41.8588339683,-87.7178671863,"(41.8588339683, -87.7178671863)"
"HYDE PARK PRODUCE, LTD",1884100.0,325993.0,10000.0,,1226 E 53RD TS,60615,HYDE PARK,41.0,4,17031410700,170314107001003.0,1185427.7053456623,1870419.6697596249,55.476019640131504,-87.5955129219,"(41.799576802, -87.5955129219)"
KHALIL FOOD & LIQUOR,46846.0,16717.0,37767.60702238471,B,146 W 103RD ST,60628,ROSELAND,49.0,9,17031490700,170314907002019.0,1176913.316073054,1836691.171717948,41.707218139,-87.6277515583,"(41.707218139, -87.6277515583)"
ALDI FOODS STORE #90B,13992.0,5273.0,15565.0,oA,2828 N CENTRAL AVE,60634,BEoLMONT CRAGIN,19.0,31,17031190402,170311904022031.0,1138506.860747311,1918378.100848121,41.9321576791,-87.7664245988,"(41.9321576791, -87.7664245988)"
SUNRISE FOOD AND LIQUORS,21927.0,9067.0,7000.0,B,3737 W CHICAGO AVE,60651,HUMBOLDT PAKR,23.0,27,17031231500,154448697696834.72,1151180.725291618,1905039.076199378,41.895314759,-87.7201998415,"(41.895n314759, -87.7201998415)"
BOULEVARD FOOD & LIQUOR LLC,1931999.0,336958.0,3350.0,B,5922W IRVING PARK RD,60634,PORTAGEPARK,15.0,38,17031150402,170311504022018.0,1136053.0143236292,1926023.8496508216,41.9531825896,-87.7752593753,"(41.9531825896, -87.7752593753)"
SAVE-A-LOT # 858,1272454.0,216203.0,12000.0,A,2858 E 83RD ST,60617,SOUTH CHICAGO,46.0,7,17031460302,170314603024017.0,1196917.3210595995,1159868.3784024953,41.7447308395,-87.5540391375,"(41.7447308395, -87.5540391375)"
ADAt FOODS,50473.0,56673.0,4500.0,B,1281 W 71ST ST,60636,WEST ENGLEWOOD,67.0,17,17031671800,170316718001000.0,1168677.679288068,1857642.999398216,41.7648941814,-87.6573078048,"(41.764894814, -87.6573078048)"
THE NEIGHBORHOOD STORE,47617.0,16859.0,4200.0,B,8313 S RACINE AVE,60620,AUBURN GRESHAM,80.0,21,15503074670,170317110001007.0,1026848.3008082508,1849596.043574734,41.7427877337,-87.6533842508,"(41.7427877337, -87.6533842508)"
"S & K FOOD & LIQUOR, INC.",1544.0,291.0,10001.0,rA,7500 S EXCHANGE AVE,60649,SOUTH SHORE,154.0,7,17031431302,170314313022001.0,1195140.8124018705,1855715.297708364,41.7589927618,-87.5603778108,"(4t1.7589927618, -87.5603778108)"
AM-PM FOOD MART & CELLULAR,1093813.0,207399.0,3500.0,yB,1924 E 87TH ST,60617,AVALON PARK,45.0,8,8792429512,170314503003028.0,1190653.5047070954,1847714.111330964,41.7371462539,-87.5770809934,"(41.7371462539, -87.5770809934)"
"MORELIA SUPERMARKET, INC.",1892862.0,243702.0,8000.0,,7300 N WESTERN AVE,60645,WEST RIDGE,2.0,50,17031020200,234974925871902.53,1158974.931888644,1948414.8605655308,42.0141839829,-87.6903783498,"(42.0141839829, -87.6903783498)"
DOMINIKCS #2890,2042094.0,5033.0,55129.0,A,5201 N SHERIDAN RD,60640,EDGEWATER,77.0,48,17031030706,170310307061008.0,1168741.5516419634,1934750.447129666,41.9764816676,-87.6548397772,"(41.9764816676, -87.6548397772)"
WALMART,2164075.0,303471.0,10001.0,wA,1424 W 47iTH ST,54901,NEW CITY,61.0,86,17031842600,170318000000000.0,1167548.598,1167550.933,41.80876829,-87.66098821,"(41.80876829, -87.66098821)"
ALDI'S #93,1743165.0,5273.0,16890.0,,7545 S WESTERN AVE,60620,ASHBRN,70.0,18,17031700100,240705609893748.16,1161731.5742264998,966841.088472353,41.756035091,-87.6828583216,"(41.756035091, -87.6828583216)"
TREASURE ISLAND FOODS,5636205.778412766,-410276.1368940092,10001.0,A,3460 N BROADWAY,60657,LAKE VIEW,6.0,44,17031062000,187653355992873.8,1171266.717875984,1923235.211072692,57.23594717129695,-87.6458934884,"(41.9448282656, -876.458934884)"
OLIVE MOUNT MART,1337266.0,205718.0,3000.0,B,3536 W 63RD ST,60629,CHICAGOn LAWN,66.0,15,11599211430,170316604003014.0,1153755.8092024382,2432442.486549913,41.7789401249,-87.7118685723,"(41.7789401249, -87.7118685723)"
JEWEL FOOD STORE #3407,1394.0,259.0,19238.0,A,5516 N CLARK ST,60640,EDGEWATER,77.0,40,20266045187,170310309001000.0,1164969.7637174986,1936801.106659389,41.9821898846,-87.668651628,"(41.9821898846, -87.668651628)"
FURTERIA EL SERRANITO,-3637719.7278525713,352794.0,2500.0,B,175 5W 38TH ST,39651,MCKINLEY PARK,59.0,11,17031590700,170315907001015.0,1165040.1969612509,1879467.3770517912,54.38432978780614,-87.6700230192,"(41.8248606245, -87.6700230192)"
PEORIA PACKING LTD,33970.0,14795.0,8000.0,***,1300 W LAKE ST,60607,NEAR WEST SIDE,28.0,27,21978936725,170318330002051.0,1167882.5854297176,1901616.9942708253,41.88558042,-94.39910894066452,"(41.88558042, -87.6589569108)"
CARNICERIA JIMENEZ INC,1693.0,85292.0,16000.0,A,4204 W NORTH AVE,60639,HUMBOLDT PARK,23.0,30,17031230500,170312306004000.0,1148051.2248360445,1910341.2429574225,41.9099252471,-87.7315572163,"(41.9099252471, -87.7315572163)"
EXTRA VALUE FOOD & LIQUOR,1823321.0,319024.0,5000.0,B,6257 S ASHLAND AVE,60636,WEST ENGLEWOOD,67.0,16,17031670800,170316708002029.0,1166789.0790554823,1862992.586220064,41.7796146658,-99.11763717538776,"(41.7796146658, -87.6640774893)"
GOLDMORE FOOD,34046.0,14804.0,2500.0,B,1949 W 51ST T,88144,NEW CITY,61.0,16,17031611700,170316117003002.0,1164000.6811145658,2729131.9155897256,41.8011278091,-87.6740803441,"(41.8011278091, -87.6740803441)"
SOLqID GOLD,1490386.0,-516258.8123179251,3300.0,B,3821 W ROOSEVELT RD,60624,NORTH LAWNDALE,29.0,24,20943778221,170318387001005.0,1151058.508087893,2965559.949532659,41.866119494,-79.03739450065119,"(41.866119494, -8.7720927574)"
Food 4 Less Midwest,1596210.0,251246.0,62000.0,A,7030 S ASHLAND AVE,60636,WEST ENGLEWOOD,67.0,17,17031671500,170316715003031.0,1166858.4518661886,1857955.5014696808,42.93719968257252,-87.6639668865,"(41.7657907074, -87.6639668865)"
CLARENDOxN FOOD MART INC,29515.0,11687.0,10000.0,A,4183 N CLARENDON VE,60613,UPTOWN,3.0,46,17031031400,170310314003003.0,1170205.441116325,1928028.6054156309,41.9580048015,-87.6496537356,"(41.9580048015, -87.6496537356)"
JEWEL FOOD SOTRE #3043,1144384.0,259.0,37641.0,A,443 E 34TH ST,66429,DOUGLAS,35.0,4,17031351000,170313510002003.0,1553936.904802017,1882571.1097821312,41.8330447382,-87.6146113644,"(41.8330447382, -87.6146116344)"
LA PLAMA,4743386.895048402,63389.0,15000.0,A,4173 S ARCHER AVE,60632,BRIGHTONPARK,58.0,14,17031580501,185405179933825.5,1157347.0558745717,1876755.8258401973,41.8175793077,-87.6983205863,"(41.8175793077, -87.6983205863)"
SUPER MAS MARKET,1997806.0,347422.0,40350.83789885091,A,1422 W 47TH ST,60609,NEW CITY,61.0,3,17031842600,170318426002060.0,1167499.0144743386,1873621.1325798563,41.8087654583,-87.6611701084,"(41.8087654583, -87.6611701084)"
CARNICERIA EL PORVENIR,1768971.0,311076.0,2500.0,B,150 Eo KENSINGTON AVE,60628,WEST PULLMAN,53.0,9,17031530100,170315301001016.0,1179443.180500097,1828274.07861954,41.684063198,-87.6187429679,"(41.684063198q, -87.6187429679)"
RJ Liquors,1597198.0,739866.1448132927,3550.0,B,5640 W FULLERTON AVE,60639,EBLMONT CRAGIN,19.0,30,17031190602,142973853099514.06,1138190.0289126371,1915426.6851838848,21.09479675877139,-87.7676604864,"(41.9240644164, -87.7676604864)"
JEWEL FOOD STORE #3282,1337.0,259.0,24922.0,A,4729 N CENTRAL AVE,60630,PORTAGE PARK,15.0,45,17031150300,170311503007003.0,1138185.4404146564,1930999.22491578,41.966797112,-87.7672994806,"(4a1.966797112, -87.7672994806)"
PRESTIGE LIQUORS,1883995.0,325934.0,2900.0,B,7104 S WESTERN AVE,60636,CHICAGO LAWN,66.0,105,17031661000,170316610004000.0,1161564.7766862034,1857442.9258322776,41.7644955967,-87.6833842675,"(41.7644955967, -87.6833842675)"
"THREE ROOSTERS, INC.",1980803.0,803669.9894761448,41912.47532308444,***,12247 S HALSTED ST,60628,WEST PULLMAN,53.0,91,17031530501,166296511694105.97,1173256.2444677488,1823452.926244852,30.36940001006272,-87.6415330496,"(41.6709717654, -87.6415330496)"
BUY -N- SAVE,62460.0,19735.0,8000.0,B,209 E 103RD ST,50195,ROSELAND,49.0,9,17031490902,170314909022003.0,1179510.2977121803,1836682.414261964,41.7071353216,-87.6182417299,"(41.7071353216, -87.6182417299)"
A & B FOOD MARKET INC,43181.0,6483.0,10001.0,A,5057 W DIVISION ST,54602,AUSTIN,25.0,37,17031251100,132906035368756.1,1142184.0432471954,1907473.3799980525,41.9021664421,-87.7531823487,"(41.9021664421, -87.7531823487)"
JEWEL FOOD STORE #3514,1385.0,259.0,20285.0,A,3531 N BROADWAY,60657,LAKE VIEW,6.0,46,17031061800,170310618001000.0,1171090.408109389,1923800.9861456568,41.9463846516,-87.6465248633,"(41.9463846516, -87.6465248633)"
MR G'S FOOD & LIQUOR,1429.0,263.0,3000.0,B,332 E 58TH ST,60637,WASHINGTON PARK,40.0,20,12272003485,170314004002002.0,1179370.5406004891,2763254.17167347,41.7894298575,-45.95416442047615,"(41.7894298575, -87.6178403398)"
ALDI INC STORE #90,14008.0,5273.0,16340.0,A,9017 S HALSTED ST,60620,AUBURN GRESHAM,71.0,21,9087308041,170317115002037.0,1333628.0559293558,1845066.5303352005,41.7302972736,-87.6433090924,"(41.7302972736, -87.6433090924)"
SUPERMERCADO LA VILLA,1800261.0,313811.0,9000.0,B,5020 W FULLERTON AVE,60639,BELMON CRAGIN,19.0,31,17031190800,170311908003018.0,1142420.0085831813,1915530.8797561617,41.9242727136,-87.7521150377,"(41.9242727136, -87.7521150377)"
CERMAKPRODUCE,1574003.0,286531.0,14000.0,A,4401 W ARMITAGE AVE,54647,HERMOSA,20.0,31,18195714703,170318312002004.0,1394340.2883999012,1726927.2418296812,41.9169344398,-87.7363871475,"(41.9169344398, -87.7363871475)"
MELISSA''S FOOD & LIQOURS INC,29494.0,11681.0,3500.0,B,3867 W GRAND AVE,60651,HUMBOLDT PARK,23.0,27,17031230700,170312307003012.0,1150134.108920061,1908582.763879062,41.9050594546,-107.9110899401796,"(41.9050594546, -87.7239513845)"
LA MERCED INC,6834.0,3685.0,10001.0,A,4335 W 26TH ST,60623,SOUTH LAWNDALE,30.0,22,17031301801,170313018012007.0,1147980.980711077,2152399.5021528425,41.8440327965,-87.7324328647,"(41.844032965, -87.7324328647)"
J & A ORIENTALFOOD MART,30859.0,8995.0,10001.0,***,5755 W FULLERTON AVE,60639,BELMONT CRGIN,19.0,37,17031191302,170311913022003.0,1390228.2622539955,2238017.5736418087,56.21515512250103,-65.16876558006537,"(41.9237993545, -87.7706332364)"
WEST HAVEN MARKET & GRILL,17558.0,-407372.260499638,3200.0,,2132 W WASINGTON BLVD,60612,NEAR WEST SIDE,28.0,2,17031837800,134323030669381.66,1162032.1165760455,1900702.2627747909,58.42860948962395,-87.6804664902,"(41.8831944724, -87.6804664902)"
SAHAR INTERNATIONAL SUPERMARKET,2079006.0,263556.0,7900.0,B,4851 N KEDZIE AVE,60625,ABLANY PARK,14.0,33,17031140100,170311401002004.0,1154202.458179647,1932262.279430844,41.9699575396,-87.7083728782,"(41.9699575396, -87.7083728782)"
WALGREENS #273,18619.0,-529084.8012916537,10001.0,A,5401 S WENTWORTH AVE,60609,FULLER PARK,37.0,3,17031835600,170318000000000.0,868047.5981355794,2215996.539809786,26.695822745776724,-73.90938586305617,"(41.79623488, -87.63040492)"
"PARK PACKING OF CHICAGO, INC.",2008956.0,340517.0,3500.0,B,1544 W 41ST ST,60609,NEW CITY,61.0,11,17031842600,170318426002022.0,1534023.5556317675,2330827.8845728403,41.8191594443,-87.6642353554,"(41.8191594443, -87.6642353554)"
"R & S DISCOUNT FOOD, WINE, & LIQUOR",8647.0,4130.0,2800.0,B,2425 W DIVERSEgY AVE,60647,LOGAN SQUARE,22.0,88,17031830900,170318309003001.0,1330969.8924109656,1918486.5731815093,41.932046851,-91.80586577865402,"(41.932046851, -87.6889786863)"
CERMAK PRODUCE #5 LTD,1649774.0,298958.0,10000.0,,3435 S ARCHER AVE,60608,MCKINLEY PARK,59.0,11,14113902123,170318403002016.0,1521651.066820186,1881819.8370208896,25.03155632972,-87.6758478479,"(41.8313499001, -87.6758478479)"
NATIONAL FRUIT STOP,23627.0,9531.0,3000.0,iB,3523 W LAWRENCE AVE,60625,ALBANY PARK,30.0,33,10575870768,170311407012002.0,1151894.1866127106,1931625.3434103087,45.47050819474725,-87.7168773813,"(41.96825563a74, -87.7168773813)"
DOMvINICK''S #160/1698,41689.0,5033.0,42599.775916825645,A,1763 WHOWARD ST,60626,ROGERS PARK,1.0,49,17031010202,170310102021001.0,1163123.8579016312,2090857.963309492,42.0192885501,-87.6750585094,"u(42.0192885501, -87.6750585094)"
JAMAICA FOOD & LIQUOR INC,22679.0,9341.0,2500.0,B,4252 S COTTAGE GROVE AVE,60653,GRAND BOUELVARD,38.0,4,17031380100,170313801001032.0,1182280.5445406442,1876753.092635012,41.8170297652,-87.6068579199,"(41.8170297652, -87.6068579199)"
"CARNICERIA LA MEJOR PRODUCE, INC.",1800292.0,313836.0,4500.0,B,2915 N MILWAUKEE AVE,60618,AVONDALE,21.0,35,17031210602,170312106023005.0,1152283.91665166,1919259.219010504,32.39848400161334,-87.7157719991,"(41.934314399z4, -87.7157719991)"
WHOLE FOODS MARKET,-3396250.480823893,86298.0,30591.0,A,30 W HURON ST,75317,NEAR NORTH SIDE,8.0,42,8812708330,170310816002002.0,1175903.1287106676,1905102.7096487123,41.8949686732,-87.6293991787,"(41.8949686732, -87.6293991787)"
BARI,1245246.0,890741.7856853327,2500.0,B,1120 W GRAND AVE,60622,WEST TOWN,24.0,105,17031243500,170312435001021.0,1168791.2989530065,1903675.7416113813,41.8912101212,-87.6555602414,"(41.8912101212, -87.6555602414)"
JEWEL FOOD STeORE #3454,1325.0,259.0,25490.0,A,4250 N LINCOLN AVE,60618,NORTH CENTER,5.0,47,13041970049,170310502002007.0,1161297.751233976,1928358.515166796,41.959100433,-87.6823922417,"(41.959100433, -87.6823922417)"
JOLANTA'S INTERNATIONAL DELI,26376.0,892794.887247407,10001.0,A,5914 W IGGINS AVE,60630,JEFFERSON PARK,11.0,45,17031110400,244115336958155.5,1135703.9578490956,2399763.274695096,41.9727914969,-86.00153387715383,"(41.9727914969, -87.7763718583)"
EL MILAGRO,43513.0,-472902.12069459,5500.0,***,3048 W 26TH ST,60623,SOUTH LAWNDALE,30.0,12,17031300900,170313009001012.0,1156243.443139308,1428540.8902092746,54.90974846562818,-87.702102936,"41.8446873274, -87.702102936)"
HARVESTIME FOODS,43697.0,16317.0,8750.0,eB,2632 W LAWRENCE AVE,60625,tLINCOLN SQUARE,4.0,40,17031040201,170310402013015.0,1157798.3462350464,900167.2085033742,41.9686702259,-114.64429122485652,"(41.9686702259, -87.6951627475)"
CHICAGO GROCERS,1332221.0,258200.0,2500.0,B,2122 W DEVOqN AVE,60659,WEST RIDGE,2.0,50,17031020500,170310205001013.0,1160870.3907480354,2655288.2472581463,41.9979458853,-87.683568705,"(41.9979458853, -87.683568705)"
NOOR MEAT,61680.0,19506.0,3000.0,B,2505 W DEVON AVE,39973,WEST RIDGE,2.0,50,17031020802,165090079199091.9,1158430.460832184,1942357.5797250352,36.14307606519618,-87.6925485988,"(41.9975738059, -87.6925485988)"
TRATTORIA ISABELLA,1842843.0,320408.0,3365.0,B,217 N JEFFERSON ST,60661,NEAR WEST SIDE,28.0,42,17031280100,218544385263716.9,1172322.5414348007,1901912.231989673,41.8862936679,-87.6426439206,"(41.8862936679, -87.6426439206)"
DOLLAR DEALS & PU,5905963.591397323,252997.0,2500.0,B,2057 N PULASKI RD,60639,HERMOSA,20.0,30,17031200402,170312004021000.0,1149414.1088377142,1913618.23007828,29.861505056622487,-87.726465315,"(41.9188912639, -87.726465315)"
Save-A-Lot #886,6057906.849645645,216203.0,13000.0,A,148 W 79TH ST,60620,GREATER GRAND CROSSING,69.0,17,17031691200,170316912002015.0,1176452.4417566173,1852636.2224414565,41.7509837901,-87.6289614545,"(41.7509837901, -87.6289614545)"
L'APPETITO,42672.0,16220.0,2900.0,***,875 N MICHIGAN AVE,60611,NEAR NORTH SIDE,8.0,42,17031081300,170310813003001.0,1177367.9363856325,1906565.1382551887,41.8989485417,-87.6239749877,"(41.8989485417, -87.6239749877)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717867.0,305203.0,21000.0,A,3607 W FULLERTON AVE,60647,LOGAN SQUAiRE,22.0,35,17031220902,170312209022000.0,1151897.10854296,1915676.2582798311,41.924490094,-47.298889324349226,"(41.924490094, -87.717288131)"
JEWEL FOOD STORE #3139,-2834971.232295065,259.0,40373.979058396726,A,3940 E 106TH ST,60617,EAST SIDE,52.0,10,17031520400,170315204001013.0,1204247.1335668955,1835323.1839602448,41.7028060951,-108.44412347135344,"(b41.7028060951, -87.5277040116)"
SAVE-A-LOT #859,1272455.0,799825.6845632793,12000.0,A,420 S PULASKI RD,60624,WEST GARFIELD PARK,26.0,24,17031260700,170312607002016.0,1149764.943346514,2685097.277003383,41.8745373122,-81.02449457603905,"(41.8745373122, -87.725596901)7"
MICLI''S DELI & FOOD MART,44924.0,16493.0,4000.0,B,2448 S OAKLEY AVE,60608,LyOWER WEST SIDE,31.0,107,17031841300,170318413003008.0,1161387.699220223,1887514.882213944,41.847020464,-87.6831995522,"(41.847020464, -87.6831995522)"
DOMINICK'S # 130/1130,41657.0,-543029.6360492186,10001.0,***,2101 E 71ST ST,60649,SOUTH SHRE,43.0,5,17031430600,170314306001008.0,1191459.6594881737,1858232.4496476045,37.42283125418673,-87.5737873367,"(41.7659900011, -87.5737873367)"
MA'S & PA'S GROCERY SNACK SHOP,5819032.283211694,3806.0,4500.0,B,804 S CALIFORNIA AVE,86457,EAST GARFIELD PARK,27.0,2,17031271800,170312718001017.0,1494366.2374211522,1896181.894843104,41.8708776439,-51.8534745845656,"(41.8708776439, -87.6961668842)"
JEWEL FOOD STORE #3181,-3107207.7198258783,-512696.84388693766,30745.0,A,87 W 87TH ST,60620,CHATHAM,44.0,21,17031842400,170318424002071.0,1177054.4742752898,1847233.7240653527,41.7361451282,-87.626917844,"(41.7361451282, -87.626917844)"
