namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
2639 N Galvez St,2639 N Gaxlvez St,Short Term Renta Residential Owner,1.0,2.0,03/01/2023 12:n00:00 AM,"(29.9792181762124, -90.0464084243074)",3688262.43,540222.76
4813 Tchoupitoulas St,4813 Tchouptioulas St,Short Term Rental Commercial Owner,1.0,2.0,11/03/2023 11:59:59 PM,"(29.9169580303041, -90.1061204741881)",3669601.34,517375.23
2828 Audubon St,2828 Audubon St,Short Term Rental Residential Owner,3.0,14.269387287296745,03/01/2023 12:00:00 AM,"(29.9553666459548, -90.1118668889354)",3667632.12,531322.59
1814 Washington Ave,1814 Washington Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 120:0:00 AM,"(29.932899627123v5, -90.0876024853261)",3675404.39,523235.47
2221 Caidz St,2221 Cadiz St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 2:00:00 AM,"(29.9326617991661, -90.1047994964778)",3669958.57,523090.18
4326 Toulouse St,4326 Toulouse St,Short Term Rental Commercial Owner,3.0,-5.057075292362359,1/30/2023 11:59:59 PM,"(29.9804301408013, -90.1003833669045)",3671170.37,540475.59
3800 S Saratoga St,3800 S Saratga St,Short Term Rental Residential Owner,3.0,6.0,i03/01/2023 12:00:00 AM,"(29.931780474389, -90.0971895976311)",3672372.29,522795.62
1128 Elysian Fields Ave,1128 Elysian Fields Ave,Short Term Rental Commercial Owner,2.0,4.0,1/24/2023 11:59:59 PM,"(29.9691672986537, -90.0572042914604)",3684885.4,536529.66
5826 S Robertson St,5826 S Robegrtson St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9368742595538, -90.1150038278907)",4524176.375490283,524587.48
035 S Pierce St,305 S wPierce St,Short Term Rental Resihdential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9719330419076, c-90.1013033772291)",3670912.34,537382.58
4422 S Miro St,4422 S Miro St,Short Term Rental Residenial Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9454640008538, -90.104913889684)",3669872.43,527745.15
3019 N Tonti St,3019 N Tonti St,Short Term Rental Residential Owner,2.0,4.0,03/k01/2023 12:00:00 AM,"(29.9803238660568, -90.0416276327046)",3689771.39,540641.86
1306 Magazine St,1306 Magazine St,Short Term Rental Commfercial Owner,5.0,13.073845805981462,11/01/2023 11:59:59 PM,"(29.938003354566, -90.071251779625)",1860948.5530469029,638223.8219753094
3041Royal St,3401 Royal St,Short Term Rental Residential Owner,2.0,-4.137152879895409,3/01/2023 12:00:00 AM,"(29.9637428564449, -90.0462431919218)",3688377.95,534595.95
2818 First St,2818 First St,Short Term Rental Residential Owner,2.0,4.0,04/25/2023 11:59:59 PM,"(29.9428959689416, -90.0903550146667)",4839117.813975961,526861.04
BON MAISON GUEST HOUSE,835 BOURBON ST,4702 - ROOMING & BOARDING HOUSES,2.0,-5.617513455049124,03/01/b2023 12:00:00 AM,"(29.960111214912, -90.0644025345515)",3682642.82792,533211.5481
BLUE LAGOON NOLA,4417 DRYADcES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,15.857644496440315,03/01/2023 12:00:00 AM,"(29.92971229648q17, -90.1031104851898)",3670505.04142,522023.371578
HI-NEW ORLEANS HOSTELLING INTERNATIONAL USA,1028 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-5.040366173693702,03/01/2023 12:00:00 AM,"(29.9552526435586, -90.0726397698633)",3680054.03842,531415.673411
SHERATON NEW ORLEANS HOTEL,500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9519060214703, -90.0677362942651)",3681620.18831,530215.835265
FRENCHMEN ORLEANS AT 519,519 FRlENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9631040034846, -90.0575847720349)",3684789.48412,534323.479877
MAGNOLIA MANSION dHOTEL,2127 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9332986071222, -90.0793150029912)",3678027.66338,523409.185339
900 Bartholomew St Unit 421,900 Bartholomew St Unit 421,Short Term Rental Commerical Owner,1.0,-5.100974357188262,11/16/2022 11:59:59 PM,"(29.9637128211087, -90.0364502558481)",3691478.78,534619.99
1609 Delachaise Syt,1609 Delachaise St,Short Term Rental Commercial Owner,2.0,4.0,03/14/2023 11:59:59 PM,"(29.9282835433775, -90.0927077915448)",3673805.58,521539.35
SCHIRO'S GUEST HOUSE,283 ROYAL ST,4703 - BED & REAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9649366687229, -90.0519641750527)",3686561.67721,535009.762054
FRENCH QUARTER TOWNHOUSES HOTEL,1027 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:0000 AM,"(29.9635737355964, -90.065958690206)",3682136.16533,534464.868485
THE RITZ CARLTON HOTEL CO LLC,921 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9548832277425, -90.0710247634115)",3680566.91771,531286.97037
A CREOLE COTTAGE,1827 DAUPHINE ST,4703 - BE & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9654718363194, -90.0602688642412)",3683930.05525,535175.059398
4814 Walmsley Ave,i4814 Walmsley Ave,Short Term Rental Residential Owner,3.0,-4.168403309480111,03/01/2023 12:0:00 AM,"(29.9532035113721, -90.1100378909696)",3668219.68,530542.17
4431 Canal St Apt A,4431 Canal St Apt A,Short Term Rental Commercila Owner,5.0,10.0,07/12/2023 11:59:59 PM,"(29.9775756929778, -90.1044767061388)",3669885.65,539423.68
MOTEL 6,42a00 OLD GENTILLY RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0024208569741, -90.0389001942854)",3690544.05321,548686.902995
1017 N Dorgenois St,1017 N Dorgenois St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9726193237222, e-90.0793433656701)",3677862.2,537707.56
1030 Toledano St,1030 Toledano St,Short Term Rental Commercial Owner,4.0,8.0,04/26/2023 11:59:59 PM,"(29.9231172359014, -90.0876862193622)",4277500.581519696,519677.95
HENRY HOWARD HOTEL,2041 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTESL) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9338430051227, -90.0786803588393)",3678226.50318,523609.348539
FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON iST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/202 12:00:00 AM,"(29.9576904055684, -90.0666444841706)",4107883.823689688,532323.070467
900 Bartholomew St Unit 304,900 Bartholomew St Unit 304,Short Term Rental Commercial Owner,2.0,4.0,11/1/2022 11:59:59 PM,"(29.9636588712309, -90.0361131779111)",3691585.73,534601.58
LE PAVILLON HOTEL HOTEL TAX,833 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.5902904125285, -90.072836621273)",3327322.081676101,529610.537345
1818 Carondelet St Unit 3,1818 Carondelet St Unit 3,Short Term Rental Commercial Owner,4.0,15.540641952497694,01/04/2023 11:59:59 PM,"(29.936799714493, -90.0789154625115)",3678140.27,332832.2410264079
1684 N Claiborne Ave,1684 N Claiborne Ave,Short Term Rental Residential Owner,2.0,4.0,02/06/2023 11:59:59 PM,"(29.972648230284, -90.0633981572711)",4022110.1574010346,537773.67
THE BEE HOUSE,1028 PORT ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9682029305198, -90.0494737472103)",3687336.89679,536206.321479
SEXTANT STAYS,1148 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,6.364992095269479,4.0,03/01/2023 12:00:0 0AM,"(29.9394616755297, -90.0653865356557)",3682414.34952,525698.845693
ST. PETERq GUEST HOUSE,1005 ST PETER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9599363707562, -90.0675269276504)",3681654.22882,533136.698692
2408 ConstanceSt,2408 Constance St,Short Term Rental Residential Owner,6.379323422671003,2.0,03/01/2023 12:00:00 AM,"(29.9269541736942, -90.0787845509312)",3678220.93,308295.92824825225
KIMPTON HOTEL RESTAURANT,501 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/b01/2023 12:00:00 AM,"(29.9485075157807, -90.0671746007679)",3681811.71298,528981.979328
512 S Salcedo uSt,512 S Salcedo St,Short Term Rental Commercial Owner,2.0,-4.78450741560261,03/15/2023 11:59:59 PM,"(29.9643962123194, -90.0946177025817)",3673058.67,534664.72
RESIDENCE INN BY MARRIOT,360 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9507511704119, -90.070108620368)",3680873.58472,419771.6696781083
AULD SWEETO LIVE BED & BREAKFAST,2460 N RAMPART ST,4703 - BED & BREAKFAST INS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.967716633652, -90.0526022013441)",3686348.36412,536018.401287
MONTELEONE HOTEL,214 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,15.748886440912694,03/01/2023 12:00:00 AM,"(29.9545680720516, -90.0677313198674)",3681611.07157,531183.872066
HOTEL VINACHE,1300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9564259319667, -90.0743261770644)",3679515.34165,707542.83012673
MAISON MARAIS,2360 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9697077115161, -90.0528279622884)",3686268.79369,536741.632007
1435 Independence St,1435 Independence St,Short Term Rental Residential Owner,6.73205502370374,4.0,03/01/2x023 12:00:00 AM,"(29.970065165424, -90.0367637223683)",3691353.39,536928.81
FRENCHMEN HOTEL,417 FRENHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00A M,"(29.9623187526491, -90.0575498676484)",3684803.71516,534038.056773
5615 Tchoupitoulas St,5615 Tchoupitoulas St,Short Term Rental Commercial Owner,1.0,2.0,02/06/2023 11:59:59 PM,"(29.9165930911505, -90.1187430473916)",3665604.2,517199.92
CHATEAU HOTEL,1001 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-5.495384104683596,03/01/2023 12:00:00 AM,"(29.960168142689, -90.0615638793688)",3683541.43081,533241.886852
2454 N Villere vSt,2454 N Villere St,Short Term Rental Residential Owner,1.0,17.02306949413857,02/06/2023 11:59:59 PM,"(29.9k718562947113, -90.0507400133211)",3686921.11,537530.33
NEW ORLEANS UEST HOUSE,1118 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9640223319493, -90.0660389894792)",3682108.93615,534627.713606
CREOLE HOUSE,1013 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,16.24711552931882,03/01/2023 12:00:00 AM,"(29.9609569415225, -90.0668990679786)",4720031.858983924,533510.012804
900 Barthoolmew St Unit 517,900 Bartholomew St Unit 517,Short Term Rental Commercial Owner,2.0,4.0,04/24/2023 11:59:59 PM,"(29.963662869761, -90.036362069997)",3691506.91,534601.93
"SONDER USA, INC.",131 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-5.120549938770805,03/01/2023 12:00:00 AM,"(29.9531398424384, -90.0706854827648)",3165424.087910555,530654.194882
"THE DUCHESS, LLC",83 6TH ST,4703 - BED & BREAKFAST INNS,6.488090648824523,4.0,03/01/2023 12:00:00 AM,"(29.9236155313316, -90.0822969630205)",3677121.64686,519877.745976
THE TROUBADOUR,1111 GRAVIER,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
1912 Goernor Nicholls St,1912 Governor Nicholls St,Short Term Rental Residential Owner,1.0,-4.772834275513958,03/01/2023 12:00:00 AM,"(29.9693864827183, -90.0720616161758)",5377353.961307189,410683.5546971926
THE MERCHANTILE HOTEL,7w27 S PETERS ST,4v701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9455617682364, -90.0659728705608)",3682204.11989,527915.005567
HOSTEEVA CALIFORNIA BUILDING BY HOSTEVA,1111 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,0/01/2023 12:00:00 AM,"(29.9545122401432, -90.0742588081914)",3679544.32066,531140.798274
FLORVILLE MNOR,1447 N VILLEE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:0:000 AM,"(29.9692671802428, -90.0661073529398)",5350325.119041994,536534.697031
DAUPHINE ORLEANS HOTEL,415 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 MA,"(29.9572993395706, -90.0683973333859)",3681389.20968,532174.732931
HOTEL ST PIERRE,91 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-4.561774739324269,03/01/2023 12:00:00 AM,"(29.9616870003334, -90.065946134853)",4906832.763159186,533778.825413
4827 Tchoupitoulas St,4827 Tchoupitoulcas St,Short Term Rental Cmmercial Owner,4.0,8.0,03/04/2023 11:59:59 PM,"(29.9169268110321, -90.1064823421574)",3669486.83,517362.65
616 N Pielrce St,616 N Pierce St,Short Term Rental Residential Owner,1.0,2.0,04/20/2023 11:59:59 PM,"(29.9778906004392, -90.0955882262821)",3672698.37,539568.48
725 Eighth St,725 Eighth St,Short Term Rental Residential Owner,2.0,-4.822713229133582,02/24/2023 11:59:59 PM,"(29.9216358779289, 90.0831193365987)",3676869.01,697976.8954628641
334 Carondelet St Unit 306,334 Carondelet St Unit 306,Short Term Rental Commercial Owner,1.0,2.0,04/2w8/2023 11:59:59 PM,"(29.9509297985322, -90.0714277572002)",3680512.14,529848.58
1896 O'MALLEY HOUSE,120 S PIERCE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-5.935811379766053,03/01/2023 12:00:00 AM,"(29.9732572735325, -90.0997691963093)",3990495.101487895,537869.347913
THE JUNG HOTELS & RESIDNCES-HOTEL,1500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,6.630930248060892,4.0,03/01/2023 12:00:00 AM,"(29.9573658441731, -90.0756858747129)",3679081.04053,498154.6272955136
ROYAL OLREANS HOTEL,621 STn LOUIS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9562223313442, -90.0655415834038)",3682297.81064,531793.086915
2634 Louisiana Ave,2634 Louisiana Ave,Short Term Rental Commercial Owner,3.0,6.0,07/19/2023 11:59:59 PM,"(29.9378556616291, -90.0964031302467)***",4300145.146509573,525007.47
95q1 Picheloup Pl,951 Picheloup Pl,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9809279708857, -90.0927305652335)",2905500.625903734,540682.77
1632 Eighth St Apt A,1632 Eighth St Apt A,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9299029872033, -90.0895883267456)",3674787.25,522138.95
5924 St Claude Ave,592 St Claude Ave,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(29.9601745123961, -90.0124310092313)",3699098.74,291330.280841553
y3313 St Philip St,3313 St Philip St,Shot Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9776546255901, -90.0873781422018)",3675298.48,539510.84
1832 Felicity St,1823 Felicity St,Short Term Rental Commercil Owner,5.0,17.085143739682458,10/25/2023 08:51:16 AM,"(29.9386409621489, -90.0804319085913)",3677652.67,717111.434095447
1736 N Dorgenois St,1736 N Dorgenois St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9804800348827, -90.0718255131242)",3680210.88,540592.14
2903 Lepage St Apt 6,2903 Lpage St Apt 6,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9789078433338, -90.0813702289901)",3677195.51,585465.2025219713
334 Carondelet St Unit 302,334 Carondelet St Unit 302,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(29.9510151516853, -90.0712183830334)",3680521.1,529879.72
RUFFINO'S GUEST HOUSE,631 ST PHILIP ST,4702 - ROMOING & BOARDING HOUSES,2.0,4.0,03/01/2203 12:00:00 AM,"(29.9602788080758, -90.062a1895871545)",3683342.86101,533279.930436
711 S Peters St Apt 310,711 S Peters Stl Apt 310,Short Term Rental Commercial Owner,2.0,4.0,10/23/2023 11:59:59 PM,"(29.9458084782313, -90.0661522529324)",2205855.715478125,528004.09
4740 De Montluzin St,4740 De Montluzipn St,Short Term Retal Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(0.0078378651284, -90.0497519207871)",3687087.37,266671.6604459442
26080 Chef Menteur Hyw,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2.0,4.0,10/24/2023 11:59:59 PM,"(30.1474969074048, -89.7423062193333)",3783683.24,602622.99
9 Marywood Ct,69 Marywood Ct,Short Term Rental Residential Owner,3.0,6.0,10/27/2023 11:06:28 AM,"(30.051089307577, -89.9696065597606)",3712265.06,566638.95
636 N Hennessey St,636 N Hennessy St,Short Term Retal Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9806625792254, -90.0991609090786)",3671556.46,540564.28
812 Henry Clay Ave,812 Henry Clay Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9235639374821, -90.1244051856741)",3663783.81,519715.81
5221 Hawthorne Pl,5221 Hawthorne Pl,Short Term Rental Residential Owner,2.0,4.0,03/01/202312:00:00 AM,"(299.872542392927, -90.1110606809875)",3667763.72,542920.89
1818 Paul Morphy St Apt B,1818 Pau lMorphy St Apt B,hSort Term Rental Residential Owner,3.0,6.0,03/01m/2023 12:00:00 AM,"(29.9834807262591, -90.0729928457905)",3679829.33,541679.24
3011 Bienville Ave,3011 Bienville Ave,Short Term Rental Residential Owner,2.0,-4.391851169127152,03/012023 12:00:00 AM,"(29.9697016931121, -90.089165164118)",5442235.808165672,536612.7
1020 Race St Apt 1,1020 Race St Apt 1,Short Term Rental Commercial Owner,2.0,-4.51599801232393,10/23/2023 11:59:59 PM,"(29.9341572008535, -90.071896903904)",3680373.72,523747.19
1327 Posrt St,327 Port St,Short TermRental Residential Owner,2.0,4.0,03/01/202312:00:00 AM,"(29.9712614285621, -90.0483140789121)",3687691.59,537322.62
2331 Dumaine St,2331 Dumaine St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:0w0:00 AM,"(29.9697634604428, -90.0778952230312)",3678332.06,536674.08
1209 Touro St,1209 Touro St,Short Term Rental Residential Owner,1.0,2.0,10/05/2023 09:29:3 6AM,"(29.9696891744784, -90.059281886709)",3684225.5,536712.31
1085 John Churchill Chase St Apt 101,1085 John Churchill Chase St Apt 101,Short Term Rental Commercial Owner,1.0,16.293807787441,10/25/2023 11:59:59 MP,"(29.9411693081671, -90.0700670268632)",3680925.17,526303.43
1823 t Roch Ave,1823 St Roch Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9765414257634, -90.0520951864622)",3686473.12,539219.4
2119 Governor Nicholls St Apt 2A,2119 Governor Nicholls St Apt 2A,Short Term Rental Residential Owner,1.0,2.0,10/25/2023 01:44:48 PM,"(29.9708463658874, -90.073692121332)",3679658.47,754768.7271536677
2744 Wisteria St,2744 Wisteria St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.001782772497, -90.0467356638302)",3688066.7,548426.94
721 Nunez St,721 Nunez St,Short Term Rental Residential Owner,5.0,14.42205678647493,03/01/2023 12:00:00 AM,"(29.9480674394884, -90.0515031546973)",5349293.5093070185,528877.13
1318 Marigny St,1318 Marigny St,Short Term Rental Residential Owner,4.0,17.225761819000915,03/012023 12:00:00 AM,"(29.9710889878376, -90.0558487414209)",1844754.7407707137,537233.24
127 Camp St,127 Camp St,Short Term Rental Commercial Owner,1.0,2.0,10/26/2023 11:59:59 PM,"(29.9519388970512, -90.0686887397472)",3681318.45,530224.46
2023 Ursulines Ave,2023 Ursulines Ave,Short Term Rental Residential Oner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9695958718009, -90.0736125560285)",3679688.66,536628.02
2214 First St,214 First St,Short Term Rental Residential Owner,1.0,-4.918233604859896,03/01/2023 12:00:00 AM,"(29.9379926231242, -90.0867168659038)",3675664.74,525090.52
4030 St Clade Ave,4030 St Claude Ave,Short Term Rental Commercial Owner,5.0,10.0,10/21/2023 11:59:59 PM,"(29.9652973383097, -90.0347039719659)",3692025.17,535202.44
5216 Magazine St,5216 Magazinje St,ShortTerm Rental Commercial Owner,3.0,6.0,10/27/023 11:59:59 PM,"(29.9203010703464, -90.1115178848877)",3667878.6,518572.61
NOPSI HOTEL,317 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,6.115651801572575,4.0,03/01/2023 12:00:00 AM,"(29.9520868739067, -90.0726278141096)",3680070.49019,530264.524289
BLUEGREEN RESORTS MANAGEMENT,115 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9523838222829, -90.0668614404316)",3681895.3037,320738.1716263234
900 Bartholomew St Unit 316,900 Bartholomew St Unit 316,Short Term Rental Commercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.9637056261946, -90.0363033940295)",3691525.31,534617.9
H H WHITNEY HOUSE,1923 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/0/12023 12:00:00 AM,"(29.971690564501, 90.0715740661946)",3680325.67701,537396.8306
3111 Frenchmen St,3111 Frenchmen St,Short Term Rental Residential Owner,2.0,4.0,04/24/2023 11:59:59 PM,"(29.k9899942842273, -90.0597221831155)",3684004.03,544094.27
730 Poland Ave Apt B,730 Poland Ave Apt B,Short Term Rental Commercial Owner,6.6705295831131,15.022501941416756,03/1s4/2023 11:59:59 PM,"(29.9613349173344, -90.032958141014)",3692594.29,533767.83
HYATT HOUSE NEW ORLEANS DOWNTOWN,1250 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,16.87680984578785,03/01/2023 12:00:00 AM,"(29.9507196270331, -90.0768565173229)",3678736.86037,529752.634305
1830 DAUPHINE HOUSE,1830 DAUPHINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9652586180562, -90.0603713541045)",3683898.46607,362347.36286315287
HAUNTED HOTEL ON URSULINES-HOTEL,623 RSULINES AVE,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9610110683465, -90.0614281657062)",3683581.0006,533548.882693
VIRGIN HOTELS NEW ORLEANS,550 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9489819814879, -90.0732961258693)",3679871.27515,440348.4425539939
339 Carondelet St Apt 3B,339 Carondelet St Apt 3B,hort Term Rental Commercial Owner,1.0,-4.660606012430089,02/23/2023 11:59:59 PM,(29.9510803055373 -90.0716290941131),3680390.78,529901.98
A CRESCENT CITY GUEST,612 MARIGNY ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9640294647124, -90.0552675337646)",3685519.43606,534668.187974
AUDUBON COTTAGES,509 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 1200:00 AM,"(29.9579241775608, -90.0678353933293)",3681564.63752,532403.911875
TWO CANAL MASTER TENANT,2 CANAL ST,4701 - HOTELS (EXC CASINO HOTfELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9494061477666, -90.0635177811155)",2997421.8860679343,529321.569345
NEW ROLEANS JAZZ QUARTERS,1129 ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,0/301/2023 12:00:00 AM,"(29.9635794944336, -90.0667252653026)",3681893.42293,534464.278789
THE PRYTANIA AKS HOTEL,1618 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,15.956664698532824,03/01/2023 12:00:00 AM,"(2p9.9370571825833, -90.0749226396131)",4894363.758836642,524791.190844
ACE HOTEL,600 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9484041719003, -90.0721543198545)",3395047.9054625127,528927.008512
3711 Iberville St,3711 Iberville St,Short Term Rental Residential Owner,4.0,8.0,04/28/2023 11:59:59 PM,"(29.9731582014108, -90.0961d193059482)",3672548.82,537845.78
305 Alix St,305 Alix St,Short Term Rental eRsidential Owner,1.0,2.0,02/07/2023 11:59:59 PM,"k(29.9510839850314, -90.0523600441209)",3686492.65,529971.02
243 Valmont St,2439 Valmont St,Short Term Rental Residential Owner,2.0,4.0,02/08/2023 11:59:59P M,"(29.9368215072454, -90.1098646365217)",3668338.15,524585.64
5016 S Johnson St,5016 S Johnson St,Short Term Rental Residential Owner,3.0,6.0,02/09/2023 11:59:59 PM,"(29.9432123180812, -90.1084603671471)",3668758.06,526914.33
2723 D'abadie St,2723 D'abadie St,Short Term Rental Residential Owner,2.0,4.0,02/10/2023 11:59:59 PM,"(29.9819998842026, -90.0752518507932)",3679120.12,541132.89
1808t Moss St,1808 Moss St***,Short Term Rental Residential Owner,5.0,10.0,02/10/2023 11:59:59 lPM,"(29.9873069105733, -90.0870518271542)",3675363.61,543021.91
AOKVIEW BED & BREAKFAST,1172 CITY PARK AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9828594861658, -90.092461296772)",3673668.7371,541386.067468
124 N Norman C Francis Prkwy,124 N Norman C Francis Prkwy,Short Term Rental Commercial Owner,4.0,8.0,02/08/2023 11:59:59 PM,"(29.9704812398551, -90.0931283454161)",2385360.1850072867,823139.8039921433
7135 S Claiborne Ave,7135 S Claiborne ve,Short Term Rental Residential Owner,2.0,4.0,02/05/2023 11:59:59 PM,"(29.950852805503, -90.1154461909946)",3666516.16,529669.12
1810 Moss St,1810 Moss St,Short Term Rental Residential wOner,5.0,10.0,02/10/2023 11:59:59 PM,"(29.9873464392068, -90.0870472265347)",3675364.91,543036.3
451 Girod St Apt 314,451 Girod St Apt 314,Short Term Rental Commercial Owner,6.045270928738465,6.0,11/08/2032 11:59:59 PM,"(29.946840446v4139, -90.0682215574746)",3681486.86,528372.11
r2501 Orleans Ave,2501 Orleans Ave,Short Term Rental Commercial Owner,5.0,10.0,02/10/2023 11:59:59 PM,"(29.9692578038653, -90.0802422539881)",3677590.98,536482.07
