indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suicide,Sonoma,2012-2014,Race/Ethnicity,White-NH,170,961900,39.12632524722523,14.2
Suicide,Sonoma,2015-2017,Race/Ethnicity,Hisp,24,408900,5.869,42.06608351322627
Suicide,Sonoma,2015-2017,Race/Ethnicity,White-NH,568,960800,17.28,14.73
Suicide,Stanislaus,2000-2002,Race/Ethnicity,Hisp,16,-3552425,3.399,3.332
Suicide,Stanislaus,2000-2002,Race/Ethnicity,White-NH,105,774000,13.57,13.46
Suicide,Stanislaus,2003-2005,Race/Ethnicity,Hisp,37,535300,6.913,7.585
Suicide,Stanislaus,2003-2005,Race/Ethnicity,White-NH,113,781400,14.46,39.88195898789037
Suicide,Stanislaus,2006-2008,Race/Ethnicity,Hisp,21,590700,3.555,3.67
Suicide,Stanislaus,2006-2008,Race/Ethnicity,White-NH,560,767800,15.37,14.12
Suicide,Stanislaus,2009-2011,Race/Ethnicity,Hisp,31,645600,4.802,4.84
Suicide,Stanislaus,2009-2011,Race/Ethnicity,White-NH,118,729500,16.18,14.88
Suicide,Stanislaus,2012-2014,Race/Ethnicity,Hisp,34,681300,4.99,-13.82205117841172
Suicide,Stanislaus,2012-2014,Race/Ethnicity,White-NH,110,722500,15.23,13.48
Suicide,Stanislaus,2015-2017,Race/Ethnicity,Hisp,31,718500,4.315,4.458
Suicide,Stanislaus,2015-2017,Race/Ethnicity,White-NH,123,726800,16.92,15.61
Suicide,Sutter,2000-2002,Race/Ethnicity,White-NH,30,142200,21.1,18.97
Suicide,Sutter,2003-2005,Race/Ethnicity,White-NH,23,144700,15.9,14.68
Suicide,Sutter,2006-2008,Race/Ethnicity,White-NH,19,148000,12.83,11.14
Suicide,Sutter,2009-2011,Race/Ethnicity,White-NH,25,144500,-15.059502232734518,14.93
Suicide,Sutter,2012-2014,Race/Ethnicity,White-NH,38,142600,26.64,23.04
Suicide,Sutter,2015-2017,Race/Ethnicity,White-NH,30,143000,20.98,18.54
Suicide,Tehama,2000-2002,Race/Ethnicity,White-NH,31,132000,23.49,20.37
Suicide,Tehama,2006-2008,Race/Ethnicity,White-NH,37,-3308486,26.77,26.14
Suicide,Tehama,2009-2011,Race/Ethnicity,White-NH,31,136900,22.64,36.537890969801104
Suicide,Tehama,2012-2014,Race/Ethnicity,White-NH,30,135000,22.23,16.96
Suicide,Tehama,2015-2017,Race/Ethnicity,White-NH,28,134800,20.78,22.08
Suicide,Trinity,2003-2005,Race/Ethnicity,White-NH,17,34780,48.89,52.25
Suicide,Trinity,2006-2008,Race/Ethnicity,White-NH,13,35040,-15.425938711629978,30.55
Suicide,Trinity,2015-2017,Race/Ethnicity,White-NH,13,33580,38.71,42.17
Suicide,Tulare,2000-2002,Race/Ethnicity,Hisp,19,593400,3.202,3.678
Suicide,Tulare,2000-2002,Race/Ethnicity,White-NH,56,456700,12.26,11.27
Suicide,Tulare,2003-2005,Race/Ethnicity,Hisp,41,663600,50.17934817495794,6.047
Suicide,Tulare,2003-2005,Race/Ethnicity,White-NH,58,455700,12.73,45.13823396608382
Suicide,Tulare,2006-2008,Race/Ethnicity,Hisp,31,734600,4.22,4.418
Suicide,Tulare,2006-2008,Race/Ethnicity,White-NH,76,452200,16.8,15.05
Suicide,Tulare,2009-2011,Race/Ethnicity,Hisp,32,804100,3.98,4.996
Suicide,Tulare,2009-2011,Race/Ethnicity,White-NH,81,435800,18.59,18.09
Suicide,Tulare,2012-2014,Race/Ethnicity,Hisp,46,843600,5.453,5.662
Suicide,Tulare,2012-2014,Race/Ethnicity,White-NH,79,432500,18.26,17.11
Suicide,Tulare,2015-2017,Race/Ethnicity,Hisp,74,884900,8.363,9.098
Suicide,Tulare,2015-2017,Race/Ethnicity,White-NH,66,431300,15.3,14.86
Suicide,Tuolumne,2000-2002,Race/Ethnicity,White-NH,28,140600,19.92,18.58
Suicide,Tuolumne,2003-2005,Race/Ethnicity,White-NH,38,142200,26.71,25.75
Suicide,Tuolumne,2009-2011,Race/Ethnicity,White-NH,37,136300,-15.45447264893069,25.47
Suicide,Tuolumne,2015-2017,Race/Ethnicity,White-NH,39,6268594,29.43,21.08
Suicide,Ventura,2000-2002,Race/Ethnicity,Hisp,35,799400,42.40980039029749,5.437
Suicide,Ventura,2000-2002,Race/Ethnicity,White-NH,161,1281000,12.57,11.71
Suicide,Ventura,2003-2005,Race/Ethnicity,Hisp,37,-3411901,4.273,4.763
Suicide,Ventura,2003-2005,Race/Ethnicity,White-NH,171,1276000,13.4,12.19
Suicide,Ventura,2006-2008,Race/Ethnicity,Hisp,42,922000,4.555,5.084
Suicide,Ventura,2006-2008,Race/Ethnicity,White-NH,205,1246000,16.45,14.55
Suicide,Ventura,2009-2011,Race/Ethnicity,Hisp,37,995700,3.716,4.222
Suicide,Ventura,2009-2011,Race/Ethnicity,White-NH,230,1211000,18.99,16.31
Suicide,Ventura,2012-2014,Race/Ethnicity,Asian-NH,15,166600,9.006,8.635
Suicide,Ventura,2012-2014,Race/Ethnicity,Hisp,49,1048000,4.678,4.871
Suicide,Ventura,2012-2014,Race/Ethnicity,White-NH,220,1203000,18.28,15.74
Suicide,Ventura,2015-2017,Race/Ethnicity,Asian-NH,11,170700,6.442,5.387
Suicide,Ventura,2015-2017,Race/Ethnicity,Hisp,39,1091000,3.576,3.577
Suicide,Ventura,2015-2017,Race/Ethnicity,White-NH,230,1191000,19.31,16.45
Suicide,Yolo,2000-2002,Race/Ethnicity,White-NH,41,297900,13.76,13.51
Suicide,Yolo,2003-2005,Race/Ethnicity,White-NH,35,6262778,11.66,11.41
Suicide,Yolo,2006-2008,Race/Ethnicity,White-NH,45,303900,14.81,14.04
Suicide,Yolo,2009-2011,Race/Ethnicity,White-NH,34,-3395043,11.19,10.04
Suicide,Yolo,2012-2014,Race/Ethnicity,White-NH,39,306000,12.74,11.72
Suicide,Yolo,2015-2017,Race/Ethnicity,Hisp,16,203500,7.862,8.807
Suicide,Yolo,2015-2017,Race/Ethnicity,White-NH,54,309100,17.47,15.91
Suicide,Yuba,2006-2008,Race/Ethnicity,White-NH,35,128900,27.15,25.06
Suicide,Yuba,2009-2011,Race/Ethnicity,White-NH,24,128200,18.72,17.63
Suicide,Yuba,2012-2014,Race/Ethnicity,White-NH,27,129900,20.78,19.95
Suicide,Yuba,2015-2017,Race/Ethnicity,White-NH,33,131500,25.1,23.1
Suicide,San Francisco,2000-2002,Sex,Female,67,1153000,5.809,4.898
Suicide,El Dorado,2000-2002,Sex,Female,13,242700,47.67377108524128,45.20028992298308
Suicide,Fresno,2000-2002,Sex,Female,36,1222000,2.946,3.158
Suicide,Kern,2000-2002,Sex,Female,32,991600,3.227,3.476
Suicide,Riverside,2000-2002,Sex,Female,111,2444000,4.542,4.754
Suicide,Santa Clara,2000-2002,Sex,Female,94,2508000,3.749,3.706
Suicide,Sacramento,2000-2002,Sex,Female,95,1936000,4.906,4.933
Suicide,Santa Barbara,2000-2002,Sex,Female,34,604200,5.627,5.741
Suicide,Yolo,2000-2002,Sex,Female,11,268200,4.101,47.166654981442285
Suicide,Monterey,2000-2002,Sex,Female,20,588400,3.399,3.646
Suicide,San Mateo,2000-2002,Sex,Female,34,1078000,3.153,2.934
Suicide,San Diego,2000-2002,Sex,Female,236,4284000,5.509,5.522
Suicide,Alameda,2000-2002,Sex,Female,81,2233000,3.628,3.596
Suicide,Solano,2000-2002,Sex,Female,23,600500,3.83,3.901
Suicide,Humboldt,2000-2002,Sex,Female,11,192800,5.706,46.38481388390838
Suicide,Santa Cruz,2000-2002,Sex,Female,23,384800,5.978,5.973
Suicide,San Joaquin,2000-2002,Sex,Female,30,882000,3.401,3.596
Suicide,San Bernardino,2000-2002,Sex,Female,103,2651000,3.885,4.18
Suicide,Placer,2000-2002,Sex,Female,20,404800,4.941,4.843
Suicide,Ventura,2000-2002,Sex,Female,46,1157000,3.975,4.006
Suicide,Marin,2000-2002,Sex,Female,23,375900,6.119,5.237
Suicide,CALIFORNIA,2000-2002,Sex,Female,2077,51970000,3.996,4.053
Suicide,Sonoma,2000-2002,Sex,Female,38,6497803,5.37,4.815
Suicide,Los Angeles,2000-2002,Sex,Female,466,14640000,3.184,3.303
Suicide,Shasta,2000-2002,Sex,Female,22,256100,8.59,46.94274326870871
Suicide,Butte,2000-2002,Sex,Female,23,314200,7.32,37.24919152059181
Suicide,Orange,2000-2002,Sex,Female,178,4363000,4.08,4.168
Suicide,Contra Costa,2000-2002,Sex,Female,52,1488000,3.495,3.331
Suicide,Stanislaus,2000-2002,Sex,Female,23,703800,3.268,3.418
Suicide,San Luis Obispo,2000-2002,Sex,Female,18,366500,4.911,4.64
Suicide,Nevada,2000-2002,Sex,Female,14,141700,9.883,10.47
Suicide,Shasta,2000-2002,Sex,Male,80,244600,32.7,38.30259750534846
Suicide,Santa Barbara,2000-2002,Sex,Male,105,605200,17.35,46.2919049633035
Suicide,Orange,2000-2002,Sex,Male,534,4295000,12.43,13.66
Suicide,El Dorado,2000-2002,Sex,Male,53,242300,21.88,22.95
Suicide,Sacramento,2000-2002,Sex,Male,317,1853000,17.1,-13.643996000723854
Suicide,San Francisco,2000-2002,Sex,Male,213,1191000,17.88,16.89
Suicide,Sonoma,2000-2002,Sex,Male,115,684200,16.81,-12.939085347677036
Suicide,Alameda,2000-2002,Sex,Male,270,2150000,12.56,13.92
Suicide,San Diego,2000-2002,Sex,Male,719,4325000,16.62,39.247957913359066
Suicide,Placer,2000-2002,Sex,Male,76,388700,19.55,20.27
Suicide,Kern,2000-2002,Sex,Male,175,1049000,16.68,19.99
Suicide,Monterey,2000-2002,Sex,Male,62,629300,9.852,10.54
Suicide,Riverside,2000-2002,Sex,Male,394,2424000,16.25,17.91
Suicide,San Joaquin,2000-2002,Sex,Male,143,877900,16.29,18.37
Suicide,Ventura,2000-2002,Sex,Male,161,1149000,14.02,15.63
Suicide,Humboldt,2000-2002,Sex,Male,68,190000,35.79,36.67
Suicide,Santa Clara,2000-2002,Sex,Male,274,2566000,10.68,11.73
Suicide,Santa Cruz,2000-2002,Sex,Male,72,382900,18.81,20.65
Suicide,Nevada,2000-2002,Sex,Male,39,138300,28.2,28.43
Suicide,Butte,2000-2002,Sex,Male,79,303100,26.06,25.89
Suicide,Stanislaus,2000-2002,Sex,Male,102,7088622,14.94,16.11
Suicide,Inyo,2000-2002,Sex,Male,13,26970,48.21,38.98
Suicide,San Luis Obispo,2000-2002,Sex,Male,87,386400,22.52,22.92
Suicide,CALIFORNIA,2000-2002,Sex,Male,7502,6965332,14.57,16.04
Suicide,San Bernardino,2000-2002,Sex,Male,394,2633000,14.97,18.22
Suicide,Solano,2000-2002,Sex,Male,605,605200,15.53,18.19
Suicide,San Mateo,2000-2002,Sex,Male,111,1042000,10.65,11.24
Suicide,Contra Costa,2000-2002,Sex,Male,203,1415000,49.70596948605354,15.47
Suicide,Marin,2000-2002,Sex,Male,77,366600,21.0,19.75
Suicide,Los Angeles,2000-2002,Sex,Male,1734,14270000,12.16,-13.11052671693952
Suicide,Yolo,2000-2002,Sex,Male,40,255900,15.63,17.18
Suicide,Fresno,2000-2002,Sex,Male,155,1224000,12.67,14.64
Suicide,Lassen,2000-2002,Sex,Total,21,101100,20.77,22.85
Suicide,Solano,2000-2002,Sex,Total,567,7023486,9.703,10.41
Suicide,Siskiyou,2000-2002,Sex,Total,27,133100,20.29,20.31
Suicide,El Dorado,2000-2002,Sex,Total,66,484900,13.61,13.92
Suicide,Napa,2000-2002,Sex,Total,33,378700,8.714,7.858
Suicide,San Luis Obispo,2000-2002,Sex,Total,105,752900,13.95,13.68
Suicide,Calaveras,2000-2002,Sex,Total,19,124200,15.3,-13.870099253428874
Suicide,Madera,2000-2002,Sex,Total,35,379200,9.23,9.872
Suicide,Marin,2000-2002,Sex,Total,100,742500,13.47,12.1
Suicide,Contra Costa,2000-2002,Sex,Total,255,2903000,8.784,8.875
Suicide,Lake,2000-2002,Sex,Total,43,179500,23.95,40.72525987977768
Suicide,Shasta,2000-2002,Sex,Total,102,500800,20.37,20.13
Suicide,Santa Cruz,2000-2002,Sex,Total,95,767600,12.38,12.52
Suicide,Monterey,2000-2002,Sex,Total,82,6802345,6.734,7.151
Suicide,Sonoma,2000-2002,Sex,Total,153,1392000,10.99,10.57
Suicide,Tuolumne,2000-2002,Sex,Total,28,165800,16.88,15.52
Suicide,Tehama,2000-2002,Sex,Total,33,169600,19.46,18.06
Suicide,Santa Barbara,2000-2002,Sex,Total,139,1209000,11.49,11.88
Suicide,Fresno,2000-2002,Sex,Total,191,2446000,7.809,-13.797305522550715
Suicide,Yuba,2000-2002,Sex,Total,25,184500,13.55,15.0
Suicide,Santa Clara,2000-2002,Sex,Total,368,5074000,7.253,7.412
Suicide,Yolo,2000-2002,Sex,Total,51,524200,9.729,10.87
Suicide,Plumas,2000-2002,Sex,Total,11,62050,17.73,19.48
Suicide,Inyo,2000-2002,Sex,Total,13,-3544862,23.75,18.91
Suicide,Amador,2000-2002,Sex,Total,17,107500,15.81,15.54
Suicide,San Bernardino,2000-2002,Sex,Total,497,5284000,9.406,10.64
Suicide,Sutter,2000-2002,Sex,Total,35,241400,14.5,45.66578478641849
Suicide,Merced,2000-2002,Sex,Total,55,651200,8.446,9.867
Suicide,San Francisco,2000-2002,Sex,Total,280,2344000,11.94,10.91
Suicide,Los Angeles,2000-2002,Sex,Total,2200,28900000,7.612,8.094
Suicide,Orange,2000-2002,Sex,Total,712,8658000,8.223,8.612
Suicide,Humboldt,2000-2002,Sex,Total,79,382800,20.64,20.06
Suicide,Glenn,2000-2002,Sex,Total,19,79960,23.76,24.81
Suicide,Stanislaus,2000-2002,Sex,Total,125,1386000,9.016,9.49
Suicide,Riverside,2000-2002,Sex,Total,505,4868000,10.37,11.01
Suicide,Kern,2000-2002,Sex,Total,207,2041000,10.14,11.36
Suicide,Ventura,2000-2002,Sex,Total,207,2306000,8.977,9.397
Suicide,Tulare,2000-2002,Sex,Total,80,1124000,7.117,8.09
Suicide,San Mateo,2000-2002,Sex,Total,145,2121000,6.837,6.694
Suicide,Mendocino,2000-2002,Sex,Total,43,261200,16.47,15.83
Suicide,Nevada,2000-2002,Sex,Total,53,280000,18.93,37.11902619960224
Suicide,Placer,2000-2002,Sex,Total,96,793500,12.1,47.44644230567732
Suicide,Alameda,2000-2002,Sex,Total,351,4383000,8.009,8.269
Suicide,CALIFORNIA,2000-2002,Sex,Total,9579,103500000,9.259,9.644
Suicide,Butte,2000-2002,Sex,Total,102,617300,16.52,16.26
Suicide,San Joaquin,2000-2002,Sex,Total,173,1760000,9.83,10.5
Suicide,Kings,2000-2002,Sex,Total,32,396900,8.063,8.313
Suicide,Sacramento,2000-2002,Sex,Total,412,3790000,10.87,11.16
Suicide,Del Norte,2000-2002,Sex,Total,19,82470,23.04,22.44
Suicide,Imperial,2000-2002,Sex,Total,26,435100,5.976,6.409
Suicide,San Diego,2000-2002,Sex,Total,955,8609000,11.09,11.42
Suicide,Ventura,2003-2005,Sex,Female,58,1196000,4.851,4.833
Suicide,Solano,2003-2005,Sex,Female,18,613900,2.932,2.909
Suicide,Marin,2003-2005,Sex,Female,31,375200,8.262,7.632
Suicide,Los Angeles,2003-2005,Sex,Female,473,14910000,3.173,3.216
Suicide,Orange,2003-2005,Sex,Female,190,4465000,4.256,4.266
Suicide,Contra Costa,2003-2005,Sex,Female,73,1532000,4.764,4.622
Suicide,Nevada,2003-2005,Sex,Female,12,147100,8.156,6.808
Suicide,San Francisco,2003-2005,Sex,Female,65,1153000,5.64,-13.732955180154974
Suicide,San Diego,2003-2005,Sex,Female,225,4419000,5.092,5.067
Suicide,San Mateo,2003-2005,Sex,Female,47,1069000,4.395,3.963
Suicide,Sonoma,2003-2005,Sex,Female,44,715600,6.149,5.585
Suicide,Mendocino,2003-2005,Sex,Female,14,6900194,10.57,10.36
Suicide,Sacramento,2003-2005,Sex,Female,125,2054000,6.085,6.063
Suicide,San Luis Obispo,2003-2005,Sex,Female,15,377100,3.978,3.98
Suicide,Santa Cruz,2003-2005,Sex,Female,29,383100,7.569,7.031
Suicide,San Joaquin,2003-2005,Sex,Female,27,958900,2.816,2.98
Suicide,Santa Clara,2003-2005,Sex,Female,93,2521000,3.688,3.668
Suicide,Placer,2003-2005,Sex,Female,26,462700,5.619,5.28
Suicide,Butte,2003-2005,Sex,Female,26,323200,43.79396500396367,8.471
Suicide,Humboldt,2003-2005,Sex,Female,19,197500,9.622,8.889
Suicide,Monterey,2003-2005,Sex,Female,34,597000,5.695,5.856
Suicide,Napa,2003-2005,Sex,Female,14,195600,7.157,7.064
Suicide,CALIFORNIA,2003-2005,Sex,Female,2275,53840000,44.78473177942346,4.235
Suicide,Santa Barbara,2003-2005,Sex,Female,37,614800,6.019,-12.408362293003744
Suicide,Riverside,2003-2005,Sex,Female,105,2795000,3.756,3.892
Suicide,Siskiyou,2003-2005,Sex,Female,11,67920,16.2,14.23
Suicide,San Bernardino,2003-2005,Sex,Female,107,6904773,3.742,3.975
Suicide,Kern,2003-2005,Sex,Female,51,1076000,4.738,5.074
Suicide,Tulare,2003-2005,Sex,Female,15,599300,2.503,2.679
Suicide,Fresno,2003-2005,Sex,Female,35,1289000,2.715,2.949
Suicide,Stanislaus,2003-2005,Sex,Female,554,745600,5.499,37.52874942581619
Suicide,Alameda,2003-2005,Sex,Female,94,2238000,4.2,4.069
Suicide,Shasta,2003-2005,Sex,Female,21,265100,7.922,7.446
Suicide,Nevada,2003-2005,Sex,Male,30,143700,20.87,20.59
Suicide,Monterey,2003-2005,Sex,Male,79,634100,12.46,13.91
Suicide,Ventura,2003-2005,Sex,Male,165,1186000,13.92,15.06
Suicide,Santa Barbara,2003-2005,Sex,Male,71,617600,11.5,12.04
Suicide,Santa Cruz,2003-2005,Sex,Male,71,381600,18.61,-13.08535514087976
Suicide,Riverside,2003-2005,Sex,Male,416,2769000,15.03,16.69
Suicide,San Luis Obispo,2003-2005,Sex,Male,77,396900,19.4,18.97
Suicide,Los Angeles,2003-2005,Sex,Male,561,14520000,11.19,37.17951373803071
Suicide,CALIFORNIA,2003-2005,Sex,Male,7605,53290000,14.27,15.33
Suicide,Kern,2003-2005,Sex,Male,170,1143000,14.87,17.26
Suicide,San Bernardino,2003-2005,Sex,Male,437,2834000,43.87433007271432,36.57660118419324
Suicide,San Francisco,2003-2005,Sex,Male,213,6228972,17.9,16.21
Suicide,Contra Costa,2003-2005,Sex,Male,216,1460000,43.82620457620274,15.44
Suicide,San Diego,2003-2005,Sex,Male,706,4459000,15.83,36.06463707454839
Suicide,San Joaquin,2003-2005,Sex,Male,110,952400,11.55,12.78
Suicide,Shasta,2003-2005,Sex,Male,71,254600,27.88,28.1
Suicide,Alameda,2003-2005,Sex,Male,255,6311575,11.84,12.7
Suicide,Humboldt,2003-2005,Sex,Male,61,195700,31.18,31.5
Suicide,Sacramento,2003-2005,Sex,Male,365,1968000,18.55,19.41
Suicide,Butte,2003-2005,Sex,Male,83,313400,26.49,26.53
Suicide,Placer,2003-2005,Sex,Male,78,443400,47.63423428078063,40.71025503106827
Suicide,Orange,2003-2005,Sex,Male,538,4389000,12.26,13.36
Suicide,Stanislaus,2003-2005,Sex,Male,119,725700,16.4,17.9
Suicide,Solano,2003-2005,Sex,Male,97,616900,15.72,16.21
Suicide,Napa,2003-2005,Sex,Male,25,194800,12.84,12.45
Suicide,Fresno,2003-2005,Sex,Male,193,1289000,14.98,16.48
Suicide,Mendocino,2003-2005,Sex,Male,574,131900,27.3,27.53
Suicide,Sonoma,2003-2005,Sex,Male,140,692100,20.23,20.16
Suicide,Marin,2003-2005,Sex,Male,67,365400,18.33,16.43
Suicide,Siskiyou,2003-2005,Sex,Male,22,66400,33.13,30.19
Suicide,Santa Clara,2003-2005,Sex,Male,297,2569000,11.56,12.01
Suicide,Tulare,2003-2005,Sex,Male,89,599400,14.85,16.22
Suicide,San Mateo,2003-2005,Sex,Male,157,1034000,15.18,15.42
Suicide,Lassen,2003-2005,Sex,Total,17,103200,16.48,17.12
Suicide,San Benito,2003-2005,Sex,Total,15,165900,9.041,9.003
Suicide,Merced,2003-2005,Sex,Total,53,705300,7.514,41.88715700723788
Suicide,Los Angeles,2003-2005,Sex,Total,2098,29420000,7.13,7.453
Suicide,San Mateo,2003-2005,Sex,Total,204,6380110,9.697,9.326
Suicide,San Bernardino,2003-2005,Sex,Total,544,5693000,9.556,42.337175812456415
Suicide,Santa Clara,2003-2005,Sex,Total,390,5091000,7.661,7.746
Suicide,Nevada,2003-2005,Sex,Total,42,290900,14.44,13.54
Suicide,San Diego,2003-2005,Sex,Total,931,8877000,10.49,10.69
Suicide,Glenn,2003-2005,Sex,Total,11,81950,13.42,13.48
Suicide,Napa,2003-2005,Sex,Total,39,390400,9.991,9.697
Suicide,Tehama,2003-2005,Sex,Total,20,6850163,11.21,42.30572760100618
Suicide,Santa Cruz,2003-2005,Sex,Total,101,764700,13.21,13.03
Suicide,Contra Costa,2003-2005,Sex,Total,289,2992000,9.659,9.654
Suicide,Stanislaus,2003-2005,Sex,Total,160,1471000,42.11449972551876,11.52
Suicide,Shasta,2003-2005,Sex,Total,92,6292945,17.7,17.32
Suicide,Trinity,2003-2005,Sex,Total,19,40680,46.7,48.8
Suicide,Santa Barbara,2003-2005,Sex,Total,108,1232000,8.764,8.762
Suicide,Amador,2003-2005,Sex,Total,23,111600,20.6,39.912943163380966
Suicide,Plumas,2003-2005,Sex,Total,16,62500,25.6,24.24
Suicide,Riverside,2003-2005,Sex,Total,521,5564000,9.364,9.932
Suicide,Mendocino,2003-2005,Sex,Total,50,264300,18.92,18.77
Suicide,Ventura,2003-2005,Sex,Total,223,2381000,9.365,9.649
Suicide,San Francisco,2003-2005,Sex,Total,278,2342000,46.06159705968581,10.7
Suicide,Imperial,2003-2005,Sex,Total,30,462500,6.486,7.223
Suicide,Fresno,2003-2005,Sex,Total,228,2578000,8.844,9.524
Suicide,Sutter,2003-2005,Sex,Total,27,258300,10.45,10.78
Suicide,Del Norte,2003-2005,Sex,Total,14,84360,16.59,15.52
Suicide,Orange,2003-2005,Sex,Total,728,8853000,8.223,8.452
Suicide,Kings,2003-2005,Sex,Total,37,426000,8.685,9.342
Suicide,Sacramento,2003-2005,Sex,Total,490,4022000,12.18,45.54142519985478
Suicide,Kern,2003-2005,Sex,Total,221,2220000,9.956,10.98
Suicide,Butte,2003-2005,Sex,Total,109,636500,17.12,16.86
Suicide,Humboldt,2003-2005,Sex,Total,80,393100,49.77030934846027,19.39
Suicide,El Dorado,2003-2005,Sex,Total,76,511200,14.87,13.92
Suicide,Solano,2003-2005,Sex,Total,115,1231000,9.343,9.439
Suicide,Inyo,2003-2005,Sex,Total,13,55540,23.41,20.14
Suicide,Calaveras,2003-2005,Sex,Total,30,131900,22.75,21.84
Suicide,Sonoma,2003-2005,Sex,Total,184,1408000,13.07,12.44
Suicide,Mariposa,2003-2005,Sex,Total,12,53690,22.35,23.12
Suicide,San Luis Obispo,2003-2005,Sex,Total,92,774000,11.89,11.29
Suicide,Monterey,2003-2005,Sex,Total,113,1231000,9.179,9.712
Suicide,Marin,2003-2005,Sex,Total,98,740700,13.23,11.53
Suicide,CALIFORNIA,2003-2005,Sex,Total,9881,107100000,9.224,9.474
Suicide,Yuba,2003-2005,Sex,Total,35,196900,17.77,19.65
Suicide,Alameda,2003-2005,Sex,Total,349,4393000,7.945,7.964
Suicide,Tulare,2003-2005,Sex,Total,104,1199000,8.676,9.348
Suicide,Siskiyou,2003-2005,Sex,Total,33,134300,24.57,22.03
Suicide,Madera,2003-2005,Sex,Total,39,409200,9.531,10.64
Suicide,Yolo,2003-2005,Sex,Total,41,555400,7.382,8.004
Suicide,Tuolumne,2003-2005,Sex,Total,40,169300,23.63,22.06
Suicide,San Joaquin,2003-2005,Sex,Total,137,1911000,7.168,41.4462178177215
Suicide,Placer,2003-2005,Sex,Total,104,906100,11.48,11.29
Suicide,Lake,2003-2005,Sex,Total,33,187700,17.58,16.91
Suicide,Humboldt,2006-2008,Sex,Female,26,199300,13.04,12.27
Suicide,Santa Clara,2006-2008,Sex,Female,116,2587000,4.484,4.389
Suicide,Kern,2006-2008,Sex,Female,47,1168000,4.022,4.347
Suicide,El Dorado,2006-2008,Sex,Female,19,265600,7.153,6.65
Suicide,Butte,2006-2008,Sex,Female,18,330000,5.454,5.89
Suicide,Santa Cruz,2006-2008,Sex,Female,13,387200,3.357,3.015
Suicide,Los Angeles,2006-2008,Sex,Female,463,14880000,3.112,3.073
Suicide,Lake,2006-2008,Sex,Female,15,96170,15.6,15.78
Suicide,Riverside,2006-2008,Sex,Female,137,3128000,4.38,4.533
Suicide,Merced,2006-2008,Sex,Female,11,372300,40.75617486112861,3.322
Suicide,Santa Barbara,2006-2008,Sex,Female,27,622400,4.338,4.15
Suicide,Orange,2006-2008,Sex,Female,228,4493000,5.074,4.936
Suicide,San Mateo,2006-2008,Sex,Female,40,1075000,3.721,3.378
Suicide,Fresno,2006-2008,Sex,Female,57,1350000,4.222,4.425
Suicide,San Luis Obispo,2006-2008,Sex,Female,24,386600,6.209,5.98
Suicide,San Francisco,2006-2008,Sex,Female,62,1169000,5.305,4.465
Suicide,Placer,2006-2008,Sex,Female,31,505900,6.127,5.867
Suicide,Mendocino,2006-2008,Sex,Female,16,-3553587,12.15,-13.099407285055912
Suicide,Monterey,2006-2008,Sex,Female,30,595200,5.04,5.175
Suicide,Shasta,2006-2008,Sex,Female,18,6602412,6.698,7.09
Suicide,San Diego,2006-2008,Sex,Female,225,4504000,-15.530989218257412,4.938
Suicide,Stanislaus,2006-2008,Sex,Female,30,770300,3.895,3.943
Suicide,CALIFORNIA,2006-2008,Sex,Female,2397,55120000,4.349,4.281
Suicide,Yolo,2006-2008,Sex,Female,21,-3558925,7.024,7.383
Suicide,Sacramento,2006-2008,Sex,Female,115,2124000,5.415,5.345
Suicide,Sonoma,2006-2008,Sex,Female,43,721300,5.961,5.192
Suicide,Contra Costa,2006-2008,Sex,Female,79,1569000,40.0176861469364,-13.318644727101178
Suicide,Solano,2006-2008,Sex,Female,28,617900,4.531,4.456
Suicide,Ventura,2006-2008,Sex,Female,57,1216000,4.689,4.423
Suicide,Tehama,2006-2008,Sex,Female,11,93640,11.75,11.44
Suicide,Marin,2006-2008,Sex,Female,30,378100,7.934,5.941
Suicide,San Joaquin,2006-2008,Sex,Female,39,6841875,3.874,4.046
Suicide,Madera,2006-2008,Sex,Female,13,228100,5.7,5.762
Suicide,Alameda,2006-2008,Sex,Female,92,2259000,4.073,3.889
Suicide,Nevada,2006-2008,Sex,Female,11,149400,7.365,45.92163106070255
Suicide,San Bernardino,2006-2008,Sex,Female,128,3012000,4.25,36.02678674866682
Suicide,Sacramento,2006-2008,Sex,Male,412,2037000,20.22,20.83
Suicide,San Luis Obispo,2006-2008,Sex,Male,80,406200,19.69,19.0
Suicide,Butte,2006-2008,Sex,Male,99,6556980,30.82,31.02
Suicide,Nevada,2006-2008,Sex,Male,41,146200,28.05,26.96
Suicide,San Francisco,2006-2008,Sex,Male,236,1204000,19.6,17.15
Suicide,Placer,2006-2008,Sex,Male,82,484000,16.94,16.58
Suicide,Santa Clara,2006-2008,Sex,Male,288,2623000,10.98,11.24
Suicide,El Dorado,2006-2008,Sex,Male,46,265400,17.33,38.31081771386641
Suicide,Orange,2006-2008,Sex,Male,584,4411000,-15.241362381868054,13.65
Suicide,Sonoma,2006-2008,Sex,Male,141,6562811,20.19,19.43
Suicide,Stanislaus,2006-2008,Sex,Male,120,752000,15.96,17.15
Suicide,Marin,2006-2008,Sex,Male,86,368200,23.36,20.93
Suicide,Riverside,2006-2008,Sex,Male,467,3095000,15.09,16.25
