obsid,studyid,studyname,studygroup,specid,specname,estid,estname,pubyear,pubtype,table,depvar_desc,depvar_assessed,funcform,logtype,wqintrx,distgradient,distbuf,distbuf_infer,spatial_fe,spatial_lag,spatial_auto,sampsize,sample_firstyr,sample_lastyr,geog,state,sampextent,hometypes,avgprice,avgprice_unit,census_yr,census_geog,census_geog_name,census_fips,census_inc,census_totpop,census_popcol,census_blk,census_hisp,census_tothh,census_totarea,northeast,midwest,south,west,waterbody,wbsize,wbsizeorig,wbsize_units,wbnum,wbtype,wqvar,avgwqvar,wqvar_units,wqvar_infer,avgwqrorig,avgwqrorig_units,wqvar_type,num_wqvars,other_wqvars,avghmin,avgcmax,avgprctchangepop,avgdist,avgdistorig,avgdistunits,avgwfdummy,avgtime,avgclearlow,wqdesc_var1,wqintx_var1,wqcoef_var1,wqcoef_se_var1,wqcoef_t_var1,wqcoef_sl_var1,wqcoef_desc_var1,wqdesc_var2,wqintx_var2,wqcoef_var2,wqcoef_se_var2,wqcoef_t_var2,wqcoef_sl_var2,wqcoef_desc_var2,wqdesc_var3,wqintx_var3,wqcoef_var3,wqcoef_se_var3,wqcoef_t_var3,wqcoef_sl_var3,wqcoef_desc_var3,wqdesc_var4,wqintx_var4,wqcoef_var4,wqcoef_se_var4,wqcoef_t_var4,wqcoef_sl_var4,wqcoef_desc_var4,wqdesc_var5,wqintx_var5,wqcoef_var5,wqcoef_se_var5,wqcoef_t_var5,wqcoef_sl_var5,wqcoef_desc_var5,wqelast,wqpctdp,elast_sim,elast_sim_se,semi_elast_sim,semi_elast_sim_se,wqelast_comments,wqsemi_comments,cov_assum0
366,27,Walsh et al 2017,Walsh et al. MD group,11,Somerset 1 Year Average - Log,2,non-waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,1681,1996,2008,"Somerset County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,010",158194,NR,2000,county,"Somerset County, MD",24039,29903,24747,1900,10172,334,8361,847.481689453125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,2.119999885559082,m-1,0,2.119999885559082,m-1,Quantitative,1,0,,,,,,NA,.18700001,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.0549999997019768,.0463285595178604,-1.193863987922668,,elasticity of additional m-1 of light attentuation for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0549999997019768,-.0259433966130018,-.0551554560661316,.0462119914591312,-.0260167252272367,.0217981096357107,,,
367,27,Walsh et al 2017,Walsh et al. MD group,11,Somerset 1 Year Average - Log,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,1681,1996,2008,"Somerset County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,010",158194,NR,2000,county,"Somerset County, MD",24039,29903,24747,1900,10172,334,8361,847.481689453125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.6839622855186462,meters,1,2.119999885559082,m-1,Quantitative,1,0,,,,,,NA,.18700001,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.090999998152256,.0616179183125496,-1.483708024024963,,elasticity of additional m of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.090999998152256,.1330482810735703,.0908928066492081,.061543446034193,.1328915506601334,.0899807661771774,,,
368,27,Walsh et al 2017,Walsh et al. MD group,11,Somerset 1 Year Average - Log,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,1681,1996,2008,"Somerset County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,010",158194,NR,2000,county,"Somerset County, MD",24039,29903,24747,1900,10172,334,8361,847.481689453125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.6839622855186462,meters,1,2.119999885559082,m-1,Quantitative,1,0,,,,,,NA,.18700001,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.0549999997019768,.0463285595178604,-1.193863987922668,,elasticity of additional m of secchi depth for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0549999997019768,.0804137960076332,.0550180003046989,.0463858358561993,.0804401114583015,.0678192898631096,,,
369,27,Walsh et al 2017,Walsh et al. MD group,12,St Mary's 1 Year Average - Log,1,waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,5966,1996,2008,"St. Mary's County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,011",278967,NR,2000,county,"St. Mary's County, MD",24037,54706,86211,12302,12003,1720,30642,935.6348266601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.740000009536743,m-1,0,1.740000009536743,m-1,Quantitative,1,0,,,,,,NA,.108,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,.0140000004321337,.0358065292239189,.3972460031509399,,elasticity of additional m-1 of light attentuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0140000004321337,.0080459769815207,.014044001698494,.035760186612606,.0080712651833892,.0205518305301666,,,
370,27,Walsh et al 2017,Walsh et al. MD group,12,St Mary's 1 Year Average - Log,2,non-waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,5966,1996,2008,"St. Mary's County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,011",278967,NR,2000,county,"St. Mary's County, MD",24037,54706,86211,12302,12003,1720,30642,935.6348266601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.740000009536743,m-1,0,1.740000009536743,m-1,Quantitative,1,0,,,,,,NA,.108,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.0149999996647239,.0224640294909477,-.6643509864807129,,elasticity of additional m-1 of light attentuation for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0149999996647239,-.0086206896230578,-.014936039224267,.022448418661952,-.0085839303210378,.012901390902698,,,
371,27,Walsh et al 2017,Walsh et al. MD group,12,St Mary's 1 Year Average - Log,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,5966,1996,2008,"St. Mary's County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,011",278967,NR,2000,county,"St. Mary's County, MD",24037,54706,86211,12302,12003,1720,30642,935.6348266601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.8333333134651184,meters,1,1.740000009536743,m-1,Quantitative,1,0,,,,,,NA,.108,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,.0140000004321337,.0358065292239189,.3972460031509399,,elasticity of additional m of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0140000004321337,-.0167999994009733,-.0138239897787571,.0356560945510864,-.0165887866169214,.0427873134613037,,,
372,27,Walsh et al 2017,Walsh et al. MD group,12,St Mary's 1 Year Average - Log,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,5966,1996,2008,"St. Mary's County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,011",278967,NR,2000,county,"St. Mary's County, MD",24037,54706,86211,12302,12003,1720,30642,935.6348266601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.8333333134651184,meters,1,1.740000009536743,m-1,Quantitative,1,0,,,,,,NA,.108,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.0149999996647239,.0224640294909477,-.6643509864807129,,elasticity of additional m of secchi depth for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0149999996647239,.0179999992251396,.0148378815501928,.0224361717700958,.0178054589778185,.026923406869173,,,
373,27,Walsh et al 2017,Walsh et al. MD group,13,Talbot 1 Year Average - Log,1,waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,8227,1996,2008,"Talbot County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,012",507353,NR,2000,county,"Talbot County, MD",24041,43532,33812,6895,5193,615,14307,697.0642700195313,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.419999957084656,m-1,0,1.419999957084656,m-1,Quantitative,1,0,,,,,,NA,.19599999,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.1560000032186508,.0379171967506409,-4.101357936859131,.0099999997764826,elasticity of additional m-1 of light attentuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.1560000032186508,-.1098591536283493,-.1560467928647995,.0379419252276421,-.1098921075463295,.0267196651548147,,,
374,27,Walsh et al 2017,Walsh et al. MD group,13,Talbot 1 Year Average - Log,2,non-waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,8227,1996,2008,"Talbot County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,012",507353,NR,2000,county,"Talbot County, MD",24041,43532,33812,6895,5193,615,14307,697.0642700195313,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.419999957084656,m-1,0,1.419999957084656,m-1,Quantitative,1,0,,,,,,NA,.19599999,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.0140000004321337,.0284588802605867,-.4815720021724701,,elasticity of additional m-1 of light attentuation for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0140000004321337,-.0098591549322009,-.0140251694247127,.0284767560660839,-.009876879863441,.0200540535151958,,,
375,27,Walsh et al 2017,Walsh et al. MD group,13,Talbot 1 Year Average - Log,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,8227,1996,2008,"Talbot County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,012",507353,NR,2000,county,"Talbot County, MD",24041,43532,33812,6895,5193,615,14307,697.0642700195313,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),1.021126747131348,meters,1,1.419999957084656,m-1,Quantitative,1,0,,,,,,NA,.19599999,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.1560000032186508,.0379171967506409,-4.101357936859131,.0099999997764826,elasticity of additional m of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1560000032186508,.1527724117040634,.1561036258935928,.0378794893622398,.1528739035129547,.0370957776904106,,,
376,27,Walsh et al 2017,Walsh et al. MD group,13,Talbot 1 Year Average - Log,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,8227,1996,2008,"Talbot County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,012",507353,NR,2000,county,"Talbot County, MD",24041,43532,33812,6895,5193,615,14307,697.0642700195313,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),1.021126747131348,meters,1,1.419999957084656,m-1,Quantitative,1,0,,,,,,NA,.19599999,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.0140000004321337,.0284588802605867,-.4815720021724701,,elasticity of additional m of secchi depth for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0140000004321337,.0137103451415896,.0139837684109807,.0285363811999559,.0136944493278861,.0279459729790688,,,
377,27,Walsh et al 2017,Walsh et al. MD group,14,Wicomico 1 Year Average - Log,1,waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,11368,1996,2008,"Wicomico County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,013",194521,NR,2000,county,"Wicomico County, MD",24045,39035,84644,11718,19717,1842,32218,976.869384765625,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.630000114440918,m-1,0,3.630000114440918,m-1,Quantitative,1,0,,,,,,NA,.024,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,.046000000089407,.0656597837805748,.7013729810714722,,elasticity of additional m-1 of light attentuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.046000000089407,.0126721765846014,.0459165759384632,.0655350238084793,.0126491943374276,.018053725361824,,,
378,27,Walsh et al 2017,Walsh et al. MD group,14,Wicomico 1 Year Average - Log,2,non-waterfront * ln(KD),2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,11368,1996,2008,"Wicomico County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,013",194521,NR,2000,county,"Wicomico County, MD",24045,39035,84644,11718,19717,1842,32218,976.869384765625,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.630000114440918,m-1,0,3.630000114440918,m-1,Quantitative,1,0,,,,,,NA,.024,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.0149999996647239,.0233434401452541,-.629256010055542,,elasticity of additional m-1 of light attentuation for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0149999996647239,-.0041322312317789,-.0150745445862412,.0233173202723265,-.0041527668945491,.0064235040917993,,,
379,27,Walsh et al 2017,Walsh et al. MD group,14,Wicomico 1 Year Average - Log,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,11368,1996,2008,"Wicomico County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,013",194521,NR,2000,county,"Wicomico County, MD",24045,39035,84644,11718,19717,1842,32218,976.869384765625,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.3994490504264832,meters,1,3.630000114440918,m-1,Quantitative,1,0,,,,,,NA,.024,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,.046000000089407,.0656597837805748,.7013729810714722,,elasticity of additional m of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.046000000089407,-.1151586174964905,-.04584876075387,.0654434114694595,-.1147800013422966,.1638341993093491,,,
380,27,Walsh et al 2017,Walsh et al. MD group,14,Wicomico 1 Year Average - Log,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,double-log,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,11368,1996,2008,"Wicomico County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,013",194521,NR,2000,county,"Wicomico County, MD",24045,39035,84644,11718,19717,1842,32218,976.869384765625,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.3994490504264832,meters,1,3.630000114440918,m-1,Quantitative,1,0,,,,,,NA,.024,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.0149999996647239,.0233434401452541,-.629256010055542,,elasticity of additional m of secchi depth for homes 0 - 500m from waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0149999996647239,.03755172342062,.0149860503152013,.0233801528811455,.0375168025493622,.0585310012102127,,,
381,27,Walsh et al 2017,Walsh et al. MD group,15,Anne Arundel 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,76842,1996,2008,"Anne Arundel County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,014",373199,NR,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.909999966621399,m-1,0,1.909999966621399,m-1,Quantitative,1,0,,,,,,NA,.104,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.0584999993443489,.0070802909322083,-8.256157875061035,.0099999997764826,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.111735001206398,-.0584999993443489,-.1116613447666168,.01347132679075,-.0584614388644695,.0070530511438847,,,
382,27,Walsh et al 2017,Walsh et al. MD group,15,Anne Arundel 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,76842,1996,2008,"Anne Arundel County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,014",373199,NR,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.909999966621399,m-1,0,1.909999966621399,m-1,Quantitative,1,0,,,,,,NA,.104,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.0249000005424023,.0026149749755859,-9.529728889465332,.0099999997764826,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0475590005517006,-.0249000005424023,-.0475831218063831,.0050088809803128,-.0249126292765141,.002622450934723,,,
383,27,Walsh et al 2017,Walsh et al. MD group,15,Anne Arundel 1 Year Average - level,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,76842,1996,2008,"Anne Arundel County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,014",373199,NR,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.7591623067855835,meters,1,1.909999966621399,m-1,Quantitative,1,0,,,,,,NA,.104,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.0584999993443489,.0070802909322083,-8.256157875061035,.0099999997764826,semi-elasticity of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.111735001206398,.14718197286129,.1117920279502869,.0134871108457446,.1472570896148682,.0177657809108496,,,
384,27,Walsh et al 2017,Walsh et al. MD group,15,Anne Arundel 1 Year Average - level,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,76842,1996,2008,"Anne Arundel County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,014",373199,NR,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.7591623067855835,meters,1,1.909999966621399,m-1,Quantitative,1,0,,,,,,NA,.104,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.0249000005424023,.0026149749755859,-9.529728889465332,.0099999997764826,semi-elasticity of secchi depth for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0475590005517006,.0626466795802116,.0475326366722584,.004990573041141,.06261195987463,.0065737888216972,,,
385,27,Walsh et al 2017,Walsh et al. MD group,16,Baltimore County 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,34781,1996,2008,"Baltimore County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,015",167766,NR,2000,county,"Baltimore County, MD",24005,50667,754292,156341,151600,13774,299877,1550.332641601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.069999933242798,m-1,0,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.093999997,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.0293000005185604,.0041075800545514,-7.138266086578369,.0099999997764826,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0899510011076927,-.0293000005185604,-.0898779630661011,.0125927161425352,-.0292762089520693,.0041018621996045,,,
386,27,Walsh et al 2017,Walsh et al. MD group,16,Baltimore County 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,34781,1996,2008,"Baltimore County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,015",167766,NR,2000,county,"Baltimore County, MD",24005,50667,754292,156341,151600,13774,299877,1550.332641601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.069999933242798,m-1,0,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.093999997,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,.0031999999191612,.0018429319607094,1.747758030891418,.1000000014901161,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0098240002989769,.0031999999191612,.0098194573074579,.0056318938732147,.0031985200475901,.0018344930140302,,,
387,27,Walsh et al 2017,Walsh et al. MD group,16,Baltimore County 1 Year Average - level,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,34781,1996,2008,"Baltimore County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,015",167766,NR,2000,county,"Baltimore County, MD",24005,50667,754292,156341,151600,13774,299877,1550.332641601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.472312718629837,meters,1,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.093999997,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.0293000005185604,.0041075800545514,-7.138266086578369,.0099999997764826,semi-elasticity of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0899510011076927,.190447986125946,.08993199467659,.0125538753345609,.1904077380895615,.0265795849263668,,,
388,27,Walsh et al 2017,Walsh et al. MD group,16,Baltimore County 1 Year Average - level,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,34781,1996,2008,"Baltimore County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,015",167766,NR,2000,county,"Baltimore County, MD",24005,50667,754292,156341,151600,13774,299877,1550.332641601563,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.472312718629837,meters,1,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.093999997,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,.0031999999191612,.0018429319607094,1.747758030891418,.1000000014901161,semi-elasticity of secchi depth for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0098240002989769,-.0207997784018517,-.0098523627966642,.0056457561440766,-.0208598300814629,.0119534283876419,,,
