region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Arizona,AZ,2013-08,9904,8949,775,3938,5915,1440,1000,,970803,899239,0.97,0.97
Arizona,AZ,2013-09,10058,9150,722,3992,6032,1492,1005,,777399,702927,0.97,0.97
Arizona,AZ,2013-10,10138,9213,729,4008,6073,1488,1022,,887216,815930,0.97,0.96
Arizona,AZ,2013-11,10491,9566,732,4131,6275,1499,1019,,828211,778219,0.97,0.97
Arizona,AZ,2013-12,10749,9838,701,4190,6448,1529,1044,,815247,755261,0.97,0.96
Arizona,AZ,2014-01,10899,10043,651,4231,6539,1552,1040,,817585,751806,0.97,0.97
Arizona,AZ,2014-02,10927,10096,630,4346,6562,1590,1099,,686381,628493,0.97,0.96
Arizona,AZ,2014-03,11045,10141,597,4391,6628,1610,1114,,747792,632637,0.97,0.96
Arizona,AZ,2014-04,11163,10268,577,4382,6743,1647,1104,,937732,804150,0.97,0.96
California,CA,2008,,,,,,,,0.03,,,,
California,CA,2009,,,,,,,,0.09,,,,
California,CA,2010,,,,,,,,0.15,,,,
California,CA,2011,,,,,,,,0.25,,,,
California,CA,2012,,,,,,,,0.38,,,,
California,CA,2013,,,,,,,,0.48,,,,
California,CA,2008-12,4350,3058,1150,1956,1871,321,184,,,,0.75,0.66
California,CA,2009-01,4919,3524,1256,,,,,,,,,0.67
California,CA,2009-02,5488,3990,1362,,,,,,,,,0.67
California,CA,2009-03,6057,4456,1468,,,,,,,,,0.68
California,CA,2009-04,6626,4922,1574,,,,,,,,,0.69
California,CA,2009-05,7195,5388,1680,,,,,,,,,0.7
California,CA,2009-06,7764,5854,1786,,,,,,,,,0.7
California,CA,2009-07,8333,6320,1892,,,,,,,,,0.71
California,CA,2009-08,8902,6786,1998,,,,,,,,,0.72
California,CA,2009-09,9471,7252,2104,,,,,,,,,0.72
California,CA,2009-10,10040,7718,2210,,,,,,,,,0.73
California,CA,2009-11,10609,8184,2316,,,,,,,,,0.74
California,CA,2009-12,11183,8654,2423,4717,6056,767,554,,,,0.8,0.75
California,CA,2010-01,11625,9049,2471,,,,,,,,,0.76
California,CA,2010-02,12067,9444,2519,,,,,,,,,0.76
California,CA,2010-03,12509,9839,2567,,,,,,,,,0.77
California,CA,2010-04,12951,10234,2615,,,,,,,,,0.77
California,CA,2010-05,13393,10629,2663,,,,,,,,,0.78
California,CA,2010-06,13838,11024,2716,5826,7789,1006,764,,1060613,957600,0.83,0.79
California,CA,2010-07,14340,11446,2797,,,,,,,,,0.8
California,CA,2010-08,14842,11868,2878,,,,,,,,,0.8
California,CA,2010-09,15344,12290,2959,,,,,,,,,0.81
California,CA,2010-10,15846,12712,3040,,,,,,,,,0.81
California,CA,2010-11,16348,13134,3121,,,,,,,,,0.82
California,CA,2010-12,16852,13558,3205,7067,9499,1267,978,,1309421,1151279,0.86,0.83
California,CA,2011-01,17477,14047,3336,6864,9677,1384,967,,1294232,1144085,0.87,0.84
California,CA,2011-02,18265,14786,3394,7504,10439,1379,1102,,1267805,1093426,0.87,0.83
California,CA,2011-03,18926,15302,3534,7677,10940,1424,1132,,1588672,1407073,0.87,0.83
California,CA,2011-04,20198,16500,3606,7980,11923,1537,1241,,1551865,1393395,0.88,0.85
California,CA,2011-05,22099,17533,4467,8335,13445,1615,1291,,1557666,1391239,0.88,0.85
California,CA,2011-06,26173,19952,6133,9095,16716,1746,1452,,1784308,1536324,0.89,0.86
California,CA,2011-07,25553,20133,5333,9118,16060,1804,1483,,1652631,1489079,0.9,0.87
California,CA,2011-08,25971,20839,5044,9030,15738,1759,1465,,1923222,1728312,0.9,0.88
California,CA,2011-09,26481,21532,4859,9518,16550,1906,1558,,1856510,1651466,0.9,0.88
California,CA,2011-10,27464,22538,4837,9767,17253,1958,1595,,1797835,1609338,0.91,0.88
California,CA,2011-11,28612,23593,4928,10065,18070,2044,1615,,1821941,1628485,0.91,0.89
California,CA,2011-12,29379,24278,5010,10256,18626,2088,1667,,2128183,1936340,0.9,0.9
California,CA,2012-01,29572,24750,4739,10389,18677,2123,1722,,1957250,1771922,0.91,0.9
California,CA,2012-02,29966,25218,4665,10589,18875,2193,1750,,2157821,1987280,0.91,0.9
California,CA,2012-03,30713,25930,4703,10870,19301,2256,1828,,2205735,2026448,0.91,0.9
California,CA,2012-04,31426,26635,4710,11146,19721,2328,1893,,2093268,1933504,0.91,0.9
California,CA,2012-05,32422,27532,4812,11457,20378,2409,1966,,2665867,2507709,0.91,0.9
California,CA,2012-06,34248,29064,4994,12013,21580,2553,2072,,2191507,2037664,0.92,0.91
California,CA,2012-07,34307,29668,4549,12110,21465,2607,2107,,2384245,2206595,0.92,0.92
California,CA,2012-08,34981,30395,4484,12387,21786,2690,2156,,2905242,2719658,0.92,0.91
California,CA,2012-09,35722,31319,4296,12676,22177,2764,2197,,2615623,2435416,0.92,0.92
California,CA,2012-10,36805,32403,4283,12997,22871,2820,2293,,3486999,3180264,0.92,0.91
California,CA,2012-11,37241,32800,4296,13103,23125,2869,2327,,2996561,2770119,0.92,0.91
California,CA,2012-12,37577,33135,4292,13288,23250,2919,2352,,3068886,2835223,0.92,0.92
California,CA,2013-01,38250,33858,4258,13487,23651,2980,2404,,3395481,3088425,0.92,0.92
California,CA,2013-02,38858,34579,4191,13718,23909,3074,2458,,3421764,3109491,0.93,0.92
California,CA,2013-03,39388,35173,4128,13853,24218,3134,2493,,3665089,3390307,0.93,0.92
California,CA,2013-04,40175,36001,4082,14119,24664,3187,2579,,3733614,3416852,0.94,0.93
California,CA,2013-05,40713,36517,4104,14326,24912,3240,2618,,4146373,3996206,0.94,0.93
California,CA,2013-06,41365,37354,3921,14479,25328,3299,2638,,3497191,3317708,0.94,0.93
California,CA,2013-07,41659,37911,3646,14676,25211,3402,2675,,3786676,3604258,0.94,0.93
California,CA,2013-08,42332,38198,3590,16010,26037,3729,2925,,4296745,4102737,0.94,0.93
California,CA,2013-09,43264,39385,3331,16325,26699,3865,2970,,3602365,3393877,0.94,0.94
California,CA,2013-10,43913,39980,3303,16506,27122,3885,3026,,4173161,3958995,0.94,0.94
California,CA,2013-11,44159,40413,3156,16614,27213,3950,3043,,3593115,3415598,0.94,0.93
California,CA,2013-12,44677,40888,3133,16788,27500,4037,3096,,3846578,3627555,0.94,0.93
California,CA,2014-01,45403,41660,3132,17031,27922,4089,3162,,3843308,3568546,0.94,0.93
California,CA,2014-02,45715,42093,3016,17449,28171,4240,3216,,2818606,2515752,0.94,0.93
California,CA,2014-03,46382,42357,3031,17663,28605,4320,3281,,2849126,2578041,0.94,0.93
California,CA,2014-04,46902,43094,2890,17734,29025,4409,3280,,2997062,2692219,0.94,0.93
Colorado,CO,2008,,,,,,,,0.04,,,,
Colorado,CO,2009,,,,,,,,0.11,,,,
Colorado,CO,2010,,,,,,,,0.17,,,,
Colorado,CO,2011,,,,,,,,0.27,,,,
Colorado,CO,2012,,,,,,,,0.39,,,,
Colorado,CO,2013,,,,,,,,0.51,,,,
Colorado,CO,2008-12,1080,929,121,582,391,103,111,,,,0.83,0.8
Colorado,CO,2009-01,1156,993,132,,,,,,,,,0.81
Colorado,CO,2009-02,1232,1057,143,,,,,,,,,0.81
Colorado,CO,2009-03,1308,1121,154,,,,,,,,,0.82
Colorado,CO,2009-04,1384,1185,165,,,,,,,,,0.82
Colorado,CO,2009-05,1460,1249,176,,,,,,,,,0.83
Colorado,CO,2009-06,1536,1313,187,,,,,,,,,0.83
Colorado,CO,2009-07,1612,1377,198,,,,,,,,,0.84
Colorado,CO,2009-08,1688,1441,209,,,,,,,,,0.84
Colorado,CO,2009-09,1764,1505,220,,,,,,,,,0.85
Colorado,CO,2009-10,1840,1569,231,,,,,,,,,0.85
Colorado,CO,2009-11,1916,1633,242,,,,,,,,,0.86
Colorado,CO,2009-12,1997,1703,258,1065,864,203,218,,,,0.88,0.86
Colorado,CO,2010-01,2097,1783,277,,,,,,,,,0.86
Colorado,CO,2010-02,2197,1863,296,,,,,,,,,0.86
Colorado,CO,2010-03,2297,1943,315,,,,,,,,,0.86
Colorado,CO,2010-04,2397,2023,334,,,,,,,,,0.86
Colorado,CO,2010-05,2497,2103,353,,,,,,,,,0.87
Colorado,CO,2010-06,2601,2186,374,1453,1120,285,316,,130928,112058,0.89,0.87
Colorado,CO,2010-07,2712,2288,383,,,,,,,,,0.87
Colorado,CO,2010-08,2823,2390,392,,,,,,,,,0.88
Colorado,CO,2010-09,2934,2492,401,,,,,,,,,0.88
Colorado,CO,2010-10,3045,2594,410,,,,,,,,,0.88
Colorado,CO,2010-11,3156,2696,419,,,,,,,,,0.89
Colorado,CO,2010-12,3271,2802,429,1788,1443,386,379,,193490,159872,0.9,0.89
Colorado,CO,2011-01,3382,2908,436,1730,1462,446,366,,181411,145733,0.91,0.9
Colorado,CO,2011-02,3585,3095,451,1953,1587,432,421,,204012,159870,0.91,0.89
Colorado,CO,2011-03,3756,3215,504,1994,1716,431,436,,221723,178153,0.91,0.89
Colorado,CO,2011-04,4034,3461,541,2106,1891,478,483,,219785,180340,0.92,0.91
Colorado,CO,2011-05,4430,3764,633,2256,2139,527,527,,238897,199400,0.93,0.91
Colorado,CO,2011-06,5070,4231,804,2390,2635,556,578,,267672,216657,0.93,0.92
Colorado,CO,2011-07,4910,4201,676,2349,2508,546,582,,264529,224615,0.94,0.92
Colorado,CO,2011-08,5214,4520,659,2364,2554,551,581,,299375,252113,0.94,0.93
Colorado,CO,2011-09,5360,4668,659,2460,2792,599,624,,327172,281873,0.94,0.93
Colorado,CO,2011-10,5513,4776,701,2510,2892,620,642,,368157,321618,0.94,0.93
Colorado,CO,2011-11,5654,4913,706,2534,3009,627,661,,356102,309288,0.94,0.93
Colorado,CO,2011-12,5709,4943,729,2574,3019,646,657,,423061,371840,0.94,0.94
Colorado,CO,2012-01,5850,5075,739,2633,3093,666,684,,415159,362805,0.94,0.94
Colorado,CO,2012-02,5928,5159,724,2685,3113,678,697,,428130,378584,0.95,0.94
Colorado,CO,2012-03,5999,5232,724,2705,3170,692,717,,421499,375773,0.94,0.94
Colorado,CO,2012-04,6117,5339,731,2748,3241,709,733,,414598,372079,0.94,0.94
Colorado,CO,2012-05,6299,5525,728,2800,3359,720,767,,448965,410735,0.94,0.94
Colorado,CO,2012-06,6443,5667,729,2864,3435,739,787,,376756,346467,0.95,0.94
Colorado,CO,2012-07,6507,5770,700,2881,3439,759,808,,381124,335157,0.95,0.95
Colorado,CO,2012-08,6656,5922,699,2920,3532,770,803,,446477,379205,0.95,0.95
Colorado,CO,2012-09,6782,6038,711,2963,3597,782,822,,418678,352915,0.95,0.95
Colorado,CO,2012-10,6937,6199,703,3017,3694,794,837,,600839,495938,0.95,0.94
Colorado,CO,2012-11,7037,6265,736,3058,3749,803,854,,491813,400943,0.95,0.95
Colorado,CO,2012-12,7052,6280,740,3071,3764,811,860,,434213,357916,0.94,0.94
Colorado,CO,2013-01,7137,6383,725,3130,3774,828,857,,502905,409687,0.95,0.93
Colorado,CO,2013-02,7247,6499,720,3161,3850,843,883,,537111,420635,0.95,0.94
Colorado,CO,2013-03,7349,6606,713,3198,3905,855,902,,453269,372180,0.96,0.94
Colorado,CO,2013-04,7447,6702,713,3225,3972,869,932,,491060,401190,0.96,0.94
Colorado,CO,2013-05,7529,6809,686,3262,4005,868,956,,488616,414660,0.95,0.94
Colorado,CO,2013-06,7608,6894,678,3299,4035,884,947,,410537,353097,0.96,0.96
Colorado,CO,2013-07,7762,7065,659,3309,4130,905,977,,432224,377087,0.96,0.95
Colorado,CO,2013-08,7898,7212,647,3557,4320,941,1036,,437863,384107,0.96,0.96
Colorado,CO,2013-09,8018,7395,579,3621,4375,964,1051,,391717,340092,0.95,0.95
Colorado,CO,2013-10,8196,7574,581,3696,4460,980,1062,,440007,385525,0.95,0.95
Colorado,CO,2013-11,8392,7780,566,3776,4574,1010,1082,,436124,389651,0.95,0.95
Colorado,CO,2013-12,8435,7804,573,3773,4616,1018,1101,,465554,412601,0.95,0.95
Colorado,CO,2014-01,8459,7860,549,3783,4625,1025,1115,,464214,400463,0.95,0.95
Colorado,CO,2014-02,8515,7947,525,3844,4664,1053,1137,,369487,298830,0.95,0.95
Colorado,CO,2014-03,8547,7905,544,3841,4695,1055,1147,,418244,308624,0.95,0.95
Colorado,CO,2014-04,8601,8006,535,3858,4726,1083,1160,,442698,309398,0.96,0.95
Connecticut,CT,2008,,,,,,,,0.06,,,,
Connecticut,CT,2009,,,,,,,,0.14,,,,
Connecticut,CT,2010,,,,,,,,0.24,,,,
Connecticut,CT,2011,,,,,,,,0.36,,,,
Connecticut,CT,2012,,,,,,,,0.46,,,,
Connecticut,CT,2013,,,,,,,,0.58,,,,
Connecticut,CT,2008-12,1146,853,248,404,618,110,42,,,,0.88,0.81
Connecticut,CT,2009-01,1243,929,270,,,,,,,,,0.82
Connecticut,CT,2009-02,1340,1005,292,,,,,,,,,0.82
Connecticut,CT,2009-03,1437,1081,314,,,,,,,,,0.83
Connecticut,CT,2009-04,1534,1157,336,,,,,,,,,0.83
Connecticut,CT,2009-05,1631,1233,358,,,,,,,,,0.84
Connecticut,CT,2009-06,1728,1309,380,,,,,,,,,0.84
Connecticut,CT,2009-07,1825,1385,402,,,,,,,,,0.85
Connecticut,CT,2009-08,1922,1461,424,,,,,,,,,0.85
Connecticut,CT,2009-09,2019,1537,446,,,,,,,,,0.86
Connecticut,CT,2009-10,2116,1613,468,,,,,,,,,0.86
Connecticut,CT,2009-11,2213,1689,490,,,,,,,,,0.87
Connecticut,CT,2009-12,2318,1767,514,749,1497,231,114,,,,0.94,0.88
Connecticut,CT,2010-01,2415,1852,526,,,,,,,,,0.88
Connecticut,CT,2010-02,2512,1937,538,,,,,,,,,0.88
Connecticut,CT,2010-03,2609,2022,550,,,,,,,,,0.88
Connecticut,CT,2010-04,2706,2107,562,,,,,,,,,0.88
Connecticut,CT,2010-05,2803,2192,574,,,,,,,,,0.89
Connecticut,CT,2010-06,2904,2280,589,1005,1860,328,154,,532885,500023,0.95,0.89
Connecticut,CT,2010-07,2967,2336,596,,,,,,,,,0.89
Connecticut,CT,2010-08,3030,2392,603,,,,,,,,,0.89
Connecticut,CT,2010-09,3093,2448,610,,,,,,,,,0.89
Connecticut,CT,2010-10,3156,2504,617,,,,,,,,,0.89
Connecticut,CT,2010-11,3219,2560,624,,,,,,,,,0.9
Connecticut,CT,2010-12,3285,2620,633,1174,2070,389,175,,709517,646468,0.96,0.9
Connecticut,CT,2011-01,3387,2707,648,1124,2051,398,181,,637863,580720,0.95,0.94
Connecticut,CT,2011-02,3509,2783,691,1238,2220,433,192,,650227,589209,0.91,0.9
Connecticut,CT,2011-03,3681,2902,746,1273,2358,437,212,,791797,718859,0.91,0.9
Connecticut,CT,2011-04,3867,3068,766,1316,2504,469,226,,704114,637842,0.91,0.91
Connecticut,CT,2011-05,4103,3198,872,1343,2702,481,246,,766569,701907,0.92,0.91
Connecticut,CT,2011-06,4600,3490,1075,1405,3130,517,279,,804379,711799,0.92,0.91
Connecticut,CT,2011-07,4533,3493,1005,1374,3074,516,266,,680974,633035,0.92,0.91
Connecticut,CT,2011-08,4562,3536,991,1361,3013,508,262,,782662,714767,0.92,0.91
Connecticut,CT,2011-09,4698,3656,1004,1423,3164,537,289,,804611,727938,0.92,0.91
Connecticut,CT,2011-10,4819,3764,1012,1434,3256,544,289,,743318,678835,0.92,0.91
Connecticut,CT,2011-11,4970,3941,986,1465,3370,560,297,,614726,566361,0.92,0.92
Connecticut,CT,2011-12,5047,4020,987,1482,3427,565,309,,692875,645621,0.92,0.91
Connecticut,CT,2012-01,5087,4074,976,1503,3448,586,317,,795566,745954,0.92,0.92
Connecticut,CT,2012-02,5189,4199,954,1516,3531,603,321,,794523,747631,0.92,0.92
Connecticut,CT,2012-03,5344,4308,1000,1552,3643,614,336,,929262,874665,0.92,0.92
Connecticut,CT,2012-04,5501,4425,1041,1585,3745,636,344,,766561,721181,0.92,0.91
Connecticut,CT,2012-05,5704,4616,1054,1647,3872,646,349,,938417,897186,0.92,0.91
Connecticut,CT,2012-06,5899,4791,1073,1680,4021,669,359,,900079,863469,0.93,0.92
Connecticut,CT,2012-07,6025,4985,1006,1685,4047,683,351,,876548,834570,0.92,0.92
Connecticut,CT,2012-08,6184,5178,974,1717,4130,695,371,,961311,915748,0.92,0.92
Connecticut,CT,2012-09,6330,5334,964,1746,4223,706,386,,980364,938095,0.93,0.92
Connecticut,CT,2012-10,6475,5477,963,1791,4288,733,385,,1348008,1259771,0.93,0.92
Connecticut,CT,2012-11,6645,5643,969,1831,4392,752,397,,1202790,1141313,0.93,0.92
Connecticut,CT,2012-12,6750,5739,975,1863,4441,768,389,,1157149,1097079,0.93,0.92
Connecticut,CT,2013-01,6911,5909,966,1882,4549,784,417,,1231049,1161211,0.92,0.92
Connecticut,CT,2013-02,7724,6732,955,2034,4998,858,484,,1144965,1075621,0.93,0.92
Connecticut,CT,2013-03,7899,6897,968,2070,5115,888,500,,1367035,1302886,0.92,0.92
Connecticut,CT,2013-04,8056,7045,971,2096,5205,904,512,,1335245,1261074,0.93,0.92
Connecticut,CT,2013-05,8127,7192,894,2125,5249,919,515,,1156999,1130231,0.93,0.92
Connecticut,CT,2013-06,8317,7520,751,2186,5337,934,561,,1206178,1175043,0.93,0.92
Connecticut,CT,2013-07,8390,7658,684,2174,5281,929,566,,1269164,1237045,0.93,0.92
Connecticut,CT,2013-08,8463,7736,678,2398,6037,978,610,,1309631,1276466,0.93,0.93
Connecticut,CT,2013-09,8747,8069,625,2451,6262,1018,631,,1709182,1674039,0.93,0.93
Connecticut,CT,2013-10,8949,8279,613,2489,6410,1046,651,,3573425,3520860,0.93,0.92
Connecticut,CT,2013-11,8967,8302,602,2477,6420,1058,648,,1268856,1240666,0.93,0.93
Connecticut,CT,2013-12,8931,8244,615,2487,6370,1057,646,,1634112,1604235,0.93,0.93
Connecticut,CT,2014-01,9024,8341,615,2490,6441,1070,643,,1273941,1239690,0.93,0.93
Connecticut,CT,2014-02,8976,8345,560,2534,6432,1076,671,,953760,923718,0.94,0.93
Connecticut,CT,2014-03,9081,8370,602,2587,6482,1117,667,,1345222,1301139,0.93,0.93
Connecticut,CT,2014-04,9162,8455,563,2570,6577,1118,630,,1094457,1050023,0.93,0.92
District Of Columbia,DC,2008,,,,,,,,0.03,,,,
District Of Columbia,DC,2009,,,,,,,,0.07,,,,
District Of Columbia,DC,2010,,,,,,,,0.11,,,,
District Of Columbia,DC,2011,,,,,,,,0.21,,,,
District Of Columbia,DC,2012,,,,,,,,0.31,,,,
District Of Columbia,DC,2013,,,,,,,,0.48,,,,
District Of Columbia,DC,2008-12,129,61,67,30,68,1,3,,,,0.75,0.73
District Of Columbia,DC,2009-01,163,92,69,,,,,,,,,0.74
District Of Columbia,DC,2009-02,197,123,71,,,,,,,,,0.74
District Of Columbia,DC,2009-03,231,154,73,,,,,,,,,0.75
District Of Columbia,DC,2009-04,265,185,75,,,,,,,,,0.76
District Of Columbia,DC,2009-05,299,216,77,,,,,,,,,0.77
District Of Columbia,DC,2009-06,333,247,79,,,,,,,,,0.77
District Of Columbia,DC,2009-07,367,278,81,,,,,,,,,0.78
District Of Columbia,DC,2009-08,401,309,83,,,,,,,,,0.79
District Of Columbia,DC,2009-09,435,340,85,,,,,,,,,0.79
District Of Columbia,DC,2009-10,469,371,87,,,,,,,,,0.8
District Of Columbia,DC,2009-11,503,402,89,,,,,,,,,0.81
District Of Columbia,DC,2009-12,537,442,95,102,417,20,4,,,,0.84,0.82
District Of Columbia,DC,2010-01,562,466,95,,,,,,,,,0.82
District Of Columbia,DC,2010-02,587,490,96,,,,,,,,,0.82
District Of Columbia,DC,2010-03,612,514,97,,,,,,,,,0.81
District Of Columbia,DC,2010-04,637,538,98,,,,,,,,,0.81
District Of Columbia,DC,2010-05,662,562,99,,,,,,,,,0.81
District Of Columbia,DC,2010-06,689,589,100,138,551,33,7,,20422,19269,0.82,0.81
District Of Columbia,DC,2010-07,703,603,100,,,,,,,,,0.82
District Of Columbia,DC,2010-08,717,617,101,,,,,,,,,0.83
District Of Columbia,DC,2010-09,731,631,101,,,,,,,,,0.84
District Of Columbia,DC,2010-10,745,645,102,,,,,,,,,0.85
District Of Columbia,DC,2010-11,759,659,103,,,,,,,,,0.87
District Of Columbia,DC,2010-12,778,674,104,166,611,49,16,,24786,23356,0.88,0.88
District Of Columbia,DC,2011-01,967,858,109,178,623,56,13,,22667,21342,0.9,0.89
District Of Columbia,DC,2011-02,1140,1028,112,296,839,91,22,,22949,21499,0.92,0.89
District Of Columbia,DC,2011-03,1178,1065,113,311,861,92,24,,29908,28321,0.92,0.9
District Of Columbia,DC,2011-04,1217,1103,113,310,899,102,24,,24219,23040,0.92,0.9
District Of Columbia,DC,2011-05,1261,1143,118,317,933,103,25,,46161,43268,0.91,0.9
District Of Columbia,DC,2011-06,1332,1183,149,323,994,103,31,,54795,49648,0.92,0.9
District Of Columbia,DC,2011-07,1318,1170,148,328,935,106,30,,52600,49714,0.92,0.9
District Of Columbia,DC,2011-08,1391,1229,162,327,903,101,33,,56781,53121,0.9,0.9
District Of Columbia,DC,2011-09,1453,1287,165,374,997,123,41,,63547,58641,0.92,0.9
District Of Columbia,DC,2011-10,1492,1328,162,375,1030,126,39,,64002,59215,0.93,0.91
District Of Columbia,DC,2011-11,1529,1360,166,392,1045,132,42,,62010,56936,0.94,0.93
District Of Columbia,DC,2011-12,1523,1342,177,384,1050,128,39,,72218,67317,0.94,0.93
District Of Columbia,DC,2012-01,1563,1382,175,395,1070,134,41,,68466,63326,0.94,0.94
District Of Columbia,DC,2012-02,1583,1408,168,396,1084,136,42,,63247,58190,0.94,0.94
District Of Columbia,DC,2012-03,1620,1456,157,408,1110,143,39,,69158,63998,0.94,0.94
District Of Columbia,DC,2012-04,1659,1490,163,413,1138,147,43,,70255,64739,0.94,0.94
District Of Columbia,DC,2012-05,1636,1482,149,415,1118,142,41,,70146,65786,0.94,0.94
District Of Columbia,DC,2012-06,1663,1508,150,411,1140,133,42,,67751,63956,0.94,0.94
District Of Columbia,DC,2012-07,1655,1506,143,408,1090,132,41,,66210,60954,0.94,0.93
District Of Columbia,DC,2012-08,1724,1562,155,426,1116,145,39,,79082,73382,0.95,0.95
District Of Columbia,DC,2012-09,1770,1623,140,435,1137,154,37,,61029,58149,0.96,0.95
District Of Columbia,DC,2012-10,1821,1661,151,437,1166,155,40,,147694,144326,0.95,0.94
District Of Columbia,DC,2012-11,1845,1693,141,430,1191,153,39,,62488,59969,0.96,0.95
District Of Columbia,DC,2012-12,1860,1708,143,425,1207,156,39,,61298,55974,0.95,0.94
District Of Columbia,DC,2013-01,1905,1742,153,431,1242,162,44,,61667,58565,0.95,0.93
District Of Columbia,DC,2013-02,1906,1750,146,440,1226,161,45,,66144,62463,0.95,0.93
District Of Columbia,DC,2013-03,1917,1759,147,438,1229,169,49,,93234,86567,0.96,0.94
District Of Columbia,DC,2013-04,1976,1821,143,450,1257,175,50,,96282,87975,0.96,0.95
District Of Columbia,DC,2013-05,1988,1825,149,466,1260,177,46,,80343,78602,0.98,0.96
District Of Columbia,DC,2013-06,1978,1808,156,475,1236,180,45,,81442,77936,0.98,0.96
District Of Columbia,DC,2013-07,2031,1871,146,480,1216,187,51,,97410,91586,0.98,0.97
District Of Columbia,DC,2013-08,2082,1924,144,571,1502,222,51,,95207,88799,0.96,0.97
District Of Columbia,DC,2013-09,2136,1975,144,580,1544,227,49,,90912,85692,0.97,0.96
District Of Columbia,DC,2013-10,2152,1990,142,585,1554,231,57,,95682,90349,0.97,0.96
District Of Columbia,DC,2013-11,2173,2006,146,592,1563,229,61,,81154,77845,0.96,0.95
District Of Columbia,DC,2013-12,2233,2064,145,614,1598,225,61,,88842,85556,0.96,0.96
District Of Columbia,DC,2014-01,2254,2084,151,614,1619,229,59,,83324,80047,0.96,0.96
District Of Columbia,DC,2014-02,2291,2130,139,651,1636,245,59,,59881,57586,0.96,0.96
District Of Columbia,DC,2014-03,2314,2133,148,654,1655,250,65,,73198,67849,0.96,0.96
District Of Columbia,DC,2014-04,2389,2213,152,664,1716,253,62,,124675,113552,0.97,0.96
Delaware,DE,2008,,,,,,,,0.07,,,,
Delaware,DE,2009,,,,,,,,0.16,,,,
Delaware,DE,2010,,,,,,,,0.22,,,,
Delaware,DE,2011,,,,,,,,0.36,,,,
Delaware,DE,2012,,,,,,,,0.53,,,,
Delaware,DE,2013,,,,,,,,0.66,,,,
Delaware,DE,2008-12,397,200,191,163,174,33,12,,,,0.94,0.93
Delaware,DE,2009-01,419,215,198,,,,,,,,,0.93
Delaware,DE,2009-02,441,230,205,,,,,,,,,0.93
Delaware,DE,2009-03,463,245,212,,,,,,,,,0.93
Delaware,DE,2009-04,485,260,219,,,,,,,,,0.93
Delaware,DE,2009-05,507,275,226,,,,,,,,,0.94
Delaware,DE,2009-06,529,290,233,,,,,,,,,0.94
Delaware,DE,2009-07,551,305,240,,,,,,,,,0.94
Delaware,DE,2009-08,573,320,247,,,,,,,,,0.94
Delaware,DE,2009-09,595,335,254,,,,,,,,,0.94
Delaware,DE,2009-10,617,350,261,,,,,,,,,0.94
Delaware,DE,2009-11,639,365,268,,,,,,,,,0.94
Delaware,DE,2009-12,666,385,275,288,350,68,25,,,,0.95,0.95
Delaware,DE,2010-01,681,396,279,,,,,,,,,0.95
Delaware,DE,2010-02,696,407,283,,,,,,,,,0.95
Delaware,DE,2010-03,711,418,287,,,,,,,,,0.95
Delaware,DE,2010-04,726,429,291,,,,,,,,,0.95
Delaware,DE,2010-05,741,440,295,,,,,,,,,0.95
Delaware,DE,2010-06,761,453,303,335,411,92,31,,80404,78603,0.95,0.95
Delaware,DE,2010-07,781,470,306,,,,,,,,,0.95
Delaware,DE,2010-08,801,487,309,,,,,,,,,0.95
Delaware,DE,2010-09,821,504,312,,,,,,,,,0.95
Delaware,DE,2010-10,841,521,315,,,,,,,,,0.95
Delaware,DE,2010-11,861,538,318,,,,,,,,,0.96
Delaware,DE,2010-12,884,557,321,367,501,101,40,,146483,141115,0.97,0.96
Delaware,DE,2011-01,919,584,329,366,500,105,35,,158870,151993,0.96,0.96
Delaware,DE,2011-02,986,646,333,413,556,118,45,,172082,162890,0.96,0.96
Delaware,DE,2011-03,1048,701,342,427,604,113,42,,194868,184626,0.95,0.93
