OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,SHAPE_Length
354,CT6100-00_01,2010,Blackberry River-01,"From mouth at confluence with Housatonic River (at loop in river around island), US to confluence with North Canaan WPCF (near old RailRoad grade, currently trail), North Canaan.",0.78,01100005,Fully Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,4130.74861670271
355,CT6100-00_02a,2010,Blackberry River-02a,"From confluence with North Canaan WPCF (near old RailRoad grade, currently trail, DS of Route 44 crossing), US to drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), North Canaan.",2.75,01100005,Fully Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,14528.2770899498
356,CT6100-00_02b,2010,Blackberry River-02b,"From drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), US to Blast Furnace (Historical Park) at Lower Pond dam outlet on Iron Furnace Pond (perpendicular to Furnace Hill Road), North Canaan.",1.18,01100005,Fully Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,6212.26925322723
357,CT6100-00_03,2010,Blackberry River-03,"From Blast Furnace (Historical Park) at Lower Pond dam outlet on Iron Furnace Pond (perpendicular to Furnace Hill Road), North Canaan, US to confluence with North Brook (DS of Norfolk WPCF, south side of Route 44 at Ashpohtag Road intersection), Norfolk.",4.19,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22116.5394415188
358,CT6100-00_04,2010,Blackberry River-04,"From confluence with North Brook (DS of Norfolk WPCF, south side of Route 44 at Ashpohtag Road intersection), US to Norfolk WPCF outfall (US end of site), Norfolk.",0.46,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2441.47691323056
359,CT6100-00_05,2010,Blackberry River-05,"From Norfolk WPCF outfall (DS end of site), US to headwaters at confluence of Wood Creek and Spaulding Brook (US of Blackberry Street crossing, parallel to Route 44), Norfolk.",1.03,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5456.98134215048
360,CT6020-00_01,2010,Pootatuck River-01,"From mouth at confluence with Housatonic River (west bank, DS of Walnut Tree Hill Road crossing), US to confluence with Newtown WPCF outflow (just DS of confluence with Deep Brook, US of I84 cossing), Newtown.",2.44,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12897.425861261
361,CT6020-00_02,2010,Pootatuck River-02,"From confluence with Newtown WPCF outflow (just DS of confluence with Deep Brook, US of I84 cossing), Newtown, US to headwaters at unnamed pond (parallel to Judd Road), Easton.",8.39,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,44274.9298777674
362,CT6023-00_01,2010,Eightmile Brook (Oxford-Middlebury)-01,"From mouth at confluence with Housatonic River (Lake Housatonic portion, just DS of Roosevelt Road (Route 34) crossing), Oxford, US to headwaters at Lake Quassapaug outlet dam (US of Route 64 crossing), Middlebury.",11.78,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,62205.2934830584
363,CT6025-00_01,2010,Farmill River-01,"From saltwater limit (head of marsh) at confluence with Housatonic River, US to Wilson Gardens Dog Pond outlet dam at River Road (Route 110) crossing (ponded portion), Shelton/Stratford town border. (Lower portion in LIS CT-C1_020-SB)",0.19,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,976.844678758087
364,CT6025-00_02,2010,Farmill River-02,"From River Road (Route 110) crossing (Wilson Gardens Dog Pond outlet dam), Shelton/Stratford town border, US to confluence with Means Brook (US of Sycamore Drive crossing), Shelton.",3.99,01100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,21076.866888295
365,CT6914-00_01,2010,Mad River (Waterbury)-01,"From mouth at confluence with Naugatuck River (behind Roller Magic, off of Harvester Road), US to Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), Waterbury.",1.77,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9371.23795722702
366,CT6914-00_02,2010,Mad River (Waterbury)-02,"From Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), US to confluence with Beaver Pond Brook, just US of I84 crossing (Scovill Pond no longer exists), Waterbury.",1.01,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5327.69037844361
367,CT6914-00_03a,2010,Mad River (Waterbury)-03a,"From confluence with Beaver Pond Brook, (just US of I84 crossing and DS of Plank Road crossing, in former Scovill Ponds section), Waterbury, US to confluence with Lily Brook (CT6914-06 Gazetteer, and called Finch Brook in NHD), Wolcott.",3.46,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18252.835809182
368,CT7300-00_05,2010,Norwalk River-05,"From confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield, US to headwaters at Little Pond outlet dam (US of confluence with Ridgefield Brook from west, on west side parallel to Route 7), Ridgefield.",4.85,01100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,25633.9528667946
369,CT3400-00_02,2010,Fivemile River (Killingly)-02,"From entrance to Fivemile Pond (northwest portion), US to confluence with Attawaugan Brook, just west of Route 395 crossing.",4.52,01100001,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,23874.638059922
370,CT7300-02_01,2010,Ridgefield Brook-01,"From confluence with Norwalk River (DS of headwaters at Little Pond outlet dam, west side of Route 7), US to Taylors Pond outlet dam (US of Limestone Road crossing), Ridgefield.",1.05,01100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5544.92030045107
371,CT7300-02_02,2010,Ridgefield Brook-02,"From INLET to Taylor Pond (on southwest portion of pond, east of Barrow Mountain), US (south) to headwaters at outlet of Lounsebury Pond in southwest portion of Great Swamp, Ridgefield (Segment includes outfall of Ridgefield POTW, upper Great Swamp area)",3.22,01100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16999.060547653
372,CT7300-07_01,2010,Cooper Pond Brook-01,"From mouth at confluence with Norwalk River (DS of Ethan Allen Highway (Route 7) crossing), US to Candees Pond outlet dam, Ridgefield.",0.41,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2169.2313902958
373,CT7300-07_02,2010,Cooper Pond Brook-02,"From INLET to Candees Pond, US to headwaters at unnamed pond (on south side of Florida Hill Road, at intersection with Ivy Hill Road), Ridgefield. (Segment includes Grimes Pond and Johns Pond)",1.89,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9956.05849506907
374,CT7302-00_01,2010,Silvermine River-01,"From Mouth at confluence with Norwalk River (northwest INLET to Deering Pond portion of river), US to Merritt Parkway (Route 15) crossing), Norwalk. (Segment includes Davis Pond)",0.98,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5173.68983424975
375,CT4305-00_02,2010,Morgan Brook-02,"From confluence with tributary 4305-04 (end of seg-01) east side of Route 44, US to East West Hill Road crossing area (50 meters US of East West Hill Road crossing, entrance of 9/12/05 home heating fuel spill), Barkhamsted.",1.41,01080207,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7455.16784094764
376,CT4305-00_03,2010,Morgan Brook-03,"From East West Hill Road crossing area (50 meters US of East West Hill Road crossing, entrance of 9/12/05 home heating fuel spill), US to confluence with Mallory Brook, Barkhamsted.",0.48,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2514.80892908561
377,CT4305-00_04,2010,Morgan Brook-04,"From confluence with Mallory Brook, US to West Hill Pond outlet dam, Barkhamsted.",1.52,01080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8045.67626279668
378,CT7410-00_01,2010,East Branch Byram River-01,"From confuence with Byram River (northeast portion of Toll Gate Pond section of river, between Route 15 and Riversville Road), US to Old Pond outlet dam (just US of Old Mill Road crossing, first impoundment DS of John Street site), Greenwich.",2.79,01100006,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14736.6301607249
379,CT7410-00_02,2010,East Branch Byram River-02,"From Old Pond INLET (first impoundment DS of John Street site), US to New York state border (US of Chitwick Pond Road crossing), Greenwich. (Segment includes Lake Mead ",2.61,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13771.1089945345
380,CT7411-00_01,2010,Byram River-01,"From head of tide (US of Route 1 crossing, at INLET to ponded portion of river, just DS of Upland Street East area), US to Pemberwick outlet dam (US of Comly Avenue crossing, and US of confluence with Pemberwick Brook, Greenwich.",0.49,01100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2604.56965515249
381,CT7411-00_02,2010,Byram River-02,"From Pemberwick outlet dam (US of Comly Avenue crossing, and US of confluence with Pemberwick Brook, US to New York border (on eastern side of I684, in marsh), Greenwich. (Segment includes several ponds with dams)",6.95,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,36684.8714524547
382,CT8101-00_01,2010,Quaker Brook-01,"From New York state border (DS of Merritts Pond, parallel to Route 37, north of intersection with Haviland Hollow Road), New Fairfield, US to New York state border (along south side of Chapel Hill Road), Sherman. (Segment includes 6 ponds/lakes)",4.78,02030101,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,25229.3564999063
383,CT8104-00_01,2010,Titicus River-01,"From New York state border (in large marsh along north side of North Salem Road (Route 116)), US to headwaters (at unnamed marsh, US of Old West Mountain Road crossing), Ridgefield. (Segment includes several ponds and marshes) ",6.34,02030101,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,33474.3824547201
384,CT7000-22_01,2010,Indian River (Westport)-01,"From mouth at Saugatuck River (head of Burritt Cove, Saugatuck River Estuary, just DS of Saugatuck Avenue (Route 136) crossing), US to I95 crossing, Westport.",0.53,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2788.78073228582
385,CT4403-00_02,2010,Trout Brook-02,"From US side of Route 84 Exit 42 (Trout Brook) ramp, West Hartford, US to Park Road crossing (Entire segment flows through concrete channel).",0.88,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4667.95300028311
386,CT4403-00_03,2010,Trout Brook-03,"From Park Road crossing (just DS of Boulevard road crossing), US to Woodbridge Lake outlet dam, West Hartford.",5.95,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,31422.9723160075
387,CT4404-00_01,2010,North Branch Park River-01,"From mouth at confluence with Park River just DS of I84 crossing, US to entrance of conduit (entire segment in pipe) near Farmingotn Avenue, Hartford.",0.51,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2684.19087338133
388,CT4404-00_02,2010,North Branch Park River-02,"From DS side of Farmington Avenue (at entrance of conduit), US to confluence with Wash Brook (just DS of confluence of Wash Brook and Beamans Brook), Bloomfield.",5.39,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28465.6401230575
389,CT4500-00_01,2010,Hockanum River-01,"From mouth at Connecticut River, East Hartford, US to Cellu Company Dam, the first dam at Scotland Impoundment (two dams just DS of this dam), includes impounded water behind East Hartford town hall.",4.26,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22496.9061096482
390,CT4500-00_02,2010,Hockanum River-02,"From Cellu Company dam (first dam at Scotland Impoundment), US to confluence with South Fork Hockanum (AKA Hop) River, just US of ""Laurel Lake"", Manchester.",3.6,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18983.8485444874
391,CT4500-00_03,2010,Hockanum River-03,"From confluence with South Fork Hockanum (AKA Hop) River (just US of ""Laurel Lake""), US to Union Pond outlet dam, Manchester.",3.42,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18069.841632771
392,CT4500-00_04a,2010,Hockanum River-04a,"From inlet to Union Pond, Manchester, US to confluence with Tankerhoosen River, Vernon.",1.44,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7606.50305341415
393,CT4500-00_04b,2010,Hockanum river-04b,"From confluence with Tankerhoosen River, Vernon, US to marsh (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon.",1.67,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8802.05322966605
394,CT7200-22_01,2010,Beaver Brook (Weston)-01,"From mouth at confluence with Saugatuck River (DS Slumber Lane crossing), US to confluence with Davidge Brook (adjacent to Glenwood Road), Weston.",1.02,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5381.07642444221
395,CT7200-24_01,2010,Kettle Creek (Weston)-01,"From mouth at confluence with Saugatuck River (DS of Good Hill Road crossing), US to confluence with unnamed tributary (DS of Kettle Creek Road crossing), Weston.",0.62,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3283.42134611148
396,CT4308-00_01,2010,"Farmington River, East Branch-01","From mouth at Farmington River mainstem, New Hartford, US to Lake McDonough outlet dam.",1.11,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5878.93459849647
397,CT4308-15_01,2010,Beaver Brook (Barkhamsted)-01,"From mouth at northwestern corner of Lake McDonough (Compensating Reservoir), Barkhamsted, US to headwaters in Peoples State Forest, Hartland.",5.51,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,29079.6814454708
398,CT4600-00_04,2010,Mattabesset River-04,"From confluence with Willow Brook, US to Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin.",2.83,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14944.9460852476
399,CT4600-00_05,2010,Mattabesset River-05,"From Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin, US to inlet of Paper Goods Pond (segment includes both ponds).",1.01,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5328.85552658762
400,CT4600-00_06,2010,Mattabesset River-06,"From inlet to Paper Goods Pond, US to Lower Hart Pond outlet dam (Both Lower and Upper Hart Ponds are not in segment).",1.32,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6976.2187259884
401,CT4600-00_07,2010,Mattabesset River-07,"From inlet to Upper Hart Pond (Both Lower and Upper Hart Ponds are not in segment), US to Wasel Reservoir inlet dam (segment includes Smith Brothers Pond).",1.6,01080205,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,8459.12675552078
402,CT4600-01_01,2010,Stocking Brook-01,"From mouth at confluence with Mattabesset River (just DS of Lower Hart Pond inlet), US to confluence with John Hall Brook (DS of Southington Road crossing), Berlin.",1.3,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6887.97536152419
403,CT4600-01_02,2010,Stocking Brook-02,"From confluence with John Hall Brook (DS of Southington Road crossing), US to Merimere Reservoir outlet dam (just US of West Peak Drive crossing), Berlin.",3.73,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,19676.9604950738
404,CT4600-05_01,2010,John Hall Brook-01,"From mouth at confluence with Stocking Brook (DS of Southington Road crossing), US to Kenmere Reservoir OUTLET, Berlin.",1.02,01080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5370.64271823699
405,CT4600-05_02,2010,John Hall Brook-02,"From Kenmere Reservoir INLET, US to Hallmere Reservoir outlet dam, Berlin.",1,01080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,5304.71900934009
406,CT4600-07_01,2010,Little Brook (Rocky Hill)-01,"From mouth at Mattabasset River US to source near Trinity Rd, Rocky Hill.",1.92,01080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10131.3491103589
407,CT4705-00_02,2010,Jeremy River-02,"From Norton Paper Company Dam (just US of Route 149 crossing), North Westchester (Colchester), US to headwaters at Holbrook Pond, Hebron.",9.09,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,48001.5733775116
408,CT4707-00_01,2010,Blackledge River-01,"From mouth at confluence with Jeremy River, at head of Salmon River (near River Road), Colchester, US to headwaters (near Converse Road, just off Birch Mountain Road), Bolton.",16.35,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,86323.2319832187
409,CT4707-06_01,2010,Flat Brook (Marlborough)-01,"From mouth at Blackledge River (DS of Standish Drive crossing), Marlborough, US to headwaters at Diamond Lake, Glastonbury.",2.04,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10783.5460897095
410,CT6101-00_01,2010,Whiting River-01,"From mouth at confluence with Blackberry River (just DS of Canaan Road (Route 44) crossing), US to College Hill Road crossing, North Canaan.",1.66,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8752.06659143148
411,CT6200-00_01,2010,Hollenbeck River-01,"From mouth at confluence with Housatonic River (DS of Point of Rock Road (Route 126) crossing), Canaan, US to headwaters (US of Cornwall Hollow Road (Route 43) crossing), Cornwall.",18.32,01100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,96710.7310936931
412,CT6200-01_01,2010,Bradford Brook-01,"From mouth at confluence with Hollenbeck River (DS of Cornwall Hollow Road (Route 43) crossing), Cornwall, US to headwaters, Goshen.",1.98,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10439.3887438738
413,CT6300-00_01,2010,Tenmile River (Sherman)-01,"From mouth at confluence with Housatonic River, US to New York state border, Sherman/Kent town borders.",0.62,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3289.53811979701
414,CT6301-00_01,2010,Mudge Pond Brook-01,"From New York state border (DS of Sharon Valley Road crossing), US to confluence with Sharon WPCF outflow (US of King Hill Road crossing), Sharon.",1.22,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6455.68881917672
415,CT6301-00_02,2010,Mudge Pond Brook-02,"From confluence with Sharon WPCF outflow (US of King Hill Road crossing), US to Mudge Pond outlet dam (US of Millerton Road (Route 4) crossing), Sharon.",1.42,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7493.35427673831
416,CT6401-00_01,2010,Sawmill Brook (Sherman)-01,"From mouth at inlet to Candlewood Lake (northwest portion of lake, DS of Sawmill Road crossing), US to New Nork state border, Sherman.",2.38,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12560.2750635999
417,CT6500-00_01,2010,Aspetuck River (New Milford)-01," From mouth at confluence with Housatonic River (DS of Housatonic Avenue crossing), New Milford, US to headwaters at North Spectacle Pond outlet (US of Segar Mountain Road (Route 341) crossing), Kent. (Includes West Branch portion above East Branch)",15.04,01100005,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,79418.4104465969
418,CT6502-00_01,2010,East Aspetuck River-01,"From mouth at confluence with West Aspetuck River, US to Wellsville Avenue Crossing, New Milford.",1.27,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6714.55985089765
419,CT6502-00_02,2010,East Aspetuck River-02,"From Wellsville Avenue crossing, US to Wheaton Road Crossing (near Route 202, parallel to Old Mill Road), New Milford.",5.07,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,26775.4238328919
420,CT6600-00_06,2010,Still River (Danbury)-06,"From Lake Kenosia inlet, US to headwaters at marsh (just US of Mill Plain Road Cuttoff crossing, north of RailRoad crossing and I84), Danbury.",0.79,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,4196.81355860157
421,CT6603-00_01,2010,Padanaram Brook-01,"From mouth at confluence with Still River (just DS of Crosby Street crossing), US to headwaters at Padanaram Reservoir outlet dam (parallel to Padanaram Road), Danbury.",3.71,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19565.9463000027
422,CT6604-00_01,2010,Sympaug Brook-01,"From mouth at confluence with Still River (DS of Shelter Rock Road crossing, parallel to Cross Street), US to Greatpasture Road (Wooster Street) crossing, Danbury.",0.6,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3155.06060732887
423,CT6604-00_02,2010,Sympaug Brook-02,"From Greatpasture Road (Wooster Street) crossing, Danbury, US to headwaters at Sympaug Pond outlet dam (between RailRoad tracks and Route 53), Bethel.",3.02,01100005,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,15921.0476769755
424,CT6606-00_01,2010,Limekiln Brook-01,"From mouth at confluence with Still River (just US of I84 crossing), US to confluence with Danbury WPCF outfall channel (US of Newtown Road (Route 6) crossing, behind shopping plaza at pump station), Danbury.",0.45,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2383.66088975807
425,CT6606-00_02,2010,Limekiln Brook-02,"From confluence with Danbury WPCF outfall channel (US of Newtown Road (Route 6) crossing, behind shopping plaza at pump station), Danbury, US to Shelter Rock Road crossing (first road crossing above landfill), Bethel.",1.16,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6147.02281768301
426,CT6606-00_03,2010,Limekiln Brook-03,"From Shelter Rock Road crossing (first road crossing, above landfill), Bethel, US to headwaters (just US of Poverty Hollow Road crossing), Newtown.",6.04,01100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,31865.4291778691
427,CT6700-00_01,2010,Shepaug River-01,"From mouth at confluence with Housatonic River (northeast branch of Lake Lillinonah portion, just DS of Minor Bridge Road crossing), US to confluence with Bantam River (parallel with Whittlesey Road), Washington.",17.67,01100005,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,93290.2128934949
428,CT6700-00_02,2010,Shepaug River-02,"From confluence with Bantam River (just DS of Whittlesey Road crossing), Washington, US to Shepaug Reservoir outlet dam (US of Valley Road crossing), Litchfield/Warren town border.",3.51,01100005,Not Supporting,Fully Supporting,Fully Supporting,Not Assessed,18552.4932995564
429,CT6700-11_01,2010,Bee Brook-01,"From mouth at confluence with Shepaug River (near Bee Brook Road (Route 47) crossing of Shepaug River), US to Litchfield Turnpike (Route 202) crossing (near intersection of Route 47 and Route 202), Washington.",2.21,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11670.4289974601
430,CT6700-23_01,2010,Unnamed tributary to Shepaug River-01,"From mouth at confluence with Shepaug River (just DS from Walker Brook Road crossing), Roxbury, US to conluence with unnamed brook 6700-24-1 (parallel to Judds Bridge Road), New Milford.",0.45,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2379.73860554744
431,CT6705-00_01,2010,Bantam River-01,"From mouth at confluence with Shepaug River (parallel with Whittlesey Road), Washington, US to confluence with Bizell Brook (just US of West Morris Road crossing), Morris.",4.53,01100005,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,23910.4804741658
432,CT6705-00_02,2010,Bantam River-02,"From confluence with Bizell Brook (just US of West Morris Road crossing), Morris, US to hydropower dam outlet at Bantam Lake Road (Route 209) crossing, Litchfield.",2.01,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,10602.1482424172
433,CT6705-00_03,2010,Bantam River-03,"From hydropower dam outlet at Bantam Lake Road (Route 209) crossing, US to outlet of Bantam Lake (just US of North Shore Road crossing), Litchfield.",1.64,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,8670.8513880915
434,CT6705-00_04,2010,Bantam River-04,"From inlet to Bantam Lake (northeast portion, in marsh, DS of Whitehall Road crossing), Litchfield, US to headwaters (marsh US of Litchfield Reservoir, south side of Pie Hill Road, east of Route 63 intersection), Goshen.",12.02,01100005,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,63451.2416675846
435,CT6705-12_01,2010,Hill Brook-01,"From mouth at confluence with Bantam River (just DS of West Morris Road crossing, and DS of Litchfield WPCF outfall on Bantam River), US to headwaters (US of Old Forge Hollow Road crossing=dirt road), Litchfield.",2.64,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,13951.5125865118
436,CT6800-00_01,2010,Pomperaug River-01,"From mouth at confluence with Housatonic River (DS of River Road crossing, near west side of I84, exit 13), US to confluence withTransylvania Brook (south side of East Flat Hill Road), Southbury.",2.74,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14485.5143124704
437,CT6800-00_02,2010,Pomperaug River-02,"From confluence withTransylvania Brook (south side of East Flat Hill Road), US to Flood Bridge Road crossing, Southbury.",1.97,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10416.7674492502
438,CT6800-00_03,2010,Pomperaug River-03,"From Flood Bridge Road crossing, US to confluence with Bullet Hill Brook (just DS of Heritage Road crossing), Southbury. (Segment includes Heritage Village POTW discharge)",1.31,01100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6937.29329192214
439,CT6800-00_04,2010,Pomperaug River-04,"From confluence with Bullet Hill Brook (just DS of Heritage Road crossing), Southbury, US to headwaters at confluence of Nonewaug River and Weekeepeemee River (just DS of Washington Road (Route 47) crossing), Woodbury.",7.38,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,38980.2853654574
440,CT6800-02_01,2010,South Brook-01,"From mouth at confluence with Pomperaug River, US to Main Street (Route 6) crossing, Woodbury.",0.37,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1979.95706303212
441,CT6800-03_01,2010,Stiles Brook-01,"From mouth at confluence with Pomperaug River, US to Anna Stiles Pond outlet Dam (just US of Route 6 crossing), Southbury.",0.25,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1325.05812782841
442,CT6802-00_01,2010,Nonewaug River-01,"From mouth at confluence with Weekeepeemee River, above Pomperaug River (just DS of Washington Road (Route 47) crossing), US to confluence with Harvey Brook (parallel with Oldtown Farm Road), Woodbury.",4.45,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,23515.7432124989
443,CT6802-00_02,2010,Nonewaug River-02,"From confluence with Harvey Brook (parallel with Oldtown Farm Road), Woodbury, US to Big Meadow Pond (Judd Pond) Reservoir outlet dam (just US of Guernseytown Road crossing), Watertown.",4.3,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22694.7423538789
444,CT6802-00_03,2010,Nonewaug River-03,"From inlet to Big Meadow Pond (Judd Pond) Reservoir (just DS of Judd Farm Road (Route 132) crossing), US to headwaters, Watertown.",1.34,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,7061.9908980665
445,CT6802-05_01,2010,Harvey Brook-01,"From mouth at confluence with Nonewaug River (just DS of Oldtown Farm Road crossing), US to headwaters, Woodbury (east side of Cowles Road, near Bethlehem border).",2.02,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10673.1734603765
