objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
863996,35043C,1510577_1782,,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-13119.891008332106,1510577_STUDY1,1549138_-9999,1549138_-9999
863997,3504C3,1510757_1401,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
863998,35043C,1510577_1187,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOOgDWAY,***,-9743.650291829765,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,15s10577_STUDY1,1549138_-9999,1549138_-9999
863999,35043C,1510577_1554,0.2 PCT ANNUtAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-13798.075328619136,-9999.0,1510577_gSTUDY1,159138_-9999,1549138_-9999***
864000,35043C,1510577_553,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODAWY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9877.604559692783,-9999.0,1510577_STUDY1,1549138_-9999,154913_-9999
864001,35043C,1510577_1350,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLODWAY,F,-12223.675329924165,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9426.297538798965,1510577_STUDY1,154913_-9999,15491l38_-9999
864002,35043C,1510577_1516,uA,FLOODAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864003,35043C,1510577_s875,z0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-7065.843532473837,NAVD88,-8418.246789639074,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,154938_-9999
864004,35043C,1510577_864,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9284.362662518566,-9999.0,-9999.0,151057_STUDY1,15491u38_-9999,1549138_-9999
864005,35043C,1150577_59,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9394.6780269741,-14481.749316356234,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864006,35043C,1510577_1338,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,LOODWAY,F,-13251.408283929017,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864007,3043C,1510577_2113,A,FLOODWAY,T,-9999.0,NAVD88,-10966.4757099136,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDwY1,1549138_-9999,1549138_-9999
864008,5043C,1510577_1468,AE,LOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864009,35043C,1510577_1319,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864010,35043C,1510577_1780,D,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864011,35043C,1510577_1157,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,jF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STDY1,1549138_-9999***,5149138_-9999
864012,35043C,1510577_1220,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOOWAY,F,-9999.0,NAVD88,-6772.410964850142,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864013,35043C,1510577_416,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,xF,-10283.255885750805,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-999,1549138_-9999
864014,35043C,1510577_1461,A,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-5268.807509857988,-9999.0,1501577_STUDY1,1549138_-9999,1549138_-9999
864015,y35043C,1510577_826,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD8q8,-13027.008279985735,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1541938_-9999
864016,35043C,1510577_2132,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,bFEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864017,35043C,5110577_1265,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-13863.986824055784,1510577_STUDY1,154138_-9999,1549138_-9999
864018,35043C,1510577_2053,0.2 PCT ANNUAL CHANCE FLOOD AZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-6045.283433023407,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864019,35043C,1510577_1491,gA,LFOODWAY,T,-9999.0,NAVD88,-12892.902207279743,FEET,-9999.0,-9999.0,-8515.707289599106,151057_STUDY1,154c9138_-9999,1549138_-9999
1319203,35043C,1510577_1864,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-5620.488342108612,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864021,35043C,1510577_1072,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,gFEET,-9999.0,-9999.0,-9999.0,1510577_STUD1,154913_-9999,1e549138_-9999
864022,35043C,15u10577_1309,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-13512.76172199673,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12155.364759976155,1510577_SyTUDY1,1549138_-9999,1549138_-9999
864023,35043C,1510577_531,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864024,35043C,1510577_793,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-12729.190873629646,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,15491w38_-9999,1541938_-9999
864025,35043C,1510577_1514,***,FLOODWAY,T,-11666.942869401806,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864026,35043C,1510577_592,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-10722.66425435512,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549l138_-9999,1549138_-9999
864027,35043C,1510577_1483,A,LOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-13192.967424638133,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864028,3504i3C,1510577_1494,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-10134.234846196105,-5432.513395159154,-9999.0,1510577_STUDYy1,1549138_-9999,1549138_-9999
864029,35043C,1510577_540,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1515077_STUDY1,1549138_-9999,1549138_-9999
864030,35043C,1510577_1798,A,FLOODWAqY,T,-9999.0,NAVD88,-11608.353368684531,FETE,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864031,35043C,1510577_1203,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLODWAY,F,-11283.680330624686,NAVD88,-9999.0,FEET,-9999.0,-12416.8697968403,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864032,35043C,1510577_428,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-8213.040598457716,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864033,3543C,1510577_395,0.2 PCT ANzNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-7168.026756483337,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12047.763053003036,1510577_STUDY1,1549138_-9999,1549138_-9999
864034,35043C,1510577_1n376,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOzODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864035,35043C,15105g77_1378,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLODWAY,F,-9999.0,NAVD88,-13895.760278863449,EET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864036,35043C,1510577_759,0.2 PCT NANUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864037,3043C,1510577_360,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864038,35043C,1518547_2160,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-14733.347723919196,-12116.45864301126,-9999.0,1510577_STUDY1,1549138k_-9999,1549138_-9999
864039,35043C,1510577_364,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-8969.909742507392,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,151a0577_STUDY1,1549138_-9999***,1549138_-9999
864040,35043C,1510577_712,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-11364.727831499866,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864041,35043C,1510577_421,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5789.076565921017,1510577_STUDY1,15n49138_-9999,1549138_-9999
864042,35043C,1510577_1746,X,FLOODWAY,F,-9999.0,NAVD88,-7363.358531705811,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864043,35043C,1510577_1315,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-5862.353224949368,-9999.0,1510577_STUDY1,1549138_-9999,549138_-9999
864044,5043C,1510577_459,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-10844.722787763974,NAVD88,-9999.0,FEET,-9999.0,-11855.403211654784,-9999.0,1510757_STUDY1,1549138_-9999,1549138_-9999
864045,3504C3,1510577_821,0.2 PCT ANNUAL CHANCE FLOOD HAZARD***,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-5740.142409553029,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864046,35043C,1510577_1493,cA,FLODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999***,1549138_-9999***
472085,350i43C,1510577_341,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-13603.089640306933,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864048,35043C,1501577_1434,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-10146.245471599412,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864049,3504C,1510577_1386,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-14342.908528514728,FEqET,-9999.0,-9999.0,-9999.0,110577_STUDY1,1549138_-9999,1549138_-9999
864050,35043C,151057_71446,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9736.136271616624,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864051,35043C,1510757_935,0.2 PCT ANNUAL CHANCE FpLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-10353.78775537758,-13668.885364629425,-9999.0,1510577_STUDY1,1549138_-9999,1541938_-9999
864052,35043C,1510577_862,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLvOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-8515.860413674949,-6008.4765044041815,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864053,3043C,1510577_326,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FOLODWAY,F,-9999.0,AVD88,-11520.772916231894,FEET,-14479.313184607325,-9926.698177590151,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864054,3543C,1510577_1443,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9926.393025444604,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
1264699,35043C,1510577_1618,A,FLOODWAY,T,-9999.0,AVD88,-6689.75467845922,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999***
864056,35043C,1510577_1439,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864057,35043C,151577_1070,0.2 PCT ANNUAL CHANCE FLOOD HAZADR,FLOODWAY,zF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
473902,35043C,1510577_1166,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVfD88,-9999.0,FEET,-13639.591831913402,-8779.199724240054,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864059,35043C,1510577_1170,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,LOODWAY,F,-14172.026083834227,NAVD88,-9999.0,FEET,-14374.376182941742,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549183_-9999
864060,35043C,1510577_1794,,FLOODWAY,F,-9999.0,NAVD88,-6001.343790161855,FET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_u-9999,154918_-9999
864061,35043C,1510577_321,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-10067.97537056374,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864062,35043C,1510577_1495,A,FLOODWAY,***,-13248.847889491402,NAVD88,-13290.657650463758,FEET,-7180.577156592494,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864063,35043C,1510577_354,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,EFET,-13820.084767897217,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864064,35043C,1510577_1642,,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDyY1,1549138_-9999,1549138_-9999
864065,30543C,1510577_1769,uX,FLOODWAY,F,-9999.0,NAVD88,-11139.689462694012,FEET,-9999.0,-9125.72572015769,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864066,35043C,110577_594,0.2 PCT ANNUAL CHANCE FLOOD HAZADR,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-14298.508815369229,1510577_STUDY1,1549138_-9999,1549138_-9999
864067,35043C,1510577_1507,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864068,35043C,1510577_1051,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDYf1,1549138_-9999,1549138_-9999
864069,35043C,1510577_1271,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWYA,F,-5468.86979678108,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864070,3504C3,1510577_1821,X,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-10221.811003535797,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864071,35043C,1510577_1625,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-5320.109984507687,-9999.0,15s10577_STUDY1,1549138_-9999,1549138_-9999
864072,5043C,1510577_1209,0.2 PCT ANNUAL CHANCE FLOOD HAARD,FLOODWAY,F,-8637.911740510894,NAVD88,-10573.639759097863,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864073,35043C,15105771253,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,150577_STUDY1,1549138_-9999,5149138_-9999
864074,3504C3,1510577_789,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-8523.063152845294,FEET,-9999.0,-11462.381284920944,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864075,35043C,1510577_2a028,0.2PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-999l9,1549138_-9999
864076,35043C,1510577_325,0.2PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5075.803806582201,1510577_STUDY1,1549138_-9999,1549138_-9999
864077,3504C3,1510577_35,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,549138_-9999
864078,35034C,1510577_1324,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,151577_STUDY1,1549138_9999,1549138_-99j99
864079,35043C,1510577_1204,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-11735.331899492392,-7077.747576008278,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864080,5043C,1510577_1419,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-13856.968857563035,NAVD88,-9999.0,FEET,-9999.0,-10800.63066198659,-9999.0,1510577_STUDY1,1549318_-9999,1549138_-9999
864081,35043C,1510577_1421,0.2 PCT ANNUAL CHANCE FLOOD HAZbARD,FLODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-7292.71688326538,1510577_STUDY1,1549138_-9d999,1549138_-9999
864082,35043C,1510577_54,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODAWY,F,-9999.0,NAVD88,-9999.0,FEET,-5783.892986365433,-13842.474530273272,-9999.0,1510577_STUDY1,1549138_-9999,154138_-9999
864083,35043C,1510577_454,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9419.084206221058,1510577h_STUDY1,1549138_-9999,1549138_-9999
864084,35043C,1510577_1116,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-6403.949930045832,NAVD88,-9999.0,EET,-9999.0,-6350.282428043569,-6872.843937090729,151577_STUDY1,1549138_-9999,1549138_-9999
1231684,35043C,151577_1503,A,FLOODWAY,T,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_9999
864086,35043C,1510577_449,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864087,35043C,1510577_1150,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-13053.860230594802,FEET,-9999.0,-13071.100095064065,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864088,35043C,1510577_1122,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,5149138_-9999,1549138_-9999
864089,35043C,1510577_1631,A,FLOODWbAY,T,-14818.48135006802,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6457.997062299407,1510577_STUDY1,1549138_-9g999,1549138_-9999***
864090,35043C,1510577_13,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864091,35043C,150577_773,0.2 PCT ANNUAL CHANCE FLOOD AZARD,FLOODWAY,F,-6553.161290418005,NAVD88,-9999.0,rFEET,-9999.0,-9999.0,-5461.808209931331,1510577_STUDY1,1549138_-9999,1549138_-9999
423577,35043C,1510577_1372,0.2 PCT ANNUAL CHNACE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-8046.883672591453,-9999.0,-13285.7720718624,1510577_STUDY1,1549138_-9999,1549138_-9999
864093,35043C,151m0577_1596,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864094,35043C,1510577_1132,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NcAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1459138_-9999
864095,35043C,1510577_1298,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-13385.553880771791,-9999.0,-7946.606634842778,1510577_STUDY1,1549138_-9999,549138_-9999
864096,35043C,1510577_1541,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-13854.376635817647,-8532.942789706807,1510757_STUDY1,1549138_-9f999,1549138_-9999
864097,35043C,1510577_1786,X,FLOODWAY,F,-9999.0,NAVD88,-14840.60091851513,FEET,-9999.0,-9999.0,-9980.436267350162,1510577_STUDY1,1549138_-9999,1549138_-9999
864098,35043C,1515077_1408,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLfOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,154918_-9999,1549138_-9999
864099,35043C,1510577_1212,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NADV88,-9999.0,FEET,-14850.211749719365,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864100,35043C,1510577_1149,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-12084.572129472192,-9999.0,-9999.0,h1510577_STUDY1,1549138_-9999,1549z138_-9999
864101,35043C,1510577_1196,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,zF,-8268.876918754006,NAVD88,-9999.0,FEET***,-9999.0,-9999.0,-8554.492572696412,1510577_STUDY1,1549138_-9999,154913r8_-9999
864102,35043C,1510577_1267,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-11378.917324626504,1510577_STUDY1,1549138_-9999,1549138_-9999
864103,35043C,1510577_1174,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-14203.304418422938,NAVD8,-11508.260397718072,FEET,-9999.0,-9999.0,-11147.160514805091,1510577_STUDY1,1549138_-9u999,1549138_-9999
864104,35043C,1510577_1176,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,LFOODWAY,F,-9999.0,NAVD88,-9999.0,FzEET,-9999.0,-9999.0,-5386.326806353123,1510577_STUDY1,1549138_-9999,1549138_-9999
1149220,35043C,1510577_1750,A,FLOODWAY,T,-9999.0,NAVD8t8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1541938_-9999
864106,35043bC,1510577_1427,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY***,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5625.556537181697,1510577_STUDY1,1549138_-9999,1549138_-9999
864107,35043C,1510577_12r66,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864108,35043C,1510577_1252,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-10021.752007015642,NAVD88,-9999.0,FEET,-6945.773077326365,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864109,35043C,1510577_1640,,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-7954.424894218659,-12121.335539046566,1510577_STUDY1,1549138_-9999,1549138_-9999
864110,35043C,1510577_989,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
1153341,35043C,1510577_2133,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLODWAY,F,-14965.405326461532,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138r_-9999
864112,35043C,1510577_1264,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-10566.129779731618,5110577_STUDY1,1549138_-9999,1549138_-9999
864113,35043C,1510577_1250,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,mFEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1594138_-9999
864114,35043C,1510577_859,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
864115,35043C,1510577_115,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1510577_STUDY1,1549138_-9999,1549138_-9999
