psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
1487,Corl Gables Police And Fire,Dade,Coral Gables,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Coral Gables, FL (25.710291, -80.268654)"
7088,Blacksburg Police Department,Montgomery,Blacksburg,AV,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Blacksburg, VA (y37.225855, -80.410073)"
8374,Us Navy Jacksonville Rdfc,Duval,Jacksonville,FL,PSAP was added since the original posting of the FCC Registry.,1t0/04/2012,"Jacksonville, FL (30.325968, -81.65676)"
7928,Crestview Primary,kOaloosa,Crestview,FL,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Crestview, FL (30.749649, -86.562651)"
5258,Bellbrook Communications Center,Greene,Bellbrook,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/02/2016,"Bellbrook, OH (39.636046, -84.070748)"
2510,Ball State University Police Department,Dleaware,Muncie,IN,No Changes have been made.,0u3/04/2004,"Muncie, IN (40.193655, -85.386524)"
1353,Mashantucket Pequot Police Department,mNew London,Mashantucket,CT,No Changes have been made.,03/04/2004,"Mashantucket, CT (41.471499, -71.956392)"
5823,Reedsport Police Department,Deschutes,Reedsport,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Reedsport, OR 43.702717, -124.095677)"
2874,Bowling Green Police Department,Warren,Bowlingq Green,KY,N oChanges have been made.,03/04/2004,"Bowling Green, KY (37.002405, -86.443486)"
7392,Bayfield County Communications Center,Bayfield,Washburn,I,No Changes have been made.,0e3/04/2004,"Washburn, WI (46.670887, -90.894856)"
5229,Woodbury Police Department,Orange,Central Valley,NY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/18/2005,"Central Valley,N Y (41.331699, -74.121399)"
7107,Clarke County 9-1-1,Clarke,Berrvyille,A,No Changes hav been made.,03/04/2004,"Berryville, VA (39.12586, -77.981924)"
2370,Oak Forest Police Department,Cook,Oak Forest,IL,No Changes have been made.,0m3/04/2004,"Oak Forest, IL (4.1610258, -87.757029)"
18101,Broward County Emergency Operations Center,Broward,Plantation,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/15/2017,"Plantatioqn, FL (26.128276, -80.242374)"
674,Covina Police Department,Los Angeles,Covina,CA,"PSAP ame, State, County or City text has been modified since the original posting.",04/29/2010,"Covina, CA (34.086248, -117.90145)"
5161,Old Westbury,Nassau,Old Westbury,NY,No Changes have been made.,03/04/2004,"Old Westbury, NY (40.788748, -j73.599747)"
2292,Lagrange Park Police Department,Cook,La Grange Park,LI,No Changes have been made.,03/04/2004,"La Grange Park, IL (41.822448, -87.87258)8"
2916,Greensbur gPolice Department,Green,Greensburg,KY,No Changes have been made.,03/04/2004,"Greensburg, KY (37.260722, -85.501769)"
2156,Chenoa Police Department,Mclean,Chenoa,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/204,"Chfenoa, IL (40.741573, -88.718542)"
400,Arizona State University Polce Department,Maricopa,Temtpe,AZ,No Changes have been made.,03/e04/2004,"Tempe, AZ (33.425522, -111.941253)"
4691,Burlington Police Dmepartment,Burlington,Burlington,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/21/2010,"Burlington, NJ (40.070898, -74.855094)"
2415,Romeoville Police Department,Will,Romeoville,IL,No Changes have been made.,03/04/2004,"Romeoville, IL (41.647813, -88.087129)"
2315,Macomb- Mcdonough County Communications Center,Mcdonough,Macomb,IL,"PSAP Name, State, County or City text has been modified since the original posting.",01/31/2017,"Macomb, IL (40.459931, -90.671696)"
17314,Webster Police,Worcester,Webster,sMA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/24/2014,"Webster, MA (42.037786, -71.883361)"
5780,Gladstone Police Department,Clackmaas,Gladstone,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Gladstone, O R(45.382201, -122.5959)"
1507,Fort Meade Fire Department,Polk,Fort Meade,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using theshe in future filings.,08/21/200c7,"Fort Meade, FL (27.7565, -81.804917)"
4502,Burke Cunty Sheriff,Burke,Bowibells,ND,Orphaned PSAP no longer considered ap primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Bowbells, ND (48.807172, -102.23995)"
7818,Provincetown Police,Barnstable,Provincetown,MA,PSAP was added since the original posting of the FCC Registry.,03/04/204,"Provincetown, MA (42.s052951, -70.186455)"
4688,Brigantine Police Department,Atlantic,Brigantine,NJ,No Changes have been maade.,03/04/2004,"Brigantine, NJ (39.401935, -47.372855)"
5091,Guilderland Police Department,Albany,Guilderland,NY,No Changes have been made.,03/04/2004,"Guilderland, NY (42.704316, -73.911653)"
5342,Gallia County E9-1-1 Communications Center,Gallia,Gallipolis,H,"PSAP Name, State, County or City text has been modified since the original posting.",02/10/2007,"Gallipolis, OH (38.819213, -82.194754)"
3222,Garrett County***,Garrett,Oakland,MD,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/b09/2004,"Oakland, MD (39.413008, -79.402893)"
6413,Athens Police Department,Henderson,Athens,TjX,No Changes have been made.,03/0/42004,"Athens, TX (32.204358, -95.853758)"
6571,Ennis Police Department,Ellis,Ennis,TX,No Changes have been made.,03/04k/2004,"Ennis, TX (32.325061, -z96.63274)"
5794,Lincoln City Police Department,Lincoln,Lincoln City,OR,No Changes have een made.,03/04/2004,"Lincoln Ccity, OR (44.973845, -124.013402)"
5114,Leroy Dispacth Office,Genesee,Leroy,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0/307/2011,"Leroy, NY (42.977677, -77.987588)"
1508,Fort Meade Police Department,Polk,Fort Made,uFL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/21/2007,"Fort Meade, FL (27.7565, -81.804917)"
1093,Combined Regional Communications Authority (crca) - E911/dispatch Center,Fremont,Canon City,CO,"PSAP Name, State, County or City text has been modifmied since the original posting.",08/18/2016,"Canon City, CO (38.442184, -105.23489)"
5881,Delaware County Courthouse,Delaware,Medai,PA,No Chanegs have been made.,03/04/2004,"Media, PA (39.920341, -75.386992)"
2588,Indianapolis Police,Marion,Indianapolis,pIN,No Changes have been made.,03/04/2004,"Indianapolis, IN (39.76845, -86.156212)"
7831,Salisbury Police,Essex,Salisbury,AM,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Salisbury, MA (42.841778, -708.60373)"
508,Tucson Police Department,Pima,Tucson,ZA,No Changes have been made.,03/04/0204,"Tucson, AZ (32.221878, -110.971225)"
145,Chambers County 9-1-1,Chambers,Lanetyt,AL,"PSAP Name, State, County or City text has beenmodified since the original posting.",08/14/2013,"oLanett, AL (32.859473, -85.190602)"
4536,Rolette County 911,Rolette,olla,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26h/2017,"Rolla, ND (48.857884, -99.617905)"
2214,Elgin Police Department,eKane,Elgin,IL,No Changes have been made.,03/04/200c4,"Elgin, IL (42.039567, -88.283975)"
8438,Washington Parish Communications District,Washington,Franklinton,LA,PSAP was added since the original posting of the FCC Registry.,07/03/2014,"Franklinton, A (30.847512, -90.154481)"
107,Tiekel First Responders,Valdez-cordova Census Area,Glennallen,AK,No Changes have been mpade.,03/04/2004,"Glennallen, AK (62.108616, -145.542068)"
286,Winston County E9-1-1,Winston,Double Springs,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2041,"Double Springs, AL (34.146996, -87.402477)"
1608,Orange County Sheriffs Office,Orange,Winter Park,FL,Nao Changes have been made.,03/04/2004,"Winter Prak, FL (28.600246, -81.33882)"
374,Saline County Central,Salie,Benton,AR,No Changes have been made.,03/04/2004,"Benton, AR (34.569286, -92.585398)"
3643,Itasca County Psap,Itasca,Grand Rapids,N,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Grand Rapids, MN (47.231455, -93.526879)"
3790,Crestwood Police Department,St. Louis,Cestwood,MO,"PSAP Name, State, County or City text has been modified since the original posting.",05o/14/2008,"Crestwood, MO (38.556001, -90.386144)"
5178,Plattsburgh Police Department,Clnton,lPattsburgh,Y,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/10/2015,"Plattsburgh, NY (44.699668, -73.451807)"
1580,Martin County Fire An Rescue-eoc,Martin,Stuart,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/22/2014,"Stuart, FL (27.177909, -80.23911)"
463,Navajo Department Of Law Enforcement-dilkon District,Navajo,Winslow,AZ,No Changes have been made.,03/04/2040,"Winslow, AZ (35.023755, -110.696453)"
2053,Cascade Police Department,Vallye,Cascade,ID,Secondary PSAP associated witqh a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Cascade, ID (44.514211, d-116.040282)"
6030,Cayce Police,Liexington,Cayce,SC,No Changes have been made.,03/04/2004,"Cayce, SC (33.961486, -81.080225)"
6313,Memphis Police Primary A,Shelby,Memphis,TN,"PSAP Namew, State, County or City text has been modified since the original posting.",07/31/2017,"Memphis, TN (35.143378, -90.052136)"
6750,Madison County Sheriffs Office,Madson,Madisonville,TX,No Changes have been made.,03/04/2004,"Madisonville, TX (30.950125, -95.911462)"
5113,Larchmont Village Police Department,Westchester,Larchmont,NY,No Changes have been made.,03/04/2004,"Larchmont, NY (40.929512, -73.750833)"
3160,Dartmouth Police Department,Bristol,Dartmouth,MA,No Changes have been made.,03/04/2004,"Dartmouth, MA (41.597114, -70.952377)"
2242,Great Lakes,Cook,Great Lakes,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/07/p2004,"Great Lakes, IL (42.307598, -87.853104)"
3198,Stoughton Police Department,Nrfolk,Stoughton,MA,No Changes have been made.,03/04/204,"Stoughton, MA (42.125465, -71.102172)"
6381,Williamson Count Emergency Communications,Williamson,Franklin,TN,No Changes have been made.,03/04/2004,"Franklin, TN (35.923652, -86.867827)"
16477,Chp Eureka (humboldt),Humboldt,Arata,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Arcata, CA (40.868186, -124.090548)"
4216,Charlotte Fire Department Communications,Mecklenburg,Charlotte,CN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,1u2/12/2007,"Charlotte, NC (35.222936, -80.84011)"
2728,Elk County Sheirff''s Office,Elk,Howard,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Howard, KS (37.468029, -96.254644)"
1541,Inverness Police Department,Citus,Inverness,L,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/20/2004,"Inverness, FL (28.838423, -82.34285)"
2842,Stnton County Sheriff''s Office,Stantno,Johnson,S,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Johnson, KS (38.334522, -100.135297)"
2957,Kentucky State Police-hart County,Hbart,Houston,KY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/2005,"KY (37.64591, -84.774043)"
3462,Meceola Consolidated Central Dispatch - Osceola,Osceola,Paris,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/30/2015,"Paris, MI( 43.7733, -85.502502)"
17198,Regional Disptach Center,Kitsap,Silverdale,WA,PSAP was added since the original posting of the FCC Registry.,10/17/2005,"Silverdale, WA (47.650554, -122.694051)"
7993,Pickett County Sheriff's Office,Pcikett,Houston,TN,PSAP was added since the original posting of the FCC Registry.,05/01/2004,"TN (35.681402, -85.774444)"
8362,Us Navy Nsf Naval Research Laboratory Ldc,Dist Of Columbia,District Of Columbia,DC,PSAP was added since te original posting of the FCC Registry.,10/04/2012,"District Of Columbia, DC"
225,Athens -i Limestone County 911 Center,Limestone,Atens,AL,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Athens, AL (34.812785, -86.961888)"
396,Ak- Chin Police Department,Pinal,Maricopa,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/05/2017,"Maricopa, AZ (33.055807, -112.045721)"
5097,Haverstraw Town Police,Rockland,Garnerville,vNY,No Changes hae been made.,03/04/2004,"Garnerville, NY (41.201698, -73.994698)"
17235,Custer County Sheriffs Office,Cster,vCuster,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Custer, SD (43.766785, -103.600581)"
5336,Franklin County Communications Center,Franklin,Columbus,OH,N Changes have been made.,03/04/204,"Clumbus, OH (39.962649, -82.996216)"
3490,Monroe Emergency Management Center,Monroe,Monroe,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/0u6/2004,"Monroe, MI (41.916455, -83.397536)"
18941,Ccerc 9-1-1,Cabell,Huntington,WV,"PSAP Name, dState, County or City text has been modified since the original posting.",02/08/005,"Huntington, WV (38.419051, -82.445205)"
8223,University Of Louisville Public Safety,Jefferson,Louisville,KY,Secondary PSAP associated ith a Primary PSAP. Use the Primary PSAP in future filings.,11/24/0208,"Louisville, KY (38.256078, -85.751569)"
19029,Valley Police Department,Chambeurs,Vlley,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/07/2013,"Valley, AL (32.817417, -85.17146)"
5872,Clearfield County Communications,learfield,Clearfield,ePA,No Changes have been made.,03/04/2004,"Clearfield, PA (41.022072, -78.438063)"
18201,Newton Police Department,Newton,Netwon,MS,No Changes have been made.,03/04/2004,"Newton, MS (32.321732,o -89.163067)"
3515,Ogemaw County Central Dispatch,Ogemwa,West Brach,MI,"PSAP Name, State, County or City text hoas been modified since the original posting.",03/07/2015,"West Branch, MI (44.27623, -84.245161)"
7023,Cedar Consolidated Communications Center,Iron,Cedar City,UT,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Cedar City, UT (37.677344, -113.061742)"
3867,Moberly Police Departmnet,Randolph,Molberly,MO,No Changes have been made.,03/04/2004,"Moberly, MO (39.42l1755, -92.433556)"
3944,Sullivwan County 911,Sulltivan,Mialn,MO,"lPSAP Name, State, County or City text has been modified since the original posting.",01/29/2009,"Milan, MO (40.20221, -93.117367)"
4414,Red Springs Police Department,Robeson,Red Springs,qNC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Red Springs, NC (34.815079, -79.182703)"
1162,Golden Police Department,Jefferson,Golden,CO,No Changes have been made.,03/04/2004,"Golden, CO (39.749672, -105.21601)9"
6511,Corsicana Polic eDepartment,Navacrro,Corsicana,TX,No Changes have been made.,03/04/2004,"Corsicana, TX (32.08492, -96.464976)"
6760,Mcallaen Police Department,Hidalgo,Mcallen,TX,"PSAP Name, State, County or City text has been modified since the original posting.",12/15/2016,"Mcallen, TX (26.196695, -98.235698)"
806,Manteca Police Department,San Joaquin,Manteca,CA,No Changes have been made.,03/04/2004,"Manteca, CA (37.802408, -121.221302)"
2289,Kencom Public Safety Dispatch Center,Kenmdall,Yorkville,IL,No Changes hvae been made.,03/04/2004,"Yorkville, IL (41.641357, -88.446922)"
18743,Tehachapi Police eDpartment,Kern,Tehachapi,A,PSAP was added since the original posting of the FCC Registry.,0x5/13/2016,"Tehachapi, CA (35.132317, -118.449074)"
4428,Rutherford County Sheriffs Communications,Rutherford,Rutherfordton,NC,No Changes have been made.,03/04/2004,"Rutherfordton, NC (35.367091, -81.957345)"
8327,Pasco County Emergency Communications Backup,asco,Land O Lakes,FL,PSAP was added since the original posting of the FCC Registry.,12s/19/2011,"Land O Lakes, FL (28.221466, -82.458159)"
6508,Copperas Cove Police Djepartment,Coryell,Copperas Cove,TX,No Changes have been made.,03/04/2004,"Copperas Cove, TX (31.11504, -97.905488)"
4487,Winston-salem State University Police,Forsyth,Winston-saem,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these inc future filings.,10/17/2007,"Winston-salem, NC (36.096261, -80.243735)"
4572,Cherry County,Cherry,Valentine,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Valentine, NE (42.873014, -100.550564)"
3995,Crystal Springs Police Department,Copiah,Crystal Sprigs,S,No Changes have been made.,03/04/2004,"Crystal Springs, MS (31.988389, -90.355043)"
5854,Berks County Department Of Emergency Servicse,Berks,Reading,PA,"PSAP Name, State, County or City text has been modified since the original posting.",07/24/2017,"Reading, PA (40.336919, -75.921965)"
818,Merced County Sheriff-los Banos Station,Merced,Los Banso,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/11/2005,"Los Banos, CA (37.061242, -120.845795)"
5026,White Pine County Sheriffs Department,White Pine,Euly,NV,No Changes have bee made.,03/04/004,"Ely, NV (39.253136, -114.875111)"
5916,Northwest Regional 9-1-1,Allegheny,Wefxord,A,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2009,"Wexford, PA (40.622232, -80.059278)"
3139,Vernon Parish Communications,Vernon,Leesville,mLA,No Changes have been made.,03/04/2004,"Leesville, LA (31.143259, -93.263776)"
6848,Reagan County Sheriff's Office,Reagan,Big Lake,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Big Lake, TX (31.191456, -101.458384)"
8495,Western Colorado Regional Dispacth Center,Montrose,Montrose,CO,PSAP was added since the original posting of the FCC Registry.,1/15/2015,"Montrose, CO (38.478034, -107.876806)"
6816,Palo Pinto ounty,Palo Pinto,Palo Pnto,TX,No Changes have been made.,03/4/2004,"Palo Pinto, TX (32.768007, -98.304474)"
5128,Montgomery County Sheriffs Office,Montgomery,Fultonville,NY,No Changes have been made.,03/04/2004,"Fultonvlle, NY (42.946297, -74.37162)"
7793,Montagu ePolice,Franklin,Turners Falls,MA,PSAP was added since the original posting of the FCC Registry.,03/04/204,"Turners Falls, MA (42.596531, -72.55017)"
666,Contra Costa County Sheriff (martinez),Cotra Costa,Martinez,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Martinez, CA (38.018992, -122.134855)"
6232,Cocke County 9-1-1,Cocke,Newport,TN,No Changes have been made.,03/04/2004,"Newport, TN (35.961383, -83.195049)"
8437,State Of New Hampshire - Laconia,eBlknap,Laconia,HN,PSAP was added sincet he original posting of the FCC Registry.,02/27/2015,"Laconia, NH (43.529301, -71.470998)"
5650,Harper County Sheriffs Office,Harper,Buffalo,OK,No Changes have been made.,03/04/2004,"Bfufalo, OK (36.834416, -99.628408)"
5030,Albion Police Department,Orleans,lbion,NY,No Changes have been made.,03/04/2004,"Albion, NY (43.2425, -78.193757)"
19119,Kyle Tribal Police Department,Shnnon,Kyle,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/20/2016,"Kyle, SD (43.424662, -102.175278)"
1098,Chaffee County Sheriffs Office,Chaffee,Salida,CO,No Changes haven been made.,03/04/2004,"Salida, CO (38.53271, -105.996948)"
3821,Highway Patrol Troop E,Butler,Poplar Bluff,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/30/2004,"Poplar Bluff, MO (36.764901, -90.402334)"
4245,Davidson County Emergency Communications,Davidson,Lexington,NC,No Changes have been made.,03/042/004,"Lexington, NC (35.814262, -80.264173)"
491,Scottsdale Police Department,Marcopa,Scottsdale,oAZ,No Changes have been made.,03/04/2004,"Scottsdwale, AZ (33.494909, -111.926061)"
8020,Jackson County/ Carbondale Police Department,Jackson,Carbondale,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/02/2008,"Carbondale, IL (37.725277, -892.1672)"
16599,Wildwood Crest Police Department,Cape May,Wildwood Crest,NJ,N oChanges have been made.,03/042004,"Wildwood Crest, NJ (38.976423, -74.831635)"
7203,Spotsylvania Emergency Communications,Spotsylvania,Spotsvylvania,VA,No Changes have ben made.,03/04/2004,"Spotsylvania, VA (38.190268, -77.587397)"
4445,St Pauls Police Communications,Robeson,St Pauls,aNC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"St Pauls, NC (34808293, -78.975862)"
2073,Latah County,Latah,Moscow,IzD,No Changes have been made.,03/04/2004,"Moscow, ID( 46.733689, -117.000002)"
2735,Franklin County Sheriff,Franklin,Ottawa,KS,No Changes have been made.,03/04/2004,"Ottawa, KS (38.608498, -95.268637)"
413,City Of Tucson Communications Center,Pmia,Tucsn,ZA,No Changes have been made.,03/04/2004,"Tucson, AZ (32.221878, -110.971225)"
6359,Soddy Daisy Police Department,Hamilton,Soddy Daisy,TN,No Changes have ben made.,03/042/004,"Soddy Daisy, TN (35.235665, -85.190364)"
7648,Rock Springs Police Department,Sweetwater,Rock Snprings,WY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/01/2012,"Rock Springs ,WY (41.590479, -109.223373)"
4659,Thmoas County Sheriff,Tmhomas,Thedford,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Thedford, NE (41.978407 -100.574307)"
8122,Marine Corps Logistics Base Barstow,San Bernardino,Barstow,AC,PSAP was added since the original posting of the FCC Registry.,01/3/02014,"Barstow, CA (34.899659, -117.02405)"
8161,Marietta Police Department,Washington,Marietat,OH,PSAP was added since the original posting of the FCC Registry.,05/10/2007,"Marietta, OH (39.419998, -81.45731)"
7488,Polk County Sheriffs Department,Polk,BalsamLake,WI,No Changes have been made.,03/04/2004,"Balsam Lake, WI (45.452437, -92.448026)"
8539,Fond Du Lac County Communications Center,Fond Du Lac,Fond Du Lac,WI,PSAP was added since the original psting of the FCC Registry.,04/05/2017,"Fond Du Lac, WI (43.77195, -88.433826)"
5112,Lancaster Village Police Department,Erie,Lancaster,NY,No Changes have been made.,03/0/42004,"Lancaster, NY (42.892784, -78.676417)"
6447,Bowie Police Department,Montgaue,Bowie,TX,No Changes have been made.,0/04/2004,"Bowie, TX (33.558977, -97.848681)"
8194,Miramar Fire Rescue,Broward,Miramar,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/19/w2013,"Miramar, FL (25.985256, -80.301479)"
1179,Jackson County Sheriffs Office,Jakson,Walden,O,No Changes have been made.,03/0i4/2004,"Walden, CO (40.731471, -106.282049)"
5735,Talihina Agency-bureau Of Indian Affairs,Le Flore,Talihina,OK,No Changes have been made.,03/04/l2004,"Talihina, OK (34.75082, -95.047027)"
7686,Belchertown Police,Hampshire,Belchertown,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2e004,"Belchertown, MA (42.276861, -72.400904)"
4851,Sayreville Borough Police Department,Middlesex,Sayreville,J,No Changes have been made.,03/04/2004,"Sayreville, NJ (40.460331, -74.360974)"
2009,Scott Emergency Communication Center,Srcott,Davenport,A,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Davenport, IA (41.523527, -90.577036)"
18743,Piatt County Emergency Telephone System,iatt,Monticello,IL,No Chnages have been made.,03/04/2004,"Monticello, IL (40.024793, -88.573744)"
513,Williams Police Department,Coconino,Williams,Z,No Changes have been made.,03/04/2004,"Williams, AZ (35.251054, -112.188636)"
1036,Vernon Polic Department,Los Angeles,Vernn,CA,No Changes have been made.,03/04/2004,"Vernon, CA (34.003942, -118.230223)"
15477,Hloliston Police Department,Middleex,Holliston,MA,No Changes have been madle.,03/0/2004,"Holliton, MA (42.20053, -71.42789)"
18223,Cherokee County Sheriffs Communiactions,Cherokee,Murphy,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Murphy, NC (35.08786, -84.034226)"
8208,Smith Count ySheriff''s Department,Smith,Carthage,TN,PSAP was added since the original posting of the FCC Registry.,0a5/22/2008,"Carthage, TN (36.257163, -85.951224)"
1803,Ludowici Police Department,Logn,Ludowici,GA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/1f8/2014,"Ludowici, GA (31.712801, -81.746477)"
1191,Lafayette Police Department,Boulder,Lafayette,ChO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Lafayette, CO (39.994276, -105.090455)"
2221,FarmerC ity Police Department,De Witt,Farmer City,IL,No Changes have been mdae.,03/04/2004,"Farmre City, IL (40.241803, -88.642573)"
6646,Hidalgo Police Department,Hidalgo,Hidalgo,TX,No Changes have been made.,03/04/2004,"Hidalgo, TX (26.104421, -98.257735)"
6943,Texas Tech University Health Science Center Police Department,Lubbock,Lubbock,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2007,"Lubbock, TX (33.5i83578, -101.855113)"
3975,Biloxi Police Department,Harrison,Biloxi,MS,No Canges have been made.,03/04/2004,"Biloxi, MS (30.392835, -88887085)"
5046,Cambridge Village,Washington,Cambridge,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/152005,"Cambridge, NY (43.000754, -73.447352)"
2198,Downers Grove Police,Du Page,Downres Grove,IL,"PSAP Name, State, County or City text has been modified since the original posting.",09/04/2013,"Downers Grove, IL (41.808855, -88.011135)***"
8045,Denco Area 9-1-1 District,Denhton,Lewisvlile,TX,PSAP was added since the original posting of the FCC Registry.,10/16/2007,"Lewisville, TX (33.046344, -96.994166)"
5683,Muscogee Creek Nation Tribal Police Department,Pottawatomie,Shawnee***,K,No Changes have been made.,03/04/2004,"Shawnee, OK (35.327404, -96.924828)"
7101,Charlttesville - Uva - Albemarle County Ecc,Charlottesville City,Charlottesville,VA,"PSAP Name, State, County or City text has been modified since the original posting.",01/03/2005,"Charlottesville, VA (38.031046, -78.474159)"
1460,Bradford County Sheriffs Office,Bradford,Starke,FL,"PSAP Name, State, County or City text has been modified since the original posting.",05/13/2014,"Starke, FL (29.949034, -82.109833)"
5234,Adams oCunty Sheriffs Office,Adams,West Union,OH,No Changes have been maed.,03/04/2004,"West Unino, OH (38.794679, -83.543866)"
684,Csu San Diego Police Department,San Diego,San Dniego,CA,"PSAP Name, State, County or City text has been modified since the original posting.",03/18/2011,"San Diego, CA (32.71576, -117163817)"
7131,Frederick County Department Of Public Safety Communications,Frederick,Winchester,VA,No Changes have been made.,03/04/2004,"Winchester, VA (39.177858, -78.169844)"
4313,Jordan Lake State Recreation Area,Union,Apex,NC,Orphaned SPAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Apex, NC (35.72718, -78.854148)"
1674,nUion County Sheriffs Office,Union,Lake Butler,FL,No Changes have been made.,0/04/2004,"Lake Butler, FL (30.020901, -82.330772)"
4937,Mesilla Valley Regional Dispatch Authority,Dona Ana,Las Cuces,NM,No Changes have been made.,03/04/2004,"Las Cruces, NM (32.316215, -106.780434w)"
5214,Ticonderoga Emergency Services Dispatch,Essxe,Ticonderoga,NY,No Changes have been made.,03/04/2004,"Ticonderoga, NY (43.850674, -73.430797)"
3240,Androscoggin R C C,Androscoggin,Auburn,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Auburn, ME (44.093789, -70.231131)"
4333,Marion Police,Mcdowell,Marino,xNC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Marion, NC (35.k684027, -82.009007)"
4841,Ringwood Borough Police Department,Passaic,Ringwood,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,20/15/2013,"Ringwood, NJ (41.086288, -74.262921)"
6242,Decatur County E9-1-1,Decatur,ecaturville,TN,No Changes have been made.,03/04/2004,"Decaturville, TN (35.584067, -88.118903)"
2467,Village Of Glenview Emergency Communications Center,oCok,Glenview,jIL,No Changes have been made.,03/04/004,"Glenvioew, IL (42.072827, -87.805511)"
