storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
MOO & OINK INC,11915.0,5928.0,21500.0,A,4848 W MADISON ST,60644,AUSTIN,25,28,17031251800,170312518004015.0,1143906.3902417778,1899620.061642381,41.8805838854,-101.52276939839568,"(41.8805838854, -87.7470529414)"
Save-A-Lot #882,2079367.0,216203.0,16290.0,***,344 E 63RD ST,60637,WASHINGTON PARK,40,20,20960400569,170314008001008.0,1179590.4356351024,1863353.334400643,41.7803216101,-50.655210532768514,"(41.7803216101, -87.6171353804)"
MARKET IN THE PARK,1334026.0,258947.0,5049.0,,5050 S LAKE SHORE DR,60615,KENWOOD,39,4,17031390700,170313907003004.0,1189144.3247518237,1871655.5454706573,41.8028797781,-87.5818436939,"(41.8028797781, -87.581836939)"
SUN LIQUORS,19461.0,88712.0,4350.0,B,1101 W GRANVILLEw AVE,60660,EDGEWATER,77,48,17031030102,170310301022001.0,1167723.7839086289,1941296.2999737784,41.9944657079,-87.6583928132,"(41.9944657079, -87.6583928132)"
SUPrERMERCADO CHAPALA,32236.0,86830.0,10001.0,A,7117 N CLARK ST,60626,ROGERS PARK,1,49,17031010702,204741434507867.2,1163327.6427636093,1947643.2360857404,42.0119757995,-87.6743840578,"(42.0119757995, -87.6743840578)"
SUPERMERCADO GELA'S,67273.0,20695.0,-15944.97235570705,B,2701 S LAWNADLE AVE,60623,SOUTH LAWNDALE,30,22,17031301701,204073432672247.56,1152182.029659277,1885772.1749317604,41.8424245295,-87.7170303155,"(41.8424245295, -87.7170303155)"
FARM SUPER MARKET,2017764.0,339512.0,3000.0,B,2255 W DEVON AVE,60659,WEST RIDGE,2,50,17031020901,170310209011002.0,1159880.4293296346,2909177.432556522,41.9976669579,-47.388535476757575,"(41.9976669579, -87.678213456)"
ALDII NC #53,13964.0,-476470.1588644074,13981.0,A,5775 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560700,170315607002042.0,1141308.6934481813,1868917.7316582887,41.7963804895,-108.81113870327964,"(4i1.7963804895, -87.7573475722)"
ALDI INC #64,13976.0,5273.0,11760.0,A,1767 N MILWAUKEE AVE,87166,WEST TOWN,24,32,17031831000,170318310001003.0,1161475.2331590878,1911773.9936050177,41.91358779,-87.6822028354,"(41.91358779, -87.6822028354)"
EDDIE & SON FOOD &LIQ.,4146.0,3169.0,2500.0,B,3624 W NORTH AVE,60647,HUMBrOLDT PARK,23,88,17031230400,170312307001000.0,939141.4228711396,1910429.263639004,41.9100926711,-87.7175753532,"(41.9100926711, -87.7175753532)"
LA CASA DEL PUEBLO INC,31675.0,14392.0,10001.0,A,1810 S BLUE ISLAND AVE,60608,LOWER WEST SIDE,31,25,17031310600,170313106002008.0,1167219.016357534,1891361.481361536,41.8574527464,-87.6616883311,"(41.8574527464, -87.6616883311)"
ALDI'S,1817903.0,-538249.391182099,15255.0,A,4500 N BROADWAY,60640,UPTOWN,3,86,17031830700,99818366163542.4,1168297.690487429,1930121.3669074047,53.87073958430038,-87.6566064924,"(41.9637889643, -87.6566064924)"
FAIRPLAY FINER FOOD,10940.0,86481.0,10001.0,A,2200 S WESTERN AVE,60608,LOWER WEST SIDE,31,104,17031841300,170318413002001.0,1160669.425627566,2139835.0200235704,41.8519838396,-87.6857857042,"(41.8519838396, -87.6857857042)"
LARAMIE AKERY & DELI,4650228.507261312,350093.0,12331.0,,3232 N HARLEM AVE,60634,DUNNING,17,36,8780165426,170311708001011.0,1693986.318125072,1920796.0675339887,41.9389859689,-84.01782060728806,"(41.9389859689, -87.8069290648)"
B & H FOOD & GROCERY,6068.0,3550.0,4500.0,***,713 S ALBANY AVE,71095,EAST GARFIELD PARK,27,28,17031837300,243452720222707.3,1155850.7566169042,1896704.1485966311,41.872350043,-87.7032726418,"(41.872350043, -87.7032726418)"
FRUTERIA EL MERCADO,21239.0,8832.0,5500.0,B,2759 S SPAULDING AVE,60623,SOUTH LAWNDALE,30,22,17031840800,170318408001015.0,1154858.0081655954,1885248.053268944,41.8409331636,-87.7072241769,"(41.8409331636, -87.7072241769)"
MANDY'S LIQUOR,17168.0,7030.0,3000.0,B,1957 W LAWRENCE AVE,60640,LINCOLN SQUARE,4,47,17031830800,170318308001003.0,1162346.5151555608,1931848.8466024203,57.74166569518289,-87.678438479,"(41.9686561373, -87.678438479)"
ALDI #28,1519765.0,-532917.2325762643,15154.0,lA,4934 S KEDZIE AVE,36379,BRIGHTON PARK,58,14,17031630300,170316303002000.0,1155840.3646517831,1871594.2630114884,41.8034457131,-87.7039862718,"(41.8034457131, -87.7039862718)"
THE MARKET PLACE FOODSTORE,10794.0,24875.0,16900.0,A,521 W DIVERSEY PKWY,60614,LINCOLN PARK,7,43,17031070102,170310701022000.0,1172301.9044249672,1918839.6941741232,41.9327439571,-71.08719671589493,"(41.9327439571, -87.6422188452)"
EDDIES'' FOOD MART,50432.0,17311.0,4500.0,B,1858 W 63RD ST,60636,WEST ENGLEWOOD,67,15,17031670600,170316706002016.0,1164782.2873847398,1862921.1125592643,43.97960624378794,-60.61393188616696,"(41.7794611564, -87.6714366715)"
RIVERSIDE DELI,6403.0,896150.9655469031,5500.0,B,1656 W CORTLAND ST,60622,LOGAN SQUAgRE,22,32,17031832300,118811690296327.48,1164752.5760843323,1134395.2889175103,41.916186115,-129.9771888521848,"(41.916186115, -87.6701349439)"
FOODSMART,-3105711.4583534896,272175.0,13800.0,A,2901 W ARMITAGE AVE,60647,LOGAN SQUARE,-66,35,14110271015,169707862799755.28,1156800.356169665,2229294.209247674,33.39335394593936,-87.6993410687,"(41.9173585451, -87.6993410687)"
SUPEdRMARKET & TAQUERIA CARO,2014104.0,310507.0,4524.0,B,4937 W 4TH ST,60638,GARFIELD RIDGE,56,23,17031560300,170315603001003.0,1705761.1850148004,1872974.314261076,41.8074608778,-87.747060571,"(41.8074608778, -87.747060571)"
H & Z GROCERY STORE,3166.0,2823.0,10001.0,A,3638 W WRIGHTWOOD AVE,71541,LOGAN SQUARE,22,35,20486360430,170312207024010.0,1151510.737706785,1917078.382708844,41.9283452514,-87.7186708995,"(41.9283452514, -87.7186708995)"
SEVE NELEVEN,34710.0,14901.0,3000.0,,1425 MONTROSE AVE,58552,LAKE VIEW,6,47,17031060100,170310601001000.0,853506.230535021,1929275.819,29.78056955856252,-67.0037786554271,"(41.9615238247, -87.6660398556)"
ALDI FOODS #91,13994.0,5273.0,15565.0,A,3835 W MADISON ST,63334,WEST GARFIELD PARK,26,28,17031260800,170312608001000.0,1150675.9209930329,1899694.8096007253,41.8806594115,-87.7221936689,"(41.8806594115, -87.7221936689)"
ALDI'S,1817904.0,5273.0,-15162.78722769575,A,6520 W FULLERTON AVE,60707,BEuLMONT CRAGIN,19,36,17031831500,170318315001045.0,1132452.1031463856,1915278.7515644068,56.71171187141459,-87.7887477626,"(41.923760417, -87.7887477626)"
LORTO GROCERY,76774.0,22681.0,-15163.120294036178,B,4600 S FAIRFIELD AVE,60632,BRIGHTON PARK,175,12,17031842800,170318428002005.0,1158768.527537624,1874004.9008791847,41.8100014783,-113.42420996437104,"(41.8100014783, -87.6931813523)"
LUX 2 FOOD & LIQUOR***,5041149.384190936,322813.0,2500.0,B,7550 S MAY ST,60620,AUBURN GRESHAM,71,17,16188601712,170317102004006.0,1169927.2894665268,2268886.882126436,41.7561626996,-87.6528196032,"(41.7561626996, -87.6528196032)"
AROUND THE CLOCK,5550334.092333908,6777.0,3000.0,B,16c05 W HOWARD ST,60626,ROGERS PARK,-66,92,17031010202,170310102021000.0,1164071.30189687,1950305.4360801177,42.0192651821,-87.6715720734,"(42.0192651821, -87.6715720734)"
COUNTY FAIR FOODS,37096.0,15344.0,10001.0,A,w10800 S WESTERN AVE,60643,MORGAN PARK,75,19,23409652391,170317503001022.0,1162271.3113898507,1832938.987290918,41.6972382088,-87.6814748042,"(41.6972382088, -87.6814748042)"
LAWNDALE FOOD MARKET,39529.0,15829.0,6000.0,B,3705 W 16TH ST,60623,NORTH LAWNDALE,148,24,11282897118,170312922003000.0,1151911.1391990148,1891750.0843996853,41.8588339683,-87.7178671863,"(41.8588339683, -87.71x78671863)"
"HYDE PARK PRODUCE, LTD",1884100.0,325993.0,37250.71263404426,A,1226 E 53RD ST,60615,HYDE PARK,41,4,17031410700,170314107001003.0,1185427.7053456623,1870419.6697596249,41.7995768022,-87.5955129219,"(41.7995768022, -87.5955129219)"
KHALIL FOOD & LIQUOR,46846.0,16717.0,3000.0,B,146 W 103RD ST,60628,ROSELAND,49,9,17031490700,170314907002019.0,1176913.316073054,1836691.171717948,41.707218139,-87.6277515583,"(41.707218139, -87.6277515583)"
ALDI FOODS STORE #90B,13992.0,5273.0,15565.0,A,2828 N CENTRAL AVE,60634,BELMONT CRAGIN,19,31,17031190402,170311904022031.0,1138506.860747311,1918378.100848121,41.9321576791,-87.7664245988,"(41.9321576791, -87.7664245988)"
SUNRISE FOODA ND LIQUORS,21927.0,9067.0,7000.0,B,3737 W CHICAGO AVE,60651,HUMOBLDT PARK,23,27,17031231500,170312315006001.0,1151180.725291618,2962883.4194621905,61.90149960294647,-87.7201998415,"(41.895314759, -87.720198415)"
BOULEVARD FOOD & LIQUOR LLC,1931999.0,336958.0,3350.0,B,5922 W IRVING PAR RD,60634,PORTAGE PARK,15,97,17031150402,170311504022018.0,574478.4337209876,1038975.9651417572,41.9531825896,-87.7752593753,"(41.9531825896, -87.7752593753)"
SAVE-A-LOT # 858,-3024519.28753422,216203.0,12000.0,A,2858 E 83RD ST,60617,SOUTH CHICAGO,46,7,17031460302,170314603024017.0,1196917.3210595995,1850533.97189374,41.7447308395,-87.5540391375,"(41.7447308395, -87.5540391375)"
ADA FOODS,50473.0,56673.0,4500.0,B,1281 W 71ST ST,60636,WEST ENGLEWOOD,67,17,17031671800,170316718001000.0,1168677.679288068,1857642.999398216,41.7648941814,-87.6573078048,"(41.7648941814, -87.6573078048)"
THE NEIGHBORHOOD STORE,47617.0,16859.0,38246.20171539424,B,8313 S RACINfE AVE,60620,AUBURN GRESHAM,71,21,17031711000,170317110001007.0,1169811.740030297,1849596.043574734,41.7427877337,-87.6533842508,"(41.7427877337, -87.6533842508)"
"S & K FOOD & LIQUOR, INC.",1544.0,291.0,10001.0,A,7500 S EXCHANGE AVE,82811,SOUTH SHORE,43,7,17031431302,170314313022001.0,1195140.8124018705,2170141.5970526906,37.251763038436266,-68.41291642464296,"(41.7589927618, -87.5603778108)"
AM-PM FOOD MART & CELLULAR***,1093813.0,207399.0,3500.0,***,1924 E 87TH ST,60617,AVALON PARK,162,8,17031450300,170314503003028.0,1190653.5047070954,1847714.111330964,47.22122835122237,-62.94232512915262,"(41.7371462539, -87.5770809934)"
"MORELIA SUPERMARKET, INC.",1892862.0,243702.0,8000.0,B,7300 N WESTERN AVE,60645,WEST RIDGE,2,50,17031020200,192144267116785.2,1158974.931888644,990153.042160396,42.0141839829,-87.6903783498,"(42.0141839829, -87.6903783498)"
DOMINICKS #2890,5577320.168909247,5033.0,55129.0,fA,5201 N SHERIDAN RD,60640,EDGEWATER,77,48,10767589027,170310307061008.0,1168741.5516419634,1934750.447129666,41.9764816676,-87.6548397772,"(41.9764816676, -87.6548397772)"
WALMART,2164075.0,303471.0,10001.0,A,1424 W 47TH ST,86472,hNEW CITY,61,3,17031842600,128415624160211.52,1167548.598,1167550.933,41.80876829,-118.65602392578434,"(41.80876829, 87.66098821)"
ALDI'S #93,1743165.0,5273.0,16890.0,A,7545 S WESTERN AVE,60620,ASHBURlN,70,18,17031700100,170317001002053.0,1161731.5742264998,2521557.952264104,41.756035091,-87.6828583216,"(41.756035091, -87.6828583216)"
TREASURE ISLAND FOODS,1311.0,85291.0,10001.0,A,3460 N BROADWAY,60657,LAKE VIEW,6,44,17031062000,119775844226966.9,1171266.717875984,1923235.211072692,41.9448282656,-87.6458934884,"(41.9448282656, -87.6458934884)"
OLIVE MOUNT MRAT,1337266.0,205718.0,3000.0,,3536 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660400,170316604003014.0,1153755.8092024382,1862648.9617015244,41.7789401249,-87.7118685723,"(41.7789401249, -87.7118685723)"
JEWELFOOD STORE #3407,1394.0,259.0,19238.0,A,5516 N CLARK ST,58569,EDGEWATER,77,40,17234818868,170310309001000.0,1164969.7637174986,1936801.106659389,41.9821898846,-124.05609420257524,"(41.9821898846, -87.668651628)"
FURTERIA EL SERRANITO,2031979.0,352794.0,2500.0,B,1755 W 38TH ST,74708,MCKINLEY PARK,59,11,17031590700,170315907001015.0,1165040.1969612509,1879467.3770517912,41.8248606245,-87.6700230192,"(41.8248606245, -87.670230192)"
PEORIA PACKIN GLTD,33970.0,14795.0,8000.0,B,1300 W LAKE ST,60607,NEAR WEST SIDE,172,27,8854811259,170318330002051.0,1167882.5854297176,1901616.9942708253,41.88558042,-127.89852106515669,"(41.88558042, -87.6589569108)"
CARNICERIA JIMENEZ INC,1693.0,-450995.0903719598,16000.0,A,4204 W NORTH AVE,60639,HUMBOLDT PAKR,23,30,17031230500,170312306004000.0,1148051.2248360445,1910341.2429574225,41.9099252471,-87.7315572163,"(41.9099252471, -87.7315572163)"
EXTRA VALUE FOOD & LIQUOR,1823321.0,319024.0,5000.0,B,6257 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,17031670800,170316708002029.0,1166789.0790554823,1862992.586220064,62.560250794255005,-75.70029359674959,"(41.7796146658, -87.6640774893)"
GOLDMORE FOOD,34046.0,14804.0,2500.0,B,1949 W 51ST ST,60609,NEW CITY,61,16,17031611700,170316117003002.0,1164000.6811145658,1870810.754657064,41.8011278091,-87.6740803441,"(41.80112780q91, -87.6740803441)"
SOLID GOLD,4759301.592655177,203033.0,3300.0,B,3821 W ROOSEVELT RD,60624,ORTH LAWNDALE,29,24,17031838700,170318387001005.0,1151058.508087893,1422014.152532071,41.866119494,-87.720927574,"(41.866119494, -87.720927574)"
Food 4 Less Midwest,1596210.0,251246.0,62000.0,A,7030S ASHLAND AVE,60636,WEST ENGLEWOOD,67,17,17031671500,170316715003031.0,1166858.4518661886,1857955.5014696808,41.7657907704,-87.6639668865,"(41.7657907704, -87.6639668865)"
CLARENDON FOOD MART INC,29515.0,828220.5314172767,10000.0,A,4183 N CLARENDON AVE,60613,UPTOWN,3,46,17031031400,164798993367067.47,1170205.441116325,1928028.6054156309,41.9580048015,-87.6496537356,"(41.9580048015, -87.6496537356)"
JEWEL FOOD STORE #3043,-2731955.447901024,259.0,37641.0,A,443 E 34TH ST,32297,DOUGLAS,-65,4,17031351000,170313510002003.0,1016841.6134963178,1882571.1097821312,41.8330447382,-48.43534081407834,"(41.8330447382, -87.6146113644)"
LA PLAMA,22662.0,63389.0,15000.0,A,4173 S ARCHER AVE,60632,BRIGTHON PARK,58,14,17031580501,170315805012012.0,1157347.0558745717,1876755.8258401973,41.8175793077,-87.6983205863,"(41.8175793077, -87.6983205863)"
SUPER MAS MARKET,4529212.148450125,347422.0,32000.0,A,1422 W 47TH ST,60609,NEW CITY,61,3,17031842600,170318426002060.0,1167499.0144743386,1873621.1325798563,41.8087654583,-87.6611701084,"(41.8087654583, -87.6611701084)"
CARNICERIA EL PORVENIR,5271158.497928061,311076.0,2500.0,B,150 E KENSINGTON AVE,60628,WEST PULLMAN,53,9,17031530100,170315301001016.0,1179443.180500097,1828274.07861954,41.684063198,-87.6187429679,"(41.684063198, -87.618742969)"
RJ Liquors,1597198.0,292263.0,3550.0,B,5640 W FULLRETON AVE,60639,BELMONTd CRAGIN,144,30,17031190602,170311906022035.0,1138190.0289126371,1915426.6851838848,41.9240644164,-87.7676604864,"(41.9240644164, -87.7676604864)"
JEWEL FOOD STORE #3282,1337.0,259.0,24922.0,***,4729 N CENTRAL AVE,60630,PORTAGE PARK,15,45,17031150300,170311503007003.0,1138185.4404146564,1930999.22491578,41.966797112,-87.7672994806,"(41.966797112, -87.7672994806)"
PRESTIGE LIQUORS,-2935501.994213923,325934.0,2900.0,,7104 S WESTERN AdVE,60636,CHICAGO LAWN,66,18,17031661000,170316610004000.0,1161564.7766862034,1857442.9258322776,41.7644955967,-87.6833842675,"(41.7644955967, -87.6833842675)"
"THREE ROOSTERS, INC.",1980803.0,345267.0,4830.0,B,12247 S HALSTED ST,67838,WEST PULLMAgN,53,34,17031530501,170315305012020.0,1173256.2444677488,1823452.926244852,41.6709717654,-87.6415330496,"(41.6709717654, -87.6415330496)"
BUY -N- SAVE,62460.0,19735.0,8000.0,B,209 E 103RD ST,60628,ROESLAND,49,9,17031490902,170314909022003.0,1179510.2977121803,1836682.414261964,41.7071353216,-87.6182417299,"(41.7071353216, -87.6182417299)"
A & B FOOD MARKET INC,43181.0,763935.4109121512,10001.0,A,5057 W DIVISION ST,60651,AUSTIN,25,37,17031251100,170312511004000.0,1264976.4651187437,1907473.3799980525,41.9021664421,-87.7531823487,"(41.9021664421, -87.7531823487)"
JEWEL FOOD STORE #3514,1385.0,259.0,20285.0,A,3531 N BROADWAY,60657,LAKE VIEW,6,46,17031061800,170310618001000.0,846978.4671273066,1923800.9861456568,41.9463846516,-119.51246910325142,"(41.9463846516, -87.6465248633)"
MR G'S FOOD & LIQUOR,-3105757.9665655,263.0,3000.0,B,332 E 58TH ST,60637,WSHINGTON PARK,40,20,17031400400,170314004002002.0,1179370.5406004891,1866670.718611536,41.7894298575,-62.55866234382035,"(41.7894298575, -7.6178403398)"
ALDI INC STORE #90,14008.0,5273.0,-14941.11639945432,A,9017 S HASLTED ST,80192,AUBUzRN GRESHAM,71,21,17031711500,170317115002037.0,1172597.8112495996,1845066.5303352005,41.7302972736,-87.6433090924,"(41.7302972736, -87.6433090924)"
SUPERMERCAD OLA VILLA,1800261.0,313811.0,9000.0,B,y5020 W FULLERTON AVE,56438,BELMONT CRAGIN,19,31,17031190800,211478465422671.2,1142420.0085831813,1915530.8797561617,41.40225526068343,-87.7521150377,"(41.9242727136, -87.7521150377)"
CERMAK PRODUCE,4675276.759866296,858668.671245873,14000.0,A,4401 W ARMITAGE AVE,60639,HERMOSA,20,31,17031831200,170318312002004.0,941094.388131618,1912886.209459732,41.9169344398,-87.7363871475,"(41.9169344398, -87.7363871475)"
MELISSA'S FOOD & LIQUORS INC,29494.0,11681.0,3500.0,dB,3867 W GRAND AVE,54426,HUMBOLDT PARK,159,27,17031230700,170312307003012.0,1150134.108920061,1908582.763879062,41.9050594546,-87.7239513845,"(41.9050594546, -87.7239513845)"
LAMERCED INC,6834.0,3685.0,10001.0,A,4335 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031301801,170313018012007.0,1147980.980711077,1886328.481112944,41.8440327965,-76.51368684704782,"(41.8440327965, -87.732432864)"
J & A vORIENTAL FOOD MART,30859.0,8995.0,10001.0,A,5755 W FULLERTON AVE,60639,BELMONT CRAGIN,19,37,17031191302,170311913022003.0,1137381.6671338268,1915324.773720406,41.9237993545,-87.7706332364,"(41.9237993545, -87.7706332364)"
WEST HAVEN MARKET & GRILL,17558.0,7111.0,3200.0,B,2132 W WASHINGTON BLVD,60612,NEAR WEST SIDE,145,2,17031837800,177668138421650.16,1162032.1165760455,1900702.2627747909,41.8831944724,-87.6804664902,"(41.8831944724, -87.6804664902)"
SAHAR INTERNATIONAL SUPERMARKET,2079006.0,263556.0,7900.0,B,4851 N KEDZIE AVE,60625,ALBANY PARK,14,33,17031140100,170311401002004.0,722749.6135813504,1932262.279430844,41.9699575396,-87.7083728782,"(41.9699575396, -87.7083728782)"
WALGREENS #2073,18619.0,7551.0,10001.0,A,5401 S WENTWORTH AVE,60609,FULLER PARK,37,3,19924980326,134866097028738.42,1175923.785,1869122.159,41.79623488,-87.63040492,"(41.79623488, -87.63040492)"
"PARK PACKING OF CHICAGO, INC.",2008956.0,340517.0,3500.0,B,1544 W 41ST ST,60609,NWE CITY,61,11,10912404957,170318426002022.0,585113.8479391029,1877402.1258977635,34.347293825045895,-87.6642353554,"(41.8911594443, -87.6642353554)"
"R &S DISCOUNT FOOD, WINE, & LIQUOR",8647.0,4130.0,2800.0,B,2425 W DIVERSEY AVE,89980,LOGAN SQUARE,22,1,17031830900,170318309003001.0,1005611.9166162218,1918486.5731815093,41.932046851,-87.6889786863,"(41.932046851, -87.6889786863)"
CERMAK PRODUCE #5 LTD,5092218.115492271,298958.0,10000.0,A,3435 S ARCHER AVE,60608,MCKINLEY PARK,59,11,19871254830,170318403002016.0,999896.3551344828,1881819.8370208896,41.8313499001,-87.6758478479,"(41.8313499001, -87.6758478479)"
NATIOqNAL FRUIT STOP,-3636930.104680344,9531.0,3000.0,,3523 W LAWRENC AVE,60625,ALBANY PARK,14,33,17031140701,130247598291921.98,1151894.1866127106,1931625.3434103087,42.723671387991054,-87.7168773813,"(41.9682556374, -87.7168773813)"
DOMINICK'S #160/1698,41689.0,-533865.2794039957,72000.0,A,1763 W HOWARD ST,60626,ROGERS PARK,145,49,17031010202,170310102021001.0,1340390.5926315817,1950306.646065869,42.0192885501,-87.6750585094,"(42.0192885501, -87.6750585094)"
JAMAICA FOOD &j LIQUOR INC,22679.0,9341.0,2500.0,rB,4252 S cCOTTAGE GROVE AVE,60653,GRAND BOULEVARD,38,4,17031380100,170313801001032.0,1182280.5445406442,1876753.092635012,58.90545984097572,-87.6068579199,"(41.8170297652, -87.6068579199)"
"CARNICERIA LA MEJOR PRODUCE, INC.",1800292.0,313836.0,4500.0,B,2915 N MILWAUKEE AVE,60618,AVONDALE,21,35,17031210602,170312106023005.0,1152283.91665166,1919259.219010504,23.540780761604363,-87.7157719991,"(41.9343143994, -87.7157719991)"
WHOLE FOODS MRAKET,4895132.833058251,86298.0,30591.0,rA,30 W HURON ST,60610,NEAR NORTH SIDE,8,42,22444658648,170310816002002.0,1175903.1287106676,1905102.7096487123,41.8949686732,-87.6293991787,"(41.8949686732, -87.6299391787)"
BzARI,1245246.0,246600.0,2500.0,B,1120 W GRAND AVE,64339,WEST TOWN,24,27,17031243500,170312435001021.0,1168791.2989530065,1903675.7416113813,41.8912101212,-87.6555602414,"(41.8912101212, -87.6555602414)"
JEWEL FOOD STORE #3454,1325.0,259.0,39982.64238016286,A,4250 N LINCOLN AVE,60618,NORTH CENTER,5,47,17359893515,170310502002007.0,1161297.751233976,1928358.515166796,41.959100433,-87.6823922417,"(41.959100433, -8o7.6823922417)"
JOLANTA'S INTERNATIONAL DELI,26376.0,10856.0,10001.0,A,5914 W HIGGINSA VE,53346,JEFFERSON PARK,11,45,18548844141,170311104003013.0,1135703.9578490956,1933167.4320264272,41.9727914969,-58.22345900290685,"(41.9727914969, -87.7763718583)"
EL MILAGRO,43513.0,2718.0,5500.0,B,3048 W x26TH ST,65986,SOUTH LAWNDALE,30,12,21842228640,170313009001012.0,1156243.443139308,1886626.270993506,32.05518755424006,-87.702102936,"(41.8446873274, -87.702102936)"
HARVESTIME FOODS,43697.0,16317.0,8750.0,B,2632 W LAWRENCE AVE,60625,LINCOLN SQUARE,4,40,17031040201,170310402013015.0,1157798.3462350464,1931819.6590417093,41.9686702259,-87.6951627475,"(41.9686702259, -87.6951627475)"
CHICAGO GROCERS,1332221.0,258200.0,2500.0,B,2122 W DEVON AVE,60659,WEST RIDGE,2,87,17031020500,253102633768239.5,1160870.3907480354,1942511.562416782,41.9979458853,-87.683568705,"(41.9979458853, -87.683568705)"
NOzOR MEAT,61680.0,19506.0,3000.0,B,2505 W DEVON AVE,60659,WEST RIDGE,2,50,17031020802,170310208024002.0,1734227.0362269378,1942357.5797250352,41.9975738059,-87.6925485988,"(41.9975738059, -87.6925485988)"
TRATTORIA ISABELLA,1842843.0,-511473.6990797021,3365.0,B,217 N JEFFERSON ST,60661,NEAR WEST SIDE,28,42,17031280100,170312801001026.0,1172322.5414348007,1901912.231989673,41.8862936679,-87.6426439206,"(41.8862936679, -87.6426439206)"
DOLLAR DELS & UP,1276566.0,252997.0,2500.0,B,2057 N PULASKI RD,60639,HERMSOA,20,30,17031200402,170312004021000.0,1149414.1088377142,1913618.23007828,44.144778713545854,-87.726465315,"(41.9188912639, -87.72646c5315)"
Save-A-Lot #886,2079232.0,216203.0,13000.0,A,148 W 79TH ST,40760,GREATER GRAND CROSSING,69,17,14230595747,232479895432907.56,573636.3264148382,1852636.2224414565,41.7509837901,-87.6289614545,"(41.7509837901, -87.6289614545)"
L'APPETITO,42672.0,16220.0,2900.0,B,875 N MICHIGAN AVE,60611,NEAR NORTH SIDE,8,42,17031081300,170310813003001.0,1037344.0576568432,2736141.2261972446,41.8989485417,-87.6239749877,"(41.8989485417, -87.6239749877)"
"TONY''S FINER FOODS ENTERPIRSES, INC.",1717867.0,305203.0,21000.0,A,3607 W FULLERTON AVE,60647,LOGAN SQUARE,22,35,24329152060,170312209022000.0,1151897.10854296,2841699.169998955,41.924490094,-87.717288131,"(41.924490094, -87.717288131)"
JEWEL FOOD TSORE #3139,1356.0,259.0,22295.0,A,3940 E 106TH ST,60617,EAS TSIDE,52,10,17031520400,170315204001013.0,1204247.1335668955,1835323.1839602448,41.7028060951,-87.5277040116,"(41.7028060951, -87.5277040116)"
SAVE-A-LOT #859,1272455.0,216203.0,12000.0,A,420 S PULASKI RD,60624,WEST GARFIELD PARK,26,24,17031260700,170312607002016.0,1149764.943346514,1897457.3459149937,41.8745373122,-99.63469136284994,"(41.8745373122, -87.7255969017)"
MICELI'S DELI & FOOD MART,44924.0,16493.0,4000.0,cB,2448 S OAKLEY AVE,60608,LOWER WEST SIDE,31,25,19642483768,170318413003008.0,1161387.699220223,1043743.4598746344,56.06320823137514,-87.6831995522,"(41.847020464, -87.6831995522)"
ODMINICK''S # 130/1130,41657.0,5033.0,10001.0,A,2101 E 71ST ST,49132,SOUTH SHORE,43,5,17031430600,170314306001008.0,1191459.6594881737,1858232.4496476045,41.7659900011,-111.27818668886992,"(41.7659900011, -87.5737873367)"
MA''S & PA''S GROCERY SNACKS HOP,7302.0,3806.0,4500.0,B,804 S CALIFORNIA AVE,60612,EAST GARFIELD PARK,27,2,17031271800,170312718001017.0,1157790.043250908,1663996.770733936,41.8708776439,-87.6961668842,"(41.8708776439, -87.6961668842)"
JEWEL FOOD STORE #3181,1368.0,259.0,30745.0,A,87 W 87TH ST,39323,CHATHAM,44,21,17031842400,170318424002071.0,1177054.4742752898,1847233.7240653527,41.7361451282,-87.626917844,"(41.7631451282, -87.626917844)"
4700 PETE'S FRESH MARKET,5258360.255785121,245519.0,45000.0,A,4700 S KEDZIE VAE,60632,BRIGHTON PARK,58,14,17031842800,170318428004023.0,1219472.9996397628,1873270.7784828767,41.8080472717,-87.7041188223,"(41.8080472717, -87.7041188223)"
LA GUERRERENSE,5663410.618058726,43885.0,3000.0,B,4149 W ARMITAG EAVE,60639,HERMOSA,20,30,17031831200,170318312003003.0,1148187.7143638656,1912920.372714168,41.9170000028,-87.7309892645,"(41.9170000028, -87.7309892645)"
LOUIS' GROCERIES,2153429.0,372246.0,10001.0,A,7604 S COTTAGE GROVE AVE,60619,GREATER GRAND CROSSING,69,6,17031691400,170317000000000.0,1182841.944,1854717.938,41.75655031,-87.60548285,"(41.75655031, -87.60548285)"
"SZYMANSKI BROSo, INC",18082.0,86677.0,3000.0,B,6016 W IRVING RD,60634,PORTGAE PARK,15,38,17031150502,170311505022015.0,1135438.8553791242,1926007.88654451,41.9531497374,-87.7775174877,"(41.9531497374, -87.7775174877)"
SUPERMERCADO GUADALAJARA #2,3991.0,23651.0,6000.0,B,2300 S KEDZIE AVE,60623,SOUTH LAWNDALE,30,24,16991309721,170313008001012.0,1155346.7012859406,1888503.802863018,41.8498575327,-87.7053434771,"(41.8498575327, -87.7053434771)"
