OBJECTID,SITENAME,DATA_S_YR,CREAT_YR,DATA_METH,DATA_ACCU,COWARDIN,COWAR_S_YR,HGM,HGM_S_YR,POLY_S_ID,FIELD_OBS_LWI,DATA_S_TYP,HYD_BAR,HYD_DRA,HYD_FLO,WET_MGT,COV_TYP,VEG_SPEC,VEG_COND,VEG_S_YR,LSW,GOAL_5_17,SAC,DEVELOP,DSL_WD,DSL_FILE,MOSAIC,Acres,Shape__Area,Shape__Length
5302,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1A,,RI,,8,offsite,2,,,,,,,,,Y,,,, ,,,0.309562316405559,2415.828125,335.279805907951
5303,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1A,,RI,,WD2009-0442,visual,2,,,,,,,,,Y,,,,WD2009-0442,,Wetland-Upland Mosaic,1.27787433846041,9972.859375,643.578801759471
5304,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1Y,,RFT,,WD2008-0030,offsite,2,,,,,,,,,No,,,,WD2008-0030,,,0.508772256399256,3971.4375,278.654023270508
5305,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMYd,,SV,,WD2008-0618-3,visual,2,,,,,,,,,No,,,,WD2008-0618,,,0.0234502064297285,183.0078125,259.151082686227
5306,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1Y,,SV,,WD2008-0618-1,visual,2,,,,,,,,,No,,,,WD2008-0618,,,0.215472131710323,1681.7578125,728.784068863885
5307,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMYd,,SV,,WD2008-0618-4,visual,2,,,,,,,,,No,,,,WD2008-0618,,,0.00169383487617344,13.203125,21.5603582552501
5308,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1A,,RI,,WD2009-0442,visual,2,,,,,,,,,Y,,,,WD2009-0442,,Wetland-Upland Mosaic,0.647846469150665,5056.09375,300.14925149316
5309,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1A,,RI,,WD2009-0442,visual,2,,,,,,,,,Y,,,,WD2009-0442,,Wetland-Upland Mosaic,0.154744685894216,1207.6875,162.291188415298
5310,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMA,,RI,,WD2009-0442,visual,2,,,,,,,,,Y,,,,WD2009-0442,,Wetland-Upland Mosaic,4.67098660082257,36454.2578125,2121.59503445253
5311,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1Y,,SH,,2a,onsite,2,,,,,,,,,Y,,,, ,,Wetland-Upland Mosaic,0.319595125608749,2495.8125,271.808676072327
5312,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMY,,SH,,2a,visual,2,,,,,,,,,Y,,,, ,,Wetland-Upland Mosaic,0.338261956300947,2641.5,439.913606945416
5313,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMYd,,SV,,WD2008-0618-2,visual,2,,,,,,,,,No,,,,WD2008-0618,,,0.0947617907179686,739.6171875,641.367938712231
5314,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1A,,RI,,WD2009-0442,visual,2,,,,,,,,,Y,,,,WD2009-0442,,Wetland-Upland Mosaic,0.111578308200406,870.7890625,125.805904229456
5315,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMY,,SV,,WD1997-0473-1,offsite,2,,,,,,,,,No,,,,WD1997-0473,,,0.123077487964599,960.7734375,251.27919920744
5316,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMY,,SH,,WD1997-0473-2,offsite,2,,,,,,,,,No,,,,WD1997-0473,,,0.227539582127995,1776.125,910.726861251596
5317,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1Y,,RFT,,WD1996-0016-1,offsite,2,,,,,,,,,No,,,,WD1996-0016,,,0.0155581626622952,121.453125,89.9861150869371
5318,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMY,,RFT,,WD1996-0016-2,offsite,2,,,,,,,,,No,,,,WD1996-0016,,,0.155314466116507,1212.3515625,383.814171809263
5319,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMY,,SV,,1,onsite,2,,,,,,,,,No,,,, ,,Wetland-Upland Mosaic,2.41573581449996,18865.3828125,1176.38829605337
5320,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMY,,SV,,5,offsite,2,,,,,,,,,No,,,, ,,,0.416784087837481,3254.2421875,227.368688786279
5321,Lowell,2010,"Environmental Science Associates, October 2011",,,PEMB,,SH,,2a,visual,2,,,,,,,,,Y,,,, ,,Wetland-Upland Mosaic,0.0621599595567889,485.40625,232.545298385449
5322,Lowell,2010,"Environmental Science Associates, October 2011",,,PFO1Y,,RFT,,WD1993-0106-2,offsite,2,,,,,,,,,No,,,,WD1993-0106,,,0.852750747234214,6657.0625,1403.67447696047
5323,Medford,2001,"Wetlands Consulting, September 2002",,,"PEM, PSS",,SV,,LA-W05,offsite,2,,,,,,,,,Y,,,,, , ,8.24676798917842,61021.34375,2939.23679691105
5324,Medford,2001,"Wetlands Consulting, September 2002",,,"PEM, PSS",,SV,,SW-W01,offsite,2,,,,,,,,,Y,,,,, , ,6.65780604031613,49398.1953125,1954.30468792723
5325,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W13,onsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,1.58636065506969,11765.9375,409.804130363381
5326,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W06,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0493151985030474,365.84375,75.3583040936107
5327,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W08,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.189463775986777,1405.5390625,155.722339391295
5328,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W05,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0882442280866403,654.6484375,108.049558275555
5329,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W11,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.338983249022282,2514.5078125,227.568252061126
5330,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W10,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.301717778715194,2238.3828125,178.201473357951
5331,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W04,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.118052050459191,875.7109375,140.109761984544
5332,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W07,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0376598614061553,279.3828125,63.1540298170067
5333,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W09,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,4.23815152430231,31441.2109375,1017.77692220189
5334,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W12,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0850278594148361,630.671875,111.673884241828
5335,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W14,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.073158686206471,542.6171875,89.9258123028086
5336,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W15,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0572724198174565,424.7890625,81.554355539987
5337,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W17,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0328861686150282,243.890625,74.91887535475
5338,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W18,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.078289613588144,580.6015625,105.7176719836
5339,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W20,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,0.209383183216869,1552.71875,220.078742243416
5340,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W21,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.052462110875391,389.0390625,85.063280962333
5341,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W22,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.15297679208902,1134.390625,154.743405325937
5342,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,RFT,,MD-W23,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.0343278768747217,254.5703125,231.41531964557
5343,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W24,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,0.723978389517593,5368.4296875,329.331010757532
5344,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W25,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,1.02516639369675,7601.6640625,732.429850220562
5345,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,RFT,,MD-W19,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.334131677709284,2477.9609375,966.922943333429
5346,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W39,offsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,14.7751040435253,109565.8828125,1620.88732995698
5347,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,BE-W01,onsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,14.4979527528064,107437.8359375,1309.29042851586
5348,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W51,onsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,0.498052122749007,3691.8671875,479.071010447749
5349,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W53,onsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,0.320849680994763,2378.28125,214.213034588745
5350,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W52,onsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,0.2657679606399,1970.0625,315.255588297246
5351,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W45,onsite,2,,,,,,,,,N,,,,,00-0396, ,0.0459778381038707,340.8125,71.1360483263988
5352,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W44,onsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,8.03178071134529,59543.3046875,1427.10098178715
5353,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W16,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,6.03237062430445,44741.640625,1124.12314018615
5354,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,MD-W01,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,1.9706802021394,14621.53125,488.95558953569
5355,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,MD-W01,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,2.8995950837468,21512.7734375,703.393583669769
5356,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W02,offsite,2,,,,,,,,,N,,,,,FP 17158, ,0.371011571291187,2752.75,202.091765712919
5357,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,MD-W40,onsite,2,,,,,,,,,Y,,,,,99-0230, ,0.4174855346651,3095.5546875,306.235325323728
5358,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,MD-W40,offsite,2,,,,,,,,,Y,,,,, , ,4.76359492134478,35323.453125,1568.87944731564
5359,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,MD-W34,onsite,2,,,,,,,,,Y,,,,,99-0467, ,1.05284111257892,7808.4609375,733.256282722529
5360,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,Flat,,MD-W36,onsite,2,,,,,,,,,N,,,,,99-0467, ,0.0741617809145698,549.9921875,112.073802892262
5361,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,Flat,,MD-W37,onsite,2,,,,,,,,,N,,,,,99-0467, ,0.0719988388456969,533.9453125,105.265234623359
5362,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,Flat,,MD-W38,onsite,2,,,,,,,,,N,,,,,99-0467, ,0.020577244343603,152.59375,47.7342330391414
5363,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,MD-W35,onsite,2,,,,,,,,,Y,,,,,99-0467, ,1.64711744029175,12215.296875,1330.48531404069
5364,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W33,onsite,2,,,,,,,,,Y,,,,,99-0467, ,0.448088212719168,3323.1171875,285.7055028116
5365,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W32,onsite,2,,,,,,,,,Y,,,,,99-0467, ,0.0368361984718783,273.203125,67.543879402404
5366,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W30,onsite,2,,,,,,,,,Y,,,,,99-0467, ,0.0278037669522644,206.2265625,53.1322685730981
5367,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W31,onsite,2,,,,,,,,,Y,,,,,99-0467, ,0.0286502326161896,212.4921875,54.8477280233317
5368,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W28,onsite,2,,,,,,,,,Y,,,,,99-0467, ,0.0436459987262863,323.7109375,69.8974406363072
5369,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W27,onsite,2,,,,,,,,,Y,,,,,99-0467, ,19.5644153659694,145101.7890625,4156.87843651021
5370,Medford,2001,"Wetlands Consulting, September 2002",,,"PSSx, PEMx",,Flat,,MD-W29,onsite,2,,,,,,,,,Y,,,,,99-0467, ,0.226951688463811,1683.234375,167.564051052676
5371,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W41,onsite,2,,,,,,,,,Y,,,,, , ,0.538370141060038,3992.328125,340.294133548007
5372,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,DCP,,MD-W46,onsite,2,,,,,,,,,Y,,,,, , ,0.31068316829258,2303,221.663443256336
5373,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,DCNP,,MD-W47,onsite,2,,,,,,,,,Y,,,,, , ,0.1818136027602,1347.7265625,175.740916284459
5374,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,DCNP,,MD-W48,onsite,2,,,,,,,,,Y,,,,, , ,0.232707619118645,1724.96875,212.258952413428
5375,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,Flat,,MD-W49,onsite,2,,,,,,,,,Y,,,,, , ,0.0308232672546259,228.5234375,94.8642913281118
5376,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,Flat,,MD-W50,onsite,2,,,,,,,,,Y,,,,, , ,0.0182514330177562,135.28125,61.6565618643426
5377,Medford,2001,"Wetlands Consulting, September 2002",,,"PEM, PEMx",,RFT,,MD-W03,offsite,2,,,,,,,,,Y,,,,,FP 17158, ,1.12833356528936,8370.2421875,1349.73821326002
5378,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,DCNP,,MD-W56,onsite,2,,,,,,,,,Y,,,,,FP 12548, ,1.91766183480448,14215.328125,500.75071894671
5379,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,RFT,,BE-W03,onsite,2,,,,,,,,,Y,,,,, , ,0.934608631263688,6922.515625,812.529732572513
5380,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,DOF,,BE-W02,offsite,2,,,,,,,,,N,,,,, , ,0.756306221610902,5602.140625,432.934978036541
5381,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,LP-W02,onsite,2,,,,,,,,,Y,,,,, , ,2.5316353306557,18756.9609375,993.677548014392
5382,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,RFT,,LP-W03,onsite,2,,,,,,,,,N,,,,,01-0172, ,0.205474916999549,1522.4140625,541.411921473117
5383,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,LP-W04,onsite,2,,,,,,,,,N,,,,,91-0071, ,0.184170027699893,1364.2421875,212.426200881907
5384,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RI,,LP-W05,onsite,2,,,,,,,,,Y,,,,,98-0508, ,7.08476856465214,52481.3046875,1297.2146953159
5385,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,LP-W06,onsite,2,,,,,,,,,Y,,,,,98-0508, ,3.49516990411672,25891.375,1565.02875677526
5386,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PFO, PEM",,RFT,,LP-W08,offsite,2,,,,,,,,,Y,,,,, , ,0.616426057496281,4565.9609375,478.24054184746
5387,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,SH,,LP-W10,offsite,2,,,,,,,,,Y,,,,, , ,11.2557992122025,83362.0859375,2629.40230892729
5388,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PUBh",,DCP,,LP-W12,offsite,2,,,,,,,,,Y,,,,, , ,2.33894644655507,17320.3515625,802.747800796717
5389,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SH,,LZ-W04,onsite,2,,,,,,,,,N,,,,,00-0413, ,0.667545581267656,4942.90625,398.570600989891
5390,Medford,2001,"Wetlands Consulting, September 2002",,,PSS,,RFT,,LA-W06,offsite,2,,,,,,,,,N,,,,, , ,0.930485962383371,6888.984375,383.616077770429
5391,Medford,2001,"Wetlands Consulting, September 2002",,,PSS,,RFT,,LZ-W06,onsite,2,,,,,,,,,Y,,,,, , ,1.31553808364101,9743.6796875,1372.09176976236
5392,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,BS-W01,onsite,2,,,,,,,,,Y,,,,, , ,0.511135217704941,3782.28125,512.525072276919
5393,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,EK-W14,offsite,2,,,,,,,,,Y,,,,, , ,1.30283323721539,9637.5859375,954.032226206606
5394,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,EK-W11,onsite,2,,,,,,,,,Y,,,,, , ,1.38167405984739,10222.609375,752.518264384423
5395,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RI,,EK-W08,offsite,2,,,,,,,,,Y,,,,, , ,1.56517612332906,11588.2890625,424.077888123214
5396,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RI,,EK-W06,offsite,2,,,,,,,,,N,,,,, , ,0.158426082645478,1173.03125,145.157151666164
5397,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RI,,EK-W05,offsite,2,,,,,,,,,N,,,,, , ,0.384901414660045,2850.0078125,256.012654331127
5398,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,EK-W04,offsite,2,,,,,,,,,N,,,,, , ,0.133253906645364,986.703125,170.162887567515
5399,Medford,2001,"Wetlands Consulting, September 2002",,,PSS,,DCNP,,LZ-W03,onsite,2,,,,,,,,,Y,,,,, , ,0.524028779348443,3878.7734375,252.047446124495
5400,Medford,2001,"Wetlands Consulting, September 2002",,,PSS,,DOF,,LZ-W02,onsite,2,,,,,,,,,Y,,,,, , ,0.843886484376926,6246.1484375,486.484646446233
5401,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RFT,,LZ-W01,onsite,2,,,,,,,,,Y,,,,, , ,1.38536934052123,10253.9609375,515.055995410465
5402,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,LA-W02,offsite,2,,,,,,,,,Y,,,,, , ,0.984803205984757,7288.7421875,573.366573095011
5403,Medford,2001,"Wetlands Consulting, September 2002",,,"PFO, PSS",,SV,,LA-W01,onsite,2,,,,,,,,,Y,,,,, , ,5.5686258617645,41212.6328125,1909.35422153083
5404,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,BS-W10,offsite,2,,,,,,,,,Y,,,,, , ,0.774652643928791,5730.6484375,443.239793608461
5405,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,BS-W14,offsite,2,,,,,,,,,Y,,,,, , ,2.22473120499068,16454.6328125,620.872082283523
5406,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,BS-W13,offsite,2,,,,,,,,,Y,,,,, , ,0.189122239571992,1398.828125,247.579666083111
5407,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,DCNP,,BS-W15,offsite,2,,,,,,,,,Y,,,,, , ,0.122189006859849,903.6875,118.610124700044
5408,Medford,2001,"Wetlands Consulting, September 2002",,,PEMx,,DCNP,,BS-W16,offsite,2,,,,,,,,,Y,,,,, , ,1.26904895370835,9385.90625,745.486352049029
5409,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,LP-W01,onsite,2,,,,,,,,,Y,,,,,98-0452, ,0.681996220453238,5055.3046875,707.338705306937
5410,Medford,2001,"Wetlands Consulting, September 2002",,,PSSx,,RFT,,LA-W03,offsite,2,,,,,,,,,N,,,,,00-0548, ,0.256139196818886,1895.421875,210.124272769456
5411,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RFT,,LA-W04,offsite,2,,,,,,,,,N,,,,,00-0548, ,0.205379616863465,1519.6796875,264.173299895075
5412,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W43,onsite,2,,,,,,,,,N,,,,,00-0396, ,0.0552748484505917,409.796875,81.7771507655193
5413,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PFO, PEM",,RFT,,LP-W07,offsite,2,,,,,,,,,Y,,,,,98-0508, ,2.83746525010988,21018.359375,1346.06700819346
5414,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PUBh",,DCNP,,LP-W11,offsite,2,,,,,,,,,Y,,,,, , ,0.614880026777762,4553.6015625,459.339765169153
5415,Medford,2001,"Wetlands Consulting, September 2002",,,PEMd,,Flat,,CR-W01,offsite,2,,,,,,,,,N,,,,, ,Wetland-Upland Mosaic,41.2887002303805,305467.390625,2396.80563511043
5416,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,EK-W07,offsite,2,,,,,,,,,N,,,,, , ,0.225146321902372,1667.03125,191.181316569653
5417,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W42,offsite,2,,,,,,,,,N,,,,,99-0230, ,0.058168668158323,431.3046875,78.0676780174796
5418,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RFT,,BS-W04,offsite,2,,,,,,,,,Y,,,,,01-0452, ,0.505887989756382,3743.359375,426.189765300979
5419,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RI,,BS-W09,offsite,2,,,,,,,,,Y,,,,, , ,3.72635924316601,27566.6796875,901.14351089258
5420,Medford,2001,"Wetlands Consulting, September 2002",,,"PFO, PEM",,RI,,BS-W06,offsite,2,,,,,,,,,Y,,,,, , ,4.55222662307037,33679.9375,1428.73614388053
5421,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,BS-W02,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.146531141504385,1084.3515625,190.433615863322
5422,Medford,2001,"Wetlands Consulting, September 2002",,,PSS,,RFT,,BS-W03,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.0319252270451693,236.25,59.8803605132756
5423,Medford,2001,"Wetlands Consulting, September 2002",,,PSS,,RFT,,BS-W05,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.00409112424034151,30.2734375,37.7401197265266
5424,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RI,,BS-W07,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.011265027784556,83.34375,47.4231282709748
5425,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,DCNP,,BS-W08,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.0426291553728524,315.3828125,76.3110276932568
5426,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,BS-W11,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.15982409676756,1182.1875,492.580252401328
5427,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,BS-W12,offsite,2,,,,,,,,,N,,,,,01-0452, ,0.265747999766061,1965.5859375,449.89983762244
5428,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,RFT,,LZ-W07,onsite,2,,,,,,,,,Y,,,,, , ,1.51184606477984,11199.296875,492.642190102641
5429,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,RFT,,LZ-W07,onsite,2,,,,,,,,,Y,,,,,01-0420, ,0.2926053020422,2167.484375,362.104788535103
5430,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,RFT,,LZ-W07,onsite,2,,,,,,,,,Y,,,,,01-0420, ,0.4254893806832,3151.7421875,694.743578451157
5431,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,RFT,,LZ-W07,onsite,2,,,,,,,,,Y,,,,, , ,0.23142475783178,1714.1640625,280.477071285888
5432,Medford,2001,"Wetlands Consulting, September 2002",,,"PSS, PEM",,RFT,,LZ-W07,onsite,2,,,,,,,,,Y,,,,, , ,0.547522788442134,4055.6640625,518.256886577503
5433,Medford,2001,"Wetlands Consulting, September 2002",,,PSSx,,DCNP,,EK-W01,offsite,2,,,,,,,,,N,,,,,01-0441, ,0.0804909317254449,596.21875,113.369499813462
5434,Medford,2001,"Wetlands Consulting, September 2002",,,PFOx,,DCNP,,EK-W02,offsite,2,,,,,,,,,N,,,,,01-0441, ,0.0735852904358179,545.0859375,97.6409862855997
5435,Medford,2001,"Wetlands Consulting, September 2002",,,"PEM, PSS, PEMx",,SV,,MD-W54,offsite,2,,,,,,,,,Y,,,,,under review, ,8.77521640867293,65057.2421875,2754.94968512443
5436,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,RFT,,EK-W10,onsite,2,,,,,,,,,Y,,,,,96-0252, ,1.47288646524128,10899.078125,487.94196946021
5437,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,SW-W02,onsite,2,,,,,,,,,Y,,,,,99-0371, ,2.2293525775442,16542.6796875,2187.8522728079
5438,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RFT,,SW-W03,offsite,2,,,,,,,,,Y,,,,, , ,0.484317674578652,3593.7109375,405.737200609713
5439,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RFT,,LZ-W05,offsite,2,,,,,,,,,Y,,,,, , ,0.0582245684401991,431.1640625,312.478599576065
5440,Medford,2001,"Wetlands Consulting, September 2002",,,PFO,,RFT,,LZ-W05,onsite,2,,,,,,,,,Y,,,,,00-0533, ,0.562944729835873,4168.953125,1218.18091280675
5441,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W26,offsite,2,,,,,,,,,Y,,,,, ,Wetland-Upland Mosaic,8.99773879328274,66728.4921875,1234.82745603691
5442,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,Flat,,MD-W43,onsite,2,,,,,,,,,N,,,,,00-0396, ,0.115117699818342,853.4609375,131.665941154871
5443,Medford,2001,"Wetlands Consulting, September 2002",,,"PEM, PEMx",,RFT,,MD-W03,offsite,2,,,,,,,,,Y,,,,, , ,0.307660508310856,2282.4765625,662.712290258851
5444,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,DCNP,,MD-W62,offsite,2,,,,,,,,,Y,,,,,GA-22849, ,1.16712511196507,8659.296875,942.187671165766
5445,Medford,2001,"Wetlands Consulting, September 2002",,,PEM,,SV,,MD-W61,offsite,2,,,,,,,,,N,,,,, , ,2.61379097193245,19394.421875,650.359743054906
