OBJECTID,LABEL,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
374,North Branch,2625680,410,191,69,122,219,94,163,247,11,0,0,0,0.361256544502618,0.429223744292237,0.0268292682926829,0,3512726614.21875,395212.387246244
375,North Central,2629220,68,23,7,16,45,14,21,47,,0,0,0,0.304347826086957,0.311111111111111,,0,7595885645.7168,470797.735090256
376,North Dickinson County,2630480,68,33,10,23,35,12,22,46,,0,0,0,0.303030303030303,0.342857142857143,,0,14158591472.8691,540128.571770635
377,North Huron,2625780,145,52,18,34,93,37,55,90,14,0,0,0,0.346153846153846,0.397849462365591,0.096551724137931,0,3745129628.04688,997513.428091982
378,North Muskegon,2625800,103,50,14,36,53,18,32,71,,0,0,0,0.28,0.339622641509434,,0,121462381.467285,79044.855585561
379,Northport,2625920,43,21,8,13,22,6,14,29,,0,0,0,0.380952380952381,0.272727272727273,,0,1346341592.15723,355959.144668632
380,Northview,2625950,281,136,46,90,145,49,95,186,8,0,0,0,0.338235294117647,0.337931034482759,0.0284697508896797,0,391766148.022949,113715.758172693
381,Northville,2625980,150,50,16,34,100,33,49,101,,0,0,0,0.32,0.33,,0,721696529.520996,139594.847769368
382,Northwest,2626010,570,287,102,185,283,117,219,351,17,0,0,0,0.355400696864112,0.413427561837456,0.0298245614035088,0,2922063549.12964,477666.703722169
383,Norway-Vulcan,2626040,235,100,33,67,135,50,83,152,,0,0,0,0.33,0.37037037037037,,0,6817514043.14258,476144.649159603
384,Nottawa,2626100,36,17,,13,19,7,11,25,,0,0,0,,0.368421052631579,,0,487647545.187622,309021.091568124
385,Novi,2626130,222,99,30,69,123,44,74,148,8,0,0,0,0.303030303030303,0.357723577235772,0.036036036036036,0,513742818.283203,139702.2039146
386,Oak Park,2626190,680,327,121,206,353,154,275,405,92,0,0,0,0.370030581039755,0.436260623229462,0.135294117647059,0,121279114.345703,61077.9244018764
387,Oakridge,2626220,429,207,75,132,222,87,162,267,39,0,0,0,0.36231884057971,0.391891891891892,0.0909090909090909,0,1048683879.78857,142627.792599038
388,Okemos,2626280,192,97,31,66,95,33,64,128,10,0,0,0,0.319587628865979,0.347368421052632,0.0520833333333333,0,632525077.019043,160977.257119974
389,Olivet,2626370,205,87,27,60,118,48,75,130,6,0,0,0,0.310344827586207,0.406779661016949,0.0292682926829268,0,3021735339.88086,444546.320189359
390,Onaway,2626400,184,66,23,43,118,48,71,113,,0,0,0,0.348484848484849,0.406779661016949,,0,11418490332.8984,520819.10142567
391,Onekama,2626490,85,34,14,20,51,17,31,54,,0,0,0,0.411764705882353,0.333333333333333,,0,2276156924,347846.527115609
392,Onsted,2626520,223,102,32,70,121,48,80,143,,0,0,0,0.313725490196078,0.396694214876033,,0,2661605341.67859,438090.052442826
393,Ontonagon,2626550,129,44,14,30,85,35,49,80,,0,0,0,0.318181818181818,0.411764705882353,,0,19159705709.3555,827827.939377383
394,Orchard View,2626760,592,281,95,186,311,125,220,372,47,0,0,0,0.338078291814947,0.401929260450161,0.0793918918918919,0,383267083.969727,102814.520773113
395,Oscoda,2626970,576,250,90,160,326,141,231,345,16,0,0,0,0.36,0.432515337423313,0.0277777777777778,0,10033458668.333,557364.532270656
396,Otsego,2627060,385,174,63,111,211,92,155,230,6,0,0,0,0.362068965517241,0.436018957345972,0.0155844155844156,0,2288628332.91187,325972.209118024
397,Ovid-Elsie,2627150,364,183,62,121,181,68,130,234,,0,0,0,0.33879781420765,0.375690607734807,,0,4245184254.47266,683871.795212933
398,Owendale-Gagetown,2627180,98,50,19,31,48,17,36,62,,0,0,0,0.38,0.354166666666667,,0,1712780634.40918,439187.287956007
399,Owosso,2627210,1178,567,189,378,611,248,437,741,25,0,0,0,0.333333333333333,0.405891980360065,0.0212224108658744,0,2957969221.12842,513326.648765515
400,Oxford,2627240,336,148,46,102,188,72,118,218,,0,0,0,0.310810810810811,0.382978723404255,,0,2158840592.9541,321463.93311981
401,Palo,2627390,56,21,9,12,35,16,25,31,,0,0,0,0.428571428571429,0.457142857142857,,0,579913073.703125,218028.813448416
402,Parchment,2627420,327,152,54,98,175,75,129,198,18,0,0,0,0.355263157894737,0.428571428571429,0.055045871559633,0,406366188.055664,147084.012866855
403,Paw Paw,2627660,459,199,74,125,260,112,186,273,8,0,0,0,0.371859296482412,0.430769230769231,0.0174291938997821,0,2211097616.97021,339432.509940229
404,Peck,2627690,134,59,23,36,75,30,53,81,,0,0,0,0.389830508474576,0.4,,0,1854980305.35547,312701.90066126
405,Pellston,2627720,205,93,35,58,112,45,80,125,,0,0,0,0.376344086021505,0.401785714285714,,0,6958779440.54297,595636.400791848
406,Pennfield,2627810,243,93,33,60,150,58,91,152,,0,0,0,0.354838709677419,0.386666666666667,,0,1172269223.4707,244811.939936357
407,Pentwater,2627840,74,28,11,17,46,20,31,43,,0,0,0,0.392857142857143,0.434782608695652,,0,1042858389.97266,333546.602524482
408,Perry,2627900,215,92,30,62,123,43,73,142,,0,0,0,0.326086956521739,0.349593495934959,,0,2000572352.95459,368528.522090511
409,Petoskey,2627930,417,192,65,127,225,97,162,255,13,0,0,0,0.338541666666667,0.431111111111111,0.0311750599520384,0,4822015154.77051,393564.96453407
410,Pewamo-Westphalia,2627960,82,46,16,30,36,15,31,51,,0,0,0,0.347826086956522,0.416666666666667,,0,2281817520.64209,437976.931118321
411,Pickford,2628020,46,26,10,16,20,,15,31,,0,0,0,0.384615384615385,,,0,6803365145.08594,505299.391449537
412,Pinckney,2628140,362,174,51,123,188,70,121,241,12,0,0,0,0.293103448275862,0.372340425531915,0.0331491712707182,0,1957100335.62085,297018.872879793
413,Pinconning,2628170,387,158,60,98,229,104,164,223,17,0,0,0,0.379746835443038,0.454148471615721,0.0439276485788114,0,5401270800.05371,615725.061039432
414,Pine River,2628200,377,178,67,111,199,86,153,224,8,0,0,0,0.376404494382022,0.4321608040201,0.0212201591511936,0,8447840480.23145,819271.898421439
415,Pittsford,2628500,165,64,25,39,101,43,68,97,,0,0,0,0.390625,0.425742574257426,,0,2220129730.95715,339553.58837118
416,Plainwell,2628530,425,206,83,123,219,98,181,244,14,0,0,0,0.402912621359223,0.447488584474886,0.0329411764705882,0,1864233203.02808,310907.925092097
417,Plymouth-Canton,2628560,1381,608,182,426,773,269,451,930,57,0,0,0,0.299342105263158,0.347994825355757,0.0412744388124547,0,1690518518.17871,258485.553309265
418,Pontiac,2628740,3475,1838,676,1162,1637,731,1407,2068,355,8,0,0,0.367791077257889,0.446548564447159,0.102158273381295,0.00230215827338129,1111207632.69385,196657.001886744
419,Port Hope,2628810,38,17,6,11,21,8,14,24,,0,0,0,0.352941176470588,0.380952380952381,,0,1420153707.19727,377531.685521235
420,Port Huron,2628830,2591,1277,478,799,1314,595,1073,1518,102,7,0,0,0.374314800313234,0.452815829528158,0.0393670397529911,0.00270165959089155,3333633781.47266,357167.586719124
421,Portage,2628950,731,357,116,241,374,132,248,483,23,0,0,0,0.324929971988796,0.352941176470588,0.0314637482900137,0,1194112347.30444,210221.42439105
422,Portland,2629120,249,129,47,82,120,48,95,154,,0,0,0,0.364341085271318,0.4,,0,3111834076.12549,413661.97434136
423,Posen,2629130,50,18,,13,32,12,17,33,,0,0,0,,0.375,,0,4489829533.17383,415024.404392851
424,Potterville,2629160,136,72,26,46,64,26,52,84,9,0,0,0,0.361111111111111,0.40625,0.0661764705882353,0,444393140.745117,257997.511781245
425,Quincy,2629250,313,146,54,92,167,71,125,188,10,0,0,0,0.36986301369863,0.425149700598802,0.0319488817891374,0,3006595467.37793,611472.561189186
426,Rapid River,2629340,61,22,6,16,39,13,19,42,,0,0,0,0.272727272727273,0.333333333333333,,0,8225612206.74023,613848.994903245
427,Ravenna,2629370,224,105,37,68,119,43,80,144,,0,0,0,0.352380952380952,0.361344537815126,,0,2484474658.52246,311594.027677432
428,Reading,2629400,239,118,47,71,121,52,99,140,8,0,0,0,0.398305084745763,0.429752066115702,0.0334728033472803,0,2203125856.82678,432764.453171512
429,Redford Union,2629460,1084,505,171,334,579,250,421,663,63,12,0,0,0.338613861386139,0.431778929188256,0.0581180811808118,0.011070110701107,156541556.446289,64199.4261979686
430,Reed City,2629490,580,272,108,164,308,135,243,337,15,7,0,0,0.397058823529412,0.438311688311688,0.0258620689655172,0.0120689655172414,6026875869.95898,537790.371347328
431,Reese,2629520,153,71,28,43,82,33,61,92,,0,0,0,0.394366197183099,0.402439024390244,,0,2364310408.32813,569780.519593129
432,Reeths-Puffer,2629540,613,287,90,197,326,124,214,399,29,0,0,0,0.313588850174216,0.380368098159509,0.0473083197389886,0,2122770712.83643,307705.424483991
433,Republic-Michigamme,2629580,44,16,,11,28,13,18,26,,0,0,0,,0.464285714285714,,0,8086943970.43359,644445.621476166
434,Richmond,2629670,207,98,31,67,109,34,65,142,,0,0,0,0.316326530612245,0.311926605504587,,0,1990439841.70313,340259.943415387
435,River Rouge,2629760,573,294,108,186,279,123,231,342,47,0,0,0,0.36734693877551,0.440860215053763,0.0820244328097731,0,95526822.1259766,48729.1805351831
436,River Valley,2629790,177,83,29,54,94,33,62,115,6,0,0,0,0.349397590361446,0.351063829787234,0.0338983050847458,0,2260005217.00208,324059.360137502
437,Riverview,2629910,256,130,46,84,126,51,97,159,15,0,0,0,0.353846153846154,0.404761904761905,0.05859375,0,157633072.767334,53530.8005428601
438,Rochester,2629940,672,298,102,196,374,135,237,435,21,0,0,0,0.342281879194631,0.36096256684492,0.03125,0,1750836640.51807,266727.536877476
439,Rockford,2630030,491,227,67,160,264,74,141,350,12,0,0,0,0.295154185022026,0.28030303030303,0.0244399185336049,0,2439848641.25,339745.064891455
440,Rogers City,2630060,186,82,20,62,104,37,57,129,,0,0,0,0.24390243902439,0.355769230769231,,0,5262302412.02148,419123.488885228
441,Romeo,2630090,523,258,82,176,265,91,173,350,16,0,0,0,0.317829457364341,0.343396226415094,0.0305927342256214,0,2386166515.56738,302165.003016157
442,Romulus,2630120,765,411,149,262,354,145,294,471,68,7,0,0,0.362530413625304,0.409604519774011,0.0888888888888889,0.00915032679738562,980960218.158936,126018.571795708
443,Roscommon,2615830,465,201,73,128,264,106,179,286,,0,0,0,0.36318407960199,0.401515151515151,,0,9583764308.56152,510806.065309509
444,Roseville,2630210,1558,779,274,505,779,333,607,951,84,0,0,0,0.351732991014121,0.427471116816431,0.0539152759948652,0,254824832.004883,80110.3261629914
445,Royal Oak,2630300,535,234,64,170,301,112,176,359,19,0,0,0,0.273504273504274,0.372093023255814,0.0355140186915888,0,342593450.645508,118733.632866525
446,Rudyard,2630360,215,114,39,75,101,37,76,139,6,0,0,0,0.342105263157895,0.366336633663366,0.027906976744186,0,11230183146.3496,628689.147628562
447,Saginaw,2630390,3922,1959,758,1201,1963,911,1669,2253,246,29,10,0,0.386932108218479,0.464085583290881,0.0627231004589495,0.00994390617032126,943284737.649414,253796.584127106
448,Saginaw Township,2630450,736,363,134,229,373,165,299,437,31,0,0,0,0.369146005509642,0.442359249329759,0.0421195652173913,0,700682279.705078,147434.355137299
449,Saline,2630660,218,94,22,72,124,40,62,156,,0,0,0,0.234042553191489,0.32258064516129,,0,2668442021.83813,349519.333863252
450,Sand Creek,2630780,117,54,21,33,63,26,47,70,,0,0,0,0.388888888888889,0.412698412698413,,0,2187773578.29779,333248.232217968
451,Sandusky,2630840,348,160,59,101,188,78,137,211,,0,0,0,0.36875,0.414893617021277,,0,4267378420.96191,451757.528504547
452,Saranac,2630930,218,119,42,77,99,38,80,138,6,0,0,0,0.352941176470588,0.383838383838384,0.0275229357798165,0,2009492636.59326,396207.974913144
453,Saugatuck,2630960,78,30,11,19,48,18,29,49,,0,0,0,0.366666666666667,0.375,,0,616403638.189941,196254.015292281
454,Sault Ste. Marie,2630990,576,294,103,191,282,107,210,366,13,0,0,0,0.350340136054422,0.379432624113475,0.0225694444444444,0,7577798247.21289,428409.253871189
455,Schoolcraft,2631020,82,39,11,28,43,12,23,59,,0,0,0,0.282051282051282,0.27906976744186,,0,1420096545.17432,208577.569794834
456,Shelby,2631320,437,193,78,115,244,108,186,251,10,0,0,0,0.404145077720207,0.442622950819672,0.022883295194508,0,4183703165.92285,484696.740437583
457,Shepherd,2631380,347,160,63,97,187,80,143,204,8,0,0,0,0.39375,0.427807486631016,0.0230547550432277,0,3134868047.67383,708867.80063432
458,Sigel Township #6,2631830,,,,,,,,,,0,0,0,,,,,180511697.837891,65459.8188642423
459,Sodus Township #5,2632070,8,,,,7,,,,,0,0,0,,,,0,75000946.1516113,50112.8265909374
460,South Haven,2632300,485,209,77,132,276,117,194,291,14,0,0,0,0.368421052631579,0.423913043478261,0.0288659793814433,0,2005636421.09521,244794.670012878
461,South Lake,2632220,456,222,75,147,234,86,161,295,28,0,0,0,0.337837837837838,0.367521367521368,0.0614035087719298,0,116813914.191406,64348.8049634099
462,South Lyon,2632250,524,251,80,171,273,105,185,339,18,0,0,0,0.318725099601594,0.384615384615385,0.0343511450381679,0,2230438675.19775,274014.133698933
463,South Redford,2632280,879,422,150,272,457,193,343,536,72,0,0,0,0.355450236966825,0.422319474835886,0.0819112627986348,0,151620419.021973,53640.6158443439
464,Southfield,2632310,1600,768,272,496,832,351,623,977,152,6,0,0,0.354166666666667,0.421875,0.095,0.00375,731355828.98584,127289.67908021
465,Southgate,2632340,696,333,105,228,363,152,257,439,26,0,0,0,0.315315315315315,0.418732782369146,0.0373563218390805,0,201439571.846924,61137.9852817032
466,Sparta,2632370,363,180,65,115,183,69,134,229,,0,0,0,0.361111111111111,0.377049180327869,,0,2050786370.7793,396480.16788274
467,Spring Lake,2632550,190,93,32,61,97,36,68,122,7,0,0,0,0.344086021505376,0.371134020618557,0.0368421052631579,0,978484536.401855,226797.307691853
468,Springport,2632610,183,86,33,53,97,42,75,108,,0,0,0,0.383720930232558,0.43298969072165,,0,2825940526.74023,392048.895049819
469,St. Charles,2632640,209,98,32,66,111,44,76,133,7,0,0,0,0.326530612244898,0.396396396396396,0.0334928229665072,0,1948895041.67822,307554.056608801
470,St. Ignace,2600012,134,57,21,36,77,30,51,83,,0,0,0,0.368421052631579,0.38961038961039,,0,4653105447.98438,508639.632549683
471,St. Johns,2632820,496,224,85,139,272,117,202,294,18,0,0,0,0.379464285714286,0.430147058823529,0.0362903225806452,0,5700108054.9292,742102.193655689
472,St. Joseph,2632850,269,109,37,72,160,63,100,169,,0,0,0,0.339449541284404,0.39375,,0,472208182.457275,152221.266919584
473,St. Louis,2632880,327,159,63,96,168,74,137,190,20,0,0,0,0.39622641509434,0.44047619047619,0.0611620795107034,0,2419639135.47998,457136.614836105
474,Standish-Sterling,2632940,444,177,71,106,267,115,186,258,12,0,0,0,0.401129943502825,0.430711610486891,0.027027027027027,0,5978113948.51074,526433.14319155
475,Stanton Township,2632970,68,28,9,19,40,16,25,43,,0,0,0,0.321428571428571,0.4,,0,3472486348.93359,324437.944246362
476,Stephenson,2633000,114,47,15,32,67,24,39,75,,0,0,0,0.319148936170213,0.358208955223881,,0,11068784253.4219,684396.430026898
477,Stockbridge,2633030,328,164,56,108,164,65,121,207,6,0,0,0,0.341463414634146,0.396341463414634,0.0182926829268293,0,3582936847.64868,432656.930537046
478,Sturgis,2633090,745,348,125,223,397,166,291,454,31,0,0,0,0.359195402298851,0.418136020151133,0.0416107382550336,0,1900817093.77856,252924.35860467
479,Summerfield,2633120,104,52,18,34,52,20,38,66,,0,0,0,0.346153846153846,0.384615384615385,,0,1182421039.67993,225879.044913196
480,Superior Central,2600019,43,15,,11,28,9,13,30,,0,0,0,,0.321428571428571,,0,6409187535.4707,372305.661284939
481,Suttons Bay,2633360,108,60,22,38,48,13,35,73,,0,0,0,0.366666666666667,0.270833333333333,,0,1402546904.94434,261190.129073162
482,Swan Valley,2633410,144,69,25,44,75,32,57,87,,0,0,0,0.36231884057971,0.426666666666667,,0,949864676.925293,188713.854411324
483,Swartz Creek,2633420,585,288,100,188,297,119,219,366,20,0,0,0,0.347222222222222,0.400673400673401,0.0341880341880342,0,1992835511.41357,415131.522498571
484,Tahquamenon,2625350,323,139,43,96,184,71,114,209,10,0,0,0,0.309352517985612,0.385869565217391,0.0309597523219814,0,35868115975.6074,1018614.56945224
485,Tawas,2633510,507,233,80,153,274,118,198,309,11,0,0,0,0.343347639484979,0.430656934306569,0.0216962524654832,0,4779364305.46582,533984.721158402
486,Taylor,2633540,2164,1073,380,693,1091,474,854,1310,147,11,0,0,0.354147250698975,0.434463794683776,0.0679297597042514,0.00508317929759704,722405607.617432,140549.951628321
487,Tecumseh,2633720,446,208,79,129,238,95,174,272,14,0,0,0,0.379807692307692,0.399159663865546,0.031390134529148,0,2182310183.87549,441374.526410504
488,Tekonsha,2633750,111,44,18,26,67,26,44,67,,0,0,0,0.409090909090909,0.388059701492537,,0,1430400486.93164,283423.414202059
489,Thornapple-Kellogg,2633810,389,180,60,120,209,75,135,254,8,0,0,0,0.333333333333333,0.358851674641148,0.0205655526992288,0,3273699599.03174,490962.306973903
490,Three Rivers,2633840,852,386,139,247,466,193,332,520,49,0,0,0,0.360103626943005,0.414163090128755,0.0575117370892019,0,3329999003.62476,495976.245503547
491,Traverse City,2633870,1672,803,246,557,869,283,529,1143,33,0,0,0,0.306351183063512,0.32566168009206,0.0197368421052632,0,7919432412.66211,934511.320709687
492,Trenton,2633900,312,151,57,94,161,68,125,187,10,0,0,0,0.377483443708609,0.422360248447205,0.032051282051282,0,177093389.445068,57107.3910803251
493,Tri County,2633930,620,292,109,183,328,133,242,378,12,0,0,0,0.373287671232877,0.405487804878049,0.0193548387096774,0,3542655986.98877,489840.504222212
494,Troy,2634260,554,221,68,153,333,134,202,352,16,0,0,0,0.307692307692308,0.402402402402402,0.0288808664259928,0,742720066.54248,141526.853990797
495,Ubly,2634380,91,28,9,19,63,25,34,57,7,0,0,0,0.321428571428571,0.396825396825397,0.0769230769230769,0,4790837390.98047,506304.796032518
496,Union City,2634410,316,144,53,91,172,75,128,188,10,0,0,0,0.368055555555556,0.436046511627907,0.0316455696202532,0,2803246654.24683,446833.71998378
497,Unionville-Sebewaing,2634440,193,77,25,52,116,44,69,124,,0,0,0,0.324675324675325,0.379310344827586,,0,3227059439.59961,636949.83710873
498,Utica,2634470,3363,1578,532,1046,1785,706,1238,2125,111,8,6,0,0.337135614702155,0.395518207282913,0.0330062444246209,0.00416294974724948,1877987769.2666,248166.035575008
499,Van Buren,2634560,1090,574,201,373,516,205,406,684,89,0,0,0,0.350174216027875,0.397286821705426,0.081651376146789,0,1582808936.7688,229886.128797265
500,Van Dyke,2634680,1132,602,208,394,530,235,443,689,135,6,0,0,0.345514950166113,0.443396226415094,0.119257950530035,0.00530035335689046,136094770.299316,54615.8826596878
501,Vanderbilt,2634620,87,36,12,24,51,20,32,55,,0,0,0,0.333333333333333,0.392156862745098,,0,3796446654.93848,345562.878208687
502,Vandercook Lake,2634650,228,106,36,70,122,47,83,145,6,6,0,0,0.339622641509434,0.385245901639344,0.0263157894736842,0.0263157894736842,146488010.921875,61892.4321472285
503,Vassar,2634710,336,164,57,107,172,74,131,205,20,0,0,0,0.347560975609756,0.430232558139535,0.0595238095238095,0,2368226263.0459,390546.122789303
504,Vestaburg,2634920,173,80,33,47,93,42,75,98,12,0,0,0,0.4125,0.451612903225806,0.069364161849711,0,1889203039.58936,280069.587864572
505,Vicksburg,2634950,289,117,40,77,172,63,103,186,,0,0,0,0.341880341880342,0.366279069767442,,0,3012723131.32227,401148.012438931
506,Wakefield-Marenisco,2635010,82,30,9,21,52,23,32,50,,0,0,0,0.3,0.442307692307692,,0,14443535696.9453,689889.692520854
507,Waldron,2635040,129,58,22,36,71,34,56,73,,0,0,0,0.379310344827586,0.47887323943662,,0,1646132019.6759,355297.552315514
508,Walkerville Rural,2635130,97,45,19,26,52,24,43,54,,0,0,0,0.422222222222222,0.461538461538462,,0,3172755496.74023,330078.856746622
509,Walled Lake Consolidated,2635160,1374,646,216,430,728,300,516,858,50,0,0,0,0.334365325077399,0.412087912087912,0.0363901018922853,0,1521884411.15625,263236.442136806
510,Warren Consolidated,2635190,3072,1488,531,957,1584,679,1210,1862,119,0,0,0,0.356854838709677,0.428661616161616,0.0387369791666667,0,844822311.348145,153737.168332753
511,Warren Woods,2635220,447,205,71,134,242,97,168,279,14,0,0,0,0.346341463414634,0.400826446280992,0.0313199105145414,0,138599225.083008,53002.2792291294
512,Waterford,2635310,1614,790,273,517,824,358,631,983,70,8,0,0,0.345569620253165,0.434466019417476,0.0433705080545229,0.00495662949194548,1106991550.17529,194076.794589243
513,Watersmeet Township,2635340,12,6,,,6,,,8,,0,0,0,,,,0,7772297147.82813,389956.78530166
514,Watervliet,2635460,260,123,40,83,137,48,88,172,,0,0,0,0.32520325203252,0.35036496350365,,0,1050408957.90967,224962.890421144
515,Waverly,2635520,460,232,84,148,228,97,181,279,20,0,0,0,0.362068965517241,0.425438596491228,0.0434782608695652,0,471373353.998535,192501.367991509
516,Wayland Union,2635550,477,216,70,146,261,95,165,312,14,0,0,0,0.324074074074074,0.363984674329502,0.0293501048218029,0,2487580164.43115,357133.902760216
517,Wayne-Westland,2600015,2976,1501,508,993,1475,631,1139,1837,178,0,0,0,0.338441039307129,0.427796610169492,0.0598118279569893,0,773120800.651855,220590.11417154
518,Webberville,2635730,101,53,17,36,48,17,34,67,,0,0,0,0.320754716981132,0.354166666666667,,0,1104361103.53027,270462.529546674
519,West Bloomfield,2635820,445,194,67,127,251,94,161,284,8,0,0,0,0.345360824742268,0.374501992031873,0.0179775280898876,0,466955445.024414,142502.585294192
520,West Branch-Rose City,2635850,648,287,95,192,361,144,239,409,6,0,0,0,0.331010452961672,0.398891966759003,0.00925925925925926,0,14434504528.3711,593776.54013034
521,West Iron County,2632910,380,162,59,103,218,94,153,227,14,0,0,0,0.364197530864198,0.431192660550459,0.0368421052631579,0,16049003856.1836,608042.940911469
522,West Ottawa,2635910,879,448,149,299,431,154,303,576,29,0,0,0,0.332589285714286,0.357308584686775,0.0329920364050057,0,2038012581.68652,218769.410422932
523,Western,2635940,266,128,43,85,138,50,93,173,,0,0,0,0.3359375,0.36231884057971,,0,1884605490.83789,325921.640815026
524,Westwood,2611640,883,432,153,279,451,197,350,533,76,0,0,0,0.354166666666667,0.436807095343681,0.0860702151755379,0,102797742.389404,61399.1745788116
525,Westwood Heights,2635970,315,161,58,103,154,68,126,189,20,0,0,0,0.360248447204969,0.441558441558442,0.0634920634920635,0,275959844.131348,88931.0522614469
526,White Cloud,2636060,523,234,88,146,289,125,213,310,11,0,0,0,0.376068376068376,0.432525951557093,0.0210325047801147,0,5996454455.97656,529219.834510094
527,White Pigeon,2636120,244,121,44,77,123,53,97,147,,0,0,0,0.363636363636364,0.430894308943089,,0,1639907083.79822,324036.981622716
528,Whitefish Township,2636240,6,,,,,,,6,,0,0,0,,,,0,6884444004.46289,420259.101198086
529,Whiteford,2636270,70,27,10,17,43,18,28,42,,0,0,0,0.37037037037037,0.418604651162791,,0,1206166342.47003,188399.861952134
530,Whitehall,2636300,431,202,64,138,229,83,147,284,8,0,0,0,0.316831683168317,0.362445414847162,0.0185614849187935,0,1751126939.01074,274670.348256185
531,Whitmore Lake,2636330,154,75,22,53,79,31,53,101,,0,0,0,0.293333333333333,0.392405063291139,,0,697888768.29834,201045.587390979
532,Whittemore-Prescott,2636390,372,176,60,116,196,83,143,229,6,0,0,0,0.340909090909091,0.423469387755102,0.0161290322580645,0,4609428533.05957,511193.47124497
533,Williamston,2636420,90,48,15,33,42,12,27,63,,0,0,0,0.3125,0.285714285714286,,0,1651806731.53076,251628.575554379
534,Willow Run,2636450,693,353,117,236,340,137,254,439,118,0,0,0,0.331444759206799,0.402941176470588,0.17027417027417,0,447056322.355225,142634.943296148
535,Wolverine,2636480,100,40,12,28,60,22,34,66,6,0,0,0,0.3,0.366666666666667,0.06,0,4574197533.91895,328589.847093922
536,Woodhaven-Brownstown,2636485,804,377,134,243,427,182,316,488,41,0,0,0,0.355437665782493,0.426229508196721,0.0509950248756219,0,596296983.566895,146454.69768436
537,Wyandotte,2636540,845,370,127,243,475,198,325,520,35,0,0,0,0.343243243243243,0.416842105263158,0.0414201183431953,0,194517651.267822,60691.1213222936
538,Wyoming,2636570,1044,539,193,346,505,209,402,642,76,7,0,0,0.358070500927644,0.413861386138614,0.0727969348659004,0.00670498084291188,310610192.325684,127352.316807292
539,Yale,2636600,353,145,44,101,208,79,123,230,9,0,0,0,0.303448275862069,0.379807692307692,0.0254957507082153,0,4355334902.29248,517132.106114546
540,Ypsilanti,2636630,877,452,149,303,425,170,319,558,113,0,0,0,0.329646017699115,0.4,0.12884834663626,0,678927743.195801,167112.322050087
541,Zeeland,2636660,567,276,92,184,291,93,185,382,,0,0,0,0.333333333333333,0.319587628865979,,0,2654478150.25098,416496.962048385
542,Oneida Township #3,,,,,,,,,,,,,,,,,,78435028.1113281,90987.8143691601
543,Powell Township,,,,,,,,,,,,,,,,,,5772696911.28711,478748.889485278
544,Sigel Township #3F,,,,,,,,,,,,,,,,,,198148265.587891,97030.5250066002
545,Sigel Township #4F,,,,,,,,,,,,,,,,,,219438463.932617,112393.918058621
546,Verona Township #1F,,,,,,,,,,,,,,,,,,190442592.494141,92093.3036345253
547,Wells Township,,,,,,,,,,,,,,,,,,4219688176.3418,277814.776799151
