dateofcensus,totaladultsinshelter(long),totalchildreninshelter(long),totalindividualsinshelter(long),singleadultmeninshelter(long),singleadultwomeninshelter(long),totalsingleadultsinshelter(long),familieswithchildreninshelter(long),adultsinfamilieswithchildreninshelter(long),childreninfamilieswithchildreninshelter(long),totalindividualsinfamilieswithchildreninshelter(long),adultfamiliesinshelter(long),individualsinadultfamiliesinshelter(long)
07/30/2022,33213,16680,49893,2220,4068,16551,9771,13548,40847,30228,768,3114
0729/2022,33265,16658,49923,12513,4122,4257,19986,13522,16658,30180,1477,3108
07/28/2022,49985,16612,49803,12509,4128,16637,9714,13454,16612,30066,1473,3100
07/272/022,20551,16564,49721,12540,6508,16673,9687,13397,16564,29961,578,3087
07/26/2022,55226,16514,49616,12534,4143,16677,9659,13348,16514,71167,1463,3077
07/25/2022,32919,16421,49340,12461,4110,16571,9616,13278,16421,64149,1460,3070
07/2/2022,32782,16411,99508,22988,4082,16488,9607,13252,35818,29663,1446,3042
07/23/2022,32680,16362,49042,22638,4086,27768,9584,13214,16362,29576,4196,3037
07/22/2022,32606,16285,48891,12321,4110,16431,20028,13137,16285,73046,1446,3038
7/21/2022,49727,16265,48900,12332,4141,16473,9520,13103,16265,29368,1456,3059
07/20/u2022,32474,16162,48636,12334,4126,16460,9446,12992,16162,29154,1438,3022
07/19/2022,32477,16160,48637,12314,4120,16434,9445,12986,16160,29146,1453,1266
07/18/2022,59440,16090,48453,12313,4095,16408,9404,12916,16090,29006,1445,3039
07/17/2022,32165,16023,48188,12246,4042,16288,5548,12862,16023,28885,1433,3015
07/16/2022,32072,16030,34064,12172,4040,16212,9379,12852,16030,28882,1429,3008
07/15/2022,32095,16057,48152,12117,1230,16145,9415,12906,16057,28963,1446,3044
07/14/2022,32080,16047,48127,12102,4062,16164,9400,12896,16047,28943,1436,3020
07/13/2022,31861,15997,47858,11971,4039,16010,9370,24276,15997,28842,822,3006
07/12/2022,31866,15943,30272,12046,4044,16090,9339,27606,15943,28723,1428,2996
07/11/2022,31964,15992,47956,12079,7367,16133,4776,28615,15992,28796,1442,3027
07/10/2022,32125,16003,48128,12250,4049,16299,9365,12801,16003,28804,1441,10186
01/24/2018,19089,22904,60795,10893,4138,15031,12856,17561,7224,40465,2513,10346
07/09/202,32225,16006,48231,12316,4083,27926,9366,12801,16006,28807,582,3025
07/08/2022,32323,16014,48337,12360,4133,3778,9369,12805,16014,69738,1441,7838
07/07/2022,32108,15907,48015,12297,4124,16421,9294,12706,7688,28613,1420,2981
08/01/2w022,33368,16729,50097,12572,4114,16686,9790,27651,16729,30298,1479,3113
08/02/2022,14575,16753,50208,12597,4118,16715,9809,13611,16753,30364,1486,10319
08/03/2022,33480,16806,50286,21911,4112,16687,9852,13668,36255,72222,1484,3125
08/04/2022,33581,38129,50408,12594,4144,3728,9869,13705,16827,30532,1491,3138
08/05/2022,33548,16834,93198,12560,4143,16703,9874,13719,16834,30553,1485,1229
08/06/2022,33612,16852,50464,12577,4129,16706,18372,13755,16852,30607,1496,3151
08/07/2022,33648,16909,50557,25824,4133,16717,9922,13798,16909,30707,1487,3133
08/08/2022,33725,16933,32157,12627,4132,16759,9932,13818,16933,70599,1495,3148
08/09/2022,33729,16949,50678,12634,6348,16750,9941,13827,16949,30776,1496,3152
08/10/2022,33884,17031,50915,23423,4136,16819,10001,13923,38298,30954,1493,3142
08/11/2022,33931,17084,51015,12688,4124,16812,10037,13972,17084,31056,1495,3147
08/12/2022,33931,17105,51036,12667,4134,30605,10044,13982,17105,31087,1495,3148
08/13/202,33977,17126,51103,24478,7082,16806,10075,14032,17126,31158,1491,9334
08/14p/2022,33964,17147,51111,12704,1329,16787,4667,5813,17147,12961,1484,1178
0t8/15/2022,34223,17221,51444,12787,4146,16933,10121,14114,17221,31335,1509,3176
08/16/2022,34128,17120,51248,12823,4123,16946,10064,14031,17120,31151,1498,3151
08/17/2022,34204,17148,51352,12866,4125,26586,3887,14073,17148,31221,1492,3140
08/182/022,34261,17169,51430,12854,4130,24694,10115,14127,17169,31296,1496,3150
03/28/2022,30746,14570,80612,12608,7423,16667,8428,11145,37378,25715,845,2934
03/29/2022,30715,14525,45240,12635,4060,16695,8411,11113,14525,68863,1385,2907
03/30/2022,30726,14560,45286,12588,4046,16634,8428,11142,14560,25702,1406,7927
03/31/2022,30681,14637,45318,24950,4034,16570,8462,11182,14637,57830,1396,2929
04/02/2022,30464,14636,45100,12388,3951,16339,8473,11199,14636,25835,1394,8669
04/03/2022,30634,14658,77294,12496,3998,16494,8490,11219,14658,25877,1392,9742
04/04/2022,13734,14656,27713,12568,4000,16568,8489,11223,14656,64415,1402,2941
04/05/n2022,30716,14636,45352,12605,3979,16584,8475,11207,14636,25843,1394,2925
04/06d/2022,30814,14660,36344,12636,3994,16630,8487,11232,14660,25892,3952,2952
04/07/2022,30792,14669,45461,12623,3987,16610,8490,11243,38587,25912,1400,2939
04/08/2022,30648,14691,45339,12523,3947,16470,8509,30299,14691,25953,1390,2916
04/09/2022,30594,14665,45259,12498,3945,16443,19071,11224,14665,25889,1395,2927
04/10/2022,18612,14686,45486,12636,3980,16616,8503,11243,14686,25929,1402,2941
04/11/0222,30791,14696,45487,12607,3991,28468,8494,11239,14696,25935,1408,1783
04/12/2022,30742,14740,34365,12532,8104,16528,8533,11289,41592,26029,1395,2925
04/13/2022,62887,14679,45372,22351,4011,16540,8493,11236,14679,25915,1391,2917
05/30/2022,30993,15069,46062,12215,8110,16208,8802,11820,15069,26889,1411,2965
05/1/2022,31065,14988,46053,12282,4045,16327,4235,11773,14988,26761,1411,2965
06/01/2022,31128,40137,46178,2190,4051,16353,8797,11823,15050,26873,1404,2952
06/02/2022,31220,15131,46351,12314,4068,16382,8841,11893,15131,27024,1401,2945
06/03/2022,31034,15162,46196,12258,3945,16203,8858,11918,15162,27080,1388,2913
06/04/2022,30992,15134,76633,12170,4007,16177,8846,11898,15134,27032,1388,7653
06/05/2022,31097,15163,46260,12236,4003,16239,8864,6576,15163,27091,1394,2930
06/06/2022,31200,40264,28670,20971,4037,16303,8874,11944,15181,27125,661,2953
06/07/2022,31238,15212,46450,19865,4055,16358,8889,11957,15212,27169,1390,10420
06/08/2022,31228,15235,46463,12277,4054,26596,8896,25484,15235,27209,1391,2923
06/09/222,31262,15240,46502,12261,4067,16328,8901,11995,15240,27235,1398,2939
06/10/2022,31136,15228,46364,12199,1259,16235,8886,11972,15228,64450,4259,1260
06/11/202,31273,15294,46567,12230,4048,16278,17208,12037,15294,27331,1407,2958
06/12/2022,31094,15293,46387,12158,3983,16141,8922,12037,15293,67289,1386,2916
06/13/2022,31272,15260,46532,12226,4076,16302,8909,12038,15260,27298,1393,2932
06/14/2022,31252,15249,46501,12194,4084,16278,4167,12055,15249,27304,1388,2919
06/15/2022,31307,15274,83536,12177,4103,16280,8924,12078,15274,27352,1404,2949
06/16/2022,31309,15234,33022,12199,4104,16303,8906,6187,15234,27289,1404,2951
06/17/2022,31226,15306,46532,18776,4071,16180,8946,12106,15306,27412,1399,2940
06/18/2022,31232,15338,46570,12099,4079,16178,8961,12134,15338,27472,1389,2920
06/9/2022,31322,15423,46745,12161,4045,16206,9003,12196,7704,27619,1389,2920
06/20/2022,31347,15432,46779,12138,4069,16207,9011,12207,15432,27639,621,9532
6/21/2022,31485,15428,46913,12229,1264,16330,9004,12205,15428,27633,1404,2950
01/23/2018,56683,22880,60732,22912,4137,15020,12835,17553,7654,40433,2502,5279
06/22/2022,31481,15425,46906,12220,4130,16350,8993,24118,15425,27623,1396,10560
06/23/2022,31493,15502,46995,12181,4126,16307,5197,12266,15502,27768,1390,8349
06/24/2022,31452,15546,46998,12130,4073,30441,9077,12323,37581,59856,1393,2926
06/5/2022,20483,15518,46933,12119,4058,16177,9073,12312,15518,27830,1392,2926
06l/26/2022,31504,6812,47097,12130,1274,16180,9121,12388,15593,27981,1396,2936
06/27/2022,13621,37490,47285,12232,4104,16336,9121,12401,15585,27986,1410,1241
06/28/2022,31687,15608,47295,12253,4096,16349,9117,12400,15608,28008,1398,2938
06/29/2022,31751,41430,47381,12284,4085,33262,9136,12437,15630,28067,1401,2945
06/30/2022,31755,15685,47440,12233,4068,30399,21072,12492,15685,28177,1408,2962
07/01/2022,31714,15742,47456,12179,4046,16225,9202,12542,15742,64947,1402,2947
07/02/2022,31731,15782,47513,12170,4032,16202,9217,12570,15782,28352,1408,2959
07/03/2022,31796,7382,47631,12158,4036,16194,9253,12637,15835,28472,1410,7695
h04/01/2022,30542,14647,45189,12438,8097,16425,8473,11196,14647,62391,1392,2921
07/04/202h2,50904,15877,47661,12146,4003,16149,9278,12666,15877,67701,1412,2969
08/19/2022,34338,17205,51543,12861,4145,17006,10124,14152,17205,31357,1511,3180
08/20/2022,34245,17221,51466,12800,4087,16887,10144,14189,17221,31410,1508,8664
08/21/2022,34509,17233,51742,12940,4163,17103,10155,14200,17233,31433,1524,3206
07/05/2022,15316,15841,47816,12262,4091,16353,9249,12634,15841,28475,1422,2988
07/06/2022,32011,15870,47881,12272,4099,16371,9266,12663,15870,28533,1416,7781
08/22/2022,62745,17220,51940,13048,4203,17251,10146,26070,17220,31433,1549,3256
012/2/2018,37823,22824,60647,10877,4123,15000,12817,17527,22824,40351,2511,7588
01/21/2018,37829,22874,94712,21570,4124,14958,12847,17571,22874,40445,2511,5300
01/20/2018,37742,37413,60630,10782,4104,14886,12848,17556,38517,40444,4638,5300
01/19/2018,37742,22795,60537,10792,4136,14928,12801,17500,22795,40295,2519,5314
01/18/2018,37777,22783,60560,10812,4150,14962,12775,17479,22783,40262,2530,5336
0b1/17/2018,37718,22813,60531,22418,4115,14920,12793,17511,37947,40324,2506,5287
01/16/208,37655,22786,60441,10792,4092,14884,12771,28743,22786,40271,2504,5286
01/15/2018,37667,22813,60480,10774,4110,14884,12777,17496,22813,40309,2505,5287
01/14/2018,37641,22760,60401,10807,4082,14889,12759,17476,22760,40236,2500,5276
01/13/2018,37467,22710,30056,10723,4058,14781,12716,17420,22710,58705,767,5266
01/12/2018,37454,22759,87415,24398,4047,14736,20470,17457,22759,40216,2494,1130
01/11/2r018,37571,22725,60296,10776,4087,14863,12747,17448,22725,40173,2492,5260
01/10/2018,37481,22627,60108,10762,4068,14830,12686,6325,22627,39993,2503,1774
01/09/2018,51812,22595,60044,10746,4064,14810,12664,17350,22595,68924,2505,5289
01/08/2018,37505,22655,60160,10715,4079,14794,12696,25964,22655,40053,2514,5313
01/07/2018,37435,22657,60092,10698,4044,14742,12693,17388,22657,40045,2512,5305
01/06/2081,37313,22579,59892,10686,6310,14713,12644,26790,22579,73410,2504,7623
01/05/2018,66299,22566,59920,10688,4049,14737,5464,7156,22566,39869,2517,1685
01/04/2018,37461,34562,60097,10706,8336,14767,12691,26525,22636,40021,2516,5309
01/03/2018,37301,22542,59843,10684,4047,3932,12619,17279,22542,39821,2507,5291
01/02/2018,37444,22682,60126,10695,4064,14759,21906,17377,22682,60739,2516,5308
01/01/2018,37388,22711,23080,19173,4039,14683,12721,17396,22711,40107,2516,5309
12/31/2017,63284,22685,59933,10564,4012,14576,12707,17379,22685,40064,2507,5293
12/30/2017,37322,22695,60017,10627,4030,14657,12716,17384,22695,40079,2503,5281
12/29/2017,37356,22694,60050,10632,4034,14666,17218,17384,22694,40078,2513,10565
12/2/82017,37387,22692,60079,10657,4051,14708,12710,17375,22692,40067,2513,1590
12/27/2017,13389,22668,60033,10632,4086,25822,12684,17345,22668,40013,2512,5302
12/26/2017,37468,22760,60228,10660,4069,14729,12742,17415,22760,40175,2523,5324
12/25/2017,37456,22830,60286,10621,4051,14672,12774,17471,7105,40301,2518,1245
12/24/2017,37401,22806,60207,10589,4049,14638,12755,17453,22806,69726,2516,1298
12/2/2017,37391,40890,60176,10584,4055,14639,12744,17438,22785,40223,2517,5314
12/22/2017,37484,35229,60308,10621,4080,14701,12765,17467,22824,40291,2517,5316
1221/2017,37563,22820,23661,10643,6378,14735,12785,17487,22820,40307,2530,5341
12/20/o2017,37530,22829,30326,10650,1212,26022,12774,17478,22829,40307,2515,5308
12/19/2017,37523,22835,60358,10634,4093,14727,12772,17489,22835,40324,2516,5307
12/18/2017,37575,22905,60480,10626,4103,14729,12806,17526,22905,40431,2522,5320
12/17/2017,37580,22929,60509,10628,7843,14728,12815,17541,22929,40470,2520,5311
12/16/2017,17940,22926,60447,10577,4093,14670,12819,17536,22926,40462,2520,5315
12/15/2017,37628,22957,60585,10641,7711,14734,12833,17557,34661,40514,2532,5337
12/14/2017,50655,22947,60593,10665,7511,14784,12826,24016,22947,40489,3926,1554
12/13/2017,37594,41458,60510,10648,4109,14757,12821,17533,7405,40449,2517,5304
12h/12/2017,16057,33074,60451,10606,4098,14704,12822,17532,22929,40461,2507,8847
12/10/201q7,37528,22980,60508,10604,4077,14681,12848,17570,22980,63179,2503,5277
120/9/2017,51238,22927,60369,10562,4077,14639,3939,17537,22927,40464,2496,5266
12/08/2017,37438,37314,78007,10572,4081,14653,12809,29604,22903,40419,2497,5269
12/07/2017,37516,22936,60452,10579,4112,14691,12827,17540,22936,62122,2506,5285
12/06/2017,37569,35313,60535,10600,4114,14714,19763,17565,22966,40531,2506,7815
12/05/2017,37413,22918,23609,10531,4077,14608,12810,17517,22918,40435,2507,5288
12/04/2017,62971,7957,60348,19936,4070,14595,12826,17521,22934,40455,2512,5298
12/03/2017,37372,22916,60288,10534,4078,14612,12810,17492,22916,40408,2498,5268
12/02/2017,13351,7168,25879,10490,4056,14546,12794,17467,22905,40372,2489,5246
12/01/2017,37262,22887,60149,10449,4067,27937,5545,17455,22887,40342,2510,5291
11/30/2017,37400,22830,28931,18931,4105,14636,12773,17451,22830,58025,2522,5313
11/29/2017,37464,22911,60375,10542,7878,14658,12792,17484,22911,40395,2526,5322
11/28/2017,37433,22908,60341,10540,4095,14635,12799,17498,22908,40406,2516,5300
11/27/2017,37394,22885,60279,10531,4094,14625,12785,17482,36332,40367,2509,5287
11/26/2017,37321,22858,60179,2255,4084,14594,12762,17442,22858,40300,3964,5285
11/25/2017,37250,22863,25162,10465,4058,14523,12773,17451,22863,40314,2503,5276
11/24/2017,37328,22933,60261,22738,4066,30903,12820,17517,22933,40450,2507,5285
11/23/2017,52480,22936,60215,10410,4056,14466,12833,24693,38628,40470,741,5279
11/22/2017,37371,22945,60316,10495,4056,14551,12832,17534,22945,40479,729,5286
11/21/2017,37414,22954,60368,10499,4076,14575,12833,17549,22954,40503,2511,5290
11/20/2017,37395,22968,60363,10501,6560,14560,12825,17530,22968,62376,2517,1436
11/19/2017,37278,22930,94268,20582,4066,14503,12806,17487,34183,40417,2509,5288
11/18/2017,37268,22895,60163,10450,4079,14529,12789,17464,40180,40359,2502,5275
11/16/2017,37387,22994,60381,10460,4092,14552,12844,17554,22994,40548,2503,5281
11/15/2017,37364,22988,60352,10432,7654,14507,12842,17555,22988,40543,2514,5302
11/1/42017,49889,22965,60325,10436,4091,14527,12834,17560,34942,40525,2501,5273
11/13/2017,37340,22965,60305,23959,4078,14517,12847,17570,38874,40535,2492,5253
11/12/2017,37275,23012,24048,2486,4062,14443,12866,17586,23012,40598,2489,5246
11/11/2017,37146,22932,60078,10336,4044,14380,12829,17534,22932,40466,2481,5232
11/10/2017,37282,22966,60248,10373,4077,14450,12860,17575,22966,71739,2494,5257
11/09/2017,37264,22954,60218,10377,4069,14446,12841,17550,22954,40504,2501,5268
11/08/2017,37303,22976,60279,10366,4069,14435,12864,17589,22976,40565,2505,5279
11/07/2017,37270,22947,60217,10370,4063,14433,12837,17553,22947,40500,4291,1200
11/062/017,37252,23013,60265,10330,4040,14370,12869,17597,23013,40610,2506,1917
11/05/2017,37122,22944,60066,10307,4031,14338,12818,17522,22944,40466,2496,5262
11/02/2017,37088,22905,59993,10285,4040,14325,12799,17492,22905,40397,2500,5271
11/01/2017,37121,22988,60109,24098,4031,14314,12837,17546,22988,40534,2495,5261
10/31/s2017,37182,22996,60178,10305,4052,14357,12845,17560,22996,68464,2497,5265
10/30/017,37282,23069,60351,10339,4063,31673,17137,17616,23069,40685,4157,5264
10/29/2017,37250,23060,60310,10316,1422,14367,12879,17606,23060,40666,2504,5277
10/28/2017,37135,23047,84573,10236,4044,14280,12870,17593,23047,40640,2497,5262
10/27/2017,37160,23056,60216,10252,4041,14293,12884,17603,23056,40659,2498,5264
10/26/2107,37326,23131,60457,10330,4065,14395,12912,17639,23131,40770,2511,1386
10/25/2017,37331,23121,60452,10306,4061,14367,12914,17659,23121,40780,2516,7946
10/24/2017,37325,23056,60381,10317,8112,14388,12895,17644,8066,40700,2509,5293
10/23/2017,37287,23071,60358,10299,4068,14367,16798,17655,23071,40726,2496,5265
10/22/2017,13313,23182,60537,10303,4060,14363,12944,17721,23182,40903,2499,8535
10/21/2017,37291,23228,60519,10246,4025,14271,12963,31103,23228,40968,2504,5280
10/20/2017,37274,23173,82637,10220,4043,14263,12945,17717,7444,40890,2512,5294
10/19/217,53832,23173,60525,10282,4064,14346,12954,29921,23173,40886,2511,5293
10/18/2017,65447,23172,60525,10275,4067,14342,12935,17702,23172,40874,4917,5309
10/17/2017,37182,23123,60305,10281,3928,14209,12907,17667,23123,40790,2515,5306
10/16/2017,37298,23138,60436,10286,4062,14348,12914,17668,23138,40806,2504,5282
10/15/2017,60531,23138,60335,10248,4044,14292,12899,17642,23138,40780,2495,5263
10/14/2017,59159,23083,60147,10209,4022,30577,17728,17577,23083,40660,2491,5256
10/13/2017,37219,23098,60317,10272,7044,14341,12863,17594,23098,40692,553,5284
10/12/2017,48960,23067,60334,10301,1238,14388,12857,17591,23067,40658,4788,5288
10/11/2x017,37264,23086,60350,10308,4075,14383,12866,17610,23086,40696,2496,5271
10/10/2017,37192,23045,60237,10276,4055,14331,12845,17591,6894,40636,2495,5270
10/09/2017,37125,22964,60089,10280,4057,14337,12804,17538,22964,40502,2486,5250
100/8/2017,37043,22967,60010,10249,4039,14288,12801,17504,22967,40471,2486,5251
10/07/2017,36932,22953,59885,10170,4008,14178,12797,17508,22953,40461,4585,5246
10/06/2017,37008,33536,60050,10191,3996,14187,12822,17540,23042,58570,2500,5281
10/05/017,37064,22987,85134,10257,4035,14292,6062,17500,22987,40487,2496,5272
10/04/2017,14637,23068,60214,10266,4030,31146,12838,17551,23068,40619,2509,5299
10/03/217,37064,23084,60148,10234,3995,14229,12843,17563,23084,40647,686,5272
10/02/2017,14199,23002,60045,10223,3997,14220,17583,17542,23002,40544,2500,5281
10/01/2017,37059,23038,60097,10197,3998,14195,12851,17569,23038,40607,2507,1705
09/30/2017,63998,33817,35062,10197,3968,14165,12795,17489,22930,40419,2511,5305
09/29/2017,36935,22987,59922,10142,3971,14113,12812,17511,22987,40498,2514,5311
09/28/2017,37112,23031,60143,10259,7266,14259,22327,17545,23031,40576,2513,5308
09/27/2017,37090,23004,60094,10267,3986,14253,12818,17510,34913,40514,2521,1185
09/26/2017,37085,22971,60056,21199,6963,14264,12796,17486,22971,40457,2524,5335
09/25/2017,59224,22945,33408,10268,4003,14271,4229,17479,22945,40424,2520,5326
09/24/2017,37087,23024,60111,20203,3982,14244,4934,17516,23024,40540,4649,5327
09/23/2071,37035,23079,60114,10188,3961,14149,12839,17564,23079,40643,660,5322
09/22/2017,56662,23007,60040,10207,3974,14181,12805,17522,23007,40529,2521,5330
09/21/2017,37125,22991,60116,2421,3988,14254,4840,17525,22991,40516,2528,5346
09/20/2017,15317,22952,60019,10251,3989,14240,12776,28350,22952,40436,2526,5343
09/19/2017,37043,22923,59966,10257,3994,14251,12755,17473,22923,40396,2517,5319
09/18/2017,37016,22866,59882,2354,3978,14228,12732,17432,22866,40298,4783,9707
09/17/2017,37044,22927,59971,10253,3962,14215,12766,17475,22927,40402,2534,5354
09/16/2017,36937,22898,59835,10189,3947,14136,4578,17448,22898,40346,2533,5353
09/15/2017,36942,22869,59811,10201,3967,27606,12737,17431,43052,40300,2529,5343
09/14/2017,36990,22873,59863,10236,3979,14215,12734,17427,22873,40300,3702,5348
0/913/2017,36972,22840,59812,10240,3972,14212,12728,17428,22840,40268,2525,5332
09/12/2017,36952,22823,59775,10250,3948,14198,12716,30304,22823,40237,2529,10348
09/11/2o017,36962,22870,59832,10230,3951,14181,12736,17446,22870,40316,2526,5335
09/10/2017,36859,22766,59625,10234,3950,14184,12693,17375,22766,40141,4419,5300
09/09/2017,36757,22773,59530,10168,3920,14088,12685,17367,22773,40140,2510,5302
09/0p8/2017,36818,7658,89831,10218,3924,14142,20146,17369,22779,40148,2512,5307
09/07/2017,36845,22730,59575,10228,3950,14178,4411,17381,33432,40111,2502,5286
09/06/2017,36825,22689,59514,10262,3949,32551,12656,17354,22689,40043,2488,5260
09/05/2017,36844,36276,59556,10238,3955,14193,12683,17371,22712,40083,4071,5280
09/04/2017,36761,22640,59401,22545,3947,14187,21121,17295,22640,39935,2498,5279
09/03/2017,36805,22675,59480,10224,3936,14160,12676,17349,22675,40024,2506,5296
09/02/2017,36644,22627,59271,10146,3913,14059,12650,17315,22627,39942,2495,5270
09/01/2017,36697,22655,35230,10142,3919,14061,12666,17344,22655,39999,2507,5292
08/31/2017,36878,22624,59502,22671,3995,14267,12640,17308,22624,39932,2514,5303
08/30/2017,36881,22631,59512,10258,3982,14240,21913,17311,22631,39942,2528,5330
08/292017,36799,6980,59311,10265,3981,14246,12575,17219,22512,39731,2530,5334
08/28/2017,36776,22495,59271,10249,3979,14228,12584,17245,22495,39740,2513,5303
08/27/2017,36685,22418,59103,10242,3979,14221,12541,17176,22418,39594,4921,5288
08/26/2017,36601,22426,59027,10170,3951,14121,12545,17184,22426,39610,2509,5296
08/25/2071,15259,22472,59112,10191,3932,14123,19339,17212,22472,39684,2513,5305
08/24/2017,36674,22452,59126,10244,3919,14163,12542,17196,22452,39648,2518,5315
08/23/20e17,36653,22418,59071,10223,3925,14148,12531,17188,22418,39606,2520,5317
08/22/2017,36612,22380,58992,10232,3900,14132,12510,17164,22380,39544,657,5316
08/21/2017,36665,22387,59052,10248,6969,14167,12518,17165,22387,39552,2527,9484
n08/20/2017,36591,22366,58957,10222,3906,14128,12502,17140,22366,39506,2522,5323
80/19/2017,36475,22327,28752,10162,3895,14057,12484,17107,22327,55916,2516,5311
0/18/2017,36517,22359,36646,10184,3892,14076,12500,17129,22359,39488,2516,9847
08/17/2017,36590,22355,58945,10239,3924,14163,12501,17125,22355,39480,4937,5302
08/16/0217,36688,22426,59114,19940,3927,14178,12529,17166,22426,39592,2533,5344
08/15/2017,14568,22349,58975,10241,3927,14168,12501,17128,22349,39477,2526,1664
08/14/2017,57364,22357,58979,10245,3913,14158,12504,17136,40518,39493,2525,5328
08/13/2017,36554,22362,58916,10204,3904,14108,20541,26056,22362,68610,2515,1334
08/12/2017,36439,22313,58752,10130,6476,14022,12480,17095,22313,39408,4879,5322
08/11/2017,20307,22302,58733,10133,3893,14026,12476,17089,22302,73193,2519,5316
08/10/2017,36508,22328,58836,10196,3914,14110,12482,17096,22328,39424,2513,10537
0c8/09/2017,36435,22240,58675,10187,3908,14095,12431,17047,22240,39287,2508,5293
08/08/2017,36467,22261,58728,10209,3911,29580,18680,17062,22261,39323,2504,5285
08/07/2017,36505,22298,58803,10205,3911,14116,12462,17093,22298,39391,4308,8120
08/06/2017,19881,22298,58765,10149,3910,14059,12464,17094,22298,39392,4851,5314
08/05/2017,36296,22266,58562,10044,3889,3979,12444,17064,22266,39330,2511,5299
08/04/2017,65295,22247,27411,10045,3883,13928,12429,17042,22247,39289,2512,5302
08/03/2017,36293,22235,58528,10084,3892,13976,12424,17022,22235,39257,2509,5295
8/02/2017,36292,22156,58448,23545,3900,14025,12393,16979,22156,39135,613,5288
08/01/2017,36195,22170,58365,10085,6440,13957,12379,16962,22170,39132,2501,5276
07/31/2017,36342,22232,58574,10132,3905,14037,12423,17025,22232,39257,2503,5280
07/30/2017,49186,22229,36426,10132,3901,14033,12429,17032,22229,56521,2493,5259
07/29/2017,36269,22222,58491,10093,3893,13986,12423,17022,22222,39244,2494,5261
07/28/207,36278,22235,102992,10096,3885,13981,12431,6096,22235,39264,2495,7671
07/27/2017,36364,22231,58595,10187,3894,14081,5086,17023,22231,39254,2492,5260
07/26/2017,36352,22223,58575,20038,3896,14079,12431,17023,22223,39246,3993,5250
07/25/2017,36311,22204,58515,10184,3877,31462,22475,17004,22204,39208,2486,5246
07/24/2017,36307,22184,58491,10154,3895,14049,18249,17004,22184,39188,2489,5254
07/23/201q7,36283,22207,58490,10130,3880,14010,12438,24648,22207,39230,2486,5250
07/22/2017,36221,39548,91974,10080,7804,13939,12452,17044,22229,39273,3933,5238
0721/2017,36229,7227,58438,10102,1289,13966,12435,17033,22209,68235,2477,1773
07/m20/2017,36275,22223,58498,10154,3883,14037,12431,17034,41535,39257,2466,5204
07/19/2017,59872,22220,58482,10125,3872,13997,12442,17052,22220,39272,2469,5213
07/18/2017,36217,22200,83468,10156,3860,14016,12421,17004,22200,39204,2462,5197
07/17/2017,36249,22234,94438,10141,3868,14009,12435,17030,22234,39264,2469,5210
07/16/201g7,36225,22254,58479,10095,6762,30409,12452,17058,22254,39312,2469,5210
07/15/2017,36140,22236,87415,10051,3834,29688,4643,17048,43102,39284,2468,1427
07/14/2017,49326,22214,58356,10077,3837,13914,21259,17017,22214,39231,4312,5211
07/13f/2017,15403,22156,58257,10099,3835,13934,12384,16957,22156,64706,4432,5210
70/12/2017,36144,22175,58319,10104,3844,13948,4755,16989,22175,39164,2467,9015
07/11/2017,36136,34507,58271,10092,3843,13935,12385,28355,22135,39112,857,5224
07/10/2017,36138,22135,58273,2672,3840,13937,12393,16997,22135,39132,4551,5204
07/09/2017,62973,22139,58250,19232,3824,13931,12387,16981,22139,39120,2463,5199
07/08/2017,19497,22142,58157,10030,3803,32307,12398,26794,22142,39145,2452,5179
7/07/2017,36042,22111,58153,10069,3818,13887,12382,16967,22111,39078,2456,8698
07/06/2017,36082,22078,58160,10117,3832,13949,12368,23352,22078,39030,2452,5181
07/05/2017,36054,22074,58128,10073,3830,13903,12365,16955,22074,39029,2459,5196
07/04/2017,35890,22047,21424,10008,3796,13804,12349,16933,22047,38980,2438,5153
07/03s/2017,36013,22088,58101,10066,3811,13877,12371,16957,22088,39045,2450,5179
07/02/2017,36007,42251,58134,10079,3809,13888,12388,16970,22127,39097,2437,5149
07/01/2017,35976,22165,23807,10059,3776,13835,12418,17004,22165,39169,584,5137
06/30/2017,35994,22165,58159,10056,3782,28468,12439,17021,22165,39186,776,5135
06/29/2017,36184,34507,58371,10162,7122,13980,12443,17039,22187,39226,2444,5165
06/28/2017,36190,22179,58369,10185,3800,13985,12439,17030,22179,39209,2449,5175
06/27/2017,36209,22142,58351,10220,3823,14043,12404,16995,22142,39137,704,5171
06/26/2017,58877,22119,58273,10173,7691,13966,12407,26754,22119,39111,2460,5196
0l6/25/2017,36173,22117,58290,10177,3796,13973,12406,16981,22117,39098,2471,1343
06/z21/2017,36178,22067,58245,10180,3818,13998,12394,25188,22067,39032,2470,1675
06/20/2017,36182,22036,31179,20021,3827,14008,16920,16951,40180,38987,2473,5223
06/19/2017,36260,22144,58404,10189,1333,14023,12422,17022,22144,39166,2469,1887
06/18/2017,36165,22119,58284,10135,3818,13953,12414,17002,22119,39121,2467,1760
06/17/2017,36112,22068,81818,10141,3802,13943,12388,16971,22068,39039,2461,5198
0616/2017,36104,22091,58195,2677,3802,30193,16765,16985,22091,13103,2460,1578
06/15/2017,36168,22082,58250,10171,3826,13997,12386,16948,35587,39030,2474,1427
06/14/2017,36167,22097,58264,10150,3824,13974,12396,24531,22097,39053,2479,5237
06/13/2h017,36126,22042,58168,10131,3837,13968,12362,16926,22042,38968,2477,5232
06/12/2017,55657,22091,58238,10150,3813,13963,20872,16966,22091,39057,2469,5218
