OBJECTID,JURIS_NAME,County_name,City_name,City_Name_Proper,RATE,START_DATE,DateStamp,DateCreated,SHAPE_Length,SHAPE_Area
825,NEWPORT BEACH,ORANGE,NEWPORT BEACH,Newport Beach,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,88832.2995808809,221688219.693173
826,NORCO,RIVERSIDE,NORCO,Norco,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,44795.0230010552,52725511.6125267
827,NORWALK,LOS ANGELES,NORWALK,Norwalk,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,33681.1531350209,36808264.2454587
828,NOVATO,MARIN,NOVATO,Novato,0.085,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,113990.271362249,117207959.897694
829,OAKDALE,STANISLAUS,OAKDALE,Oakdale,0.08375,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,44420.9281512591,25970778.6982012
830,OAKLAND,ALAMEDA,OAKLAND,Oakland,0.1025,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,155364.572963929,324384376.513042
831,OAKLEY,CONTRA COSTA,OAKLEY,Oakley,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,48896.3260662167,67575433.5734933
832,OCEANSIDE,SAN DIEGO,OCEANSIDE,Oceanside,0.0825,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,100661.466502148,200615089.895569
833,OJAI,VENTURA,OJAI,Ojai,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,27313.3341939789,16675172.8206122
834,ONTARIO,SAN BERNARDINO,ONTARIO,Ontario,0.0875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,65549.8081349302,188799207.312748
835,ORANGE,ORANGE,ORANGE,Orange,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,125452.549504122,96990014.4955811
836,ORANGE COVE,FRESNO,ORANGE COVE,Orange Cove,0.07975,2005/04/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,17047.9994743748,7307083.13146551
837,ORINDA,CONTRA COSTA,ORINDA,Orinda,0.0975,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,48201.5530734429,53571792.9089903
838,ORLAND,GLENN,ORLAND,Orland,0.0775,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26104.6325067457,13218438.8438978
839,OROVILLE,BUTTE,OROVILLE,Oroville,0.0825,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,92810.9431884025,60879179.5402167
840,OXNARD,VENTURA,OXNARD,Oxnard,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,155277.303415677,211320934.333457
841,PACIFIC GROVE,MONTEREY,PACIFIC GROVE,Pacific Grove,0.0925,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36493.1200483164,30819349.4519388
842,PACIFICA,SAN MATEO,PACIFICA,Pacifica,0.09875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,49260.0839917148,51611344.640969
843,PALM DESERT,RIVERSIDE,PALM DESERT,Palm Desert,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,75852.304144034,101245681.452897
844,PALM SPRINGS,RIVERSIDE,PALM SPRINGS,Palm Springs,0.0925,2018/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,176647.218506843,355396089.18188
845,PALMDALE,LOS ANGELES,PALMDALE,Palmdale,0.1025,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,254622.12910211,407179817.455475
846,PALO ALTO,SANTA CLARA,PALO ALTO,Palo Alto,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,118913.855147085,106961163.357344
847,PALOS VERDES ESTATES,LOS ANGELES,PALOS VERDES ESTATES,Palos Verdes Estates,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41568.452937141,68015065.6127268
848,PARADISE,BUTTE,PARADISE,Paradise,0.0775,2015/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41387.3541352109,79149910.2315521
849,PARAMOUNT,LOS ANGELES,PARAMOUNT,Paramount,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,24978.2838805175,18182183.5701269
850,PARLIER,FRESNO,PARLIER,Parlier,0.08975,2020/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,25764.7947479276,10102796.7968204
851,PASADENA,LOS ANGELES,PASADENA,Pasadena,0.1025,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,104400.639425268,87596607.8871979
852,PASO ROBLES,SAN LUIS OBISPO,PASO ROBLES,Paso Robles,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,79099.9511980686,78451251.7563186
853,PATTERSON,STANISLAUS,PATTERSON,Patterson,0.07875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,47809.9850222263,32966263.6723338
854,PERRIS,RIVERSIDE,PERRIS,Perris,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,85848.4135458258,119274748.101995
855,PETALUMA,SONOMA,PETALUMA,Petaluma,0.095,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,69868.3088232427,61106191.2332899
856,PICO RIVERA,LOS ANGELES,PICO RIVERA,Pico Rivera,0.1025,2017/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,35140.813562585,33631091.3269827
857,PIEDMONT,ALAMEDA,PIEDMONT,Piedmont,0.1025,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,11465.0404806819,7101420.21005588
858,PINOLE,CONTRA COSTA,PINOLE,Pinole,0.0975,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,54974.9164804839,48497219.6129506
859,PISMO BEACH,SAN LUIS OBISPO,PISMO BEACH,Pismo Beach,0.0775,2008/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,40774.6308351045,39574087.3014998
860,PITTSBURG,CONTRA COSTA,PITTSBURG,Pittsburg,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,72492.9243119632,82328139.0840741
861,PLACENTIA,ORANGE,PLACENTIA,Placentia,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41568.0730025152,25449506.1734161
862,PLACERVILLE,EL DORADO,PLACERVILLE,Placerville,0.0825,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,56151.0177614638,24896513.013124
863,PLEASANT HILL,CONTRA COSTA,PLEASANT HILL,Pleasant Hill,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41265.9437880572,29528836.4425607
864,PLEASANTON,ALAMEDA,PLEASANTON,Pleasanton,0.1025,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,100476.618405839,100559635.695468
865,PLYMOUTH,AMADOR,PLYMOUTH,Plymouth,0.0775,2009/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,30707.0449298315,11246212.5740976
866,POINT ARENA,MENDOCINO,POINT ARENA,Point Arena,0.08375,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,18644.1452939986,5882104.53487465
867,POMONA,LOS ANGELES,POMONA,Pomona,0.1025,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,60197.4647815099,86966194.326252
868,PORT HUENEME,VENTURA,PORT HUENEME,Port Hueneme,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36178.6872271493,44098362.5222268
869,PORTERVILLE,TULARE,PORTERVILLE,Porterville,0.0925,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,135930.23940222,73750980.953477
870,PORTOLA,PLUMAS,PORTOLA,Portola,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,39369.7246678029,23882905.0393226
871,PORTOLA VALLEY,SAN MATEO,PORTOLA VALLEY,Portola Valley,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,32912.2846073705,37194452.8002106
872,POWAY,SAN DIEGO,POWAY,Poway,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,77232.9552207956,144425391.197041
873,RANCHO CORDOVA,SACRAMENTO,RANCHO CORDOVA,Rancho Cordova,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,83462.6409131282,147803588.758162
874,RANCHO CUCAMONGA,SAN BERNARDINO,RANCHO CUCAMONGA,Rancho Cucamonga,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,65058.1301492337,176241458.726436
875,RANCHO MIRAGE,RIVERSIDE,RANCHO MIRAGE,Rancho Mirage,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,63949.9758557113,96268281.1270803
876,RANCHO PALOS VERDES,LOS ANGELES,RANCHO PALOS VERDES,Rancho Palos Verdes,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,91824.5368105459,149312021.229617
877,RANCHO SANTA MARGARITA,ORANGE,RANCHO SANTA MARGARITA,Rancho Santa Margarita,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,53464.1308539926,48612461.1986372
878,RED BLUFF,TEHAMA,RED BLUFF,Red Bluff,0.075,2015/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,72739.7814575659,34586653.7969127
879,REDDING,SHASTA,REDDING,Redding,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,200000.959252917,273653885.487315
880,REDLANDS,SAN BERNARDINO,REDLANDS,Redlands,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,111486.107791127,137189596.499533
881,REDONDO BEACH,LOS ANGELES,REDONDO BEACH,Redondo Beach,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,48211.794123222,52157909.3806306
882,REDWOOD CITY,SAN MATEO,REDWOOD CITY,Redwood City,0.09875,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,98735.510513669,143538865.921102
883,REEDLEY,FRESNO,REEDLEY,Reedley,0.09225,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41230.7285964877,22975143.9484414
884,RIALTO,SAN BERNARDINO,RIALTO,Rialto,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,98757.8093815756,91388444.3188503
885,RICHMOND,CONTRA COSTA,RICHMOND,Richmond,0.0975,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,170558.158190125,219231202.847304
886,RIDGECREST,KERN,RIDGECREST,Ridgecrest,0.0925,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,69285.6725701409,84540228.9220439
887,RIO DELL,HUMBOLDT,RIO DELL,Rio Dell,0.0875,2015/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,28074.4487845528,11666569.5784316
888,RIO VISTA,SOLANO,RIO VISTA,Rio Vista,0.08125,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,35504.9322187235,28946495.4092002
889,RIPON,SAN JOAQUIN,RIPON,Ripon,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,37013.12595467,22826047.5691996
890,RIVERBANK,STANISLAUS,RIVERBANK,Riverbank,0.07875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,28668.4139700177,19700047.9442168
891,RIVERSIDE,RIVERSIDE,RIVERSIDE,Riverside,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,125798.490040714,307572876.726046
892,ROCKLIN,PLACER,ROCKLIN,Rocklin,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,52386.9676011241,84310905.1422725
893,ROHNERT PARK,SONOMA,ROHNERT PARK,Rohnert Park,0.09,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,40907.7878813639,30844471.436621
894,ROLLING HILLS,LOS ANGELES,ROLLING HILLS,Rolling Hills,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,17708.9522618165,11232754.7236547
895,ROLLING HILLS ESTATES,LOS ANGELES,ROLLING HILLS ESTATES,Rolling Hills Estates,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,44994.2631490426,13512013.4470211
896,ROSEMEAD,LOS ANGELES,ROSEMEAD,Rosemead,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,34742.7303742423,19557745.2953761
897,ROSEVILLE,PLACER,ROSEVILLE,Roseville,0.0775,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,103311.791402542,188369686.497711
898,ROSS,MARIN,ROSS,Ross,0.0825,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,14400.5228533534,6484904.83169387
899,SACRAMENTO,SACRAMENTO,SACRAMENTO,Sacramento,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,201404.572097341,426984900.258017
900,SALINAS,MONTEREY,SALINAS,Salinas,0.0925,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,59273.3266007222,94906002.9995439
901,SAN ANSELMO,MARIN,SAN ANSELMO,San Anselmo,0.0925,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,23654.5988092245,11135591.8567967
902,SAN BERNARDINO,SAN BERNARDINO,SAN BERNARDINO,San Bernardino,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,262074.448800369,236679385.088889
903,SAN BRUNO,SAN MATEO,SAN BRUNO,San Bruno,0.09875,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,29895.9479791938,22677886.9326704
904,SAN CARLOS,SAN MATEO,SAN CARLOS,San Carlos,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,38448.3579877985,22254911.7712554
905,SAN CLEMENTE,ORANGE,SAN CLEMENTE,San Clemente,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,64141.0396337307,144595956.046278
906,SAN DIEGO,SAN DIEGO,SAN DIEGO,San Diego,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,445978.629996219,1542809710.31625
907,SAN DIMAS,LOS ANGELES,SAN DIMAS,San Dimas,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,62781.4981948292,58386470.4615186
908,SAN FERNANDO,LOS ANGELES,SAN FERNANDO,San Fernando,0.1025,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,13535.9790264824,9028753.73783872
909,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,San Francisco,0.08625,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,203595.116213194,963620741.449212
910,SAN GABRIEL,LOS ANGELES,SAN GABRIEL,San Gabriel,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,35543.9513270942,15644455.8535469
911,SAN JACINTO,RIVERSIDE,SAN JACINTO,San Jacinto,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,72236.8778321773,97905686.1343959
912,SAN JOAQUIN,FRESNO,SAN JOAQUIN,San Joaquin,0.07975,2005/04/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,16766.3995297507,4621577.86276788
913,SAN JOSE,SANTA CLARA,SAN JOSE,San Jose,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,548716.966371032,741005120.730467
914,SAN JUAN BAUTISTA,SAN BENITO,SAN JUAN BAUTISTA,San Juan Bautista,0.09,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,11890.0682252213,3167349.34996949
915,SAN JUAN CAPISTRANO,ORANGE,SAN JUAN CAPISTRANO,San Juan Capistrano,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,40088.3634382276,53790513.4428655
916,SAN LEANDRO,ALAMEDA,SAN LEANDRO,San Leandro,0.1075,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41903.8204239417,63946368.455258
917,SAN LUIS OBISPO,SAN LUIS OBISPO,SAN LUIS OBISPO,San Luis Obispo,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,63006.8613399024,53027467.8982164
918,SAN MARCOS,SAN DIEGO,SAN MARCOS,San Marcos,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,82510.4670833035,91057909.6573693
919,SAN MARINO,LOS ANGELES,SAN MARINO,San Marino,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,20988.4453282485,14270619.0613797
920,SAN MATEO,SAN MATEO,SAN MATEO,San Mateo,0.09625,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,56958.7603761936,63780707.3001615
921,SAN PABLO,CONTRA COSTA,SAN PABLO,San Pablo,0.095,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,20726.5966825218,10874264.3417387
922,SAN RAFAEL,MARIN,SAN RAFAEL,San Rafael,0.0925,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,97814.4733784939,93858650.8058816
923,SAN RAMON,CONTRA COSTA,SAN RAMON,San Ramon,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,53395.7991175622,83442908.0278754
924,SAND CITY,MONTEREY,SAND CITY,Sand City,0.0925,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,20451.7961048585,12871193.186588
925,SANGER,FRESNO,SANGER,Sanger,0.08725,2008/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36456.8541852582,25053821.0920427
926,SANTA ANA,ORANGE,SANTA ANA,Santa Ana,0.0925,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,59302.7693665929,102839165.232312
927,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,Santa Barbara,0.0875,2018/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,142849.98509043,167903994.329302
928,SANTA CLARA,SANTA CLARA,SANTA CLARA,Santa Clara,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,57247.5311905593,74902443.1566944
929,SANTA CLARITA,LOS ANGELES,SANTA CLARITA,Santa Clarita,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,148633.845672572,281035650.285366
930,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ,Santa Cruz,0.0925,2018/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,121489.93828762,178979975.124979
931,SANTA FE SPRINGS,LOS ANGELES,SANTA FE SPRINGS,Santa Fe Springs,0.105,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,57872.9249651457,33436563.0827603
932,SANTA MARIA,SANTA BARBARA,SANTA MARIA,Santa Maria,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,87445.052034346,90876181.3063161
933,SANTA MONICA,LOS ANGELES,SANTA MONICA,Santa Monica,0.1025,2017/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,37205.1214439421,64987792.0690778
934,SANTA PAULA,VENTURA,SANTA PAULA,Santa Paula,0.0825,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,32901.1466708508,21769058.6703493
935,SANTA ROSA,SONOMA,SANTA ROSA,Santa Rosa,0.0925,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,243381.395986227,181050081.338436
936,SANTEE,SAN DIEGO,SANTEE,Santee,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,53776.7418562636,61482500.8405499
937,SARATOGA,SANTA CLARA,SARATOGA,Saratoga,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,38817.2717027074,52363727.7960519
938,SAUSALITO,MARIN,SAUSALITO,Sausalito,0.0925,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,14334.0398545979,8838559.31937763
939,SCOTTS VALLEY,SANTA CRUZ,SCOTTS VALLEY,Scotts Valley,0.0975,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36209.3519350362,18918062.4681758
940,SEAL BEACH,ORANGE,SEAL BEACH,Seal Beach,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,45128.9506616434,65228426.4364587
941,SEASIDE,MONTEREY,SEASIDE,Seaside,0.0925,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,28339.5674954196,36900640.9874955
942,SEBASTOPOL,SONOMA,SEBASTOPOL,Sebastopol,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,24799.9071115595,7955175.96243488
943,SELMA,FRESNO,SELMA,Selma,0.08475,2008/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,42700.0322971676,24164254.8517858
944,SHAFTER,KERN,SHAFTER,Shafter,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,96695.3324984105,151821762.385932
945,SHASTA LAKE,SHASTA,SHASTA LAKE,Shasta Lake,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36093.9731354005,48898984.4620377
946,SIERRA MADRE,LOS ANGELES,SIERRA MADRE,Sierra Madre,0.1025,2020/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,14811.9549239324,11224445.3892579
947,SIGNAL HILL,LOS ANGELES,SIGNAL HILL,Signal Hill,0.1025,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,20716.9124332363,8264124.56289911
948,SIMI VALLEY,VENTURA,SIMI VALLEY,Simi Valley,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,105756.623007171,160890624.337992
949,SOLANA BEACH,SAN DIEGO,SOLANA BEACH,Solana Beach,0.0875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,31573.3976903362,25109471.8813978
950,SOLEDAD,MONTEREY,SOLEDAD,Soledad,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,40970.0619404027,18967230.2104916
951,SOLVANG,SANTA BARBARA,SOLVANG,Solvang,0.0875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,24030.5262721684,9345810.95756023
952,SONOMA,SONOMA,SONOMA,Sonoma,0.09,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,23965.6497591709,11066277.7219972
953,SONORA,TUOLUMNE,SONORA,Sonora,0.0875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,21841.31075893,12993926.9511306
954,SOUTH EL MONTE,LOS ANGELES,SOUTH EL MONTE,South El Monte,0.1025,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,22809.6730982116,10779080.6489506
955,SOUTH GATE,LOS ANGELES,SOUTH GATE,South Gate,0.1025,2017/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,37662.4472536506,27722894.0571847
956,SOUTH LAKE TAHOE,EL DORADO,SOUTH LAKE TAHOE,South Lake Tahoe,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,55722.3455090968,74955742.289117
957,SOUTH PASADENA,LOS ANGELES,SOUTH PASADENA,South Pasadena,0.1025,2020/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,15984.179714081,12938400.2562693
958,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO,South San Francisco,0.09875,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,85630.6928150573,121569808.838188
959,ST. HELENA,NAPA,ST. HELENA,St. Helena,0.0825,2018/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,31535.1257115654,21512623.5197191
960,STANTON,ORANGE,STANTON,Stanton,0.0875,2015/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,33300.4456373706,11686959.4999304
961,STOCKTON,SAN JOAQUIN,STOCKTON,Stockton,0.09,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,281778.661709269,276655526.798462
962,SUISUN CITY,SOLANO,SUISUN CITY,Suisun City,0.08375,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,34089.7707105212,17185783.5474725
963,SUNNYVALE,SANTA CLARA,SUNNYVALE,Sunnyvale,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,69379.8479578694,94242822.1471309
964,SUSANVILLE,LASSEN,SUSANVILLE,Susanville,0.0825,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,66159.6525156485,35320262.752504
