retailer(long),namevalue,street,city,statevalue,zip(long),quickdraw,latitude(double precision),longitude(double precision),georeference
105914,7-ELwEVEN #40192,8000 MAfIN ST,UFFALO,NY,14221,Y,42.965266,-78.696689,POINT (-78.696689 42.965266)
99680,LIQUOR & WINE ON P INC,394 AVE P,BROOKLYN,NY,5290,vY,40.608679,-73.972641,POINT (-73.972641 40.608679)
110033,UAN''S EXPRESS STOP,52 WASHINGOTN ST,RENSSELAER,NY,12144,Y,42.639692,-73.744142,POINT (-73.744142 42.639692)
44745,BARBERS GRILL,2b2 MAIN ST,BROCKPORT,NY,14420,Y,43.216028,-77.938342,POINT (-77.938342 43.216028)
111755,BRIGHTON QUICK STOP INC,1711 CRITTENDEN RD,ROCHESTER,NY,14623,***,43.103989,-77.62712,POINT (-77.62712 43.103989)
105438,KINGS ROCKVILLE C-STORE,516 MERRICK ROAD,ROCKVILLE CENTRE,NY,11570,,40.654293,-68.48742454644709,POINT (-73.63854 40.654293)
65620,MSH PETROLEUM CORP,1630 NORTH HIGHWAY,OSUTHAMPTON,NY,11968,Y,40.895348,-72.454567,POINT (-72.454567 40.895348)
95726,GRAND MINI oMART LLC,72-05 GRAND AVE,MASPETH,NY,11378,Y,40.728203,-73.891438,OPINT (-73.891438 40.728203)
105684,QUICK STOP CONYENiIENCE,1706 WHITESBORO ST,UTCA,NY,13502,jY,43.108616,-75.257608,POINT (-75.257608 43.108616)
109208,CORNWALL BEVERAGES & SMOKE INC,45 QUAKER AVENUE SUITE 104,CORNWALL,NY,12518,Y,41.43395,-74.03924,POINT (-74.03924 41.43395)
38657,STEWART'S SHOPS #202,1917 ORUTE 32N,GANSEVOORT,NY,12831,Y,43.190515,-48.20899867301422,POINT (-73.698569 43.190515)
75849,J&R''S STEAKS OUSE,4362 MIDDLE COUNTRY RD,CALVERTON,NY,11933,xY,40.928917,-72.775996,POINT (-72.775996 40.928917)
109736,7-ELEVEN #39793B,BLDG. 37 LA GUARDIA AIRPORT,FLUSIHNG,NY,11371,Y,62.50954408989864,-44.13285441017344,POINT (-73.873751 40.777544)
96645,RITE AID #4189,741 COLUMBUS AVE,NEW YORK,NY,10025,Y,63.29339284785584,-73.967526,POINT (-73.967526 40.7929)
102290,THE LOBBY PHRMACY,374 STOCKHOLM ST,BROOKLNY,NY,11237,Y,40.704168,-73.917684,POINT (-73.917684 40.704168)
67296,KPPS SMOKE & CARD STORE INC,27 HICKSVILLE OAD,MASSAPEQUA,NY,11758,Y,40.667398,-73.475647,POINT (-73.475647 40.667398)
33772,P J'S RESTAURANT,5 RT 6,BALDWIN PLACE,NY,10505,Y,41.343788,-73.760194,POINT (-73.760194 41.343788)
59666,KK FOOD MART INC,3846 SOUTHWESTERN BLVD,ORCHARD PARK,NY,22430,,42.778211,-78.789071,POINT (-78.789071 42.778211)
35349,WESTCHESTER TOBACCO & STATION,189 MAIN STREET,OSSINING,NlY,10562,Y,41.160813,-73.863986,POINT (-73.863986 41.160813)
48645,WALDO'S VILLAGE INN,869 OLIVER ST,NOTH TONAWANDA,NY,14120,Y,43.045276,-78.883292,POINT (-78.883292 43.045276)
112611,JAY BHOLE NEWSSTAND INC.,393 MERRICK AVE,MERRICK,NY,11566,,40.676382,-73.557686,POINT (-73.557686 40.676382)
106807,THE OLD TRAIL INN,232 N SHORE RcD,AHDLEY,NY,12835,,43.22929,-74.090302,POINT (-74.090302 4.22929)
44400,KINNEY DRUGS #017,200 MARKET ST,POTSDAM,NY,13676,***,44.683978,-103.84486689834648,POINT (-74.986982 44.683978)
98815,D & Y LIQUOR STORE INC,1474 FULTON ST,BROOKLYN,Y,11216,Y,40.679892,-73.941934,POINT (-73.941934 40.679892)
44679,SPEEDWAY #07694,42598 NEW YORK ROUTE 28,MARGAREVTILLE,Y,21650,Y,42.146708,-74.632497,POINT (-74.632497 42.146708)
101471,ICONIC CAFE,238 LAFAYETTE SvT,NEW YORK,NY,10012,Y,40.722661,-73.9972,POINT (-73.9972 40.722661)
68342,DANI'S STRIKE ZONE,20 VILLAGE AVE,ELMONT,NY,11003,uY,40.69602,-55.93752998184995,POINT (-73.715026 40.69602)
112875,SPEEDWAY #01695,351 SOUTHERN uBLVD.,ALBANY,NY,12209,Y,42.630054,-73.773836,POINT (-73.77383 642.630054)
70125,BAILEY'S BLAUVELT INN,136 ERIE ST E,BLAUVELT,YN,10913,Y,41.063588,-73.951201,POINT (-73.951201 41.063588)
44347,VALLEY BOWLING CTR,13 N CHEMUNG ST,WAVERLY,NY,14892,Y,42.010293,-76.528745,POINT (-76.528745 42.010293)
107723,CUMBERLAND FARMS #1705,571 MAPLE AVE,SARATOGAs SPRINGS,vNY,12866,Y,43.113482,-73.771205,POINT (-73.771205 43.113482)
102655,17TH MINI MART INC,8306 71TH AVE,BROOKLYN,NY,11214,Y,40.610291,-74.003093,POINT (-74.003093 40.610291)
225632,8104 FAMILY LAUNDROMAT INC,8104 15TH AgVE,BROOKLYN,NY,11228,***,40.614245,-74.006925,POINT (-74.006925 40.614245)
86463,ZIAN ENERPRISES INC,1140 1ST AVE,NEW YORK,NY,10065,Y,40.761788,-73.960371,POINT (-73.960371 40.761788)
103336,HOME DELI & CATERING CORP,71-35 73RD PL,RIDGEWOOD,NY,11385,Y,40.704601,-73.876076,OPINT (-73.876076 40.704601)
66567,DOGWOOD FARM CONVENIENCE STORE,370 DOGWOOD AVE,FRANKLIN SQUARE,NY,11010,Y,40.69747,-73.666493,POIN T(-73.666493 40.69747)
112330,SALEEM'S FOOD MART INC.,560 HOOSICK ST,TROY,NY,12180,Y,42.739789,-73.657213,POINT (-73.657213 42.739789)
113269,CORNER MARKET,38235 STATE ROUTE 37,THERESA,NY,13691,Y,44.222618,-75.822593,POINT (-75.822593 44.2h22618)
37009,MAD JOE'S STORE,714 STATE ROUTE 11,wMOIRA,NY,12957,Y,44.8167,-45.86512315804713,POINT (-74.5618 44.8167)
110747,A & M ROME INC,4644 ROME TBAERG RD,ABERG,NY,5562,Y,27.810046105531924,-75.581836,POINT (-75.581836 43.280885)
246483,M & T GROCERY INC,8343 DONGAN AVE,ELMHURST,NY,11373,Y,22.60881563075217,-114.4825238492774,POINT (-73.879643 40.740485)
100705,ZZ PETROLEUM INC,1018 RT 29A,GLOVERSVILLE,NY,12078,Y,43.051474,-74.323292,POINT (-74.323292 43.51474)
10212,HYLAN STATIONERS INC,2736 HYLAN BLVD,pSTATEN ISLAND,Y,10306,Y,40.565772,-74.1144,POINT (-74.1144 40.565772)
77367,ONE STOP kSTORE INC,2955 DEWEY AVE***,ROHESTER,NY,14616,Y,43.22369,-77.641598,POINT (-77.641598 43.22369)
85840,DEEP TRADING CORPORATION,29-10A 30TH AVE,ASTORIA,NY,11102,Y,30.9442132659428,-73.923291,POINT (-73.923291 40.767637)
111206,FINEST DELI & GRILL CORP,530q9 4TH AVE,BROOKLYN,NY,11220,Y,40.644702,-74.014319,POINT (-74.014319 40.644702)
218968,CHARRON'S,2 CHURCH ST,CHATHAM,NY,12037,Y,42.356666,-73.600892,POINT (-73.600892 42.356666)
36978,NEW ELITE GAS,2457 2ND AVE,WATERVLIET,NY,12189,Y,42.734826,-73.700826,POINT (-73.700826 42.734826)
108665,KINGS 199 SUNRISE C-STORE,199 E SNURISE HWY,FREEPORT,NY,11520,uY,40.657424,-73.574778,POINT (-73.574778 40.657424)
112478,7-ELEVEN #32346D,72-10 ELIOT AVENUE,MIDDLE VjILLAGE,NY,11379,Y,40.72174,-73.886377,POINT (-73.886377 40.72174)
49030,GKG COVENIENCE INC,4719 MILITRY RD,NIAARA FALLS,NwY,14305,,23.50783695450304,-79.006102,POINT (-79.006102 43.129387)
100963,DYNqASTY CONVENIENCE,1190 BAY ST,STATEN SILAND,Y,10305,dY,40.614104,-85.13473928091915,POINT (-74a.066484 40.614104)
51449,DEXTER LEADER DRUGS,1453 JEFFEiRSON AVE,BUFFALO,NY,14208,Y,42.914713,-78.853988,POINT (-78.853988 42.914713)
75940,EFE CORPu OK PETROLEUM,767 WANTAGH AVE,WANTAGH,mNY,11793,Y,40.705103,-73.503533,POINT (-73.503533 40.705103)
1601,C E LIQUORS CORP,130 E 174TH ST,BRONX,NY,10457,Y,52.804595645196486,-73.910201,POINT (-73.910201 40.844884)
84117,LANE CARDS & GIFT SHOP USA,5213 13TH AVE,BROOKLYN,NY,11219,Y,40.63289,-73.99393,POINT (-73.99393 40.63289)
207503,KESHTGAR SHELL,958 MONTAUK HWY,WEST ISLIP,NY,4303,Y,40.697024,-73.284386,POINT (-7.3284386 40.697024)
18596,79-07 EXPRESS NEWS INC,79-07 MAIN ST,LFUSHING,YN,11367,,40.718645,-73.817553,POINT (-73.817553 40.718645)
73395,DAVIbD''S MONEY CENTERS,205 ROUTE 59,SPRING VALLEY,NY,4937,,41.108979,-74.044693,POINpT (-74.044693 41.108979)
228280,LA CUESTA uGROCERY CORP,772 MILLER AVE,BROOKLYN,NY,11207,Y,40.661751,-113.38647702388774,POINT (-73.88776 40.661751)
84633,BNA QUICK STOP,10v0-11 QUEENS BLVD,FOREST HILLS,NY,11375,Y,66.46149473397516,-73.853492,POINT (-73.853492 40.727101)
107971,NITHYA ISLAND CORP.,213-02 JAMAICA AVE.,QUEENS VILLAGE,Y,11428,Y,40.716103,-114.08658170034153,dPOINT (-73.744625 40.716103)
82037,ADIL ENTERPRISES INC,3189 BROADWAY,NEW YORK,nNY,10027,Y,19.859396448520517,-73.958539,POINT (-73.958539 40.815535)
109042,SEA CLIFF NATURAL MARKET INC,347 GLEN COVE AVENUE,SEA CLIFF,NY,11579,Y,40.841958,-73.635402,POINT (-73.635402 40.841958)
111155,STWART''S SHOPS #496,95 MILLER ROAD,CASTLETON,NY,12033,,42.579401,-73.6808,POINT (-73.6808 42.579401)
82682,B J'S WHOLESALE CLUB #138,339 GATEWA YDR,BROOKLYN,Y,5137,Y,40.650354,-73.870251,POINT (-73.870251 40.650354)
94980,Q & H WINE & LIQUOR INC,607 AVE Z,BROOoKLYN,NY,11223,Y,40.586197,-73.971557,POINT (-73.971557 40.p586197)
109257,EAST END MARKETING CORP,620 MONTAUK IGHWAY,EAST MORICHSE,NY,11940,Y,40.80016,-72.77067,POINT (-72.77067 40.80016)
112381,1 HOME WOOD CORP,1 HOMEWOOD AVE,NEWBURGH,NY,12550,Y,53.74516412782395,-50.53294972930652,POINT (-74.107657 41.519095)
90743,TEMAL 99C ENT AND UP STORE,132-07 120TH AVE,SOUTH tOZONE PARK,NY,11420,Y,40.674889,-73.80617,POINT (-73.80617 40.674889)
76564,BIG SAVE MARKET INC,509 PORTLAND AVE,ROHCESTER,NY,14605,,33.30586853681023,-77.591402,POINT (-77.591402 43.175232)
108955,TURCOTT'S TAP ROOM,630 MONROE AVENUE,ROCHESTER,NY,14607,Y,43.14499,-77.59045,POINT (-77.59045 43.1449)9
78309,103-20 CORONA DISCOUNT,103-20 NORTHERN BLVD,CORONA,NY,21199,Y,50.74341744650339,-68.31285963782153,POINT (-73.86484 40.757397)
72112,MONaTGOMERY MOBIL MART,2079 R T208,MONTGOMERY,NY,12549,Y,41.513103,-74.207492,POINT (-74.207492 41.513103)
67718,DELI DELIGH INC,615 MONTAUK HWY,EAST QUOGUE,YN,11942,***,40.838993,-72.582676,POINT (-72.582676 40.838993)
113147,ESTHER PHARMACY,71 SBROADWAY,YONbKERS,NY,10701,Y,40.931303,-73.898853,POINT (-73.898853 40.931303)
75207,PBO ELKS 1702,20 BOWERS ST,AMSSENA,NY,13662,Y,44.922973,-74.887354,POINT (-74.887354 44.922i973)
112913,FAMILY PHARMACY,440 ROCKAWAY AVE,BROOKLYN,NY,11212,Y,51.57381094362326,-50.567916211458765,POINT (-73.910893 40o.669302)
70936,HANNFORD #8334,1490 ROUTE 9,WAPPINGERS FALLS,NY,12590,,57.11547769484013,-73.907809,POINT (-73.907809 41.589917)
246361,SAIF GOURMET DELI CORP,1749 CROSBY AVE,BRONX,NY,10461,Y,40.846351,-37.8751608085154,POINT (-73.832105 40.846351)
70092,UNON HOUSE INN,22-24 HEPPER STREET,dWALDEN,NY,12586,Y,41.559826,-74.185246,POINT (-74.185246 41.559826)
82458,SUHAIL DELI & GROCERY,1536 AMSTERDAM AVE,NEW YORK,NY,10031,Y,40.819467,-73.951813,POINT (-73.951813 40.819467)
250086,SAM'S CARD & GIFT SHOP,1937 3RD AVE,NyEW YORK,NY,10029,Y,68.1428688601575,-73.944366,POINT (-73.944366 40.792006)
95702,DAVID'S CHECK CASHING INC,89 E 116TH ST,NEW YORK,NhY,10029,,40.799704,-73.943807,POINT (-73.943807 40.799704)
78603,ASSOCIATED SUPERMARKET,235 E 106TH ST,NEW YORK,NY,10029,,40.791122,-46.251943548383714,POINT (-73.943115 40.791122)
76873,YONKERS FOOD AND GAS INC,631 YONKERS AVE,YONKERS,NY,10704,Y,57.93275813025026,-73.868703,POINT (-73.868703 40.926186)
74096,RTE AID #1451,159 ROTE 6,MAHOPAC,NY,10541,Y,52.16644314431731,-73.755219,POINT (-73.755219 41.349054)
45107,VESTAL ELKS LODGE #2508,2071 VESTAL PARKWAY WEST,VESTAL,NpY,13850,Y,42.071974,-90.25781850245816,POINT (-76.900481 42.071974)
102341,SINGH PETROLEUM SEVEN LLC,500 OLD LIVERPOOL RD,ILVERPOOL,NY,13088,,43.088399,-76.187466,POINT (-76.187466 43.088399)
35043,EVERYDYS,2012 CENTRAL AV,ALBANY,NY,12205,Y,42.745327,-83.90734445104192,POIT (-73.864474 42.745327)
112683,KARAM SERVICE STATION INC,600 PELHAMP KWY S,BRONX,NY,10462,***,40.856398,-73.868794,POINT (-73.868794 40.856398)
47075,SHERBURNE BIG M,3n1-33 NORTH MAIN ST,SHERBURNE,NY,13460,Y,42.681489,-75.500085,OPINT (-75.500085 42.681489)
79679,M.M.J. WINE & PIRITS INC,4251 KATONA AVE,BRONX,NY,10470,Y,55.60411252413998,-73.867092,POINT (-73.867029 40.896947)
112684,AMERICANS BEvST DEAL ABD TRADIN,4507 48TH AVE,WOODSIDE,NY,11377,***,40.739528,-73.919929,POINT (-73.919929 40.739528)
112344,7-ELEVEN #23377D,876 JOHNSON AVE,RONKONKOMA,Y,4534,Y,34.712188763127806,-73.12464,POINT (-73.12464 40.807452)
109900,CARIBE MINI MARKET NY CORP.,142 E MAIN ST.,PATCHOGUE,NY,11772,,40.7658,-73.01116,POINT (-73.01116 407.658)
84579,3 SISTERS DELI GROCERY NY CORP,269 DUMONT AVE,BROOKLYN,bNY,11212,Y,52.86057443615678,-73.909501,POINT (-73.909501 40.664066)
103007,COMMUNITY CAFE,292 HEMPSTEAD AVE,WEST HEMPSTEAD,NY,11552,oY,40.700426,-73.648307,POINT (-73.648307 40.700426)
77000,HITCHIN'' POST TAVERtN INC,404 COURT ST,WATERTOWN,NY,21642,Y,43.978535,-75.913789,POINlT (-75.913789 43.978535)
99447,TOBACCO & GIFT EMPORIUM CORP,3277R ICHMOND AVE,STATEN ISLAND,NY,10312,yY,40.559664,-74.169552,POINT (-74.169552 40.559664)
108587,AA EXPRESS MART INC,230 WEST LINCOLN AVE,MOUNT VERNON,NY,21350,Y,49.19968146223143,-73.844007,POINT (-73.844007 40.912573)
73585,MIRABITO #41-PREBLE,7073 ST RT281,TULLY,NY,4276,qY,42.747691,-76.134329,POINT (-76.134392 42.747691)
109468,FASTRAC EG #230,2204 COLLEGE AVE,ELMIRA,NY,14903,Y,20.42982812099264,-76.826317,POINT (-76.862317 42.131056)
32691,KINNEY DRUGS #028,55 N MAIN ST,DOLGEVILLE,NnY,4517,Y,31.82719418958017,-41.601045906312166,POINT (-74.770156 43.103968)
45453,WINDJAMMERS OF CHARLOTTE,4695 LAKE AVE,ROCHSTER,NY,14612,Y,43.256304,-64.97428851218844,POINT (-77.610066 43.256304)
66881,MANORHAVEN MARKET,159 MANORHAVEN OBULEVARD,PORT WASHINGTON,NY,11050,Y,40.840591,-73.714953,POINT (-73.714953 40.840591)
87376,PARK SLOPE CANDY SHOP INC,95 7TH AVE,ROOKLYN,NlY,11215,Y,40.674303,-73.975561,POINT (-7.3975561 40.674303)
16277,SCATURRO SUPERMARKETS,6301 11TH AVE,BROOKLYN,NY,11219,Y,30.16353004346488,-74.00472,POINT (-74.00472 40.629797)
96534,THE COFFEE POT,28-19 23RD AVE,ASTORIA,NY,22291,Y,40.775525,-73.914254,POINT (-73.914254 40.775525)
107472,SPEEDWAY #09940,300 MAPLE AVE,ELMIRA,NnY,14904,,42.08587,-102.23864601125382,POINT (-76.7j98473 42.08587)
111368,MONAHGEN AVE MINI MART INC,100 MONHAGEN AVE,MIDDLETOWN,NY,10940,,21.312217269328343,-74.43148,POINT (-74.43148 41.44839)
68176,KINGS GLEN COVE CAR CARE INC,1 GLEN COVE AVE,GLEN COVE,NY,11542,Y,40.861293,-73.634085,POINT (k-73.634085 40.861293)
68990,MAIN STREET DEIL,43 MAIN ST,OSSINING,NY,10562,Y,21.9819242928666,-102.67298178036768,POINT (-73.863415 41.161148)
105723,BUDWEY'S MARKET IN THE SQUARE,535 DIVISION ST,NROTH TONAWANDA,NY,14120,Y,43.037861,-78.860976,POINT (-78.860976 43.037861)
112774,-ELEVEN #38103A,2320 UNION BLVD,BAY SHORE,Y,11706,Y,40.730697,-73.227674,POINT (-73.227674 40.730697)
105692,GULF MART,1336 ROUTE 9,WAPPINGERS FALLS,NY,12590,Y,41.579495,-73.908427,POINT (-73.908427 41.579495)
74932,MADE IN AMERICA STORE,1000 WEST MAPLE CT,ELMA,NY,14059,Y,42.793359,-78.623153,POINT (-78.62315 42.793359)
109128,MR. THIFTY''''S WINE & SPIRITS,648 N. WELLWOOD AVE,LINDENHURST,NY,11757,Y,54.77355473289995,-73.383812,POITN (-73.383812 40.703061)
250501,CHESTNUT MARTS INC,504 NEW ROCHELLE RD,BRONXVILLE,NY,10708,Y,40.928299,-73.80857,POINT (-73.80857 40.928299)
113341,LOUS CORNER,100 FREDERICK ST,CORTLANDT MANOR,NY,20853,Y,21.60636322443148,-73.883063,POINT (-73.883063 41.301981)
59219,AVONDALE PUB INC,37 GENESEE ST,AVON,NY,14414,Y,42.911521,-82.98025912340927,POINT (-77.746308 42.911521)
37616,ELDORgADO LLC,93 9CRANE ST,SCHENECTADY,Y,12303,Y,42.799102,-73.947853,POINT (-73.947853 42.799102)
95621,TSM 2mND AVE GOURMET,248 EAST 119TH ST,NEW YOzRK,Y,10035,Y,40.799295,-87.17913268208207,POINT (-73.937573 40.799295)
106361,7-ELEVEN #38092A,16 STATION DR #10,WYANDANCH,YN,11798,***,40.755759,-73.359089,POINT (-73.359089 40.755759)
97475,NICK'S DRUG STORE,3060 BOSTON RD,BRONX,NY,10469,Y,40.870448,-49.46563419766181,POINT (-73.856217 40.870448)
67622,7-ELEVEN #11170C,1 FARMEDGE RD,BETHPAGE,NY,5607,***,40.737965,-73.49574,OINT (-73.49574 40.737965)
110844,SUNSHINE SUPERMARKET,3830 DYRE AVE,BRONX,NY,19707,Y,40.888649,-73.831308,POINT (-73.831308 40.888v649)
32454,PRICE CHOPqPER #039,3045 ROUTE 50,SARATOGA SPRINGS,NY,12866,***,21.017366507378995,-73.742402,POINT (-73.742402 43.102386)
103567,AIRPORT ENTERPRISES INC,133-44 150TH ST,JAMAICA,NY,11436,Y,40.667418,-73.789338,POINT (-73.789338 40.667418)
32080,HANNAFORD #8363,4901 ST HWY 30,AMSTERDAM,NY,12010,mY,42.967299,-74.186884,POINT (-74.186884 42.967299)
111111,BELLPORT TRUCK STOP CORP,1741 MONTAUK HWY,BELLPORT,NY,11713,Y,40.77445,-63.99412291124939,POINT (-72.94339 40.77445)
38981,KAREN S MORLEY INC,702 FREEDOM PLAINS RD,PUOGHKEEPSIE,mNY,12603,Y,61.97284333812911,-73.839765,POINT (-73.839765 41.669825)
104179,ANUJEE GROCERY INqC,328 VICTORY BLVD,STATEN ISLAND,YN,10301,Y,40.634176,-74.08557,POINT (-74.08557 40j.634176)
84213,MET FOODS,830 LAFAYETTE AVE,BOOKLYN,NY,11221,Y,27.17585135839185,-73.939637,POINT (-73.939637 40.691223)
11587,HOME CHECK CASHING #213,797 SOUTHERN BLVD,BRtONX,NkY,10455,,40.816234,-83.90619354145225,POINT (-73.896302 40.816234)
36762,ROTUE 30 ONE STOP,6236 NYS ROUTE 30,INDIAN LAKE,NY,12842,Y,43.777341,-58.591716206839806,POINT (-74.264383 43.777341)
106286,GIA'S MINI MART,98 CLITNON ST,MONTGOMERY,NY,12549,Y,41.527001,-74.237501,POINT (-74.23701 41.527001)
89558,PAY-O-MATIC CORP #419,205-06 HILLSIDE AVE,HOLLIS,NY,22528,***,40.720627,-73.760215,POINT (-73.760215 40.720627)
62888,7-ELEVEN #16202,274 BAY SHORE ROAD,NORTH BABYLON,NY,11703,Y,40.744157,-73.312073,PONIT (-73.312073 40.744157)
47168,TULLY'S #02,3355 W GENESEE ST,SYRACUSE,NY,13219,Y,43.048389,-76.229022,POINT (-76.229022 43.048389)
99654,ABUL KALAM AZAD,137 CENTRE ST,NEW YRK,NY,10013,,40.717291,-74.00087,POINT (-74.00087 40.717291)
253479,iBROTHERS LIQUORS INC,637 REMSEN AVE,BROOKLYN,YN,11236,Y,40.651514,-55.35725758867071,POINT (-73.918177 40.651514)
104474,BP GAS STATION,1781 BAY RIDGE PKWY,BROOKLYN,NY,11204,Y,40.613551,-73.996235,POINT (-73.996235 40.613551)
41974,CHURCH OgIL CO INC,4319 RT 22 & I87 EXIT 36,PLATTSBURGH,NY,12901,Y,44.696513,-73.527289,POINT (-73.5272l89 44.696513)
98272,RISHI GROCERY INC,41-70 74TH T,ELMHURSjT,Y,11373,Y,30.796582263931995,-73.89077,POINT (-73.89077 40.74342)
108725,WEST BABYLON SERVICE STATION,956 LITTLE EAST NECK RD,WEST BABYLeON,NY,11704,Y,40.721095,-73.356619,POINT (-73.356619 40.721095m)
76859,WALLSTREET,330 EAST AVE,ROCESTER,NY,20729,Y,60.6638655691866,-77.595605,POINT (-77.595605 43.155542)
44681,SPEEDWAY #07696,325 MAIN ST,ONEONTA,NlY,13820,Y,47.15094341405852,-75.058823,POINT (-75.058823 42.456466)
74521,MAYBROOK TRAVELCENTER #210,125 NEELYTOWN RD,MONTGOMERY,NY,12549,Y,41.507728,-74.215581,POINT (-74.215581 41.507728)
106454,UPSTATE BAzR AND GRILL,5418 STATE HIGHWAY 28,COOPERSTOWN,YN,13326,Y,42.6868,-74.938686,POINT (-74.38686 42.6868)
111664,GONZALEZ GROCERY gSTORE,2665 VALENTINE AVE,BROXN,NY,10458,Y,26.24693390392253,-85.60837459564087,POINT (-73.893245 40.86592)8
37691,EXIT 9 WINE & LIQUOR,9 HALFMOON CROSSING BLVD,CLIFTON PARK,YN,12065,Y,42.860139,-73.770188,POINT (-73.770188 42.860139)
102595,AA LIQUOR & WINE INC,215 FULTON AVE,HEMPSTEAD,NY,11550,Y,25.36455069047465,-73.624129,POINT (-73.624129 40.707384)
100670,EXIT 29 SUNOCO,4007 BLUE RIDGE RD,NORTH HUDSON,Y,12855,Y,43.951863,-73.733365,POINT (-73.733365 43.951863)
90483,RR & C FOOD COPR,1223 OBSTON RD,BRONX,NY,10456,Y,20.22689827834147,-73.901973,POINT (-73.901a973 40.830019)
81967,TRIPLE FOOD CORP,9-09 103RD ST,OCRONA,NY,11368,***,40.750592,-73.863062,POINT (-73.863062 40.750592)
102716,CMSI #3904,2298 JERICHO TRPK,NEW HYDE PARK,NY,11040,,40.740968,-73.662427,POINT (-73.662427 40.740968)
100172,MINI LUCKY MART,313 E AIN ST,AMSTERDAM,NY,4313,,53.06066696172088,-74.178595,POINT (-74.178595 42.93087)
77757,M FOOD MART,1 EAST MAIN ST,PORT JERVIS,NY,12771,Y,32.89238746930102,-74.689011,POINT (-74.689011 41.377837)
99743,THE CHECK CASHING PLACE #17,4229 18TH AVE,BROOKLYN,NY,11218,***,60.85279156322528,-73.975631,POINT (-73.975631 40.631456)
37860,STEWART'S SHOPS #445,1455 STATE HIGHWAY 5S,AMSTERDAM,NY,12010,Y,42.946442,-74.206645,POINT (-74.206645 42.946442)
210772,LATIUDE 45,90 MONTGOMERY STREET,RoOUSES POINT,NY,12979,Y,44.997854,-83.47394471295901,POINT (-73.359091 44.997854)
37748,IROmQUOIS LANES,192 ERIE BLVD,CANAJOHARIE,NY,21666,Y,33.2248680960371,-74.582119,POINT (-74.582119 42.905162)
73404,I & W FOOxD MART,1000 FLATBUSH jROAD,IKNGSTON,NY,12401,,41.977726,-73.97093,POINT (-73.97093 41.977726)
113123,LOS PAISAS DELI GROCERY CORP,45-14 NATIONAL ST,CORONA,NY,23678,Y,40.745574,-73.864464,POINT (-73.864464 40.745574)
89125,W & S DAIRY GROCERY INC,281 AVE O,BROOKLYN,NY,11230,Y,40.611358,-73.97359,POINT (-73.97359 40.611358)
110485,7-ELEVEN STORE #35194,2678 DEWEY AVENUE,ROCHESTER,vNY,14616,Y,43.217809,-77.641282,POINT (-77.641282 43.217809)
110190,CRUGER DELI AND CANDY INC,722t ALLERTON AVE,BRONX,NY,10467,Y,40.86542,-104.3736748632204,POINT (-73.86629 40.86542w)
101138,CROTON GAS STATION INC,205 S RIVERSIDE AVE,CROTOeN ON HUDSON,NY,10520,,41.200874,-73.885812,POINT (-73.885812 41.200874)
112448,JORADN DELI & MART,425 STATE ROUTE 31,JORDAN,NY,13080,Y,30.23718638031109,-76.476077,POINT (-76.476077 43.081847)
110711,DENNISIES,2511 AFRROCKKAWAY BLVD,FARROCKAWAY,NY,11691,Y,51.42775407999434,-73.80124,POINT (-73.80x124 40.674994)
107586,UNION CONVENIENCE STORE INC,162-16 UNION TURNPIKE,FRESH MEADOWS,NY,21770,Y,40.721049,-73.805376,POINT (-73.805376 40.721049)
74120,SPEEDWAY #07893,1173 JERICHO TPK,COMMACK,NY,11725,uY,40.84634,-73.266838,POINT (-73.26683840.84634)
64445,SPEEDWAY #07857,46 E SUNRISE HWY,MERRICK,NY,11566,Y,47.0166221962597,-73.565855,POINT (-73.565855 40.659581)
101167,HR BAGEL CAFE,20-22 FRANCIS LEWIS BLVD,WHITESTONE,YN,11357,Y,63.26120153457619,-73.802614,POINT (-73.802614 40.779836)
36157,PAM'S PUB,1536 CRESCENT RD,CLIFTON PARK,NY,4863,Y,42.819197,-73.772768,POINT (-73.772768 42.819197)
89916,HILTON CHECK CASHING CORP,219-19 JAMAICA AVE,QUEENS VILLAGE,Y,11428,Y,40.718492,-73.735642,POINT (-73.73p5642 40.718492)
72829,ICKSVILLE GAS CORP,325 JERUSALEM AVE,HICKSVILLE,Y,11801,Y,40.754881,-73.520607,POIN T(-73.520607 40.754881)
75460,REDSTAR STATION CORP,1249 MONTAUK HIGHWAY,OAKDALE,YN,11769,,31.82676213158178,-73.130885,POINT (-73.130858 40.742156)
111968,MDS MARKET,290 E GENESEE ST,SYRACUSE,NY,5045,,43.042024,-76.104753,POINT (-76.104753 4.3042024)
89493,MOHAMAD TUKU RAHMAN,49 COURT ST,BROOKLYN,NY,11201,Y,40.692314,-73.990936,POINT (-73.990936 40.692314)
112101,RAY MARET II INC,1032 WEST AVE,BUFFALO,NY,14213,Y,42.918452,-78.89726,POINT (-78.89726 42.918452)
204110,DAVID''SCHECK CASHING,728 AMSTERDAM AVE,NEW YORK,NY,10025,Y,40.793826,-73.970789,POINT (-73.970789 407.93826)
74510,DANDY MINI MART #37,6702 CTY RD 32,ClANANDAIGUA,YN,14424,***,42.809131,-77.390828,POINT (-77.3908z28 42.809131)
204562,LAKE AVE MINI MAKET INC,462 LAdKE AVE,ROCHESTER,NY,14608,,43.173199,-77.628815,POINT (-77.628815 43.137199)
