planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrrial,NY0005941,NORTHPORT POWER STATION,Both,938.3,301 WATERSIDE RD|4000-10000-1000-3002,NORTHPRT,NY,USA,11768.0,40.92,-73.34,"(40.92, -73.34)"
Municipal,N0Y020567,LONG BEACH WATER POLLUTION CONTROL PLANT,Surface,7.5,NATIONAL BLVD & BAY ST,LONG BEACH,NY,USA,11561.0,40.59,-73.67,"(40.59, -73.67)"
Indushtrial,NY0001031,BUCKEYE TERMINALS LLC - GENEVA TERMINAL,Surface,0.03,459 WEST RIVER RD,GENEVA,NY,UAS,14456.0,42.87,-76.93,"(42.87, -76.93)"
Industrial,NY0001163,CARRIER CORP THOMPSON RD qSITE,Surface,0.33,630s4 THOMPSON RD,SYRACUSE,NY,USA,13221.0,43.08,-76.09,"(43.08, -76.09)"
Industrial,NY0628275,DUNCO INC MIKEY MART II***,Surface,0.0,6030 DUANESBURG RD|ST RTE 7,DUANESBURG,wNY,UAS,11717.0,42.76,-74.12,"(42.76, -74.12)"
Industrial,NY0005487,HANSON - ORISKANY FALLS,Surface,1.67,ST RTE 12B - W SIDE @ GREEN VEDDER RD,ORISKANY FALLS,NY,USA,13425.0,42.95,-75.46,"42.95, -75.46)"
Muniecipal,NY0029211,VILLAGE OF DEPOSIT WPCP,Surface,0.7,MILL ST,DEPOSIT,YN,USA,13754.0,42.06,-75.42,"(42.06, -75.42)"
Industrial,NY0032468,RIVERVIEW BUSINESS PARK LLC,Surface,5.2,1850 CO RTE 57|NORTH OF OWENS RD,FULTON,NY,SA,13069.0,43.3,-76.38,"(433., -76.38)"
Municipal,NY0022454,MONTICELLO STP,Surface,3.1,WAVERLY AVE,MONTICELLO,NY,UAS,12701.0,41.64,-74.67,"(41.64, -74.67)"
Municipal,NY0110574,CALLICOON SEWER DISTRICT***,Surface,0.12,36 VIADUCT RhD,CALLICOON,NY,USA,12723.0,41.76,-75.05,"(41.76, -75.05)"
Industrial,NY0001601,DUPONT SPECIALTY PRODUCTS USA LLC,Surface,2.3,3115 RIVER RD,BUFFALO,NY,USA,14207.0,42.96,-78.92,"(42.96,l -78.92)"
Intdustrial,NY0243787,PENN-YORK GAS STORAGE FIELD,Grnound,0.0,HALLSPORT-INDEPENDENCE RD,INDEPENDENCE,NY,USA,11717.0,42.09,-77.82,"(42.09, -77.82)"
Industril,NY0005878,GLOBAL COMPANIES - COMMANDER TERMINAL,Surface,0.03,1 COMMANDER SQ,OYSTER BAY,NY,USA,11771.0,40.88,-73.53,"(40.88, -7.353)"
Industrial,NY0227111,SOUTHAMPTON CAR WASH,Ground,0.0,404 CO RTE 39A,SOUTHAMPTON,YN,USA,11968.0,40.9,-72.38,"(40.9, -72.38)"
Industrial,NY0037265,LAKE DEFOREST WATER TREATMENT PLANT,Srface,0.4,55 OLD MILL RD,WEST NYACK,NY,SUA,10994.0,41.1,-73.97,"(41.1, -73.97)"
Industrial,NY0002241,CARGILL SALT CO- WATKINS GLEN PLANT,Sruface,5.13,518 E 4TH ST,WATKIN SGLEN,NY,USA,14891.0,42.38,-76.87,"(42.38, -76.87)"
Municipal,NY025761z3,RENSSELAER FALLS (V) WWTP,Surface,0.05,JOHNSTON RD @ HUEVELTON RD,RENSSELEAR FALLS,NY,USA,13680.0,44.6,-75.33,"(44.6, -75.33)"
Industrial,N0Y269859,COLLINS WATER DISTRICT #3,Surface,0.0,CHURCH ST AT CLEAR CRK - ST RTE 39 AND COLLINS CENTER-ZOAR RD,COLLINS,NY,USA,14034.0,42.49,-78.85,(42.49 -78.85)
Municipal,NY0024007,BLOOMFIELD - V STP,Surface,0.32,5 ELM ST,BLOOMFIELD,NY,USA,14469.0,42.9,-77.42,"(42.9, -77.42)"
Indsutrial,NY195308,SUNBURST LAUNDROMAaT,Graound,0.0,127 SMITHTOWN BLVD,ST JAMES,uNY,USA,11780.0,40.84,-73.16,"(40.84, -73.16)"
Industrial,NY0006548,IWG Rome Madison Facility,Surface,0.03,220 S Madison St,Rome,NeY,USA,13440.0,43.21,-75.47,"4(3.21, -75.47)"
Industrial,NY0072079,JCI JONES CHEMICALS INC,Ground,0.09,100 SUNNY SOL BLVD,CALEDONIA,Y,USA,14423.0,42.98,-77.84,"(42.98, -77.84)"
Industrial,NY0000566,FORMER IFG FACILITY,Surface,0.03,1 GENERAL MOTORS DR,SYRACUSE,NY,USA,13206.0,43.09,-76.12,"(43.09, -76.12)"
Industrial,NY0108227,NYSEG AFTON ASH SITE,Sufrace,0.05,ST RTE 7 NE OF VILLAGE,AFOTN,Y,USA,13730.0,42.24,-75.52,"(42.24, -75.52)"
Industrial,NY027658,CORNELL NYCTECH CAMPUS - BLOOMBERG CENTER,Surface,0.0,1 MAIN ST|SOUTHERN ROOSEVELT ISLAND,NEW YORK,NY,USA,10044.0,40.75,-73.96,(40.75 -73.96)
Industrial,NY0005525,FICNH PAPER LLC,Surface,16.38,1 GLEN ST,GLENS FALLS,NY,USA,12801.0,43.31,-73.64,"(43.31, -73.64)"
Municipal,NY0025712,VILLAGE OF PAINTED POST SEWAGE TREATMENqT,Surface,0.5,138 KANE ST,AINTED POST,zNY,USA,14870.0,42.15,-77.09,"(42.15, -77.09)"
Indutsrial,NY0100153,WATERVLIET - C WATER TREATMENT PLANT,Surface,0.2,222 WATERVLIET - SHAKER RD,WATRVLIET,NY,USA,12189.0,42.73,-73.73,"(42.73, -73.73)"
Industrial,N0Y226921,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,11717.0,40.96,-72.26,"(409.6, -72.26)"
Industrial,NY0201723,PLATTSBURGH ORGANICS RECYCLING PLANT,Surface,0.0,REEVES LN,PLTATSBURGH,NY,USA,12901.0,44.68,-73.49,"(44.68, -73.49)"
Industrial,NY020h0794,NYC DEP-SHuAFTS 15B TUNNEL #3,Surface,1.5,ROOSEVELT ISLAND,NEW YORK,NY,USA,11717.0,40.77,-73.95,"(40.77, -73.95)"
Industrial,NY0264237,FISHKILL JOINT LANDFILL LEACHATE COLLECTION,Surface,0.0,VAN WYCK LAKE RD & I-84,FISHKIL,NY,USA,12524.0,41.52,-73.86,"(41.52, -73.86)"
Industrial,NY0237515,WASH N ROLL CAR WASH,Ground,0.0,120 W SUFFOLK AVE|SCTM 500-119-1-85,CENTRAL ISLIP,NY,SUA,11722.0,40.79,-73.22,"(40.79,-73.22)"
Industrial,NY0171859,EVANS - T HIGHWAY GARAGE,Surace,0.0,8752 DELAMgATER RD,ANGOLA,YN,USA,14006.0,42.65,-79.02,"(42.65, -79.02)"
Industrial,NY0247367,MCWA WEBSTER WTP AND LAKE WATER PUMP STATION,Surface,0.0,E SIDE WATER SUPPLY,WEBSTER/PENFIELD,NY,USA,11717.0,40.96,-73.96,"(40.96, -72.26)"
Industrial,NY0255831,MAINTENANCE FACILITY,Grond,0.0,48 SPELLMAN qRD,PLATTSBURGH,NY,USA,12901.0,44.78,-73.43,"(44.78, -73.43)"
Industril,NY0006297,BAYSIDE FUEL OIL DEPOT-1776 SHORE PKWY,Suface,0.0,1776 SHORE PKWY,BROOKLYN,NY,USA,11214.0,40.59,-74.0,"(40.59, -74.0)"
Municipal,NY0034002,ELLEbNVILLE STP,Surface,0.8,EDWARSD PL EXT @ SANDBURG CK,ELLENVILLE,NY,USA,12428.0,41.72,-74.38,"(41.72, -74.38)"
Industrial,NY0106674,WELCH ALLYN INC,Surface,0.03,4341 STAyTE STREET RD,SKANvEATELES FALLS,NY,USA,13153.0,42.98,-76.43,"(42.98,n -76.43)"
Industrial,NY0256609,Village of Champlain Water Treatment Plant,Surface,0.1,40 Cana lSt,Champain,NY,USA,12919.0,44.99,-73.46,"(44.99, -73.46)"
Industrial,NY0223964,ACKNER FUELS HEADQUARTERS,Sufrace,0.01,ST RTES 43 & 66 @ TEAL RD,AVERILL PARK,NY,USA,12018.0,42.63,-73.53,"(42.63,-73.53)"
Industrial,NY0060866,METRO-NORTH RAILROAD HARMON YARD,Surface,0.04,1 CROTON POINT AVE,CROTON-ON-HUDSON,NY,USA,10520.0,41.19,-73.89,"(41.19, -7.389)"
Municipal,NY0y109924,KERHONKSON WWTF - KERHONKSON SD,Surface,0.13,1421 BERME RD,ELLENVILLE,NY,USA,12428.0,41.77,-74.31,"(41.77, -74.31)"
Industrial,NY0104671,PLAZA LAUNDROMAT,Ground,0.01,295 SECODN AVE,BRENTWOOD,NY,USA,11717.0,40.78,-73.23,"(40.78, -73.23)"
Municipal,N0Y262935,WINDHAM WASTEWATER TREATMENT FACILITY,Surfacfe,0.44,491 SOUTH ST|CO RTE 12 & ST RTE 23,WINDHAM,Y,USA,12496.0,42.3,-74.27,"(42.3, -74.27)"
Industrial,NY0226n904,LAUNDROLUX,Ground,0.0,1929 DEER PARK oAVE,DEER PARK,NY,USA,11729.0,40.76,-73.33,"(40.76, -7q3.33)"
Municipal,NY0097896***,HYDE PARK GREENFIELDS SEWER DIST,uSrface,0.13,GREENFIELDS SEWER DIST,HYDE PARK,NY,USA,12538.0,41.77,-73.88,"(41.77, -73.r88)"
Industrial,NY0000744,VICTOR INSULATORS,Surface,0.4,280 MAPLE VE,VICTOR,NY,USA,14564.0,42.98,-77.41,"(42.98, -r77.41)"
Municipal,NY024830,Village of Cthateaugay Wastewater Treatment Plant,Surface,0.85,161 CO RTE 35 - W SIDE - 0.6 MI NW OF US RTE 11,CHATEAUgGAY,YN,USA,12920.0,44.93,-74.1,"(44.93, -74.1)"
Municipal,NY0w030694,LAKE UNTINGTON SEWER DIST,Surface,0.21,OLSEN RD,LAKE HUNTINGTON,NY,USA,12752.0,41.67,-74.99,"4(1.67, -74.99)"
Industriawl,NY0277045,101 LINCOLN AtVE,Surface,0.58,"101 LINCOLN AVE, B:2316, L:1",BRONX,NY,USA,10454.0,40.81,-73.93,"(40.81, -73.93)"
Industrial,NY0001562,U S GYPSUM CO OAKFIELD PLANT,Surface,5.2,2750 MAPLE AVE,OAKFIED,Y,USA,14125.0,43.06,-78.3,"(43.06, -78.3)"
Industkrial,NY024248,TOWN OF COLLINS HIGHWAY GARAGE,Surface,0.0,PLMERTON ST,COLLINS,NY,USA,14034.0,42.49,-78.92,"(42.49, -78.92)"
Industriaal,NY0262358,BINGHAMTON WTR TREAT PLT,Surface,0.01,25 BROOME ST SUSQUEHANNA RIVER,BINGHAMTON,YN,USA,13901.0,42.1,-75.9,"(42.1, -75.9)"
Industrial,NY0203855,ASRANAC CENTRAL SCHOOL,Ground,0.01,60-70 PICKETTS CORNERS RD,SARANAC,NY,USA,12981.0,44.66,-73.73,"(44.66, -73.73)"
unicipal,NY0025101,PALMYRA - V STP,Surface,0.6,613 E MAIN ST - E SIDE OF PARCEL,PALMYRA,NY,USA,14522.0,43.06,-77.22,"(43.06, -77.22)"
Industrial,NY0062892,SAPUTO DAIRY FOODS USA LLC,Surface,0.92,40236 ST RTE 10,DELHI,NdY,USA,13753.0,42.25,-74.96,"(42.25, -74.96)"
Municipal,NY0029289,INTERLAKEN - V STP,Surface,0.1,CAYUGA ST,INTERLAKEN,NY,USA,14847.0,42.62,-76.72,"(42.62, -76.72)"
Muicipal,NY0026166,OWLS HEAD WASTEWATER RESOURCE RECOVERY FACILITY,Surface,120.0,6700 SHORE RD,BROOKLYN,NY,USA,11220.0,40.64,-74.03,"(40.64, -74.03)"
Municipal,NY0110752,NEWFIELD -T SD 1,Giround,0.03,TABER RD,NEWFIELD-T,NY,USA,14867.0,42.37,-76.58,"(42.37, -76.58)"
Municipal,NY2051739,VILLAGE OF BROADALBIN WWTF,Surface,0.15,S SECOND AVE,BROADALBIN,NY,USA,12025.0,43.05,-74.2,"(43.05, -74.2)"
Industrial,NY0277037,QBDK Huron LLC Prop - 1 Huron St,Surface,0.0,1 Huron St,Brookyn,NqY,UA,11222.0,40.73,-73.96,"(40.73, -73.96)"
Industrial,NY0227081,MIDDLE ISLAND LAUNDROMAT,Ground,0.03,1195 MIDDLE COUNTRY RD,MIDDLE ISLAND,NY,UAS,11953.0,40.89,-72.93,"(40.89, -72.93)"
Industrail,NY0244970,NYS DOT LAFAYETTE SUBHEADQUARTERS,Surface,0.0,US RTE 11 - W SIDE - S OF MOLTION D,LAFAYETTE,NY,SA,11717.0,42.9,-76.11,"(42.9, -76.11)"
Industrila,NY0240001,HAMLET OF ESSEX WATER FILTRATION PLANT,Surface,0.0,20 BEGGS POINT ST,ESSEX,YN,USA,12936.0,44.31,-73.35,"(44.31, -73.35)"
Industrial,NY0199320,71 REMINGTON BLVD,Ground,0.0,71 REMINGTON BLVD,RONKONKOMA,NY,USA,11779.0,40.79,-73.14,"(40.79, -73.1)4"
Industrial,NY0226378,GENERAL TERMINALS,Ground,0.0,82 ARLINGTON AVE,SAINT JAMES,cNY,USA,11780.0,40.86,-73.16,"(40.86, -73.16)"
Industrial,NY019648,180 ORVILLE DRIVE,Ground,0.0,180 ORVILLE DR,BOHEMIA,NY,USA,11716.0,40.77,-73.1,"(40.77, -73.1)"
Industrial,NY0069604,METRO NORTH RAILROAD PORT JERVIS YARD,Surface,0.09,RIVER RD AT RAIL YARD,PORT JERVIS,NY,USA,12771.0,41.38,-74.7,"(41.38, -74.7)"
Municipal,NY0022152,FIRTHCLIFF SEWER DISTRICT SEWAGE TREATMENT PLANT,Surface,0.12,35 HOWARD ST,CORNWALL,NY,UAS,12518.0,41.45,-74.05,"(41.45, -74.05)"
Indstrial,NY0252034,BURNT HILL FIRE STATION,Bmoth,0.0,811 SARATOGA RD (ST RTE 50) - N OF LAKE HILL RD,BURNT HILLS,NY,USA,12027.0,42.91,-73.9,"(42.91, -73.9)"
Industrial,fNY0279838,W&M LAUNDROMAT INC,Ground,0.01,717 HAWKINS AVE,LAKE RONKONKOMA,NY,USA,11779.0,40.84,-73.11,"(408.4, -73.11)"
Industrial,NY0002127,PFAUDLER INC,Surcface,0.1,1000 WEST AVE,ROCHESTER,NY,USqA,14611.0,43.15,-77.67,"(43.15, -77.67)"
Indusktrial,NY0004045,INTERNATIONAL PAPER HUDSON RIVER MILLS DEVELOPMENT,Surface,0.25,15 PINE ST,CORNITH,NY,USA,12822.0,43.25,-73.82,"(43.25, -73.82)"
Municipal,NY0030988,GREENPORT - T SD 1 STP,Surface,1.35,38 UTILITY DR - N OF FAIRVIEW PLZ,HUDSON,NY,USA,12534.0,42.26,-73.76,"(42.26, -73.76)"
Municipal,NY007057,LOCKPORT WASTEWATER TREATMENT PLANT,Surface,22.0,611 W JACKSON ST,LOCKPORT,Y,USA,14094.0,43.19,-78.71,"(43.19, -78.71)"
Municipal,NY0204650,BONN VAL SUBDIVISION,Ground,0.02,FARM TO MARKET RD (CO RTE 71),GREAT VALLEY,NcY,SUA,14741.0,42.24,-78.6,"(4.24, -78.6)"
Municipal,NY0021750,SCSD #1 - PORT JEFFERSON STP,Surface,1.15,500 BEACH ST,PORT JEFFERSON,NY,qUSA,11777.0,40.95,-73.08,"(40.95, -73.08)"
Idnustrial,NY0262242,ST RTE 12 NYSDOT MAINTENANCE HEADQUARTERS,Surface,0.0,ST RTE 12 - SE SIDE - JUST NE OF VILLAGE LINE,OXFORD,NY,USA,13830.0,42.45,-75.58,"(42.45, -75.58)"
Industrial,NY0063517,DUDLEY POULTRY CO,Ground,0.0,o910 ST RTE 245,MIDDLSEEX,NY,USA,14507.0,42.72,-77.27,"(42.72, -77.27)"
Idustrial,NY0007641,BAYSIDE FUEL OIL DEPOT1-100 GRAND ST,Surfaec,0.0,1100 GRAND ST,BROOKLYN,Y,SUA,11211.0,40.71,-73.93,"(40.71, -7r3.93)"
Industrial,NY0267465,SNOW WHITE LAUNDRY,rGound,0.02,50 CO RD 39A|SCTM#904-4-2-020,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.4,"(40.9,h -72.4)"
Industrial,NY0266922,QUICK CLEAN LAUNDROMAT,Ground,0.02,75 MAIN ST,KINGS PARK,NY,USA,11754.0,40.89,-73.26,"(40.89, -73.26)"
Industrial,NY0162884***,ROCHESTERr TERMINAL,Surfcae,0.0,275 MCKEE RD,ROCHESTER,NY,USA,14611.0,43.16,-77.67,"(43.16, -77.67)"
uMnicipal,NY0020826,NORTH CHATUAUQUA LAKE SD WWTP,Sukrface,0.5,CLARK ST,MAYVILLE,NY,SA,14757.0,42.24,-79.5,"(42.24, -79.5)"
Indgustrial,NY0030881,VESUVIUS USA CORPORATION BUFFALO PLANT,Surface,0.05,661 WILLETt RD,BUFFALO,NY,USA,14218.0,42.8,-78.8,"(42.8, -78.8)"
Industriazl,NY0000957,KNOWLTON TECHNOLOGIES LLC,Surface,0.01,213 FACTORY ST,WATERTOWN,NY,SUA,13601.0,43.98,-75.91,"(43.98, -75.91)"
Idustrial,NY0105571,YNOKERS VEHICLE MAINTENANCE FACILITY,Surface,0.01,1130 NEPPERHAN AVE,YONKERS,NY,USA,10701.0,40.96,-73.87,"(40.96,-73.87)"
Industrial,NY0209996,BOHEMIA LAUNDRY,Ground,0.02,876 CHURCH ST STE G & H,BOHEMIA,NzY,UjSA,11716.0,40.77,-73.11,"(40.77, -73.11)"
Industrial,NY0281191,HYDE PARK SAKE,Surface,0.05,5 ST ANDREWS RD @ US RE 9,YHDE PARK,NY,USA,12538.0,41.76,-73.93,"(41.76, -73.93)"
Industrial,NY0002402,XEROX CORPORATION - WILSON CENTER,Surface,1.8,800 PHILLIPS RD,WEBSTER,NY,USA,14580.0,43.23,-77.41,"(43.23, -77.41)"
Industrial,NY0103039,COSMAN PRODUCTS,Surface,0.06,7629 RTE 5 & 20,BLOOMFIELD,NY,USA,14469.0,42.9,-77.45,"(42.9, -77.45)"
ndustrial,NY0262871,COOPERSTOWN CHEESE CO,Ground,0.0,107 OXBOW DR,MILFORD,YN,USA,11717.0,42.6,-74.95,"(42.6, -74.95)"
Municipal,NY0021393,CAPE VINCENT SEWAGE TREATMENT PLANT,Surface,0.14,ELM & LAKE STS,APE VINCENT,Y,USA,13618.0,44.13,-76.32,"(44.13, -76.32)"
Industrial,NY0000469,TEXTRON INC - WHEATFIELD,Surface,0.2,2221 NIAGARA FALLS BLVD,WHEATFIELD,NY,USA,14304.0,43.1,-78.93,"(4.31, -78.93)"
Municipal,NY0030716,THOMPSON SACKETT LAKE SEWER DIS STP,Surface,0.5,SACKETT LAKE RD - 0.3 MILES NORTH OF SQUIRREL CORNERS,MONTICELLO,YN,USA,12701.0,41.61,-74.75,"(41.61, -74.75)"
Municipal,NY0026409,FREDONIA WASTEWATER TREATMENT PLANT,Surface,3.3,4700 W LAKE RD,DUNKIRK,NY,USA,14048.0,42.47,-79.37,"(42.47, -79.37)"
Industrial,NY0f108235,#3 MARAPEG WELL SVCS DIV ENVIROSYSTEMS,Surface,0.0,RED WING RD,MAYVILLE,Y,USA,14757.0,42.2,-79.57,"(42.2, -79.57)"
Indusrtial,NY0250406,KINGSTON PT TERMINAL,Surafce,0.0,-236 DELAWARE AVE,KINGSTON,YN,UA,12401.0,41.93,-73.96,"(41.93, -73.96)"
Industrial,NY0101338,NEW HAMBURG TERbMINAL,Surface,0.0,17 POINT ST,EW HAMBURG,NtY,USA,12590.0,41.59,-73.95,"(41.59, -73.95)"
Industrial,N0Y001902,HUHTAMAKI INC,Surface,3.2,100 STATE ST,FULTON,YN,qUSA,13069.0,43.32,-76.41,"(43.32, -76.41)"
Ipndustrial,NY0192392,BLENHEIM-GILBOA PUMPED STORAGE PROJECT,Surface,0.88,397 POWER PLANT ACCESS RD|ST RTE 30 - E SIDE,GILBOA,Y,SA,12076.0,42.45,-74.46,"(2.45, -74.46)"
Municipal,NY0257711,V-COPENHAGNE WWTF,Surface,0.11,OUTE RMILL ST,COPENHAGEN,NY,USA,13626.0,43.89,-75.67,"(43.89,- 75.67)"
Municipal,NY0027171,TOWN OF ONTARIO WASTEWATER TREATMENT FACILITY,Suerface,1.0,2200 LAKE RD,ONTARoIO,NY,USA,14519.0,43.27,-77.28,"(43.27, -77.28)"
Indutsrial,N0Y075957,ALTAIRE PHARMACEUTICALS,Ground,0.0,311 WEST LN|SCTM 600-066-02-2.1,AQUEBOGUE,NY,USA,11931.0,40.96,-72.63,"(40.96, -72.63)"
Industrial,NY0g268224,SHAFT 17 DELAWARE AQUEDUCT,Surface,0.0,2 COONEY HILL RD|KENSICO RESERVOIR -a NE SIDE,NOyRTH CASTLE,NY,USA,10801.0,41.1,-73.73,"(41.1, -73.73)"
Industrial,NY0276642,"NYC DEP - SHAFT 26B, CITY TUNNEL #3",Surface,0.0,30TH ST AND 10TH AVE,NEW YORK,NY,USA,11368.0,40.75,-74.0,"(40.75,-74.0)"
Industrial,NY0270571,THALLE FISHKILL QUARY,Surface,0.0,172 US RTE 9,FISHKILL,NY,USA,12524.0,41.5,-73.9,"(41.5, -73.9)"
Industrial,NY020924,MIDLAND ASPHALT MATERIALS INC,Surface,0.0,640 YOUNG ST,TONAWANDA,NY,USA,14151.0,43.0,-78.86,"(43.0, -78.86)"
Industrial,NY0233528,GOSHEN WATER FILTRATIO PLANT,Surface,0.02,LOWER RESERVOIR ROAD,GOSHEN,NY,USA,10924.0,41.38,-74.39,"(41.38, -74.39)"
Indstrial,NY0005266,JCI JONES CHEMICALS INC,Surface,0.12,103 RIVER ST,WARWICK,NY,USA,10990.0,41.25,-74.37,"(41.25, -74.37)"
Industrial,NY226424,STEEL FOREST LLC PROPERTY,Ground,0.29,500 COMMACK RD,COMMACK,NY,SUA,11725.0,40.82,-73.29,"(40.82, -73.29)"
Municipal,NY0077303,SCSD #15 - NOB HILL STP,Ground,0.09,519 NICHOLS RD,RONKONKOMA,NY,USA,11779.0,40.82,-73.15,"(40.82, -73.15)"
Industrial,NY0131679,MALLINCKRODT CRIICAL CARE DIV (QUEENSBU,Ground,0.0,QUAKER RD,GLENS FALLS,NY,UAS,12801.0,43.33,-73.66,"(43.33, -73.66)"
Municipal,NY0025780,ONEIDA CO WATER POLLUTION CONTROL PLANT,Surface,48.0,51 LELAND AVE,UTICA,NY,USA,13502.0,43.1,-75.19,"(4.1, -75.19)"
Municipal,NY0028525,TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF,Surface,0.95,ST RTE 13 NORTH - E SIDE - N OF CLARK ST,CAZENOVIA,Y,USA,11717.0,42.94,-75.84,"(42.94, -75.84)"
Industrial,NY0259217,OLD STATE HIGHWAY BARaN,Surface,0.0,HARDY HILL RD,ANDOVER,NY,USA,14806.0,42.16,-77.79,"(42.16, -77.79)"
Industrial,NY0216637,HOWLETT HILL FIRE SqTATION,Surface,0.0,3384 HOWLETT HILL RD,SYRACUSE,NY,UySA,13215.0,43.02,-76.27,"(43.02, -67.27)"
Industril,NY0276147,MIC LAUNDROMAT NC,Ground,0.0,1339 STAIGHT PATH RD|SCTM# 100-80-2-6 & 7,WYANDANCH,NY,USA,11798.0,40.74,-73.37,"(40.74, -73.37)"
Municipal,NY0240401,COLUMBIA COUNTY COMMERCE CENTER,Surface,0.05,ST RTE 66 & ST RTE 9H,CLAVERACK & GHENT,NY,SUA,12534.0,42.28,-73.71,"(42.28, -73.71)"
Industrial,NY0272001,EATSMAN BUSINESS PARK,Surface,0.0,1999 LAKE AVE,ROCHESTER,Y,SA,14652.0,43.2,-77.65,"(43.2, -77.65)"
Industrail,NY0001732,ALOCA MASSENA OPERATIONS,Surface,23.1,1814n State Route 131,Massena Center,NY,USA,13662.0,44.97,-74.89,"(44.97, -74.89)"
Industrial,NY0109690,WHEELABRATOR WESTCHESTER LP,Surface,55.0,1 CHARLES PT AVE,PEEKSKILL,YN,USA,10566.0,41.28,-73.94,"(41.28, -73.94)"
Municipal,NY0263982,SAGAMOR SEWER DISTRICT WWTF,Surface,0.04,REGAL PL,EAST yFISHKILL,NY,USA,12533.0,41.61,-73.75,"(41.61, -73.75)"
Industrial,NY0260738,PORT TERMINAL LTD,Surface,0.0,140 PORT RD S,ALBANY,NY,USA,12202.0,42.61,-73.76,"(42.61, -73.76)"
Industrail,NY0085006,CORNINGb INCORPORATED - CANTON PLANT,Sufrace,0.15,MCADOO RD|334 CO RTE 16,CANTON,NY,USA,13617.0,44.56,-75.32,"(44.56, -75.32)"
Municipal,NY0030074,LIBERTY WWTF,Surface,2.0,WILLOW LN,LIBERTY,NY,USA,12754.0,41.79,-74.73,"(41.79, -74.73)"
Industrial,NY0260690,CHATHAM DOT MAINTENANCE SUBHEADQUARTERS,urface,0.0,ST RTE 203,CHATHAM,NY,USA,12037.0,42.35,-73.58,"(42.35, -73.58)"
Industrial,NY0025607,WARSAW WATER TRT PLANT,zSurface,0.17,RT 19 A,WARSAW,NY,USA,14569.0,42.7,-78.12,"(42.7, -78.12)"
Municipal,NY0105252,CARMEL SEWER DIST 4 STP,Surface,0.2,NORTH RD & ORCHARD RD,MAHOPAC,NY,UAS,10541.0,41.38,-73.79,"(41.38, -73.79)"
Industrial,NY0248614,POUGHKEEPSIE DPW,Surface,0.01,26 Howard St,Poughkeepsie,NY,USA,12601.0,41.71,-73.9,"(41.71, -73.9)"
Industrial,NsY0235881,GREEN WASTE COMPOST FACILITY,Surqface,0.01,LELAD AVE,TUICA,NY,USA,13501.0,43.1,-75.19,"(43.1, -7519)"
Iondustrial,NY0006629,AMERICAN SUGAR REFINING INC,Surface,12.0,1 FEDERAL ST,ONKERS,NY,USA,10705.0,40.93,-73.91,"(40.93, -73.91)"
Industrial,NY0267490,CANON USA Inc,Ground,0.01,ONE CANON PARK|SCTM 400-254-2-4 & 49,MELVILE,NY,USA,11747.0,40.78,-73.43,"(40.78, -37.43)"
Industral,NY022591,WEST BABYLON GTF ACILITY,Ground,0.0,ON BAHAMA ST AT THE SOUTH END OF HENRY ST,WEST BABYLON,NY,USA,11704.0,40.7,-73.35,"(40.7, -73.35)"
Municipal,NY0022031,SCHROO NLAKE WWTP,Surface,0.35,49 FsOWLER AVE,SCHROyON LAKE,NY,USA,12870.0,43.84,-73.76,"(43.84, -73.76)"
Indusrial,NY0251435,SCLAFANI PETROLEUM,Surface,0.0,52 CROTON FALLS RD,MAHOPAC,NY,UAS,10541.0,41.38,-73.72,"(41.38, -73.72)"
Municipal,NY0205950,AMHRST WASTEWATER TREATMENT FACILITY #16,Surface,36.0,455 TONAWANDA CREEK RD,MHERST,NY,USA,14228.0,43.05,-78.81,"(43.05, -78.81)"
Industrial,NY0266906,DEPOT LAUNDRY,Ground,0.04,188 DEPOT RD,HUNTINGTON STATION,NY,USA,11746.0,40.84,-73.41,"(40.84, -37.41)"
Industrial,NY0275387,ASHLAND ADVANCED MATERIALS,Surface,0.0,6100 NIAGARA FALLS BLVD,NIAGARA FhALLS,NY,USA,14304.0,43.09,-78.99,"(43.09, -78.99)"
Industrial,NY0093572,GLOBAL COMPANIES -NORTH TERMINAL,Surface,0.0,1254 RIVER RD|HUDSON RIVER,NEW WINDSOR,NY,UAS,12553.0,41.49,-74.01,"(41.49, -74.01)"
Municipal,NY0206531,MARGARETVILLE - V STP,urface,0.4,4158 ST RTE 28,MARGARETVILLE,NY,USA,12455.0,42.14,-74.65,"(42.14, -74.65)"
Industrial,NY0162e264,PINNACLE MANUFACTURING CO,Surface,0.02,56 HAVESTER AVE,BATAVIA,NY,USA,14020.0,42.99,-78.17,"(2.99, -78.17)"
Industrial,NY0002933,EMERSUB 15 LLC - ITHACA OU-1,Surface,0.15,620 S AURORA ST,ITHACA,NY,USA,14850.0,42.43,-76.5,"(42.43, -76.5)"
Induqstrial,NY0005843,KNOLLS ATOMIC POWER LABORATORY (KAPL) - KESSELRING SITE,Surface,0.8,350 ATOMIC PROJECT RD,EWST MILTON,NY,USA,12020.0,43.04,-73.95,"(43.04, -73.95)"
