X,Y,OBJECTID,MAP,MAP_NUMBER,SITE_NAME,PUBLIC_PRI,BOATING_MA,CAMPING,FIELD_SPOR,COURT_SPOR,GOLF,SWIMMING,TRAIL,PICNIC_PLA,SKIING,FIPS_CODE,DATE_,ALT_NAME,S_ADDRESS,S_TOWN,S_PHONE,CONTACT,ORGANIZ,CO_ADDRESS,CO_TOWN,CO_STATE,CO_ZIP,CO_PHONE,CO_FAX,OPERATOR,A_ARCHTARG,B_BASESOFT,C_BICYCL,D_BOATMTR,E_BOATNMTR,F_CAMP,G_FISH,H_FTSOCLAC,I_GOLF,J_HIKING,K_HISTIMP,L_HORSRID,M_HUNT,N_ICESKAT,O_INSKAT,P_MTRCYL,Q_MTBIKE,R_NATATTR,S_NATOBSER,T_ORGEVENT,U_PICNIC,V_SKIDOWN,W_SKICROSS,X_SKINSCUB,Y_SLIDE,Z_SNOWMOB,AA_SNOWSHO,AB_SWIMPOO,AC_SWIMLAK,AD_SWIMRIV,AE_TENNIS,AF_VOLLEY,AG_WALKJOG,AH_O1_YN,AH_OTHR1,AI_O2_YN,AI_OTHR2,ENTERPRISE,ENT_OTHR,ACREAGE,N_PARKSUM,N_PARKWIN,Q_WATACC,WATER_NM,Q_AMUSE,Q_NATRCENT,N_CARLAUND,N_PAVERAMP,N_GRAVRAMP,N_BOATSLIP,N_MOORING,N_DRYDOCK,Q_TRANSIEN,Q_PUMPING,Q_BOATRENT,N_TENTS,N_SHELTER,N_WINCABIN,N_VEHICLE,Q_SEWERAGE,N_ELECTRY,N_WATER,N_BOTH,Q_GROUP,Q_PRIM,Q_WINCAMP,TOTALFLDS,Q_BASEB,Q_SOFTB,Q_LITLEA,Q_SOCCR,Q_FOOTB,OTHFLD,TOTALCRTS,Q_TENNIS,Q_BASKET,Q_VOLLEY,OTHCRTS,Q_PICNIC,Q_PICSHEL,PLYGND,N_REGHOLES,N_PAR3HOLE,Q_DRIVING,Q_MINATURE,F_BEACH,N_OUTPOOLS,SKITYPE,N_DOWNHILL,N_LIFTS,Q_SNOWMAKE,N_XCSKI,M_TRLTOTAL,Q_HIKING,Q_BIKING,MOUNTBIK,Q_ATV,Q_SNOWMOBL,Q_XSKI,Q_HORSEBK,CNTYCODE,NAME
495775.78,78064.1400000006,881,0,183D,J.J. DORAND SF,1, ,Y, , , , , , , ,25030, , , , , ,RICK WHITE,FPR-SPRINGFIELD, , , , , , ,1, , , , , ,X,X, , , , , ,X, , , , , ,X, , , ,X, , , ,X, , , , , , , , , , ,13, ,518,6,2,Y,BEAVER POND / BROOK, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0,YY, ,Y,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
498647.81,78687.9499999993,882,0,183G,BROCKWAY MILLS GORGE,1, , , , , , , , , ,25070, , , , , ,ED SOBOLEZKI, ,PO BOX 339,ROCKINGHAM,VT,05101,463-4336, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
486300.38,81495.0199999996,883,0,183A,WILLIAMS RIVER SF,1, , , , , , , , , ,27035, , , ,CHESTER, ,RICK WHITE,FPR-SPRINGFIELD,RR1 BOX 33,N. SPRINGFIELD,VT,05150,802-886-2215,802-886-2206,1, , , , , , ,X, , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , ,13, ,108,2,0,Y,WILLIAMS RIVER, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
507174.69,88147.6600000001,884,0,177C,SKITCHEWAUG WMA,2, , , , , , , , , ,27090, , , , , ,FW, , ,SPRINGFIELD,VT,05156, , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
505754.72,84548.9000000004,885,0,177B,HOYT LANDING F&W ACCESS,1,Y, , , , , , , , , , , , , , , ,FPR-SPRINGFIELD, , , , , , ,1, , , ,X,X, ,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,65,30,30,Y,CONNECTICUT RIVER, , ,0,1,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
504858.06,84394.1300000008,886,0,177S,MEETING WATERS YMCA DAY CAMP,2, , , , , , , , , ,27090, , , , , ,LEE STACY, ,RT 5,SPRINGFIELD,VT,05156,885-8131, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
504835.31,84262.1300000008,887,0,177K,BRYANT FOREST,1, , , , , , , , , ,27090, , , , , ,FPR, , ,SPRINGFIELD,VT,05156, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
501776.59,86792.8599999994,888,0,177E,SPRINGFIELD HIGH SCHOOL,1, , ,Y, , , , , , ,27090, , , , , ,GABRIELLE CHAREST, ,303 SOUTH ST.,SPRINGFIELD,VT,05156,885-8482, ,7, , , , , , , ,H, , , , , , ,X, , , , ,H, , , , ,X, , , , , , , ,X, , , , ,0, ,0,150,150, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,2, , , ,Y, , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
503592.69,87880.7300000004,889,0,177T,TREE FARM CAMPGROUND,2, ,Y, , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,20,0,0,118, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
502573.09,88941.2699999996,890,0,177R,HARTNESS PARK,1, , , , , , ,Y,Y, ,27090, , , , , ,CLINT MARTIN,SPRINGFIELD PARKS AND REC,139 MAIN ST,SPRINGFIELD,VT,05156,885-2727, ,4, , , , , , , , , ,X, , , , , , , ,X, , ,X, , , , , , , , , , , ,X, , , , ,14, ,85,5,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , ,Y, , ,0,0, , ,0,0,0,0,0, ,0,12,Y, , , , , ,Y,27,WINDSOR
501776.56,88768.3000000007,891,0,177Q,SPRINGFIELD COMMONS,1, , ,Y, , , , ,Y, ,27090, , , , , ,CLINT MARTIN,TOWN OF SPRINGFIELD,139 MAIN ST,SPRINGFIELD,VT,05156,885-2727, ,4, ,H, , , , , , , , , , , ,H, , , , , , ,H, , , , , , , , , , , , , , , , ,14, ,2,15,15, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1,Y,Y,Y, , , ,0, , , , ,Y, ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
502281.78,88517.9499999993,892,0,177N,EAST SCHOOL,1, , , , , , , ,Y, ,27090, , , , , ,MARUIE CAMPBELL,EAST SCHOOL,199 SUMMER ST,SPRINGFIELD,VT,05156,885-3477, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,20,20, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , ,Y, ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
501685.53,87844.3000000007,893,0,177O,FREEDOM PARK,1, , , ,Y, , , ,Y, ,27090, , , , , ,CLINT MARTIN,TOWN OF SPRINGFIELD REC DEPT,139 MAIN ST,SPRINGFIELD,VT,05156,885-2727, ,4, , , , , , , , , , , , , ,X, , , , , , ,X, , , , , , , , , ,X, , , , , , ,14, ,7,12,12, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,1,Y, , , ,Y, ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
500998.25,88372.2899999991,894,0,177F,UNION SCHOOL,1, , , , , , , , , ,27090, , , , , ,PRINCIPLE, ,43 UNION STREET,SPRINGFIELD,VT,05156,885-5155, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
501203.06,88745.5299999993,895,0,177P,PARK STREET SCHOOL,1, , , , , , , , , ,27090, , , , , ,SARA CARTER,PARK STREET SCHOOL,60 PARK ST,SPRINGFIELD,VT,05156,885-4774, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,BASKETBALL, ,PLAYGROUND,0, ,0.5,70,70, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
501262.22,89514.7699999996,896,0,177G,ELM HILL SCHOOL,1, , , , , , , , , ,27090, , , , , ,GARY BLODGETT, ,10 HOOVER ST,SPRINGFIELD,VT,05156,885-5154, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
500670.5,89455.5899999999,897,0,177U,WESTVIEW PARK,1, , , , , , , ,Y, , , , , , , ,TOWN OF SPRINGFIELD,DEPT. OF PARKS AND REC,139 MAIN STREET,SPRINGFIELD,VT,05156,885-2727, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, ,0.5,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
500279.06,89337.25,898,0,177H,RIVERSIDE PARK AND SWIMMING POOL,1, , ,Y,Y, , , ,Y, ,27090, , , , , ,CLINT MARTIN,TOWN OF SPRINGFIELD,139 MAIN ST,SPRINGFIELD,VT,05156,885-2727, ,4, ,X, , , , , ,X, , , , , , , , , , , ,H,H, , , , , , ,X, , ,X, ,X, , , , ,14, ,10,100,75, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,6,Y,Y,Y,Y,Y, ,8,Y,Y, , ,Y, ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
499398.5,93152.5,899,0,176G,N. SPRINGFIELD DAM,1, , , , , , , , , ,27090, , , , , ,US ARMY CORPS OF ENGINEERS - T, , ,SPRINGFIELD,VT,05156, , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
497981.59,92587.8599999994,900,0,176E,N. SPRINGFIELD REC. AREA,1, , ,Y, , , , ,Y, ,27090, , , , , ,CLINT MARTIN,TOWN OF SPRINGFIELD,139 MAIN ST,SPRINGFIELD,VT,05156,885-2727, ,4, ,H, , , , , , , , , , , ,H, , , , , , , , , , , , , , , , , , , , , , , ,14, ,7,25,15, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1, , ,Y, , , ,0, , , , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
496713.84,92342.8200000003,901,0,176F,"BEN & JERRY'S HOMEMADE, INC.",1, , , , , , , , , ,27090, , , , , ,CLINT MARTIN,TOWN OF SPRINGFIELD,139 MAIN ST,SPRINGFIELD,VT,05156,885-2727, ,4, ,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, ,1,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
495712.44,91085.7200000007,902,0,176K,HIDDEN VALLEY CAMPGROUND,2, ,Y, , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,10,0,0,36, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
493426.47,83687.8499999996,903,0,176D,GREEN MOUNTAIN UHSD #35 HS,1, , ,Y, , , , , , ,27035, , , , , ,MR. URODO, ,RR 3 BOX 72A,CHESTER,VT,05143,875-2146, ,7,H,H, , , , , ,H, , , , , , , , , , , , , , , , , , , , , , , , ,H, , , , ,0, ,160,150,150, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,3,Y,Y, ,Y, , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
493568.34,84144.9800000004,904,0,176J,GREEN MOUNTAIN SOFTBALL LEAGUE FIEL,1, , , , , , , , , ,27035, , , , , ,WARNER GARONI, ,BOX 151,CHESTER,VT,05143,875-3776, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
492249.47,84938.3900000006,905,0,176I,CHESTER-ANDOVER USD #29 ELEM.,1, , ,Y, , , , ,Y, ,27035, , , , , ,MR. WILLIAM CAMPBELL, ,MAIN ST,CHESTER,VT,05143,875-2108, ,7, , ,X, , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1, ,Y, ,Y, , ,0, , , , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
491172.31,85521.6300000008,906,0,176H,CHESTER RECREATION AREA,1, , ,Y,Y, ,Y, ,Y, ,27035, , , , , ,SANDRA K. WALKER, ,PO BOX 370,CHESTER,VT,05143,875-2173, ,4, , , , , , , , , , , , , ,X, , , , , , ,X, , , ,X, ,X, , , ,X, , , , , , ,0, ,26,50,10, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0,Y,Y,Y,Y, ,SKATEBOARD,0,Y,Y, , ,Y, , ,0,0, , ,0,1,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
488733.22,86798.8000000007,907,0,175C,CHESTER TOWN FOREST,1, , , , , , , , , ,27035, , , , , ,SUSAN SPAULDING, ,PO BOX 370,CHESTER,VT,05143,875-2173, ,4, , , , , , , , , ,X, , , , , , ,X, ,X, , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
485255.28,84045.9000000004,908,0,175D,CHESTER ROD AND GUN CLUB,1, , , , , , , , , ,27035, , , , , ,CRAIG MILLER, ,PO BOX 104,CHESTER,VT,05143, , ,8,X, , , , , , , , , , , ,X, , , , , , ,X, , , , , , , , , , , , , , , , , ,18, ,120,25,15,Y,WHITE RIVER, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
468095.06,78482.4600000009,909,23001,181E,DEBBIE HOTIS STABLE,2, , , , , , , , , ,3075, , , , , ,DEBBIE HOTIS, , ,BONDVILLE,VT,05340, , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
468320.16,71812.3000000007,910,23002,181D,WINHALL ELEMENTARY SCHOOL,1, , , , , , , , , ,3075, , , , , ,THERESA AMENDEN, , ,BONDVILLE,VT,05340,297-2662, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
468276.94,72657.7699999996,911,23003,181B,FORD NATURAL AREA,1, , , , , , , , , ,3075, , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,32,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
478645.81,70695.4100000001,912,23004,182E,JAMAICA STATE PARK ACCESS 3,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
477615.13,69629.1899999995,913,23005,182F,BALL MTN DAM,1, , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
470171.41,77770.1099999994,914,23006,182Q,THREE MEADOWS RIDING STABLES,2, , , , , , , , , ,3075, , , , , ,SIGNA MILLS,THREE MEADOWS RIDERS,SOUTH ROAD,PERU,VT,05152,824-8104, ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
458602.06,62157.6300000008,915,23007,188F,AT/LT T.H (SUNDERLAND),1, ,Y, , , , ,Y, , ,3070, , , , , ,ROSE KEOUGH, ,PO BOX 295,EAST ARLINGTON,VT,05252,375-6106, ,6, , , , , ,X, , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,2,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,5,Y, , , , ,Y, ,3,BENNINGTON
450201.22,60339.9800000004,916,23008,188E,ARLINGTON / WEST WARDSBORO WINTER TH,1, , , , , , ,Y, , ,3070, , , , , ,TRAIL DIRECTOR,GMNF-RUTLAND,231 NORTH MAIN STREET,RUTLAND,VT,05701,747-6700,747-6766,6, , , , , , , , , , , , , , , , , , , , , , ,X, , ,X, , , , , , , , , , , ,7, ,0,20,15, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,5, , , , ,Y,Y, ,3,BENNINGTON
453762.28,67157.8499999996,917,23009,188B,LYE BROOK WILDRNESS AREA,1, ,Y, , , , ,Y, , ,3070, , , , , ,WILDERNESS DIRECTOR,GMNF-RUTLAND,231 NORTH MAIN STREET,RUTLAND,VT,05701,747-6700,747-6766,6, , , , , ,X,X, , ,X, , ,X, , , , ,X,X, , , , , , , ,X, , , , , , , ,WILDERNESS, , ,98,WILDERNESS,15680,0,0,Y,LYE BROOK, , ,0,0,0,0,0,0, , , ,0,2,0,0, ,0,0,0, ,Y,Y,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,20,Y, , , , ,Y, ,3,BENNINGTON
449141.03,65651.5999999996,918,23010,188A,SUNDERLAND ELEMENTARY SCHOOL,1, , ,Y,Y, , , , , ,3070, , , , , ,JOAN PAUSTIAN, ,RFD PO BOX 1500,ARLINGTON,VT,05250,375-6100, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PLAYGROUND, ,BALL FIELD,0, ,4,50,50, , ,Y, ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0,Y, , ,Y, , ,0, ,Y, , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
450774.53,68232.6799999997,919,23011,188D,EAST BROOK STABLES,2, , , , , , , , , ,3070, , , , , ,RICHARD LATAUR, ,PO BOX 84,MANCHESTER CTR,VT,05255,375-9957, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
450247.72,68232.6799999997,920,23012,188C,CAMP ONDAWA,2, , , , , , , , , ,3070, , , , , ,VERMONT EXT SERVICE, , ,BENNINGTON,VT,05201,447-7582, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
463195.5,60774.5099999998,921,23013,189B,GROUT POND,1,Y,Y, , , , ,Y,Y,Y,25075, , , , , ,DEVELOPED REC DIRECTOR,GMNF-RUTLAND,231 NORTH MAIN STREET,RUTLAND,VT,05701,747-6700,747-6766,6, , , , ,X,H,X, , ,H, , , , , , , ,X,X, ,H, ,X, , , ,X, ,X, , , , , , , , ,1, ,160,30,0,Y,GROUT POND, , ,1,0,1,0,0,0, , , ,9,2,0,0, ,0,0,0,Y,Y,Y,0, , , , , , ,0, , , , ,Y, , ,0,0, , ,0,0,2,0,0, ,5,12,Y, , , , ,Y, ,25,WINDHAM
467160.53,61257.1400000006,922,23014,189D,STRATTON TOWN REC AREA,1, , , , , , , , , ,25090, , , , , ,KARIN HARDY, ,PO BOX 166,WEST WARDSBORO,VT,05350, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
466857.69,68128.4800000004,923,23015,189A,STRATTON MOUNTAIN SKI & SUMMER RES.,2, , , ,Y,Y,Y,Y,Y,Y,25075, , , , , ,CATHERINE EUCKER,STRATTON CORPORATION,"RR 1, BOX 145",STRATTON,VT,05155,297-2200,297-9395,10, , ,X, , , , , ,X,X, ,X, ,X,X, ,X,X,X,X,X,X,X, , , ,X,X, , ,X, ,X, , , , ,9,"02,07",4000,2195,2195, , , ,Y,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0,Y, , , ,Y,Y,Y,0,1,Y, ,0,1,3,92,14,Y,30,12.5,Y,Y,Y, , ,Y,Y,25,WINDHAM
467281.38,68337.4299999997,924,23016,189C,STRATTON MTN SCHOOL,1, , , , , , , , , ,25075, , , , , ,CHRISTOPHER KALTSIS, , ,STRATTON MTN,VT,05155,297-1886, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
477821.44,67251.9800000004,925,23017,190A,JAMAICA STATE PARK ACCESS 4,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
477696.97,67176.7699999996,926,23018,190B,JAMAICA VILLAGE SCHOOL,1, , , , , , , , , ,25045, , , , , ,TOM CONNOR, ,DEPOT ST,JAMAICA,VT,05343,874-4266, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
471375.38,68221.5,927,23019,190D,WINHALL MUNICIPAL FOREST,1, , , , , , , , , ,25045, , , , , ,JAMES TWITCHELL, , ,LONDONDERRY,VT,05148,824-3356, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
476569.75,60945.6600000001,928,23020,190C,WARDSBORO CENTRAL SCHOOL,1, , , , , , , , , ,25090, , , , , ,ROSE HOLCOMB, ,BOX 185,WARDSBORO,VT,05355,896-6210, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,25,WINDHAM
467792.81,52146.5299999993,929,23021,197G,MOUNT SNOW RESORT,2, , , , , , , , ,Y, , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,1,127,24,Y,0,0, , , , , , , ,25,WINDHAM
