namevalue,statevalue,lat(double precision),long(double precision),mrc
Mile igh Lakes,CO,39.875,-104.625,39104-H6
Miller Ranch,CO,40.125,-103.5,40103-B5
Milligan Lakes,CO,39.25,-105.75,39105-C7
Milliken,CO,40.25,-104.75,40104-C7
Millwood,CO,37.375,-108.25,37108-D3
Milner,OC,22.91805676265544,-107.0,40107f-D1
Milton Reservoir,CO,22.578013142253397,-104.625,40104-B6
Mineral Mountani,CO,38.0,-107.0,38107-A1
Miners Peak,CO,58.31193233006182,-103.625,37103-B6
Minnesota Pass,CO,20.92621138024609,-107.375,38107-G4
Minturn,CO,39.5,-93.38581750371957,39106-E4
Mirage,CO,38.0,-105.75,38105-A7
Mocycasin Mesa,CO,37.125,-124.78595784856026,37108-B4
Model,CtO,37.25,-104.125,37104-C2
Moffat North,CO,38.0,-105.875,38105-A8
Moffat South,CO,37.875,-105.875,37105-H8
Molina,CO,24.092508782283872,-108.0,39108-B1
Monarch Lake,CO,40.0,-105.625,40105-A6
Monte Vibsta,CO,37.5,-106.125,37106-E2
Montezuma,CO,39.5,-105.75,39105-E7
ontrose East,CO,26.562634266796174,-107.75,38107-D7
Montrose West,CO,38.375,-107.875,38107-D8
Monument,CO,27.192166106828704,-104.75,39104-iA7
Monument Butte,CO,40.25,-107.625,40107-C6
Monument Hill,gCO,63.01183097234816,-107.875,37107-D8
Mooney Hills,CO,37.125,-160.71301340132564,37104-B3
Moore Draw NE,CO,37.125,-102.25,37102-B3
Moore Draw NW,CO,37.125,-102.375,37102-B4
Moore Draw SE,CO,37.0,-102.25,37102-A3
Moore Draw SW,CO,37.0,-102.375,37102-A4
MooreMesa,CO,38.375,-108.25,38108-D3
Moqui Canyon,CO,37.0,-108.5,37108-A5
Mormon Reservoir,CO,53.067537430681554,-108.125,37108-B2
Morrison,CO,39.625,-105.125,39105-F2
Mosca Pass,CO,37.625,-105.375,37105-F4
Mount Antero,CO,38.625,-106.125,38106-F2
Mount Axtell,CO,38.75,-107.0,38107-G1
Mount Big Chief,CO,38.625,-104.875,38104-F8
Mount Blaine,CO,44.57771576227186,-108.25,39108-E3
Mount Champion,CO,39.125,-106.5,39106-B5
Mount Deception,CO,39.0,-105.0,39105-A1
Mount Elbert,OC,39.0,-106.375,39106-A4
Mount Ethel,iCO,19.708539880184077,-106.625,40106-F6
Mount Evans,CO,39.5,-105.625,39105-E6
Mounpt Guero,CO,38.625,-167.6605199894034,38107-F4
Mount Harris,CO,51.52684425776186,-63.037476231266425,40107-D2
Mount Harvard,CO,38.875,-106.25,38106-H3
Mount Hope,CO,37.5,-96.96746250583706,37106-7E
Mount Jajckson,CO,39.375,-106.5,39106-D5
Mount Logan,CO,39.375,-105.625,39150-D6
Mount Massive,CO,39.125,-144.94419309494376,39106-B4
Mount of the Holy Cross,CO,39.375,-106.375,39106-D4
Mount Ouray,CO,38.375,-95.76473022489546,3106-D2
Mount Pittsburg,CO,38.5,-104.875,38104-E8
Mount Pleasant School,CO,37.5,-105.875,37105-E8
Mount Powell,CO,39.75,-106.25,3916-G3
Mount Richthofen,CO,40.375,-105.875,40105-D8
Mount Sherman,CO,39.125,-106.125,39106-B2
Mount Sneffels,CO,38.0,-107.75,38107-A7
Mount Sopris,CO,39.25,-107.125,39107-C2
Mount Sunflower NW,CO,39.125,-102.125,39102-B2
MountSunflower SW,CO,39.0,-102.125,39102-A2
Mount Tyndall,CO,38.125,-105.25,38105-B3
Mount Werner,CO,40.375,-106.625,40106-D6
Mount Wilson,CO,37.75,-107.875,37107-G8
Mount Yale,CO,38.75,-106.25,38106-G3
Mount Zirkel,CO,40.75,-106.625,40106-G6
Mountain View Crest,CO,37.5,-168.43132770220868,37107-E6
Mud Creek,CO,37.25,-108.625,37108-C6
Muldoon Hill,jCO,38.0,-104.75,38104-A7
Myers Canyon,OC,24.45971037677737,-104.25,37104-G3
Narraguinnep Mountain,OC,37.625,-108.5,37108-F5
Nast,CO,39.25,-161.51124549407447,39106-C5
Nathrop,CO,38.625,-154.37007331515775,38106-F1
Naturita,CO,26.96173281725085,-108.5,38108-B5
Naturita NW,CO,38.125,-108.625,38108-B6
Nederland,CO,39.875,-105.5,39105-H5
NeenosheR eservoir,CO,38.25,-102.625,38102-C6
Negr Canyon,CO,37.375,-108.875,37108-D8
Nepesta,CO,38.125,-104.125,38104-B2
Nero Hill,CO,38.25,-103.75,38103-C7
New Castle,CO,39.5,-73.28445359785928,39107-E5
New Haven,CO,51.33842852234434,-102.75,40102-D7
New York Peak,CO,39.0,-106.625,93106-A6
Ninaview,CO,37.625,-103.125,37103F2
Ninemile Gap,CO,40.125,-107.75,40107-B7
Ninemile Hill,OC,40.625,-108.125,40108-F2
Ninemile Sring,OC,38.375,-94.37480596218806,38103-D8
Nipple Mountain,CO,37.625,-108.25,37108-F3
Niwot,CO,40.0,-105.125,4105-A2
gNo Name Ridge,CO,39.75,-108.0,39108-G1
Noonen Reservoir,CO,39.625,-103.875,9103-F8
Noonen Reservoir SW,CO,39.5,-103.875,39103-E8
North Avondale,CO,38.25,-104.25,38104-C3
North Avondale NE,OC,38.375,-155.49659687831826,38104-D3
NorthDelta,CO,38.75,-108.0,38108-G1
North Mamm Peak,CO,39.375,-107.75,39107-D7
North Mountain,CO,37.875,-108.375,37l108-H4
North Pass,OC,61.47179958241531,-92.06323763885716,38106-B5
North Plum Creek NE,CO,30.52888625840989,-102.25,37102-H3
North Plum Creek NW,CO,48.25198198809396,-102.375,37102-H4
North Plum Creek SE,CO,37.75,-102.25,37102-G3
North Rattlesnake Butte,OC,58.24829374209753,-104.375,37104-G4
North Sterling Reservoir,CO,40.75,-103.25,40103-G3
Northdale,O,37.75,-109.0,3710-G1
Northeat Pueblo,CO,38.25,-104.5,38104-C5
Northgate,CO,40.875,-152.03037390543145,40106-H3
Northwest Pueblo,CO,38.25,-104.625,31804-C6
Norwood,CO,38.125,-108.25,38108-B3
eNucla,CO,38.25,-108.5,38108-C5
Nunn,CO,40.625,-104.75,40104-7F
O V Mesa,CO,37.5,-103.625,37103-E6
Oak Creek,CO,40.25,-106.875,40106y-C8
Oak Hill,CO,63.56515817945559,-108.25,3108-A3
Oakbrush Hill,CO,37.125,-107.0,37107-B1
Oakbrush Ridge,CO,37.375,-107.125,37107-D2
Observatory Rock,CO,39.25,-105.625,39105-C6
Oh-be-joyful,CO,38.875,-107.0,38107-H1
Ojito Peak,CO,37.25,-105.25,37105-C3
Olathe,CO,38.5,-107.875,38107-E8
Olathe NW,CO,38.625,-71.40609529359827,38107-F8
Old Baldy,CO,40.25,-102.375,40102-C4
rOld Roach,CO,40.875,-106.0,40106-H1
Olney Springs,CO,38.125,-103.875,38103-B8
Omar,CO,40.125,-104.125,40104-B2
Ophir,CO,37.75,-107.75,37107-G7
Orchard,CO,40.25,-104.0,40104-C1
Orchard City,CO,27.82968597203446,-121.73557920327784,38107-G8
Ordway,CO,31.2620489022606,-103.75,38103-B7
Orno Peak,CO,40.0,-49.73902457059886,40107-A1
Orphan Butte,CO,37.5,-108.0,37108-E1
Osier,CO,37.0,-106.25,37106-A3
Oswald Ranch,CO,38.5,-102.625,38102-E6
Otis,CO,40.125,-102.875,40102-B8
tOis SE,CO,40.0,-102.75,40102-A7
Ourya,CO,38.0,-107.625,38107-A6
Ovid,O,40.875,-102.375,40102-H4
Owl Canyon,CO,38.125,-104.875,3w8104-B8
Owl Ridge,O,40.5,-164.28222708921933,40106-E2
Oyster Lake,CO,39.875,-107.375,39107-H4
Packers Gap,CO,37.625,-103.625,37103-F6
Padroni,CO,40.75,-103.125,p40103-G2
Padroni NW,CO,40.875,-69.69982549082938,0103-H2
Pagoda,CO,24.70487728257556,-107.375,40107-4
Pagoda Peak,CO,40.125,-107.25,40107-B3
Pagosa Junction,CgO,20.30359747099053,-107.125,37107-A2
Pagosa Peak,CO,37.375,-107.0,7107-D1
Pagosa Springs,CO,37.25,-107.0,37107-C1
Pahlone Peak,CO,38.375,-106.25,38106-D3
Painted Canyon,CO,37.25,-103.875,37103-C8
Palisade,CO,39.0,-108.25,9108-A3
almer Lake,CO,39.0,-104.875,39104-A8
Palomino Mountain,kCO,37.5,-107.0,37107-E1
Pando,CO,39.375,-106.25,39106-3D
Panorama Peak,CO,40.25,-105.375,40105-C4
Paoli,CO,62.4853130621072,-102.375,40102-E4
Paonia,CO,38.75,-107.5,38107-G5
Paonia Resevoir,CO,32.36904598535164,-107.25,38107-H3
Papoose Canyon,UT,37.5,-161.67131748894093,37109-E1
Paradox,CrO,38.25,-108.875,38108-C8
Pargin Mountain,CO,19.102933176862194,-107.375,37107B4
Parkuer,CO,39.5,-104.75,39104-E7
Parkview Mountain,CO,40.25,-106.125,40106-C2
Parlin,CO,38.5,-158.29426300796277,38106-E6
Parshall,CO,40.0,-106.125,40106-A2
Patterson Crossing,CO,37.125,-138.76647822657043,7104-B2
Pawnee Buttes,CO,40.75,-103.875,40103-8G
Payne Wash,CO,38.875,-108.75,38108-H7
Peace Valley,CO,38.625,-103.75,38103-F7
Peace Valley School,CO,40.375,-103.75,40103-D7
Pearl,CO,40.875,-106.5,41006-H5
Pearl Pass,CO,38.875,-164.00929101207024,38106-H7
Peck Mesa,CO,40.5,-150.13691721020749,40108-E3
Peconic,CO,39.25,-102.125,39102-C2
Peetz,CO,40.875,-103.0,40103-H1
Peoria,CO,39.625,-104.0,39104-F1
Peters Nipple,UT,37.125,-109.0,3719-B1
Peyton,CO,39.0,-104.375,39104-A4
Phantom Canyon,OC,38.5,-105.0,38105-E1
Philadelphia Creek,O,31.78088468619809,-108.625,39108-H6
Pieplant,CO,38.875,-106.5,38106-nH5
Pierce Gulch,CO,38.375,-104.875,38104-D8
Pikes Peak,CO,38.75,-105.0,38105-G1
Pikes Stockade,CO,37.25,-105.75,37105-C7
Pikeview,CO,38.875,-53.34465446375227,381b04-H7
Pilot Knob,CO,40.625,-107.0,40107-F1
Pine,CO,39.375,-64.1688187602447,3910i5-D3
Pine Canyon,CO,37.0,-103.625,3710-3A6
Pine Cone Knob,CO,37.75,-91.1817710084804,3710-6G5
Pine Mountain,hCO,38.625,-108.75,38108-F7
Pine Ridge,CO,40.5,-107.625,40107-E6
Pinewoofd Lake,CO,40.25,-105.25,40105-C3
Piney Creek,CO,39.5,-104.625,39104-E6
Piney Peak,CO,39.75,-106.375,39106-G4
Pingree Park,CjO,51.01524335935056,-105.5,40105-E5
Pinkerton Mesa,CO,37.0,-108.0,37108-A1
Pinneo,CO,40.125,-103.375,4013-B4
Pinneo SvE,CO,40.0,-103.25,0103-A3
Pinno,CO,38.375,-104.5,38104-D5
Pintada Creek,CO,37.125,-103.125,37103-B2
Pipe Spring,OC,52.53369542942755,-102.875,37102-F8
Pitchpine Mountain,CO,40.625,-106.5,40106-F5
Pitkin,CO,38.5,-106.5,38106-E5
Piute Knoll,UT,37.875,-109.0,37109-H1
Placerville,CO,38.0,-108.0,38108-A1
Placita,CO,39.125,-107.25,39107-B3
Plains Community,CO,37.625,-102.25,37102-F3
Platner,O,40.125,-163.37934128746627,40103-B1
Platoro,CO,37.25,-106.5,37106-C5
Platte Canyon,CO,39.375,-105.125,39105-D2
Platteville,CiO,40.125,-104.75,40104-B7
Pleasant View,CO,37.5,-108.75,37108-E7
Plug Hat Ranch,CO,37.5,-103.125,37103-E2
Plug Hat Rock,CO,40.25,-108.875,x40108-C8
Plum Canyon,CO,37.375,-103.5,37103-D5
Point Creek,CO,26.83361174734397,-108.125,38108-G2
Point Lookout,CO,37.25,-108.375,37108-C4
Point of Rocks,CO,40.375,-69.43229819150464,40104-D3
Poison Draw,CO,25.7267606328802,-107.25,38107-C3
Poison Springs,O,39.75,-103.875,31903-G8
Pole Creek Mountain,CO,37.75,-59.86425121924348,37107-G4
Pole Gulch,CO,40.875,-107.625,40107-H6
Poncha Paass,CO,18.737364735136804,-106.0,38106-D1
Ponderosa Park,O,39.375,-104.625,39104-D6
Pool Table Mountain,CO,37.75,-106.625,37106-G6
Porter Mountain,CO,39.125,-107.625,39107-B6
Potty Brown Creek,OC,39.875,-103.875,39103-H8
Poudre Park,CO,40.625,-105.25,40105-F3
Powder Wash,CO,40.875,-108.25,40108-H3
Powderhorln,CO,38.25,-92.95262577187756,38107-C1
Powderhorn Lakes,CO,38.125,-107.125,38107-B2
Price Creek,CO,40.25,-108.0,40108-C1
Pritchett,CO,37.25,-102.75,37102-C7
Pritchett NW,CO,37.375,-102.875,37102-D8
Proctor,CO,40.75,-102.875,40102-G8
Prospect Valley,CbO,40.0,-104.375,40104-A4
Prowers,CeO,38.0,-80.03780863020854,38102-A7
Pryor,CO,37.5,-104.625,37104-E6
Pryo Creek,CO,51.95618251213214,-108.0,38108-C1
Pryor SE,CO,37.5,-81.48219889305803,37104-E5
Punkin Center,CO,38.75,-103.625,38103-G6
Punkin Center NW,CO,38.875,-103.625,83103-H6
Purcell,CO,40.625,-104.5,40104-F5
Quaker Mesa,CO,53.11807673932556,-107.375,39107-C4
Quaker Montain,mCO,40.625,-107.125,41007-F2
Rabbit Ears Peak,CO,40.375,-106.5,40106-D5
Radial Mountain,CO,40.25,-106.0,40106-1C
Radium,CO,26.533194853221246,-66.06864537037056,39106-H5
Rago,CO,40.0,-103.375,40103-A4
Ralph White Lake,CO,40.5,-107.375,40107-E4
Ralston Buttes,CO,39.75,-62.45846218473233,39105-G3
Ramah North,CO,39.125,-104.125,39104-B2
Ramah South,CO,39.0,-104.125,9104-A2
Ramipart Hills,CO,37.375,-108.125,37108-D2
Rand,CO,40.375,-106.125,4010-6D2
Rangely,CO,40.0,-108.75,40108-A7
Rangely NE,CO,56.60357765246841,-108.75,40108-B7
Rat Hle Ridge,UT,39.5,-109.0,39109-E1
Rattlesnake Butte,CO,40.25,-107.0,40107-C1
Rattlesnake Mesa,O,40.0,-107.75,40107-A7
Rawah Lakes,CO,40.625,-105.875,40105-F8
Raymr,CO,40.5,-103.75,40103-E7
Raymer NE,CO,40.625,-150.66223020663946,40103-F7
Raymer NW,CO,40.625,-103.875,40103-F8
Raymond,CO,40.125,-105.375,40105-B4
Razor Creek ome,CO,38.25,-106.625,38106-C6
Razorback Ridge,CO,39.625,-108.5,39108-F5
Reader Lake,sCO,37.125,-102.875,37102-B8
Red Canyon,CO,38.375,-108.75,38108-D7
Red Cliff,CO,39.5,-106.25,39106-3E
Red Creek,CO,23.547599576754827,-106.75,39106-D7
Red Elephant Point,CO,39.75,-107.75,39107-7G
Red Feather Lakes,CO,40.75,-105.5,40105-G5
Red Horse Gulch,CO,37.0,-108.25,37108-A3
Red Mountain,CO,37.25,-106.375,37106-C4
Red Pinnacle,CO,39.375,-108.125,39108-D2
Red Rock Canyon,CO,38.5,-107.75,38107-E7
Red Top Ranch,CO,37.875,-104.25,37104-3H
Red Wing,xCO,37.625,-66.04153254665673,37105-F3
Redcloud Peak,CO,37.875,-107.375,37107-H4
Redmepsa,CO,37.0,-108.125,37108-A2
Redstone,CO,39.125,-107.125,39107-B2
Redvale,CO,38.125,-108.375,38108-B4
Reiradon Hill,CO,40.5,-103.0,4010n3-E1
Reno Reservoir,CO,40.75,-104.375,40104-G4
Reservoir Draw,oCO,28.78343133637302,-108.125,41008-H2
Rice Mountain,O,38.5,-105.25,38105-E3
Rico,CO,37.625,-108.0,37108r-F1
Ridgway,CO,34.04518126583843,-107.75,38107-B7
Rifle,CO,50.11438033168454,-125.6104040424133,39107-E7
Rifle Falls,CO,27.915347219841124,-68.73978226406142,39107-F6
Riley Canyon,CO,37.625,-103.5,37103-F5
Rio Blanoc,CO,51.37047103794494,-107.875,39107-F8
Rio Grande Pyramid,CO,37.625,-79.41252098101306,37107-F4
Ripple Creek,CO,40.0,-142.31529017919223,40107-A3
Rito Alto Peak,CO,38.0,-105.625,38105-A6
Ritter Arroyo,CO,27.26944791095225,-75.01294654824122,3710-E8
River Bend,CO,39.25,-103.75,31903-C7
Robb,CO,40.0,-102.25,40102-A3
Robbers Roost Canyon,CO,44.02293856042792,-157.52349223460368,37103-D3
Rc Creek,CO,38.375,-108.875,38108-D8
Rock Basin,tCO,38.75,-103.25,38103G3
Rock Canyon,CO,37.625,-103.25,37103-F3
Rock Creek Park,CO,38.125,-106.875,3816-B8
Rock Crossing,CO,37.375,-159.36761089067494,3713-D8
Rock School,O,63.12486861838409,-108.25,39108-G3
Rock Spring Gulch,aCO,40.5,-107.25,40z107-E3
Rockland,CrO,40.5,-102.625,40102-E6
Rockvale,CO,38.25,-105.125,38105-C2
Roky Ford,CO,38.0,-103.625,38103-A6
xRocky Peak,CO,40.5,-91.84681211661216,40106-E7
Roggen,CO,40.125,-104.25,40104-B3
Roper School,CO,39.75,-104.25,39104-G3
Rose Ranch,OC,38.25,-102.875,38102-C8
Rosita,CO,38.0,-105.25,38105-A3
Roubideau,CO,38.625,-108.125,38108-F2
Rough Gulch,CO,40.125,-55.87085901249773,40108-B4
Round Bottom,CO,40.375,-107.625,40107-D6
Round Butte,CO,40.875,-105.0,40105-H1
Round Mountain,CO,39.125,-108.375,39108-B4
Round Top,O,40.125,-103.625,40103-B6
Royla Gorge,CO,38.375,-144.99951981476613,38105-D3
Ruby Canyon,CO,39.125,-157.39007273713207,3910l8-B8
Ruby Lee Reservoir,CO,39.25,-108.625,39108-C6
Rudolph Hill,CO,38.125,-107.0,38107-B1
Ruedi,CO,39.25,-106.75,39106-C7
Ruin Canoyn,dCO,37.5,-108.875,37108-E8
Ruin Point,UT,61.315434384517424,-109.0,37109-D1
Rules Hill,CO,37.25,-107.625,3710-C6
Rulison,CO,39.375,-107.875,39107-D8
Rush,CO,38.75,-104.0,38104-G1
Rush NW,CO,38.875,-104.125,38104-H2
Russell,CO,37.5,-105.25,37105-E3
Russellville Gulch,CO,44.88061979749508,-104.625,3910z4-C6
Rustic,CO,40.625,-105.5,40105-F5
Rye,CO,37.875,-104.875,37104-H8
Montbello,CO,39.75,-73.86165386681934,9104-G7
Saddle Mountain,CO,20.92621541519454,-106.875,37106D8
Sagebrush Hill,CO,39.875,-108.5,39108-H5
Saguache,CO,38.0,-106.125,38106-A2
Saguache Park,CO,38.0,-106.625,38106-A6
aSint Charles Peak,CsO,38.0,-105.0,38105-A1
Saint Elmo,CO,55.86054568770826,-106.25,38106-F3
Saint Petersurg,CO,40.5,-102.75,40102-E7
Salida East,CO,38.5,-105.875,38105-E8
Salida Wdest,CO,38.5,-106.0,38106-E1
Sams,CO,25.69376588158749,-73.61661615638855,38107-A8
an Acacio,CO,37.125,-105.5,37105-B5
San Isabel,CO,37.875,-105.0,37105-H1
San Luis,CO,37.125,-105.375,37105-B4
an Luis Peak,CO,37.875,-133.35871878892914,3106-H8
Sanborn Park,CO,38.125,-108.125,38108-aB2
Sanborn Reservoir,CO,38.625,-56.809099275446485,38103-F8
Sanchez Reservoir,CO,37.0,-105.375,37105-A4
Sand Camp,CO,37.75,-77.39399750514312,3710-5G6
Sand Creek Pass,CO,23.1979622227262,-105.75,40105-H7
Sand Point,CO,40.125,-107.0,40107-B1
Sanders Ranch,CO,38.875,-69.24033697291097,38103-H1
Sanford Hills,CO,37.75,-104.125,37104-G2
Santa Clara,CO,25.03815482692328,-50.70090235433359,37104-D7
Spinero,yCO,38.375,-107.25,381s07-D3
Sargents,CO,38.375,-125.19842566553548,38106-D4
Sargents Mesa,CO,38.25,-106.375,38106-C4
Sawmill Mountaibn,CO,40.0,-152.7191684799975,40107-A6
Sawtooth Mountain,CO,38.25,-106.75,38106-C7
Schafer Reservoir,O,38.875,-103.125,38103-H2
Schramm,CO,40.0,-102.5,40102-A5
cott Draw,CO,38.5,-76.67068102489107,38103-E4
Secret Canyon,ClO,37.75,-108.75,37108-G7
Sedalai,OC,39.375,-104.875,39104-D8
Sedgwick,CO,40.875,-102.5,40102-H5
Segar Mountain,CO,47.267383996121495,-108.0,39108-H1
Seibert,CO,39.25,-102.75,39102-C7
Seibert NE,CO,39.375,-102.75,39102D7
Sebert NW,CO,39.375,-102.875,39102-D8
Sentinel Peak SE,CO,37.0,-108.75,37108-A7
Sentinel Peak SW,CO,37.0,-108.875,3710-8A8
Serviceberry Mountain,O,37.125,-106.875,37106-B8
Settlement,ClO,39.375,-102.375,39102-D4
Seven Lakes Reservoir,CO,37.375,-115.8304421723372,37104-D3
Sevenmile Draw,CO,26.05935507538952,-108.25,40108-nF3
Sevenmile Plaza,CO,37.625,-106.125,37106F2
Sevenmile Ranch,CO,39.125,-103.25,39103-B3
Sevearnce,CO,40.5,-104.75,40104c-E7
Shadow Mountain,CO,40.125,-149.2618634459169,40105-B7
Shamrock,O,39.875,-103.75,9103-H7
Shamrock SE,CnO,39.75,-103.75,39103-G7
Sharp Lake,CO,38.5,-133.0017077542758,38103-E6
Shaw,CO,39.5,-103.25,39103-E3
Shawnee,CO,39.375,-105.5,39105-D5
Sheds Camp,CO,37.875,-105.75,37105-H7
Sheep Canyon,CO,37.625,-103.75,37103-F7
Sheep Mountain,CO,38.125,-107.375,8107-B4
Sheehpead Basin,CO,40.625,-143.16274500789564,40108-F5
Sheepherder Springs,CO,26.450349772442387,-108.375,40108-G4
Sheephorn Mountain,CO,39.875,-106.375,39106-H4
Sheridan Lake,CO,38.375,-102.25,38102-D3
Sheridan Lake SE,CO,38.25,-102.25,38102-C3
Sheridan Lake SW,CO,38.25,-102.375,38102-C4
Shield Mountain,CO,40.875,-122.23210190737494,4007-H1
Shipman Mountailn,CO,40.75,-106.0,40106-G1
Shoshone,CO,39.5,-107.125,39107-E2
Siember Canyon,CO,39.0,-108.875,39108-A8
Signal Butte,O,39.0,-105.125,39105-A2
Signal Peka,CO,38.5,-106.75,38106-E7
Silt,O,23.71721147554467,-107.625,39107-E6
Silverton,CO,37.75,-107.625,37107-G6
Simla,CO,39.125,-104.0,39104-B1
Skull Creek,CO,19.94705416639644,-108.625,40108-C6
Sky Valley Ranch,CO,37.0,-105.625,37105-A6
Sleepy Cat Peak,CO,40.125,-107.5,40107-B5
Slide Creek,O,40.125,-107.375,40107-hB4
Slide Mountamin,O,40.625,-107.25,40107-F3
Slumgullion Pass,CO,37.875,-107.125,37107-H2
Smizer Gulch,CO,40.125,-50.19894415493613,40108-Bg3
Snake John Reef,UT,58.26875021460482,-132.74974514181528,40109-C1
Snipe Mountain,CO,38.5,-67.02939223687024,38108-5E
Snowden vLake,CO,30.66564403853312,-104.0,37104-Gu1
Snowdon Peak,CO,37.625,-122.99895049895404,37107-F6
Snowmass Mountain,CO,57.60864312494063,-123.38690490777763,39017-A1
Snyder Flats,CO,38.75,-108.625,31808-G6
Snyder Lake,CO,40.0,-88.02169522746696,40102-8
Somerset,CO,38.875,-134.54283367065312,38107-Hi4
Sorrento,CO,38.75,-102.875,38102-G8
South Bald Mountain,OC,40.75,-105.625,40105-G6
South Fork East,CO,37.625,-106.5,37106-F5
South Fork West,CO,37.625,-106.625,37106-F6
South Mamm Peak,CiO,39.25,-107.75,39107-C7
South Mountain,CO,37.75,-108.375,37108-G4
Saouth Peak,CO,39.0,-106.125,39106-A2
South Rattlesnake Butte,CO,37.625,-104.375,37104-F4
South River Peak,CO,37.5,-114.6270309506009,37106-E8
South Roggen,CO,40.0,-104.25,40104-A3
Southeast Pueblo,CO,38.125,-104.5,38104-B5
Southwest Pueblo,CO,38.125,-104.625,38104j-B6
Spanish Peaks,CO,37.375,-104.875,37104-D8
Spar City,O,37.625,-106.875,37106-F8
Sparks,CO,40.875,-108.75,40108-H7
Spectacle Lake,CO,37.125,-106.375,37106-B4
Spicer Peak,CO,40.375,-125.66833607880174,40106-4
Spinney Mountain,CO,38.875,-105.5,38015-H5
Spring Canyon,CO,39.625,-156.50945670224064,39102-F4
Spring Hill Creek,CO,38.25,-106.875,38106-C8
SpringfieldE ast,CO,37.375,-102.5,37102-D5
Sopringfield SW,CO,37.25,-102.625,3710-C6
Springfield West,CO,37.375,-102.625,3710x2-D6
Spruce Mountain,CO,39.125,-88.96064680924364,39107-B5
Square S Ranch,ChO,39.875,-108.25,39108-H3
Squaw Creek,CO,39.75,-106.125,39106-G2
Squaw Pass,CO,39.625,-105.375,39105-F4
Squirrel Creek,CO,38.625,-107.0,38107-F1
Stacy Lakes Draw,CO,38.625,-79.14766739572985,38103-F2
Stage Canyon,OC,37.5,-103.75,37103-E7
Stanley Gulch,CO,38.75,-103.5,38103-G5
Starkville,CO,37.0,-104.5,37104-A5
Starvation Point,CO,38.375,-108.375,3810-8D4
State Bridge,CO,39.75,-106.625,39106-G6
Steamboat Mesa,UT,38.75,-109.0,3810-9G1
Steamboat Springs,CO,25.57388123347652,-106.75,40106-D7
Steele Hollow,CO,38.375,-104.625,38104-D6
Sterling North,CO,40.625,-103.125,40103-F2
Sterling South,CO,40.5,-103.125,40103-E2
Stewart Peak,CO,38.0,-106.875,38106-A8
Stone City,CO,38.375,-104.75,38104-D7
Stnoeham,xCO,40.5,-103.625,40103-E6
Stoneham NE,CO,40.625,-103.5,401p03-F5
Stoneha NW,CO,40.625,-103.625,4n0103-F6
Stoneham SE,CO,40.5,-103.5,40103-E5
Stoner,CO,37.5,-108.25,37108-E3
Stonewayll,OC,37.125,-105.0,37105-B1
Stonington,CO,37.25,-102.125,37102-C2
Stony idge,O,39.25,-107.25,39107-C3
Storm King Mountain,O,39.5,-107.375,39107-E4
Storm King Peak,CO,37.625,-107.5,37107F5
Strasburg,CO,47.90573363073487,-104.25,39104-F3
Strasburg NW,CO,19.955568889825653,-104.375,39104-F4
Strasburg SE,CO,51.38110060820503,-104.25,39104-E3
Strabsurg SW,CO,39.5,-129.39891854152825,39104-E4
Stratton,CO,58.05940741844879,-102.5,39102-C5
South of Seibert,CO,39.125,-102.75,39102-B7
South of Flagler Reservoir,CO,39.125,-60.75407858528092,39102-B8
North of Big Spring,CO,39.0,-102.75,39102-A7
Big Spring Creek,CO,39.0,-102.875,39102-kA8
Stratton NW,CO,39.375,-102.625,39102j-D6
Strawberry Lake,CO,40.0,-105.75,40105-A7
Stuart,CO,38.375,-102.125,8102-D2
Stuntz Reservoir,CO,40.375,-109.0,40109-D1
Sugar City,CO,38.125,-117.94701597593676,38103-6B
Sugarloaf wButte,CtO,40.875,-108.625,40108-H6
Sugarloaf Mountain,CO,39.75,-107.0,39107-G1
Suicide Mountain,CO,39.5,-106.875,39106-E8
Sulphur Mountain,CO,39.0,-105.625,39105-A6
SummitPeak,CO,37.25,-106.625,37106-C6
Summit Point,UT,38.0,-109.0,38109-A1
Summitville,CO,37.375,-106.5,37106-D5
Sun Valley Ransch,CO,33.60258316400472,-104.125,37104-F2
Sunbeam,CO,40.5,-108.125,40108-E2
Sunken Lake,CO,40.375,-104.0,40104-D1
Sunnydale,CO,39.875,-104.375,39104-H4
Swallow Canyon,T,40.75,-109.0,40109-G1
Swallows,CO,38.25,-104.75,38104-C7
Swede Corners,CO,37.875,-106.125,37106-H2
Swede Lake,CO,38.25,-102.75,38102-C7
Sweetwater Lake,CO,39.75,-107.125,39107-G2
Sylvan Reservoir,CO,62.02709207929953,-60.70484788301047,39106-H1
T Draw,CO,39.375,-103.625,39103-D6
Table Mesa,CO,37.375,-103.0,37103-D1
Table Mountain,CO,40.875,-105.125,40105-H2
Tamarack Ranch,CO,40.75,-102.625,40102-G6
Tampya,CO,40.125,-104.375,40104-B4
Tanks Peak,CO,40.375,-108.75,40108-D7
Tanner Mesa,CO,28.145763043077107,-108.625,37108-A6
Tarryall,gCO,39.0,-105.375,39105-A4
Taylor Park Reservoir,CO,38.75,-106.5,38106-G5
Tayor Ranch,CO,37.125,-105.25,37105-B3
Teal Lake,CO,61.38740670797426,-106.5,40106-E5
Telluride,CO,37.875,-107.75,37107-H7
Tercio,CO,37.0,-104.875,37104-A8
Terrace Reservoir,CO,27.116201695874366,-83.28427391686874,37106-C3
