OBJECTID,DEVELOPEDSITEID,CASENAME,LOCALCASEID,REGION,AREATYPE,AREANAME,FS_STATUS_METHOD,ACTIONDATE,EXPIRATIONDATE,BOUNDARYSTATUS,BLM_SERIALNO_EXT,OFFICIALACRES,GIS_ACRES,COMMENTS,SHAPEAREA,SHAPELEN
1668718,221364010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"RED SPRINGS RECREATION AREA, PLO 2989",,1962/06/20 00:00:00+00,,,,150,150.019,LOS CONVERSION WITHDRAWAL CASE,6.478897120225e-05,0.0469145865737898
1668719,1091178010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,MISERY SPRING CAMPGROUND,,1964/04/07 00:00:00+00,,,,10,10.055,LOS CONVERSION WITHDRAWAL CASE,4.73613594605e-06,0.00884937353307711
1668720,952037010667,COUGAR HOLLOW ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,COUGAR HOLLOW ADMINISTRATIVE SITE,,1908/06/17 00:00:00+00,,,,36,30.875,COUGAR HOLLOW ADMINISTRATIVE SITE,1.511919617665e-05,0.0168263032932802
1668721,1041553010667,WENATCHEE LAKE RECREATION AREA,NONE,06,RECREATION SITE,WENATCHEE LAKE RECREATION AREA,,1958/08/06 00:00:00+00,,,,340.3,354.563,WENATCHEE LAKE RECREATION AREA,0.0001723399662813,0.0970272340103484
1668722,1066627010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,TOLLGATE CAMPGROUND,,1965/04/15 00:00:00+00,,,,229.07,228.334,LOS CONVERSION WITHDRAWAL CASE,0.0001060290001294,0.0839515199379114
1668723,1091243010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,DIVIDE WELL CAMPGROUND,,1963/07/30 00:00:00+00,,,,10,10.096,LOS CONVERSION WITHDRAWAL CASE,4.67119473605e-06,0.00877775485645844
1668724,972930010667,ELK VALLEY,NONE,06,RECREATION SITE,ELK VALLEY,,1964/04/07 00:00:00+00,,,,30,86.694,ELK VALLEY,3.81127633077e-05,0.0270910716711354
1668725,838698010667,DOG LAKE ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,DOG LAKE ADMINISTRATIVE SITE,,1907/08/13 00:00:00+00,,,,144,147.501,DOG LAKE ADMINISTRATIVE SITE,6.494741885485e-05,0.0449634322253987
1668726,1091154010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BIG SPRING CAMPGROUND,,1964/04/07 00:00:00+00,,,,20,19.911,LOS CONVERSION WITHDRAWAL CASE,9.39712656295e-06,0.0124282406912383
1668727,1066563010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BULL RUN,,1965/04/15 00:00:00+00,,,,10,9.997,LOS CONVERSION WITHDRAWAL CASE,4.6652851201e-06,0.00877527001807974
1668728,1066572010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,DOUGLAS,,1965/04/15 00:00:00+00,,,,10,9.851,LOS CONVERSION WITHDRAWAL CASE,4.57372499085e-06,0.00874986892773767
1668729,1066580010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,HAMBONE SPRINGS,,1965/04/15 00:00:00+00,,,,10,9.5,LOS CONVERSION WITHDRAWAL CASE,4.4026309378e-06,0.00834639753294411
1668730,1066581010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,HIGH ROCK,,1965/04/15 00:00:00+00,,,,10,10.807,LOS CONVERSION WITHDRAWAL CASE,5.00481571775e-06,0.00913643841572281
1668731,201481010667,"GRIZZLY CREEK ADMINISTRATIVE SITE, SO 8-20-1908",NONE,02,ADMINISTRATIVE SITE,"GRIZZLY CREEK ADMINISTRATIVE SITE, SO 8-20-1908",,1908/08/20 00:00:00+00,,,,160,161.591,"GRIZZLY CREEK ADMINISTRATIVE SITE, SO 8-20-1908",6.953319791855e-05,0.0336582574074693
1668732,1900c06d-5356-4e98-ad40-214f146fae76,PLO 1074,NONE,03,ADMINISTRATIVE SITE,"DARK CANYON LOOKOUT, PLO 1074",,1955/02/18 00:00:00+00,,,,40,39.981,,1.545518168955e-05,0.0157760827698692
1668733,679856010667,"RED LAKE ADMINISTRATIVE SITE, PLO 3965",TONWDL10,03,ADMINISTRATIVE SITE,"RED LAKE ADMINISTRATIVE SITE, PLO 3965",,1966/03/30 00:00:00+00,,,,40,40.035,,1.58459949008e-05,0.0159909968973794
1668734,df3b974e-667f-455d-8de1-f2ab6631d076,PLO 1095,NONE,03,RECREATION SITE,THREE FALLS FOREST CAMP,,1955/03/15 00:00:00+00,,,,43.83,43.923,,1.77038506149e-05,0.0191306253132702
1668735,679794010667,"REYNOLDS CREEK ADMINISTRATIVE SITE, PLO 3965",TONWDL12,03,ADMINISTRATIVE SITE,"REYNOLDS CREEK ADMINISTRATIVE SITE, PLO 3965",,1966/03/30 00:00:00+00,,,AR033067,50,49.638,,1.957400854015e-05,0.0220273265291294
1668736,776189010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"SLIDE ROCK FOREST CAMP, PLO 1161 (BOOTLEGGER)",,1955/06/06 00:00:00+00,,,,40,40.113,LOS CONVERSION WITHDRAWAL CASE,1.602308841445e-05,0.0160758221925868
1668737,788202010667,"WINDY BRIDGE RECREATION AREA, PLO 2830",NONE,03,RECREATION SITE,"WINDY BRIDGE RECREATION AREA, PLO 2830",,1969/12/03 00:00:00+00,,,,25,24.794,"WINDY BRIDGE RECREATION AREA, PLO 2830",9.99165788795e-06,0.0134491158264742
1668738,41630010667,PUBLIC LAND ORDER 3282,NONE,02,RECREATION SITE,"MEADOW LARK LAKE, PLO 3282",,1963/12/03 00:00:00+00,,,,663,655.463,,0.000298496016634,0.0904368308016932
1668739,737697010667,"GRANTS JOB CORPS CAMP, PLO 3611",NONE,03,ADMINISTRATIVE SITE,"GRANTS JOB CORPS CAMP, PLO 3611",,1964/09/01 00:00:00+00,,,,40,39.813,"GRANTS JOB CORPS CAMP, PLO 3611",1.59405575985e-05,0.0160432200838463
1668740,737655010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"MCGAFFEY RECREATION AREA, PLO 2830",,1962/12/03 00:00:00+00,,,,360,360.848,LOS CONVERSION WITHDRAWAL CASE,0.0001448404312828,0.0556350148503944
1668741,924965010667,PUBLIC LAND ORDER 1825,NONE,02,RECREATION SITE,HOOP CREEK RECREATION AREA  PLO 1825,,1959/03/26 00:00:00+00,,,,90,90.229,,3.838607447595e-05,0.0306610718764366
1668742,725599010667,"CAT SPRINGS LOOKOUT, PLO 1230",NONE,03,ADMINISTRATIVE SITE,"CAT SPRINGS LOOKOUT, PLO 1230",,1955/09/27 00:00:00+00,,,,0,79.687,"CAT SPRINGS LOOKOUT, PLO 1230",3.14832375619e-05,0.024567844055186
1668743,201446010667,PUBLIC LAND ORDER 3143,NONE,02,RECREATION SITE,"MIDDLE BEAR RIVER RECREATION ADDITION, PLO 3143",,1963/07/30 00:00:00+00,,,,70,69.897,,2.985552894595e-05,0.0355152378943434
1668744,3347b115-9618-42a5-bd93-cfddd1cd47ab,"CORAM RANGER STATION, ET AL",,01,ADMINISTRATIVE SITE,SWAN LAKE ADMINISTRATIVE SITE,,1987/03/27 00:00:00+00,,,,100,100.693,Notation of BLM Land Office records as an appropriated use for an Administrative Site.,4.90240993142e-05,0.03617675245406
1668745,63983abb-fbb9-4aed-8fc1-e17db24c7ab3,ROUNDTOP ADMINISTRATIVE SITE,,01,RECREATION SITE,LENTZ-CONRAD CAMPGROUND,,1987/03/02 00:00:00+00,,,,25,25.051,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area.",1.202528804225e-05,0.0233008517059104
1668746,1121602010667,LOS CONVERSION WITHDRAWAL CASE,NONE,01,RECREATION SITE,BALDY LAKE CAMPGROUND,,1969/04/14 00:00:00+00,,,,35,34.984,LOS CONVERSION WITHDRAWAL CASE,1.62455096636e-05,0.0236822124662907
1668747,1151346010667,AETNA RANGER STATION,NONE,01,ADMINISTRATIVE SITE,AETNA RANGER STATION,,1908/07/13 00:00:00+00,,Final,M040621,40,40.356,Withdrawn from all forms of appropriation under the public land laws,1.93427911305e-05,0.0179098715504733
1668748,bf483c57-9ded-4865-96ee-6ac435ff45e1,SING LEE CAMP,,01,RECREATION SITE,SING LEE CAMP,,1987/03/02 00:00:00+00,,,,20,23.06,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area.",1.08162349239e-05,0.016450361258363
1668749,1121607010667,"PLO 4222; HEAVENS GATE VIEWPOINT AND VISTA POINT, ET AL.",NONE,01,RECREATION SITE,ECHO LAKE CAMP,,1967/05/25 00:00:00+00,,Final,I67,22.5,22.447,,1.042633529215e-05,0.0174849066823427
1668750,1313327010843,LOS CONVERSION WITHDRAWAL CASE,NONE,01,ADMINISTRATIVE SITE,SPOTTED BEAR LAKE RANGER STATION,,1908/01/24 00:00:00+00,,,,220,224.839,LOS CONVERSION WITHDRAWAL CASE,0.0001094988407552,0.0468470731156
1668751,2d4d0c31-8cd9-4f1c-b737-938ea3dd86bb,FISH CREEK MEADOW CAMP & PICNIC SITE,,01,RECREATION SITE,FISH CREEK MEADOW CAMP & PICNIC SITE,,1987/06/30 00:00:00+00,,,,25,25.243,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area",1.183423475375e-05,0.0150824817871434
1668752,48e3014f-8fac-4e80-b425-3bf12f02addd,ROUNDTOP ADMINISTRATIVE SITE,,01,RECREATION SITE,MIDGET CREEK CAMPGROUND,,1987/03/02 00:00:00+00,,,,16,17.402,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area.",8.34627692075e-06,0.0125150054158946
1668753,8a179959-1413-428b-b6c2-e7c32226c1df,FISH CREEK ORGANIZATION SITE,,01,RECREATION SITE,FISH CREEK ORGANIZATION SITE,,1987/06/30 00:00:00+00,,,,30,30.099,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area",1.41072839823e-05,0.0150333728501183
1668754,1117908010667,LONESOME COVE CAMPSITE,,01,RECREATION SITE,LONESOME COVE CAMPSITE,,1967/07/06 00:00:00+00,,,I-199,10,9.944,"Withdrawn from appropriation under the mining laws, but not from leasing under the mineral leasing laws.",4.7195769989e-06,0.00883582265516546
1668755,3375a303-e0e2-423c-b3d8-7d62e1c32045,PAPOOSE CREEK CAMP & PICNIC AREA,,01,RECREATION SITE,PAPOOSE CREEK CAMP & PICNIC AREA,,1987/06/26 00:00:00+00,,,,25,24.744,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area.",1.150689544725e-05,0.0199895899903269
1668756,1318309010843,DRY COTTONWOOD RANGER STATION,NONE,01,ADMINISTRATIVE SITE,DRY COTTONWOOD RANGER STATION,,1906/11/19 00:00:00+00,,,,70,67.667,DRY COTTONWOOD RANGER STATION,3.19242922435e-05,0.0313613165128711
1668757,636b0d9e-e4ff-45e5-af16-ade877188b0d,"DEEP CREEK CAMPGROUND, ET AL, RECORD NOTATION",,01,ADMINISTRATIVE SITE,INDIAN MEADOWS ADMINISTRATIVE SITE,,1990/10/02 00:00:00+00,,,,90,89.938,Notation of BLM Land Office records as an appropriated use for an Administrative Site.,4.31157133053e-05,0.0337352461980954
1668758,1313320010843,LOS CONVERSION WITHDRAWAL CASE,NONE,01,ADMINISTRATIVE SITE,COAL BANKS RANGER STATION,,1908/02/08 00:00:00+00,,,,59,81.805,LOS CONVERSION WITHDRAWAL CASE,3.999811095655e-05,0.0277494927584069
1668759,536328010667,"SAGE HEN RESERVOIR RECREATION AREA, PLO 5373",2,04,RECREATION SITE,"SAGE HEN RESERVOIR RECREATION AREA, PLO 5373",,1973/07/30 00:00:00+00,,,,848.59,886.913,"SAGE HEN RESERVOIR RECREATION AREA, PLO 5373",0.00040497251119165,0.150918241435879
1668760,477216010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"SCHIPPER PICNIC RECREATION AREA, PLO 2712",,1970/08/18 00:00:00+00,,,,20,20.328,LOS CONVERSION WITHDRAWAL CASE,8.98418667335e-06,0.0122022242906607
1668761,378758010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"PINCHOT ADMINISTRATIVE SITE, PLO 2564",,1953/07/08 00:00:00+00,,,,240,240.585,LOS CONVERSION WITHDRAWAL CASE,0.000101395948502,0.0517675505014463
1668762,401857010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"STORMY PEAK LOOKOUT ADMINISTRATIVE SITE, PLO 1564",,1954/10/19 00:00:00+00,,,,80,79.192,LOS CONVERSION WITHDRAWAL CASE,3.679647265255e-05,0.0246335310620845
1668763,477201010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"HOLMAN CREEK RECREATION AREA, PLO 2931",,1961/06/21 00:00:00+00,,,,68.67,46.505,LOS CONVERSION WITHDRAWAL CASE,2.120623547065e-05,0.0232457497831188
1668764,401895010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"KITCHEN CREEK RECREATION AREA, PLO 4021",,1965/09/27 00:00:00+00,,,,6.4,6.118,LOS CONVERSION WITHDRAWAL CASE,2.8415736846e-06,0.00829004723159726
1668765,477267010667,RECREATION SITE  WITHDRAWAL,NONE,04,RECREATION SITE,"HOLMAN CREEK FOREST CAMP RECREATION AREA,, PLO 1228",,1954/07/26 00:00:00+00,,,,42.84,43.808,LOS CONVERSION WITHDRAWAL CASE,1.99759762696e-05,0.0211043066843012
1668766,477219010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"SUNNY GULCH RECREATION AREA, PLO 3510",,1963/08/09 00:00:00+00,,,,138.87,65.779,LOS CONVERSION WITHDRAWAL CASE,2.99566236533e-05,0.0380949514275585
1668767,1066584010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,INDIAN SPRINGS,,1965/04/15 00:00:00+00,,,,10,9.994,LOS CONVERSION WITHDRAWAL CASE,4.66079700505e-06,0.00877004484535082
1668768,1066585010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,KEEP'S MILL FOREST CAMP,,1965/04/15 00:00:00+00,,,,10,9.984,LOS CONVERSION WITHDRAWAL CASE,4.6234512185e-06,0.00874551548898305
1668769,1066594010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LITTLE CRATER CAMPGROUND AND LOOKOUT,,1965/04/15 00:00:00+00,,,,12.5,12.417,LOS CONVERSION WITHDRAWAL CASE,5.7496031283e-06,0.013069270520608
1668770,1066613010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ROARING RIVER,,1965/04/15 00:00:00+00,,,,12.5,12.877,LOS CONVERSION WITHDRAWAL CASE,5.9635634587e-06,0.0113794955660274
1668771,1066616010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SHERWOOD,,1965/04/15 00:00:00+00,,,,40,40.218,LOS CONVERSION WITHDRAWAL CASE,1.870249485305e-05,0.0175667212195025
1668772,951609010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,UPPER SNOW CREEK ROCK PIT #2814-2.7,,1972/12/06 00:00:00+00,,,,2,3.228,LOS CONVERSION WITHDRAWAL CASE,1.572315089e-06,0.00543743933882945
1668773,972456010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,BUCK CREEK ADMINISTRATIVE SITE,,1957/11/07 00:00:00+00,,,,260,266.628,LOS CONVERSION WITHDRAWAL CASE,0.00012157577952245,0.0662982115247574
1668774,972460010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,INDIAN CREEK ADMINISTRATIVE SITE,,1957/11/07 00:00:00+00,,,,200,212.788,LOS CONVERSION WITHDRAWAL CASE,9.677843837125e-05,0.0536636463817544
1668775,838674010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,VERNON SPRINGS ADMINISTRATIVE SITE,,1961/03/14 00:00:00+00,,,,60,59.133,LOS CONVERSION WITHDRAWAL CASE,2.60490845493e-05,0.0204508006927719
1668776,838675010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,WILLOW CREEK ADMINISTRATIVE SITE,,1961/03/14 00:00:00+00,,,,100,99.747,LOS CONVERSION WITHDRAWAL CASE,4.39254887103e-05,0.0279650677085342
1668777,1091248010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,JUBILEE LAKE CAMPGROUND ADDITION,,1965/12/13 00:00:00+00,,,,220,219.109,LOS CONVERSION WITHDRAWAL CASE,0.0001026774221747,0.096524436143729
1668778,972469010667,CASCADE HEAD,SIUCHSA,06,RECREATION SITE,CASCADE HEAD OBSERVATION SITE,,1965/04/15 00:00:00+00,,,,3,5.969,LOS CONVERSION WITHDRAWAL CASE,2.7596151275e-06,0.00708737504238592
1668779,961220010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,CISPUS CAMP ADMINISTRATIVE SITE,,1964/04/02 00:00:00+00,,,,40,31.281,LOS CONVERSION WITHDRAWAL CASE,1.481901479945e-05,0.0155119126699844
1668780,1091165010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ELBOW CAMPGROUND,,1964/04/08 00:00:00+00,,,,40,40.321,LOS CONVERSION WITHDRAWAL CASE,1.885357802275e-05,0.0249185090568446
1668781,1091188010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,PHILLIPS WAYSIDE,,1964/04/08 00:00:00+00,,,,10,9.996,LOS CONVERSION WITHDRAWAL CASE,4.6706267601e-06,0.0087812510852847
1668782,1091151010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BEAR CANYON CAMPGROUND,,1964/04/08 00:00:00+00,,,,20,20.486,LOS CONVERSION WITHDRAWAL CASE,9.60587123355e-06,0.0141638831268897
1668783,666403010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"CANYON POINT CAMPGROUND-RECREATION AREA, PLO 4373",,1968/03/04 00:00:00+00,,,,815,814.751,LOS CONVERSION WITHDRAWAL CASE,0.000322923180226,0.106382982171373
1668784,725606010667,"JEWETT ADMINISTRATIVE SITE, PLO 1230",NONE,03,ADMINISTRATIVE SITE,"JEWETT ADMINISTRATIVE SITE, PLO 1230",,1955/09/27 00:00:00+00,,,,80,79.07,"JEWETT ADMINISTRATIVE SITE, PLO 1230",3.12183266244e-05,0.0245912367657973
1668785,679830010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"HACKBERRY SPRING RECREATION AREA, S.O.",,1931/06/10 00:00:00+00,,,,1.5,1.847,LOS CONVERSION WITHDRAWAL CASE,7.253623878e-07,0.00367184641078248
1668786,201503010667,PUBLIC LAND ORDER 1381,NONE,02,RECREATION SITE,"TOPOMAS CREEK CAMPGROUND, PLO 1381",,1957/01/14 00:00:00+00,,,,40,40.457,,1.72870378297e-05,0.0167785831659487
1668787,794822010667,"QUEENS ADMINISTRATIVE SITE, PLO 1890",NONE,03,ADMINISTRATIVE SITE,"QUEENS ADMINISTRATIVE SITE, PLO 1890",,1959/06/26 00:00:00+00,,,,78.89,117.511,"QUEENS ADMINISTRATIVE SITE, PLO 1890",4.548107078125e-05,0.0313055533278501
1668788,41635010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"PINE ISLAND COMMUNITY CENTER, PLO 3250",,1963/10/10 00:00:00+00,,,,78,67.429,,3.10224134524e-05,0.0253279119984712
1668789,725651010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"SHEEP SPRING RECREATION SITE, PLO 3263",,1963/10/29 00:00:00+00,,,,40,39.873,LOS CONVERSION WITHDRAWAL CASE,1.57563609863e-05,0.0159462175749909
1668790,363414010667,BROWNLEE RANGER STATION ADDITION ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,BROWNLEE RANGER STATION ADDITION ADMINISTRATIVE SITE,,1907/11/18 00:00:00+00,,,,187.5,173.939,BROWNLEE RANGER STATION ADDITION ADMINISTRATIVE SITE,7.99729559171e-05,0.0566208982617894
1668791,220011010667,BALSAM CAMPGROUND,1,04,RECREATION SITE,BALSAM CAMPGROUND,,1961/08/15 00:00:00+00,,,,11.82,20.704,BALSAM CAMPGROUND,8.86185510885e-06,0.016672070989583
1668792,384829010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"CORRAL CREEK ADMINISTRATIVE SITE, GREYS RIVER, PLO 2765",,1956/07/06 00:00:00+00,,,,80,66.57,LOS CONVERSION WITHDRAWAL CASE,2.958687416945e-05,0.0287146019500488
1668793,1091185010667,OLIVE LAKE RECREATION AREA,NONE,06,RECREATION SITE,OLIVE LAKE RECREATION AREA,,1962/09/27 00:00:00+00,,,,423.77,399.798,OLIVE LAKE RECREATION AREA,0.00018393122072475,0.11889966216134
1668794,1041530010667,STELIKO ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,STELIKO ADMINISTRATIVE SITE,,1925/04/22 00:00:00+00,,,,160,155.176,STELIKO ADMINISTRATIVE SITE,7.531054035415e-05,0.035358821105722
1668795,965389010667,ADMINISTRATIVE SITES AND RECREATION AREA WITHDRAWALS,DES011885A,06,RECREATION SITE,STURGIS CAMPGROUND,,1962/09/27 00:00:00+00,,,,37.5,37.472,Sturgis Campgound,1.65015233514e-05,0.0163506123939066
1668796,965410010667,ADMINISTRATIVE SITES AND RECREATION AREA WITHDRAWALS,DES011885A,06,ADMINISTRATIVE SITE,STAR RANGER STATION ADMINISTRATIVE SITE,,1962/09/27 00:00:00+00,,,,70,73.302,Star Ranger Station Administrative Site,3.231132673565e-05,0.0352674328787379
1668797,972492010667,MARYS PEAK LOOKOUT,NONE,06,ADMINISTRATIVE SITE,MARYS PEAK LOOKOUT,,1971/10/18 00:00:00+00,,,,40,39.423,MARYS PEAK LOOKOUT,1.80538130207e-05,0.017233696347311
1668798,961282010667,CRABAPPLE ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,CRABAPPLE ADMINISTRATIVE SITE,,1909/12/20 00:00:00+00,,,,60,60.194,CRABAPPLE ADMINISTRATIVE SITE,2.85351168275e-05,0.026337490793814
1668799,1120713010667,PIERRE LODE,NONE,06,RECREATION SITE,PIERRE LODE,,1956/12/20 00:00:00+00,,,,27.25,31.288,PIERRE LODE,1.55325647747e-05,0.0191156918521309
1668800,1041534010667,DIRTY FACE ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,DIRTY FACE ADMINISTRATIVE SITE,,1908/01/24 00:00:00+00,,,,40.85,36.808,DIRTY FACE ADMINISTRATIVE SITE,1.789587438065e-05,0.0212346494124806
1668801,951830010667,SQUAW CREEK ADMINISTRATION SITE,NONE,06,ADMINISTRATIVE SITE,SQUAW CREEK ADMINISTRATION SITE,,1907/11/09 00:00:00+00,,,,119,120.313,SQUAW CREEK ADMINISTRATION SITE,5.878101706945e-05,0.0360992509616117
1668802,1041524010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SODA SPRINGS RECREATION AREA,,1964/02/24 00:00:00+00,,,,227.55,242.833,LOS CONVERSION WITHDRAWAL CASE,0.0001181121834208,0.0494905719779239
1668803,1120723010667,LITTLE TWIN LAKES,NONE,06,RECREATION SITE,LITTLE TWIN LAKES,,1959/06/09 00:00:00+00,,,,100.94,101.961,LITTLE TWIN LAKES,5.02836944194e-05,0.0372860993056381
1668804,1093364010667,FISH LAKE ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,FISH LAKE ADMINISTRATIVE SITE,,1908/03/12 00:00:00+00,,,,80,77.892,FISH LAKE ADMINISTRATIVE SITE,3.600703575345e-05,0.0271781181772693
1668805,221407010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"MOON LAKE ADMINISTRATIVE SITE, PLO 1775",,1953/07/07 00:00:00+00,,,,112.04,2067.888,LOS CONVERSION WITHDRAWAL CASE,0.00088977485039705,0.223488653850318
1668806,448024010667,"FALLS RECREATION AREA, PLO 1228",6,04,RECREATION SITE,"FALLS RECREATION AREA, PLO 1228",,1955/09/27 00:00:00+00,,,,301.21,301.15,"FALLS RECREATION AREA, PLO 1228",0.00013548272439225,0.056039455821069
1668807,363407010667,"TOWSLEY SPRINGS RECREATION AREA, PLO 4789",10,04,RECREATION SITE,"TOWSLEY SPRINGS RECREATION AREA, PLO 4789",,1968/10/09 00:00:00+00,,,,62.5,64.953,"TOWSLEY SPRINGS RECREATION AREA, PLO 4789",3.00789311592e-05,0.0271850330606063
1668808,448017010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"ALPINE RECREATION AREA, PLO 1763",,1955/01/10 00:00:00+00,,,,73.74,77.226,LOS CONVERSION WITHDRAWAL CASE,3.46105966723e-05,0.0353986487691346
1668809,384885010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"EAST TABLE CREEK RECREATION AREA, PLO 1923",,1955/01/10 00:00:00+00,,,,173.5,176.823,LOS CONVERSION WITHDRAWAL CASE,7.92698900743e-05,0.0358129801881417
1668810,384889010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"STATION CREEK RECREATION AREA, PLO 1923",,1955/01/10 00:00:00+00,,,,80,79.623,LOS CONVERSION WITHDRAWAL CASE,3.56935258972e-05,0.0271495383423104
1668811,378727010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"PARK ADMINISTRATIVE SITE, PLO 2564",,1953/07/08 00:00:00+00,,,,120,120.351,LOS CONVERSION WITHDRAWAL CASE,5.084759845725e-05,0.0368288691532093
1668812,378759010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"STEVENS CREEK ADMINISTRATIVE SITE, PLO 2564",,1953/07/08 00:00:00+00,,,,100,100.088,LOS CONVERSION WITHDRAWAL CASE,4.218325147305e-05,0.0295070870470756
1668813,221398010667,ADAMS ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,ADAMS ADMINISTRATIVE SITE,,1908/04/30 00:00:00+00,,,,160,197.655,ADAMS ADMINISTRATIVE SITE,8.5109868468e-05,0.0580800034176349
1668814,477178010667,"ROCK CREEK ADMINISTRATIVE SITE, PLO 2712",2,04,ADMINISTRATIVE SITE,"ROCK CREEK ADMINISTRATIVE SITE, PLO 2712",,1959/08/17 00:00:00+00,,,,198.3,199.041,"ROCK CREEK ADMINISTRATIVE SITE, PLO 2712",8.778364020645e-05,0.0479307227287542
1668815,1066668010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,MILE BRIDGE,,1965/04/15 00:00:00+00,,,,282.02,284.327,LOS CONVERSION WITHDRAWAL CASE,0.00013201510053525,0.0876435606157532
1668816,961219010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,CAMP CREEK ADMINISTRATIVE SITE,,1964/04/02 00:00:00+00,,,,40,39.712,LOS CONVERSION WITHDRAWAL CASE,1.8817045001e-05,0.0176300154555508
1668817,1001176010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,CEDAR CREEK AREA,,1954/08/11 00:00:00+00,,,,420,406.719,LOS CONVERSION WITHDRAWAL CASE,0.0001836907457632,0.0707388543613503
