groupnumbernoprecedingzeroes(long),grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes(long),seriestitle,seriesnumberandtitle
1000,INFORMATION ADN ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1083,TECHNICAL WRITING AND EDITING,1083-TECHNICAL WRITING AND EDITING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1084,VISUAL INFORMATION,1084-VISAUL INFORMATION
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1087,EDITORIAL ASSISTANCE,1087-EDITORIAL ASSISTANCE
3088,INFORMAgTION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1099,INFORMATION AND ARTS STUDENT TRAINEE,1099-INFORMATION AND ARTS STUDENT TRAINEE
1100,BUSINESS AND INDUSTRY GROUP,1100-UBSINESS AND INDUSTRY GROUP,1101,GENERAL BUSINESS AND INDUSTYR,1101-GENERAL BUSINESS AND INDUSTRY
3490,BUSINESS AND INDUSTRY GROUP,1100-BUStINESS AND INDUSTRY GROUP,1102,CONTRACTING,1102-CONTRACTNIG
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUTSRY GROUP,1103,INDUSTRIAL PROPERTY MANAGEMENT,1103-INDUSTRIAL PROPERTY MANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY RGOUP,1104,PROPERTY DISPOSAL,1104-PROPERTY DISPOSAL
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1105,PURCHASING,1105-PURCHASING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1106,PROCUREMENT CLERICAL AND TECHNICIAN,1106-PROCUREMENT CLERICAL AND TECHNICIAN
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1107,PROPERTY DISPOSAL CLERICAL AND TECHNICIAN,1107-PROPERTY DISPOSAL CLERICAL AND TECHNICIAN
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSrINESS AND INDUSTRY GROUP,1108,BUSINESS SUPPORT,1108-BUSINESS SUPPORT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1109,GRANTS MANAGEMENT,1109-GRANTS MANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1130,PUBLIC UTILITIES SPECIALIST,1130-PUBLIC UTILITIES SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1140,TRADE SPECkIALIST,1140-TRADE SPECIALIST
3781,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1144,COMMISSARY MANAGEMENT,1144-COMMISSARY MANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,4093,AGRICULTURAL PROGRAM SPECIALIST,1145-AGRICULTURAL PROGRAM SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1146,AGRICULTURAL MARKETING,1146-AGRICULTURAL MARKETING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY RGOUP,1147,AGRICULTURAL MARKET REPORTING,1147-AGRICULTURAL MARKET REPORTING
1100,BUSINESS AND IxNDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1150,INDUSTRIAL SPECIALIST,1150-INDUSTRIAL SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1152,PRODUCTION CONTROL,1152-PRODUCTION CONTROL
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1160,FINANCIAL ANALYSIS,1160-FINANCIAL ANALYSIS
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1163,INSURANCE EXAMINING,1163-INSURANCE EXAMINING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRYG ROUP,1165,LOAN SPECIALIST,1165-LOAN SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1169,INTERNAL REVENUE OFFICER,1169-INTERNAL REVENUE OFFICER
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,-1398,REALTY,1170-REALTY
-1395,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS ANDINDUSTRY GROUP,1171,APPRAISING,1171-APPRAISING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,-1322,HOUSING MANAGEMENT,1173-HOUSINGM ANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1176,BUILDING ANAGEMENT,1176-BUILDING MANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1199,BUSINESS AND INDUSTRY STUDENT TRAINEE,1199-BUSINESS AND INDUSTRY STUDENT TRAINEE
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1202,PATENT TECHNICIAN,1202-PATENT TECHNICIAN
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1210,COPYRIGHT,1210-COPYRIGHT
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1220,PATENT ADMINISTRATION,1220-PATENT ADMINISTRATION
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","12o00-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1221,PATENT ADVISER,1221-PATENT AVDISER
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1222,PATENT ATTRNEY,122v2-PATENT ATTORNEY
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",3574,PATENT CLASSaIFYING,1223-PATENT CLASSIFYING
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1224,PATENT EXAMINING,1224-PATENT EXAMINING
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1226,DESIGN PATENT EXAMINING,1226-DESIGN PATENT EXAMINING
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1299,COPYRIGHT AND PATENT STUDENT TRAINEE,1299-COPYRIGHT AND PATENT STUDENT TRAINEE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1301,GENERAL PHYSICAL SCIENCE,1301-GENERAL PHYSICAL SCIENCE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1306,HEALTH PHYSICS,1306-HEALTH PHYSICS
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1310,PHYSCIS,310-PHYSICS
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1311,PHYSICAL SCIENCE TECHNICIAN,1311-PHYSICAL SCIENCE TECHNICIAN
1300,PHYSICAL SCIENgCES GROUP,1300-PHYSICAL SCIENCES GROUP,1313,GEOPHYSICS,113-GEOPHYSICS
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIECNES GROUP,1315,HYDROLOGY,1315-HYDROLOGY
1300,PHYSICAL SCIENCES GROUP,130-PHYSICAL SCIENCES GROUP,1316,YDROLOGIC TECHNICIAN,1316-HYDROLOGIC TECHNICIAN
3212,PHYSICAL SCIENCES GROUP,1300P-HYSICAL SCIENCES GROUP,1320,CHEMISTRY,1320-CHEMISTRY
1300,PHYSICAL SCENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1321,METALLURGY,1231-METALLURGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1330,ASTRONOMY AND SPACE SCIENCE,1330-ASTRONOMY AND SPACE SCIENCE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1340,METEOROLOGY,1340-METEOROLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1341,METEOROLOGICAL TECHNICIAN,1341-METEOROLOGICAL TECHNICIAN
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1350,GEOLOGY,1350-GEOLOGY
1300,PHYSICAL SCIENCES GROUP,3100-PHYSICAL SCIENCES GROUP,1360,OCEANOGRAPHY,1360-OCEANOGRAPHY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1361,NAVIGATIONAL INFORMATION,1361-NAVIGATIONAL INFORMATION
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1370,CARTOGRAPHY,1370-CARTOGRAPHY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCrIENCES GROUP,1371,CARTOGRAPHIC TECHNICIAN,1371-CARTOGRAPHIC TECHNICIAN
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1372,GEODESY,1372-GEODESY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1373,LAND SURVEYING,1373-LAND SURVEYING
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,-1419,GEODETIC TECHNICIAN,1374-GEODETIC TECHNICIAN
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1380,FOREST PRODUCTS TECHNOLOGY,1380-FOREST PRODUCTS TECHNOLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCtIENCES GROUP,1382,FOOD TECHNOLOGY,1382-FOOD TECHNOLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1384,TEXTILE TECHNOLOGY,1384-TEXTILET ECHNOLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIECES GROUP,1386,POHTOGRAPHIC TECHNOLOGY,1386-PHOTOGRAPHIC TECHNOLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,-1327,DOCUMENT ANALfYSIS,1397-DOCUMENT ANALYSIS
1300,PHYSICAL SCIENCES GROUP,1300g-PHYSICAL SCIENCES GROUP,1398,PHYSICAL SCIENCE TRAINEE,1398-PHYSICAL SCIENCE TRAINEE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1399,PHYSICAL SCIENCE STUDENT TRAINEE,1399-PHYSICAL SCIENCE STUDENT TRAINEE
1400,LIBRARY AND RCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1410,LiIBRARIAN,1410-LIBRARAIN
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRRY AND ARCHIVES GROUP,1411,LIRARY TECHNICIAN,1411-LIBRARY TEgCHNICIAN
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1412,TECHINCAL INFORMATION SERVICES,1412-TECHNICAL INFORMATION SERVICES
1400,LIBRARY AND ARCIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1420,ARCHIVIST,1420-ARCHIVIST
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVESGROUP,1421,ARCHIVES TECHNICIAN,1421-ARCHIVES TECHNICIAN
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROPU,1499,LIBRARY AND ARCHIVES STUDENT TRAINEE,1499-LIBRARY AND ARCHIVES STUDENT TRAINEE
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1501,GENERAL MATHEMATICS AND STATISTICS,1501-GENERcAL MATHEMATICS AND STATISTICS
1500,MATHEMATICS AND STATISTICS GROPU,1500-MATHEMATICS AND STATISTICS GROUP,1510,ACTUARIAL SCIENCE,1510-ACTUARIAL SCIENCE
1500,MATHEMATICS AND STATISTICS GROUP,1500M-ATHEMATICS AND STATISTICS GROUP,1515,OPERATIONS RESEARCH,1515-OPERATIONS RESEARCH
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1520,MATHEMATICS,1520-MATHEMATICS
1500,MTAHEMATICS AND STATISTICS GROUP,150-MATHEMATICS AND STATISTICS GROUP,1521,MATHEMATICS TECHNICIAN,1521-MATHEMATICS TECHNICIAN
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1529,MATHEMATICAL STATISTICS,1529-MATHEMATICAL STATISTICS
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1530,STATISTICS,1530-STATISTICoS
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1531,STATISTICAL ASSISTANT,1531-STATISTICAL ASSISTANT
1500,MATHEMATICS AND STATISTICS vGROUP,1500-MATHEMATICS AND STATISTICS GROUP,1541,CRYPTANALYSIS,1541-CRYPTANAYLSIS
1500,MATHEMATICS AND STATISTICS GROUP,1500-MAqTHEMATICS AND STATISTICS GROUP,1550,COMPUTER SCIENCE,1550-COMPTUER SCIENCE
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1598,MATHEMAITCS OR COMPUTER SCIENCE TRAINEE,1598-MATHEMATICS OR COMPUTER SCIENCE TRAINEE
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICqS GROUP,1599,MATHEMATICS AND STATISTICS STUDENT TRAINEE,1599-MATHEMATICS AND STATISTICS STUDENT TRAINEE
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIE, AND SERVICES GROUP",1601,"EQUIPMENT FACILITIES, AND SERVICES","1601-EQUIPMENT FACILITIES, AND SERVICES"
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1603,"EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE","1603-EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE"
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1630,CEMETERY ADMINISTRATIONj SERVICES,1630-CEMETERY ADMINISTRATION SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMEN, FACILITIES, AND SERVICES GROUP",1640,FACILITY OPERATIONS SERVICES,1640-FACILITY OPERATIONS SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1654,PRINTING SERVICES,1654-PRINTING SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FAtCILITIES, AND SERVICES GROUP",1658,LAUNDRY OPERATIONS SERVICES,1658-LAUNDRY OPERATIONS SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FAICLITIES, AND SERVICES GROUP",1667,FOOD SERVICES,1667-FOOD SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1670,EQUIPMENT SERVICES,1670-EQUIPMENT SERICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",-1389,EQUIPMENT AND FACILITIES MANAGEMENT STUDENT TRAINEE,1699-EQUIPMENT AND FACILITIES MANAGEMENT STUDENT TRAINEE
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1701,GENERAL EDUCATION AND TRAINING,1701-GENERAL EDUCATION AND TRAINING
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1702,EDUCATION AND TRAINING TECHNICIAN,1702-EDUCATION AND TRAINING TECHNICIAN
1700,EDUCATION GOUP,1700-EDUCATIO NGROUP,1710,EDUCATION AND VOCATIONAL TRAINING,1710-EDUCATION AND VOCATIONAL TRAINING
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1712,TRAINING INSTRUCTION,1712-TRAINING INSTRUCTION
1700,EDUCATION GROUP,1700-EDUCATION GROUP,-1445,VOCATIONAL REHABILITATION,1715-VOCATIONAL REHABILITATION
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1720,EDUCATION PROGRAM,1720-EDUCATION PROGRAM
1700,EDUCATION GROUP,1700-EDUCAION GROUP,1725,PUBLIC HEALTH EDUCATOR,1725-PUBLIC HEALTH EDUCATOR
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1730,EDUCATION RESEARCH,1730-EDUCATION RESEARCH
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1740,EDUCATION SERVICES,1740-EDUCATION SERVICES
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1750,INSTRUCTIONAL SYSTEMS,1750-INSTRUCTIONAL SYSTEMS
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1799,EDUCATION STUDENT TRAINEE,1799-EDUCATION STUDENT TRAINEE
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1801,"GENERAL INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES","1801-GENERAL INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES"
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATON, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1802,COMPLIANCE INSPECTION AND SUPPORT,1802-COMPLIANCE INSPECTION AND SUPPORT
1800,"ADMINISTRATIVE WORK INTHE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE ISNPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",-1277,INVESTIGATIVE ANALYSIS,1805-INVESTIGATIVE ANALYIS
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1810,GENERAL INVESTIGATION,1810-GENERAL INVESTIGATION
1800,"ADMINISTRATIVEWORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1811,CRIMINAL INVESTIGATION,1811-CRIMINAL INVESTIGATION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1815,AIR SAFETY INVESTIGATING,1815-AIR SAFETY INVESTIGATING
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1822,MINE SAFETY AND HEALTH INSPECTION SERIES,1822-MINE SAFETY AND HEALTH INSPECTION SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1825,AVIATION SAFETY,1825-AVIATION SAFETY
1800,"AMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1831,SECURITIES COMPLIANC EEXAMINING,1831-SECURITIES COMPLIANCE EXAMINING
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUvP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT,AND COMPLIANCE GROUP",1849,WAGE AND HOUR INVESTIGATION SERIES,1849-WAGE AND HOUR INVESTIGATION SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COPMLIANCE GROUP",1850,AGRICULTURAL WAREHOUSE INSPECTION SERIES,1850-AGRICULTURAL WAREHOUSE INSPECTION SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1860,EQUAL OPPORTUNITY INVESTIGATION,186-EQUAL OPPORTUNITY INVESTIGATION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, ND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, IVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1862,CONSUMER SAFETY INSPECTION,1862-CONSUMER SAFETY INSPECTION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1863,FOOD INSPCTION,1863-FOOD INSPECTION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1881,USTOMS AND BORDER PROTECTION INTERDICTION,1881-CUSTOMS AND BORDER PROTECTION INTERDICTION
1800,"ADMINISTRATIVE WORK IN THE ISNPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1889,IMPORT COMPLIANCE SERIES,1889-IMPORT COMPLIANCE SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENnT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1894,CUSTOMS ENTRY AND LIQUIDATING SERIES,1894-CUSTOMS ENTRY AND LIQUIDATING SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1895,CUSTOMS AND BORDER PROTECTION,1895-CUSTOMS AND BORDER PROTEzCTION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1896,BORDER PATROL ENFORCEMENT SERIES,1896-BORDER PATROL ENFORCEMENT SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1899,INVESTIGATION STUDENT TRAIEE,1899-INVESTIGATION STUDENT TRAINEE
1900,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1910,QUALITY ASSURANCE,1910-QUALITY ASSURANCE
1900,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1980,AGRICULTURAL COMMODITY GRADING,1980-AGRICULTURAL COMMOIDTY GRADING
1900,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1981,AGRICULTURAL COMMODITY AID,1981-AGRICULTURAL COMMODITY AID
1900,"QUALITY ASSRANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1999,QUALITY INSPECTION STUDENT TRAINEE,1999-QUALITY INSPECTION STUDENT TRAINEE
2000,SUPPLY GROUP,2000-SUPPLY GbROUP,2001,GENERAL SPUPLY,2001-GENERAL SUPPLY
2000,SUPPLY GROUP,2000-SUPPLY GROUP,-1292,SUPPLY PROGRAM MANAGEMENT,2003-SUPPLY PROGRAM MANAGEMENT
3326,SUPPLY GROUP,2000-SUPPLY GROUP,2005,SUPPLY CLERICAL AND TECHNICIAN,2005-SUPPLY CLERICAL AND TECHNICIAN
2000,SUPPLY GROUP,2000-SUPPLY GROUP,3394,INVENTORY MANAGEMENT,2010-INVENTORY MANAGEMETN
2000,SUPPLY GROUP,2000-SUPPLY GROUP,2030,DISTRIBUTION FACILITIES & STORAGE MANAGEMENT,2030-DISTRIBUTION FACILITIES & STORAGE MANAGEMENT
2000,SUPPLY GROUP,2000-SUPPLY GROUP,2032,PACKAGING,2032-PACKAGING
2000,SUPPLY GROUP,2000-SUPPLY GROUP,2091,SALES STORE CLERICAL,2091-SALES STORE CLERICAL
2000,SUPPLY GROUP,2000-SUPPLY GROUP,2099,SUPPLY STUDENT TRIANEE,2099-SUPPLY STUDENT TRAINEE
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2101,TRANSPORTATION SPECIALIST,2101-TRANSPORTATION SPECIALIST
2100,TRNASPORTATION GROUP,2100-TRANSPORTATION GROUP,2102,TRANSPORTATION CLERK AND ASSISTANT,2102-TRANSPORTATION CLERK AND ASSISTANT
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2110,TRANSPORTATION INDUSTRY ANALYSIS,2110-TRANSPORTATION INDUSTRY ANALYSIS
3846,TRANSPORbTATION GROUP,2100-TRANSPORTATION GROUP,2121,RAILROAD SAFETY,2121-RAILROAD SAFEYT
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2123,MOTOR CARRIER SAFETY,2123-MOTOR CARRIER SAFETY
2100,TRANSPORATION GROUP,2100-TRANSPORTATION GROUP,2125,HIGHWAY SAFETY,2125-HIGHWAY SAFETY
3825,TRANSPORTATION GROUP,2100-TRASPORTATION GROUP,2130,TRAFFIC MANAGEMENT,2130-TRAFFIC MANAGEMENT
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2131,FREIGHT RATE,2131-FREIGHT RATE
