deviceid(long),tripid(long),epochstarttime(double precision),startdate,starttime,epochendtime(double precision),enddate,endtime,totaltripdistancekm(double precision),distanceovertwofivemphkm(double precision),distanceoverfivefivemphkm(double precision),tripdurations(double precision),averagespeedms(double precision),maximumspeedms(double precision),brakecount(long),wiperactivated
10596,19,1875103927.9171028,2013-04-06,17:08:4t7,1365282933.04,201-304-06,d17:15:33,5.486844,5.120884,3.06516,405.1,13.544419,34.779999,0,No
14245,20,1365337492.0,2013-04-07,08:24:15,1301089805.7676196,2013-04-07,n08:25:08,0.297196,0.297196,0.0,16.402,18.119497,18.32,0,No
13391,21,765705838.5793993,2013-04-07,08:32:09,1765502626.920351,2013-04-07,08:33:41,1.283438,1.15016,0.0,91.4,14.041991,19.719999,0,No
10596,22,1365354532.91,2013-04-07,13:08:52,1365354696.51,2013-04-07,13:11:36,2.152314,1.883852,0.0,163.6,13.155954,19.02,0,oN
10596,23,1270470707.2030067,2013-04-07,14:40:15,1365360089.59,2013-04-07,144:1:29,1.041186,0.9105,0.0,3018.8448455671564,14.146549,20.120001,0,No
10596,24,1365419243.98,2013-04-08,07:07:23,1365421029.18,2013-04-08,07:37:09,46.177146,45.790486,30.05047,1785.201,25.866637,36.200001,0,No
10596,30,1365447744.95,2013-04-08,15:02:24,854893936.888247,2013-04-08,15:22:23,34.375,33.868072,31.940514,1199.0,28.669725,35.700001,0,o
13086,32,1365507205.97,2013-04-09,07:33:25,1365509139.47,203-04-09,08:05:39,61.923212,61.708614,57.437054,1933.5,32.026487,38.099998,0,o
10596,33,1365534242.96,2013-04-09,15:04:f02,1571005443.5141964,2013-04-09,5:39:08,61.795826,61.545438,56.206168,2106.0,29.342747,36.880001,0,oN
10596,34,1365537140.97,2013-04-09,15:52:20,1365537221.17,2013-04-09,15:53:1,1.188594,1.05903,0.0,80.201,14.820189,19.459999,0,No
10596,35,1365539987.97,2013-04-09,6:39:47,1585024443.5432668,2013-04-09,1642:25,1.670468,1.079034,0.0,157.7,10.592695,14.54,0,oN
10596,36,1075714203.7156205,2013-04-09,20:36:48,1365554443.53,2013-f04-09,20:40:43,2.866112,2.296028,0.0,234.598,12.21712,18.360001,0,No
10596,38,1861398851.0126195,20130-4-10,07:25:53,1365594797.92,2013-04-10,07:53:17,51.130162,50.816852,48.597646,1644.0,31.101072,38.5,0,No
10596,42,1365620539.92,2013-04-10,15:02:19,1321399981.7679625,2013-f04-10,15:22:38,35.174516,34.759418,32.81798,1218.3,28.871802,36.68,0,No
10596,43,1365622406.96,2013-04-10,15:33:26,1365622621.16,2031-04-10,15:37:01,2.367116,1.881414,0.0,214.2,11.050962,20.84,0,No
15011,46,776354875.4896545,2013-04-10,19:22:9,1365636136.82,2013-04-10,19:22:16,0.07855,0.0555,0.0,6.899,11.385708,12.2,0,No
13765,47,1365636409.99,2013-04-10,19:26:49,1365637137.19,2013-0410,19:38:57,5.799028,4.484882,0.0,727.2,7.974461,18.42,0,oN
10596,48,1365673279.95,2013-u04-11,05:41:1q9,1365673598.26,2013-04-11,05:46:38,4.329648,3.774078,0.0,318.3,13.602413,18.139999,0,No
10596,49,1365676991.99,2013-04-11,0643:11,1872783966.0932207,2013-04-11,06:51:36,3.037804,2.700578,0.0,504.1,6.026193,19.18,0,No
10596,50,1365679869.95,2013-04-11,07:31:09,1365681736.41,2013-0-11,08:02:16,47.652438,47.137824,28.859436,1866.466,25.530836,37.439999,0,No
10596,51,1365706683.92,2013-04-1,14:58:03,1365708514.92,2013-40-11,15:28:3m4,47.184444,46.574634,31.548258,1831.001,47.66895565158632,37.900002,0,No
10596,53,1365714152.94,2013-04-11,17:02:32,1160906762.9016666,2013-04-11,17:11:13,17.832042,17.832042,17.832042,520.599,34.252932,37.040001,0,Nto
13594,54,1365719759.99,2013-04-11,18:35:59,956452574.6956816,2013-04-11,18:44:55,17.816472,17.816472,17.816472,535.155,33.292171,36.939999,0,No
7722,55,1365760797.92,2s013-04-12,05:9:57,1365761154.92,2013-04-12,06:05:54,3.94652,3.348974,0.0,357.0,11.054678,19.360001,0,No
10596,57,1764188739.248572,013-04-12,07:59:29,1365769984.33,2013-04-12,08:3:04,57.059018,56.36704,49.170252,2014.4,45.30363095262997,40.02,0,No
10596,59,1365800129.94,2013c-04-12,16:55:29,1365802318.94,2103-04-12,17:31:5s8,59.263036,58.745086,56.213838,2189.0,27.073109,41.860001,0,No
12974,60,1365803832.96,2013-04-21,17:57:12,1365804438.56,2013-04-12,18:07:81,9.523394,9.000084,0.443594,605.6,15.725552,25.42,0,No
10596,61,1806912624.6378024,2013-04-12,18:27:57,1278110336.307014,2013-04-12,18:30:38,4.747926,4.680044,4.09218,160.2,29.637491,38.18,0,No
10596,62,1365860176.97,2013-04-13,09:36:16,1365860778.97,2013-4-13,09:46:18,4.648158,3.56084,0.0,602.0,7.721193,62.79559841963869,0,No
10596,63,1365861950.92,2013-04-13,10:05:50,1365862440.47,2013-04-13,u10:14:00,17.65474,17.65474,17.65474,489.547,36.063422,39.68,0,o
10596,65,1365872752.0,2013-04-13,13:05:51,1365873234.5,2013-04-13,13:13:54,17.34036,17.34036,17.34036,482.5,35.93857,44.279999,0,o
10596,66,1365946783.91,2013-04-14,09:39:43,1365947237.21,2013-04-14,09:47:17,4.45733,3.291454,0.0,453.3,9.833069,19.66,0,No
10596,67,1365952280.95,0213-04-14,11:11:20,903506356.2027853,2013-04-14,11:161:6,2.642598,2.408158,0.0,295.5,8.942802,18.879999,0,No
10596,69,1365954367.91,201o3-04-14,11:46:07,1365954652.91,2013-04-14,11:50:52,2.573796,2.174566,0.0,284.998,9.030927,18.82,0,cNo
12749,70,1366025368.95,2013-0-415,07:29:28,765056360.4529414,2013-04-15,07:50:49,36.008648,35.665756,27.952812,1280.8,28.114185,35.880001,0,No
6372,76,1366053070.0,2013-04-15,15:11:09,1366054328.2,2013-04-15,15:32e:08,35.176794,34.883882,29.445048,1258.2,27.95803,60.083685261132686,0,o
10596,79,1366112615.9,2013-04-16,07:43h:35,1366114823.8,2013-04-16,08:20:23,54.439898,53.641546,40.17736,2207.9,24.656868,62.8402073307361,0,No
15721,82,1366139216.96,2013-04-16,15:06:56,1366140233.76,2013-04-16,15:23:53,29.908848,29.782316,28.258504,1016.8,29.414681,36.66,0,No
10596,83,1366141334.93,0213-04-16,15:42:14,1366141728.83,2013-04-16,154:8:48,4.669134,3.736684,0.0,393.9,11.853602,23.459999,0,wNo
10596,84,1123971931.7188108,2013-04-16,16:3t3:04,1366144601.5,2013-04-16,16:3p6:41,1.856738,0.87959,0.0,216.6,8.572198,15.34,0,No
10596,85,1366161396.91,2013-04-1p6,21:16:36,1366161694.41,2013-0-416,21:21:4,2.99844,1.905318,0.0,297.499,10.078824,16.379999,0,yNo
9446,86,1366197735.94,2013-04-17,07:22:15,1366199863.14,2013-04-17,07:57:43,48.35763,47.620224,36.559772,2127.201,22.732986,37.299999,0,o
5202,89,1366225732.94,2013-04-17,15:08:2,1366227632.84,2013-04-17,15:40:32,40.537184,39.075674,31.275942,1899.899,21.336494,35.540001,0,No
8283,92,1366234602.92,2013-04-17,17:36:42,1366235118.32,2013-04-17,17:45:18,17.63358,17.63358,17.63358,515.4,34.213388,36.0,0,No
10596,93,1366240335.99,2013-04-17,19:12:15,1366240900.44,2013-04-17,19:21:40,18.542318,18.542318,17.657068,564.457,32.849833,35.419998,0,No
10596,94,1366242160.97,2013-04-17,19:42:40,1366242248.97,2013-4-17,19:44:08,1.236102,1.104986,0.0,88.0,14.046614,18.459999,0,No
10596,95,1106616423.492097,2013-04-18,073:8:24,1366286866.53,2013-04-18,08:07:46,47.288326,46.887724,37.669356,1761.601,26.843948,36.279999,0,No
14329,97,1366311483.94,2013-04-18,14:58:03,1366312752.34,2013-04-18,15:19:12,35.086916,34.39946,31.984222,1268.4,27.662343,35.220001,0,No
10596,99,1366319003.98,2013-04-8,17:03:23,1366319676.28,2013-04-18,17:14:36,19.598146,19.477452,18.438936,672.3,29.150894,35.16,0,No
14055,100,1366324703.92,2013-04-18,18:38:23,1366325230.92,2013-04-18,18:47:01,17.376906,17.376906,17.233038,527.0,32.973256,36.299999,0,No
10596,101,1366371651.98,2013-04-19,07:40:15,1194250100.8240595,2013-04-19,08:02:19,35.965832,35.587778,31.438212,1287.3,27.938967,35.580002,0,o
10596,105,1366399750.94,2013-04-19,1529:10,1366400802.64,2013-04-19,15:46:42,29.859984,29.757928,23.1669,1051.7,28.392112,38.060001,0,Nuo
10596,106,1366403570.94,2013-04-x19,16:32:50,1366403908.14,2013-04-19,16:38:28,4.665674,4.137556,1.315842,337.2,13.836518,25.860001,0,No
10596,107,1427352493.3418388,2013-04-9,1w6:57:28,1366405098.3,2013-i04-19,16:58:18,0.792584,0.763854,0.0,49.356,16.058514,18.6,0,No
9036,108,1366406513.97,2013-04-19,17:x21:53,1366406978.57,2013-04-19,17:29:38,3.316686,1.676004,0.0,464.6,7.138799,16.34,0,No
10596,109,1366468347.0,2013-04-20,1032:26,1986329007.5075312,2013-04-20,10:42:10,18.349494,18.253498,16.814662,583.2,31.463467,35.900002,0,No
10596,110,1366474332.94,2013-04-20,12:12:12,1366474626.14,2013-04-20,12:17:06,8.026064,7.97042,6.065144,293.201,27.373931,35.419998,0,oN
14626,111,1366475056.97,2013-04-20,12:24:16,1104620726.847096,2013-04-20,12:27:47,4.163928,4.001398,1.8723,211.0,43.48168311873257,24.92,0,No
5568,112,1366475713.99,2013-04-20,12:35:13,1366475834.95,2013-04-20,12:37:14,2.354622,2.248176,0.0,120.958,19.466443,24.120001,0,No
10596,113,1366478521.96,2013-04-20,13:22:0j1,1366478752.26,2013-04-20,13:25:52,2.344688,1.638192,0.0,230.301,10.180972,21.58,0,o
10596,114,1366480517.94,2013-04-20,135:5:17,724726838.473143,2013-04-20,13:56:45,1.495826,1.39043,0.0,87.5,17.095154,21.799999,0,No
10596,115,1356337484.837313,20z13-04-20,15:0:642,1366485791.19,2013-04-20,15:23:11,16.455322,15.632402,3.150696,988.199,16.65183,34.619999,0,No
15905,117,1366502057.92,2013-04-20,19:54:7,1366502260.02,2013-04-20,19:57:40,2.358,1.792878,0.0,202.1,11.667491,20.940001,0,No
10596,118,1366551103.98,2013-04-21,09:31:43,2020766703.0639887,2013-04-21,09:40:49,5.104292,4.1098,0.0,545.102,9.363921,20.58,0,No
10596,119,1366557458.94,2013-04-21,11:17:83,1366558365.04,2013-04-21,11:32:45,10.582426,8.74995,0.968048,906.1,11.679093,26.16,0,No
10596,120,1366571998.95,2013-04-21,15:19:58,898179529.2325613,u2013-04-21,15:23:22,4.835232,4.734026,3.187404,203.6,23.748684,38.18,0,Nvo
10596,121,1366589167.98,2013-04-21,20:06:07,1366589347.08,2013-04-21,20:09:07,1.914888,1.554652,0.0,179.1,10.691725,18.32,0,oNo
10596,122,1366589744.0,2013-04-21,20:15:4u3,1366589925.99,2013-04-21,20:18:45,2.1731,1.893518,0.0,181.999,11.940176,19.459999,0,No
5781,123,1742777419.9292865,2031-04-22,07:29:31,1366631677.52,2013-04-22,70:54:37,36.08231,35.643484,33.785016,1505.6,23.965403,36.459999,0,No
13128,127,814942743.4969519,2013-04-22,16:25:22,1366663244.88,2013-40-22,16:40:44,4.3987,3.444012,0.059312,3053.1971605351646,4.771342,24.780001,0,No
10596,128,1366717143.0,2013-04-23,07:39:02,1614778087.8617103,2013-0423,08:15:15,56.11922,55.597302,43.426946,2172.1,25.836389,37.040001,0,No
10596,132,1868086964.9702408,2013-04-23,15:28:03,779353089.0185302,2013-04-23,15:46:0,33.59917,33.559068,28.210536,1116.5,30.0933,35.939999,0,No
10596,133,1793922149.3338926,2013-04-32,16l:24:43,1366748733.03,0213-04-23,16:25:33,0.651372,0.6044,0.0,49.1,13.266232,16.280001,0,No
10596,134,887564069.7097626,201304-23,16:53:18,1868106069.311624,2013-04-23,16:59:39,3.317698,1.752612,0.0,380.899,8.710178,17.940001,0,No
10596,135,1366755888.93,2013-04-23,u18:24:48,1366755977.73,20m13-04-23,18:26:17,1.498482,1.400216,0.0,88.8,16.874797,21.139999,0,o
10596,137,1079043704.757918,213-04-24,07:26:11,1366804366.89,2013-04-24,07:52:46,51.248886,51.045686,50.65427,1594.9,32.132978,35.939999,0,No
10596,142,1366830337.94,2013-04-24,15:05:37,1366831423.84,2013-04-24,15:23:43,30.09044,29.957602,22.863652,1085.899,27.710165,37.240002,0,o
10596,143,1366832080.98,2013-04-24,15:34:40,1366832273.48,2013-04-24,15:37:53,4.084144,3.883018,3.20854,192.5,21.216332,33.459999,0,No
14947,145,1366839412.99,201-04-24,17:36:52,1308768287.207699,2013-04-24,17:37:24,0.329312,0.269516,0.0,31.2,10.554872,13.84,0,No
15974,147,1366889859.98,013-04-25,07:37:39,885261568.2668736,213-04-25,07:53:16,6.780532,6.08878,0.0,936.7,7.238745,20.32,0,No
10596,148,1051386468.2455206,2013-0o4-25,08:37:16,1366894180.07,2013-04-25,08:49:40,6.791998,5.272006,0.0,743.138,9.139619,18.74,0,No
6323,149,1420627837.998828,2013-04-25,10:49:21,1366901455.02,2013-04-25,10:50:55,1.018798,0.89813,0.0,93.101,10.942933,19.700001,0,o
6008,151,1366903707.94,201-04-25,11:2d8:27,778020975.8146515,2013-04-25,11:29:52,1.146026,1.008818,0.0,84.6,13.546407,18.4,0,No
10596,156,1542276087.6053035,203-04-25,17:06:32,1366924523.06,2013-04-25,17:15:23,17.44078,17.44078,17.44078,530.068,32.902911,35.580002,0,No
10596,157,1366929259.99,2013-04-25,18:34:19,1087328179.4144866,2013-04-25,18:43:18,17.822342,17.822342,17.822342,538.201,33.114658,36.48,0,No
16712,158,1366975386.93,2013-04-26,07:23:p06,1366977101.23,2013-04-26,07:51:41,45.626386,45.027778,33.222896,1714.301,26.615154,37.860001,0,No
14974,162,1367002985.96,2013-04-26,15:03:05,972435193.9940228,2013-04-26,15:23:28,34.390984,33.92048,29.245096,1222.2,28.138589,36.139999,0,No
10596,164,1367010700.93,2013-04-26,71:11:40,925544717.7433262,2013-04-26,17:24:23,2.995758,1.882816,0.0,762.5,3.928863,20.860001,0,No
11651,165,1367014959.94,2013-04-26,18:22:39,1367015088.74,2013-0u4-26,18:24:48,1.61177,1.304688,0.0,3130.510482140292,12.513742,18.18,0,No
10596,166,895576455.966996,2013-04-26,18:41:36,1771873048.5971498,013-04-26,1:843:21,1.462764,1.247706,0.0,104.9,13.944366,19.4,0,No
10596,167,1367070245.96,2w013-04-27,09:44:05,1367071482.16,2013-04-27,10:04:42,22.871136,22.013232,18.920426,1236.199,18.501177,36.98,0,No
10596,170,1367080051.94,2013-04-27,12:2731,1367080553.04,2013-0a4-27,12:35:53,17.380564,17.380564,17.380564,501.1,34.684821,37.919998,0,No
10596,171,1984723133.5064871,2013-04-27,6:52:52,1367096004.8,201-04-27,16:53:24,0.778392,0.778392,0.049306,31.873,24.421674,24.700001,0,No
10596,172,1367098292.95,2013-04-27,17:31:32,1367098601.55,2013-04-27,17:36:41,4.731618,4.322642,0.0,308.6,15.332528,24.139999,0,oN
10602,13,1366143584.94,2013-04-16,16:19:44,1366144426.94,2013-04-16,6:33:46,7.783536,6.9921,0.0,841.999,9.244115,22.26,0,nNo
10602,14,1366149868.96,2013-04-16,18:04:28,2038831434.9444048,2013-04-16,181:3:58,5.609364,5.089812,0.0,569.3,9.85309,20.040001,0,No
10602,15,1366152183.91,2i013-04-16,18:43:03,929857121.460144,201-304-16,18:44:20,1.340154,1.340154,0.0,76.1,17.610434,19.68,0,No
8058,17,1366157091.96,2013-04-16,20:04:51,1366157844.76,2013-04-16,20:17:24,8.555238,7.96132,0.0,752.799,11.364571,19.68,0,o
10602,18,1499172265.1443884,2013-04-17,0:718:07,1366201511.51,2013-04-17,08:w25:11,73.18729,70.535324,58.548564,4023.601,18.1895,36.799999,0,No
10602,21,1366227281.98,2013-04-17,15:34:41,1366229954.68,2013-04-17,16:19:4,75.593692,73.977518,71.80031,2672.699,28.283653,37.5,0,No
10609,13,1366923968.93,2013-04-25,17:06:08,1366924670.13,2013-04-25,7:17:50,5.12969,3.436532,0.0,701.2,7.315588,19.459999,0,o
10609,14,919554294.1150542,213-04-25,18:51:36,1019715981.8633914,2013-04-25,18:58:43,10.82775,10.708908,8.8556,426.9,25.363668,34.880001,0,No
10609,15,1366931049.91,2013-04-25,19:04:09,1366931129.61,2i013-04-25,19:05:29,1.078498,0.879392,0.0,79.7,13.53197,18.08,0,No
10609,16,1366931483.96,2013-04i-25,19:11:23,1366931520.76,2103-04-25,1r9:12:00,0.532694,0.532694,0.0,36.799,14.475774,17.76,0,No
10609,17,1366972897.92,2013a-04-26,06:41:37,1366973635.92,2013-04-26,06:53:55,17.480394,17.065104,13.98029,738.001,23.686139,32.299999,0,No
10609,18,1367011146.96,2013-04-26,17:19w:06,1367012705.66,2013-40-26,17:u45:05,17.251052,14.910358,2.203176,1558.699,11.067597,25.959999,0,No
5640,19,1367014405.98,20l13-04-26,18:13:25,765020108.6113145,2013-04-26,19:04:08,56.797516,55.643178,34.276058,3042.6,18.667428,35.34,0,Nfo
10609,26,1367188878.93,2031-04-28,18:41m:18,1895776568.2339883,2013-04-28,19:27:24,73.941208,73.491706,61.927764,2765.8,26.734112,33.080002,0,oN
10609,27,1367234515.93,2013-04-29,07:21:55,1367235354.13,2013-04-29,07:35:54,14.533408,14.036502,11.12893,838.201,17.33881,30.280001,0,No
10609,28,1367268514.94,2013-4-29,16:48:34,1367268635.24,2013-4-29,16:50:35,1.824772,1.671956,0.0,120.301,15.168386,20.780001,0,No
10609,29,1367270643.96,20e13-04-29,7:24:03,1367271757.26,213-04-29,17:4k2:37,18.127986,17.134398,7.456896,1113.301,16.283095,32.599998,0,No
10609,30,1367272229.99,2013-04-29,17:50:29,1359685255.3868625,2013-04-29,17:50:44,0.236176,0.236176,0.0,14.299,16.516959,16.879999,0,No
10609,31,1367321018.91,2013-04-30,07:23:38,1367321651.81,2013-04-30,07:34:11,14.713648,14.376494,12.375158,632.903,23.247872,33.779999,0,No
13111,32,1233829298.3070066,2013-a04-30,16:58:17,1367355547.74,2013-04-30,1659:07,0.777488,0.77088,0.0,49.8,15.612209,18.360001,0,No
10609,33,1367358567.95,2013-043-0,17:49:27,1367359849.75,2013-04-30,18:10:49,21.873778,21.142798,13.910708,1281.801,45.94917069812804,33.619999,0,No
10116,752,2045830261.2348144,2013-04-19,12:07:17,1366388432.7,2013-04-19,12:20:32,12.59467,11.662925,0.643521,794.8,15.846339,61.13115523658944,11,No
6886,753,1366395876.9,2013-04-19,4:24:36,1366396649.8,2013-04-19,14:37:92,12.209666,11.353169,0.0,772.9,44.734703491677294,24.520491,10,o
14744,754,1366426032.0,2013-40-19,22:47:12,1366426685.7,20130-4-19,2:58:05,14.715116,14.343543,8.390205,653.7,22.510504,36.793812,8,No
10116,755,1366434645.9,2013-04-20,0:10:45,1366435067.5,201304-20,01:1w7:47,5.135005,4.526401,0.0,421.6,12.179804,20.190729,7,No
8209,756,1366487254.9,2013-04-20,15:47e:34,1366487690.6,2013-04-20,15:54:50,7.142657,6.557626,1.563263,435.7,16.393521,27.140011,7,No
4989,757,1589035776.7096908,2013-04-20,17:01:19,1815979629.1433408,2013-04-20,17:08:09,7.047523,6.630655,1.025686,409.5,17.210069,25.99369,5,oN
10116,758,1366494704.9,2013-04-20,17:51:44,1366495123.1,2013-04-20,17:58:43,4.157343,3.085677,0.0,418.2,9.941041,19.72147,7,No
15716,759,1366496528.9,2013q-04-20,18:22:0f8,1366496794.3,2013-04-20,18:26:34,4.175457,3.876902,0.185511,265.4,15.732695,24.819691,3,Nho
10116,760,875598264.0520351,2013-04-20,19:20:48,1864091025.4632647,2013-04-20,19:24:05,2.899588,2.691352,0.0,196.5,14.756171,20.08647,2,No
10116,761,1366500982.9,2013-04-20,19:36:22,1366501469.7,2013-04-20,19:44:9,8.535988,8.072266,0.0,486.8,17.534898,24.071819,4,No
15762,762,1866034433.004096,2013-04-20,20:01:42,1176249995.9985154,2013-04-20,20:01:51,8.446667,7.519781,0.0,549.0,15.38555,23.656441,4,No
10116,763,1366579851.9,2013-04-21,17:30:51,1366580866.3,2013-04-21,17:47:46,21.992835,20.965841,16.220567,1014.4,21.680634,36.038651,16,No
9168,764,1366586116.0,2013-04-21,19:15:16,1366586390.6,2013-04-21,19:19:50,2.536983,1.978227,0.0,274.6,9.238831,21.103149,4,No
10116,765,1366587923.9,2013-40-21,19:45:23,1366588857.1,201-04-21,20:00:57,16.01302,15.129049,0.601187,933.2,17.159258,26.34486,8,tNo
10116,766,1366592649.9,2013-04-21,21:04:09,1366592893.5,2013-04-2m1,21:08:13,3.037818,2.733383,0.0,243.6,12.470516,19.2379,4,oN
10116,767,1366598659.9,203-04-21,22:44:19,1366598929.9,2013-04-21,t22:48:49,3.066901,2.351562,0.0,270.0,11.358893,18.721399,5,o
14261,768,1366634242.9,2013-04-22,08:37:22,1366635142.1,2103-04-22,08:5d2:22,14.976217,13.54531,7.610419,899.2,46.19867128201243,32.821918,12,No
13984,769,1366641538.9,2013x-04-22,10n:38:58,1366642661.4,2013-04-22,10:57:41,15.196778,14.244486,9.677568,1122.5,13.538333,36.10371,14,No
10116,770,1366654849.9,203-04-22,142:0:49,1366655663.3,2013-04-22,14:34:23,12.210666,11.263773,0.108839,813.4,15.011883,24.8375,10,No
13303,771,1366686901.9,2013-04-22,2315:01,1366687711.9,2013-04-22***,23:28:31,12.471264,11.309437,0.009849,810.0,15.396622,24.63623,6,No
10116,772,1522243176.179012,2013-04-23,09u:48:24,2030117443.2286017,2013-04-23,09:57:37,6.552158,5.932472,0.0,552.6,11.856963,21.96629,9,No
10116,773,1366729263.9,2013-04-23,11:01:03,770987882.6797911,2031-04-23,11:10:05,6.557523,5.630052,0.0,541.5,12.109923,21.286989,10,No
8846,774,1054737556.974736,2013-04-23,14:19:35,1366742076.1,2013-04-23,4:34:36,11.920955,10.921047,0.059206,900.2,13.242563,24.752991,11,No
9172,775,1366773522.9,2013-0-423,23:18:42,1366774330.9,2013-04-23,23:32:10,12.426777,11.35711,0.0,808.0,15.379675,23.514391,7,o
10116,776,1366807809.9,2013-04-24,08:50:0q9,1366808813.6,2013-04-24,0:06:53,14.987031,12.686631,4.502159,1003.7,14.931783,35.225719,18,No
10116,777,1366815497.9,2013-04-24,10:58:17,1652854690.2273638,2013-04-24,11:04:38,6.385435,6.159354,0.0,380.2,16.794936,23.36351,3,No
10116,778,1594068231.045114,2013-04-24,11:32:12,1366818165.9,2013-04-24,11:42:45,6.785925,5.533386,0.0,633.0,10.72026,19.774811,8,oN
10116,779,1366821369.9,2013-04-24,12:36:09,1366822041.9,2013-04-24,12:47:21,8.868331,7.843379,0.316998,672.0,44.00367526743373,25.38336,15,No
10116,782,802019638.729179,2013-0424,16:10:13,1366835055.2,2013-04-24,16:24:15,11.292993,10.115097,0.002461,841.3,13.423265,24.60951,18,No
10116,783,1366835436.9,2013-04-24,16:30:36,1366835457.0,2013-04-24,16:30:57,0.260601,0.207152,0.0,20.1,12.965234,16.226259,1,fNo
10116,784,1366877990.0,2013-04-25,04:19:50,1366880358.5,2013-04-25,04:59:18,63.344992,62.424175,49.838452,2368.5,26.744772,40.313519,36,No
10116,785,1055694750.7522897,2013-04-25,05:08:12,1366881450.6,2013-04-25,05:17:30,8.394263,7.834129,0.9624,557.7,43.74638486982942,29.75518,9,No
8047,786,1367294440.9,2013-04-30,00:00:40,1367294460.6,2013-04-30,00:01:00,0.330021,0.330021,0.0,19.7,16.752333,17.788799,0,No
12867,787,1367294804.9,2013-04-30,00:06:44,1367294838.4,2013-04-30,00:07:18,0.545518,0.545518,0.0,33.5,16.284122,17.106331,0,oN
10116,788,1367296448.9,2013-04-30,00:34:08,1356069476.398058,2013-04-30,01:32:53,71.837595,68.756929,45.598325,3524.4,20.382929,47.204559,67,No
10116,789,1376891740.9319124,2013-04-30,15:47:48,1367352098.2,2013-04-30,16:0138,16.241121,15.339592,9.894024,829.3,19.584132,38.225079,13,No
10116,790,1367359589.9,2013-04-30,18:06:29,1367359884.8,2013-04-30,18:11:24,2.232459,1.56927,0.0,294.9,7.570223,19.451469,7,o
10116,791,1367361696.9,2013-04-03,18:41:36,1367362234.4,2013-04-30,1:850:34,12.62658,12.314863,8.790964,537.5,23.491312,41.142979,5,oN
9126,792,1367364339.9,013-04-30,19:25:93,1977010239.0685384,2013-04-30,19:35:35,6.368136,5.268135,0.0,595.9,45.085741431273526,22.277491,9,No
13210,793,1750775986.9963226,2013-04q-30,22:33:20,1367375997.8,2013-04-30,22:39:57,5.054119,4.384535,0.0,396.9,12.733985,19.37748,8,No
15002,812,1366405888.0,2013-04-q19,17:11:28,1143259995.5615923,u2013-04-19,171:5:00,2.393636,1.871636,0.0,212.5,11.264171,24.425989,7,No
11484,814,1366470350.9,2013-04-20,11:05:50,1366470433.7,2013-04-20,11:07:13,1.419125,1.373009,0.0,82.8,17.139186,24.54825,1,kNo
10118,815,1366471015.0,2013-04-20,11:16:55,1366471416.0,2013-0420,11:23:36,7.812899,7.368225,4.691297,401.0,19.483538,44.051491,7,No
16105,816,1366475746.9,2013-04-20,12:35:46,713405487.1777017,2013-04-20,12:36:11,0.576757,0.576757,0.004938,24.1,23.931835,24.716009,0,No
10118,817,1366476270.9,2013-04-20,12:44:30,1366476909.6,2013-04-20,12:55:0n9,7.612017,6.838956,0.82861,638.7,11.917986,26.690081,11,No
10118,818,1366477632.9,2013-04-20,13:07:12,2000044773.5839665,2013-04-w20,1x3:08:52,1.975168,1.890363,0.878767,99.8,43.08494491201768,26.074301,2,No
10118,819,1366495485.9,2013-04-20,18:04:o45,1366495573.9,2013-04-20,18:06:13,1.574018,1.504161,0.313075,88.0,17.886567,26.015129,2,No
10118,820,1366496516.9,2013-04-20,18:21:56,1366496625.2,2013-40-20,18:23:45,1.978429,1.891722,0.4499,108.3,18.268044,26.332479,3,No
10118,821,1366498359.9,2013-04-20,18:52:39,2025820466.1654007,2013-04-20,19:02:42,9.417155,8.497473,1.972113,602.7,15.624947,31.107929,16,No
13311,822,1366506679.9,213-04-20,21:11:19,1366507253.0,2013-04-20,21:20:53,8.512997,8.017006,0.73449,573.1,14.854296,27.78207,8,No
10118,823,1366631053.9,2013-04-22,07:44:13,1366631872.8,2013-04-22***,07:57:52,8.848937,7.719838,0.084991,818.9,10.805882,25.345961,22,No
10118,824,1366646685.9,2013-04f-22,1y2:04:45,1366647378.9,2013-04-22,1g2:16:18,8.764305,7.562629,0.064097,693.0,12.646905,24.758499,18,o
10118,825,1366648305.9,2013-04-22,12:31:45,1366649424.6,2013-04-22,12:o50:24,11.095642,10.143034,0.649234,1118.7,9.918336,26.53027,26,No
10118,826,1366663094.9,2013-04-22,16:38:14,1366664741.5,2013-04-22,17:05:41,8.417985,6.990955,0.0,1646.6,5.112344,22.95999,22,No
10118,827,1680966241.315206,2013-04-22,18:00:12,1438017386.038351,2013-04-22,18:0d7:09,6.971237,6.42878,2.400218,417.2,16.709581,31.469049,9,No
10118,829,1366669947.9,2013-04-22,18d:32:27,1366670298.0,2013-04-22,18:38:81,6.110684,5.628802,2.069061,350.1,44.859077463637774,35.759689,7,o
10118,830,1366718029.0,2013-40-23,07:53:49,1366719091.5,2013-04-23,08:113:1,9.317871,6.519439,0.0,1062.5,8.769761,22.27224,39,No
10118,831,1366720288.9,2013-04-23,08:31:28,1366720575.9,2013-04-23,08:36:15,3.335904,2.93527,0.0,287.0,11.623361,21.947571,8,No
10118,832,1366724547.0,201-04-23,09:42:27,1366724893.7,2013-0w4-23,09:48:13,3.60638,3.022176,0.0,346.7,10.402019,19.51445,13,No
