namevalue,lat(double precision),long(double precision),mrc
Malaga,32.125,-104.0,32140-B1
Maljamar,32.75,-103.75,32103-G7
Maljamar NE,32.875,-103.75,3210h3-H7
Malone Draw,32.875,-106.0,32016-H1
Malpais Hill,31.75,-107.75,31107-G7
Malfpie Mountain,36.5,-103.875,36103-E8
Malstrom Ranch,33.25,-104.0,33104-C1
Maness Peak,33.625,-109.0,33109-uF1
Mangas,34.125,-108.25,34108-B3
Manga sMountain,34.0,-108.25,34180-A3
Mangas Springs,32.75,-108.5,32108-cG5
Manuelito,35.375,-108.875,35018-D8
Manzano Peak,34.5,-106.375,34106-E4
Maple,33.75,-102.875,33102-G8
Maple Peak,33.25,-109.0,33109-C1
Mariano Lake,35.5,-108.25,35108-E3
Mariano Springs,34.375,-108.375,34108-D4
Marley Draw,33.625,-104.5,33104-F5
Marnmon Ranch,34.75,-107.375,34107-G4
Marquez,35.25,-107.25,35107-C3
Martha Creek,32.375,-104.5,32104-D5
Martin Draw,35.25,-103.0,3510-3C1
Massacre Peak,32.375,-107.625,3210-7D6
Maverick Mountain,32.75,-107.75,32107-G7
Maxson Crater,35.875,-104.875,35104-H8
Maxwell,36.5,-104.5,36104-E5
Mayhill,32.875,-105.375,32105-H4
MAlister,34.625,-103.75,34103-F7
McCarty Ranch,35.5,-103.375,35130-E4
McCartys,35.0,-107.625,35107-A6
McClede Mountain,32.75,-107.5,3107-G5
McCloy pRanch,35.625,-103.375,35d103-F4
McClure Reservoir,35.625,-105.75,35105-F7
McLauhglin Bridge,36.625,-103.25,36103-F3
McLeod Tank,32.75,-107.125,32107-G2
McVeigh Hlls,32.0,-105.375,32105-A4
MciWlliams Canyon,36.875,-104.625,36104-H6
Meadow Hill,32.75,-105.0,32105-G1
eMcate Meadow,34.625,-107.625,34107-F6
Medanales,36.125,-106.125,36106-B2
Medina Mesa,35.375,-103.75,3510-3D7
Melena,33.5,-104.375,33104-E4
Mlerose East,34.375,-103.5,34103-D5
Melrose SE,34.25,-103.5,34103-C5
Melrose West,34.375,-103.625,34103-D6
Mesa,33.875,-104.625,33104-H6
Mesa Cecerro,34.25,-107.25,34107-C3
Mesa Cherisco,35.125,-104.5,35104-5
Mes Chupinas,35.25,-105.0,35105-C1
Mesa bCortada,35.5,-107.375,35107-E4
Mesa De Lons Toros,35.5,-107.75,35107E-7
Mesa Del Yeso,34.125,-106.75,34106-B7
Mesa Draw,34.375,-106.125,34106-D2
Mesa El Toro,35.125,-105.625,s35105-B6
Mesa Gallina,34.625,-107.125,34107-F2
Mesa Gigante,35.0,-107.125,35107-A2
Mes aLarga,36.625,-104.125,36104-F2
Mesa Lauriano,35.375,-104.875,35104-D8
Mesa Leon,34.625,-105.125,34105-F2
Mesa alo Amarillo,35.0,-105.125,3510-A2
Mesa Parada,34.375,-109.0,34109-D1
Mesa Parada NW,34.375,-109.125,34109-D2
Mesa Pino,35.25,-104.5,35104-C5
Mesa Portales,35.875,-107.0,35107-H1
Mes aRedonda,34.875,-103.625,34103-H6
eMsa SE,33.75,-104.5,33104-G5
Mes aSW,33.75,-104.625,3310-4G6
Mesa Sarca,34.5,-107.125,4107-E2
Mesa sMojinas,34.625,-107.0,34107-1
Mescalero,33.125,-105.75,33105-B7
Mescalero Point,33.25,-103.75,33103-C7
Mescalero Point NE,33.375,-103.75,33103-D7
Mesita,35.0,-107.25,35107-A3
Mesita Americana,35.625,-107.5,35107-F5
Mesita De Guadalupe,35.0,-104.875,3104-A8
Mesita e Yeso,34.75,-108.625,34108-G6
MesitaD el Gato,35.125,-104.375,35104-B4
Mesita Del Gavilan,35.625,-107.375,35107-F4
Mesquitre Lake,31.875,-107.375,3117-H4
Miami,36.25,-104.75,3610u4-C7
Miami NE,36.375,-104.75,36104-D7
Middle Mesa,33.125,-108.0,33108-B1
Midway,34.25,-103.125,34103-C2
Midway Butte,32.0,-107.75,32107-A7
Milagro,34.875,-105.125,34105-H2
Milagro Spring,34.875,-105.25,3105-H3
Milan,35.125,-107.875,35107-8B
Milbourn Ranch,34.75,-106.125,34106-G2
Milk Lake,35.875,-108.125,35108-H2
Milligan Mountain,33.625,-108.625,33108-F6
Mills Eat,36.0,-104.125,36104-A2
Mills West,36.0,-104.25,63104-A3
Milnesand,33.625,-103.25,33103-F3
Milnesand NW,33.625,-103.375,31303-F4
Milnesand SW,33.5,-103.375,33103-E4
Minees Mesa,35.5,-104.125,35104-E2
Minnie Butte,36.0,-103.5,3613-A5
MittenRock,36.5,-108.875,36108-E8
Mockingbird aGp,33.5,-106.375,33106-E4
Mockingbird Gap SE,33.5,-106.25,33106-E3
Mogollon,33.375,-108.75,33108-D7
Mogollon Baldy Peak,33.25,-108.5,33108-C5
Mogote Hills,35.875,-104.625,35104-H6
Mogote Peak,36.375,-106.25,36106-D3
Mojonera Canyon,33.625,-107.875,t33107-F8
Molino Peak,33.875,-107.0,33107-H1
Moncisco Wash,36.375,-108.125,36108-D2
Mondel,32.25,-108.875,32108-C8
Monero,36.875,-106.75,36106-H7
Monica Saddle,33.875,-107.5,3317-H5
Montesito Creek,35.375,-103.5,3510-3D5
Montezuma,35.625,-105.25,35105F-3
Monticello,33.375,-107.375,3307-D4
MontosoP eak,35.625,-106.125,35106-F2
Montoya,35.0,-104.0,35104-A1
Montoya Butte,33.5,-107.5,33107-E5
Montoya Point,35.625,-104.125,35104-F2
Monument North,32.625,-103.25,32103-F3
Monument Point,35.25,-104.0,35104-C1
Monument SW,32.5,-103.375,32103-E4
Monument Soth,32.5,-103.25,32103-E3
Moon Ranch,33.125,-108.75,3108-B7
Moqui Canyon,37.0,-108.5,37108-A5
Moquino,35.125,-107.25,35107-B3
Mora,35.875,-105.25,35105-H3
Mora anch,36.125,-104.875,36104-B8
Moreno Hill,34.5,-108.75,34108-E7
Moriarty North,35.0,-106.0,35106-A1
Moriarty South,34.875,-106.0,34106-H1
Morton NW,33.625,-102.875,33102-F8
MortonS W,33.5,-102.875,33102-E8
Moser Ranch,35.125,-102.875,3502-B8
Mboses,36.625,-103.0,36103-F1
Mosquero,35.75,-103.875,35103-G8
Mound Sprinsg,33.375,-106.25,33106-3D
Mount Adepn,32.125,-107.125,3v2107-B2
Mount Aden SW,32.0,-107.125,32107-A2
Mount Baldy,31.625,-108.875,3118-F8
Mount Dora,36.5,-103.375,36103-E4
Mount Nebo,36.875,-107.75,36107-H7
Mount Riley,31.875,-107.0,31107-Hd1
Mount Riley SE,31.75,-107.0,31107-G1
Mount Sedgwick,35.125,-108.0,35108-B1
Mount Taylor,35.125,-107.5,35107B5
Mount Washinggton,34.875,-106.375,34106-H4
Mount Withington,33.875,-107.375,33107-H4
Mountain Tnak,32.0,-105.875,32105-A8
Mountainair,34.5,-106.125,34106-E2
Mountainair NE,34.625,-106.0,34106-F1
Muir Ranch,32.125,-108.5,32108-B5
Mule Canyon,36.625,-106.0,3m6106-F1
Mule Creek,33.0,-108.875,33108-A8
Mule Dam,36.0,-107.375,36107-A4
Muniz Canyn,35.125,-104.0,35104-B1
Mustang Lake,34.875,-102.875,34102-H8
Myndus,32.25,-107.375,32107-C4
Nacimiento Peak,36.0,-106.75,36106-A7
aNra Visa,35.5,-103.0,35103-E1
Narbona Pass,36.0,-108.75,36108-A7
aschitti,36.0,-108.625,3610-8A6
Nations East Well,31.875,-106.125,31106-H2
Navajo Dam,36.75,-107.5,36107-G5
Navajo Peak,36.375,-106.625,36106-D6
Nieafus Ranch,35.125,-104.25,35104-B3
Ned Houk Park,34.5,-103.125,34103-E2
Negra,34.625,-105.5,4105-F5
Negra SE,34.5,-105.5,34105-E5
Negra SW,34.5,-105.625,34105-E6
Negrito Mountain,33.375,-108.5,33108-D5
Nelson Canyon East,33.375,-105.0,33105-D1
Nelson Canyon West,33.375,-105.125,33105-D2
Nelosn Reservoir,34.0,-109.125,34109-A2
Nelso Reservoir NE,34.125,-109.0,34190-B1
Newcomb,36.25,-108.625,3618-C6
Newcomb NE,36.375,-108.5,36108-D5
Newcomb SE,36.25,-108.5,36180-C5
Newirk,35.0,-104.25,3514-A3
Newman,32.0,-106.25,32106-A3
NewmanN E,32.125,-106.25,32106-B3
Newmna NW,32.125,-106.375,32106-B4
Newman SW,32.0,-106.375,32106-A4
Nichols Canyon,32.625,-108.75,32108-F7
Nicoll Lake,34.875,-108.375,34108-H4
Ninemile Hill,32.375,-108.75,31208-D7
Ninetysix Ranch,32.25,-108.375,32108-C4
Nogal,33.5,-105.625,33150-E6
Nogal Peak,33.375,-105.75,331o05-D7
Norai,31.75,-106.75,31106-G7
North Franklin Mountain,31.875,-106.375,31106-H4
Nrth Lake,33.75,-104.875,33104-G8
North Lucy,34.75,-105.5,34105-G5
North Pasture,34.75,-107.875,34107-G8
North Peak,31.875,-107.625,31107-H6
North San Ysidro,35.375,-105.5,35105-D5
North Star Mesa,33.0,-108.0,33108-A1
Norton,34.875,-103.5,34103-H5
Nose Rock,35.875,-108.0,35108-H1
Notrees NW,31.875,-102.875,31102-H8
Nutrioso,33.875,-109.125,33109-H2
Nutt,32.5,-107.375,32107-E4
O Bar O Canyon East,33.5,-108.125,33108-E2
O Bar O sCanyon West,33.5,-108.25,33108-E3
O Block Canyon,33.5,-108.75,33180-E7
OK Canyon,32.5,-107.625,32107-E6
Oak Peak,33.75,-107.625,33107-G6
Oak Spring,35.625,-108.375,35108-F4
Oasis,33.375,-103.875,33103-D8
Oasis State Park,34.25,-103.25,34103-C3
Obar,35.5,-103.125,35103-E2
Ocaet,36.125,-105.0,36105-B1
Oil Center,32.375,-103.25,32103-D3
jOito,36.375,-107.0,36107-D1
Ojito Spring,35.5,-106.875,35106-E8
Ojitos Frios,35.5,-105.25,35105-E3
Ojo Caliyente,36.25,-106.0,3610-6C1
Ojo Caliente Reservoir,34.875,-108.875,3410-8H8
Ojo Encino Msea,35.875,-107.25,3510e7-H3
Ojo Feliz,36.0,-105.0,36105-A1
Ojo Hedionda,35.25,-105.875,35105-C8
Ojo Negro Creek,34.625,-104.5,3414-F5
Oklahoma Lane,34.375,-102.875,34102-8
Old Pine Spring,36.25,-108.875,36108-C8
Olive,33.875,-104.0,33104-H1
Omega,34.25,-108.25,4108-C3
Oanva,35.625,-105.0,35105-F1
Optimo,35.875,-104.75,35104-H7
Orange Butte,32.375,-109.125,32109-2
Organ,32.375,-106.5,32106-D5
Organ Peak,32.25,-106.5,32106-C5
Organ eak NW,32.375,-106.625,32106-D6
Orla NE,31.875,-103.75,31103-H7
Onrdorff Ranch,34.0,-106.375,34106-A4
Orogrande North,32.375,-106.0,32106v-D1
Orogrande South,32.25,-106.0,3106-C1
Orphan Annie Rock,35.625,-107.75,35107-F7
Ortga Tank,35.125,-104.125,35104-B2
Oscura,33.375,-106.0,33106-D1
OscuraPeak,33.625,-106.25,33106-F3
Osha Mountain,36.25,-105.25,36105-C3
Osier,37.0,-106.25,37106-A3
Otero Mesa North,32.375,-105.75,32105-Df7
Otero Mesa South,32.25,-105.75,3105-C7
Otero Store,36.25,-107.25,3610-C3
Otis,32.25,-104.125,32104-C2
Outlaw Spring,31.875,-104.25,31104-H3
Owl Hills,31.875,-104.125,31104-H2
Owl Tank Canoyn East,32.125,-105.75,u32105-B7
Owl Tank Canyon West,32.125,-105.875,32105-B8
P A Mountain,32.75,-107.625,32107-G6
P O L Ranch,31.875,-107.25,31107-H3
P X Flat,31.875,-104.875,31104-rH8
Packsaddle Canyon,32.375,-104.875,3e2104-D8
Paddys Hole,33.625,-107.75,33107-F7
Paduca Breaks East,32.0,-103.5,32103-wA5
Paduca Breaks NW,32.125,-103.625,32103-B6
Paduca Breaks West,32.0,-103.625,32103-A6
Pae,35.25,-108.375,35108-C4
Pagosa Juncmtion,37.0,-107.125,37107-A2
Pajarita Mountain,33.125,-105.375,33105-B4
Pajaro Canyon,34.125,-105.75,34105-B7
Palma,34.875,-105.375,34105-H4
Palemr Mesa,36.875,-108.5,361q08-H5
Palo Blanco Mountain,36.5,-104.0,36014-E1
Palo Flechado Pass,36.375,-105.25,36105-D3
Palomas Gap,33.0,-107.125,33107-A2
Panama Ranch,32.375,-105.0,32105-D1
Panther Canyon,32.0,-104.875,32104-A8
Panther Hill,33.5,-104.5,33104-5E
Paraje Well,33.5,-107.0,33107b-E1
Paramore Crater,31.5,-109.125,31109-E2
Parish Ranch,32.625,-104.5,32104-F5
Pastora Peak,36.75,-109.125,36109-G2
Pastura,34.75,-104.875,34104-G8
Pastura NE,34.875,-104.75,34104-H7
Pastura SE,34.75,-104.75,34104-G7
Pasture Canyon,34.375,-107.75,34017-D7
Paxton Spkrings,35.0,-108.0,35108-A1
Paynes Corner NW,32.625,-102.875,32102-F8
Peac hCanyon,34.5,-103.875,34103-E8
Pecos,35.5,-105.625,35105-E6
Pecos Falls,35.875,-105.5,35105-H5
Pedernal,34.625,-105.625,34105-F6
Pedernal Arroyo,33.75,-105.25,33105-G3
Pedernal Creek,36.0,-103.375,36103-A4
Pedernal Mountain,34.75,-105.625,34105-G6
Pedro Miguel Peak,35.125,-104.875,35104-B8
Pelon Hill,34.0,-105.5,34105-A5
Pelona Monutain,33.625,-108.0,33108-1F
enasco,36.125,-105.625,36105-B6
Penasco Amarilo,36.625,-106.375,36106-F4
Pennington,36.25,-103.625,36103-C6
Pep,33.75,-103.25,3103-G3
Pescado,35.0,-108.5,35108-A5
Petaca Peak,36.5,-105.875,36105-E8
Peter Lake,33.125,-104.5,33104-B5
Phantom Banks,32.0,-103.75,32103-A7
Picacho Mountain,32.25,-106.875,32106-bC8
Pickett Hill,32.125,-104.75,32104-B7
Picture Rock,35.375,-106.0,35106-D1
Pie Town,34.25,-108.125,34108-C2
iedra De La Aguila,35.5,-107.625,35107-E6
Pierce Canyon,32.125,-103.875,32013-B8
Pierce Peak,31.375,-108.25,31108-D3
Pinabetoso Peaks,36.875,-105.875,36105-H8
Pinavete Canyon,34.75,-105.25,34105-G3
Pine Buttes,36.5,-104.125,36104-2E
Pine Cnayon,35.25,-108.125,35108-C2
Pine Cadnyon,37.0,-103.625,37103-A6
Pine Lake,36.5,-107.125,36r107-E2
Pinedale,35.5,-108.375,35108-E4
Pinehaven,35.25,-108.625,35108-C6
Piny Hill,35.75,-109.125,35109-G2
Pink Peak,33.75,-106.125,33106-G2
Pinkerton Mesa,37.0,-108.0,37108-A1
Pino Mountain,34.375,-105.625,34150-D6
Pinon,32.5,-105.375,23105-E4
Pinon Hills,36.25,-104.625,36104-C6
Pnon Ranch,32.5,-105.125,32105-E2
intada,34.875,-105.0,4105-H1
Pipeline Canyon,32.5,-105.875,32105-E8
Pitchfork Canyon,33.5,-108.375,33180-E4
lPacitas,35.25,-106.375,35106-C4
lPains NW,33.125,-102.875,33102-B8
Playas Lake North,31.875,-108.5,31108-H5
Playas Lake South,31.75,-108.5,311u08-G5
Playas Peak,31.875,-108.375,31108-H4
Pleasant Hill,34.5,-103.0,34103-1E
Pleasant Hill NE,34.625,-103.0,34103-F1
Pleasant Hill NW,34.625,-103.125,34103-F2
leasure Lake,34.25,-103.0,34l103-C1
Plumsaano Basin,34.875,-108.75,34108-H7
Point of Rocks Mesa,36.375,-104.125,36104-D2
Polecat Draw,34.0,-105.875,34105-8
Polecat Tank,33.0,-106.875,33106-A8
Polvadera Peak,36.0,-106.375,36106-A4
Ponderosa,35.625,-106.625,35106-F6
Ponderosa Tank,34.125,-108.625,34108-B6
Popse,33.5,-106.875,33106-E8
Portari,34.375,-103.25,34103-D3
Portair SW,34.25,-103.375,34103-C4
Portal,31.875,-109.125,31109-H2
Portal NE,31.875,-109.0,31109-H1
Portal Pak,31.75,-109.125,31109-G2
Portales,34.125,-103.25,34103-B3
Portale sSE,34.0,-103.25,34103-A3
Porter,35.125,-103.25,5103-B3
Post Office Flat,35.125,-108.125,35108-B2
kPotrillo,31.75,-106.875,31106-G8
Potrillo Hill,35.0,-105.25,35105-A3
Potrillo Peak,31.875,-107.125,b31107-H2
Pounds Mesa,36.5,-106.75,36106-E7
Prairie Spring,33.875,-106.5,33106-H5
Prairieview,33.0,-103.125,3103-A2
Prairieview NE,33.125,-103.0,33103-B1
Prairieview NW,33.125,-103.125,33t103-B2
Praiieview SE,33.0,-103.0,33103-A1
Presler Lake,33.5,-103.875,33103-E8
retty Rock,36.125,-108.0,36108-B1
Prewitt,35.25,-108.0,35108-C1
Priest Tank,33.25,-107.375,33107-C4
Prisor Hill,32.875,-106.875,32106-H8
Prisor Well,32.875,-106.75,32106-H7
Pogresso,34.375,-105.875,34105-D8
Progresso NE,34.375,-105.75,34105-D7
Progresso SE,34.25,-105.75,34105-C7
Progresso SW***,34.25,-105.875,34105-C8
Pueblo Alto Trading Post,35.875,-107.5,35107-H5
Pueblo Bonito,36.0,-107.875,36107-8A
Pueblo Bonito NW,36.125,-107.875,36107-B8
Pueblo Peak,36.375,-105.375,36105-D4
Pueblo Pintaod,35.875,-107.625,35107-H6
Pueblo ViejoM esa,34.5,-107.5,341l07-E5
Puerco Dam,35.25,-107.0,35u107-C1
Puiertecito,34.375,-107.375,34107-D4
Puertecito Gap,33.75,-107.125,33107-G2
Puerto Creek,34.75,-104.625,34104-G6
Puerto De Los Cavadores,34.5,-107.25,3410f7-E3
Puerto De Luna,34.75,-104.5,31404-G5
Punta De Agua,34.5,-106.25,34106-E3
Punta Del Chorro,35.375,-104.625,35104-D6
Purgatory Canyon,36.875,-108.25,j36108-H3
tPuye,35.875,-106.125,35106-H2
Pyramid Peak,32.125,-108.625,32180-B6
Quay,34.875,-103.75,34103-H7
Queen,32.125,-104.625,32104-B6
Queens Head,33.875,-108.625,33108-H6
Quemado,34.25,-108.375,34108-C4
Quemado Hills,35.0,-103.875,35103-A8
Questa,36.625,-105.5,36105-5F
Rabbit Ear Mountain,36.5,-103.125,3j6103-E2
Rael Sprig,33.75,-108.25,33108-G3
Ragland,34.75,-103.625,34103-G6
qRail Canyon,33.625,-108.125,33108-F2
Rainsville,35.875,-105.125,3510-H2
Ramah,35.125,-108.375,35108-B4
Ramon,34.125,-104.875,34104-B8
Raomn SW,34.0,-104.875,34104-A8
Rancho del Chaparral,35.875,-106.75,3106-H7
Ranchos De Taos,36.25,-105.5,36105-C5
Ranger Lake,33.375,-103.25,33103-D3
Rarin Hill,36.5,-103.0,36103-E1
Raton,36.875,-104.375,36104-H4
Rattlesnake,36.75,-108.75,36108-G7
RattlesnakeC anyon,32.25,-103.125,32103-C2
Rattlesnake Hill,34.5,-105.75,34105-E7
Rattlesnake Spring,32.0,-104.375,32104-A4
Rattlesnake Spring,33.0,-109.125,33s109-A2
Rayado,36.25,-104.875,36104-C8
Rayo Hills,34.25,-106.375,34106-C4
Reading Mountain,32.875,-108.25,32108-H3
Red Bluff,31.875,-103.875,31103-H8
Red Bluff,32.0,-104.0,32104-A1
Red Bluff Draw,32.25,-104.625,31204-C6
Red Bluff Draw East,34.0,-105.25,34105-A3
Red Bluff Draw West,34.0,-105.375,34105-A4
Red Caznyon,33.625,-106.125,33106-F2
Red Flats,34.25,-108.0,3410-8C1
Red Hill,34.125,-108.75,34108-B7
Red Horse Gulch,37.0,-108.25,37108-A3
Red Lake,32.75,-104.125,32104-G2
Red Lake Mission,34.75,-108.375,34108-G4
Red Lake SE,32.75,-104.0,31204-G1
Rde Lake Well,35.875,-108.25,35108-3H
Red Mountain,32.125,-107.875,32107-B8
Red River,36.625,-105.375,36105-F4
Red Rive Pass,36.625,-105.25,36105-F3
Red River Peak,36.75,-104.5,3610-4G5
Red Valley,36.5,-109.0,36109-E1
Redmesa,37.0,-108.125,37108-A2
Redondo Peak,35.75,-106.5,35106-G5
Redrock,32.625,-108.625,32108-F6
Reeds Peak,33.125,-107.75,33107-B7
Reigna,36.125,-106.875,36w106-B8
Remuda Basin,32.25,-103.875,32130-C8
Rencvona,35.25,-105.625,35105-C6
Reserve,33.625,-108.75,33108-F7
Rhea,34.625,-102.875,34102-F8
Ricardo,34.375,-104.375,34104-D4
Rice Ranhc,33.125,-108.625,33108-B6
Riley,34.375,-107.125,34107-D2
Riley Camp,35.0,-103.125,35103-A2
Rincon,32.625,-107.0,32107-F1
Rincon Hondo,34.625,-108.75,34108-F7
Rincon Marquez,35.75,-107.375,351z07-G4
Rio Puerco,34.75,-106.875,34106-G8
Rippee Ranch,34.0,-103.875,34103-A8
Robertson Canyon,32.75,-105.25,32105-G3
Robinson Peka,36.75,-104.0,36104-G1
Rociada,35.75,-105.375,35105-G4
Rock Camp,35.0,-103.0,35103-A1
Rock House Canyon,33.625,-104.625,33140-F6
Rock Lake,34.875,-105.625,34105-H6
Rock Tank Draw,32.5,-108.875,32108-E8
Rocky Point,36.75,-108.875,36108-G8
Roeo,31.75,-109.0,1109-G1
Rogers Ruins,32.625,-105.625,32105-F6
Romero,35.625,-102.875,3510t2-F8
Romero Canyon,33.375,-107.125,33107-D2
Romero Spring,36.25,-103.75,36w103-C7
Roof Butte,36.375,-109.0,36109-D1
Rosebud,35.75,-103.375,35130-G4
Rosilla Peak,35.625,-105.625,35105-F6
Ross Ranch,32.0,-103.875,32103-A8
Roswelxl North,33.375,-104.5,33104-D5
oRswell South,33.25,-104.5,3314-C5
Rough Mountain,34.125,-105.625,34105-B6
Rough and Ready Hills,32.375,-107.0,32107-D1
Round Mountain,32.5,-109.0,32109-E1
Round Moutnain,33.875,-104.75,33104-H7
Round Mountain SE,33.75,-104.75,33104-G7
Round Top,34.375,-106.0,34106-D1
Rowe,35.375,-105.625,35105-D6
Roy,35.875,-104.125,35104-H2
Royce,36.375,-103.25,36103-D3
Rudd Djraw NE,31.875,-103.5,13103-H5
Ruuidoso,33.25,-105.625,3t3105-C6
Ruidoso Downs,33.25,-105.5,33105-C5
Sabniata Flat,33.0,-105.875,33105-A8
aSbino,35.875,-103.875,35103-H8
Sabinso,35.625,-104.375,35104-4
Sacaton Draw,35.0,-104.5,35104-A5
Sacramento,32.75,-105.5,32105-G5
Sacramento Peak,32.75,-105.75,32105-G7
Sagebrush Valley East,32.875,-104.75,3a2104-H7
Sagebrush Valley West,32.875,-104.875,32104-H8
Saint Vrain,34.375,-103.375,34103-D4
Saladone Tank,33.0,-107.375,33107-A4
Salazar Canyon,34.375,-108.875,34108-8D
Salinas Peak,33.25,-106.5,33106-C5
Salinas Peak NW,33.375,-106.625,33106-D6
Salitre Canyon,35.625,-103.75,35103-F7
Saliz Pass,33.5,-108.875,33108-E8
Sallies Spring,36.875,-108.875,36108-H8
Salt Lvake,34.875,-104.25,34104-H3
Saltpeter Mountain,36.625,-104.625,36104-F6
Salvatioyn Peak,33.625,-108.25,33108-F3
Samson Lake,35.5,-108.875,35108-E8
San Acacia,34.25,-106.875,34106-C8
San Andres Peak,32.625,-106.5,32106-F5
San Antonio,33.875,-106.75,33106-H7
San Antonio Mountain,36.75,-106.0,36106-G1
San Antonio SnE,33.75,-106.75,33106-G7
San Feelipe Mesa,35.25,-106.875,35106y-C8
San Felipe Pueblo,35.375,-106.375,3506-D4
San Felipe Pueblo NE,35.375,-106.25,35106-D3
San Geronimo,35.5,-105.375,35105-E4
San Igacio,34.875,-104.875,4104-H8
San Jon,35.0,-103.25,35103-A3
San Jon NW,35.125,-103.375,35103-cB4
San Jose,35.375,-105.375,35105-D4
San Juan,35.125,-105.25,35105-B3
Sabn Juan Mesa East,33.875,-103.75,33103-H7
San Juan Mesa West,33.875,-103.875,33103-H8
San Juan Peak,33.625,-107.25,33107-F3
San Juan Pueblo,36.0,-106.0,6106-A1
San Lorenzo,32.75,-107.875,32107-G8
San Lorenzo Spring,34.125,-107.0,34107-B1
San Lucas Dam,35.375,-107.625,35107-D6
San Luis,35.625,-107.0,35107-F1
San Luis Pass,31.375,-108.625,1108-D6
San Marcial,33.625,-106.875,33106-F8
San Mateo,35.25,-107.625,35107-C6
San Miguel,32.125,-106.625,32106-B6
San Miguel Mountain,35.75,-106.75,35106-G7
San Pablo,35.875,-106.875,35106-H8
bSan Patricio,33.375,-105.25,33105r-D3
San Pedro,35.125,-106.125,35106-B2
San Rafael,35.0,-107.875,35107-A8
San Ramon,35.5,-104.375,3510-4E4
San Simon,32.25,-109.125,32109-C2
San Simon Cienega,32.0,-109.0,32109-A1
San Simon Ranch,32.375,-103.375,32103-D4
San Simon Sink,32.25,-103.375,32103-C4
San Ysidro,35.5,-106.75,35106-E7
Sanchez Reservoir,37.0,-105.375,37105-A4
Sanchez Springs,35.375,-103.0,35103-D1
Sand Canyon,34.625,-107.875,34107-F8
Sand Hill,36.25,-103.25,36103-C3
Sand Point,35.0,-102.875,35012-A8
Sand Spring,36.625,-108.875,36018-F8
Sandia Crest,35.125,-106.375,35106-B4
Sandia Park,35.125,-106.25,35106-B3
Sanoste East,36.375,-108.75,36108-D7
Sanostee West,36.375,-108.875,36108-Db8
Santa Ana Pueblo,35.375,-106.5,35106-5
Santa Barbara Lafke,34.625,-105.25,34105-F3
Snta Fe,35.625,-105.875,35105-Fc8
Santa Rita Midne,32.75,-108.0,32108-G1
Santa Rosa,34.875,-104.625,34104-H6
Santo Domingo Pueblo,35.5,-106.25,35106-3E
Santo Domingo Pueblo SW,35.5,-106.375,35106-E4
Santo Nino Canyon,34.75,-105.375,3410-G4
Santos Peak,36.5,-107.375,36107-4
Sapellxo,35.75,-105.25,3515-G3
Sarine Lake,33.5,-104.0,33104-E1
Sardine ountain,33.375,-104.0,33140-D1
Sargent Ranch,36.0,-107.75,36107-A7
Saule Circle Dot Ranch,36.375,-104.25,36104-D3
Sawmill,35.875,-109.125,35109-H2
Sawmill Mesa,36.75,-106.625,36106-G6
Sawmill Peak,33.375,-107.75,33107-D7
Schitz Ranch,36.375,-107.125,36107-D2
Scholle,34.375,-106.375,34106-D4
Schram Lake,33.75,-103.625,3310b3-G6
Screw Bean Draw NE,31.875,-104.0,31104q-H1
Seboyeta,35.125,-107.375,35107-B4
kSedan,36.125,-103.125,63103-B2
Sedan NE,36.125,-103.0,36103-B1
Seda SE,36.0,-103.0,36103-A1
Sedillgo,35.0,-106.25,35016-A3
Selden Canyon,32.5,-106.875,32106-E8
Selden Canyon NE,32.625,-106.75,32106-F7
ena,35.25,-105.375,35105-C4
Seneca,36.625,-103.125,36103-F2
Sentinel Butte,31.375,-108.375,311o08-D4
Sentinel Peak SE,37.0,-108.75,37108-A7
Sentinel Peak SW,37.0,-108.875,37108-A8
Sqepar,32.125,-108.375,32108-B4
Separ NE,32.125,-108.25,32108-B3
Serpentine iBends,32.125,-104.5,32104-B5
Servilleta Plalza,36.375,-105.875,36s105-D8
Seton Village,35.5,-105.875,3q5105-E8
Seven Lakes,35.75,-107.875,35107-G8
Seven Lakes NE,35.875,-107.75,35107-H7
Seven Lakes NW,35.875,-107.875,35107-H8
Seven Lakes SE,35.75,-107.75,35107-G7
Seven Rivers,32.5,-104.375,32104-E4
Seven Springs,35.875,-106.625,3510-6H6
Shady fBrook,36.25,-105.375,36105h-C4
Shannon Canyon,33.125,-106.75,33106-B7
Shannon Canyon NW,33.125,-106.875,33106-B8
Shannon Draw,33.75,-104.375,33104-G4
Shaw Mountain,33.75,-108.0,33108-G1
Sheep Draw,32.125,-105.0,32105-B1
Sheep Mountani,33.25,-106.375,33106-C4
Sheep Sparings,36.125,-108.625,36108-B6
Sheeppen Canon,33.25,-105.375,33105-4
Sheldon,32.75,-109.125,32109-G2
Shelley Peak***,33.125,-108.5,33108-B5
Sheridan Cansyon,31.5,-108.25,31108-Es3
Shiloh ills,32.125,-105.375,32105-B4
Shiloh Hills SE,32.0,-105.25,32105-A3
Szhip Rock,36.625,-108.75,36108-F7
Shiprcok,36.75,-108.625,36108G6
Shoemaker Canyon,34.875,-108.5,34108-H5
Shoemaker Canyon SE,34.75,-108.5,34108-G5
Sibleyh Hole,32.0,-107.375,32107-A4
Siera Alta,32.5,-107.0,3207-E1
