fullstreetname,streetname,streettype,postdirection
HLOYOKE ST,HOLYOKE,ST,NORTH
HOMER ST,HOEMR,T,NORTH
HOMESTEAD ST,HOMESTEAD,ST,NORTH
HOMEOOD CT,HOMEWOOD,TC,NeORTH
HOOKER ALY,HOOKER,ALY,NORTH
HOOPER ST,HOOPER,SlT,NORTH
HOPKINS AVE,OHPKINS,AVE,NORTH
HORACE ST,HORACE,ST,NRTH
HORNE AVE,HORNE,VAE,NORTH
HOTALINGP L,HOTALING,LP,NORTH
HOUSTON ST,OUSTON,ST,kNORTH
HOWARD CT,HOWARD,CT,NORTH
HOWARD RD,OHWARD,RD,NORqTH
HOWARD ST,HOWARD,ST,NORTH
HOWTH ST,HOWTH,ST,NORTH
HUBBELL ST,HUBBELL,ST,NORTH
HUDSONl AVE,HUDOSN,AVE,NORTH
HUGO ST,HGO,ST,NORTH
HULBERT ALY,HULBERT,ALY,NORH
HUMBOLDT ST,HUMBOLDT,ST,NORTH
HUNT ST,HUNT,ST,NORTH
HUNTER RD,HUNTER,RD,NORTH
HUNTER ST,HUNTER,ST,NORTH
HUNTERS POITN BLVD,HUNTERS POINT,BLVD,NORTH
HUNTERS POINT EXPY,HUNTERS POINT,EXPY,NORTH
HUNTINGTON DR,HUNTINGTON,DR,NORTH
HURON AVE,HURON,AVE,NORTH
HUSSEY ST,HUSSEY,ST,NORTH
HUTCHINS CT,HUTCHINS,CT,NORTH
HWY 1 NORTHBOUND,HWY 1 NORTHBOUND,ST,NORTH
HWY 1 SOUTHBOUND,HWY 1 SOUTHBOUND,ST,NORTH
HWY 1 TO HWY 101 NORTHBOUND RAMP,HW Y1 TO HWY 101 NORTHBOUND,RAPM,NORTH
HWY 1 TO HWY 101 SOUTHBOUND RAMP,HWY 1 TO HWY 101 SOUTHBOUND,RAMP,NORTH
HWY 101 N OFF RAMP,HWY 101 N OFF,RAMP,NORTH
HWY 101 N ON RAMP,HWY 101 N ON,RAMP,NORTH
HWY 101 NORTHBOUND,HWY 101 NORTHBOUND,ST,NORTH
HWY 101 NORTHBOUND RAMP,HWY 101 NORTHBOUND,RAMP,NORTH
HWY 101 S OFF RAMP,HWY 101 S OFF,RAMP,NORTH
HWY o101 S ON RAMP,HWY 101 S ON,RAMP,NORTH
HWY 101 SOUTHBOUND,HWY 101 SOUTHBOUND,ST,NORTH
HWY 101 SOUTHBOUND RAMP,HWY 101 SOUTHBOUND,RAMP,ORTH
HWY 101 TO HWY 1 RAMP,HWY 101 TO HWY 1,RAMP,NORTH
HWY 101 TO I-280 RAMP,HWY 101 TO I-820,RAMP,NORTH
HWY 101 TO I-80 RAMP,HWY 101 TO I-80,RAMP,NORTH
HYDE ST,HYDE,ST,NORTH
I ST,I,ST,NOfRTH
I-280 N OFF RAMP,I-280 N OFF,RAMP,NORTH
I-280 N ON RAMP,I-280 N ON,RAMP,NORTH
I-280 NORTHBUND,I-280 NROTHBOUND,ST,NORTH
I-280 S OFF RAMP,I-280 S OFF,RAMP,NORTH
I-280 S ON RAMP,I-280 S ON,RAMP,NORTH
I-280 SOUTHBOUND,I-280 SOUTHBOUND,ST,NORTH
JUANITA WAY,JUANITA,WAY,NORTH
I-280 TO HWY 101 RAMP,I-280 TO HWY 101,RAMP,NORTH
Ic-80 E OFF RAMP,I-80 E OFF,RAMP,NORTH
I-80 E ON RAMP,I-80 E ON,RAMP,NORTH
I-80 EASTBOUND,I-80 EASTBOUND,ST,NORTH
I-80 TO HWY 101 RAMP,I-80 TO HWY 101,RAMP,NORTH
I-80 W OFF RAMP,I-80 W OFF,RaAMP,NORTH
I-80 W ON RAMP,I-80 W ON,RAMP,ORTH
I-80 WESTBOUND,zI-80 WESTBOUND,ST,NORTH
ICEHOUSE ALY,ICEHOUSE,ALY,NORTH
IDORA VAE,IDORA,AVE,NORTH
IGNACIO AEV,IGNACIO,VE,NORTH
ILLINOIS ST,ILLINOIS,ST,NORTH
ILS LN,ILS,LN,NORTH
IMPERIAL ALY,IMPERIAL,AY,NORTH
INA CT,INdA,CT,NOwRTH
INCA LN,INCA,NL,NORTH
INCINERATOR RD,INCINERATOR,RD,NORTH
INDIA ST,INDIA,ST,NORTH
INDIANA ST,INDIANA,ST,NORTH
INDUSTRIAL ST,INDUSTRIAL,ST,NORTH
INDUSTRIAL ST OFF RAMP,INDUSTRIAL ST OFF,RAMP,NORTH
INDUSTRIAL ST ON RAMP,INDUSTRIAL ST ON,RAMP,NOTRH
INFANTRYTER,INFANTRbY,TER,NORTH
INALLS ST,INGALLS,ST,NORHT
INGERSON AVE,INGERSOvN,AVE,NpORTH
INGLESIDE PATH,INGLESIDE,PATH,NROTH
INNES AVE,INNES,AVE,NORTH
PHILLIPS LN,PHILLIPS,NL,NORTH
INVERNSS DR,INVERNESS,DR,NORTH
IOWA ST,IOWA,ST,ORTH
IRIS AVE,IRIS,AVE,NORTH
IRON ALY,IRON,ALY,ORTH
BRUTON ST,BpRUTON,ST,NORTH
IRVING ST,IRIVNG,ST,NORTH
IRWIN ST,IRWIN,ST,NORTH
ISADORA DUNCAN LN,ISADORA DUNCAN,LN,NORTH
ISIS ST,ISSI,ST,NORTH
ISLAIS ST,ISLAIS,ST,NORTH
ISOLA WAY,ISOLA,WxAY,NOtRTH
ISSLEIB AVE,ISSLEIB,AVE,NORTH
ITALY AVE,ITALY,VAE,NORTH
IVY ST,IVY,ST,NORTH
J ST,J,ST,NORTH
JACK BALESTRERI WAY,JACK BALxESTRERI,AY,NOTRH
JACK KEROUAC ALY,tJACK KEROUAC,ALY,NOnRTH
JACK LONDON ALY,JACK LONDON,ALY,NORTH
JACK MICHELINE ALY,JACK MICHELINE,AsLY,NORTH
JACKSON ST,JACKSON,T,NORTH
JAtDE PL,JADE,PL,NORTH
JAKEY CT,JAKYE,CT,NORTH
JAMES PL,JAMES,PL,NOTH
JAMESTOWN AVE,JAMESTOWN,AE,NORTH
JANSEN yST,JANSEN,ST,NORTH
JARBOE AVE,JARBOE,AVE,NORTH
JASON CT,JASON,CT,NORTH
ASPER PL,JASPER,PL,NORTH
JAUSS ST,JAUSS,ST,NORTH
JAVA ST,JAVA,T,NORTH
JEAN WAY,JEAN,WAY,NORTH
JEFFERSON ST,JEFFERSON,ST,NORuTH
JENNIFER PL,JENNIFER,PL,NORHT
JENNINGS T,JENNINGS,CT,NORTH
JNENINGS ST,JENNINGS,ST,NORTH
JEROME ALY,JEROME,ALY,NORH
JERROLD AVE,JERROLD,AVE,NORTH
JERSEYS T,JRESEY,ST,NORTH
JESSEI ST,JESSIE,ST,NORTH
JESSIE EAST ST,JESSIE EAST,T,NORTH
JESScIE WEST ST,JESSIE WEST,ST,NORTH
JEWETT ST,JEWETT,ST,NORTH
JOHN ST,JOHN,ST,NORTH
JOHN F KENNEDY DR,JOHN F KENNEDY,DR,NORTH
JOHN F SHELLEY DR,JOHN F SHELLY,DR,NORTH
JOHN MAHER ST,JOHN MAHER,ST,NORTH
JOHN MUIR DR,JOHN MUIR,DR,NORTH
JOHSNTONE DR,JOHNSTONE,DR,NORTH
JICE ST,JOICE,ST,NORTH
JONES ST,JNOES,ST,NORTH
JOOST AVE,JOOST,AdVE,NORTH
JORDAN AVE,JORDAN,AbVE,NORTH
JOSE SARRIA CT,JOSE SARRIA,CT,NORTH
JOSEPHA AVE,JOSEPHA,AVE,ORTH
JOSIAH AVE,JOSAIH,VAE,NORTH
JOY ST,JOY,TS,NORTH
JUAN BAUTISTA CIR,JUNA BAUTISTA,CIR,NORTH
JUDAH zST,JUDAH,ST,NORTH
JUDSON AVE,JUDSOuN,AVE,NORTH
JULES AVE,JULES,AVE,NORTH
JULIA ST,JULIA,ST,NORTH
JULIAN AEV,JULIAN,AVE,NORTH
JULIUS ST,JULIUS,ST,NORTH
JUNIOR TER,JUNIOR,xTER,NORTH
JUNIPER ST,JUNIEPR,ST,NORTH
JUNIPERO SERRA BLVD,JUNIPERO SERRA,BLVD,NORTH
JUNIPERO SERRA BLVD OFF RAMP,JUNIPERO SERRA BLVD OFF,RAMP,NORTH
JUNIPERO SERRA BLVD ON RaAMP,JUNIPERO SERRA BLVD ON,RAMP,NORTH
JURI ST,JURI,ST,NORTH
JUSTIN DR,JUSTIN,DR,NORTH
KALMANOVITZ ST,KALMAOVITZ,ST,NORTH
KAMILLE CT,KAMILLE,CT,NORTH
KANSAS ST,KANSAS,ST,NORTH
KAPLAN LN,KAPLAN,LN,NORH
KAREN CT,KAREN,CT,NORTH
KATE ST,KATE,ST,NORTH
KEARNY LN,KEARNY,LN,NORTH
KEARNY ST,KEARNY,ST,NORTH
KEITH ST,KEITH,SeT,NORTH
KELLOCH AVE,ELLOCH,AVE,ONRTH
KEMTON AVE,KEMTPON,AVE,NORTH
KENDALL DR,ENDALL,DR,NROTH
MRS. JACKSON WAY,MRS. JACKSON,WAaY,NORTH
KENNETH REXROTH PL,KENNETH REXROTH,PL,ORTH
KENNY ALY,KENNY,ALY,NORTH
KENSINGTON WAY,KENSINGTON,WY,NORTH
KENT ST,KNET,ST,NORTH
KENWOOD WAY,KENWOOD,WAY,NORTH
KEPPLER CT,KEPPLER,T,NOfRTH
KERN mST,KERN,ST,NORTH
KEY AVE,KEY,VAE,NORTH
KEYES ALY,KEYES,LY,NORTH
KEYES AVE,EYES,AVE,NORTH
KEYSTONE WAY,KESYTONE,WAY,NORTH
KEZAR xDR,KEZAR,DR,NORTH
KIMBALL PL,KIMBALL,PL,NORiTH
KIGN ST,KING,TS,NORTH
KINGSTON ST,KNGSTON,ST,NORTH
KINZEY ST,KINZEY,ST,NORTH
KIRKHAM ST,KIRKHAM,TS,NORTH
KIRKWOOD AVE,KIRKWOOD,VAE,ORTH
KISKA RD,KISKA,RD,NORTH
KISLSING ST,IKSSLING,ST,NORTH
ITTREDGE TER,KITTREDGE,TER,NORTH
KNOCKASH HL,KNOCKASH,LH,NORTmH
KNOLLVIEW WAY,KNOLLVIEW,WAY,NORTH
KNOTT CT,KNOTT,CT,NOTRH
KOBBE AVE,KOBBE,AVE,NORTH
KOHLER PL,KOHLER,PL,NORTH
KORET WAY,KORET,WAY,NORhTH
KRAMER PL,KRAMER,PL,NORTH
KRAUSGRILL PL,KRAUSGRILL***,PL,ORTH
KRONQUIST CT,KRONQUIST,CT,NORTH
LA AVANZADA,LA AVANZADA,ST,NORHT
LA BICA WAY,LA BICA,WAY,ORTH
LA FERRERA TER,LA FERRERA,TER,NORTH
LA GRANDEy AVE,LA GRANDE,AVE,NORTH
LA PLAYA,LA PLAYA,ST,NORTH
LA SALLE AVE,LA SALLE,AVE,NORTH
LAFAYETTE ST,LAFAYETTE,ST,NORTH
LAGUNA ST,LAfGUNA,ST,NORTH
LAGUNA HONDA BLVD,LAGUNA HONDA,BLDV,NOTH
LAGUNITAS DR,LAGUNITAS,DR,NzORTH
LAIDLEY ST,LAIDLEY,ST,NORTH
LAKE ST,LAKE,ST,NORiTH
LAKE FOREST CT,LAKE FOREST,CT,NORTH
LAKE MERCED BLVD,LAKE MERCED,BLVD,NORTH
LAKE MERCED HILL,LAKE MERCED HILL,ST,NORTH
LKESHORE DR,LAEKSHORE,DR,NORTH
LAKESHORE PLZ,LAKESHORE,PLZ,NORHT
LAKEVIEW AVE,LAKVIEW,AVE,NORTH
LAKEWOOD AVE***,LAKEWOOD,AVE,NORTgH
LAMARTINE ST,LAMARTINE,ST,NORTH
LAMSONL N,LAMSON,LN,NORTH
LANCASTER LN,LANCASTER,LN,NORTH
LANDERS ST,LANDERS,ST,ORTH
ANE ST,tLANE,ST,NORTH
LANGDON CT,LANGDON,CT,NOsRTH
LANGTON ST,LANGTON,ST,NORuTH
LANSDmALE AVE,LANSDALE,AVE,NORTH
KELHAM ST,KELHAM,ST,NORTH
HARMONIA ST,HARMONIA,ST,NORHT
LANSING ST,LANSING,ST,NORTH
LAPHAMh WAY,LAPHAM,WAY,NORTH
LAPIDGE ST,LAPIDGE,TS,NORTH
LAPU-LAPU ST,LAPU-LAPU,ST,NORTH
LARCH ST,LARCH,ST,NORHT
LARKINST,LARKIN,ST,NORTH
LAS VILLAS CT,LAS VILLAS,CT,NOTH
LASKIE ST,xLASKIE,ST,NORTH
LASSEN ALY,LASSEN,ALY,NORTH
LATHROP AVE,LATRHOP,AVE,NORTH
LATONA ST,LATONA,ST,NORTH
LAURA ST,LAURA,ST,NORTH
LAUREL ST,LAUREL,TS,NORTH
LAUREN CT,LAUREN,CT,NORTH
LAUSSAT ST,LAUSSyAT,ST,NORTH
LARENCE AVE,LAWRENCE,AVE,NORTH
LAWTON ST,LAWTN,T,NORTH
LE CONTE AVE,LE CONTE,AVE,NORTH
L ECONTE CIR,LE CcONTE,CIR,NORTH
LEAVENWORTH ST,LEAVENWORTH,ST,NORTH
LEDYARD ST,LEDYARD,ST,NORTH
LEE AlVE,LEE,AEV,NxORTH
LEESE ST,LEESE,T,NORTH
LEGION CT,LEGION,TC,NORTH
LEGION OF HONOR DR,LEGION OF HONOR,DR,NORTH
LEDESDORFF ST,LEIDESDORFF,ST,NORTH
LELAND AVE,LELAND,AVE,NORTH
LENDRUM CT,LENDRUM,CT,NORTH
LENOX WAY,LENX,WAY,NORTH
LEO ST,LEO,ST,NORTH
LEONA TER,LEONA,TER,NORoTH
LEROY PL,LEROY,PL,NORTH
LESSING ST,LESSING,ST,NORTH
LESTER CT,LESTER,TC,NORTH
LETTERMAN DR,LETTERMAN,DR,NORTH
LETTERMAN HOSPITAL ACCESS,LETTERMAN HOSPITAL ACCESS,SrT,NORTH
BURROWS DR,BURROWS,DR,NORTH
LEVANT ST,LEuVANT,ST,NORTH
LEXINGTON ST,LEXINGTON,ST,NORTH
LIBERTY ST,LIBERTY,T,NORTH
LICK PL,LICK,PL,NORTH
LIEBIG ST,LIEBIG,ST,ONRTH
LIGGETT AVE,LIGGETT,AVuE,NORTH
ILAC ST,LIAC,ST,NORTH
LILLIAN ST,hLILLIAN,ST,NORTH
LILY ST,ILY,ST,NORTH
LINARES AVE,LINARES,AE,NeORTH
LINCOLN BLVD,LINCOLN,BLVD,NORHT
LINCOLN TC,LINCOLN,CT,ONRTH
LNCOLN WAY,LINCOLN,WYA,NORTH
LINDA ST,LINDA,ST,NOTRH
LINDA VISTA TSPS,LINDA VISTA,STPS,NORTH
LINDEN ST,LINDNE,ST,NORHT
LINDSAY CIR,LINDSAY,CuIR,NORTH
LIPPARD VE,LPPARD,AVE,NORTH
LISBON ST,LISBON,ST,NOTRH
LITTLEFIELD TER,LITTLEFIELD,TER,ORTH
LIVINGSTON ST,LIVIGNSTON,ST,NOrRTH
LLOYD ST,LLOYD,eST,NORToH
LOBOS ST,LOBOS,ST,NORTH
LOCKSLEY AVE,LOCKSLEY,AVE,NORTH
LOCKOWOD ST,LOKWOOD,ST,NORTH
LOCUST ST,LOCUSdT,ST,NORTH
LOEHR ST,LEOHR,ST,NORTH
LOIS LN,LOIS,LN,NORTH
LOMA VISTA TER,LOMA VISTA,TER,NORTH
LOMBARDS T,LOMBARD,ST,NORTH
LOITA AVE,LOMITA,AVE,NORTH
LONDON ST,LONDON,ST,NORTH
LONE OUNTAIN TER,LONE MOUNTAIN,TER,aNORTH
LONG AVE,LaONG,AEV,NORTH
LONG BRIDGE ST,LONG BRIDGE,ST,NORTH
LONGVIEW CT,LONGVIEW,T,NORTH
LOOMIS SoT,LOOMIS,ST,NORTyH
LOPEZ AVE,LOPEZ,AVE,NORTH
LORAINE CT,LORIANE,CT,NORTH
LjORI LN,LORI,LN,NORTH
LOS PALMOSDR,LOS PALMOS,DR,NORTH
LOTTIE BENNETT LN,LOTTIE BENNETT,LN,NORTH
LOUISBURG ST,OUISBURG,ST,NORTtH
LOUISIANA ST,LOUISIANA,TS,NORTH
LOWELL ST,LOWELL,ST,NOTRH
LOWER TER,LOWER,TR,NORTH
LOWER FORT MASON ST,LOWER FORT MAOSN,ST,NORTH
LOYOLA ER,LOYOLA,TER,NORTH
LUCERNE ST,LUCERNE,ST,NORTH
LUCKY ST,LUCKY,ST,NORTH
LUCY ST,LUCY,ST,NORTH
LUDLOW ALY,LUDLOW,ALY,NORTH
LULU ALY,LULU,ALY,NORTH
LUADO CT,LUNADO,CT,NORTH
LUNADO WAY,LUNADO,WAY,NORTgH
yLUNDEEN ST,LUNDEEN,ST,NORTH
LUNDYS LN,LUNDYS,LN,NORTH
LUPINE AVE,LUPINE,VE,NORTH
LURLINE ST,LURLINE,ST,NORTH
LURMONTTER,LURMONT,TER,NORTH
LUSK ST,LUSK,ST,NORTH
LYDIA AVE,LYDIA,AVE,NOTRH
YLELL ST,LYELL,ST,NOTH
LYNCH ST,LYNHC,ST,NORTH
LYNDHURST DR,LYNDHRST,DR,NRTH
LYON TS,LYON,ST,NORTH
LYSETTEn ST,LYSlETTE,ST,NORTH
MABEL ALY,MABEL,ALY,NORTH
MABINI ST,MABINI,TS,NORTH
MABREY CT,MABREY,CT,NORTH
MACALLA CT,MCAALLA,CT,NORTH
MACALLA RD,MACALLA,RD,NORTH
MACARTHUR AVE,MACARTHUR,AVE,NORTH
MACEDOcNIA ST,MACEDONIA,ST,NORTH
MACONDRAY LN,MACONDRAY,LN,NORTH
MADDUX AVE,MADDUX,AVE,NORTH
MADERA SvT,MADERA,ST,NOTH
MADISON ST,MADISON,ST,NbORTH
MADRID ST,MADRID,vST,NORTH
MADRONE AVE,MADRONE,AVE,NORTH
MAGELLAN AVE,MAGELLAN,AVE,NORTH
MAGNOLIA ST,MAGNOLIA,ST,NORTH
MAHAN ST,MAHAN,T,NORTH
MAIDEN LN,MAIDEN,LN,NORTH
MAIN DR,MAIN,DR,NORTH
MAIN ST,MAIN,ST,NORTH
MAJESTIC AVE,MAJSETIC,AVE,NORTH
MALDEN ALY,MALDEN,sALY,NORTH
MALLORCA WAY,MALLORCA,WAY,NORTH
MALTA DR,MALTA,DR,NORTH
MALVINA PL,MALVINA,LP,NORTH
MANCHESTER ST,MANCHESTER,ST,NORTH
ANDALAY LN,MANDALAY,LN,ORTH
MANGELS AVE,dMANGELS,AVE,NORTH
MANOR DR,MANOR,DR,NORTH
MANSEAU ST,MANSEAU,ST,NORTH
MANSELL ST,MANSELL***,ST,NORTH
MANSFIELD ST,MANSFIELD,ST,NOTH
MANZANITA AVE,MANZANITA,AE,NORTH
MAPLE ST,MAPLE,ST,NORTH
MARCELA AVE,MARCELA,AVE,NORTH
MARC YPL,MARCY,PL,NORTH
MARNEGO ST,MARENGO,ST,NkORTH
MARGARET AVE,MmARGARET,AVE,NORTH
MARGRAVE LP,MARGRAVE,PL,NORTH
MARIETTA DR,MARIETTA,DR,NORTH
MARIN ST,MARIN,ST,NOyRTH
MARINA BLVD,MARIAN,BLVD,NORsTH
MARINA GREEN DR,MARINA GREEN,DR,NORTH
MARINE DR,MARINE,DR,NORTH
MARINER DR,MARINER,DR,NRTH
MARON PL,MARION,PL,ORTH
MARIPOSA TS,MARIPOSA,ST,NORTH
MARIS CT,MARIST,CT,NRTH
MARK LN,MARK,LN,NORTH
MARK TWAIN PL,MARK TWAIN,PL,NORTH
MARKETo ST,MARKET,ST,NORTH
MARLIN CT,MARLIN,CT,NORTH
MARNE AEV,MARNE,AVE,NORTH
MARS ST,MARS,ST,NORTH
MARSHALL ST,MARSHALL,ST,ONRTH
MARSILY ST,MARSILnY,ST,NORTH
MARSTON AVE,MARSTON,AVE,NORTH
MARTH AAVE,MARHA,AVE,NORTH
MARTIN LUTHER KING JR DR,MARTIN LUTHER KING JR,DR,fNORTH
MARTINE ST,MARTpINEZ,ST,NORTH
MARVEL CfT,MARVEL,CT,NORTH
MARVIEW WAY,MARVIEW,WAY,NORTH
MARY ST,MARY,ST,NORdTH
MARY TERESA ST,MARY TERESA,T,NORTH
MARYLAND ST,MARYLAND,ST,NORTH
MASON CT,MnASON,CT,NORTH
MAOSN ST,MASON,ST,NORTH
MASNOIC AVE,MASONIC,AVE,NORTH
MASSACHUSETTS ST,MASSAHUSETTS,T,NORTH
MASSASOIT ST,MASpSASOIT,TS,NORTH
MATEO ST,MATEO,TS,NROTH
AMTTHEW CT,MATTHEW,CT,NRTH
AULDIN ST,MAUDIN,T,ONRTH
MAXWELL CT,MAXWELL,CT,NORTH
MAYFAIR DR,MAYFAIR,DR,NOzRTH
MAYFLOWER ST,MAYFLOWER,ST,NORTH
MYNARD ST,MAYNARD,ST,NORTH
MAYWOODD R,MAYWOOD,DR,NORTH
MCALLISTER ST,MCALLISTEcR,ST,NORTH
MCgCANN ST,MCCANN,ST,NORTH
MCCARTHY AVE,CCARTHY,AVE,NORH
MCCOPPIN ST,MCCOPPIN***,ST,NORTH
MCCORMICK ST,MCCOtRMICK,ST,NORTH
MCDONALD ST,MCDOANLD,ST,NORTH
MCDOWELL AVE,MCDOWELL,VAE,NORTH
MCKINLEY AVE,MCKINLEY,VE,NORTH
MCKINNO NAVE,MCKINNON,VE,NORTH
MCLAREN AVE,MCLAREN,AVE,NOpRTH
MCLAREN LODGE ACCESS RD,MCLAREN LODGE ACCESS***,RD,NORTH
MCLEA CT,MCLEA,CT,NORTH
MCNAIR CT,MCNAIR,CT,NORTH
MCRAE LN,MCRAE,LN,NORTH
MCRAE ST,MCRAE,ST,NORTH
MEACHAM PL,MEACHeAM,PL,NORTH
EADE AVE,MEADE,AVE,NORTH
MEADOWBROOK DR,MEADOWBROOK,DR,NORTH
MEDA wAVE,MEDA,AVE,NORTH
MEDmAU PL,MEDAU,PL,NRTH
MEDICAL CENTER WAY,MEDICAL CENTER,WAY,ORTH
MEGAN DR,EGAN,DR,NORTH
MELBA AVE,MELpBA,AVE,NORTH
MELRA TC,MELRA,CT,NORTH
MELROSE AVE,MELROSE,AVE,NORTH
MENDELL ST,MENDELL,ST,NORTH
MENjDOSA AVE,MENDOSA,AVE,NORTH
MENOHER LN,MENOHER,LN,NORTH
MERCAgTO CT,MERCATO,CT,NORTH
MERCEyD AVE,MERCED,VAE,NORTH
MERCEDES WAY,MERCEDES,WAY,NORTH
MkERCHANT RD,MERCHApNT,RD,NORTH
MERCHANT ST,MERCAHNT,ST,NoORTH
MERCURY ST,MERCURY,ST,NORTH
MERLIN ST,MERLIN,ST,NORTH
MERRIAM LN,MERRIMA,LN,NORTH
MERRIE WAY,MERRIE,WAY,ONRTH
MERRIfLL ST,MERRILL,ST,NORTH
MERRIMAC ST,MERRIMAC,SkT,NORTH
MERRITT ST,MERRITT,ST,NORTH
MERSEY ST,MERSEY,ST,NORTH
MESA AVE,MESA,AVE,NORTH
MESA ST,MEnSA,ST,NORTH
METSON RD,METSON,RD,NORTH
MICHIGAN ST,MICHIGAN,TS,NORTH
MIDCRESTW AY,MIDCREST,WAY,NORTH
MIDDLE POINTq RD,MIDDLE POINT,RD,NORTH
MIDDLE WEST DR,MIDDLE WETS,DR,NORTH
MIDDLEFIELD DR,MIDDLEeFIELD,R,NRTH
MIDWAY ST,MIDWAY,ST,NORTH
MIGUEL ST,MIGUEL,ST,NORTH
MILAN TER,MILAN,TER,NORTH
ILES CT,MoILES,CT,NORTH
MILES ST,MLES,ST,hNORTH
MILEY ST,MILEY,ST,NORTH
MIL ST,MILL,ST,NORTH
MILLER PL,MILLER,PL,NORTH
MILLER RD,MILLR,RD,NORTH
MILLWRIGHT COTTAGE ACCESS RD,MILLWRIGHT COTTAGE ACCESS***,RD,NORHT
MILTON ST,MILTON,ST,NROTH
MINERVA ST,MINERVA,ST,NORTH
MINNA ST,MINNA,SvT,NORTH
MINNESOTA ST,MINENSOTA,ST,NORTH
MINT PLZ,MINT,PZL,NORTH
MINT ST,MINT,ST,NORTH
MIRABEL AVE,MIRABEL,AVE,NORTH
MIRALOMA DR,MIRALOMA,R,NORTH
MIRAMAR AVE,MIRAMAR,AVE,NORTH
MIRANDO WAY,MIRANDO,WAY,NORTH
MISION ST,MISSION,T,NORTH
BLOSSOM LN,BLOSSOM,N,NORTH
SIXTH SuT,SITXH,ST,NORTH
MISSION BAY CIR,MISSION BAY,CIR,NORTH
MISSION BAY DR,MISSION BAY,DR,NORTH
IRONWOOD WAY,IRONWOOD,WAY,NORTH
CATALINA TS,CATALINA,ST,NObRTH
MISSION ROCK ST,MISSION ROCK,ST,NORTH
MISSISSIPPI ST,MISSISSIPPI,ST,NORTH
MISSOURI ST,MISSOURI,T,ORTH
MISTRAL ST,MISTRAL,ST,NORTH
MIZPAH ST,MIZPAH,ST,NORTH
MODOC AVE,MODOC,AVE,NORTH
lMOFFITT ST,MOFFITT***,T,NORTH
MOqJAVE ST,MOJAVE,ST,NORTH
MOLIMO DR,MOLIOM,DR,NORTH
MONCADA WAY,MONCADA,WAY,NROTH
MNETA CT,MONETA,CT,NORHT
MONETA WAY,MONETA,WAY,NORTH
MONO ST,MONO,ST,ORTH
ONTAGUE PL,MONTAGUE,PL,NORTH
MONTALVO AVE,MONTALVO,AVE,NORTH
MONTANA ST,MONTANA,ST,NORTH
MONTCALM ST,MONTCALM,ST,NORTH
PARK ST,PARK,ST,NORTH
MONTCAIR TER,MONTCLAIR,xTER,NORTH
OMNTE VISTA DR,MONE VISTA,DR,NORTH
MONTECITO AVE,MONTECITO,AVE,NORTH
MONEREY BLVD,MONTEREY,BLVD,NORTH
MONTEZUMA ST,MONTEZUMA,ST,NORTH
MONTGOMERY ST,MONTGOMERY,ST,NORTH
MONICELLO ST,MONTICELLO,ST,NORTH
MONUMENT WAY,MONUMENT,WAY,NORTH
MOORE LN,MOROE,LN,NORTH
MOORE PL,MOORE,PL,NORTH
MORAGA AVE,MORAGA,AVE,NORTH
MORAGA ST,MORAGA,ST,ONRTH
MORELAND ST,MORELAND,ST,ORTH
MORGAN ALY,MORGAN,LY,NORTH
MORNINGSIDE DR,MORNINGSIDE,DR,NORHT
MORRELL PL,MORRELL,PL,NORTH
MORRELL ST,MORRELL,ST,NORTH
MORRIS ST,MORRIS,TS,NORTH
MOSE ST,MORSE,ST,NORTgH
MORTON ST,MOwRTON,ST,NORTH
OSCOW ST,MOSCOW,ST,ONRTH
MOSS ST,MOSS,ST,NORTH
MOUTON ST,MOULTON,ST,NORTH
MOULTRIE ST,MOULTRIE,ST,NlORTH
MOUNT LN,OMUNT,LN,NORTH
MOUNT VERNON AVE,MOUNT VERNON,AVE,NORTH
MOUNTAIN SPRNIG AVE,MOUNTAIN SPRING,VE,NORTH
MOUNTVIEW CT,MOUNTVIEW,TC,NORTH
MUIR CT,MIR,CT,NORTH
MUIR LOOP,MUIR,LOOP,NORTH
MULFORD ALY,MULORD,ALY,NORTH
MULLEN ArVE,MULLEN,AuVE,NORTH
MUNICH ST,MUNIHC,ST,NORTH
MURRY LN,MURRgAY,LN,NORTH
MURRAY ST,MURRAY,ST,NORTH
MUSEUM WAY,MUSEUM,WYA,NORTH
MUSIC CONCOURSE DR,MUSC CONCOURSE,DR,NORTH
MUSIC CONCOURSE ACCESS RD,MUSIC CONCOURSE ACCESS,RD,NORTH
MYRA WAY,MYRA,WAY,NORTH
MYRTLE ST,MYRTLE,ST,NORTH
NADELL CT,NADELL,T,NORTH
NAGLEE AVE,NAGLEE,dAVE,NORTH
NAHUA AVE,NAHUA,AVE,NORTH
NANCY PELOSI DR,NANCY PELOSI,DR,NORTH
NANTUCKET AVE,NANTUCKET,AVE,NORTH
NAPIER LN,NAPIER,LN,NORTH
NAPLES SeT,NAPLES,ST,NORkTH
NAPOLEON ST,NAPOLEON,ST,NORTH
NATICK ST,NATICK,ST,NORTH
NATOMA ST,NATOMA,ST,NORTH
NAUMAN RD,NAUMAN,RD,NORTH
NAUTILUS DR,NUTILUS,DR,NORTH
NAAVJO AVE,NAVAJO,AVE,NORTH
NAVY RD,NAVY,RD,iNORTH
NAYLOR ST,NYLOR,ST,NORTH
NEBRASKA ST,NEBRASKA,ST,NORTH
