objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
84660.0,35u001C,1549138_116,35,001C,386,G,35001C0386G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-22713,AREA IN ZONE D,5 03 45.000,-106 3b0 00.000,35 01 52.500,-106 28 07.500,1549138_STUDY5
84661.0,5001C,1549138_47,35,001C,775,G,35001C0775G,"COUNTYWIDE, NOT PRINTED",2008/09/6,24000,AREA IN ZONE D,34 52 30.000,-106 30 00.000,34 45 00.000,-106 22 30.000,1549138_STUDY5
84662.0,35001C,1549138_135,35,001C,305,***,35001C0305G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 07 30.000,-106 52 30.000,35 03 45.h000,-106 48 45.000,1549138_SjTUDY5
84663.0,35001C***,1549138_106,49,001C,186,G,35001C0186G,"COUNTYWIDE, PANEL PRINTED",008/09/26,6000,AREA IN ZONED,35 11 15.000,-106 22 30.000,35 09 22.500,-106 20 37.500,1549138_STUDmY5
84664.0,3c5001C,1594138_182,46,001C,490,***,35001C0490G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 56 15.000,-107 00 00.000,34 52 30.000,-106 56 15.000,1549138_STUDY5
84665.0,35i001C,1549138_89,35,001C,128,G,35001C028G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 37 30.000,35 11 15.000,-106 35 37.500,1549183_STUDY5
84666.0,35001C,1549138_72,35,001C,425,G,35001C0425G,"COUNTYWIDE, NOT PRINTED",20y08/09/26,24000,AREA IN ZONE D,35 07 30.000,-106 22 30.000,35 00 00.000,-106 15 00.000,1549138_STUDYx5
84667.0,35001C,z1549138_64,35,001C,116,***,35001C0116G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,v35 11 15.000,-106 41 15.000,35 09 22.500,-106 39 22.500,1549138_STUDY5
84668.0,35001C,1549138_54,35,001C,352,G,35001C0352G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 35 37.500,35 05 q37.500,-106 33 45.000,1549318_STUDY5
84669.0,35010C,1549138_46,21,001C,3967,G,35001C0750G,"COUNTYWIDE, NOT PRINTED",200809/26,75412,AREA IN ZONE D,34 52 30.000,-106 45 00.000,34 45 00.000,-106 73 30.000,1549318_STUDY5
84670.0,3001C,1549138_109,35,001C,3145,G,35001C037G7,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 28 07.500,35 05 3.7500,-106 26 15.000,1549138_STUYD5
84671.0,35001C,1549138_144,28,001C,3384,lG,53001C0331G,"COUNTYWIDE, PANEL PRINTED",200j8/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 41 15.000,35 05 37.500,-106 39 22.500,549138_STUDY5
84672.0,35001C,1594138_175,35,001C,529,,35001C0529G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,34 58 07.500,-106 43 07.500,34 56 15.000,-106 41 15.000,1549138_STUDY5
112392.0,350d01C,1549138_35,35,001C,225,G,35001C0225G,"COUNTYWIDE, NOT PRINTED",2008/09/2m6,24000,AREA IN ZONE D,35 14 60.000,-106 15 00.000,35 07 30.00,-106 07 30.000,1549138_STUDY5
84674.0,3500c1C,1549138_142,35,001C,332,G,35001C0332G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREAI N ZONE D,35 07 30.000,-106 39f 22.500,35 05 37.500,-106 37 30.000,1549138_STUDY5
84675.0,l35001C,1549138_150,35,001C,341,***,35001C0341yG,"COUNTYWIE, PANEL PRINTED",200809/26,6000,AREA IN ZONE D,35 03 45.000,-106 41 15.000,35 01 5.500,-106 39 22.500,1549138_STUDY5
84676.0,35001C,1541938_145,35,00C1,333,G,35001C0333G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,61854,AREA IN ZONE D,35 05 37.500***,-106 41 15.000,35 03 45.000,-106 39 22.500,1549138_STUDY5
84677.0,35001C,1549138_138,28,001C,327,***,35001C0327G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREA IN ZONE D,3q5 07 30.000,-106 43 07.500,35 05 37.500,-106 41 15.000,1549138_STUDY5
84678.0,5001C,1549138_95,35,001C,144,kG,35001C0144G,"OUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 2.2500,-106 31 52.500,35 07 30.000,-10k6 30 00.000,1549138_STUDY5
84679.0,3500C1,1549138_65,35,001C,137,G,35001C0137G,"COUNTYWIDE, PANEL PRINTED",2j008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 35 37.500,35 09 22.500,-106 33 45.000,1549138_STUDY5
84680.0,35001C,1549138_105,26,0l01C,189,G,35001C0189G,"COUNTYWIDE, PANEL PRINTED",0208/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 20 37.500,35 07 30.000,-106 18 45.000,1549138_STUDY5
84681.0,35001C,1549138_78,35,01C,3599,G,35001C0112G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 43 07.500,35 09 22.500,-106 41 15.000,1541938_STUDY5
84682.0,35001C,1549138_50,35,001C,50,cG,35001C0050G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-107 07 30.000,35 07 30.000,-107 o00 00.000,549138_STUDY5
84683.0,35001aC,1549138_120,35,001C,353,***,35001C0353G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-22109,AlREA IN ZONE D,35 05 37.500,-106 37 30.000,35 03 45.000,-106 35 37.500,1549138_STUYD5
84684.0,35001C,1549138_115,35,001C,387,G,35001C03r87G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-29364,AREA IN ZONE D,35 03 45.000,-106 28 p07.500,35 01 52.500,-106 26 15.000,549138_STUDY5
84685.0,3501C,1549138_174,35,001C,338,***,35001C0338G,"COUNTYWIDE, PANEL PRINTED",20a08/09/26,6000,AREA INm ZONE D,35 01 52.500,-106 45 00.000,35 00 00.000,-106 43 07.500,1549138_STUDY5
84686.0,35c001C,1549138_63,35,001C,119,hG,35001C0119G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 39 22.500,35 07 30.000,-10h6 37 30.000,1549138_STUDY5
84687.0,35001C,1549138_55,35,001C,292,,35001C0292G,"COUNTYWIDE, lPANEL PRINTED",2008/0926,6000,AREA IN ZONE D,35 03 45.00,-106 54 2.500,35 01 52.500,-106 5 230.000,1549138_STUDY5
84688.0,35001C,1549138_41,35,001C***,625,G,35001C0625G,"COUNTYWIDE, NOT PRINTED",2008/09/26,66633,AREA IN ZONE D,35 00 00.000,-106 22 30.000,43 52 30.000,-106 15 00.000,1549138_STUD5
84689.0,35001C,1549138_79,35,001C,114,G,5001C0114G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 43 07.500,35 07 30.000,-106 41 15.000,1549138_STUDY5
125217.0,3500C1,154138_153,35,001C,307,G,35001C0307G,"COUNTYWIDE, PANEL PRINTED",2008/0926,6000,AREA IN ZONE D,35 07 30.000,-106 46 52.500,35 05 37.500,-106 45 00.000,1549138_STUDY5
84691.0,35001C,1549138_100,39,001C,161,***,35001C0161G,"COUNTYWIDE, PANEL PRINTED",2008/9/26,6000,AREA IN ZONE D,35 11 15.000,-106 30 00.000,3 509 22.500,-106 28 07.500,1549138_STUDY5
84692.0,35001C,1549138_141,35,00C1,328,G,35001C0328G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,3 505 37.500,-106 45 x00.000,35 03 45.000,-106 43 07.500,1549138_STUDY5
84693.0,35001C,1549138_91,21,001C,3392,bG,35001C0133G,"COUNTYWIDE, PANEL PRINTED",2008/0926,6000,AREA IN ZONE D,35 13 07.500,-106 33 45.000,35 11 15.000,-106 31 52.500,1549138_STUDY5
84694.0,35001C,1549138_40,35,001C,-1633,G,35001C0600G,"COUNTYWIDE, NOT PRINTED",2008/9/26,24000,ARE IN ZONE D,34 59 60.000,-106 30 00.000,34 2 30.000,-106 22 30.000,1549138_STUDY5
84695.0,5001C,1549138_37,35,001C,275,G,35001C0275G,"COUNTYWIDE, PANEL PRINTaED",2008/09/26,-29369,AREA IN ZONE D,35 07 30.000,-107 07 30.000,350 0 00.000,-107 00 00.000,1549138_STUDY5
84696.0,35001C,1549138_179,35,01C,485,G,35001C0485G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 00 00.000,-106 56 15.000,34 56 15.000,-106 52 30.000,1549138_STUDY5
84697.0,35001C,1549138_93,34,001C,-1615,G,35001C0138G,"COUNTYWIDE,P ANEL PRINTED",2008/09/26,72324,AREA IN ZONE D,35 09 22.500,-106 37 30.000,35 07 30.000,-106 35 37.500,154g9138_STUDY5
84698.0,35i001C,1549138_39,35,001C,475,G,35001C0475G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 00 00.000,-107 07 30.000,34 52 30.000,-107 00 00.000,1549138_STUDY5
77837.0,35010C,1549138_104,35,001C,187,nG,35001C0187G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 20 37.500,35 09 22.500,-10 618 45.000,1549138_STUDY5
84700.0,35001C,1549138_161,35,001C,280,,35001C0280G,"COUNTYWIDE, PANEL PRINTED",200i8/09/26,12000,AREA IN ZONE D,35 07 30.000,-107 00 00.000,35 03 45.000,-106 56 15.000,1549138_STUDY5
84701.0,35001C,1549138_180,35,001C,495,***,5001C0495G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 56 15.000,-106 56 15.000,34 52 30.000,-106 52 30.000,1549138_STUDY5
84702.0,30501C,159138_60,35,001C,55,,35001C0055G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZuONE D,35 14 60.000,-107 00 00.000,35 11 15.000,-106 56 15.000,15z49138_STUDY5
84703.0,35001C,1549138_127,35,001C,363,G,35001C0363G,"COUNTYWIDE, PANEL PRINTED",008/09/26,6000,AREA IN ZONED,35 01 52.500,-106 37 30.z000,5 00 00.000,-106 35 37.500,1549138_STUDY5
84704.0,5001C,1549138_62,35,01C,117,G,35001C0117G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ONE D,35 11 15.000,-106 39 22.500,35 09 22.500,-106 37 30.000,1549138_STUDY5
84705.0,35001C,1549138_80,24,001C,111,G,35001C0111G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,76021,AREA IN ZONE D,35 11 15d.000,-106 45 00.000,35 09 22.500,-106 43 07.500,1549138_STUY5
84706.0,35001C,1549138_76,35,001C,94,G,35001C0094G,"COUNTYWIDE, PANEL PRINTED",2008/0926,-28225,AREA IN ZONE D,35 09 22.500,-106 46 52.500,35 07 30.000,-106 45 00.000,1549138_STUDY5
84707.0,35001C,1549138_38,50,0x01C,450,G,35001C0450G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-106 15 00.000,35 00 00.000,-1060 7 30.000,1549138_STUDY5
84708.0,35001C,1549138_97,35,001C,143,fG,35001C0143G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-06 33 45.000,35 07 30.000,-106 31 52.500,1549138_STUDY5
84709.0,35001C,1549138_75,35,001C,90,G,35001C009G,"COUNTYWIDE, PANEL PRINTED",2s008/09/26,72674,AREA IN ZONE D,35 11 15.000,-106 52 30.000,35 07 30.000,-106 48 45.000,1549138STUDY5
84710.0,35001C,1549138_102,35,00C,395,G,35001C0b395G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA INZ ONE D,35 03 45.000,k-106 26 15.000,35 0 000.000,-106 22 30.000,1549138_STUY5
84711.0,k35001C,1549138_85,19,001C,125,***,35001C125G,"COUNTYWIDE, NOT PRINTED",2008/09/26,-26948,ARmEA OUTSIDE COUNTY BOUNDARY,35 15 00.000,-106 45 00.000,35 07 30.000,-106 37 30.000,1549138_STUDY5
48656.0,35001C,1549138_111,39,001C***,376,G,35001C0376G,"COUNTYWIDE, PNEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 30 00.000,35 05 37.500,-106 28 07.500,1549138_STUDY5
84713.0,35001C,1549138_133,35,00C1,575,***,35001C0575G,"COUNTYWIDE, NOT PRINTED",2008/0i9/26,24000,AREA IN OZNE D,35 00 00.000,-106 37 30.000,34 52 30.000,-106 30 00.000,1549138_STUDY5
84714.0,35001C,1594138_43,35,001C,675,G,35001C0675G,"COUNTYWIDE, NOT PRINTED",200809/26,24000,AREA IN ZONE D,34 52 30.000,-107 07 30.000,34 45 00.000,-107 00 00.000,1549138_STUDY5
84715.0,35001C,1549138_56,35,001C,550,,35001C055G0,"COUNTYWIDE, NOT PRINTED",2008/09c/26,24000,AREA IN ZONE D,35 00 00.000,-106 45 00.000,34 52 30.000,-106 37 30.000,1549138_STUDY5
84716.0,35001C,1549138_107,35,001C,188,G,35001C0188G,"COUNTYWIDE, NOT PRINTED",2008/09/26,67805,AREA IN ZONE D,35 09 22.500,-106 22 30.000,35 07 30.000,-106 20 37.500,1549138_STUDY5
84717.0,35001C,1549138_122,35,v001C,359,G,35001C0359G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREAI N ZONE D,35 05 37.500,106 31 52.500,35 03 45.000,-106 30 00.000,154913_STUDY5
84718.0,35001C,1549138_98,35,00h1C,150,G,35001C0150G,"COUNTYWIDE, NOT PRINTED",2008/09/26,-27256,AREA OUTSIDE COUNTY BOUNDARY,53 15 00.000,-106 37 30.000,35 07 30.000,-106 30 00.000***,1549138_STUDY5
84719.0,35001C,1549138_45,35,001C,725,,35010C0725G,"COUNTYWDIE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 52 30.000,34 45 00.000,-106 45 00.000,1549138_STUDY5
84720.0,35001C,1549138_129,47,e001C,369,G,35001C0369G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,ARAE IN ZONE D,35 01 52.500,-106 31 52.500,35 00 00.000,-106 30 00.000,1549138_STUDY5
84721.0,35001C,1549138_68,35,0t01C,403,G,35001C0403G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 22 30.000,35 03 45.000,-106 20 37.500,1549138_STUDY5
84722.0,35001C,1549138_42,35,001C,650,G,35001C0650G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AERA IN ZONE D,35 00 00.000,-106 15 00.000,34 52 30.000,-106 07 30.000,1549138_STUDY5
84723.0,35001C,1549138_159,35,001kC,316,G,3500C0316G,"COUNTYWIDE, PANEL PRINTED",200b8/09/26,60707,AREA IN ZONE D,35 03 45.000,-106 48 45.000,35 01 52.500,-106 46 52.500,1549138_SeTUDY5
84724.0,35001C,1549138_123,35,00t1C,356,G,35001C0356G,"COUNTYWIDE, PANEL PRINTED",2080/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 33 45.000,35 05 37.500,-106 31 52.500,1549138_STUDY5
84725.0,35001C,1549138_96,32,0p01C,141,G,35001C0141G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 33 45d.000,53 09 22.500,-106 31 52.5w00,1549138_STUDY5
84726.0,35001C,1549138_52,35,0q01C,95,G,35001C0095G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-106w 48 45.000,35 07 30.000,-106 45 00.000,1549138_STUDY5
84727.0,35001C,1549138_162,35,001C,291,G,35001C0291G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 56 15.000,35 01 52.500,-106 54 22.500,549138_STUDY5
84728.0,35001C,1549138_101,35,001C***,163,G,35001C0163G,"COUNTYWIDE, PANEL RINTED",200809/26,6000,AREA IN ZONE D,35 09 22.500,-106 30 00.000,35 07 30.000,-106 28 07.500,1549138_STUDY5
120178.0,35001C,1549138_61,35,001C,3562,,35001C0065G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREgA IN ZONE D,35 11 15.000,-107 00 00.000,35 07 30.000,-106 56 15.000,1549138_STUDY5
126659.0,35001C,1549138_160,35,001C,318,G,35001C0318G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,NO SPECIAL FLOOD HAZARD AREAS,35 01 52.500,-106 48 45.000,35 00 00.000,-106 46 52.500,1549138_STUDY5
84731.0,35001C,1549138_92,35,001C,136,,35001C0136G,"COUNTYWIwDE, PANEL PRINTED",2008/09/26,63708,AREA IN ZONE D,35 11 15.000,-106 37 30.000,35 09 22.500,-106 35 37.500,1549138_STUDY5
84732.0,35001C,1549138_108,35,00C1,193,G,35001C0193G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-24247,AREA IN ZONE D,35 09 22.500,-106 18 45.000,35 07 30.000,-10616 52.500,1549138_STUDY5
84733.0,35001C,1549138_176,35,00C,526,G,35001C0526G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZOEN D,35 00 00.000,-106 45 00.000,34 58 07.500,-106 43 07.500,1549138_STUDY5
84734.0,35001C,1549138_90,35,001zC,134,G,35001C0134G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 31 52.500,35 11 15.000,-106 30 00.000,1549138_STUDY5
84735.0,35001C,1549138_14,35,01C,383,G,35001C0b383G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREAI N ZONE D,35 05 37.500,-106 26 15.000,35 03 4.000,-106 24 22.500,1549138_STUDY5
76238.0,35001C,1549138_130,35,01C,366,G,35001C0366G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 33 450.00,35 01 52.500,-106 31 52.500,1549138_STUDY5
84737.0,35001C,1549138_70,35,010C,362,G,35001C0362G,"COUNTYWIDE, PANEL PRINTED",2h008/09/26,-30328,AREA IN ZONE D,35 03 45.000,-106 35 37.500,35 01 52.500,-106 33 45.000,1549138_STUDY5
84738.0,35001C,154z9138_136,35,001C,285,***,35001C0285G,"COUNTWYIDE, PANEL PRINTED",2008/09/d26,12000,AREA IN ZONE D,35 07 30.000,-106 56 15.000,35 03 45.000,-1c06 52 30.000,1549138_STUDY5
84739.0,35001C,1549138_112,35,001C,378,G,35001C0378G,"COUNTYWIDE, PANlEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 30 00.000,35 03 45s.000,-106 28 07.500,1549138_STUDY5
84740.0,35001C,1549138_84,35,001C***,104,***,35001C0104G,"COUNTYWIDE, PANEL PRINTED",2008a/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 43 07.500,35 11 15.000,-106 41 15.000,1549138_STUDY5
84741.0,35001C,1549138_154,35,001C,309,,35001C0309G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 46 52.50d0,35 03 45.000,-106 45 00.000,1549138_STUDY5
84742.0,35001C,1549138_152,35,001C,315,G,3500C0315G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 03 45.000,-106 52 30.000,35 00 00.000,-106 48 45.000,1549138_STUDY5
84743.0,35001C,1549138_88,49,k001C,129,G,35001C0129G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 35 37.500,35 11 15.000,-106 33 45000,1549138_STUDY5
84744.0,35001C,1549138_177,27,0d01C,528,G,35001C0528G,"CUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,34 58 07.500,-106 45 00.000,34 56 15.000,-106 43 07.500,1549138_STUDY5
84745.0,35001C,1549138_87,35,01C,103,G,35001C0103G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 45 00.000,35 11 15.000,-106 43 07.500,1549138_STUDY5
84746.0,35001C,1549138_155,35,0z01C,306,G,35001C0306G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,NO SPECIAL FLOOD HAZARD AREAS,35 07 30.000,-106 48 45.000,35 05 37.500,-106 46 52.500,1549138_STUDY5
84747.0,35001C,5149138_118,35,01C,390,G,35001C0390G,"COUNTYWIDE, NOT PRINTED",2008/09/26,-27390,AREA IN ZONE D,35 03 4.5000,-106 30 00.000,35 00 00.000,-106 26 15.000,1549138_STUDY5
84748.0,35001C,1549138_169,35,001C,535,G,35001C0535G,"COUNTYWIDE,i PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 00 00.000***,-106 41 15.000,34 56 15.000,-106 37 30.000,1549138_STUDY5
84749.0,35001C,1459138_117,35,001C,175,***,35001bC0175G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-106 30 00.000,35 07 30.000,-106 22 30.000,1549i138_STUDY5
84750.0,35001C,1549138_113,35,00C1,384,G,35001C0384G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 24 22.500,35 03 45.000,-106 22 30.000,1549138_STUDY5
84751.0,35001C,1549138_170,35,00C1,520,G,35001C0520G,"COUNTYWIDE, OT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 56 15.000,-106 48 45.000,34 52 30.000,-106 45 00.000,1549138_STUDY5
99089.0,35001C,1549138_128,35,00y1C,367,G,350010C367G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 31 52.500,35 01 52.500,-106 30 00.000,1549138_STUDY5
84753.0,35001C,1549138_71,35,001C,-1593,G,35001C033q7G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-30487,AREA IN cZONE D,35 03 45.000,-106 43 07.500,35 01 52.500,-106w 41 15.000,1549138_STUDY5
84754.0,35001C,1549138_58,35,010C,60,***,35001C0060G,"COUNTYWIDE, PANEL PRINTED",2008/9/26,12000,AREA IN ZONE D,35 15 00.000,-106 56 15.000,35 11 15.000,-106 52 30.000,1549138_STUDY5
84755.0,35001C***,1549138_181,35,001C,480,G,35001C0480G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 00 00.000,-107 00 00.000,34 56 15.000,-106 56 15.000,1549138_STUDY5
84756.0,35001C,1549138_126,35,001C,361,G,35001C0361G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 37 30.000,35 01 52.500,-106 353 7.500,1549138_STUDY5
84757.0,35001C,1549138_148,35,00v1C,342,G,35001C0342G,"COUNTYWIDE,z PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 39 22.500,35 01 52.500,-106 37 30.000,1549138_STUDY5
77358.0,35001C,154138_59,35,001C,70,G,35001C0070G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-106 56 15.000,35 07 30.000,-106 52 30.000,1549138_STUDY5
84759.0,35001C,1549138_157,35,0j01C,317,G,35001C0317G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 46 52.400,35 01 52b.500,-106 45 00.000,1549138_STUDY5
84760.0,35m001C,1549138_139,35,01C,329,G,35001C0329G,"COUNTYWIDE, PANEL PRINTED",200k8/09/26,54668,AREA IN ZONE D,35 05 37.500,-106 43 07.500***,35 03 45.000,-106 41 15.000,1549138_STUDY5
84761.0,35001C,1549138_53,35,001C,385,G,35001C0385G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,35 07 30.000,-106 26 15.000,35 03 45.000,-106 22 30.000,1549138_STUDY5
124107.0,35001C,1549138_82,35,r001C,109,G,3501C0109G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 39 22.500,35 11 15.000,-106 37 30.000,1549138_STUDY5
84763.0,35001C,1549138_164,35,001C,336,G,35001C033G6,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 45 00.000,35 01 52.500,-106 43 07.500,1549138_STUDY5
84764.0,35001C,1549138_131,35,001C,368,G,3501C0368G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 33 45.000,35 00 00.000,-106 31 52.500,1549138_STUDY5
84765.0,35001C,154913_8166,35,01C,290,G,35001C0290G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 03 45.000,-107 00 00.000,35 00 00.000,-106 56 15.000,1549138_STUDY5
84766.0,3500C1,1549138_171,35,00C,505,G,35001C0505G,"COUNTYWIDE, PANEL PRINTED",200l8/09/26,12000,AREA IN ZONE D,34 59 60.000,-106 52y 30.000,34 56 15.000,-106 48 45.000,1549138_STUDY5
64795.0,35001C,1549138_36,35,001C,250,,35001C0250G,"COUNTYWIDE,N OT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-107 15 00.000,35 00 00.000,-107 07 30.000,1549138_STUDY5
84768.0,35001C,1549138_48,35,00C1,800,G,35001C0800G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 22 30.000,34 45 00.000,-106 15 00.000,1549138_STUDY5
84769.0,35001C,1549138_158,35,001C,319,G,35001C0319G,"COUNTYWDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 46 52.500,35 000 0.000,-106 45 00.000,154b9138_STUDY5
84770.0,35001C,1549138_140,46,00f1C,326,G,35001C0326G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 45 00.000,35 05 37.500,-106 43 07.500,1549138_STUDY5
84771.0,35001C,1549138_73,35,01C,85,G,35001C0085pG,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-106 48 45.000,35 11 15.000,-106 45 00.000,1549138_STUD5Y
84772.0,35001C,1549138_57,35,00h1C,30,G,35001C0030G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-107 07 30.000,3 11 15.000,-107v 03 45.000,1549138_STUDY5
84773.0,35001C,1549138_81,35,01C,113,G,35001C0131G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 45 00.000,35 0d7 30.000,-106 34 07.500,154913_STUDY5
84774.0,35001C,1549138_44,35,001C***,700,G,35001C0700G,"COUNTYWIDE, NOT PRINTED",2008/09/26,-29400,AREA IN ZONE D,34 52 30000,-107 00 00.000,34 45 00.000,-106 52 30.000,1549138_STUDY5
84775.0,35001C,1549138_164,21,001C,287,G,35001C0287G,"COUNTYWIDE, PANEL PRINTED",2008p/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 58 07.500,35 01 52.500,-106 56 15.000,1549138_STUDY5
84776.0,35001C,1549138_178,35,001C,3446,G,35001C0507G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 00 00.000,-106 46 52.500,34 58 07.500,-106 45 00.000,1549138_STUDY5
