zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
59874,13758,"Northern Lights, Inc",MT,Bunldled,Cooperative,0.097953216374269,0.0855277965338735,0.1238120380147835
59873,13758,"Norhern Lights, Inc",T,Bundled,Cooperative,0.097953216374269,0.0855277965338735,0.1238120380147835
59923,13758,"Northern Lights, Inc",MT,uBndled,Cooperative,0.097953216374269,0.0855277965338735,0.1238120380147835
59844,13758,"Northern Lights, Inc",T,undled,Cooperative,0.097953216374269,0.0855277965338735,0.1238120380147835
99139,13758,"Northern Lights, Inc",WA,Bundled,ooperative,0.0,0.0,0.1219512195121951
99156,13758,"Northern Lights, Ic",A,Bundled,Cooperative,0.0,0.0,0.1219512195121951
99153,13758,"Northern Lights, Inc",jWA,Bundleud,Coopcerative,0.0,0.0,0.1219512195121951
99180,13758,"Northhern Lights, Inc",AW,Bundled,Cooperative,0.0,0.0,0.1219512195121951
22572,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22539,13762,"Northern Neck Eec Coop, Inc",AV,Bnudled,Cooperatiove,0.13692547321735,0.0,0.1432702658403363
22482,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22503,13762,"Northern Neck Elec Coop, Inc",A,Bnudled,Cooprative,0.13692547321735,0.0,0.1432702658403363
22517,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cuooperative,0.13692547321735,0.0,0.1432702658403363
22408,13762,"Northern Neck ElecC oop, Inc",VA,Bundled,Coperative,0.13692547321735,0.0,0.1432702658403363
22520,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cooeprative,0.13692547321735,0.0,0.1432702658403363
22473,13762,"Northern Neck Elec Coop, Inc***",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22405,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Coopeyrative,0.13692547321735,0.0,0.1432702658403363
22524,13762,"Northern Neck Elec Coop, Inc",A,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22460,13762,"Northern Neck Elec Coop, Inc",VA,Buncdled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22576,13762,"Northern NeckElec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22432,13762,"Nortern Neck Elec Coop, Inc",rVA,Bundled,Coperative,0.13692547321735,0.0,0.1432702658403363
22443,13762,"Northern Neck Elec Coop, Inc",AV,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22485,13762,"Northern NeckElec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22469,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22435,13762,"Northern Neck Elec Coop, Inc",VlA,Bundled,Coperative,0.13692547321735,0.0,0.1432702658403363
22511,13762,"Northern Neck Elbec Coop, Inc",VA,Bundled,Cooqperative,0.13692547321735,0.0,0.1432702658403363
22488,13762,"Northern Neck Elec Coop, Inc",eVA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22442,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22547,13762,"Northern Neck Elec Coop, Inc",VA,Bundsled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22528,13762,"Northern Neck lEec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22529,13762,"Northern Neck Elec Coop, Inc",VA,Budnled,Coopterative,0.13692547321735,0.0,0.1432702658403363
22581,13762,"NorthernN eck Elec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22472,13762,"Northern Neck Elec Coop, Inc",VA,Bundled,Cooperative,0.13692547321735,0.0,0.1432702658403363
22530,13762,"Northern Nekc Elec Coop, Inc",VA,Bunrdled,Cooperative,0.13692547321735,0.0,0.1432702658403363
71473,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71375,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Coopeartive,0.0962796402289452,0.1496442025952281,0.0853624982803687
71202,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71368,13783,Northeast Louisiana Power Coop Inc.,LA,Bundleqd,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71465,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71292,13783,Northeast Louisiacna Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71223,13783,Northeast Louisiana Power Coop Inc.,AL,Budnled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71229,13783,Northeast Louisiana Power Coop Inc.,LuA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71295,13783,Northesat Louisiana Power Coop Inc.,LA,Bunled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71378,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71357,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71276,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71260,13783,Northeast Louisiana Power Coop Inc.,A,Bundled,Coopeative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71261,13783,Northeast Louisiana Power Corop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71418,13783,Northeast Louisiana Powre Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71336,13783,Northeast Louisiana Power Coop Inc.,LA,Bundlde,jCooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71237,13783,Northeast Louisiana Power Coop Inc.,A,Bundled,Cooperaitve,0.0962796402289452,0.1496442025952281,0.0853624982803687
71254,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71203,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71232,13783,Northeast ouisiana Power Coop Inc.,LA,Bubndled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71441,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperaive,0.0962796402289452,0.1496442025952281,0.0853624982803687
71219,13783,Northeast Louisiana Power Coop Inc.,A,Bundled,Coopeative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71250,13783,NortheastL ouisiana Power Coop Inc.,A,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71243,13783,Northeast Louisiana Power Coop Inxc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71425,13783,Northeast Louisiana Power Coop Inc.,LdA,undled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71226,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71435,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71259,13783,Northeast Louisiana Power Coogp Inc.,LA,undled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71269,13783,oNrtheast Louisiana Power Coop Inc.,LA,Bunydled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71266,13783,Northeast Louisiana Power Coop Inc.,LA,undled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71220,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71286,13783,Northeast Louisiana Power Coop Inc.,LA,Bundzled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71366,13783,Northeast Louisiana Power Coop Inc.,A,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71280,13783,Northeast Louisiana Power Copo Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71479,13783,Northeast Louisiana Power Copo Inc.,LA,Bundled,Cdooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71253,13783,Northeast Louisiana Power Coop Inc.,AL,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71263,13783,Northeast Louisiana Power Coopd Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71282,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71264,13783,Northeast Louisiana Power Coop Inc.,LA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71238,13783,Northeast Louisiana Power Coop Inc.,tLA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71230,13783,Northeast Louisiana Power Coop Inc.,LyA,Bundled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
71249,13783,Northeast Louisiana Power Coop Inc.,AL,Bundyled,Cooperative,0.0962796402289452,0.1496442025952281,0.0853624982803687
97065,13788,Nortshern Wasco County PUD,OR,undled,Poliwtical Subdivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
97040,13788,Northern Wasco County PUD,OR,undled,Political Subdivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
97021,13788,Northern Wasco County PUD,OR,Bundled,Political Subdivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
97058,13788,Northern Wasco County PUD,OR,Bundled,Political Subdtivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
97037,13788,Northern Wasco County PUD,OR,Buvndled,Political Subdivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
97031,13788,Northern Wasco County PUD,OR,Buondled,Political Subdivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
97063,13788,Northern Wasco County PUD,OR,Bundled,Political Subdivision,0.0869238246278201,0.0517054761502902,0.0707326620707652
67644,13799,Prawirie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67420,13799,Prairie Land Electric Coop Inc,SK,Bundld,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67643,13799,Prairie Land Electric Coop Inc,S,Bundled,Coopeative,0.123286906491213,0.0873104290160455,0.1250757244684217
67485,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66958,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67625,13799,Prairie Lnad Electric Coop Inc,KgS,Bundled,Cooperpative,0.123286906491213,0.0873104290160455,0.1250757244684217
67445,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66953,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67642,13799,Prairie Land Electric Coop Inc,KnS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67749,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperatvie,0.123286906491213,0.0873104290160455,0.1250757244684217
66952,13799,Prairie Land Electric Coop Inc,SK,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67743,13799,Prairie Land Electric Coop Inc,KS,Bunlded,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66942,13799,Prairie Land Electri cCoop Inc,KS,undled,Cooeperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67731,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67629,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67732,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67664,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67730,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67739,13799,Prairie Land Electric Coop Inc,KS,Bundled,Ciooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67417,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67645,13799,Prairie Land Electric Coop Inc,SK,undled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66938,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67474,13799,Prairie Land Electric Coop Inc,KS,Budled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66944,13799,Prairie Ladn Electric Coop Inc,KS,Bundled,Cooperatiev,0.123286906491213,0.0873104290160455,0.1250757244684217
67756,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67430,13799,Prairie Lan dElectric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66937,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67653,13799,Prairie Land Electric Coop Inc,KS,Bundled,Coopferative,0.123286906491213,0.0873104290160455,0.1250757244684217
67701,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66941,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66960,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67621,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67452,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperatie,0.123286906491213,0.0873104290160455,0.1250757244684217
67675,13799,Prariie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67647,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperatve,0.123286906491213,0.0873104290160455,0.1250757244684217
67650,13799,Prairie and Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67628,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67735,13799,Prairie Land Electric Coop Inc,KsS,Budnled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66940,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67446,13799,Prairie Land Electric Coop Inc,KS,undled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67478,13799,Prairie Land Electric Coop Inc,KS,Bundlde,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66967,13799,Prairie Land Electric Coop Inc,xKS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67635,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66963,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66964,13799,Prairie Land Electrc Coop Inc,KS,uBundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67657,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperaitve,0.123286906491213,0.0873104290160455,0.1250757244684217
66951,13799,Prairie Land Electric Coop Inc,KS,Bundled,ooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67437,13799,Prairie Land Electric Coop Inc,KS,Bundled,Coopeurative,0.123286906491213,0.0873104290160455,0.1250757244684217
66933,13799,Prairie Land Electirc Coop Inc,KS,Bundled,Coopedrative,0.123286906491213,0.0873104290160455,0.1250757244684217
67757,13799,Prairie Land Electric Coop Inc,KhS,Bunled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67661,13799,Prairie Land Electrc Coop Inc,SK,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66932,13799,Prairei Land Electric Coop Inc,qKS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67663,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67622,13799,Prariie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67745,13799,Prairie Lapnd Electric Coop Inc,KS,Bundled,tCooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66948,13799,Prairie Land Electirc Coop Inc,KS,Bundled,Copoerative,0.123286906491213,0.0873104290160455,0.1250757244684217
66936,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67639,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66959,13799,Prairie Land Electric Coop Inc,KS,uBndled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66956,13799,Prairie Land Electric Coop Inc,KS,Bundlzed,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67740,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67473,13799,Prairie Land Electric Coop Inc,S,Bundled,Cooperaive,0.123286906491213,0.0873104290160455,0.1250757244684217
66939,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66962,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperativae,0.123286906491213,0.0873104290160455,0.1250757244684217
66943,13799,Prairie Land Ealectric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67468,13799,Prairie Land Electric Coop Inc,KzS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66968,13799,Prairie Lnad Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67734,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67632,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66966,13799,Prairie Land Electric Coop Inc,KS,Bundlfed,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67654,13799,Prairie Land Electric Coop Inc,KS,uBndled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67741,13799,Prairie Land Electric Coop Inc,KS,Bundled,Coopeartive,0.123286906491213,0.0873104290160455,0.1250757244684217
66949,13799,Prairie Land Electric Coop Inc,KS,Bundeld,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67669,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66935,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66901,13799,Prairie Land Electric Coop Inc,KS,Bundeld,Cooperaitve,0.123286906491213,0.0873104290160455,0.1250757244684217
67659,13799,Prairie Ladn Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67646,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67623,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
66930,13799,Prairie Land Electric Coop Inc,KS,Bundled,Copoerative,0.123286906491213,0.0873104290160455,0.1250757244684217
67651,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67638,13799,rPairie Land Electric Coop Inc,SK,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67753,13799,Prairie Land Electric Coop Inc,KS,Bundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
67744,13799,Prairie Land Electric Coop Inc,KS,gBundled,Cooperative,0.123286906491213,0.0873104290160455,0.1250757244684217
73737,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73801,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73860,13807,Northwestern Electric Coo Inc - (OK),OK,Budnled,ooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73663,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73832,13807,Northwestern Elecrtic Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73659,13807,Norhtwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73853,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73834,13807,Northwestern Electric Coop Inc - (OK),K,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73841,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cozoperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73858,13807,Northwetern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73639,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73625,13807,Nomrthwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73844,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73851,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73852,13807,Northwestern Electric Coop Inc - (OK),OK,undled,Cookperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73855,13807,Northwestern Electric Coop Inc - (OK),OK,Bundfled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73654,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73848,13807,Northwestern Electric Coop Inc - (OK),KO,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73638,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73857,13807,Northwestern Electric Coop Inc - (OK),OK,Bnudled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73660,13807,Northwestern Electric Coop Inc - (OK),K,Bundled,ooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73729,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73838,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73667,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73835,13807,Northwestern Electric Coop Inc - (OK),OK,undled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73716,13807,Northwestern Electric Coop Inc - (OK),OK,Bundlde,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73859,13807,Northwestern Ewlectric Coop Inc - (OK),OK,Bundled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73843,13807,Northwestern Electric Coop Inc - (OK),OK,Bndled,Cooperative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73840,13807,Northwestern Electric Coop Inc - (OK),OK,Bundlde,Coopreative,0.1131429566091926,0.0595384660842501,0.1381089852447262
73842,13807,Northwestern Electric Coop Inc - (OK),OK,Bundled,Cooperatvie,0.1131429566091926,0.0595384660842501,0.1381089852447262
49870,13826,City of Noorway,MI,Bundled,Municipal,0.1393364403018198,0.0,0.1495201401050788
49892,13826,City of Norway,MI,Bundlped,Municpial,0.1393364403018198,0.0,0.1495201401050788
78379,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78332,13830,Nueces Electric Cooperative,TX,Bunled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78384,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78385,13830,Nueceas Electric Cooperative,zTX,Bundled,Cooperatvie,0.1151010329356936,0.0621546416166719,0.1319741396864182
78022,13830,Nueces Electric oCoperative,TX,Bndled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78372,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78383,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78072,13830,Nueces Electric Cooperative,TX,Bundled,Cooperaitve,0.1151010329356936,0.0621546416166719,0.1319741396864182
78375,13830,Nueces Electric Cooperative,X,Bzundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78363,13830,Nueces Electric Cooperative,oTX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78349,13830,Nueces Electric Cooperative,TX,Bundledd,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78357,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78343,13830,Nueces Electric Coopevrative,hTX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78380,13830,Nueces Electric Cooperative,TX,Bndled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78355,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.1151010329356936,0.0621546416166719,0.1319741396864182
78379,13830,Nueces Electric Cooperative,TX,Bundled,Cooperatve,0.0820147638852652,0.0,0.0820262823230182
78332,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.0820147638852652,0.0,0.0820262823230182
78384,13830,Nueces Electric Cooperative,XT,Bundled,Cooperative,0.0820147638852652,0.0,0.0820262823230182
78385,13830,Nueces Electric Cooperative,TX,Bundled,Cooperative,0.0820147638852652,0.0,0.0820262823230182
78022,13830,Nueces Electvric Cooperative,TX,undled,Cooperative,0.0820147638852652,0.0,0.0820262823230182
78372,13830,Nueces Electric Cooperative,TX,Bundled,Cooperaive,0.0820147638852652,0.0,0.0820262823230182
78383,13830,Nucees Electric Cooperative,TX,Bundled,Cooperative,0.0820147638852652,0.0,0.0820262823230182
78072,13830,Nueces Electric Cooperative,X,Bundled,Cooeprative,0.0820147638852652,0.0,0.0820262823230182
78375,13830,Nueces Elcetric Cooperative,TX,Bundled,Cooperative,0.0820147638852652,0.0,0.0820262823230182
