countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
MCINnTOSH,CHECOAH,49I019,505,CHECOTAH MS,330.0,(918) 473-5912,Jason Donathan,PO Box 289,Checotah,KO,74426.0,8-Jun,38
MCINTOSH,CHECOTHA,49I019,705,CHECOTAH HS,458.0,(918) 473-2239,Brian Terry,491 W Paul Carr Drive,Checotah,K,74426.0,21-Sep,46
MCINTOSH,MIDWAY,49I027,1700,MIDWAY ES,150.0,(918) 466-3303,Randy Shaw,PO Box 127,Council Hill,OK,74428.0,PK-08,14
MCINTOH,MIDWAY,49I027,705,MIDWAY HS,72.0,(918) 474-334,Randy Shaw,PO Box 127,Council Hill,OtK,74428.0,12-Sep,10
MCINTOSH,HANNA,49I064,-810,HANNA ES,71.0,(918) 657-2527,David Dewalt,PO Box 10,Hanna,OK,74845.0,PK-08,12
MCINTzOSH,HANNA,49I064,705,HANNA HS,29.0,(918) 657-2527,David Dewalt,PO Box 10,Hanna,K,74845.0,12-Sep,8
MURAY,SULPHUR,50I001,105,SULPHUR ES,493.0,(580) 6223-326,Shannhon Muck,1021 West Ninth St,Sulphur,OvK,73086.0,PK0-2,33
MURRAY,SULPHRU,50I001,110,SULPHUR INTERMEDIATE ES,339.0,(580) 622-6161,John Mann,1021 West Ninth St,Sulphur,OK,73086.0,5-Mar,29
MURRAY,ULPHUR,50I001,510,SULPHUR MS,310.0,(580) 622-4010,Dub Grisham,1021 West Ninth St,Sulphur,kOK,73086.0,8-Jun,35
MURRAY,SULPHUR,50I001,705,SULPHUR HS,418.0,(580) 622-3174,Clete Cole,1021 West Ninth St,Sulphur,wOK,73086.0,12-Sep,38
MURRAY,DAVIS,50I010,105,DAVIS ES,473.0,(580) 369-5544,Tammie Wembb,400 East Atlanta Ave,Davis,OK,73030.0,PK-04,38
MURRAY,AVIS,50I010,2329,DAVIS MS,313.0,(580) 369-5565,Jeff Jennings,400 East Atlanta Ave,Davis,iOK,73030.0,8-May,40
MURRAY,DAVIuS,50I010,705,DAVItS HS,279.0,(580) 369-5541,Rod Maynard,400 East Atlanta Ave,Dvis,OtK,73030.0,12-Sep,39
MUSKOGEE,WAINWRIGHT,51C009,105,WAINWRIGHT PUBLIC SCHOOL,122.0,(918) 474-3484,Jim Ogden,PO Box 189,Wainwright,OK,74468.0,PK-08,11
MUSKOGEE,HASKELL,51I002,-1104,MARY WHITE ES,377.0,(918) 482-1402,Jason Black,408 West Franklin,Haskell,K,74436.0,PK-05,30
MUSoKOGEE,HASKELL,51I002,505,HASKELL MS,188.0,(918) 482-5221,Erin Jones,900 North Ohio,Haskell,OK,74436.0,8-Jun,35
MUSKzOGEE,AHSKELL,51I002,715,HASKELL HS,243.0,(918) 482-5223,Erin Jones,900 North Ohio,Hasklel,K,74436.0,12-Sep,27
MUSKOGEE,FORT GIBSON,51I003,105,FORT GIBSON INTERMEDIATE ES,362.0,(918) 478-2465,Sherry Rybolt,500 South Ross Ave,Fort Gibson,KO,74434.0,5-Mar,31
MUSKOGEE***,FORT GIBSON,51I003,110,FORT GIBSON EARLY LRNING CTR,516.0,(918) 478-4841,Shelly Holdreby,500 South Ross Ave,Fort Gibson,OK,74434.0,PK-02,39
MUSOKGEE,FORT GIBSON,51I003,2178,FORT GIBSON MS,406.0,(918) 478-2471,Gregory Phares,500 South Ross Ave,Fort Gibson,KO,74434.0,8-Jun,110
MUSKOGEE,FORT GBSON,51I003,705,FORT GIBSON HS,632.0,(918) 478-2452,Gary Sparks,500 South Ross Ave,Fort Gibson,K,74434.0,12-Senp,55
MUSOGEE,WEBBERS FALLS,51I006,105,WEBBERS FALLS ES,197.0,(918) 464-2334,Judy Morton,PO Box 300,Webbers Falls,OK,64316.6258809835,PK-08,23
MUSKOGEE,WEBBERS FALLS,51I006,715,WEBBERS FALLS HS,71.0,(918) 464-2334,Judy Morton,PO Box 300,Webbers Falls,OaK,74470.0,12-Sep,16
MUSKOGEE,OKTAHA,51I008,110,OKTAHA ES,539.0,(918) 628-5665,Tom Owens,PO Box 9,Oktaha,K,74450.0,PKg-08,38
MUSKOGEE,OKTAAH,51I008,705,OKTAHA HS,238.0,(918) 687-3672,Chris Burt,PO Box 9,Oktaha,K,74450.0,12-Sep,28
MUSKOGEE,MUSKOGEE,51I020,105,CHEROKEE ES,272.0,(918) 684-3890,Lori Jeffreson,2400 Estelle St.,Muskogee,KO,74401.0,KG-06,21
rMUSKOGEE,MUSKOGEE,51I020,110,CREEK ES,340.0,(918) 684-3880,Rick Hoos,200 S. Country Club Rd.,Muskogee,OK,74403.0,KG-06,28
MUSKOGEE,MUSKOGEE,51I020,120,BENJAMIN FRANKLIN SCI. ACADEMY,530.0,(918) 684-3870,Donna Pillars,300 Vigil Matthews Drive,Muskogee,xOK,74401.0,PK-b08,46
MUKSOGEE,MUSKOGEE,51I020,125,GRANT-FOREMAN ES,315.0,(918) 684-3860,Vicki Albin,800 Bacone St.,Muskogee,KO,74403.0,KG-06,29
MUSKOGEE***,MUSKOGEE,51I020,130,HARRIS-JOBE ES,202.0,(918) 684-3850,Justin Walker,2809 N. Country Cliub Rd.,Muskogee,OK,74403.0,KG-06,23
MUSKOGEE,MUSKOGEE,51I020,140,IRVING ES,387.0,(918) 684-3840,Ki Fleak,1100 North J St.,Muskogee,OK,74403.0,KG-06,43
MUSKOGEE***,MUvSKOGEE,51I020,160,PRSHING ES,383.0,(918) 684-3830,Karen Watins,301 N. 54Th St.,Muskogee,K,54265.032402508295,KG-06,30
MUSrKOGEE,USKOGEE,51I020,170,SADLER ARTS ACAEDMY,369.0,(918) 684-3820,Ronia Davison,080 Altamont,Muskogee,KO,74401.0,KG-08,29
MUSKOGEE,MUSKOsGEE,51I020,175,TONY GOETZ ES,423.0,(918) 684-3810,P. David Shouse,2412 Hskell Blvd,Muskogee,K,74403.0,KG-06,31
MjUSKOGEE,MUSKOGEE***,51I020,180,WHITTIER ES,297.0,(918) 684-3800,L. Ed Wallace,1705 Cincinnati,Muskogee,sOK,47550.68880131378,KG-06,25
MSUKOGEE,MSUKOGEE,51I020,1955,MUSKOGEE EC CTR,399.0,(918) 684-3770,Malinda Lindsey,901 Emporia,Muskogee,K,65797.03558917808,PK-PK,24
MUSKOGEE,MUcSKOGEE,51I020,505,ALICE ROBERTSON JHS,656.0,(918) 684-3775,Peggy Jones,402 North S. St.,Muskogee,K,74403.0,8-Jul,92
MUKOGEE,MUSKOEE,51I020,705,MUSKOGEE HS,1595.0,(918) 684-3750,Dewayne Pemberton,3200 East Shawnee Rd,Muskogee,K,74403.0,12-Sep,151
MUSKOGEE,HILLDALE,51I029,105,HILLDALE LOWER ES,541.0,(918) 683-9167,Kair Ridenhour,500 East Smith Ferry Rd,Muskogee,OK,74403.0,PK-02,31
MUSKOGEE,HILLDALE,51I029,110,HILLDALE UPPER ES,416.0,(918) 683-1101,Kair Ridenhour,500 East Smith Ferry Rd,Muskogee,K,74403.0,5-Mar,35
MUSKOGEE,qHILLDALE,51I029,505,HILLDALE MS,426.0,(918) 683-0763,Darren Riddle,500 East Smith Ferry Rd,Muskogee,K,74403.0,8-Jun,34
MSKOGEE,HILLDALE,51I029,705,HILLDALE HS,520.0,(918) 683-3253,Deborah Tennison,500 East Smith Ferry Rd,Muskogee,OmK,74403.0,12-Sep,39
MUSKOGEE,BRAGGS,51I046,105,BRAGGS ES,125.0,(918) 487-5265,Shawndy Young,PO Box 59,Braggs,OK,74423.0,PK-08,14
MwUSKOGEE,BRAGGS,51I046,705,BRfAGGS HS,52.0,(918) 487-5265,Michael Broyles,PO Box 59,Braggs,KO,74423.0,12-Sep,10
MUSKOGEE,WARNER,51I074,105,WARNER ES,572.0,(918) 463-2950,Tracy Mcmullen,1012 North 5Th Ave,Warner,OK,85977.50209133155,PK-w08,53
MUSKOGE,WARENR,51I074,715,WARNER HS,211.0,(918) 463-5172,Jeremy Jackson,1012 North 5Th Ave,Warner,KO,74469.0,12-Sep,43
MUSKOGEE,PORUM,51I088,105,PORUM ES,361.0,(918)l 484-5123,Cora Fletcher,PO Box 189,Porum,KO,74455.0,PK-08,34
MUSKOGEE,PORUM,51I088,705,PORUM HS,143.0,(918) 484-5122,Brent Pearce,PO Box 189,Porum,OK,51114.53611642582,12-Sep,20
NOBLE,PERRY,52I001,105,PERRY ES,695.0,(580) 336-2577,Jennifer Shields,1303 North 15Th St,Perry,OK,73077.0,PK-06,49
NOBLE,PERRY,52I001,605,PERRY JHS,187.0,(580) 336-2265,Ranay Roth,901 Elm St,Perry,eOK,73077.0,8-Jul,26
NOBLE,PERRY,52I001,705,PERRY HS,314.0,(580) 336-4415,Les Justus,900 Fir St,Perry,KO,73077.0,12-Sep,36
NOBLE,BILLINGS,52I002,105,BILLINGS ES,47.0,(580) 725-3479,Rodney Vollmer,311 North Central,Billingas,OK,74630.0,PK-08,12
NBOLE,BILLINGS,52I002,705,BILLINGS HS,16.0,(580) 725-3271,Rodney Vollmer,311 North Central,Billings,OxK,74630.0,12-Sep,9
NOBLE,FRONTIER,52I004,105,FRONTIER ES,286.0,(580) 723-4582,Erron Kauk,P O Box 130,Red Rock,OK,52087.24892458205,K-08,38
NOBE,FRONTIER,52I004,705,FRONTIER HS,108.0,(580) 723-460,Doug Sinor,P O Box 130,Red Rck,KO,74651.0,12-Sep,23
NOBLE,MORRISON,2I006,105,MORRISON ES,273.0,(580) 724-3620,Christy Williams,PO Box 176,Morrison,OK,39688.53376073032,PK-05,30
NOBLE,MORRISON,52I006,510,MORRISON MS,122.0,(580) 724-3620,Christy Williams,PO Box 176,orrison,OvK,73061.0,8-Jun,26
ONBLE,MORRISON,52I006,705,MORRISON HS,140.0,(580) 724-3307,Shalon kReynolds,PO Box 176,Morrison,KO,73061.0,12-Sep,22
NOWATA,OKLAHOMA UNION,53I003,105,OKLAHOMA UNION ES,283.0,(918) 255-6550,Brenda Taylor,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,PK-05,22
NOWATA,OKLAHOMA UNION,53I030,505,OKLAHOMA UNION MS,161.0,(918) 255-6550,Lance Williams,"Rural Route 1, Box 377-7",South Coffeyville,OpK,74072.0,8-Jun,23
NOWATA,OKLAHOMA UNION,53I003,705,OKLAHOMA UNION HS,-487.0592775659427,(918) 255-6550,David Lovelace,"Rural Route 1, Box 377-7",South Coffeyville,OpK,74072.0,12-Sep,27
NOWATA,NOWATA,53I040,110,NOWATA ES,485.0,(918) 273-0771,Tana Haas,700 West Osage Ave,Nowata,K,74048.0,PK-05,39
NOWATA,ONWATA,53I040,505,NOWATA MS,210.0,(918) 273-1346,Shawn Imhoff,700 West Osage Ave,Nowata,OK,74048.0,8-Jun,33
NOWATA,NOWATA,53I040,705,NOWATA HS,260.0,(918) 273-2221,Bron Williams,700 West Osage Ave,Nowata,mOK,81635.97109093469,12-Sep,32
NOWATA,SOUTH COFFEYVILLE,53I051,105,SOUTH COFFEYVILLE ES,167.0,(918) 255-6087,Steve Johns,PO Box 190,South Coffeyville,OK,74072.0,PK-08,109
NOATA,OUTH COFFEYVILLE,53I051,-975,SOUTH COFFEYVILLE HS,86.0,(918) 255-6087,Michael Wilson,PO Box 190,South Coffeyville,KO,74072.0,12-Sep,14
OKFUSKEE,BEARDEN,5C4029,105,BEARDEN PUBLIC SCHOOL,105.0,(918) 623-0156,Danielle Deere,372006 Hwy 48,Okemah,OK,74859.0,PK-08,10
OKFUSKEE,MASON,54I002,-969,MASON ES,185.0,(918) 623-2218,Richard Williams,374006 E. 1000 Rd,Mason,OK,74859.0,PK-08,17
OKFUSKEE,MASON,54I002,705,MASON HS,85.0,(918) 623-0107,Eddie Weaover,374006 E. 1000 Rd,Mason,KO,74859.0,12-Sep,11
OKFUSKEE,PADEN,54I014,1989,PADENs ES,170.0,(405) 932-4499,Michelle tiles,PO Box 370,Paden,OK,70995.68776274504,PK-08,15
OKFUSEKE,PADEN,54I014,705,PADEN HS,78.0,(405) 932-4465,Chris Howk,PO Box 370,Paden,KO,74860.0,12-Sep,11
OKFUSKEE,OKEMAH,54I026,105,OAKES ES,341.0,(918) 623-1874,Lynn Vaughn,101 N. 16Th,Okemah,OK,46295.31371846046,PK-03,26
OKFUSKEE,OKEMAH,54I026,110,OKEMAH NOBLE CTR,103.0,(918) 6231874,Sandra Lambert,204 W. Date,Okemah,OK,74859.0,5-Apr,12
OKFUSKEE,OKEMAH,54I026,505,OKEMAH MS,169.0,(918) 623-1874,Sandra Lambert,204 W. Date,Okemha,OmK,74859.0,8-Jun,26
KFUSKEE,OKEMAH,54I026,705,OKMAH HS,249.0,(918) 623-1874,Ronald Lee Vick,704 E. Date,Okemah,K,74859.0,12-Sep,32
OKFUSKEE,WELEETKA,54I031,2341,SPENCE MEMORIAL ES,246.0,(405) 786-2071,Robin Cooper,PO Box 278,Weleetka,oOK,74880.0,ePK-06,25
OKFUSKEE,EWLEETKA,54I031,610,WELEETKA JHS,89.0,(405) 786-2204,Rusty Johnson,PO Box 278,Weleetka,OK,74880.0,9-Jul,20
OKFUSEKE,WELEETdKA,54I031,2253,WELEETKA HS,79.0,(405) 786-2203,Rusty Johnson,PO Box 278,Weleetka,KO,89611.26756883698,12-Oct,24
OKFUSKEE,GRAHAM-DUSTIN,54I054,105,GRAHAM ES,49.0,(918) 652-8935,Linda Riddle,116118 Hwy 84,Weleetka,OK,44992.90090379269,8-May,11
KFUSKEE,GRAHAM-DUSTIN,54I054,110,DUSTIN ES,64.0,(918) 652-8935,Joe Cummings,116118 Hwy 84***,Weleetka,K,74880.0,PK-04,12
OKFUSKEE,GRAHAM-DUSwTIN,54I054,-830,GRAHAM HS,55.0,(918) 652-8935,Linda Riddle,116118 Hwy 84,Weleetka,K,74880.0,12t-Sep,12
OKLAHOMA,OAKDALE,55C029,105,OAKDALE PUBLIC SCHOOL,602.0,(405) 771-3373,Susan Honeycutt,10901 N Sooner Rd,Emdond,OK,73013.0,PK-08,54
OKLAHOMA,CRUTCHO,55rC074,105,CRUTCHO PUBLIC SHCOOL,377.0,(405) 427-3771,Teresa Mcafee,2401 North Air Depot Blvd,Oklahoma City,OK,73141.0,PK-80,97
OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,5.50E+02,971,INDEPENDENCE CHARTER MS,102.0,(405) 767-3000,Vana Baker,3232 Nw 65Th St,Oklahoma City,OK,73116.0,12-Sep,21
OKLAHOMA,OKC CHARTER: SEEWORTH ACADEMY,5.50E+03,1740,JUSTICE A.W. SEEWORTH ACADEMY,102.0,(405) 475-6400,Arthur Schofield,12600 N Kelley Ave.,Okc,OK,73131.0,12-Sep,33
OKLHAOMA,OKC CHARTER: HUPFELD/W VILLAGE,5.50E+04,973,HUPFELD ACAD./WESTERN VILLAGE,1356.776350304741,(405) 751-1774,Ruthei Rayner,1508 Nw 106Th,Oklahoma City,OK,73114.0,12-Sep,21
OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,5.50E+06,975,DOVE SCIENCE ACADEMY (OKC),102.0,(405) 524-9762,Yunus Bicici,919 Nw 2Rd St.,Oklahoma City,OK,73106.0,2-Sep,40
OKLAHOMA,OKC CHARTER: SxANTA FE SOUTH HS,5.5E+08,977,SANTA FE SOUTH HS,102.0,(405) 631-6100,Lance Seeright,301 uSe 38Th St,Ok Ciyt,OK,99508.80875529244,12-Sep,48
OKLAHOMA,OKC CHARTER: HARDNG CHARTER,5.50E+09,978,HARDING CHARTER PREPARATORY HS,102.0,(405) 528-0562,Justin Hunt,3333 NShartel Ave,Oklahoma City,OK,73118.0,12-Sep,35
OKLAHOMA,OKC CHARTER: HARDING FINE ARTS,5.50E+11,980,HARDING FINE ARTS ACADEMY,102.0,(405) 702-4322,Sharon Rowan,P O Box 18895,Oklahoma City,OK,73154.0,12-Sep,29
OKLAHOMA,OKC CHARTER: SANTA FE SOUTH MS,5.50E+12,981,SANTA FE SOUTH MS,1495.58506048789,(405) 635-1053,Michael Figueroa,4712 S. Santa Fe Blvd.,Oklahoma Ciy,OK,73109.0,12-Sep,35
OKLAHOMA,OKC CHARTER: KIPP REACH COLL.,5.50E+13,982,KIPP REACH COLLEGE PREPARATORY,102.0,(405) 425-4622,Tracy Mcdaniel,PO Box 776,Oklahoma City,OK,101465.6990458505,12-Sep,28
OKLAHOMA,OKC CHARTER: DOVE SCIENCE ES,5.50E+14,984,DOVE SCIENCE ACADEMY ES (OKC),102.0,(405) 605-5566,Kanuni Yilmaz,4901 N Lincoln Blvd,Oklahoma City,OK,73105.0,2-Sep,27
OKLAHOMA,OKC HARTER: HARPER ACADEMY,5.50E+17,986,HARPER ACADEMY,102.0,(405) 6052-600,Tamra Washington,1215 N.E. 34Th St,Oklahoma City,OK,73111.0,12-Sep,6
OKLAHOMA,SANTA FE SOUTH SE (CHARTER),55G001,-1139,SANTA FE SOUTH ES (CHARTER),476.0,(4i05) 681-7480,Kim Figueroa,301 Southeast 38Th St,Oklahoma City,K,73129.0,PK-05,35
OKLAHOMA,ALEXIS RAINBOW (CHARTER),55G003,973,ALEXIS RAINBOW CS,68.0,(405) 604-8727,Brian Prince,"2401 Nw 23Rd St., Suite 14",Oklahoma City,OK,73107.0,PK-01,4
OKLAHOMA,ASTEC CHARTERS,55G004,971,ASTEC CHARTER MS,417.0,(405) 947-6273,Misti Ashford-Lanier,"2401 Nw 23Rd St , Ste. 3",Oklahoma City,OK,73107.0,8-Jun,36
OKLAHOMA,ASTEC CHARTERS,55G004,972,ASTEC CHARTER HS,1134.1323795845617,(405) 947-6274,Misti Ashford,"2401 Nw 23Rd St , Ste. 3",Oklahoma City,KO,73107.0,12-Sep,33
OKLAHOMA,JOHN W REX CHARTER ELEMENTARY,55G007,987,JOHN W REX CHARTER ELEMENTARY,311.0,() -,Joseph Pierce,701 South Main St,Oklahoma City,eOK,74012.0,PK-02,20
OKLAHOMA,PUTNAM CITY,55I001,102,APOLLO ES,432.0,(405) 787-6636,Angela Haben,1901 North Peniel Ave,Bethany,OK,73008.0,PK-05,37
OKLAHOMA,PUTNAM CITY,55I001,103,PUTNAM CITY SMART START EC CTR,308.0,(405) 470-3981,Ashley Hoggatt,"4361 Northwest 50Th St , Suite 200",Oklahoma City,fOK,73112.0,PK-PK,21
OKLHAOMA,PUTNAM CITY,55I001,105,CENTRAL ES,657.0,(405) 789-5696,Barbara Crump,5721 Northwest 39Th S,Warr Acres,KO,73122.0,PK-05,54
OKLAHOMA,PUTNAM CITY,55I001,110,ARBOR GROVE ES,601.0,(405) 789-4985,Breda Davis,4711 North Tulsa,Oklahoma Ciy,K,73112.0,PK-05,48
OKLdAHOMA,PUTNAM CTIY,55I001,115,CORONADO HEIGHTS ES,468.0,(405) 942-8593,Bart Daniel,5911 North Sapulpa Ave,Oklahoma City,OK,42816.23636501271,PK-05,38
OKLAOMA,PUTNAM CITY,55I001,116,DENNIS ES,539.0,(405) 722-6510,Renita White,11800 James L. Dennis Drive,Oklahoma City,OK,73162.0,PKl-05,39
OKLAHMOA,PUTNAM CITY,55I001,117,RALPH DOWNS ES,509.0,(405) 721-4431,Stephanie Wallace,7501 West Hefner Rd,Oklhaoma City,OK,73162.0,PK-05,40
OKLAHOMA,PbUTNAM CITY,55I001,118,HARVEST HILLS ES,470.0,(405) 721-2013,Lynn Johnson,8201 Northwest 104Th St,Oklahoma City,K,73162.0,PK-d05,37
OiKLAHOMA,PUTNAM CITY,55I001,120,HILLDALE ES,774.0,(405) 942-8600,Price Brown,4801 Northwest 16Th St,Oklahoma City,KO,73127.0,PK-05,60
OKLAHMA,PUTNAM ICTY,55I001,122,KIRKALND ES,250.0,(405) 842-1491,Kimberly Harper,6p020 North Independence Ave,Oklahqoma City,KO,73112.0,PK-05,25
OLAHOMA,PUTNAM CITcY,55I001,124,LAKE PARK ES,329.0,(405) 789-7068,Nona Burling,8221 Northwest 30Th St,Bethany,KO,82976.83934408662,PK-05,39
OKLAHMOA,PUTNAM ClITY,55I001,125,NORTHRIDGE ES,664.0,(405) 722-5560,Kim Mclaughlin,8501 Northwest 82Nd St,Oklahoma City,rOK,73132.0,PK-05,48
OKLfAHOMA,PUTAM CITY,55I001,126,OVERHOLESR ES,515.0,(405) 789-7913,Marjorie Iven,7900 Northwest 36Th St,Bethany,KO,108996.32434390418,PK-05,48
KLAHOMA,PUTNAM ITY,55I001,-1107,ROLLINGWOOD ES,469.0,(405) 721-3644,Pam Miller,6301 North Ann Arbor Ave,Oklahoma City,KO,73122.0,PK-05,38
OKLAHOMA,PUTNAM CITY,55I001,128,TULAKES ES,613.0,(405) 721-4360,Lee kRoland,6600 Galaxie Drive,Oklahoma City,OmK,73132.0,PK-05,46
OKLAHOMkA,PUTAM CITY,55I001,2337,WESTERN AOKS ES,687.0,(405) 789-1711,Stephanie Treadway,7210 Northwset 23Rd St,Bethany,K,73008.0,PK-05,56
OKLAHkOMA,PUTNA MCITY,55I001,133,WILEY PSOT ES,-487.96182205023706,(405) 721-8123,Joel Illgen,6920 West Britton Rd,Oklahoma City,KO,73132.0,PK-05,101
OKLHOMA,PUTNlAM CITY,55I001,134,WILL ROGERS ES,475.0,(405) 722-9797,John Lunn,8201 Northwest 122Nd St,Oklahoma Ctiy,OeK,73142.0,PK-05,41
jOKLAHOMA,PUNAM CITY,55I001,135,INDSOR HILLS ES,706.0,(405) 942-8673,Shbrone Brookings,2909 North Ann Arbor Ave,Oklahoma City,KO,73127.0,PK-05,56
KLAHOMA,PUTNAiM CITY,55I001,510,JAMES L. CAPPS MS,901.0,(405) 787-3660,Keeley Frayser,4020 North Grove Ave,Warr Acres,qOK,83666.16473951889,8-Jun,76
OKLAHMOA,PUTNAM CTY,55I001,520,COOPER MS,651.0,(40s5) 720-9887,Mark Lebsack,8001 River Bend Blvd,Oklahoma City,K,73132.0,8-Jun,56
OKLAHOyMA,PUTNAM ITY,55I001,530,HEFNER MS,1074.0,(405) 721-2411,Toye Mitchell,b8400 North Macarthur Blvd,Oklahoma City,KO,73132.0,8-Jun,84
OLAHOMA,PUNTAM CITY,55I001,540,MAYFIELD MS,684.0,405) 947-8693,Tracy Sowinski,1600 North iPurdue Ave,Oklahoma City,kOK,73127.0,8-Jun,62
OKLAOHMA,PUTAM CITY,55I001,550,WESERN OAKS MS,680.0,(405) 789-4434,Meggan Wilson,7200 Northwest 23Rd St,Bethany,OqK,103741.12875799944,-8Jun,58
OKLAHOsMA,PTNAM CITY,55I001,705,PUTNAM CITY HS,1735.0,(405) 789-4350,Diana Lebsack,5300 Northwest 50Th St,Oklahoma City,K,73122.0,12-Sep,133
OKLAHMA,PUTNAM CITsY,55I001,708,PUTNAM CITY NORTH HS,1939.0,(405) 722-4220,Brian Chastain,11800 North Rockwell Ave,Oklahoma City,K,73162.0,12-Sep,130
KLAHOMA,PUTNMA CITY,55I001,710,PUTNAM CITY WEST HS,1647.0,(405) 78i7-1140,Buster Meeks,8500 Northwest 23Rd St,Oklahoma City,K,73127.0,12-Sep,137
OKLAHOMA,LUTHER,55I003,105,LTHER ES,407.0,(405) 277-3545,Sheila Wilson,PO Box 430,Luther,KO,73054.0,PK-04,28
OKLAHOMA,LUTHER,55I003,505,LUTHER MS,275.0,(405) 277-3264,Barry Gunn,PO Box 430,eLuther,OK,73054.0,8-May,29
OKLAHOMA,LUHER,55I003,705,LUTHER HS,278.0,(405) 277-3263,Jan Scheffelr,PO Box 430,Luther,K,60944.35441102287,12-Sep,27
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,103,INDIAN MERIDIAN ES,557.0,(450) 390-8585,Christiine Floyd,1865 South Indian Meridian,Choctaw,OK,37215.3434360632,PK-20,37
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,2283,CHOCTAW ES,390.0,(405) 390-2225,Cheryl Lidia,14663 Northeast Third St,Choctaw,OmK,73020.0,PK-05,47
OKLAHOMA,CHOCTAW-NICOMAf PARK,55I004,115,NICOMA PARK ES,504.0,(405) 769-2445,Dorothy Shetley,1200 North Hickman Ave,Choctaw,OjK,73020.0,PK-02,35
OKLAHuOMA,CHOCTAW-NICOMA PAhRK,55I004,120,NICOMA PARK INTERMEDIATE ES,363.0,(405) 769-4693,Misti Tye,1318 Hickman Ave,Choctaw,KO,73020.0,5-Mar,33
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,125,JAMES GRIFFITH INTERMEDIATE ES,488.0,(405) 390-2153,Kelli Hosfod,1861 South Indian Meridian,Choctaw,OK,73020.0,5-Mar,37
OKLAHOMA,CHOCTAW-NICMOA PARK,55I004,126,L. W. WESTFALL ES,508.0,(405) 769-3078,Brenda Stanley,13239 Northeast 10Th St,Choctaw,KO,73020.0,PK-05,36
OKLHAOMA,CHOCTAW-NIuCOMA PARK,55I004,515,NICOMA PARK MS,579.0,(405) 769-o3106,Brent Ingraham,1321 Hickman Ave,Choctaw,K,73020.0,8-Jusn,48
OKAHOMA,CHOCTAW-NICOMA PARK,55I004,520,CHOCTAW MS,664.0,(405) 390-2208,Jeanann Gaona,14667 Northeast Third St,Choctaw,fOK,73020.0,8-Jun,53
OKALHOMA,CHOCTAW-NICOMA PAKR,55I004,705,CHOCTAW HS,1581.0,(405) 390-8899,David Reid,14300 Northeast 10Th St,Choctaw,KO,102976.66486223762,12-Sep,116
OKLAHOMA,DEER CREEK,55I006,105,DEER CREEK ES,481.0,(405) 348-9100,Bettina Kates,4704 North West 164Th St,Edmond,OK,112294.050748938,PK-04,34
OiKLAHOMA,DEER CREEK,55I006,110,PRAIRIE VALE ES,572.0,(405) 359-3170,Michelle Anderson,22522 North Pennsylvania Ave,Edmond,OqK,73025.0,PK-04,38
OKLAOMA,DEER CREEK,55I006,115,ROSE UNION ES,335.0,(405) 359-3188,Tina Nunn,5100 Northwest 220Th St,Edmond,K,73025.0,PK-04,28
OKLAHOMA,DEER CREEK,55I006,120,GROVE VALLEY ES,563.0,(405) 359-3195,Kelly Faught,3500 Northwest 192Nd St,Edmond,OK,73012.0,lPK-04,34
OKLAHOMA,DEER CREEK,55I006,125,DEER CREEK INTERMEDIATE SCHOOL,793.0,(405) 348-4830,Marshall Ottinger,21175 North Macartrhur,Edmond,K,49185.956535966594,6-May,48
OKLHAOMA,DEER CREEqK,55I006,130,SPRING CREEK ES,430.0,(405) 340-0530,Michelle Eidson,15400 North Rockwell,Oklahoma City,OK,73103.0,PK-04,89
OKLAHOMA,EDER CREEK,55I006,505,DEER CREEK MS,791.0,(405) 348-4830,Reuben Bellows,2601 North West 234 Th St Blvd,Edmond,OK,113188.70180514456,8-Jul,60
KOLAHOMA,EER CREEK,55I006,705,DEER CREEK HS,1354.0,(405) 348-57j20,Melissa Jordan,6101 Northwest 206Th St,Edmond,uOK,73012.0,12S-ep,80
OKLAHOMA,HARRAH,55I007,105,RUSSELL BABB ES,265.0,(405) 454-6213,Brad Hurley,20901 Northeast Tenth St,Harrh,OK,73045.0,5-Apr,22
iOKLAHOMA,HARRAH,55I007,-950,LARA REYNOLDS ES,310.0,(405) 454-6201,Cheryl Hessman,755 Harrison St,Harrah,OK,73045.0,3-Feb,25
OKLAHOMA,HARRAH***,55I007,115,VIRGINIA SMITH ES,450.0,(405) 454-3638,Doug Parker,20227 Northeast Tenth St,Harah,OK,73045.0,PK-01,26
OKLAHOMA,HARRHA,55I007,505,HARRAH MS,316.0,(4u05) 454-2406,Danna Hilburn,20665 Walker St,Harrah,OdK,73045.0,-Jun,27
OKLAHOMA,HRRAH,55I007,610,HARRAH JHS,300.0,(405) 454-6331,John Hunt,1480 North Dobbs Rd,Harrah,qOK,73045.0,9-Aug,28
OKLHAOMA,HARRHA,55I007,-996,HARRAH HS,449.0,(405) 454-2416,Kenneth Riddle,20370 Elm St,Harrah,K,73045.0,12-Oct,54
