Grant Number,Grant Type,First name,Middle name,Last name,Institution,City,State,Postal Code,Country,Commission Date,Year Awarded,Project Title,Program,Division,Grant Amount Approved,Final Grant Award,Grant Start Date,Grant End Date,Project Description
PH-87015-87,O,           ,,            ,Pomona College,Claremont,CA,91711-6337,USA,11/1/1986,1987,Charles Sumner Papers,Publishing,Publications,"$13,171 ","$13,171 ",11/1/1986,10/31/1987,To support a selective edition of the papers of the U.S. Senator from Massachusetts and eminent abolitionist (1830-1874).
PH-87035-87,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1986,1987,Andrew Johnson Papers,Publishing,Publications,"$67,000 ","$67,000 ",1/1/1987,12/31/1987,To support a selective edition of the papers of the seventeenth President of the United States.
PH-87090-87,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1986,1987,James K. Polk Papers,Publishing,Publications,"$31,476 ","$31,476 ",7/1/1987,6/30/1988,To support a selective edition of the correspondence of the 11th President of the United States.
PH-87027-87,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1986,1987,Andrew Jackson Papers,Publishing,Publications,"$43,000 ","$43,000 ",1/1/1987,12/31/1987,To support a selective edition of the papers of the seventh President of the United States.
PS-87106-87,O,           ,,            ,University of South Carolina Press,Columbia,SC,29208,USA,11/1/1986,1987,John C. Calhoun Papers,Subventions,Publications,"$10,000 ","$10,000 ",7/1/1987,6/30/1988,Subvention funds to publish a volume of The Papers of John C. Calhoun.
PH-87025-87,O,           ,,            ,Rhode Island Historical Society,Providence,RI,2906,USA,11/1/1986,1987,Nathanael Greene Papers,Publishing,Publications,"$54,000 ","$54,000 ",7/1/1987,6/30/1988,To support a selective edition of the papers of the Revolutionary War general.
RA-87063-87,O,           ,,            ,Association for Documentary Editing,Tempe,AZ,85287-2501,USA,11/1/1986,1987,Preliminary organization and development of the National Trust for Our Documentary Heritage,Archives and Records,Records,"$25,880 ","$25,880 ",7/1/1987,6/30/1988,For preliminary organization and development of the National Trust for Our Documentary Heritage.
PH-87052-87,O,           ,,            ,Duke University,Durham,NC,27705-4677,USA,11/1/1986,1987,Jane Addams Papers,Publishing,Publications,"$5,000 ","$5,000 ",2/1/1987,1/31/1988,To support a comprehensive edition of the papers of this Progressive Era reform leader and Nobel Peace Prize recipient.
DF-87064-87,O,           ,,            ,Louisiana State University,Baton Rouge,LA,70803,USA,11/1/1986,1987,Fellowship in archival administration,Editing Fellowships,Professional Development,"$25,700 ","$25,700 ",7/1/1987,6/30/1988,To support a fellowship in archival administration.
PH-87019-87,O,           ,,            ,Supreme Court Historical Society,Washington,DC,20003,USA,11/1/1986,1987,Supreme Court of the United States,Publishing,Publications,"$67,000 ","$67,000 ",11/1/1986,10/31/1987,To support a selective edition of the documentary record of the first years (1789-1800) of the Supreme Court.
PS-87061-87,O,           ,,            ,Harvard University Press,Cambridge,MA,2138,USA,11/1/1986,1987,Charles Francis Adams Dairy,Subventions,Publications,"$20,000 ","$20,000 ",7/1/1987,6/30/1988,Subvention funds to publish two volumes of the Diary of Charles Francis Adams.
PH-87031-87,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1986,1987,Henry Laurens Papers,Publishing,Publications,"$31,000 ","$31,000 ",1/1/1987,12/31/1987,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-87053-87,O,           ,,            ,New York University,New York,NY,10012-1018,USA,11/1/1986,1987,Margaret Sanger Papers,Publishing,Publications,"$10,000 ","$10,000 ",7/1/1987,6/30/1988,"To support a microfilm edition of the papers of Margaret Sanger, the American Birth Control League, and International Planned Parenthood Federation."
PH-87089-87,O,           ,,            ,Princeton University,Princeton,NJ,08544-0001,USA,11/1/1986,1987,Thomas Jefferson Papers,Publishing,Publications,"$67,000 ","$67,000 ",7/1/1987,6/30/1988,To support a comprehensive edition of the papers of the third President of the United States.
PH-87055-87,O,           ,,            ,William Marsh Rice University,Houston,TX,77005-1892,USA,11/1/1986,1987,Jefferson Davis Papers,Publishing,Publications,"$35,000 ","$35,000 ",4/1/1987,3/31/1988,"To support a selective edition of the papers of the President of the Confederacy, member of Congress, and Secretary of War in the Pierce Administration."
PH-87030-87,O,           ,,            ,University of Arizona,Tucson,AZ,85719-4824,USA,11/1/1986,1987,Documentary Relations of the Southwest,Publishing,Publications,"$24,999 ","$24,999 ",1/1/1987,12/31/1987,"To support a selective edition on the civil-military relations relating to native cultures, Spanish colonial expansion, and missionary activities in the American Southwest, 1570-1820."
PH-87028-87,O,           ,,            ,Omohundro Institute of Early American History and Culture,Williamsburg,VA,23187-8781,USA,11/1/1986,1987,John Marshall Papers,Publishing,Publications,"$18,000 ","$18,000 ",7/1/1987,6/30/1988,To support a selective edition of the papers of the Chief Justice of the United States (1801–35) whose court opinions helped lay the basis for American constitutional law.
PH-87088-87,O,           ,,            ,Yale University,New Haven,CT,06511-6614,USA,11/1/1986,1987,Benjamin Franklin Papers,Publishing,Publications,"$67,000 ","$67,000 ",7/1/1987,6/30/1988,"To support a comprehensive edition of the papers of Benjamin Franklin, scientist and statesman."
PH-87011-87,O,           ,,            ,Yale University,New Haven,CT,06511-6614,USA,11/1/1986,1987,Frederick Douglass Papers,Publishing,Publications,"$17,500 ","$17,500 ",10/1/1986,3/31/1987,"To support a selective edition of the papers of the 19th century black reformer, orator, and abolitionist."
PS-87044-87,O,           ,,            ,Yale University,New Haven,CT,06511-6614,USA,11/1/1986,1987,Benjamin Henry Latrobe Papers,Subventions,Publications,"$10,000 ","$10,000 ",7/1/1987,6/30/1988,Subvention funds to publish a volume of The Papers of Benjamin Henry Latrobe.
PH-87085-87,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1986,1987,John Adams Papers,Publishing,Publications,"$67,000 ","$67,000 ",7/1/1987,6/30/1988,"To support a comprehensive edition of the second President of the United States and his family, including the diary of John Quincy Adams, sixth President of the United States."
PH-87103-87,O,           ,,            ,University of Virginia,Charlottesville,VA,22903,USA,11/1/1986,1987,James Madison Papers,Publishing,Publications,"$67,000 ","$67,000 ",7/1/1987,6/30/1988,To support a comprehensive edition of the papers of the fourth President of the United States.
RS-87036-87,O,           ,,            ,"Florida Department of State, Division of Library and Information Services",Tallahassee,FL,32399-0250,USA,11/1/1986,1987,Support for state board to carry out its grant review and statewide archival planning mission,SHRAB Admin,Records,"$5,000 ","$5,000 ",1/1/1987,12/31/1988,For travel and meeting expenses to allow the state board to carry out its grant review and statewide archival planning missions.
RA-87020-87,O,           ,,            ,State Historical Society of North Dakota,Bismarck,ND,58505-0803,USA,11/1/1986,1987,Arrange and describe the Society's archives and manuscript holdings,Archives and Records,Records,"$96,658 ","$96,658 ",1/1/1987,1/1/1987,"To arrange and describe the society's archives and manuscript holdings, to conduct a conservation needs survey of the collections, and to develop a conservation plan for the society."
RA-87098-87,O,           ,,            ,University of Connecticut,Storrs,CT,06269-0205,USA,11/1/1986,1987,New England Archivists: a series of 15 basic archival training workshops,Archives and Records,Records,"$76,513 ","$76,513 ",9/1/1987,2/28/1989,"On behalf of New England Archivists, a regional archival organization, to develop and present a series of 15 basic archival training workshops throughout the New England region."
PH-87062-87,O,           ,,            ,Maryland Historical Society,Baltimore,MD,21201,USA,11/1/1986,1987,Benjamin Henry Latrobe Papers,Publishing,Publications,"$25,000 ","$25,000 ",5/1/1987,4/30/1988,To support a selective edition of the papers of the architect and engineer who designed the U.S. Capitol's south wing and the first urban water supply system in America for the city of Philadelphia.
RC-87100-87,O,           ,,            ,Georgia Department of Archives and History,Atlanta,GA,30334,USA,11/1/1986,1987,Convene a national meeting of state coordinators,State Board Programs,Records,"$48,230 ","$48,230 ",7/1/1987,6/30/1988,To convene a national meeting of state coordinators for the NHPRC records program and to support meetings of the State Coordinators' Steering Committee.
RA-87115-87,O,           ,,            ,Georgia Historical Society,Savannah,GA,31401,USA,11/1/1986,1987,The Central of Georgia Railway collection during the antebellum period,Archives and Records,Records,"$88,340 ","$88,340 ",9/1/1987,8/31/1989,"To arrange and describe the Central of Georgia Railway collection. Prospering during the antebellum period, the Central was one of the Southeast's most important railroads and a major force in the economic development of the region."
RS-87114-87,O,           ,,            ,Wisconsin Historical Records Advisory Board,Madison,WI,53706,USA,11/1/1986,1987,Support travel and meeting expenses for the board,SHRAB Admin,Records,"$13,500 ","$13,500 ",7/1/1987,6/30/1988,"To support travel and meeting expenses for the board, to plan statewide historical records programs, and to improve the review process for NHPRC records proposals."
RC-8714S-87,O,           ,,            ,Wisconsin Historical Records Advisory Board,Madison,WI,53706,USA,11/1/1986,1987,Support travel and meeting expenses for the board,State Board Programs,Records,"$13,500 ","$13,500 ",7/1/1987,6/30/1988,"To support travel and meeting expenses for the board, to plan statewide historical records programs, and to improve the review process for NHPRC records proposals."
PH-87026-87,O,           ,,            ,Florida State University,Tallahassee,FL,32306-4166,USA,11/1/1986,1987,Black Abolitionist Papers,Publishing,Publications,"$23,000 ","$23,000 ",1/1/1987,12/21/1987,"To support a selective edition of the papers of black abolitionists in the British Isles, Canada, and the United States (1830-1865)."
RA-87065-87,O,           ,,            ,Iowa Department of Cultural Affairs,Des Moines,IA,50319-0290,USA,11/1/1986,1987,Publish the Iowa county records manual,Archives and Records,Records,"$11,730 ","$11,730 ",7/1/1987,6/30/1988,To publish the Iowa county records manual prepared under an earlier grant.
RA-87004-87,O,           ,,            ,Society of American Archivists,Chicago,IL,60607-3315,USA,11/1/1986,1987,Society's education office to sponsor continuing education for mid-career archivists program,Archives and Records,Records,"$102,408 ","$102,408 ",7/1/1987,6/30/1988,For a three-year program of the society's education office to sponsor continuing education for mid-career archivists
RA-8704S-87,O,           ,,            ,Society of American Archivists,Chicago,IL,60607-3315,USA,11/1/1986,1987,Society's education office to sponsor continuing education for mid-career archivists program,Archives and Records,Records,"$102,408 ","$102,408 ",7/1/1987,6/30/1988,For a three-year program of the society's education office to sponsor continuing education for mid-career archivists
RA-87042-87,O,           ,,            ,Society of American Archivists,Chicago,IL,60607-3315,USA,11/1/1986,1987,"Support the work of Committee on Goals and Priorities, a successor to the society's Goals and Priorities Task Force",Archives and Records,Records,"$37,260 ","$37,260 ",7/1/1987,6/30/1988,"To support the work of its Committee on Goals and Priorities, a successor to the society's Goals and Priorities Task Force."
RA-87058-87,O,           ,,            ,Society of American Archivists,Chicago,IL,60607-3315,USA,11/1/1986,1987,Data on the programs of American archival institutions collected by the society's 1985 census of archival institutions,Archives and Records,Records,"$7,900 ","$7,900 ",4/15/1987,4/14/1988,To analyze and disseminate data on the programs of American archival institutions collected by the society's 1985 census of archival institutions.
PH-87086-87,O,           ,,            ,"University of Maryland, College Park",College Park,MD,20742,USA,11/1/1986,1987,Charles Carroll Papers,Publishing,Publications,"$10,000 ","$10,000 ",7/1/1987,12/31/1988,"To support the papers of Charles Carroll, signer of the Declaration of Independence, member of the Continental Congress, and U.S. Senator from Maryland."
PH-87022-87,O,           ,,            ,"University of Maryland, College Park",College Park,MD,20742,USA,11/1/1986,1987,Freedmen and Southern Society/Freedom: A Documentary History of Emancipation,Publishing,Publications,"$64,000 ","$64,000 ",1/1/1987,12/31/1987,"To support a selective edition, Freedom: A Documentary History of Emancipation, pertaining to black life between the beginning of the Civil War and Reconstruction."
PH-87083-87,O,           ,,            ,"University of Maryland, College Park",College Park,MD,20742,USA,11/1/1986,1987,Freedmen and Southern Society/Freedom: A Documentary History of Emancipation,Publishing,Publications,"$18,000 ","$18,000 ",7/1/1987,8/1/1988,To support an editing fellowship at the Freedom: A Documentary History of Emancipation project.
PH-87084-87,O,           ,,            ,"University of Maryland, College Park",College Park,MD,20742,USA,11/1/1986,1987,Samuel Gompers Papers,Publishing,Publications,"$57,000 ","$57,000 ",7/1/1987,6/30/1988,To support a selective edition of the papers of the first president of the American Federation of Labor (1886-1924).
RA-87099-87,O,           ,,            ,Chicago Historical Society,Chicago,IL,60614-6071,USA,11/1/1986,1987,"Conference on the USMARC Format for Visual Materials, with Gallaudet University of Washington DC",Archives and Records,Records,"$26,869 ","$26,869 ",7/15/1987,5/15/1988,"To hold a working conference on the USMARC Format for Visual Materials, in cooperation with Gallaudet University of Washington, DC, and to issue a conference report."
DF-87077-87,O,           ,,            ,California State Archives,Sacramento,CA,95814,USA,11/1/1986,1987,Fellowship in archival administration,Editing Fellowships,Professional Development,"$25,700 ","$25,700 ",7/1/1987,6/30/1988,To support a fellowship in archival administration.
RA-87037-87,O,           ,,            ,Texas Tech University,Lubbock,TX,79409-1041,USA,11/1/1986,1987,Make available local television news film and videotape collection documenting West Texas since the mid-1950s,Archives and Records,Records,"$30,328 ","$30,328 ",1/15/1987,1/14/1988,To preserve and make available local television newsfilm and videotape collection documenting West Texas since the mid-1950s.
RA-77041-87,O,           ,,            ,Idaho State Historical Society,Boise,ID,83712-8250,USA,11/1/1986,1987,Regional workshops and consultation in basic techniques of document conservation,Archives and Records,Records,"$5,981 ","$5,981 ",7/1/1987,6/30/1988,For regional workshops and for consultation in basic techniques of document conservation.
PH-87009-87,O,           ,,            ,University of Kentucky,Lexington,KY,40506-0032,USA,11/1/1986,1987,Henry Clay Papers,Publishing,Publications,"$19,000 ","$19,000 ",10/1/1986,9/30/1987,"To support a comprehensive edition of the papers of Clay as statesman, Presidential candidate, and Secretary of State."
RA-87118-87,O,           ,,            ,University of Idaho,Moscow,ID,83844-5813,USA,11/1/1986,1987,The records of more than 50 mining companies from the Coeur d'Alene region of Northern Idaho,Archives and Records,Records,"$55,000 ","$55,000 ",7/1/1987,6/30/1988,"For a two-year project to appraise, arrange, and describe the records of more than 50 mining companies from the Coeur d'Alene region of northern Idaho. The project will also develop general appraisal guidelines for the records of hard rock mining companies."
PH-87024-87,O,           ,,            ,"University of California, Berkeley",Berkeley,CA,94720,USA,11/1/1986,1987,Emma Goldman Papers,Publishing,Publications,"$50,000 ","$50,000 ",1/1/1987,12/31/1987,To support a selective edition of the papers of the anarchist and political activist  in the early 20th century.
PH-87087-87,O,           ,,            ,University of South Carolina,Columbia,SC,29208,USA,11/1/1986,1987,John C. Calhoun Papers,Publishing,Publications,"$23,173 ","$23,173 ",7/1/1987,6/30/1988,"To support a comprehensive edition of the papers of the 19th century Congressman, cabinet officer, and Vice President."
RA-87049-87,O,           ,,            ,University of Kansas,Lawrence,KS,66045,USA,11/1/1986,1987,"Survey, accession, arrange, and describe materials which document the African-American experience",Archives and Records,Records,"$114,213 ","$114,213 ",7/1/1987,6/30/1988,"For a three-year project to survey, accession, arrange, and describe materials which document the African-American experience in Kansas"
RA-87003-87,O,           ,,            ,Johnson C. Smith University,Charlotte,NC,28216,USA,11/1/1986,1987,Evaluate the preservation needs of the university's special collections,Archives and Records,Records,"$2,782 ","$2,782 ",7/1/1987,6/30/1988,For a consultant to help evaluate the preservation needs of the university's special collections. These collections are rich in African-American history materials.
RA-87080-87,O,           ,,            ,Lummi Nation,Bellingham,WA,98226,USA,11/1/1986,1987,Develop a professional archival program for the Lummi Indian Tribe,Archives and Records,Records,"$2,500 ","$2,500 ",5/15/1987,9/14/1987,"For consultation on developing a professional archival program for the Lummi Indian Tribe, the third largest tribal group in Washington State."
PH-87023-87,O,           ,,            ,"University of California, Los Angeles",Los Angeles,CA,90095,USA,11/1/1986,1987,Marcus Garvey and Universal Negro Improvement Association Papers,Publishing,Publications,"$31,000 ","$31,000 ",7/1/1987,6/30/1988,To support a selective edition of the papers of the early 20th century black nationalism and pan-African movements and the Universal Negro Improvement Association.
RA-87107-87,O,           ,,            ,Mount Holyoke College,South Hadley,MA,1075,USA,11/1/1986,1987,Microfilm the Mary Lyon papers and a collection of letters from leading educators in 19th-century New England,Archives and Records,Records,"$11,718 ","$11,718 ",7/1/1987,6/30/1988,"To microfilm the Mary Lyon papers and a collection of letters from leading educators in 19th-century New England relating to the development of women's education. Included are letters of Catharine Beecher, Emma Willard, Joseph Emerson, Amos Eaton, and Edward Hitchcock."
RS-87116-87,O,           ,,            ,Vermont State Archives and Records Administration,Montpelier,VT,05633-7701,USA,11/1/1986,1987,Support travel and meeting expenses for the board,SHRAB Admin,Records,"$2,500 ","$2,500 ",7/1/1987,6/30/1988,For travel and meeting expenses to allow the state board to carry out its grant review and statewide archival planning missions.
PH-87039-87,O,           ,,            ,"University of Massachusetts, Amherst",Amherst,MA,01003-9242,USA,11/1/1986,1987,Elizabeth Cady Stanton and Susan B. Anthony Papers,Publishing,Publications,"$15,000 ","$15,000 ",10/1/1986,9/30/1987,To support a microfilm edition of the papers of these two leaders of the Women's Suffrage movement.
DF-87073-87,O,           ,,            ,University of Memphis,Memphis,TN,38152,USA,11/1/1986,1987,Fellowship in archival administration,Editing Fellowships,Professional Development,"$7,700 ","$7,700 ",7/1/1987,6/30/1988,To support a fellowship in archival administration.
PH-87104-87,O,           ,,            ,New Jersey Historical Commission,Trenton,NJ,08608-1101,USA,11/1/1986,1987,William Livingston Papers,Publishing,Publications,"$20,000 ","$20,000 ",7/1/1987,6/30/1988,To support a selective edition of the papers of the Revolutionary War patriot and Governor of New Jersey.
PH-87008-87,O,           ,,            ,Pennsylvania State University,University Park,PA,16802-7000,USA,11/1/1986,1987,Martin Van Buren Papers,Publishing,Publications,"$8,000 ","$8,000 ",10/1/1986,9/30/1987,To support a microfilm edition of the papers of the eighth President of the United States.
PH-87054-87,O,           ,,            ,Phillips Exeter Academy,Exeter,NH,3833,USA,11/1/1986,1987,Benjamin Brown French Papers,Publishing,Publications,"$7,800 ","$7,800 ",3/15/1987,3/14/1988,To support a selective edition of the journal of New Hampshire lawyer Benjamin Brown French (1828-1870).
PH-87017-87,O,           ,,            ,Queens College and the Research Foundation of the City University of New York,Queens,NY,11367-1597,USA,11/1/1986,1987,Robert Morris Papers,Publishing,Publications,"$27,000 ","$27,000 ",7/1/1987,6/30/1988,To support a comprehensive edition of the papers of this businessman and financier of the American Revolution.
PH-87102-87,O,           ,,            ,American Historical Association,Washington,DC,20003-3889,USA,11/1/1986,1987,John Franklin Jameson Papers,Publishing,Publications,"$52,000 ","$52,000 ",8/1/1987,7/31/1988,"To support a selective edition of the papers of the American historian who played a leading role in the creation of the National Archives, the National Historical Publications and Records Commission, the American Historical Association, and the American C"
PH-87013-87,O,           ,,            ,Baruch College and the Research Foundation of the City University of New York,New York,NY,10010,USA,11/1/1986,1987,Albert Gallatin Papers,Publishing,Publications,"$40,000 ","$40,000 ",10/1/1986,9/30/1987,"To support a selective edition of the papers of the Congressman, Secretary of Treasury (1801-14), and diplomat."
PH-87056-87,O,           ,,            ,Claremont Graduate School,Claremont,CA,91711-5909,USA,11/1/1986,1987,Salmon P. Chase Papers,Publishing,Publications,"$59,000 ","$59,000 ",4/1/1987,3/31/1988,"To support a selective edition of the papers of Salmon Chase,  U.S. Senator from Ohio, Governor of Ohio; U.S. Treasury Secretary under President Lincoln; and Chief Justice of the United States Supreme Court."
PH-87105-87,O,           ,,            ,Fordham University,Bronx,NY,10458-9993,USA,11/1/1986,1987,Diary of Elizabeth Drinker,Publishing,Publications,"$25,626 ","$25,626 ",7/1/1987,6/30/1988,To support a comprehensive edition of the diary (1758-1807) of this affluent Philadelphia Quaker.
PH-87034-87,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1986,1987,Ratification of the Constitution,Publishing,Publications,"$105,000 ","$105,000 ",1/1/1987,12/31/1987,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
RA-87120-87,O,           ,,            ,Forbes Library,Northampton,MA,1060,USA,11/1/1986,1987,Evaluate the papers of President Calvin Coolidge held by the library,Archives and Records,Records,"$2,750 ","$2,750 ",9/20/1987,3/19/1988,For a consultant to evaluate the papers of President Calvin Coolidge held by the library and to recommend preservation and access measures for them. The Forbes Library is the largest repository of Coolidge papers outside of the Library of Congress.
RA-87007-87,O,           ,,            ,Museum and Archives of the History of Columbia,Columbia,MD,21045,USA,11/1/1986,1987,"Consultant to chart the future of the archives of Columbia, a planned city founded in 1967",Archives and Records,Records,"$2,248 ","$2,248 ",7/1/1987,6/30/1988,"For a consultant to chart the future of the archives of Columbia, a planned city founded in 1967."
RA-87119-87,O,           ,,            ,"Museum of Fine Arts, Boston",Boston,MA,02115-5523,USA,11/1/1986,1987,Support development of an archives and records management program for the museum's records,Archives and Records,Records,"$54,204 ","$54,204 ",10/1/1987,9/30/1989,To support development of an archives and records management program for the museum's records and other manuscript materials relating to individuals who were driving forces in establishing art collections in the late 19th-century United States.
RA-87110-87,O,           ,,            ,Boulder Public Library,Boulder,CO,80302-6015,USA,11/1/1986,1987,Collections of local history manuscripts and photographs,Archives and Records,Records,"$85,580 ","$85,580 ",10/1/1987,9/30/1989,To provide access to the collections of local history manuscripts and photographs deposited in the library by the Boulder Historical Society. The collection documents life on the Front Range and in the Boulder area from 1859 to the present.
RA-87002-87,O,           ,,            ,"City of Little Rock, Office of the City Manager",Little Rock,AR,72201,USA,11/1/1986,1987,Consultant plan of the city's archival and records management program,Archives and Records,Records,"$3,600 ","$3,600 ",7/1/1987,6/30/1988,For a consultant to plan the city's archival and records management program.
RA-87096-87,O,           ,,            ,City of Richmond,Richmond,VA,23219,USA,11/1/1986,1987,Consulting services to develop a city archives and records management program,Archives and Records,Records,"$2,918 ","$2,918 ",8/1/1987,1/31/1988,For consulting services relating to development of a city archives and records management program.
RA-87072-87,O,           ,,            ,City of Tampa,Tampa,FL,33602-5223,USA,11/1/1986,1987,"Develop a city archives program, the first of its type in Florida",Archives and Records,Records,"$61,017 ","$61,017 ",7/1/1987,6/30/1989,"To develop a city archives program, the first of its type in Florida. The project will prepare and implement a plan to locate, identify, and accession Tampa's archival records; review city records schedules; and strive to increase public awareness and use of the records."
PH-87032-87,O,           ,,            ,Clark University,Worcester,MA,01610-1477,USA,11/1/1986,1987,George Rapp's Harmony Society,Publishing,Publications,"$35,000 ","$35,000 ",1/1/1987,12/31/1987,To support a selective edition of the development of the Harmony Society in the 19th century.
RA-87117-87,O,           ,,            ,County of Schuylkill,Pottsville,PA,17901,USA,11/1/1986,1987,"Development of an archival program for the county's permanently valuable records, which date to the early 19th century",Archives and Records,Records,"$38,274 ","$38,274 ",1/1/1988,12/31/1988,"For development of an archival program for the county's permanently valuable records, which date to the early 19th century. Located in eastern Pennsylvania, the county is a center of the anthracite coal industry."
RC-87081-87,O,           ,,            ,Hawaii State Foundation on Culture and the Arts,Honolulu,HI,96813,USA,11/1/1986,1987,Promote the surveying and collecting of ethnic records in Hawaii,State Board Programs,Records,"$150,000 ","$150,000 ",7/1/1987,6/30/1988,"For a two-year regrant program to promote the surveying and collecting of ethnic records in Hawaii, the nation's most ethnically diverse state. The project will be administered in cooperation with the Hawaii State Historical Records Advisory Board."
RA-97101-87,O,           ,,            ,Hawaiian Sugar Planters' Association,Aiea,HI,96822,USA,11/1/1986,1987,Preserve and make available the business records of Hawaiian sugar plantations dating from 1870 to 1960,Archives and Records,Records,"$26,140 ","$26,140 ",7/1/1987,6/30/1988,"To preserve and make available the business records of Hawaiian sugar plantations dating from 1870 to 1960. The sugar plantations dominated the economic, political, and social life of Hawaii during this 90-year period."
RA-87079-87,O,           ,,            ,University of Michigan,Ann Arbor,MI,48109,USA,11/1/1986,1987,Test a newly developed system for appraising modern records,Archives and Records,Records,"$44,365 ","$44,365 ",7/1/1987,6/30/1988,To test a newly developed system for appraising modern records. The project involves on-site evaluation of the system at 16 diverse institutions nationwide and will result in a written report to be distributed to the archival community.
RA-87174-87,O,           ,,            ,"University of Minnesota, Charles Babbage Institute",St. Paul,MN,55455-0213,USA,11/1/1986,1987,Identify sources for documentation of the early computer industry,Archives and Records,Records,"$3,250 ","$3,250 ",6/1/1987,11/30/1987,To identify sources for documentation of the early computer industry and to develop appraisal criteria for computer industry records. The project will be conducted in cooperation with Control Data Corporation.
RA-87092-87,O,           ,,            ,"University of South Carolina, McKissick Museum",Columbia,SC,29208,USA,11/1/1986,1987,Develop an archives and records management program for the university,Archives and Records,Records,"$56,410 ","$56,410 ",7/1/1987,6/30/1988,"For a project to develop an archives and records management program for the university. Founded in 1801, the university was the state's first institution of higher education and, by educating many of the state's most influential leaders, has had a significant impact on its history."
RA-87109-87,O,           ,,            ,University of Tennessee at Chattanooga,Chattanooga,TN,37403,USA,11/1/1986,1987,Establish an archival program for the institution was founded as Chattanooga University in 1886,Archives and Records,Records,"$2,991 ","$2,991 ",9/1/1987,2/29/1988,For consultation on establishing an archival program. The institution was founded as Chattanooga University in 1886 and is now the only state-supported university in southeastern Tennessee.
RA-87113-87,O,           ,,            ,"University of Utah, Utah Museum of Natural History",Salt Lake City,UT,84108,USA,11/1/1986,1987,Preserve photographic negatives of archaeological excavations in the Great Basin and northern Colorado Plateau,Archives and Records,Records,"$5,570 ","$5,570 ",7/1/1987,6/30/1988,"To preserve photographic negatives of archaeological excavations in the Great Basin and northern Colorado Plateau. The photographs document early American cultures, as exemplified by the culture of the Anasazi people."
RS-87111-87,O,           ,,            ,Michigan State Historical Records Advisory Board,Lansing,MI,48909,USA,11/1/1986,1987,Support travel and meeting expenses for the board,SHRAB Admin,Records,"$5,000 ","$5,000 ",7/1/1987,6/30/1988,For travel and meeting expenses to allow the state board to carry out its grant review and statewide archival planning missions.
RA-87097-87,O,           ,,            ,Milwaukee Public Library,Milwaukee,WI,53233-2309,USA,11/1/1986,1987,Develop a municipal archives program for Milwaukee,Archives and Records,Records,"$44,944 ","$44,944 ",7/1/1987,6/30/1988,"To develop a municipal archives program for Milwaukee. The project will evaluate records retention schedules, arrange and describe existing holdings, and enter records series information into the Research Libraries Information Network (RLIN) database."
RA-87112-87,O,           ,,            ,Center for Migration Studies of New York,Staten Island,NY,10014,USA,11/1/1986,1987,"Process the records of the Italian Welfare League, 1920-80",Archives and Records,Records,"$10,446 ","$10,446 ",7/1/1987,6/30/1988,"To process the records of the Italian Welfare League, 1920-80. The Italian Welfare League is one of the oldest and largest Italian immigrant aid societies in America and was the only Italian organization represented on Ellis Island."
RA-87006-87,O,           ,,            ,Cherokee National Historical Society,Tahlequah,OK,74464,USA,11/1/1986,1987,Project to implement an ongoing records administration program for the Cherokee Nation of Oklahoma,Archives and Records,Records,"$33,567 ","$33,567 ",7/1/1987,6/30/1988,For a two-year project to implement an ongoing records administration program for the Cherokee Nation of Oklahoma.
RA-89071-87,O,           ,,            ,Cranbrook Educational Community,Bloomfield Hills,MI,48013,USA,11/1/1986,1989,"Process community records into Machine Readable Cataloging, Archival and Manuscripts Control (MARC AMC) format",Archives and Records,Records,"$50,656 ","$50,656 ",7/1/1989,6/30/1991,"To process community records and to establish a Machine Readable Cataloging, Archival and Manuscripts Control (MARC AMC) format-compatible database for the management of the community's holdings."
RA-87001-87,O,           ,,            ,"Dirksen Congressional Center, Robert and Corinne W. Michel Congressional Education Fund",Pekin,IL,61554,USA,11/1/1986,1987,"Publish the ""Congressional Papers Conference Report""",Archives and Records,Records,"$8,000 ","$8,000 ",7/1/1987,6/30/1988,"To publish the ""Congressional Papers Conference Report."" The 1985 conference dealt with the management, acquisition, processing, and use of large collections of congressional papers."
RA-87093-87,O,           ,,            ,American Bible Society,New York,NY,10023-7505,USA,11/1/1986,1987,Improve professional skills and archival programs at religious archives in the greater New York City area,Archives and Records,Records,"$73,762 ","$73,762 ",8/1/1987,7/31/1989,"For a project, conducted with Archivists in Religious Institutions, to improve professional skills and archival programs at religious archives in the greater New York City area through a coordinated program of technical assistance."
RA-87094-87,O,           ,,            ,American Field Service (AFS) International/Intercultural Programs,New York,NY,10010-4102,USA,11/1/1986,1987,Develop an archives and records management program,Archives and Records,Records,"$50,585 ","$50,585 ",7/1/1987,6/30/1988,"To develop an archives and records management program. AFS, whose operations extend to 65 countries besides the United States, was founded as a volunteer ambulance corps in 1914, and presently sponsors a variety of student exchange programs."
