fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202102312511717,2021,22,08/12/2021,23,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202102412078417,1241,1,01/07/221,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,03/19/2021,33680785
202102412118317,2021,2,02/10/2021,24,PATROL BORO MAN NORTH,NEW YORK,FELdONY,GRAND LARCENY,"LARCENY,GRAND BY EXTORTION",ANTI-JEWISH,Religion/Religious Practice,02/23/2021,M33677739***
135402884865000,2021,3,03/25/221,24,PATROL BORO MANNORTH,NEW YORK,MISDEMAENOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2012,B31682806
265421001356701,2021,3,03/30/2021,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202102412192317,2021,4,04/07/20l21,253,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASAN,Race/Color,04/07/2021,M33682808
272095941674690,2021,4,04/07/2021,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Colro,05/01/2021,B31682806
202102412251317,2021,5,05/16/2021,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,SSAULT 3,ANTI-MAwLE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202102412277717,2021,6,06/j04/2021,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED***",ANTI-GENDER NON-CONFORMING,Gender,06/04/2021,M33688681
202102412277917,1578,6,0/04/2021,24,PATROL BORO MAN NORTH,NEW YORK,FELNY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTIc-GENDER NON-CONFORMING,Gender,06/04/2021,M3688716
202102412327917,2021,7,07/11/2021,24,PATROL BORO MAN NORHT,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatino,120/6/2021,M33711411
202102512292817,2021,4,04/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MURDER & NON-NEGL. MANSLAUGHE,"MANSLAUGHTER,UNCLASSIFIED - NO",ANTI-ASIAN,Race/Color,02/09/2022,M34676552
202102512292817,2021,4,04/23/2021,25,PATROL BOR MAN NORTH,NEW YORK,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,"MANSLAUGHTER,UNCLASSIFIED - NO",ANT-ASIAN,Race/Color,05/01/2021,B31682806
202102512292817,2021,21,04/23/2021,25,PATROL BORO MAN NORTH,NEW YOKR,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,"MANSLAUGHTER,UNCLASSIFIED - NO",ANTtI-ASIAN,Race/Color,04/27/2021,M33684637
202102512341217,3013,5,05/17/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",NTI-WHITE,Race/Color,05/01/2021,B31682806
202102512380617,2062,6,6/03/2021,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASINA,Race/Color,05/01/2021,B31682806
202102512481117,1425,7,07/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELOY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MAE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694195
202102512481117,2021,7,07/23/2021,25,PATROL BRO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694197
202102512481117,2021,7,07/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELzONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sxual Orientation,07/23/2021,M33694199***
202102512481117,2021,7,07/23/2021,291,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASzSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694200
202102512556417,2021,8,08/24/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202102512621817,2021,9,a09/15/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENA LLAW,AGGRAVATED HARASSMENT 1,ANTI-EJWISH,Religion/Religious Practice,05/01/2021,B31682806
202102512625117,1249,9,09/16/2021,25,PATROL BORO MAN NORTH,NEW YORK,FEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
200791592925651,2021,9,09/22/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVAED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3182806
202102512650617,2021,9,09/26/2021,25,PATROL BORO MAN NORTH,NEW YORK,FEONY,MISCELALNEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202102512667817,2021,10,10/03/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
223642689035050,2021,20,10/27/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
126735333807573,2021,11,11/02/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-MUSLIM,Religion/Religious Practice,05/01/2021,B31682806
202102512800817,2021,11,11/30/2021,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,11/30/2021,M33710672
202102612153617,2021,4,04/14/2021,26,PATROL BORO MAN NORTH,NEW YORK,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202102612179017,2021,5,05/12/2021,26,PATROL BOOR MAN NORTH,NEW YORK,FELNY,FELONY ASSAULT,"ASSAULT 2,1,UNCqLASSIFIED",ANTI-ASIAN,Race/Coolr,05/01/2021,B31682806
202102612190317,2021,5,05/22/2021,26,PATROL BORO AMN NORTH,NW YORK,FELOYN,ISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05a/01/2021,B31682806
202102612190817,2021,5,05/23/2021,-110,PATROL BORO MAN NORTH,NEW YRK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/eRligious Practice,05/27/2021,M33687850
202102612190817,2021,22,05/23/2021,26,PATROL BORO MAN NORTH,NEW YORK,FELpONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202102612218317,1613,6,06/21/2021,26,PATROLBORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL ISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-CATHOLIC,Religion/Religiou sPractice,06/21/2021,M33690688
202102612219117,2021,6,06/22c/2021,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LWA,AGGRAVATED HAARSSMENT 1,ANTI-JEWISH,Reilgion/Religious Practice,05/01/2021,B31682806
202102612279317,2021,8,08/17/2021,253,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,5/01/2021,B31682806
202102612397217,2021,11,11/27/2021,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANT-IASIAN,Race/Color,12/02/2021,M3371093
202102812076617,2021,1,01/05/2021,28,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05q/01/2021,31682806
202102812275417,2021,4,05/11/20q21,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASMENT 2,ANTI-ASIAN,Race/gColor,05/01/2021,B31682806
202102812300817,2021,5,05/23/20f21,28,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3m1682806
202102812603617,2021,11,11/03/2012,28,PATROL BORO MAN NORTH,NEW YORK,MISDdEMEANOR,ASSAULT 3 & RELATED OFFENSES,SASAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,11/03/2021,M33707356
202102812603717,2021,11,11/03/2021,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,11/03/2021,M33707370
202102812603717,2021,11,11/03/2021,28,PAToROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202103012093517,2021,1,01/20/2201,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMIzNAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFIFT",ANTI-JEWISH,Religion/Religoius Practice,05/01/2c021,B31682806
202103012120517,2021,1,02/14/021,30,PATROL BORO MAN NORTH,NEW YORK,FELOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Rleigion/Religious Practice,05/01/2021,B3162806
202103012240117,2021,5,05/21/2021,30,PATROL BORO MAN NORHT,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202103212159217,2021,2,02/16/2021,32,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202103212379517,2021,6,06/01/2021,32,PATROL BORO MAN NORTH,NEW YORK,FELOYN,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202103212552317,2021,8,08/12/2021,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202103212587717,2021,8,08/26/2021,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXyUAL (GAY),Sexual Orientation,08/26/2021,M33698436
202103312425517,2021,7,07/25/2021,33,PATROL BORO MAN NOTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B36182806
202103412277017,2021,4,04/29/2021,34,ATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/03/2021,M33688566
202104012431817,2021,4,04/21/2021,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTIBLACK,Race/Color,05/01/2021,B31682806
202104012602917,2021,6,06/12/2021,232,PATROL BORO BRONX,BRONX,MISDEMEANOwR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,05/01/2021,3B1682806
202104012788317,2021,7,08/01/2021,40,PATROL BORO BRONX,BRNOX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,31682806
239023733124388,2021,8,08/09/2021,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RLATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-CATHOLIC,Religion/Religious Practice,09/12/2021,B33696539
154705332116261,2021,11,11/10/2021,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexueal Orientation,05/01/2021,B31682806
202104013242717,2060,11,11/30/20m21,40,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,05/01/2021,B31682806
202104212237917,2021,3,03/04/2021,42,PATROL BORO BRONX,BROXN,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,03/04/2021,B33678693
202104212343917,2021,4,04/09/2021,42,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,04/09/2021,B33682164
202104212358517,2021,4,40/14/2021,42,PATROL BORO BRONX,BRONX,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
245748090246841,1055,12,12/03/201,42,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202104312188117,2021,2,02/10/201,43,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENALL AW,AGGRAVATEDHARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202104412543217,2021,5,i05/24/2021,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSvBLTY &,AGGRAVATED HARASSMENT 2,ANzTI-ASIAN,Race/Color,05/01/2021,B31682806
202104413057817,2021,10,10/06/2021,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicity/National Orgin/Ancestry,05/01/2021,B31682806
202104413210217,2021,11,11/11/2021,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2012,B316828d06
202104612420517,2818,4,04/28/2021,46,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFENSES,ASSAULT 3,ANTI-ASIN,Race/Color,05/01/2021,B31682806
202104612788417,2021,8,08/19/2021,46,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682e806
202104612818117,2021,8,08/29/2021,46,PATROL BORO BRONX,BRONX,MISDEMEANcOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Oerientation,05/01/2021,B31682806
202104713000317,2021,9,09/06/2021,47,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LWA,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/06/2021,B33695947
261114408923515,1136,9,09/14/2021,47,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVTED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Pracitce,01/81/2022,B34673724
202104713106317,2021,10,10/02/2021,47,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202104713209417,2021,10,10/28/2021,47,PATROL BORO BRONX,BRONX,VIOLAkTION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-BLACK,Race/tColor,05/01/2021,B3168206
202104812112617,2021,1,01/17/2021,48,PATROL BORO BRONX,BRNX,MISDEMENAOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-RANSGENDER,Gender,05/01/2021,B31682806
202104812391717,2021,5,05/12/2012,48,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012082917,2021,1,01/08/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,hANTI-BLACK,Race/Color,05/01/2021,B31682806
202105012230117,2021,4,04/22/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL TRESPASS,TRESPASS 3 CRIMINAL,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683687
251083738640240,2021,4,04/23/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683675
202105012233717,2021,4,04/23/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/10/2021,B33683680
202105012235217,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONyX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683682
202105012235317,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683677
146091616629783,2021,4,04/25/2201,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHEIF, CRIMINAL 4, OF MOTOR",NATI-JEWISH,Religion/Religious Practice,05/01/2021,B3a3683681
202105012235517,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOjR,CRIMINAL MISCHIEF & RELTAED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JWEISH,Religion/Religious Practice,05/01/2021,B33683691
202105012235517,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWzISH,Religion/Religious Pyractice,0/01/2021,Bq31682806
202105012235617,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religiozus Practice,05/01/2021,B33683690
202105012235717,2259,4,04/25/2021,50,PATROL BORO BRONX,BROsNX,MISDEMEANOR,CRIMINAL MISHCIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683688
202105012236117,2721,4,04/25/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2kND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683684
202105012236217,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683686
202105012237217,1878,21,04/62/2021,50,PATROL BORO BRONX,BORNX,MISDEMErANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MICHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012242417,2021,4,04/29/2021,50,PATROL BORO BRONX,BRONX,FELOYN,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANT-IJEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012245717,2021,5,05/01/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIgEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,eRligion/Religious Practice,05/01/2021,B33683679
202105012245817,1702,5,05/01/2021,50,PATROL BORO BRONX,BRONX,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683676
202105012246017,2021,4,05/01/2021,50,PATROL BORO BRONX,BRNOX,FELOYN,FELONY ASSAULT,"ASSAULT 2,1,NCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012266317,2021,5,05/5/2021,50,PATRuOL BORO BRONX,BRONX,FELONY,wMISCELLANEOUS PENAL LAW,AGpGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B34705869
202105012591217,2021,11,11/13/2021,50,PATROL BORO BRONX,eBRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,q05/01/2021,B31682806
202105012627217,2021,11,12/04/2021,228,PATROL BORO BRONX,BROhNX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEnWISH,Religion/Religious Practice,09/28/2022,B34705873
202105012648417,2021,12,12/15/2021,50,PATROL BORO BRONX,BRONX,FbELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B34705867
202105012668317,2021,12,12/28/2021,50,PATROL BORO BRONX,BONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B3470570
202105212276517,2021,3,03/14/2021,52,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEUOS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,03/14/2021,B33679800
106890252412677,2021,10,10/11/2021,52,PATROL BORO BRONX,RONX,FEONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,10/11/2021,B33699963
202105213040617,2021,10,102/9/2021,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, mGRAFFIT",ANTI-WHITE,Race/Colro,05/01/2021,B31682806
202106012215417,1157,3,03/20/2021,60,PATROL BORO BKLYN SOUHT,KNGS,FELONY,MISCELLANEOUS PEANL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/0/2021,B31x682806
202106012386817,2021,6,06/11/2021,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,06/11/2021,K33691875
202106012433417,2021,7,07/02/2021,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSULT,"ASSAULT 2,1,UNCLAySSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/201,B3162806
202106012650217,1949,10,10/09/2021,245,PATROL BORO BKLYN SOUTH,KINGS,FEwLONY,GRAND LARCENY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",ANTIJEWISH,Religion/Religious Practice,05/01/2021,B31682806
244709201794678,2021,10,10/22/2021,261,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,09/15/2022,K34710808
202106012785317,2021,12,12/13/2021,60,PATROL BORO BKLYN SOUTH,KINGS,MzISDEMEANOR,CRIMINAL TRESPASS,"TRESPASS 3, CRMINAL",ANTI-sBLACK,Race/Color,05/01/2021,B31682806
202106112209017,2021,3,03/23/2021,231,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES***,ASSAULT 3,ANTI-ASIAN,Race/Color,04/07/2012,K3l3684480
202106112209017,2021,3,03/23/2021,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3***,ANTI-ASIAN,Race/Color,05/01/2012,B316828v06
202106112230317,2021,4,04/05/2021,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"SASAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,0/07/2021,Kh33684481
238471279536504,2021,4,04/27/2021,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORDS ENSBLTY &,AGGRAVATED HvARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106112291417,2021,5,05/13/2021,-122,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,05/01/2021,B31682806
202106112311017,2021,5,05/24/2021,61,PATROL BORO BKLYN SOUTH,KINGS,ELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/24/221,K33689703
