OBJECTID,ID,NAME,START_DATE,END_DATE,AGENCY,AGENCY_TYPE,DESCRIPTION,PROJECT_TYPE,PROJECT_STATUS,PERMIT_NUMBER,EXTERNAL_ID,BUDGET_ID,PAVE_CURB_TO_CURB,SHAPE_Length,SHAPE_Area
118098,66891,2021 SPU Curb Ramps,2021/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,N 79th St and Dayton Ave N (all corners),Paving,Active,,,,0,427.127266802763,11330.8519118907
118099,66895,2021 SPU Curb Ramps,2021/01/01 00:00:00+00,2022/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"13th Ave SW and SW Thistle St (NW-2, NE-W, SE-N, SW-E)",Paving,Active,,,,0,507.978333480057,15446.9803581169
118100,66944,SUUMP0000218 - DEARBORN - BEACON HILL UG,2022/02/07 00:00:00+00,2022/02/18 00:00:00+00,Verizon,Telecommunications,"SDOT MAJOR PERMIT APPLICATION
INSTALLATION OF (2) 2"" HDPE CONDUIT VIA
987 LF DIRECTIONAL BORE, 18 LF TRENCH,
INSTALL 4 VAULTS IN ROW OF S MCCLELLAN ST

***1912EPAF.31_UG_SDOT_0298***",Excavation,Active,SUUMP0000218,,,0,2098.08513735434,19035.9095330921
118101,66959,SUUMP0000236 - 159 Yesler Way - PIONEER SQUARE_UG SEC,2021/10/11 00:00:00+00,2021/10/22 00:00:00+00,Verizon,Telecommunications,"SDOT MAJOR PERMIT APPLICATIONINSTALLATION OF 140' OF (1) 2"" HDPE CONDUIT &(1) FIBER OPTIC CABLE

***1703MFD.027_UG_SDOT_0034***",Excavation,Active,SUUMP0000236,,,0,296.32862953041,582.877071779959
118103,67173,ASHWORTH UG PHASE,2022/01/03 00:00:00+00,2022/01/14 00:00:00+00,Verizon,Telecommunications,"SDOT MAJOR PERMIT APPLICATION INSTALLATION 350' OF (2) HDPE CONDUIT, (2) 30""x60""x30"" HANDHOLE, & (1) FIBER CABLE.",Excavation,Active,,,,,182.301295784234,1489.81980537248
118104,67236,(ASHWORTH) ROWI SEATTLE PHASE IV,2021/11/15 00:00:00+00,2021/11/19 00:00:00+00,Verizon,Telecommunications,"Use of the public ROW to Attach to (15) existing SCL poles and install (1) 10M Strand, (1) Anchor for 4480 LF",Aerial Work,Active,,,,,4082.95428431315,39880.7997622362
118105,67477,2021 CP Improvements,2022/07/01 00:00:00+00,2023/07/01 00:00:00+00,SPU,Water/Sewer,"Install CP Deep Well, Rectifier, and associated conduits to protect SPU transmission Main.",Excavation,Active,SUUMP0000215,,,,213.521306554339,412.963347214403
118106,67715,BMP Alaskan Way PBL,2024/05/30 00:00:00+00,2025/07/03 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Scope includes signs and markings with spot paving and signal improvements.,Excavation,Active,,WP00000488,WP00000488,1,7216.48473975079,70723.9984651548
118107,67769,51st Ave S & S Creston St (NB) Bus Zone Expansion,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Refreshing/Repaving Bus zone Landing Pads 

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359342915491,304.217860494614
118108,67770,51st Ave S & S Creston St (SB) Bus Zone Expansion,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front, and mid bus pads.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359989711384,304.218493895426
118109,67771,Renton Ave S & S Bangor St (SB) Bus Zone Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front and mid bus pads.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8360094505891,304.218606066854
118110,67772,Renton Ave S & S Bangor St (NB) Bus Zone Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of Front and mid bus pad

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359959164317,304.218464718023
118111,67773,9th Ave SW & SW Kenyon St (SB) Bus Pad Expansion,2021/12/31 00:00:00+00,2023/06/30 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front and mid bus pads

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8356139008652,304.214703542931
118112,67774,Renton Ave S & S Ryan St (NB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front and mid bus pads

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8358429309745,304.216969030588
118113,67775,Renton Ave S & S Ryan St (SB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of Front and Mid bus pads

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359666442745,304.21816810617
118114,67776,Renton Ave S & S Prentice St (SB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of Front and Mid pads

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359786734722,304.218296495647
118115,67777,Renton Ave S & S Prentice St (NB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front and mid bus pads

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359509639682,304.218021417238
118116,67778,E Union St & 30th Ave (EB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front and mid bus pad.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8349026865571,304.207705266833
118117,67779,E Union St & 31st Ave (WB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"3/21/22 Update:
PDD has this project on their radar and construction activities should begin within the next few weeks; update to come once dates finalized.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation
Expansion/extension of bus pad.",Paving,Active,,,TRC0305-U2293,0,61.8349137632318,304.20783073622
118119,67781,Flora Ave S & S Bailey St (SB) Bus Pad Expansion,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation/Refreshing of front door pad.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.835571897152,304.214303895812
118120,67783,Rainier Ave S & Wildwood (NB) Bus Pad Expansion,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8357191145815,304.21574326211
118121,67784,Beacon Ave S & S Othello St (SB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8355461778674,304.214037443439
118122,67785,Beacon Ave S & S Webster St (NB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8356362546698,304.214912028384
118123,67786,Carkeek Dr S & 41st Ave S (NB) Bus Pad Construction,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8357873499273,304.216418987936
118124,67787,S Henderson St & Yukon Ave S (WB) Bus Zone Improvements,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Modifications related to Accessibility Improvements (Exact work TBD - could consist of repaving, or relocation).

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8357689284991,304.216237284956
118125,67788,51st Ave S & S Gazelle St (NB) Bus Pad Expansion,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of front and mid door pads.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8359076692595,304.217609356482
118126,67789,Beacon Ave S & 27th Ave S (SB) Bus Pad Expansion,2021/12/31 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Installation of a mid door pad.

Scope: Sidewalk, planter, and road paving work (Rebuilding the front pad, expanding the back pad, bus shelter foundation, sidewalk restoration, curb/gutter and roadway excavation",Paving,Active,,,TRC0305-U2293,0,61.8356636245301,304.215198266128
118127,67790,12th Ave NE & NE 62nd St (NB) Bench,2021/12/31 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,Installation of a bench.,Paving,Active,,,TRC0305-U2293,0,61.8343770273434,304.202541018427
118128,67809,Sidewalk Safety Repair Program - Holman Rd NW & 3rd Ave NW,2023/04/03 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"Beveling evaluations Holman Rd NW between 4th Ave NW and 3rd Ave NW, 18x5. WO 825004",Paving,Active,,,MC-TR-C025,0,932.900807117424,8877.27568390055
118129,67818,Sidewalk Safety Repair Program - Beacon & Holly,2023/01/01 00:00:00+00,2023/02/01 00:00:00+00,SDOT Maintenance Operations,SDOT,"Sidewalk Safety Repair Program at S HOLLY ST BETWEEN BEACON ER AVE S AND 28TH AVE S, N SIDE. WO 910822",Paving,Active,,,MC-TR-C025,0,1210.95308215294,11614.409221037
118130,67825,Sidewalk Safety Repair Program - Aurora & N 98th,2023/01/01 00:00:00+00,2023/02/01 00:00:00+00,SDOT Maintenance Operations,SDOT,Sidewalk Safety Repair Program at Aurora Ave N between N 95th St and N 100th St. WO 920955,Paving,Active,,,MC-TR-C025,0,2703.7229210244,26306.1759324582
118131,67827,Sidewalk Safety Repair Program - Aurora & 104th,2023/01/01 00:00:00+00,2023/02/01 00:00:00+00,SDOT Maintenance Operations,SDOT,Sidewalk Safety Repair Program at Aurora Ave N between N 104th St and N Northgate Way. WO 920957,Paving,Active,,,MC-TR-C025,0,590.209889434459,5504.54715223644
118133,67839,Sidewalk Safety Repair Program,2023/04/03 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"Sidewalk Safety Repair Program at CALIFORNIA AVE SW BETWEEN SW LANDER ST AND SW STEVENS ST, W SIDE. WO 930057",Paving,Active,,,MC-TR-C025,0,1752.21048993705,16941.4012254948
118135,66531,4530  12TH AVE NE,2022/04/12 00:00:00+00,2023/08/31 00:00:00+00,Private Development,Permitted Work,"Touchstone-Portman Lot A LLC | Storm main extension - want to review separately from SIP#411535

Scope of Work:  The office building project will fully develop the mid-block parcel located at 4530 12th Ave N.  The site is bound by 12th Ave N to the west, a public alley to the east and existing commercial properties to the north and south.  This SIP work includes a storm main extension along 12th Ave NE to service this project.",Other Construction,Active,SUSIP0000174,SUSIP0000174,,0,1158.55288720703,11098.2614101579
118136,64375,2720 EASTLAKE AVE E,2023/04/01 00:00:00+00,2023/11/01 00:00:00+00,Private Development,Permitted Work,"Stage:Pre-Processed
    Hub:None
    3036715-EG - SCOPE OF WORK:
Proposed project consists of a new 7-story residential tower with retail on the ground level and 1 level of below-grade parking. Street improvements will include closing existing driveways with new curb, new sidewalks along Eastlake Ave E and Hamlin Street frontages, new landscaping and trees, replaced alley paving, new water services from Eastlake Ave E, reuse of existing side sewers, possible addition of a new side sewer, and relocation of an existing telecom utility pole at the alley-Hamlin intersection.",Other Construction,Active,SUSIP0000018,SUSIP0000018,,0,1028.59015502864,9864.11579848768
118137,63751,1815 6th Ave,2024/04/19 00:00:00+00,2024/10/15 00:00:00+00,Private Development,Permitted Work,"Scope of Work:  New curb, sidewalk, plantings, crosswalks, ADA ramps, and roadway restoration on the 500 and 600 blocks of Olive in addition to 1825 7th Ave.  There are three developments planned for these blocks that will be submitted as one SIP.",Other Construction,Active,SUSIPX420423,SUSIPX420423,,0,3173.63577768974,31438.7275793411
118138,57334,1120  JOHN ST,2021/06/26 00:00:00+00,2021/07/05 00:00:00+00,Private Development,Permitted Work,"Dev Rev (SIP) Pre DG/ Associated to UMP 413813BOREN AVE N: New planter, sidewalk, driveway, curb ramp, and street trees.THOMAS ST: New 18-foot wide roadway since Thomas is designated as an urban village neighborhood access. The SLU neighborhood plan also designates Thomas Street as a green street. New curb and gutter, planter, sidewalk, curb ramps, and street trees. FAIRVIEW AVE N: New planter, sidewalk, and curb ramp.",Other Construction,Active,SUSIPX381894,SUSIPX381894,,0,2549.61617684265,24823.2582326623
118139,62583,3101  EASTLAKE AVE E,2023/08/10 00:00:00+00,2024/02/10 00:00:00+00,Private Development,Permitted Work,"Scope of Work:  New sidewalk, planting, and curb along Eastlake Ave EOne lane grind and overlay along Eastlake Ave ENew sidewalk, planting, curb, and gutter along E Allison StHalf street grind and overlay along E Allison StNew concrete pavement along alley",Other Construction,Active,SUSIPX416900,SUSIPX416900,,0,803.395854003378,7643.92290489215
118140,63090,Thomas St - 5th Ave to Dexter Ave (Phase 1),2023/11/20 00:00:00+00,2024/08/09 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Construct public plaza at 5th and Thomas connected to pedestrian and bicycle improvements along Thomas St. between 5th Ave. N and Dexter Ave N,Other Construction,Active,NA,WP00000432,WP00000432,0,3464.47106906579,33489.3571862451
118141,68875,SUUMP0000313 - ADA RAMP RESTORATION - 2715 CALIFORNIA AVE SW - PSE,2022/08/08 00:00:00+00,2022/09/09 00:00:00+00,Puget Sound Energy,Gas,ADA RAMP RESTORATION POST LEAK REPAIR - PSE# 3001579367,Paving,Active,SUUMP0000313,3001579367,,0,61.8351910325783,304.210549777948
118142,68954,Coe Kids Crossing,2022/01/01 00:00:00+00,2023/09/30 00:00:00+00,SDOT Transportation Operations,SDOT,"Formalize the existing painted hatch bulb on the north side of W McGraw St, east of 7th Ave W with a floating concrete island that avoids the historic brick curb gutter. Relocate the existing school crossing and no parking signs to the new island.",Surface Improvements Only,Active,,,,0,313.09875872531,2777.18943457228
118144,69136,123 2nd Ave N - Gas Pipe Maintenance,2022/03/14 00:00:00+00,2022/03/16 00:00:00+00,Puget Sound Energy,Gas,Single cut in sidewalk to replace small section of gas piping,Excavation,Active,,,,0,94.3457229022536,624.138628591802
118145,69146,ADA RAMP INSTALL - PSE,2023/05/22 00:00:00+00,2023/05/26 00:00:00+00,Puget Sound Energy,Gas,ADA RAMP INSTALLATION SE RAMP & SW RAMP INTERSECTION OF S ORCAS ST 7 37TH AVE S,Paving,Active,,887035956,,0,61.8355177608399,304.213769897747
118149,69553,SUUMP0000309 - 9315 21ST AVE NW - Gas Main Extension,2023/01/27 00:00:00+00,2023/02/17 00:00:00+00,Puget Sound Energy,Gas,Gas main extension down 21st Ave NW,Excavation,Active,SUUMP0000309,,,0,753.02383760517,7120.13320404193
118150,69662,ADA RAMP INSTALLATION - PSE,2023/06/12 00:00:00+00,2023/06/16 00:00:00+00,Puget Sound Energy,Gas,ADA RAMP INSTALLATION AT INTERSECTION OF 46TH AVE S & S FERDINAND ST,Paving,Active,,887035860,,0,223.434724626924,1894.69196706189
118151,69679,2022 SPU Curb Ramps,2022/03/17 00:00:00+00,2022/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"NW 46th ST & 6th Ave NW (NW-2, SW-Bisector,  NE-2, SE-Bisector)",Paving,Active,,,,0,543.062149019118,18371.1505768184
118152,69682,ADA RAMP INSTALLATION - PSE,2023/06/05 00:00:00+00,2023/06/09 00:00:00+00,Puget Sound Energy,Gas,ADA RAMP INSTALLATION - 4 CORNERS - INTERSECTION OF N 63RD ST & DAYTON AVE N,Paving,Active,,109135675,,0,212.512689026702,1787.14816487962
118153,69695,12th Ave S & S Judkins St | Rear Door Pad,2022/01/01 00:00:00+00,2022/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,Installation of a rear door pad at this bus stop. Further details to come.,Paving,Active,,,,0,61.835119836487,304.209844183836
118154,69821,Bridge Painting - Jose Rizal,2024/07/24 00:00:00+00,2025/11/21 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Repaint the existing steel substructure and superstructure.  Project will also included lead abatement of the existing lead based paint that is on the bridge.,Other Construction,Active,,WP00000424,WP00000424,0,737.03986690248,6949.71800046415
118155,70007,JB0000870576 - COMCAST/CABLECOM,2022/07/26 00:00:00+00,2022/08/15 00:00:00+00,Comcast,Telecommunications,"STARTING NEAR 112 18TH AVE TIE INTO SCL POLE
1307171 THEN OVERLASH NEW CATV CABLE 28' (N).
PLACE NEW SPAN AND CATV CABLE 57' (W) TO
BUILDING THEN CONTINUE WORK INTO PRIVATE
PROPERTY. ALL CONSTRUCTION AND
RESTORATION TO MEET OR EXCEED CITY OF
SEATTLE STANDARDS.",Aerial Work,Active,,JB0000870576,CABLECOM,0,94.327798013914,623.968391261581
118157,70272,JB0000953039-Comcast-Cannon,2022/08/22 00:00:00+00,2022/08/26 00:00:00+00,Comcast,Telecommunications,"TRENCH AND PLACE NEW (1)-2"" CONDUIT AND RG-6 TO BUILDING",Excavation,Active,,,,0,140.486305001051,1078.29497081614
118159,70899,Roosevelt and 66th RRFBs,2022/06/02 00:00:00+00,2023/12/31 00:00:00+00,SDOT Policy and Planning,SDOT,"•	Install RRFBs with bike push buttons at an existing marked crosswalk across the north leg of the intersection of NE 66th St and Roosevelt Way NE.
•	Mark a crosswalk across the south leg.
•	Install RRFBs with bike push buttons at the south leg of the intersection.
•	Install an advanced stop bar north of the intersection to reduce multiple threat issues.
•	Crosshatch no parks on approach to improve visibility.",Other Construction,Active,,,,0,61.8341350325088,304.200154717447
118160,70941,CMP - 2318 NW Market St,2022/10/01 00:00:00+00,2024/08/31 00:00:00+00,Private Development,Permitted Work,"Direct all construction communication to Ben Minsky at bminsky@hollandpartnergroup.com or at 714-925-2970.
Project is a 238 unit, 7 story apartment building consisting of 5 levels of Type III-A over 2 levels of Type I-A podium.",Other Construction,Active,,,,0,1114.02533765306,71424.710394911
118161,70996,SUUMPX369879 - UW NE 45TH RESTORATION,2022/07/08 00:00:00+00,2022/07/29 00:00:00+00,Verizon,Telecommunications,THIS IS A CROWN CASTLE PROJECT,Surface Improvements Only,Active,SUUMPX369879,,,0,4343.15042560676,42441.8025760903
118162,71179,NE Pacific Pl & Montlake Blvd NE Bus lane,2022/06/24 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,"Red Paint Treatment for buses along this section of roadway, between NE Pacific Pl & Montlake Blvd NE. Polygon was used to show pathway, as it would not allow snapping to that segment of road.",Surface Improvements Only,Active,,,TBD,0,306.755236343088,322.083741759279
118163,71363,Bridge Painting - Emerson St & Galer St Bridges,2023/11/08 00:00:00+00,2024/12/10 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"The Emerson St Viaduct Extension has been identified for bridge painting. Emerson St Viaduct Extension is a steel I-girder bridge with a cast-in-place concrete deck that is 526-ft bridge located South of the Fisherman’s Terminal and built in 1949. The project is divided into two phases: PS&E Design of bridge painting and Construction Support Services. Under phase 1, plans, specifications, and engineer’s estimate for the bridge painting will be developed.",Other Construction,Active,,WP00000420,WP00000420,0,2017.27053631362,19245.6952143231
118164,71491,SUUMP0000413 - NE 145th St Shoreline/SDOT Corridor Improvements,2023/01/03 00:00:00+00,2023/02/28 00:00:00+00,Puget Sound Energy,Gas,Relocate 500' IP Gas Main for Shoreline/SDOT CIP/TIP,Excavation,Active,SUUMP0000413,,,0,2553.3435451381,277128.053679607
118166,71532,CSG 133940 MINOR,2022/08/10 00:00:00+00,2022/12/29 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8359303780006,304.217816864227
118167,65323,BMP Georgetown to Downtown PBL,2024/04/03 00:00:00+00,2024/12/12 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Construct new protected bike lane between Georgetown and the southern end of the SODO Trail, and construct new protected bike lane between the northern end of the SODO Trail and S Dearborn St.",Surface Improvements Only,Active,,WP00000485,WP00000485,0,24525.8878967403,240877.560459204
118168,71742,CMP - 210 Minor Ave N,2022/10/03 00:00:00+00,2024/04/16 00:00:00+00,Private Development,Permitted Work,Construction of 8-story apartment building.,Other Construction,Active,,,,0,532.515890223492,17681.8077375792
118169,71949,California and Findlay Crossing Improvement,2022/11/01 00:00:00+00,2022/12/31 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Upgrade existing continuous flashing crosswalk to pedestrian half signal.,Surface Improvements Only,Active,,,,0,239.605208161951,2053.86614490527
118170,72054,JB0000923630-Comcast-Cannon,2023/05/01 00:00:00+00,2023/05/12 00:00:00+00,Comcast,Telecommunications,-TIE INTO SPLICE CASE : SP.WAMP.0081 & SP0001.WAMDK20500 & SP0004.WAMDK20500 & SP0002.WAMPKD20600 -NEW 48CT FIBER,Aerial Work,Active,,,,0,3818.43131753942,37302.5265466419
118172,72451,CSG 595920 MINOR,2022/10/12 00:00:00+00,2022/12/30 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8344173732896,304.202934125572
118173,72898,CSG 688351 MINOR,2022/11/04 00:00:00+00,2022/12/26 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8344283866311,304.203039173733
118174,72963,VZ 12th Ave - planning/design,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,This Vision Zero project aims to improve safety for people walking and rolling throughout the corridor by implementing a series of spot improvements using safe systems best practices.,Surface Improvements Only,Active,,,MC-TR-C064,0,21268.3311005939,209021.922093406
118175,73035,PBL or Trail Extension to 15th Ave S,,,City of Seattle,City of Seattle,"Extend the northern terminus of the Chief Sealth Trail to 15th Ave S by either a PBL or extension of the trail.

NOTES (10/11/22): is this an element of the Beacon PBL project? UT&B can look at doing this, but it is not currently planned",Planned Projects,Active,,,,0,557.182230938099,5179.53862949182
118176,71319,2240  EASTLAKE AVE E,2023/07/07 00:00:00+00,2023/10/14 00:00:00+00,Private Development,Permitted Work,"Grancorp Holdings LLC | Installation of new sidewalk on Eastlake and Lynn St, and new curb ramps.",Other Construction,Active,SUSIP0000495,SUSIP0000495,,0,1736.09241207024,16803.3507826789
118177,73222,CSG 746692 MINOR,2022/11/30 00:00:00+00,2022/12/29 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8341144179046,304.199952041672
118178,73225,CSG 836776 MINOR,2022/11/30 00:00:00+00,2022/12/30 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8338127940277,304.196984932686
118179,73257,CMP - 523 15th Ave E,2022/11/01 00:00:00+00,2024/05/01 00:00:00+00,Private Development,Permitted Work,Contact Brian Sorensen at bsorensen@exxelpacific.com or at 360-968-9393 for construction coordination. 5-story mixed use development.,Other Construction,Active,,,,0,563.183662003674,18664.8099722474
118180,73301,CSG 692942 MINOR,2022/12/06 00:00:00+00,2022/12/06 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8344431339014,304.203186362219
118181,73302,CSG 786622 MINOR,2022/11/22 00:00:00+00,2022/12/30 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8338920693324,304.19776713549
118182,73319,540 NE 83rd St - PRP,2023/01/23 00:00:00+00,2023/04/28 00:00:00+00,Puget Sound Energy,Gas,"Retire & Replace 1 ¼"" PEI main in NE 83rd ST from 263' W to 259' E of 8th AVE NE.
Re-Insert 560'- 2"" PE IP main in existing 4"" CI casing at 9'S C/L of NE 83rd St. Connect both east & west 2"" runs on NE 83rd st to system in 8th Ave NE at 9' W C/L of 8th Ave NE. 5 service replacements & 13(T&T - test & ties), restoration to follow with concrete panel restoration and ADA installation. 26 cuts",Excavation,Active,SUUMP0000396,109141754,,0,1340.69763692895,12891.014380823
118183,73323,AMM HMA 15th Ave E_E Garfield St to E Galer St,2023/01/01 00:00:00+00,2023/10/15 00:00:00+00,SDOT Maintenance Operations,SDOT,Mill and Overlay,Paving,Active,,,MC-TR-C071,0,1385.83055784269,13335.3332692526
118184,73325,SUUMP0000434 - 1209 NE 88th St - PRP,2023/03/06 00:00:00+00,2023/07/07 00:00:00+00,Puget Sound Energy,Gas,"Replace 2"" PEI main in NE 88th ST from 112' W to 282' E of 12th AVE NE.",Excavation,Active,SUUMP0000434,109141753,,0,768.49029094983,7259.11753915672
118185,73326,8103 8th Ave NE - PRP,,2023/04/28 00:00:00+00,Puget Sound Energy,Gas,"Retire & Replace 2"" PEI main in NE 81st ST from 94' W of 8th AVE NE to 17' W of Roosevelt Way NE & 2"" PEI main in 8th AVE NE from 9' S of NE 82nd ST to 8' S of NE 80th ST.
Install Method RE-Insert. 2"" PE IP pipe in 8th Ave NE at9' W C/L in 4"" CI casing from 9' S C/L of NE 82nd St to 16' S C/L of NE 80th St. Re-insert 2"" PE in NE 81st in the  existing 4"" CI casing at 9'S C/L from 94' W C/L of 8th Ave NE to 17' W of Roosevelt Way NE. 20 Test and Ties - 3 Service replacements.",Excavation,Active,SUUMP0000418,109141746,,0,2564.73667784247,25021.3554887195
118186,73327,SUUMP0000457 - 7501 8th Ave NE,2023/03/20 00:00:00+00,2023/08/18 00:00:00+00,Puget Sound Energy,Gas,"- 1935' 2"" PE IP re-inserted into existing casing. 
Retire & Replace 2"" PEI main in NE 76th ST from 90' E of 6th AVE NE to 9' W of 8th AVE, 2"" PEI main in NE 75th ST from 56' W of 8th AVE NE to 33' E of Roosevelt Way ne,
2"" PEI main in 8th AVE NE from 65' S of NE 77th ST to 9' S of NE 75th ST, 2"" PEI main in 9th AVE NE from 645' N to 162' S of NE 75th ST.  Total Project SQ/Ft Impact =22,000 sq/ft.",Excavation,Active,SUUMP0000457,109125654,,0,4609.87692248619,45274.744677402
