namevalue,statevalue,lat(double precision),long(double precision),mrc
Merino SE,CO,40.25,-103.25,40103-C3
Merino SW,CO,40.25,-103.375,40103-C4
Mesa,CO,39.125,-145.36565530689086,39108-B2
Mesa Lakes,CO,39.0,-108.0,39108-A1
Mesa Mountain,CO,37.875,-106.625,37106-H6
Mesito Reservoir,CO,37.125,-105.625,37105-B6
Messex,CO,40.375,-103.375,40103-D4
Metz Springs,CO,38.5,-117.79347299137945,38103-E5
Middle Dry Fork,CO,24.590729359715283,-64.3895067151272,39108-D5
Midway,CO,37.125,-129.79296179222507,37102-B2
Midway SW,CO,37.0,-102.125,37102-A2
Mile High Lakes,CO,39.875,-104.625,39104-H6
Miller Ranch,CO,40.125,-103.5,40103-B5
Milligan Lakes,CO,39.25,-105.75,39105-C7
Milliken,CO,40.25,-104.75,40104-C7
Millwood,CO,37.375,-108.25,37108-D3
Milner,CO,40.375,-107.0,40107-D1
Milton Reservoir,CO,60.54899518802191,-104.625,40104-B6
Mineral Mountain,CO,38.0,-107.0,38107-A1
Miners Peak,CO,37.125,-103.625,37103-B6
Minnesota Pass,CO,38.75,-107.375,38107-G4
Minturn,CO,39.5,-106.375,39106-E4
Mirage,CO,24.735216729237138,-105.75,38105-A7
Moccasin Mesa,CO,37.125,-108.375,37108-B4
Model,CO,37.25,-104.125,37104-C2
Moffat North,CO,60.03562721254029,-105.875,38105-A8
Moffat South,CO,24.090476423255744,-105.875,37105-H8
Molina,CO,39.125,-108.0,39108-B1
Monarch Lake,CO,40.0,-105.625,40105-A6
Monte Vista,CO,37.5,-106.125,37106-E2
Montezuma,CO,23.920512309766,-105.75,39105-E7
Montrose East,CO,64.15505912215389,-107.75,38107-D7
Montrose West,CO,38.375,-107.875,38107-D8
Monument,CO,39.0,-104.75,39104-A7
Monument Butte,CO,40.25,-107.625,40107-C6
Monument Hill,CO,37.375,-107.875,37107-D8
Mooney Hills,CO,37.125,-104.25,37104-B3
Moore Draw NE,CO,37.125,-102.25,37102-B3
Moore Draw NW,CO,37.125,-102.375,37102-B4
Moore Draw SE,CO,37.0,-102.25,37102-A3
Moore Draw SW,CO,37.0,-102.375,37102-A4
Moore Mesa,CO,23.436054196917684,-108.25,38108-D3
Moqui Canyon,CO,37.0,-108.5,37108-A5
Mormon Reservoir,CO,37.125,-108.125,37108-B2
Morrison,CO,39.625,-105.125,39105-F2
Mosca Pass,CO,37.625,-105.375,37105-F4
Mount Antero,CO,38.625,-106.125,38106-F2
Mount Axtell,CO,38.75,-107.0,38107-G1
Mount Big Chief,CO,38.625,-104.875,38104-F8
Mount Blaine,CO,62.4748981427978,-108.25,39108-E3
Mount Champion,CO,39.125,-144.24348012823123,39106-B5
Mount Deception,CO,39.0,-105.0,39105-A1
Mount Elbert,CO,39.0,-106.375,39106-A4
Mount Ethel,CO,40.625,-106.625,40106-F6
Mount Evans,CO,39.5,-105.625,39105-E6
Mount Guero,CO,38.625,-107.375,38107-F4
Mount Harris,CO,40.375,-107.125,40107-D2
Mount Harvard,CO,38.875,-106.25,38106-H3
Mount Hope,CO,37.5,-106.75,37106-E7
Mount Jackson,CO,39.375,-159.26557322332164,39106-D5
Mount Logan,CO,39.375,-105.625,39105-D6
Mount Massive,CO,39.125,-106.375,39106-B4
Mount of the Holy Cross,CO,39.375,-106.375,39106-D4
Mount Ouray,CO,50.71969016110272,-106.125,38106-D2
Mount Pittsburg,CO,38.5,-60.01687662259714,38104-E8
Mount Pleasant School,CO,37.5,-105.875,37105-E8
Mount Powell,CO,50.89761593322182,-106.25,39106-G3
Mount Richthofen,CO,40.375,-105.875,40105-D8
Mount Sherman,CO,39.125,-73.07335179397097,39106-B2
Mount Sneffels,CO,38.0,-107.75,38107-A7
Mount Sopris,CO,45.36893601721855,-107.125,39107-C2
Mount Sunflower NW,CO,39.125,-102.125,39102-B2
Mount Sunflower SW,CO,39.0,-102.125,39102-A2
Mount Tyndall,CO,61.02274801852812,-105.25,38105-B3
Mount Werner,CO,40.375,-106.625,40106-D6
Mount Wilson,CO,37.75,-73.04968955227946,37107-G8
Mount Yale,CO,38.75,-73.19401199294455,38106-G3
Mount Zirkel,CO,40.75,-134.46177189727436,40106-G6
Mountain View Crest,CO,37.5,-107.625,37107-E6
Mud Creek,CO,37.25,-108.625,37108-C6
Muldoon Hill,CO,38.0,-104.75,38104-A7
Myers Canyon,CO,33.830493718463664,-104.25,37104-G3
Narraguinnep Mountain,CO,37.625,-108.5,37108-F5
Nast,CO,39.25,-106.5,39106-C5
Nathrop,CO,26.79266842345656,-81.49009917776358,38106-F1
Naturita,CO,38.125,-108.5,38108-B5
Naturita NW,CO,18.055039497543135,-60.810494672553055,38108-B6
Nederland,CO,39.875,-105.5,39105-H5
Neenoshe Reservoir,CO,38.25,-102.625,38102-C6
Negro Canyon,CO,37.375,-108.875,37108-D8
Nepesta,CO,38.125,-104.125,38104-B2
Nero Hill,CO,38.25,-103.75,38103-C7
New Castle,CO,39.5,-107.5,39107-E5
New Haven,CO,40.375,-102.75,40102-D7
New York Peak,CO,39.0,-167.91724800092817,39106-A6
Ninaview,CO,37.625,-103.125,37103-F2
Ninemile Gap,CO,40.125,-107.75,40107-B7
Ninemile Hill,CO,40.625,-108.125,40108-F2
Ninemile Spring,CO,38.375,-103.875,38103-D8
Nipple Mountain,CO,37.625,-150.2567766412792,37108-F3
Niwot,CO,40.0,-105.125,40105-A2
No Name Ridge,CO,39.75,-108.0,39108-G1
Noonen Reservoir,CO,39.625,-103.875,39103-F8
Noonen Reservoir SW,CO,39.5,-103.875,39103-E8
North Avondale,CO,38.25,-129.43761850680744,38104-C3
North Avondale NE,CO,47.60777294653005,-104.25,38104-D3
North Delta,CO,38.75,-108.0,38108-G1
North Mamm Peak,CO,39.375,-107.75,39107-D7
North Mountain,CO,37.875,-108.375,37108-H4
North Pass,CO,38.125,-106.5,38106-B5
North Plum Creek NE,CO,37.875,-102.25,37102-H3
North Plum Creek NW,CO,37.875,-102.375,37102-H4
North Plum Creek SE,CO,37.75,-102.25,37102-G3
North Rattlesnake Butte,CO,57.9527064824954,-104.375,37104-G4
North Sterling Reservoir,CO,40.75,-103.25,40103-G3
Northdale,CO,37.75,-109.0,37109-G1
Northeast Pueblo,CO,38.25,-104.5,38104-C5
Northgate,CO,40.875,-106.25,40106-H3
Northwest Pueblo,CO,29.96220908626517,-104.625,38104-C6
Norwood,CO,63.04046319370171,-108.25,38108-B3
Nucla,CO,38.25,-108.5,38108-C5
Nunn,CO,40.625,-104.75,40104-F7
O V Mesa,CO,37.5,-164.86471977159349,37103-E6
Oak Creek,CO,40.25,-106.875,40106-C8
Oak Hill,CO,38.0,-128.86083370874897,38108-A3
Oakbrush Hill,CO,37.125,-107.0,37107-B1
Oakbrush Ridge,CO,37.375,-107.125,37107-D2
Observatory Rock,CO,39.25,-105.625,39105-C6
Oh-be-joyful,CO,38.875,-107.0,38107-H1
Ojito Peak,CO,37.25,-105.25,37105-C3
Olathe,CO,38.5,-107.875,38107-E8
Olathe NW,CO,28.993303589606203,-107.875,38107-F8
Old Baldy,CO,21.14871072762978,-102.375,40102-C4
Old Roach,CO,40.875,-106.0,40106-H1
Olney Springs,CO,38.125,-103.875,38103-B8
Omar,CO,40.125,-104.125,40104-B2
Ophir,CO,37.75,-107.75,37107-G7
Orchard,CO,40.25,-104.0,40104-C1
Orchard City,CO,38.75,-123.8307983278312,38107-G8
Ordway,CO,38.125,-103.75,38103-B7
Orno Peak,CO,40.0,-107.0,40107-A1
Orphan Butte,CO,37.5,-108.0,37108-E1
Osier,CO,37.0,-106.25,37106-A3
Oswald Ranch,CO,38.5,-102.625,38102-E6
Otis,CO,40.125,-102.875,40102-B8
Otis SE,CO,40.0,-102.75,40102-A7
Ouray,CO,38.0,-107.625,38107-A6
Ovid,CO,40.875,-102.375,40102-H4
Owl Canyon,CO,38.125,-104.875,38104-B8
Owl Ridge,CO,40.5,-106.125,40106-E2
Oyster Lake,CO,39.875,-107.375,39107-H4
Packers Gap,CO,37.625,-103.625,37103-F6
Padroni,CO,40.75,-103.125,40103-G2
Padroni NW,CO,40.875,-103.125,40103-H2
Pagoda,CO,40.25,-107.375,40107-C4
Pagoda Peak,CO,40.125,-107.25,40107-B3
Pagosa Junction,CO,33.87991259031861,-107.125,37107-A2
Pagosa Peak,CO,37.375,-107.0,37107-D1
Pagosa Springs,CO,37.25,-107.0,37107-C1
Pahlone Peak,CO,38.375,-106.25,38106-D3
Painted Canyon,CO,37.25,-103.875,37103-C8
Palisade,CO,39.0,-108.25,39108-A3
Palmer Lake,CO,43.7492100888914,-104.875,39104-A8
Palomino Mountain,CO,37.5,-107.0,37107-E1
Pando,CO,55.1042385344591,-126.99144177607948,39106-D3
Panorama Peak,CO,40.25,-105.375,40105-C4
Paoli,CO,40.5,-80.52556239870732,40102-E4
Paonia,CO,38.75,-107.5,38107-G5
Paonia Reservoir,CO,25.737734188904422,-107.25,38107-H3
Papoose Canyon,UT,31.00773064977958,-109.0,37109-E1
Paradox,CO,38.25,-108.875,38108-C8
Pargin Mountain,CO,37.125,-146.6875096336242,37107-B4
Parker,CO,39.5,-104.75,39104-E7
Parkview Mountain,CO,40.25,-106.125,40106-C2
Parlin,CO,38.5,-106.625,38106-E6
Parshall,CO,40.0,-106.125,40106-A2
Patterson Crossing,CO,37.125,-104.125,37104-B2
Pawnee Buttes,CO,40.75,-103.875,40103-G8
Payne Wash,CO,32.82587288002398,-108.75,38108-H7
Peace Valley,CO,38.625,-103.75,38103-F7
Peace Valley School,CO,40.375,-103.75,40103-D7
Pearl,CO,40.875,-106.5,40106-H5
Pearl Pass,CO,38.875,-125.67271130608977,38106-H7
Peck Mesa,CO,40.5,-108.25,40108-E3
Peconic,CO,39.25,-102.125,39102-C2
Peetz,CO,57.10063091420028,-103.0,40103-H1
Peoria,CO,39.625,-104.0,39104-F1
Peters Nipple,UT,37.125,-127.54082958171418,37109-B1
Peyton,CO,39.0,-104.375,39104-A4
Phantom Canyon,CO,27.753094684439013,-105.0,38105-E1
Philadelphia Creek,CO,39.875,-108.625,39108-H6
Pieplant,CO,38.875,-106.5,38106-H5
Pierce Gulch,CO,38.375,-104.875,38104-D8
Pikes Peak,CO,38.75,-105.0,38105-G1
Pikes Stockade,CO,37.25,-105.75,37105-C7
Pikeview,CO,28.10937424640267,-104.75,38104-H7
Pilot Knob,CO,40.625,-107.0,40107-F1
Pine,CO,39.375,-105.25,39105-D3
Pine Canyon,CO,37.0,-103.625,37103-A6
Pine Cone Knob,CO,37.75,-106.5,37106-G5
Pine Mountain,CO,38.625,-108.75,38108-F7
Pine Ridge,CO,40.5,-107.625,40107-E6
Pinewood Lake,CO,40.25,-105.25,40105-C3
Piney Creek,CO,39.5,-104.625,39104-E6
Piney Peak,CO,39.75,-106.375,39106-G4
Pingree Park,CO,40.5,-105.5,40105-E5
Pinkerton Mesa,CO,58.51990508276043,-108.0,37108-A1
Pinneo,CO,40.125,-103.375,40103-B4
Pinneo SE,CO,40.0,-103.25,40103-A3
Pinon,CO,38.375,-139.21680151125207,38104-D5
Pintada Creek,CO,28.33089741316057,-103.125,37103-B2
Pipe Spring,CO,37.625,-102.875,37102-F8
Pitchpine Mountain,CO,40.625,-106.5,40106-F5
Pitkin,CO,38.5,-106.5,38106-E5
Piute Knoll,UT,37.875,-109.0,37109-H1
Placerville,CO,20.104262738620328,-108.0,38108-A1
Placita,CO,39.125,-107.25,39107-B3
Plains Community,CO,37.625,-102.25,37102-F3
Platner,CO,40.125,-103.0,40103-B1
Platoro,CO,37.25,-59.84590573254796,37106-C5
Platte Canyon,CO,39.375,-105.125,39105-D2
Platteville,CO,40.125,-104.75,40104-B7
Pleasant View,CO,37.5,-108.75,37108-E7
Plug Hat Ranch,CO,37.5,-86.29821046555116,37103-E2
Plug Hat Rock,CO,40.25,-108.875,40108-C8
Plum Canyon,CO,23.17152246002272,-103.5,37103-D5
Point Creek,CO,38.75,-108.125,38108-G2
Point Lookout,CO,37.25,-108.375,37108-C4
Point of Rocks,CO,40.375,-104.25,40104-D3
Poison Draw,CO,38.25,-107.25,38107-C3
Poison Springs,CO,20.741166374368134,-103.875,39103-G8
Pole Creek Mountain,CO,37.75,-107.375,37107-G4
Pole Gulch,CO,40.875,-107.625,40107-H6
Poncha Pass,CO,38.375,-106.0,38106-D1
Ponderosa Park,CO,39.375,-104.625,39104-D6
Pool Table Mountain,CO,37.75,-73.59976643788612,37106-G6
Porter Mountain,CO,39.125,-60.42267406941093,39107-B6
Potty Brown Creek,CO,39.875,-103.875,39103-H8
Poudre Park,CO,40.625,-105.25,40105-F3
Powder Wash,CO,40.875,-86.51350845721592,40108-H3
Powderhorn,CO,38.25,-107.0,38107-C1
Powderhorn Lakes,CO,38.125,-80.2411106892745,38107-B2
Price Creek,CO,47.47175441529725,-108.0,40108-C1
Pritchett,CO,37.25,-102.75,37102-C7
Pritchett NW,CO,37.375,-102.875,37102-D8
Proctor,CO,40.75,-102.875,40102-G8
Prospect Valley,CO,40.0,-130.0435923538709,40104-A4
Prowers,CO,38.0,-102.75,38102-A7
Pryor,CO,37.5,-104.625,37104-E6
Pryor Creek,CO,38.25,-108.0,38108-C1
Pryor SE,CO,37.5,-104.5,37104-E5
Punkin Center,CO,38.75,-103.625,38103-G6
Punkin Center NW,CO,38.875,-103.625,38103-H6
Purcell,CO,40.625,-104.5,40104-F5
Quaker Mesa,CO,20.265209312872337,-107.375,39107-C4
Quaker Mountain,CO,49.39487470449813,-107.125,40107-F2
Rabbit Ears Peak,CO,40.375,-106.5,40106-D5
Radial Mountain,CO,40.25,-70.06736728183508,40106-C1
Radium,CO,39.875,-106.5,39106-H5
Rago,CO,40.0,-103.375,40103-A4
Ralph White Lake,CO,40.5,-107.375,40107-E4
Ralston Buttes,CO,30.930708672614927,-105.25,39105-G3
Ramah North,CO,39.125,-104.125,39104-B2
Ramah South,CO,26.75867401798433,-104.125,39104-A2
Rampart Hills,CO,37.375,-88.5135767522134,37108-D2
Rand,CO,40.375,-106.125,40106-D2
Rangely,CO,40.0,-108.75,40108-A7
Rangely NE,CO,40.125,-108.75,40108-B7
Rat Hole Ridge,UT,39.5,-109.0,39109-E1
Rattlesnake Butte,CO,49.96193189490441,-107.0,40107-C1
Rattlesnake Mesa,CO,40.0,-107.75,40107-A7
Rawah Lakes,CO,40.625,-105.875,40105-F8
Raymer,CO,40.5,-103.75,40103-E7
Raymer NE,CO,40.625,-103.75,40103-F7
Raymer NW,CO,40.625,-70.14101239338179,40103-F8
Raymond,CO,40.125,-105.375,40105-B4
Razor Creek Dome,CO,38.25,-106.625,38106-C6
Razorback Ridge,CO,39.625,-108.5,39108-F5
Reader Lake,CO,37.125,-102.875,37102-B8
Red Canyon,CO,38.375,-108.75,38108-D7
Red Cliff,CO,39.5,-106.25,39106-E3
Red Creek,CO,39.375,-116.80469849197765,39106-D7
Red Elephant Point,CO,39.75,-107.75,39107-G7
Red Feather Lakes,CO,40.75,-147.753472553994,40105-G5
Red Horse Gulch,CO,37.0,-108.25,37108-A3
Red Mountain,CO,37.25,-75.35831754875122,37106-C4
Red Pinnacle,CO,64.01837232876728,-108.125,39108-D2
Red Rock Canyon,CO,38.5,-107.75,38107-E7
Red Top Ranch,CO,37.875,-104.25,37104-H3
Red Wing,CO,23.316940565301906,-105.25,37105-F3
Redcloud Peak,CO,37.875,-107.375,37107-H4
Redmesa,CO,37.0,-108.125,37108-A2
Redstone,CO,39.125,-107.125,39107-B2
Redvale,CO,38.125,-108.375,38108-B4
Reiradon Hill,CO,40.5,-103.0,40103-E1
Reno Reservoir,CO,40.75,-104.375,40104-G4
Reservoir Draw,CO,40.875,-108.125,40108-H2
Rice Mountain,CO,54.25151101184095,-105.25,38105-E3
Rico,CO,37.625,-108.0,37108-F1
Ridgway,CO,38.125,-107.75,38107-B7
Rifle,CO,39.5,-146.62735772251696,39107-E7
Rifle Falls,CO,39.625,-107.625,39107-F6
Riley Canyon,CO,37.625,-103.5,37103-F5
Rio Blanco,CO,39.625,-51.59866602666314,39107-F8
Rio Grande Pyramid,CO,29.7764212774459,-49.5790205964928,37107-F4
Ripple Creek,CO,40.0,-107.25,40107-A3
Rito Alto Peak,CO,38.0,-105.625,38105-A6
Ritter Arroyo,CO,62.73757012980359,-104.875,37104-E8
River Bend,CO,60.88523494273706,-103.75,39103-C7
Robb,CO,27.923457806018607,-102.25,40102-A3
Robbers Roost Canyon,CO,37.375,-103.25,37103-D3
Roc Creek,CO,38.375,-108.875,38108-D8
Rock Basin,CO,38.75,-103.25,38103-G3
Rock Canyon,CO,37.625,-103.25,37103-F3
Rock Creek Park,CO,38.125,-106.875,38106-B8
Rock Crossing,CO,37.375,-103.875,37103-D8
Rock School,CO,29.17987122178996,-50.99440875529367,39108-G3
Rock Spring Gulch,CO,40.5,-64.10092837235878,40107-E3
Rockland,CO,40.5,-102.625,40102-E6
Rockvale,CO,38.25,-167.89148560905863,38105-C2
Rocky Ford,CO,38.0,-168.7133276920164,38103-A6
Rocky Peak,CO,40.5,-106.75,40106-E7
Roggen,CO,40.125,-104.25,40104-B3
Roper School,CO,39.75,-58.378661541115,39104-G3
Rose Ranch,CO,38.25,-102.875,38102-C8
Rosita,CO,38.0,-105.25,38105-A3
Roubideau,CO,38.625,-108.125,38108-F2
Rough Gulch,CO,60.81312219924108,-108.375,40108-B4
Round Bottom,CO,40.375,-107.625,40107-D6
Round Butte,CO,40.875,-105.0,40105-H1
Round Mountain,CO,39.125,-108.375,39108-B4
Round Top,CO,40.125,-103.625,40103-B6
Royal Gorge,CO,38.375,-105.25,38105-D3
Ruby Canyon,CO,39.125,-108.875,39108-B8
Ruby Lee Reservoir,CO,39.25,-92.11925331176008,39108-C6
Rudolph Hill,CO,38.125,-107.0,38107-B1
Ruedi,CO,39.25,-106.75,39106-C7
Ruin Canyon,CO,26.51272804249505,-121.52924492085234,37108-E8
Ruin Point,UT,37.375,-154.98046389396808,37109-D1
Rules Hill,CO,54.63132075949804,-107.625,37107-C6
Rulison,CO,39.375,-107.875,39107-D8
Rush,CO,38.75,-104.0,38104-G1
Rush NW,CO,38.875,-104.125,38104-H2
Russell,CO,63.89204491631197,-105.25,37105-E3
Russellville Gulch,CO,39.25,-104.625,39104-C6
Rustic,CO,40.625,-133.6914061571432,40105-F5
Rye,CO,56.95343085644039,-104.875,37104-H8
Montbello,CO,39.75,-142.9800424934191,39104-G7
Saddle Mountain,CO,60.64490874577295,-106.875,37106-D8
Sagebrush Hill,CO,39.875,-108.5,39108-H5
Saguache,CO,27.90499973881301,-106.125,38106-A2
Saguache Park,CO,38.0,-106.625,38106-A6
Saint Charles Peak,CO,38.0,-105.0,38105-A1
Saint Elmo,CO,38.625,-106.25,38106-F3
Saint Petersburg,CO,40.5,-102.75,40102-E7
Salida East,CO,38.5,-105.875,38105-E8
Salida West,CO,38.5,-106.0,38106-E1
Sams,CO,38.0,-107.875,38107-A8
San Acacio,CO,37.125,-105.5,37105-B5
San Isabel,CO,37.875,-105.0,37105-H1
San Luis,CO,37.125,-105.375,37105-B4
San Luis Peak,CO,37.875,-116.99175240490868,37106-H8
Sanborn Park,CO,38.125,-108.125,38108-B2
Sanborn Reservoir,CO,38.625,-138.72064057969152,38103-F8
Sanchez Reservoir,CO,37.0,-105.375,37105-A4
Sand Camp,CO,37.75,-105.625,37105-G6
Sand Creek Pass,CO,40.875,-105.75,40105-H7
Sand Point,CO,40.125,-107.0,40107-B1
Sanders Ranch,CO,38.875,-103.0,38103-H1
Sanford Hills,CO,37.75,-104.125,37104-G2
Santa Clara,CO,37.375,-104.75,37104-D7
Sapinero,CO,38.375,-107.25,38107-D3
Sargents,CO,58.01658145105085,-106.375,38106-D4
Sargents Mesa,CO,38.25,-87.69144132670601,38106-C4
Sawmill Mountain,CO,40.0,-107.625,40107-A6
Sawtooth Mountain,CO,38.25,-106.75,38106-C7
Schafer Reservoir,CO,38.875,-103.125,38103-H2
Schramm,CO,40.0,-102.5,40102-A5
Scott Draw,CO,38.5,-103.375,38103-E4
Secret Canyon,CO,37.75,-108.75,37108-G7
Sedalia,CO,39.375,-104.875,39104-D8
Sedgwick,CO,40.875,-130.81097344343138,40102-H5
Segar Mountain,CO,39.875,-108.0,39108-H1
Seibert,CO,57.26866093176332,-102.75,39102-C7
Seibert NE,CO,39.375,-102.75,39102-D7
Seibert NW,CO,39.375,-102.875,39102-D8
Sentinel Peak SE,CO,37.0,-108.75,37108-A7
Sentinel Peak SW,CO,37.0,-108.875,37108-A8
Serviceberry Mountain,CO,31.23814162214893,-106.875,37106-B8
Settlement,CO,39.375,-102.375,39102-D4
Seven Lakes Reservoir,CO,37.375,-104.25,37104-D3
Sevenmile Draw,CO,40.625,-108.25,40108-F3
Sevenmile Plaza,CO,37.625,-152.86211046310322,37106-F2
Sevenmile Ranch,CO,39.125,-103.25,39103-B3
Severance,CO,40.5,-104.75,40104-E7
Shadow Mountain,CO,40.125,-105.75,40105-B7
Shamrock,CO,39.875,-103.75,39103-H7
Shamrock SE,CO,39.75,-103.75,39103-G7
Sharp Lake,CO,38.5,-103.625,38103-E6
Shaw,CO,39.5,-103.25,39103-E3
Shawnee,CO,27.779116877087205,-105.5,39105-D5
Sheds Camp,CO,37.875,-105.75,37105-H7
Sheep Canyon,CO,37.625,-103.75,37103-F7
Sheep Mountain,CO,27.65907069257808,-107.375,38107-B4
Sheephead Basin,CO,53.41110142427867,-108.5,40108-F5
Sheepherder Springs,CO,40.75,-108.375,40108-G4
Sheephorn Mountain,CO,39.875,-106.375,39106-H4
Sheridan Lake,CO,50.151174036256506,-102.25,38102-D3
Sheridan Lake SE,CO,38.25,-49.311115746624175,38102-C3
Sheridan Lake SW,CO,38.25,-102.375,38102-C4
Shield Mountain,CO,40.875,-94.61721726470446,40107-H1
Shipman Mountain,CO,40.75,-106.0,40106-G1
Shoshone,CO,20.63811038875449,-107.125,39107-E2
Sieber Canyon,CO,39.0,-108.875,39108-A8
Signal Butte,CO,39.0,-105.125,39105-A2
Signal Peak,CO,44.84210080432423,-106.75,38106-E7
Silt,CO,39.5,-107.625,39107-E6
Silverton,CO,47.64044598362311,-155.664040368795,37107-G6
Simla,CO,49.97458475232025,-104.0,39104-B1
Skull Creek,CO,40.25,-108.625,40108-C6
Sky Valley Ranch,CO,37.0,-105.625,37105-A6
Sleepy Cat Peak,CO,26.45272081350555,-107.5,40107-B5
Slide Creek,CO,40.125,-107.375,40107-B4
Slide Mountain,CO,40.625,-107.25,40107-F3
Slumgullion Pass,CO,37.875,-107.125,37107-H2
Smizer Gulch,CO,40.125,-108.25,40108-B3
Snake John Reef,UT,40.25,-109.0,40109-C1
Snipe Mountain,CO,38.5,-108.5,38108-E5
Snowden Lake,CO,37.75,-104.0,37104-G1
Snowdon Peak,CO,17.426627471436248,-60.30244666450861,37107-F6
Snowmass Mountain,CO,39.0,-107.0,39107-A1
Snyder Flats,CO,38.75,-87.59524588014838,38108-G6
Snyder Lake,CO,40.0,-102.875,40102-A8
Somerset,CO,38.875,-107.375,38107-H4
Sorrento,CO,38.75,-58.35493991156622,38102-G8
South Bald Mountain,CO,40.75,-79.23111496850608,40105-G6
South Fork East,CO,37.625,-106.5,37106-F5
South Fork West,CO,37.625,-106.625,37106-F6
South Mamm Peak,CO,39.25,-130.34361171971196,39107-C7
South Mountain,CO,37.75,-108.375,37108-G4
South Peak,CO,39.0,-106.125,39106-A2
South Rattlesnake Butte,CO,37.625,-104.375,37104-F4
South River Peak,CO,37.5,-106.875,37106-E8
South Roggen,CO,40.0,-104.25,40104-A3
Southeast Pueblo,CO,38.125,-104.5,38104-B5
Southwest Pueblo,CO,38.125,-104.625,38104-B6
Spanish Peaks,CO,52.63444983848521,-104.875,37104-D8
Spar City,CO,37.625,-106.875,37106-F8
Sparks,CO,40.875,-122.10429841692874,40108-H7
Spectacle Lake,CO,37.125,-106.375,37106-B4
Spicer Peak,CO,40.375,-141.27716236254963,40106-D4
Spinney Mountain,CO,38.875,-105.5,38105-H5
Spring Canyon,CO,39.625,-102.375,39102-F4
Spring Hill Creek,CO,38.25,-106.875,38106-C8
Springfield East,CO,37.375,-102.5,37102-D5
Springfield SW,CO,37.25,-102.625,37102-C6
Springfield West,CO,37.375,-102.625,37102-D6
Spruce Mountain,CO,39.125,-107.5,39107-B5
Square S Ranch,CO,63.70348584709361,-108.25,39108-H3
Squaw Creek,CO,39.75,-106.125,39106-G2
Squaw Pass,CO,39.625,-105.375,39105-F4
Squirrel Creek,CO,38.625,-107.0,38107-F1
Stacy Lakes Draw,CO,38.625,-84.71406789247834,38103-F2
Stage Canyon,CO,37.5,-103.75,37103-E7
Stanley Gulch,CO,38.75,-103.5,38103-G5
Starkville,CO,37.0,-69.63600902224141,37104-A5
Starvation Point,CO,27.30315428788644,-108.375,38108-D4
State Bridge,CO,39.75,-106.625,39106-G6
Steamboat Mesa,UT,38.75,-109.0,38109-G1
Steamboat Springs,CO,47.5353133922719,-106.75,40106-D7
Steele Hollow,CO,62.88474007788305,-104.625,38104-D6
Sterling North,CO,40.625,-103.125,40103-F2
Sterling South,CO,40.5,-54.38553439849622,40103-E2
Stewart Peak,CO,26.16255705333093,-153.90753438845425,38106-A8
Stone City,CO,57.13330403072172,-104.75,38104-D7
Stoneham,CO,28.95982567034979,-103.625,40103-E6
Stoneham NE,CO,40.625,-103.5,40103-F5
Stoneham NW,CO,40.625,-103.625,40103-F6
Stoneham SE,CO,64.11416186942448,-103.5,40103-E5
Stoner,CO,37.5,-108.25,37108-E3
Stonewall,CO,37.125,-105.0,37105-B1
Stonington,CO,37.25,-102.125,37102-C2
Stony Ridge,CO,39.25,-133.7463168225679,39107-C3
Storm King Mountain,CO,39.5,-107.375,39107-E4
Storm King Peak,CO,37.625,-107.5,37107-F5
Strasburg,CO,39.625,-104.25,39104-F3
Strasburg NW,CO,39.625,-104.375,39104-F4
Strasburg SE,CO,39.5,-104.25,39104-E3
Strasburg SW,CO,39.5,-104.375,39104-E4
Stratton,CO,20.910729768676838,-102.5,39102-C5
South of Seibert,CO,39.125,-122.48706451676472,39102-B7
South of Flagler Reservoir,CO,39.125,-145.3965462212445,39102-B8
North of Big Spring,CO,39.0,-102.75,39102-A7
Big Spring Creek,CO,39.0,-102.875,39102-A8
Stratton NW,CO,39.375,-102.625,39102-D6
Strawberry Lake,CO,40.0,-158.65910389490924,40105-A7
Stuart,CO,38.375,-102.125,38102-D2
Stuntz Reservoir,CO,40.375,-109.0,40109-D1
Sugar City,CO,38.125,-147.12345680463687,38103-B6
Sugarloaf Butte,CO,40.875,-108.625,40108-H6
Sugarloaf Mountain,CO,39.75,-107.0,39107-G1
Suicide Mountain,CO,39.5,-106.875,39106-E8
Sulphur Mountain,CO,39.0,-105.625,39105-A6
Summit Peak,CO,37.25,-106.625,37106-C6
Summit Point,UT,38.0,-109.0,38109-A1
Summitville,CO,37.375,-106.5,37106-D5
Sun Valley Ranch,CO,37.625,-104.125,37104-F2
Sunbeam,CO,40.5,-108.125,40108-E2
Sunken Lake,CO,40.375,-83.89338112339414,40104-D1
Sunnydale,CO,39.875,-104.375,39104-H4
Swallow Canyon,UT,40.75,-109.0,40109-G1
Swallows,CO,38.25,-104.75,38104-C7
Swede Corners,CO,37.875,-106.125,37106-H2
Swede Lake,CO,38.25,-102.75,38102-C7
Sweetwater Lake,CO,39.75,-107.125,39107-G2
Sylvan Reservoir,CO,18.751288119089597,-106.0,39106-H1
T Draw,CO,31.84103464934816,-103.625,39103-D6
Table Mesa,CO,37.375,-103.0,37103-D1
Table Mountain,CO,40.875,-105.125,40105-H2
Tamarack Ranch,CO,40.75,-88.3677931403617,40102-G6
Tampa,CO,40.125,-104.375,40104-B4
Tanks Peak,CO,40.375,-108.75,40108-D7
