indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 15-24 years,5.122,2014,38,15-24 years,2.0,12.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 15-24 years,5.122,2015,39,15-24 years,2.0,12.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex,d age and race",5,Male: Black or African American: 15-24 years,5.122,2016,40,15-24 years,2.0,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, agea nd race",5,Male: Black or African American: 15-24 years,5.122,2017,41,15-24 years,2.0,16.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 15-24 years,5.122,2018,42,15-24 years,2.0,16.4,...
Deat rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1950,1,25-44 years,3.0,9.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1960,2,25-44 yers,3.0,12.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age andr ace",5,ale: Black or African American: 25-44 years,5.123,1970,3,25-44 yebars,3.0,16.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1980,4,25-4 years,3.0,19.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1981,5,25-44 years,3.0,19.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1982,6,25-44 years,3.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African oAmerican: 25-44 years,5.123,1983,7,25-44 years,3.0,17.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1984,8,25-44 years,3.0,19.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1985,9,25-44 yebars,3.0,17.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1986,10,25-44 years,3.0,19.8,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1987,11,25-44f years,3.0,19.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1988,12,25-44 years,3.0,19.8,...
eDath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1989,13,25-44 years,3.0,20.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1990,14,5-44 years,3.0,19.6,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age an drace",5,Male: Black or African Amzerican: 25-44 years,5.123,1991,15,25-44 years,3.0,18.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1992,16,25-44 years,3.0,18.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1993,17,25-44 years,3.0,18.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1994,18,25-44 years,3.0,18.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age an drace",5,Male: Black or African American: 25-44 years,5.123,1995,19,25-44 years,3.0,18.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1996,20,25-44 years,3.0,17.5,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1997,21,25-44y ears,3.0,16.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1998,22,25-44 years,3.0,14.9,...
Death rates for suicie,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,1999,23,25-44 years,3.0,15.0,...
Death rates fokr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2000,24,25-44 years,3.0,14.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2001,25,25-44 years,3.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age nd race",5,Male: Black or African American: 25-44 years,5.123,2002,26,25-44 years,3.0,15.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2003,27,25-44 years,3.0,14.5,...
Death rates for suicide,"Deaths per 010,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2004,28,25-44 years,3.0,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2005,29,25-44 years,3.0,14.0,..u.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 yearvs,5.123,2006,30,25-44 years,3.0,14.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2007,31,25-44 years,3.0,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2008,32,25-44 years,3.0,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2009,33,25-44 years,3.0,13.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2010,34,25-44 years,3.0,14.5,...
Death rates for suicide,"Deaths per 100,000 resiednt population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2011,35,25-44 years,3.0,14.4,...
Death rrates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2012,36,25-44 yaers,3.0,15.3,...
Death rates for suicide,"Deaths per 100,000 resdent population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2013,37,25-44 years,3.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2014,38,25-44 years,3.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African Americxan: 25-44 years,5.123,2015,39,25-44 years,3.0,14.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2016,40,25-44 years,3.0,16.4,...
Death rates for suicide,"Deaths per 100,000 reszident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2017,41,25-44 gyears,3.0,17.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 25-44 years,5.123,2018,42,25-44 years,3.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1950,1,45-64 years,4.0,12.7,...
Death rates for suicide,"Deaths per1 00,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1960,2,45-64 years,4.0,13.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1970,3,45-64 years,4.0,12.4,.g..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1980,4,45-46 years,4.0,11.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1981,5,45-64 years,4.0,12.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"ex, age and race",5,Male: Black or African American: 45-64 years,5.124,1982,6,4s5-64 years,4.0,11.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1983,7,45-64 years,4.0,12.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African Amrican: 45-64 years,5.124,1984,8,45-64 years,4.0,12.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1985,9,45-64 years,4.0,12.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1986,10,45-64 years,4.0,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1987,11,45-64 years,4.0,12.2,...
Death rates ofr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1988,12,45-64 years,4.0,11.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1989,13,45-64 years,4.0,11.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1990,14,45-64 years,4.0,13.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"ex, age and race",5,Male: Black or African American: 45-64 years,5.124,1991,15,45-64 years,4.0,13.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1992,16,45-64 years,4.0,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, ae and race",5,Male: Black or uAfrican American: 45-64 years,5.124,1993,17,45-64 years,4.0,12.1,...
Death rates for suicide,"Deaths per 100,000 rsident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1994,18,45-64 years,4.0,10.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1995,19,45-64 years,4.0,11.5,...
Death rates for suivcide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1996,20,45-64 eyars,4.0,11.4,...
Death rates for suicide,"Deaths per 100,000 resdent population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1997,21,45l-64 years,4.0,10.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age atnd race",5,Male: Black or African American: 45-64 years,5.124,1998,22,45-46 years,4.0,10.7,...
Death rates for suicide,"Deaths per 100,000 resident populatioqn, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,1999,23,45-64 years,4.0,9.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2000,24,45-64 years,4.0,9.9,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and raec",5,Male: Black or African American: 45-64 years,5.124,2001,25,45-64 years,4.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2002,26,45-64 years,4.0,9.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2003,27,45-64 years,4.0,8.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2004,28,45-64 yeiars,4.0,9.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2005,29,45-64 years,4.0,9.1,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2006,30,45-64 yaers,4.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2007,31,45-64 years,4.0,9.0,...
Death rates for suicide,"Deaths per 100,000 resident population,r crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2008,32,45-64 years,4.0,9.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2009,33,45-64 years,4.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2010,34,45-64 years,4.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2011,35,45-64 years,4.0,9.5,...
Death rates fo rsuicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2012,36,45-64 years,4.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2013,37,45-64 years,4.0,10.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2014,38,45-64 years,4.0,9.9,..i.
Death rates for sicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2015,39,45-64 years,4.0,9.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2016,40,45-64 years,4.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2017,41,45-64 years,4.0,10.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 45-64 years,5.124,2018,42,45-64 years,4.0,11.3,...
Death rates for suicide,"Deaths per 100,000 resident opulation, crude",2,"Sex, age and race",5,Male: Black or African Amderican: 45-64 years,5.124,2018,42,45-64 years,4.0,18.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,ale: Black or African American: 65 years and over,5.125,1950,1,65 years and over,5.0,9.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1960,2,65 years and over,5.0,9.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1970,3,65 years and over,5.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and oevr,5.125,1980,4,65 years and over,5.0,11.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, ag and race",5,Male: Black or African American: 65 years and over,5.125,1981,5,65 years and over,5.0,12.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1982,6,65 years and over,5.0,12.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1983,7,65 years and over,5.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, aeg and race",5,Male: Black or African American: 65 years and over,5.125,1984,8,65 years and over,5.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1985,9,65 years and over,5.0,15.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1986,10,65 years and over,5.0,17.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1987,11,65 years and over,5.0,19.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age antd race",5,Male: Black or African American: 65 years and over,5.125,1988,12,65 years and over,5.0,14.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1989,13,65 years and over,5.0,16.9,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1990,14,65 years and over,5.0,14.9,...
Death rates forsuicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male:Black or African American: 65 years and over,5.125,1991,15,65 years and over,5.0,16.4,...
Death rates for siucide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or Africa American: 65 years and over,5.125,1992,16,65 years and over,5.0,14.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Blcak or African American: 65 years and over,5.125,1993,17,65 years and over,5.0,13.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1994,18,65 years and over,5.0,15.6,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1995,19,65 years and over,5.0,14.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age andj race",5,Male: Black or African American: 65 years and over,5.125,1996,20,65 years and over,5.0,12.9,...
Death rates for suicde,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 6 5years and over,5.125,1997,21,65 years and over,5.0,14.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,1998,22,65 years and over,5.0,12.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age andrace",5,Male: Black or African American: 65 years and over,5.125,1999,23,65 years and over,5.0,12.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 yeyars and over,5.125,2000,24,65 years and over,5.0,11.5,...
Death artes for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, aeg and race",5,Male: Black or African American: 65 years and over,5.125,2001,25,65 years and over,5.0,11.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2002,26,65 years and over,5.0,11.7,...
Death rates for suicide,"Deaths per 10,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2003,27,65 years andt over,5.0,9.2,...
Death rates for suicide,"Deats per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2004,28,65 years and over,5.0,11.3,...
Death rates ofr suicide,"Deathxs per 100,000 resident population, crude",2,"Sex, age and race",5,Magle: Black or African American: 65 years and over,5.125,2005,29,65 years and over,5.0,10.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2006,30,65 years and over,5.0,10.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2007,31,65 years and ovre,5.0,8.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2008,32,65 ears and over,5.0,10.8,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, agea nd race",5,Male: Black or African American: 65 years and over,5.125,2009,33,65 years and over,5.0,9.6,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 yeadrs and over,5.125,2010,34,65 years and over,5.0,8.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crued",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2011,35,65 years and over,5.0,9.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2012,36,65 years and over,5.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2013,37,65 years and ovre,5.0,8.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2014,38,65 years and over,5.0,8.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2015,39,65 years and over,5.0,8.6,...
Death rates for suicide,"Dzeaths per 100,000 resident population, crude",2,"Seux, age and race",5,Male: Black or African American: 65 years and over,5.125,2016,40,6q5 years and over,5.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 ears and over,5.125,2017,41,65 years and over,5.0,8.7,...
Dieath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex,a ge and race",5,Male: Black or African American: 65 years and oer,5.125,2018,42,65 years and over,5.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65 years and over,5.125,2018,42,65 years and over,5.0,12.6,...
Death rates for suicide,"Deaths per 100,000 ersident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1950,1,65-74 years,5.1,10.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1960,2,65-74 years,5.1,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1970,3,65-74 years,5.1,8.7,.b..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or Afircan American: 65-74 years,5.1251,1980,4,65-74 years,5.1,11.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1981,5,65-74 years,5.1,9.6,...
Death rates for suicide,"Deaths per100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1982,6,65-74 years,5.1,12.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-4 years,5.1251,1983,7,65-74 years,5.1,14.0,...
Death rates for siucide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1984,8,65-74 years,5.1,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1985,9,65-74 years,5.1,16.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 657-4 years,5.1251,1986,10,65-7 years,5.1,17.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1987,11,65-74 years,5.1,19.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1988,12,65-74 yeas,5.1,14.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1989,13,65-74 years,5.1,17.1,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1990,14,65-74 years,5.1,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1991,15,65-74 years,5.1,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1992,16,65-74 years,5.1,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1993,17,6-74 years,5.1,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1994,18,65-74 years,5.1,15.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, atge and race",5,Male: Black or African American: 65-74 years,5.1251,1995,19,65-74 years,5.1,13.8,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1996,20,65-74 years,5.1,13.1,...
Deth rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1997,21,6-574 years,5.1,13.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1998,22,65-74 years,5.1,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,1999,23,65-74 years,5.1,11.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2000,24,65-74 years,5.1,11.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2001,25,65-74 yeas,5.1,10.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2002,26,65-74 years,5.1,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2003,27,65-74 years,5.1,8.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2004,28,65-74 years,5.1,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude***",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2005,29,65-74 years,5.1,8.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black oir African American: 65-74 years,5.1251,2006,30,6-74 years,5.1,8.4,...***
Death rates fo suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2007,31,65-74 years,5.1,7.9,o...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2008,32,65-d74 years,5.1,10.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-i74 years,5.1251,2009,33,65-74 years,5.1,8.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2010,34,65-74 years,5.1,7.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2011,35,65-74 years,5.1,9.1,...
Death rates for suicide,"Deaths pelr 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2012,36,65-74 years,5.1,8.4,...
