OBJECTID_1,OBJECTID,Perimeter,Area,ACRES,DELINSQMI,TINWSYS_IS,PWS_ID,PWS_Name,PWS_label,TINWSYS_D_,TINWSF_IS,TINWSF_NAM,TINWSF_WAT,Src_label,DWS_ID,OREGON_DWP,CITY,CNTY_NAME,EPA_METHOD,OR_METHOD,Comments,FIPS_CNTY,OR_CNTY_NU,TINWSYS_ST,UTM_ZONE,SDWIS_link,UpStrm_Cd,UpStrmPWSs,DwnStrm_Cd,Assessment,SUBBASIN,SUBBASIN_N,HUC12_NHD,HUC12_WBD,WRD_basin,DATE_DEL,INITIALS_D,DATE_DIG,INITIALS_1,DATE_PROC,INITIALS_P,METHOD,Comment,HUC4_edit,Separate,SQMI,Shape__Area,Shape__Length
85,88,57396.0075927,146665650.978,3366.99351796,5.2609273725,4412,4100260,"DRAIN, CITY OF",City of Drain,C,11693,BEAR CREEK (WHIPPLE RESERVOIR), ,"Bear Creek; Whipple Reservoir",100397,154,DRAIN,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00260,102,NO,187,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100260,17100303,Umpqua, , , ,2000/04/10 00:00:00+00,AECZ,2000/04/10 00:00:00+00,AECZ,2000/04/10 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,5.2609273725,26016136.671875,24172.3931529825
86,89,51189.1951565,140570803.921,3227.07452263,5.04230394227,3884,4100225,"CORVALLIS, CITY OF",City of Corvallis,C,18744,SOUTH FORK ROCK CREEK, ,South Fork Rock Creek,500023,122,CORVALLIS,BENTON, , , ,3,2,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00225,103,NO,203,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100225,17090003,Upper Willamette, , , ,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,2001/10/03 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,5.04230394227,25691824.1171875,21884.734436508
87,90,57111.2165371,140237767.005,3219.42901648,5.0303578389,3878,4100100,BEND WATER DEPARTMENT,Bend Water Department,C,11785,BRIDGE CREEK, ,Bridge Creek,100150,141,BEND,DESCHUTES, , , ,17,9,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00100,104,NO,193,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100100,17070301,Upper Deschutes, , , ,2000/10/17 00:00:00+00,AECZ,2000/10/17 00:00:00+00,AECZ,2000/10/17 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,5.0303578389,25219379.6484375,24206.3557743525
88,91,59803.6160949,135181033.448,3103.34192318,4.8489717556,3917,4100893,"TILLAMOOK WATER DEPT, CITY OF",City of Tillamook Water Department,C,11674,KILLAM CREEK, ,Killam Creek,101371,54,TILLAMOOK,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00893,105,NO,211,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100893,17100203,Wilson-Trask-Nestucca, , , ,2000/05/15 00:00:00+00,KTS,2000/05/15 00:00:00+00,KTS,2000/05/15 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,4.8489717556,25471845.140625,25945.60327922
89,92,52301.7564495,134805868.543,3094.72928761,4.83551451251,3903,4100717,ROBERTS CREEK WATER DISTRICT,Roberts Creek Water District,C,11729,SOUTH UMPQUA RIVER, ,South Umpqua River,101124,175,ROSEBURG,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00717,106,YES,158,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100717,17100302,South Umpqua, , , ,2000/05/01 00:00:00+00,AECZ,2000/05/01 00:00:00+00,AECZ,2000/05/01 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,4.83551451251,23517180.5,21840.146583379
90,93,58830.5547731,133894821.168,3073.8144341,4.8028350539,3917,4100893,"TILLAMOOK WATER DEPT, CITY OF",City of Tillamook Water Department,C,11675,FAWCETT CREEK, ,Fawcett Creek,101372,56,TILLAMOOK,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00893,107,NO,212,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100893,17100203,Wilson-Trask-Nestucca, , , ,2000/05/15 00:00:00+00,KTS,2000/05/15 00:00:00+00,KTS,2000/05/15 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,4.8028350539,25212089.453125,25517.8119381618
91,94,57527.3112024,129137340.759,2964.59727524,4.63218324317,3916,4100869,THE DALLES.CITY OF,City of The Dalles,C,869UA,DOG RIVER, ,Dog River,500030,60,THE DALLES,HOOD RIVER, , , ,27,14,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00869,108,NO,69,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100869,17070105,Middle Columbia-Hood, , , ,2000/10/24 00:00:00+00,AECZ,2000/10/24 00:00:00+00,AECZ,2000/10/24 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,4.63218324317,24315108.421875,24982.634232239
92,95,54209.9696639,127875008.758,2935.61800411,4.58690313202,3914,4100847,"SUTHERLIN, CITY OF",City of Sutherlin,C,11771,COOPER CREEK, ,Cooper Creek Reservoir,101317,163,SUTHERLIN,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00847,109,NO,119,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100847,17100301,North Umpqua, , , ,1999/06/01 00:00:00+00,AECZ,1999/06/01 00:00:00+00,AECZ,2000/04/13 00:00:00+00,AECZ,DRG_AI,Corrected (sda 10MAR2007),N/A,JoinToRight,4.58690313202,22490518.5625,22732.4434326896
93,96,52481.4444177,127055531.975,2916.80533054,4.55750832956,4691,4100968,"YAMHILL, CITY OF",City of Yamhill,C,11751,TURNER CREEK/STORAGE RESERVOIR, ,Turner Creek/Storage Reservoir,101494,52,YAMHILL,YAMHILL, , ,TINWSF updated 26JUL2018 from 11751,71,36,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00968,110,NO,219,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100968,17090008,Yamhill, , , ,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,4.55750832956,23962065.171875,22786.693723129
94,97,66232.7956331,121747310.499,2794.94484596,4.36710132238,4000,4100926,"WALDPORT, CITY OF",City of Waldport,C,11477,ECKMAN CREEK, ,Eckman Creek,101429,126,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00926,111,YES,3,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100926,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI,"New delineation; (sda)",N/A,JoinToRight,4.36710132238,22150485.7734375,28256.7214147225
95,98,52144.9853471,120804158.434,2773.29296721,4.33327026183,3947,4100254,"DEPOE BAY, CITY OF",City of Depoe Bay,C,11677,SOUTH DEPOE BAY CREEK, ,South Depoe Bay Creek,100389,89,DEPOE BAY,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00254,112,NO,138,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100254,17100204,Siletz-Yaquina, , , ,2000/03/31 00:00:00+00,KTS,2000/03/31 00:00:00+00,KTS,2001/09/18 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,4.33327026183,22300521.25,22404.5370506501
96,99,50771.1533817,115593979.065,2653.68322871,4.1463800454,3997,4100899,TOLEDO WATER UTILITIES,Toledo Water Utilities,C,11856,MILL CREEK (OCT-MAY), ,Mill Creek,101380,118,TOLEDO,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00899,113,NO,148,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100899,17100204,Siletz-Yaquina, , , ,2000/03/28 00:00:00+00,KTS,2000/03/28 00:00:00+00,KTS,2000/03/28 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,4.1463800454,21165407.578125,21726.9745363124
97,100,54455.585896,111969562.711,2570.47774543,4.01637147775,3951,4100297,FALLS CITY WATER DEPARTMENT,City of Falls City,C,11861,TEAL CREEK, ,Teal Creek,100457,86,FALLS CITY,POLK, , , ,53,27,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00297,114,NO,196,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100297,17090003,Upper Willamette, , , ,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,4.01637147775,20691757.15625,23405.7833797649
98,101,47689.5034102,111382280.999,2556.99555852,3.99530556071,3881,4100205,COOS BAY-NORTH BEND WATER BD.,Coos Bay North Bend Water Board,C,11839,PONY CREEK, ,Pony Creek/Merritt Lake,100309,161,COOS BAY,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00205,115,NO,27,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100205,17100304,Coos, , , ,2000/04/04 00:00:00+00,AECZ,2000/04/04 00:00:00+00,AECZ,2000/04/04 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,3.99530556071,19588203.1484375,20004.6521886837
99,102,49441.030603,110394479.437,2534.31866428,3.95987291346,3918,4100932,"WARRENTON, CITY OF",City of Warrenton,C,11743,BIG SOUTH FORK-LEWIS/CLARK RIV, ,Big South Fork - Lewis & Clark River,101437,19,WARRENTON,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00932,116,NO,48,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100932,17080006,Lower Columbia, , , ,2000/08/10 00:00:00+00,AECZ,2000/08/10 00:00:00+00,AECZ,2000/08/10 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,3.95987291346,21215822.4609375,21669.2074898667
100,103,50416.1628715,93838161.8973,2154.23639236,3.3659943635,3884,4100225,"CORVALLIS, CITY OF",City of Corvallis,C,11792,NORTH FORK ROCK CREEK, ,North Fork Rock Creek,100328,121,CORVALLIS,BENTON, , , ,3,2,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00225,117,NO,202,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100225,17090003,Upper Willamette, , , ,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,2001/10/03 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,3.3659943635,17162451.3828125,21556.707367544
101,104,47644.9215262,92938124.2257,2133.57428786,3.33370982522,3943,4100202,COLTON WATER DISTRICT,Colton Water District,C,11835,JACKSON CREEK, ,Jackson Creek,100302,73,COLTON,CLACKAMAS, , , ,5,3,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00202,118,NO,87,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100202,17090009,Molalla-Pudding, , , ,2000/03/07 00:00:00+00,KTS,2000/03/07 00:00:00+00,KTS,2000/03/07 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,3.33370982522,17362815.171875,20592.7919583618
102,105,41523.6870728,92776760.6312,2129.86987464,3.32792167956,3887,4100305,"FOREST GROVE, CITY OF",City of Forest Grove,C,11896,ROARING CREEK, ,Roaring Creek,106678,40,FOREST GROVE,WASHINGTON, , , ,67,34,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00305,119,NO,178,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100305,17090010,Tualatin, , , ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,3.32792167956,17575733.0390625,18074.2785293371
103,106,38757.2342251,91333971.5695,2096.74786287,3.27616853615,3960,4100359,CORBETT WATER DISTRICT,Corbett Water District,C,11703,NORTH FORK GORDON CREEK, ,North Fork Gordon Creek,100530,46,CORBETT,MULTNOMAH, , , ,51,26,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00359,120,NO,59,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100359,17080001,Lower Columbia-Sandy, , , ,2000/03/02 00:00:00+00,AECZ,2000/03/02 00:00:00+00,AECZ,2000/03/02 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,3.27616853615,17282109.203125,16855.0811132871
104,107,39385.110946,90353460.6257,2074.23833886,3.24099740489,4689,4100171,"CARLTON, CITY OF",City of Carlton,C,11689,PANTHER CREEK, ,Panther Creek,100266,66,CARLTON,YAMHILL, , , ,71,36,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00171,121,NO,220,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100171,17090008,Yamhill, , , ,1999/09/07 00:00:00+00,CJB,1999/09/07 00:00:00+00,CJB,1999/11/03 00:00:00+00,AECZ,DRG_AV, ,done,JoinToRight,3.24099740489,16966237.890625,17065.2731448518
105,108,42858.8092434,88781490.6161,2038.15072872,3.18461051404,4298,4100566,"NEWPORT, CITY OF",City of Newport,C,11718,BIG CREEK, ,Big Creek,100860,113,NEWPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00566,122,NO,146,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100566,17100204,Siletz-Yaquina, , , ,2000/03/24 00:00:00+00,KTS,2000/03/24 00:00:00+00,KTS,2000/03/24 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,3.18461051404,16314192.046875,18374.6865409513
106,109,36209.7181518,80134278.0589,1839.6372497,2.87443320303,3876,4100073,BAKER CITY,Baker City,C,11685,ELK CREEK INTAKE, ,Elk Creek Intake,100100,106,BAKER CITY,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,124,NO,133,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,2.87443320303,14769045.1328125,15544.7390659064
107,110,50167.116739,78744079.8242,1807.72256202,2.82456650352,3960,4100359,CORBETT WATER DISTRICT,Corbett Water District,C,11891,SOUTH FORK GORDON CREEK, ,South Fork Gordon Creek,106541,48,CORBETT,MULTNOMAH, , , ,51,26,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00359,125,NO,60,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100359,17080001,Lower Columbia-Sandy, , , ,2000/03/02 00:00:00+00,AECZ,2000/03/02 00:00:00+00,AECZ,2000/03/02 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,2.82456650352,14891080.7578125,21821.9959742855
108,111,36248.6071647,77944510.7297,1789.36690791,2.79588579398,3987,4100702,RHODODENDRON SUMMER HOMES ASSN,Rhododendron Summer Homes Assn.,C,11725,HENRY CREEK, ,Henry Creek,101101,64,WELCHES,CLACKAMAS, , , ,5,3,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00702,126,NO,63,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100702,17080001,Lower Columbia-Sandy, , , ,2000/03/08 00:00:00+00,KTS,2000/03/08 00:00:00+00,KTS,2000/03/08 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,2.79588579398,14651757.1953125,15712.1250399901
109,112,41252.2957554,74997074.3946,1721.70280955,2.69016064027,3876,4100073,BAKER CITY,Baker City,C,11684,GOODRICH CREEK INTAKE, ,Goodrich Creek Intake,100099,93,BAKER CITY,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,127,NO,125,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,2.69016064027,13852353.9375,17722.1317113085
110,113,59592.0431903,73843230.3668,1695.21408955,2.64877201526,3873,4100055,"ASTORIA, CITY OF",City of Astoria,C,11769,BEAR CREEK, ,Bear Creek,100065,7,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00055,128,NO,43,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100055,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/02 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,2.64877201526,14253081.9375,26177.1324768081
111,114,34960.7205909,67199465.492,1542.69362467,2.41045878886,4004,4100970,NESKOWIN REGIONAL WATER DISTRICT,Neskowin Regional Water District,C,11752,HAWK CREEK, ,Hawk Creek,101495,74,NESKOWIN,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00970,129,NO,216,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100970,17100203,Wilson-Trask-Nestucca, , , ,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,2.41045878886,12534368.25,15092.3327753136
112,115,41342.7210666,63604417.1988,1460.16234199,2.28150365966,3978,4100568,BEVERLY BEACH WATER DISTRICT,Beverly Beach Water District,C,11719,WADE CREEK, ,Wade Creek,100863,108,NEWPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00568,130,NO,142,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100568,17100204,Siletz-Yaquina, , , ,2000/03/24 00:00:00+00,KTS,2000/03/24 00:00:00+00,KTS,2000/03/24 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,2.28150365966,11708035.6796875,17725.7836080617
113,116,47918.1093925,62302895.5033,1430.28339568,2.23481780603,3908,4100792,"SCAPPOOSE, CITY OF",City of Scappoose,C,11733,GOURLEY CREEK, ,Gourley Creek,101218,35,SCAPPOOSE,WASHINGTON, , , ,67,34,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00792,131,NO,66,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100792,17090012,Lower Willamette, , , ,1999/09/15 00:00:00+00,CJB,1999/09/15 00:00:00+00,CJB,1999/12/20 00:00:00+00,KTS,DRG_AV, ,done,JoinToRight,2.23481780603,11871973.421875,20915.5460352249
114,117,39115.1376918,61779924.3341,1418.2775816,2.21605872154,3877,4100074,"BANDON, CITY OF",City of Bandon,C,11844,GEIGER CREEK, ,Geiger Creek,100105,174,BANDON,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00074,132,NO,33,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100074,17100305,Coquille, , , ,1999/12/02 00:00:00+00,KTS,1999/12/02 00:00:00+00,KTS,1999/12/02 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,2.21605872154,10769063.21875,16339.7679724134
115,118,37716.7031567,60241215.9987,1382.95355749,2.16086493386,3902,4100699,"REEDSPORT, CITY OF",City of Reedsport,C,11724,CLEAR LAKE, ,Clear Lake,101096,149,REEDSPORT,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00699,133,NO,25,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100699,17100304,Coos, , , ,2000/02/22 00:00:00+00,KTS,2000/02/22 00:00:00+00,KTS,2001/09/05 00:00:00+00,AECZ,DRG_AI,Unknown if drains to Edna Lake (sda 06NOV2008), ,JoinToRight,2.16086493386,10695550.265625,15896.3519249034
116,119,34086.2940708,59804306.5082,1372.92345561,2.14519289966,3887,4100305,"FOREST GROVE, CITY OF",City of Forest Grove,C,11699,CLEAR CREEK, ,Clear Creek,100463,204,FOREST GROVE,WASHINGTON, , , ,67,34,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00305,134,NO,177,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100305,17090010,Tualatin, , , ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,2.14519289966,11337162.8125,14835.148254971
117,121,60566.4139791,57839679.3363,1327.82164132,2.07472131482,3899,4100591,SOUTH FORK WATER BOARD-OREGON CITY,South Fork Water Board - Oregon City,C,11806,CLACKAMAS RIVER, ,Clackamas River,100910,55,OREGON CITY,CLACKMAS, , , ,5,3,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00591,136,YES,15,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100591,17090011,Clackamas, , , ,1999/09/15 00:00:00+00,CJB,1999/09/15 00:00:00+00,CJB,2000/09/05 00:00:00+00,AECZ,DRG_AV, , ,JoinToRight,2.07472131482,10898209.203125,26285.0941733837
118,122,35437.1366294,57085569.7186,1310.50959737,2.04767124616,3989,4100708,ROCKAWAY BEACH WATER DEPARTMENT,Rockaway Beach Water District,C,11834,JETTY CREEK, ,Jetty Creek,101110,39,ROCKAWAY BEACH,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00708,137,NO,105,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100708,17100202,Nehalem, , , ,2000/05/24 00:00:00+00,KTS,2000/05/24 00:00:00+00,KTS,2000/05/24 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,2.04767124616,10853475.6796875,15447.8162936268
119,123,34539.3100988,56807908.3183,1304.13534322,2.03771147404,3980,4100585,OCEANSIDE WATER DISTRICT,Oceanside Water District,C,11849,SHORT CREEK, ,Short Creek,100895,49,TILLAMOOK,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00585,138,NO,217,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100585,17100203,Wilson-Trask-Nestucca, , , ,2000/04/03 00:00:00+00,KTS,2000/04/03 00:00:00+00,KTS,2001/01/31 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,2.03771147404,10731108.453125,15003.9612486332
120,124,32089.5847015,54713814.9807,1256.06138284,1.96259591095,3874,4100062,YOUNG'S RIVER-LEWIS AND CLARK WD,Youngs River Lewis & Clark Water District,C,11860,SOUTH FORK/BARNEY CREEK, ,South Fork/Barney Creek,100077,16,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00062,139,NO,46,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100062,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/23 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,1.96259591095,10531170.9375,14072.6467451444
121,125,33144.2840473,52362672.6065,1202.08636496,1.8782599455,4130,4100958,"YONCALLA, CITY OF",City of Yoncalla,C,11467,ADAMS CREEK, ,Adams Creek,101473,156,YONCALLA,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00958,140,NO,189,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100958,17100303,Umpqua, , , ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,2000/04/10 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,1.8782599455,9268714.6796875,13941.5909204723
122,126,35116.3367117,50674235.7026,1163.32503214,1.81769536296,3913,4100845,"SUMPTER, CITY OF",City of Sumpter,C,11735,O'FARREL CREEK, ,O'Farrel Creek,101311,98,SUMPTER,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00845,141,NO,131,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100845,17050203,Powder River, , , ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,1.81769536296,9350558.875,15080.5062001158
123,127,34434.7358723,49535247.4409,1137.17735497,1.77683961737,3877,4100074,"BANDON, CITY OF",City of Bandon,C,11843,FERRY CREEK, ,Ferry Creek,100104,173,BANDON,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00074,142,NO,32,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100074,17100305,Coquille, , , ,1999/12/02 00:00:00+00,KTS,1999/12/02 00:00:00+00,KTS,1999/12/02 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,1.77683961737,8637867.953125,14383.704905608
124,128,34210.995507,48195447.8271,1106.41966505,1.72878072686,3981,4100603,PANTHER CREEK WATER DISTRICT,Panther Creek Water District,C,11801,PANTHER CREEK, ,Panther Creek,100922,77,OTIS,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00603,143,NO,134,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100603,17100204,Siletz-Yaquina, , , ,2001/12/10 00:00:00+00,AECZ,2001/12/10 00:00:00+00,AECZ,2001/12/10 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,1.72878072686,8965804.40625,14755.1496470572
125,129,28820.2616409,46610683.036,1070.03832597,1.67193488455,3985,4100689,RAINIER WATER DEPARTMENT,Rainier Water Department,C,11722,FOX CREEK, ,Fox Creek,101075,14,RAINIER,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00689,144,NO,57,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100689,17080003,Lower Columbia-Clatskanie, , , ,2000/05/01 00:00:00+00,KTS,2000/05/01 00:00:00+00,KTS,2000/05/01 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.67193488455,8984709.125,12656.0164430886
126,130,32656.2399256,46067009.355,1057.55724572,1.65243319665,3568,4101174,BUELL-RED PRAIRIE WATER ASSN,Buell-Red Prairie Water Association,C,11875,GOOSENECK CREEK, ,Gooseneck Creek,106078,79,SHERIDAN,POLK, , , ,53,27,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01174,145,NO,226,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101174,17090008,Yamhill, , , ,2000/05/15 00:00:00+00,KTS,2000/05/15 00:00:00+00,KTS,2000/05/15 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.65243319665,8559761.9375,14072.0438859486
127,131,38001.2442402,45744329.9752,1050.14951683,1.64085862026,3884,4100225,"CORVALLIS, CITY OF",City of Corvallis,C,18745,GRIFFITH CREEK, ,Griffith Creek,500022,123,CORVALLIS,BENTON, , , ,3,2,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00225,146,NO,204,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100225,17090003,Upper Willamette, , , ,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,2001/10/03 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,1.64085862026,8357004.171875,16233.4348154096
