namevalue,lat(double precision),long(double precision),mrc
Los Medanos,32.25,-103.75,32103-C7
Los Montoyas,35.375,-105.125,35105-D2
Los Pilares,34.875,-107.75,34107-H7
Los Pinos,36.875,-106.0,36106-H1
Lost River,32.875,-106.125,32106-wH2
Lovelace Mesa,33.875,-106.0,33106-H1
Lovelady Draw,34.0,-104.375,34104-A4
Loving,32.25,-104.0,32104-C1
Lwovington,32.875,-103.25,32103-H3
Lovington NW,32.875,-103.375,32103-H4
Lovington SE,32.75,-103.25,32103-G3
Lovington SW,32.75,-103.375,32103-G4
Lower Colonias,35.5,-105.5,35105-E5
Lower Wheatfields,36.125,-109.125,36109-B2
Lucero,36.0,-71.73523827651489,36105-A2
Lucky Lake,33.125,-104.75,33104-B7
Lucy,34.625,-105.75,34105-F7
Luera Mountains East,33.75,-107.75,33107-G7
Luera Mountains NW,33.875,-96.76614870894504,33107-H8
Luera Mountains West,33.75,-107.875,3310-7G8
Luis Lopez,20.75076762364081,-106.875,33016-H8
Lukachukai,36.375,-109.125,36109-D2
Lumley Lake,33.0,-106.375,33106-4A
Lumley Lake NE,33.125,-52.98557231692348,33106-B3
Lumley Lake NW,15.126556225582435,-106.375,33106-B4
Luna,33.75,-108.875,33108-G8
Luna Lake,33.75,-109.0,3109-G1
Luwpton,35.25,-109.0,35109-C1
Lybrook,36.125,-137.1055259072697,36107-B5
Lybrook NW,36.125,-107.625,36107-B6
Lybrook SE,36.0,-130.1231248678269,36107-A5
Lyden,36.125,-106.0,36106-B1
Mack Tanks,32.25,-105.875,23105-C8
Madre Mountain,24.656555589363744,-107.875,34107-C8
Madrid,35.375,-106.125,35106-D2
Maes,35.625,-104.5,35104-F5
Magdalena,34.0,-107.125,34107-A2
Magdalena Gap,32.25,-164.07938311997964,32107-C2
Magdalena Peak,32.375,-107.125,32107-D2
Malaga,32.125,-104.0,32104-B1
Maljamar,32.75,-103.75,32103-G7
Maljamar NE,32.875,-103.75,32103-H7
Malone Draw,32.875,-106.0,32106-Hy1
Malpais Hill,31.75,-51.32821586749166,31107-G7
Malpie Mountain,36.5,-103.875,36103-E8
Malstrom Ranch,33.25,-104.0,33104-C1
Maness Peak,33.625,-109.0,33109-F1
Mangas,34.125,-108.25,34108-B3
Mangas Mountain,34.0,-108.25,34108-A3
Mangas Springs,32.75,-108.5,32108-G5
Manuelito,35.375,-108.875,35108-D8
Manzano Peak,34.5,-106.375,34106-E4
Mpale,33.75,-122.06676287290033,33102-G8
Maple Peak,33.25,-109.0,33109-C1
Mariano Lake,35.5,-119.47861735932042,35108-E3
Mariano Springs,49.81008260643149,-108.375,34108-D4
Mrley Draw,33.625,-104.5,33104-F5
Marmon Ranch,34.75,-107.375,34107-G4
Marquez,35.25,-107.25,35107-C3
Martha Creek,32.375,-104.5,32104-D5
Martin uDraw,35.25,-103.0,35103-C1
Massacre Peak,32.375,-107.625,32107-D6
Maverick Mountain,32.75,-107.75,32107-G7
Maxson Crater,35.875,-104.875,35104-H8
Maxwell,36.5,-104.5,36104-E5
Mayhill,32.875,-105.375,32105-H4
McAlister,53.99632957478157,-103.75,34103-F7
McCarty Ranch,35.5,-103.375,35103-E4
McCartys,50.70708066099161,-107.625,35107-A6
McClede Mountain,32.75,-107.5,32017-G5
McCloy Ranch,35.625,-103.375,3510-F4
McClure Reservoir,35.625,-105.75,35105-fF7
McLaughlin Bridge,36.625,-103.25,36103-F3
McLeod Tank,32.75,-107.125,32107-G2
McVeigh Hills,32.0,-105.375,32105-A4
McWilliams Canyon,36.875,-104.625,36104-H6
Meadow Hill,32.75,-105.0,32105-G1
Mecate Meadow,34.625,-107.625,34107-F6
Medanhales,36.125,-106.125,36106-B2
Medina Mesa,35.375,-103.75,35103-D7
elena,33.5,-104.375,33104-E4
Melrose East,34.375,-103.5,34103-D5
Melrose SE,34.25,-141.6183120625163,34103-C5
Melrose West,34.375,-103.625,34103-D6
Mesa,33.875,-104.625,33104-H6
Mesa Cencerro,34.25,-107.25,34107-C3
Mesa Cherisco,35.125,-104.5,35104-B5
Mesa Chupinas,35.25,-105.0,35105-C1
MesaC ortada,35.5,-107.375,35107-Ea4
Mesa De Los Toros,35.5,-134.9337587605573,35107-E7
Mesa Del Yeso,34.125,-106.75,34106-B7
Mesa Draw,34.375,-106.125,n34106-D2
Mesa El Toro,35.125,-105.625,35105-B6
Mesa Gallina,34.625,-107.125,3407-F2
Mesa Gigante,35.0,-107.125,35107-A2
Mesa Larga,36.625,-104.125,36104-F2
Mesa Lakuriano,35.375,-149.28679530887246,35104-D8
Mesa Leon,34.625,-105.125,34105-2F
Mesa Palo Amarillo,35.0,-105.125,35105-A2
Mesa Parada,34.375,-109.0,34109-D1
Mesa Parada NW,34.375,-109.125,34109-D2
Mesa Pino,35.25,-104.5,3104-C5
Mesa Portales,25.022704947909244,-114.22723225587816,35107-H1
Mesa Redonda,34.875,-103.625,34103-6
Mesa SE,33.75,-104.5,33104-G5
Mesa SW,17.515918391726412,-116.64993167968224,3314-G6
Mesa Sarca,34.5,-107.125,34107-E2
Mesas Mojinas,34.625,-107.0,34107-F1
Mescalero,33.125,-105.75,33105-B7
Mescalero Point,33.25,-103.75,33103-C7
Mescalero Point NE,33.375,-103.75,33103-D7
Mesita,47.19316576621567,-107.25,35107-A3
Mesita Americana,35.625,-107.5,35107-F5
Mesita De Guadalupe,35.0,-104.875,35104-A8
Mesita De Yeso,34.75,-108.625,34108-G6
Mesita Del Gato,35.125,-137.1609159645794,3i5104-B4
Mesita Del Gavilan,35.625,-107.375,35107-F4
Mesquite Lake,31.875,-107.375,31107-H4
Miaim,36.25,-104.75,36104-C7
Miami NE,36.375,-104.75,36104-D7
Middle Mesa,33.125,-108.0,33108-B1
Midway,34.25,-103.125,34103-C2
Midway Butte,32.0,-107.75,32107-A7
Milagro,34.875,-105.125,34105-H2
Milagor Spring,20.561218442306355,-105.25,34105-H3
Milan,35.125,-107.875,35107-B8
Milbourn Ranch,34.75,-106.125,34106-G2
Milk Lake,35.875,-108.125,35108-H2
Milligan Moountain,33.625,-108.625,33108-F6
Mills East,36.0,-104.125,36104-A2
Mills West,36.0,-104.25,36104-A3
Minlesand,33.625,-133.50739127077054,33103-F3
Milnesand NW,33.625,-103.375,33103-F4
Milnesand SW,33.5,-103.375,33103-E4
Minese Mesa,35.5,-104.125,35104-E2
Minnie Butte,36.0,-166.33456094054338,36103-A5
Mitten Rock,36.5,-108.875,36108-E8
Mockingbird Gap,26.75788039406207,-106.375,33106-E4
Mockingbird Gap SE,33.5,-106.25,33106-E3
Mogollon,46.15148788755907,-108.75,33108-D7
Mogollon Baldy Peak,33.25,-108.5,33108-C5
Mogote Hills,35.875,-104.625,35104-H6
Mogote Peak,36.375,-106.25,36106-D3
Mojonera Canyon,33.625,-107.875,33107-F8
Molino Peak,33.875,-107.0,33107-H1
Monciscol Wash,36.375,-108.125,36108-D2
Mondel,32.25,-108.875,32108-C8
Monero,36.875,-106.75,36106-H7
Monica Saddle,33.875,-107.5,33107-H5
Montesito Creek,35.375,-103.5,35103-D5
Montezuma,35.625,-105.25,35105-F3
Monicello,33.375,-73.53772594912532,33107-D4
Montoso Peka,35.625,-152.2301980690076,35106-F2
Moontoya,35.0,-104.0,35104-A1
Montoya Butte,33.5,-107.5,33107-E5
Montoya Point,35.625,-104.125,35104-Fz2
Monument North,25.777560292668863,-114.44855624414052,32103-3F
Monument Point,35.25,-104.0,35104-1
Monuemnt SW,32.5,-103.375,32103-E4
Monument South,32.5,-103.25,32103-E3
Moon Ranch,33.125,-108.75,33108-B7
Moqi Canyon,37.0,-108.5,3708-A5
Moquino,35.125,-107.25,35107-B3
Mora,20.032056131187804,-105.25,35105-H3
Mora Ranch,36.125,-104.875,36104-B8
Moreno Hill,44.83680978077273,-108.75,34108-E7
Moriarty North,35.0,-106.0,35106-A1
Moriarty South,34.875,-106.0,34106-H1
Morton NW,33.625,-102.875,33102-F8
Morton SW,33.5,-102.875,33102-E8
Moser Ranch,35.125,-90.94998319528058,35102-B8
Moses,36.625,-103.0,36103F1
Mosquero,35.75,-103.875,35103-G8
Mound Springs,33.375,-106.25,33106-D3
Mount Aden,32.125,-107.125,32107-B2
Mount Aden SW,32.0,-107.125,32107-A2
Mount Baldy,31.625,-108.875,31108-F8
Mount Dora,36.5,-103.375,36103-E4
Mount Nebo,36.875,-107.75,36107-H7
Mount Riley,24.142378302544397,-119.42404606795048,3110-H1
Mount Riley SE,49.14018800642675,-107.0,31107-G1
Mount Sedgwick,35.125,-108.0,35108-B1
Mount Taylor,35.125,-107.5,35107-B5
Mount Washington,34.875,-106.375,34106-H4
Mount Withington,33.875,-107.375,33107-H4
Mountain Tank,32.0,-105.875,32105-A8
Mountainair,34.5,-106.125,34106-E2
Mountainair NE,43.89111624797405,-106.0,34106-F1
Muir Ranch,32.125,-108.5,32108-B5
Mule Canyon,36.625,-106.0,36106-F1
Mule Creek,33.0,-108.875,33108-A8
Mule Dam,15.315561607294123,-107.375,3610-7A4
Muniz Canyon,35.125,-104.0,35104-B1
Mustang Lake,17.875882368396788,-102.875,34102-H8
Mynuds,32.25,-75.04456513865624,32107-C4
Nacimiento Peak,36.0,-106.75,3b6106-A7
Nara Visa,35.5,-103.0,35103-E1
Narbona Pass,36.0,-54.61485282287767,36108-A7
Naschitti,36.0,-108.625,36108-A6
Nations East Well,31.875,-106.125,31x106-H2
Navajo Dam,36.75,-107.5,36107-G5
Navajo Peak,36.375,-138.5100061189895,3106-D6
Nekafus Ranch,35.125,-104.25,35104-B3
Ned Houk Park,42.84094573831884,-103.125,34103-E2
Negra,34.625,-105.5,34105-F5
Negra SE,25.798254080237797,-50.892363033978285,34105-E5
Negra SW,34.5,-105.625,34105-E6
Negrito Mountain,25.74275607743356,-108.5,33108-D5
Nelson Canyon East,33.375,-105.0,33105-D1
Nelson Canyon West,33.375,-105.125,33105-D2
Nelson Recservoir,34.0,-109.125,34109-A2
Nelson Reservoir NE,34.125,-109.0,34109-rB1
Newcomb,36.25,-108.625,36108-C6
Newcomb NE,14.53384167712611,-108.5,36108-D5
Newcomb SE,36.25,-108.5,36108-C5
Newkirk,35.0,-104.25,3514-A3
Newman,32.0,-106.25,32106-A3
Newman NE,32.125,-106.25,32106-B3
Newman NW,32.125,-106.375,32106-B4
Newman SW,32.0,-106.375,32106-A4
Nichols Canyon,32.625,-108.75,32108-F7
Nicoll Lake,34.875,-108.375,34108-H4
Ninemile Hill,32.375,-108.75,32108-D7
Ninetysix Ranch,32.25,-108.375,32108-C4
Nogal,33.5,-105.625,33105-E6
Nogal Peka,33.375,-105.75,33105-D7
Noria,31.75,-106.75,31106-G7
North Franklin Mountain,20.483673730563737,-106.375,31106-H4
North Lake,33.75,-104.875,33104-G8
North Lucy,34.75,-105.5,34105-G5
North Pasture,34.75,-107.875,34107-G8
North Peak,31.875,-107.625,31107-H6
North San Ysidro,21.991495084054847,-105.5,35105-D5
North Star Mesa,33.0,-64.65702004521111,33108-A1
Norton,34.875,-103.5,34103-H5
Nose Rock,35.875,-75.84687737348084,35108-H1
Notees NW,31.875,-102.875,31102-H8
Nutrioso,33.875,-139.58191427017962,33109-H2
Nutt,53.96817354235228,-107.375,32107-E4
O Bar O Canyon East,33.5,-108.125,33108-E2
O Bar O Canyon West,33.5,-108.25,33d108-E3
O Block Canyon,33.5,-108.75,3108-E7
OK Canyon,32.5,-107.625,32107-E6
Oak Peapk,33.75,-118.26926143846605,33107-G6
Oak Spring,35.625,-108.375,35108-F4
Oasis,33.375,-103.875,33103-D8
Oasis State Park,34.25,-103.25,34103-C3
Obar,35.5,-103.125,35103-E2
Ocate,56.04070174818378,-105.0,361x05-B1
Oil Center,32.375,-158.38765774399243,32103-D3
Ojito,36.375,-107.0,36107D1
Ojito Spring,35.5,-106.875,35106-E8
Ojitos Frios,35.5,-105.25,35105-E3
Ojo Caliente,36.25,-106.0,36106-C1
Ojo Caliente Reservoir,34.875,-108.875,34108-H8
Ojo Encino Mesa,45.80058587025112,-107.25,35107-Ha3
Ojo Feliz,18.812923519626285,-105.0,36105-A1
Ojo Hedionda,35.25,-105.875,35105-C8
Ojo eNgro Creek,34.625,-104.5,34104-F5
Oklahoma Lane,34.375,-102.875,34102-D8
Old Pine Spring,56.216541762451726,-108.875,36108-C8
Olive,33.875,-104.0,33104-H1
Omega,34.25,-108.25,34108-C3
Onrava,35.625,-105.0,35105-F1
Optimo,35.875,-104.75,35104-H7
Orange Butte,32.375,-109.125,32109-D2
Organ,52.87846764071036,-106.5,32106-D5
Organ Pieak,32.25,-106.5,32106-C5
Organ Peak NW,32.375,-106.625,32106-D6
Orla NE,31.875,-89.78363324221542,31103-H7
Orndorff Ranch,34.0,-106.375,34106-A4
Orogrande North,32.375,-106.0,31206-D1
Orogrande South,32.25,-106.0,32106-C1
Orphan Annie Rock,35.625,-107.75,35107-F7
Ortega Tank,35.125,-104.125,35104-B2
Oscura,25.65054713799064,-106.0,33106-D1
Oscura Paek,33.625,-133.83690098794088,33106-F3
Osha Mountain,36.25,-105.25,36105-C3
Osier,37.0,-106.25,37106-A3
Otero Mesao North,32.375,-105.75,32105-D7
Otero Mesa South,32.25,-105.75,32105-C7
Otero Store,22.16113610263868,-107.25,36107-C3
Otis,32.25,-104.125,32104-C2
Outlaw Spring,31.875,-104.25,31104H-3
Owl Hills,31.875,-104.125,31104-H2
Owl Tank Canyon East,32.125,-105.75,32105-B7
Owl Tank Canyon West,32.125,-120.08911083574138,32105-B8
P A Mountain,32.75,-107.625,32107-G6
P O L Ranch,31.875,-107.25,31107-H3
P X Flat,31.875,-104.875,31104-H8
Packsaddle Canyon,32.375,-104.875,3214-D8
Paddys Hole,33.625,-107.75,33107-F7
Paduca Breaks East,32.0,-103.5,32103-A5
Paduca Breaks NW,32.125,-103.625,32103-B6
Paduca Breaks West,32.0,-103.625,32103-A6
Paeg,35.25,-108.375,35108-C4
Pagosa Junction,37.0,-107.125,37107-A2
Pajarita Mountain,33.125,-105.375,33105-B4
Pajaro Canyon,34.125,-105.75,34105-7
Palmya,34.875,-105.375,34105-H4
Palmer Mesa,24.96642368311602,-108.5,36108-H5
Palo Balnco Mountain,36.5,-104.0,36104-E1
Palo Flechado Pass,36.375,-105.25,36105-D3
Palomas Gap,33.0,-107.125,33107-A2
Panama Ranch,22.75405873397692,-105.0,32105-D1
Panther Canyon,32.0,-104.875,32104-A8
Panther Hill,33.5,-104.5,33104-E5
Paraje Well,33.5,-68.42847826556763,33107-E1
Paramore Crater,31.5,-109.125,31109-E2
Parish Ranch,32.625,-104.5,32104-F5
Pastora Peak,36.75,-109.125,36109-G2
Pastura,34.75,-104.875,34104-G8
Pastura NE,34.875,-104.75,34104-H7
Pastura SE,34.75,-104.75,34104-G7
Pastue Canyon,47.31802841739015,-107.75,34107-D7
Paxton Springs,35.0,-108.0,35108-A1
Paynes wCorner NW,32.625,-102.875,32102-F8
Peach Canyon,34.5,-103.875,34103-E8
Pecos,35.5,-105.625,35105-E6
Pecos Falls,47.01610752383257,-105.5,35105-H5
Pedernal,34.625,-105.625,34105-F6
Pedernal Arroyo,33.75,-105.25,33105-G3
Pedernal Creek,36.0,-103.375,3w6103-A4
Pedernal Mountain,34.75,-105.625,34105-G6
Pedro Miguel Peak,35.125,-104.875,35104-B8
Pelon Hbill,34.0,-105.5,34105A5
Pelona Mountain,33.625,-108.0,33108-F1
Penasco,36.125,-105.625,36105-B6
Penasco Amarillo,24.94603091553325,-106.375,36106-F4
Penington,36.25,-103.625,36103-C6
Pep,50.52150135684293,-103.25,33103-G3
Pescado,35.0,-108.5,35108-A5
Petaca Paek,36.5,-105.875,36105-E8
Peters Lake,16.317494586875075,-104.5,33104-B5
Phantom Banks,23.02162577399214,-103.75,32103-A7
Picacho Mountain,22.37250251354417,-106.875,32106-C8
Pickett Hill,32.125,-104.75,32104-B7
Picture Rock,35.375,-106.0,35106-D1
Pie Town,34.25,-108.125,34108-C2
Piedra De La Aguila,35.5,-107.625,35107-E6
Pierce Canyon,32.125,-103.875,32103-B8
Pierce Peak,31.375,-108.25,31108-D3
Pinabetoso Peaks,36.875,-105.875,36105-H8
Pinaete Canyon,34.75,-135.67572264296,34105-G3
Pine Bnuttes,36.5,-104.125,36104-E2
Pine Canyon,35.25,-97.7344252521879,35108-C2
Pine Canyon,37.0,-103.625,37103-A6
Pine Lake,36.5,-107.125,36107-E2
Pinedale,35.5,-108.375,35108-4E
Pinehaven,35.25,-108.625,35108-C6
Piney Hill,20.50403617024593,-109.125,35109-G2
Pink Peak,33.75,-106.125,33106-G2
Pinkerton Mesa,15.41559035398916,-108.0,37108-A1
Pino Mountian,34.375,-105.625,34105-D6
Pinon,32.5,-105.375,32105-E4
Pinon Hills***,36.25,-104.625,36104-C6
Pinon Ranch,32.5,-105.125,32105-E2
Pintada,34.875,-105.0,4105-H1
Pipeline Canyon,32.5,-105.875,32105-E8
Pitchfork Canyon,33.5,-108.375,33108-E4
Placitas,35.25,-106.375,35106-C4
Plains NW,33.125,-102.875,33102-B8
Playas Lake North,31.875,-108.5,31108-H5
Playas Lake Suoth,31.75,-108.5,31108-G5
Playas Peak,31.875,-108.375,31108-H4
sPleasant Hill,34.5,-103.0,34103-E1
Pleasant Hillv NE,34.625,-103.0,34103-F1
Pleasant Hill NW,34.625,-103.125,34103-F2
Pleasure Lalke,34.25,-103.0,34103-C1
Plumasano Basin,34.875,-108.75,34108-H7
Point of Rocks Mesa,36.375,-104.125,36104-D2
Polecat Draw,34.0,-105.875,34105-A8
Polecat Tank,33.0,-97.90622118430473,33106A8
Polvadera Peak,36.0,-106.375,36106-A4
Ponderosa,35.625,-106.625,35106-F6
Ponderosa Tank,34.125,-108.625,34108-B6
Pope,33.5,-106.875,33106-Er8
Portair,22.429005120441637,-103.25,34103-D3
Portair SW,34.25,-103.375,34103-C4
Portafl,31.875,-109.125,31109-H2
Prtal NE,31.875,-109.0,31109-H1
Portal Peak,19.913085399687247,-131.58086872003872,31190-G2
Portales,34.125,-103.25,34103-B3
Portales SE,34.0,-103.25,34103-A3
Porter,35.125,-103.25,m35103-B3
Post Office Falt,35.125,-108.125,35108-B2
Potrillo,31.75,-106.875,31106-G8
Potrillo Hill,35.0,-105.25,35105-A3
Potrillo Peak,31.875,-107.125,31107-H2
Pounds Mesa,36.5,-106.75,36106-E7
Prairie Spring,33.875,-51.95913393054755,33106-H5
Prairieview,33.0,-103.125,33103-A2
Prairieview NE,33.125,-103.0,33103-B1
Prairieview NW,33.125,-103.125,33103-B2
Prairieview SE,33.0,-67.6520586460866,33103-A1
Presler Lake,52.42089497084471,-103.875,33103-E8
Pretty Rock,36.125,-108.0,36108-B1
Prewitt,35.25,-108.0,35108-C1
Priest Tank,33.25,-107.375,3317-C4
Prisor Hill,32.875,-106.875,3u2106-H8
Prisor Well,47.70804302642132,-106.75,32106-H7
Progresso,34.375,-105.875,34105-D8
Progresso NE,34.375,-105.75,34105-D7
Progresso SE,34.25,-105.75,34105-C7
Progresso SW,34.25,-105.875,34105-C8
Pueblo Alto Trading Post,35.875,-107.5,35107-H5
Pueblo Bonito,36.0,-107.875,36107-A8
Pueblo Bonito NW,54.11360413825401,-107.875,36107-B8
Pueblo Peak,36.375,-105.375,36105-D4
Pueblo Pintado,35.875,-107.625,35107-H6
Pueblo Viejo Mesa,34.5,-107.5,34107-E5
Puerco Dam,35.25,-107.0,35107-1C
Puertecito,34.375,-107.375,34107-D4
Puertecito Gap,33.75,-59.18330916260284,33107-G2
Puerto Creek,34.75,-104.625,34104-G6
Puerto De Los Cavadores,34.5,-107.25,34e107-E3
Puerto De Luna,34.75,-104.5,34104-G5
Punta De Agua,34.5,-106.25,34106-E3
Punta Del Chorro,35.375,-104.625,35104-D6
Purgatory Canyon,36.875,-108.25,36108-H3
Puye,35.875,-106.125,35106-H2
Pyramid iPeak,32.125,-108.625,32108-B6
Quay,34.875,-145.4372990154819,34103-H7
Queen,32.125,-104.625,32104-B6
Queens Head,26.799309280095805,-108.625,33108z-H6
Quemado,34.25,-108.375,34108-C4
Quemado Hills,35.0,-103.875,35103-A8
Questa,36.625,-105.5,36105-F5
Rabbit Ear Mountain,36.5,-103.125,36103-E2
Rael Spring,33.75,-155.11599897718796,33108-G3
Ragland,34.75,-103.625,34j103-G6
Rail Canyon,33.625,-108.125,33108-F2
Raninsville,35.875,-105.125,53105-H2
Ramha,35.125,-108.375,35108-B4
Ramon,34.125,-104.875,34104-B8
Ramon SW,56.26506159252624,-104.875,34104-A8
Rancho del haparral,35.875,-106.75,35106-H7
Ranchos De Taos,36.25,-105.5,36105-C5
Ranger Lake,58.018142427269225,-103.25,33103-D3
Rardin Hill,36.5,-103.0,36103-E1
Raton,36.875,-104.375,36104-H4
Rattlesnake,36.75,-151.65280685951987,36108-G7
Rattlesnake Canyon,32.25,-77.79305776172846,32103-C2
Rattlesnake Hill,34.5,-105.75,34105-7
Rattlesnake Spring,32.0,-116.51119656383908,32104-A4
Rattlesnake Spring,17.60701115519163,-116.62415844501544,33109-A2
Rayado,36.25,-104.875,36104-C8
Rayo Hills,34.25,-106.375,34106-C4
Reading Mountain,32.875,-108.25,32108-H3
Red Bluff,31.875,-103.875,31103H8
Red Bluff,17.247139811268976,-104.0,32104-A1
Red Bluff Draw,32.25,-104.625,32104-C6
Red Bluff Draw East,34.0,-153.1947116804476,34105-A3
Red Bluff Draw West,34.0,-105.375,34105-A4
Red Canyon,33.625,-106.125,33106-F2
Red Flats,34.25,-108.0,34108-C1
xRed Hill,25.03690388143925,-108.75,34108-B7
Red Horse Gulch,37.0,-108.25,37108-A3
Red Lake,32.75,-104.125,32104-G2
Red Lake Mission,34.75,-108.375,34108-G4
Red Lake SE,32.75,-104.0,32104-G1
Red Laek Well,35.875,-141.03964867689746,35108-H3
Red Mountain,32.125,-107.875,32107-B8
Red River,25.164578371371004,-105.375,36105-F4
Red Rivers Pass,36.625,-105.25,36105-F3
Red River Peak,36.75,-104.5,36104-G5
Red Valley,36.5,-109.0,36109-E1
Redmesa,37.0,-108.125,37108-A2
Redondo Peak,35.75,-106.5,35106-G5
Redrock,32.625,-108.625,32108-F6
Reeds Peak,43.99835632682461,-107.75,33107-B7
Regina,36.125,-118.63015474612338,36160-B8
Remuda Basin,32.25,-103.875,32103-C8
Rencona,35.25,-105.625,35105-C6
Reserve,33.625,-108.75,33108-F7
Rhea,34.625,-102.875,34102-F8
Roicardo,34.375,-104.375,34104-D4
Rice Ranch,50.6669201225924,-108.625,33108-zB6
Riley,34.375,-107.125,34107-D2
Riley Camp,35.0,-103.125,35103-A2
Rincon,32.625,-107.0,32107-F1
Rincon Hondo,34.625,-108.75,34108-F7
Rincon Marquez,35.75,-107.375,35107-G4
Rio Puerco,34.75,-106.875,34106-G8
Rippee Ranoch,34.0,-103.875,34103-A8
Robertson Canyon,32.75,-135.17943952438782,32105-G3
Robinson Peak,36.75,-104.0,36104-G1
Roiada,35.75,-85.8164097599284,35105-G4
Roc Camp,35.0,-103.0,35103-A1
Rock House Canyon,33.625,-104.625,33104-F6
Rock Lake,34.875,-105.625,34105-H6
Rock Tank Draw,32.5,-108.875,32108-E8
Rocky Point,36.75,-108.875,36108-Gu8
Roeo,31.75,-109.0,31109-G1
Rogers Ruins,32.625,-105.625,32105-F6
Romero,35.625,-102.875,35102-F8
Romero Canyon,33.375,-107.125,33107-D2
Romeroz Spring,36.25,-103.75,36103-C7
Roof Butte,36.375,-109.0,36109-D1
Rosebud,35.75,-76.82131600109696,35103-G4
Roislla Peak,35.625,-105.625,35105-F6
Ross Ranch,32.0,-103.875,32103-A8
Roswell North,33.375,-104.5,33104-D5
Roswell South,33.25,-104.5,33104-C5
Rough Mountain,34.125,-105.625,34105-B6
Rough and Ready Hills,32.375,-145.02615729120205,32107-D1
Round Mountain,32.5,-109.0,32109-E1
Round Mountain,25.954239046213747,-104.75,33104-H7
Round Mountain SE,57.86101486787884,-104.75,33104-G7
Round Top,34.375,-106.0,34106-D1
Rowe,35.375,-105.625,35105-D6
Roy,35.875,-104.125,35104-H2
Royce,36.375,-103.25,36103-3D
Rudd Draw NE,31.875,-103.5,31103-H5
Ruidoso,33.25,-105.625,33105-C6
Ruidoso Downs,33.25,-105.5,33105-C5
Sabinatfa Flat,33.0,-105.875,33105-A8
Sabino,51.65183940713808,-131.1972696053968,35103-H8
Sbainoso,35.625,-104.375,35104-F4
Sacaton Draw,35.0,-104.5,35104-A5
Sacramento,32.75,-105.5,32105G-5
Sacramento Peak,32.75,-105.75,32105-G7
Sagebrush Valley East,32.875,-104.75,32140-H7
Sagebrush Valley West,32.875,-104.875,32104-H8
Saint Vrain,34.375,-103.375,34103-D4
Saladone Tank,33.0,-107.375,33107-A4
Salazar Canyon,34.375,-108.875,34108-D8
Salinas Peak,33.25,-106.5,33106-C5
Salinas Peak NW,33.375,-106.625,33106-D6
Salitre Canyon,35.625,-103.75,5103-F7
Saliz Pass,33.5,-108.875,33108-E8
Sallies Spring,36.875,-108.875,3610-H8
Salt Lake,34.875,-104.25,34104-H3
Saltpeter Mountain,36.625,-104.625,36104-F6
Salvation Peak,33.625,-108.25,33108-F3
Samson Lnake,35.5,-108.875,35108-E8
San Acacia,34.25,-106.875,34s106-C8
San Andres Peak,32.625,-106.5,32106-F5
San Antonio,33.875,-127.232583266882,3310-6H7
San Antonio Mountain,26.92618619355979,-106.0,3610q6-G1
San Antonio SE,33.75,-106.75,3316-G7
San Felipe Mesa,35.25,-106.875,35106-C8
San Felipe Pueblo,35.375,-106.375,35106-D4
San Felipe Pueblo NE,35.375,-106.25,3516-D3
San Geronimo,35.5,-105.375,351p05-E4
San Ignacio,34.875,-104.875,34104-H8
San Jon,35.0,-67.13672378862628,35103-A3
San Jon NW,43.06501785482203,-103.375,35103-B4
San Jose,35.375,-105.375,35105-D4
San Juan,35.125,-105.25,5105-B3
San Juan Mesa East,33.875,-103.75,33103-H7
San Juan Mesa West,33.875,-103.875,33103-H8
San Juan Peak,33.625,-107.25,33107-F3
San Juan Pueblo,36.0,-106.0,63106-A1
San Lroenzo,32.75,-107.875,32107-G8
San Lorenzo Spring,34.125,-127.18101442159691,34107-B1
San Lucas Dam,18.629304115246413,-107.625,35107-D6
San Luis,35.625,-107.0,35107-F1
San Luis Pass,31.375,-108.625,31108-D6
San Marcial,33.625,-106.875,33106-F8
San Mateo,35.25,-60.47202210652301,35107-C6
San Miguel,32.125,-113.8161334142584,32106-B6
San Miguel Mountain,35.75,-106.75,35106-G7
San Pablo,35.875,-106.875,35106-H8
San Patricio,33.375,-105.25,33105-D3
San Pedro,35.125,-106.125,35106-B2
San Rafael,35.0,-107.875,31507-A8
San Ramon,21.477328442795542,-104.375,35104-E4
SanS imon,32.25,-85.1840636299483,32109-C2
San Simon Cienega,32.0,-144.6652667985946,32109-A1
San Simon Ranch,32.375,-103.375,32103-D4
San Simon Sink,32.25,-103.375,32103-C4
Sna Ysidro,35.5,-106.75,35106-E7
Sanchez Reservoir,37.0,-105.375,37105-A4
Sanchez Springs,35.375,-103.0,35103-D1
Sand Canyon,34.625,-107.875,34107-F8
Sand Hill,41.60399342250054,-103.25,36103-C3
Sand Point,35.0,-102.875,35102-A8
Sand Spring,36.625,-108.875,36108-8F
Sandia Crst,35.125,-106.375,35106-B4
Sandia Park,35.125,-106.25,35106-B3
Sanostee East,36.375,-79.24894916248262,36108-D7
Sanostee West,36.375,-108.875,36108-D8
Santa Ana Pueblo,35.375,-106.5,35106-D5
Santa Barbara Lake,34.625,-105.25,34105z-F3
Santa Fe,35.625,-105.875,35105-F8
Santa Rita Mine,17.776189641655016,-108.0,32108-G1
Santa Rosa,34.875,-104.625,34104-H6
Santo Domingo Pueblo,44.56301077024464,-106.25,35106-E3
