OBJECTID,FOLIO_ID,EVENT_ADDR,FIELD_INSP_BY,CREATED_DATE,LAST_EDITED_DATE,YEAR_,MONTH_,DAY_,COMMENTS,PARCELS_IMPACTED,RECID,P_AREA,SHAPE_Length,SHAPE_Area
10251,SED 11-F,,,2017/06/21 20:46:33+00,2021/02/23 23:32:12+00,1934,1,24,"This polygon does not represent the landslide area. Rather, it represents the parcel affected by landslide movement. See 1934 sketches in file. Associated with landslide polygon 390, point 1125, and polyline 4801 above. A structure at this location was moved downslope due to the rotational landslide located in the properties immediately north.",,10251,1397.85082386,149.615024161723,1397.84833960542
10252,SED 11-F2201,2207 12th Ave S,,2017/06/21 21:26:30+00,2021/02/23 23:32:12+00,1934,1,12,See file SED 11-F/1934 Sketches. Polygon does not represent landslide geometry. File depicts a slide occurring on the tagged properties. No additional information is available for this slide event.,2207,10252,7013.75695783,490.185876821965,7013.7530529846
10253,SED 11-Fs,1209 S Walker St,,2017/06/21 21:26:30+00,2021/02/23 23:32:12+00,1934,1,12,A 15' slump occurred at this property according to a blueprint found in the file. The polygon does not represent the slide geometry. See file SED 11-F and/or attachment for additional information.,1209,10253,1490.78310638,154.487692426041,1490.78034517029
10254,96-97 Storm,2529 Perkins Ln W,,2017/06/21 22:56:43+00,2021/02/23 23:32:12+00,1997,1,1,"This slide outline was estimated from a map in the attached Shannon & Wilson geotechnical report (see ""Landslide 8."") The slide apparently occurred within an older landslide bowl. Figure 2, sheet 2 shows runout from the landslide on 2529 Perkins Ln W. Also refer to slide pt. 353.",2539 Perkins Ln W,10254,4342.4152097,250.080324208795,4342.41534737386
10255,96-97 Storm,2451 Perkins Ln,,2017/06/22 15:37:26+00,2021/02/23 23:32:12+00,1997,1,1,"This slide outline was estimated from a map in the attached Shannon & Wilson geotechnical report (see ""Landslide 10"").  Refer to overlapping slide point.",,10255,893.55923078,188.324312468988,893.557307558082
10257,96-97 Storm,2855 Magnolia Blvd W,,2017/06/21 19:00:18+00,2021/02/23 23:32:12+00,1997,1,1,"This major slide apparently occurred as result of a blowout at the sand/clay contact.  The outline was sketched from the attached Shannon & Wilson geotechnical report, ""Landslide 2.""  Refer to slide point 446.","2857, 2855 Magnolia Blvd W; 3003, 3005 Perkins Ln W",10257,4728.70157591,361.718155279216,4728.7032760075
10258,96-97 Storm,2855 Magnolia Blvd W,,2017/06/21 19:01:36+00,2021/02/23 23:32:12+00,1997,1,1,"A Shannon & Wilson geotechnical report (1997) shows a landslide mapped at this location.  Refer to attached file, figure 2 sheet 1, ""Landslide 2"".",2855 Magnolia Blvd W,10258,1152.60888631,145.441610881584,1152.61099358167
10259,96-97 Storm,2809 46th Ave W,,2017/06/21 19:36:47+00,2021/02/23 23:32:12+00,1997,1,1,"This slide outline was estimated by a map in the attached Shannon & Wilson geotechnical report, ""Landslide 3."" The slide occurred in an apparent old landslide bowl.  Also refer to point 375",2809 46th Ave W,10259,1012.94864655,193.984535912601,1012.94908335126
10260,SED 11-F,,,2017/06/21 20:40:15+00,2021/02/23 23:32:12+00,1934,1,9,See SED 11-F/1934 Sketches. This area was marked as a large landslide complex that destroyed several houses. Its shape and location are drawn according to the source documents.,,10260,285414.63060379,2340.88987631171,285414.591673963
10263,96-97 Storm,2543 Perkins Ln W,,2017/06/21 22:42:39+00,2021/02/23 23:32:12+00,1997,1,1,"This polygon represents the bulging toe of the slope where a small slide occurred.  The shape was derived from a map in the attached Shannon & Wilson geotechnical report.  Refer to ""Landslide 7,"" and landslide point 356.",E of 2543 Perkins Ln W,10263,1690.99058254,180.271735999202,1690.98603812771
10264,1997,2479 Perkins Ln W,,2017/06/22 15:12:12+00,2021/02/23 23:32:12+00,1997,2,13,"A skin slide occurred at this location during the 96-97 Storm event.  In February, a larger event described by this outline occurred while a construction crew was working along the slope toe.  The garage at 2479 was destroyed. Refer to slide points to the NW and attached Shannon & Wilson geotechnical report, ""Landslide 9"".  Fig. 13 shows the slide extent.","2479 Perkins Ln W, 2481 Perkins Ln W",10264,9523.71419149,438.769678769244,9523.71611714605
10265,SED 11-F,,,2017/06/22 15:49:41+00,2021/02/23 23:32:12+00,1934,1,9,Large tensional cracks cited at this location. See SED 11-F/1934 sketches for further information. Associated with polygon 10260 located to the southwest.,,10265,4381.51229317,319.559579631518,4381.51163171431
10266,96-97 Storm,2355 Perkins Ln W,,2017/06/22 16:08:59+00,2021/02/23 23:32:12+00,1997,1,1,"This major slide is described in the attached Shannon & Wilson geotechnical report (see ""Landslide 11"").  Outline was sketched from Fig 15.  The slide apparently began in an old landslide bowl, and flowed around the house at 2355.  Refer to overlapping slide point 341.","2364, 2355 Perkins Ln W",10266,20953.87851636,963.689850596126,20953.8756549771
10267,1996,2338 Perkins Ln W,,2017/06/22 16:34:16+00,2021/02/23 23:32:12+00,1996,2,,"This slide is described and sketched in the attached Shannon & Wilson geotechnical report (see ""Landslide 12"").  Slide was a colluvium mudflow that destroyed a house.",2338 Perkins Ln W,10267,3383.47549622,379.000298444953,3383.47552984479
10268,96-97 Storm,2338 Perkins Ln W,,2017/06/22 16:35:40+00,2021/02/23 23:32:12+00,1997,1,1,"This slide outline was estimated from Fig. 16 in the attached Shannon & Wilson geotechnical report (see ""Landslide 12"").  Slides also occurred on this site in 1996 and 1961. Refer to existing point 334 to SW.",2338 Perkins Ln W,10268,2778.42411733,345.837600529563,2778.42312027277
10269,96-97 Storm,1967 Perkins Ln W,,2017/06/22 17:56:31+00,2021/02/23 23:32:12+00,1997,1,1,"The slide outline was estimated from Fig. 18 in the attached Shannon & Wilson geotechnical report (see ""Landslide 14"").  Refer to overlapping slide point 326.","1967, 1959 Perkins Ln W",10269,6822.21664258,519.956321634023,6822.21530335522
10270,SED P-4 1929,2307 Perkins Ln W,,2017/06/23 15:46:13+00,2021/02/23 23:32:12+00,1929,1,2,"The slide polygon does not represent the outline of the slide, just the general impacted area (half of the road down to the beach on parcels 7 and 8).  Claimants argued that the slide was caused by the cutting and filling for Perkins Ln.  Refer to attached file.","Lots 7, 8, Carleton Beach Tracts Division A",10270,24937.08592275,704.79815520382,24937.086295267
10273,SED 11-G,,,2017/06/22 16:49:09+00,2021/02/23 23:32:12+00,1938,,,Polygon used to tag parcel in potential hazard area. It does not represent the shape of a landslide feature.,,10273,4684.04485092,276.617215366947,4684.0398636807
10274,96-97 Storm,1959 Perkins Ln W,,2017/06/22 17:35:33+00,2021/02/23 23:32:12+00,1997,1,1,"This slide outline was estimated from Fig. 17 in the attached Shannon & Wilson geotechnical report (see ""Landslide 13""). ",,10274,4230.03704514,249.944747313028,4230.03810123663
10275,1997,2332 Perkins Ln W,,2017/06/22 20:20:39+00,2021/02/23 23:32:12+00,1997,3,19,"Polygon does not represent the outline of the slide, but instead tags the impacted locations.  March 1997 slide completely destroyed the house at 2332 Perkins Ln.  Debris hit the garage at 2333.  Refer to slide point 331.","2332 Perkins Ln W, 2333 Perkins Ln W",10275,7578.14572579,499.08694423807,7578.13300344014
10278,SED P-4 1967,2301 Perkins Ln W,,2017/06/23 20:44:41+00,2021/02/23 23:32:12+00,1967,1,7,This polygon was estimated from sketches in the attached file.  This slide was described as a deep-seated rotational slide that impacted several houses.,,10278,23068.34676302,598.987005335159,23068.3503709249
10279,SED P-4 1966,2315 Perkins Ln W,,2017/06/23 20:45:24+00,2021/02/23 23:32:12+00,1966,1,9,"This polygon was estimated from sketches in the attached file.  One house was pushed into the sound.  Slide activity in this area continued into 1968, when the house at 2015 toppled. ",,10279,20929.00286918,594.633599719206,20929.0012404195
10280,"SED 11-D, 11-D-1",2200 Blk 11th Ave W,,2017/06/26 16:24:27+00,2021/02/23 23:32:12+00,1951,3,9,This polygon does not represent the area or extent of the landslide. It is simply tagging the parcel impacted. Additional events have impacted this parcel. See the 96-97 Storm file feature located immediately east.,2214,10280,6750.48419799,331.276619148951,6750.48844811929
10281,"SED 11-C, 11-D",2200 Blk 11th Ave W,,2017/06/26 17:41:08+00,2021/02/23 23:32:12+00,1951,,,This polygon does not represent the landslide shape or extent. This polygon represents the extent of parcels impacted. Failure occurred due to placed fill and improper drainage conditions.,,10281,14028.04954765,487.551951431925,14028.045607156
10282,SED A-2-D 1971,1768 Alki Ave SW,,2017/06/26 21:42:57+00,2021/02/23 23:32:12+00,1971,10,27,See attachments for more detail.  This polygon was derived from a sketch in the attached file.,,10282,2974.52604486,303.692221960537,2974.52791130578
10283,1934,1945 Perkins Lane W,,2017/06/26 21:43:51+00,2021/02/23 23:32:12+00,1934,1,,"Day unknown.  The polygon represents the general slide outline as sketched from the ""Location - WPA SLIDE CONTROL DRAIN"" figure in the file, dated 2-66.  Property owner claimed seepage under Perkins Lane caused sliding at lots 1, 2, 15, and 16.  Sliding in this area continued in 1935, 1936, and perhaps 1938.",1945 Perkins Lane W,10283,59794.47136783,1010.4050739799,59794.4692185734
10284,1972,1767 Perkins Ln W,,2017/06/28 20:52:05+00,2021/02/23 23:32:12+00,1972,3,,"This polygon does not represent the slide outline, only the affected parcels. 100' wide landslide moved incrementally over weeks, causing 5'-8' set down in the roadway.  Refer to photos in attached file.  Dames & Moore prepared geotechnical report.","1767 Perkins Lane W, Lots 6, 7",10284,28329.37655775,682.76881382455,28329.3864249336
10285,1997,3130,,2017/06/28 22:26:55+00,2021/02/23 23:32:12+00,1997,3,20,This polygon does not represent the area or extent of landsliding. It is marking parcels impacted by the 1997 landsliding event.,"3136, 3130",10285,1279.5053987,163.859749799121,1279.50652156508
10286,SED P-6,Perkins Ln W & W Raye St.,,2017/07/05 17:17:31+00,2021/02/23 23:32:12+00,41,2,3,This area has been marked as an active slide area. See file for more information.,,10286,2079.50172199,174.729740583116,2079.50453480104
10287,1968,2401 Perkins Ln W,,2017/07/06 15:42:02+00,2021/02/23 23:32:12+00,1968,12,24,"This polygon was sketched as shown in the Feb 21, 1969 Shannon & Wilson figures.  Refer to overlapping slide point and attached documents, particularly the Shannon & Wilson report, dated Aug. 24, 1970 (SED P-5-A)",2401 Perkins Lane W,10287,12616.46261988,426.054757972558,12616.4657505429
10288,SED P-6,2595 Perkins Ln W,,2017/07/06 19:29:07+00,2021/02/23 23:32:12+00,1941,2,3,Slowly settling or moving ground active to a minor degree. Was associated with adjustment of drainage pathway to the request of resident.,"2595, 2597, 2603",10288,12072.87068255,440.634423010299,12072.8732024013
10294,1997,1700 Blk Perkins Ln,,2017/06/26 17:40:44+00,2021/02/23 23:32:12+00,1997,,,Slide outline is general and was estimated from file photos and scarps visible in aerial imagery.  Many slides occurred in this block prior to the large 1996-1997 slide that destroyed several homes. Refer to attached files for details of prior slides.,1700 Blk Perkins Ln,10294,183165.61027857,1762.62233607628,183165.591047154
10295,1996,1945 Perkins Lane W,,2017/06/26 21:15:04+00,2021/02/23 23:32:12+00,1996,2,9,"Mudslide over the roadway at 1945 Perkins Ln W.  The polygon represents only the general location of the slide as evidenced by file photos, not the slide outline.  Refer to SED P-3-C",1945 Perkins Ln W,10295,1230.35531031,177.58486804395,1230.35657302729
10296,"1937, 1950, 1980",1925 Perkins Ln W,,2017/06/28 19:13:28+00,2021/02/23 23:32:12+00,1950,,4,10,"The shape represents the slide here in 1950.  Polygon roughly estimated from the extent visible in photos and details in the attached Dames & Moore 1973 report.  The southern limit of the slide is unclear.  Sliding appears to have occurred on bluff overhanging the road and caused major downsets along the downslope edge of the roadway.  Refer to overlapping initiation point. Similar slides occurred in this location in 1937 and 1980, files area attached.",10296,24710.67601472,620.371800068257,24710.6781499927
10297,SED P-3-A 1974,1925 Perkins Lane W,,2017/06/28 21:26:10+00,2021/02/23 23:32:12+00,1974,1,16,"The polygon does not represent the slide outline, only areas impacted by the slide. Landslide occurred with head centered on lot 4, fanning outward and downward across lot 3 and probably lot 5.  Tension cracks in Perkins Ln, behind the slide head. Continued movement through early spring. Report by Dames & Moore concluded this was a reactivation of the 1950 slide.","Lots 3-5 (Shurick Extension, Carleton Beach Tracts), lot 3 was  1925 Perkins Lane W.",10297,41648.54645695,874.225732352955,41648.5598436368
10299,1997,2324 Perkins Ln W,,2017/07/05 17:40:15+00,2021/02/23 23:32:12+00,1997,3,19,Inspection report and photos show slide debris proximal to the house.,2324 Perkins Lane W,10299,440.33971844,85.1325478775137,440.339716748987
10302,1930,2479 Perkins Ln W,,2017/07/06 19:44:05+00,2021/02/23 23:32:12+00,1930,3,,"This polygon represents the general location of the slide, not its outline. The slide apparently was entirely on private property. Another slide was reported some time prior (before 1927) that occupied a depression on this property and approached 2503 Perkins Ln. Refer to SED P-5-B-1.",2479 Perkins Ln,10302,2774.52019531,211.617411338941,2774.51920885701
10303,1964,2457 Perkins Ln,,2017/07/06 22:10:26+00,2021/02/23 23:32:12+00,1964,8,18,"Polygon shape was outlined from sketch in file. A storm resulted in the backup of a catch basin on Magnolia Blvd W.  A mudslide travelled down over Perkins Lane and through properties 2471, 2461, 2457 to the beach.  Activity continued through September.  Refer to SED P-5-B and overlapping slide point.","2457, 2461,2471 Perkins Ln W",10303,62929.70902455,1295.37300812605,62929.7058432035
10561,1953,2445 Perkins Ln W,,2017/07/07 19:25:24+00,2021/02/23 23:32:12+00,1953,9,27,"Polygon does not represent the slide's outline, just the general area impacted. The first slide occurred in 1953, undermining the house at 2445.  Sloughing also occurred above the road (see photo).  In 1954, sliding occurred again and the house toppled.  Refer to overlapping slide points and attached file, SED P-5-B.",2445 Perkins Ln W,10561,14973.18464753,607.959462509053,14973.192779157
10563,SED P-6,,,2017/07/07 22:25:10+00,2021/02/23 23:32:12+00,1934,2,6,Polygon doesn't represent extend of landsliding. It tags impacted parcels. Associated with point 9601.,"2575, 2591",10563,13878.16259773,484.651155329774,13878.1680401224
10564,SED P-6,,,2017/07/07 22:35:28+00,2021/02/23 23:32:12+00,1934,1,22,Polygon doesn't represent extend of sliding. Tags impacted parcels. Associated with point  9285,"2519, 2529, 2539",10564,53291.2839736,939.260345183631,53291.2821100262
10565,SED P-6,,,2017/07/07 22:53:57+00,2021/02/23 23:32:12+00,1960,1,29,"Slide associated with point 354. Approximate extent of slide based of photographs and description in file. Described as a ""skin slide.""","2569, 2535 Perkins Ln W",10565,4501.50405881,350.730177420557,4501.50238911706
10566,SED P-6-A,2561 Magnolia Blvd W.,,2017/07/10 16:54:29+00,2021/02/23 23:32:12+00,1998,11,21,See file SED P-6-A for more details.,"2561, 2591 ",10566,946.31617916,162.623247015467,946.3143689515
10567,SED P-7-A,2809 46th Ave W,,2017/07/10 18:00:01+00,2021/02/23 23:32:12+00,1997,1,1,This polygon does not represent the extent or area of landsliding. It has been created to tag all parcels impacted by the slide event.,"2809, 2801 Perkins Ln W",10567,2252.76898394,202.914655725051,2252.76507351356
10568,SED P-7-A,2801 46th Ave W,,2017/07/10 18:17:23+00,2021/02/23 23:32:12+00,2012,11,19,This polygon does not represent landslide extent. It has been added to mark 2650 Perkins Ln W as an impacted parcel. See point 1518.,"2801, 2650",10568,4290.78241621,273.231601702254,4290.78215339813
10569,96-97 Storm,3035 Perkins Ln W,,2017/07/10 21:51:28+00,2021/02/23 23:32:12+00,1997,1,1,"The polygon does not represent the slide outline, only the general location of fissures. Refer to overlapping slide point.  Fissures worsened the following winter, extending onto the property to the N (3053).","3035, 3045, 3053 Perkins Ln W",10569,1709.36126974,398.121384891135,1709.36268070373
10570,1936-37,4735 W Bertona St,,2017/07/11 14:56:26+00,2021/02/23 23:32:12+00,1937,2,24,"Slide began at 4733 W Bertona, then expanded through the fish pond at 4735 and extended across properties.  This landslide polygon was sketched from a blueprint in SED P-10-C.   Refer to point 417.","4733 W Bertona St, 3251, 3231, 3225 Perkins Ln W",10570,24743.23602784,981.449926330552,24743.231814172
10571,1933,4728 W Bertona St,,2017/07/11 15:59:40+00,2021/02/23 23:32:12+00,1933,1,25,"This polygon does not represent the slide shape or location on the lots. Records indicate sliding, settling, and damage to houses occurred over extensive areas of all of these properties.  Residents filed claims against the city.  Sidewalks warped on both sides of Perkins Ln.  Sliding and damage continued through at least 1937.  Refer to P-10-C, P-11-A, P-11-B and points 402 and 410.",,10571,328475.41940579,2354.82805513539,328475.412768879
10573,1935,4725 Ruffner St,,2017/07/13 16:30:40+00,2021/02/23 23:32:12+00,1935,1,31,"No point or polygon previously existed.  Polygon was drawn from a Jan. 31, 1935 sketch.  Toe of slide is poorly-defined.  Set-downs up to 6' at 4725 Ruffner St (Polachek property, currently 4727 W Ruffner).","4727, 4725, 4701 W Ruffner St",10573,75311.20040431,1273.77844484537,75311.2094263072
10574,1935-36,4735 W Bertona St,,2017/07/13 19:25:43+00,2021/02/23 23:32:12+00,1936,,,"The only document found for this event was a sketch by H. Fitch labeling the slide area ""1935-36"". The polygon was drawn from that sketch. See SED P-10-C.","4735, 4733 W Bertona St, 3251 Perkins Ln W",10574,7146.26910274,430.592522485833,7146.27102551534
10575,1950,4753 W Ruffner St,,2017/07/14 15:06:52+00,2021/02/23 23:32:12+00,1950,12,9,"Polygon represents general area impacted by slide, not the outline of the slide.  Houses were damaged at 4753 and 4733 W. Ruffner St.  Slide continued moving through Dec. 18th.  Resident had placed fill on steep clay slope immediately to the N.  Refer to attached file SED P-11-C-3.","4753, 4733 W Ruffner St",10575,56049.02255114,958.274281069816,56049.0209504496
10576,1954,4742 W Ruffner St,,2017/07/14 15:48:30+00,2021/02/23 23:32:12+00,1954,2,,"This polygon was drawn from a sketch in the attached file. A large slide occurred that extended from the west edge of the house at 4742 Ruffner to the Sound. A 4' set-down also undermined the SW corner of the house at 4751 W Ruffner (refer to point 419). A drain pipe broke.  Apparently, this area also slid in 1952. Refer to attached file.","4751, 4742 W Ruffner St",10576,102789.56123594,1247.82396993692,102789.567953943
10881,SED T-3,Thorndyke Ave W b/w  W Wheeler St. and W Raye St.,,2017/07/14 18:06:23+00,2021/02/23 23:32:12+00,1923,1,30,This polygon represents the extent of landsliding in 1923. See map and memo in file.,,10881,145749.82815201,2222.75324204123,145749.824622727
11201,1951,3051 W Galer St,,2017/07/17 20:23:48+00,2021/02/23 23:32:12+00,1951,2,9,"This polygon does not represent the slide's outline, only its location.  Refer to overlapping slide point.  Several small slides occurred on the bluff, blocking the road gutter. Fill behind a bulkhead became saturated and failed, destroying the house at 3051.",3051 W Galer St,11201,3071.89638787,286.058861109922,3071.89678530093
11202,SED G-2-B,2600 and 2700 blocks of West Galer Ave,,2017/07/17 20:39:24+00,2021/02/23 23:32:12+00,1983,5,10,Extent of landsliding as determined by S&W and Geoengineers. In 1983 slow movement broke Metro sewer line and affected property owners. Episodic movement first noticed in 1967. Further info found in file.,,11202,220836.24779489,2634.06553783625,220836.254766474
11203,G-2-A-1,W Galer St,,2017/07/17 20:49:56+00,2021/02/23 23:32:12+00,1956,2,8,"This polygon does not represent the slide outline. The attached file describes a set-down along W Galer St, just east of 32nd Ave W, that stretched 25-30 yards.  The exact location is unknown.",,11203,930.65859209,150.941007099403,930.661754849569
11204,G-2-A-1,2905 W Galer St.,,2017/07/17 21:30:43+00,2021/02/23 23:32:12+00,1968,4,,"This polygon does not represent the slide outline, just the general location.  The slide was 60' wide, 15' deep, and C-shaped, extending from the backyards of 2905 and 2827 to the Bay.  The day of the event is unknown.","2905, 2827 W. Galer St.",11204,25288.83361782,637.139566618534,25288.821648901
11205,"SED G-2-A-1, 1969",3023 W Galer St,,2017/07/17 22:09:47+00,2021/02/23 23:32:12+00,1969,2,14,This polygon was drawn from a slide plan in the attached file. A smaller slide was mapped within the larger slide.  A Shannon & Wilson geotechnical report described the slide as a reactivation of an ancient landslide.  Refer to attached file.,"3051, 3047, 3035, 3033, 3025, 3023 W Galer St.",11205,199121.48194374,1915.30432277106,199121.465561978
11206,SED G-2-A-1,3047 W Galer St,,2017/07/18 19:57:05+00,2021/02/23 23:32:12+00,1972,12,27,The polygon does not represent the shape of the slide.  Photos show a slide from the steep slope opposite 3047 piling debris alongside the house.,3047 W Galer,11206,1966.3632436,245.394614158147,1966.35892280872
11207,SED M-2,1579 34th Court W,,2017/07/19 15:24:10+00,2021/02/23 23:32:12+00,1966,12,15,This polygon was added from a sketch in the file.  The event was a mudslide sometime in the week prior to this date.,1579 34th Ct W,11207,476.14619865,82.5591352582799,476.145257297838
11208,SED M-2,1579 34th Ct W,,2017/07/19 15:26:33+00,2021/02/23 23:32:12+00,1949,,,"This polygon does not represent the event outline, only the parcels involved. Day and month unknown.  In 1949, sewer excavation at the southern property caused the garage at 1579 to collapse.",1579 34th Ct W,11208,199.60482271,66.7170996051686,199.606184308823
11209,M-2,1519 Magnolia Blvd W,,2017/07/19 15:56:34+00,2021/02/23 23:32:12+00,1967,,,"Event occurred in Jan/Feb 1967, month and day are unknown.  The polygon does not represent the shape or extent of the slide, only the parcels impacted.  Houses moved eastward at least 6"".","1519, 1515 Magnolia Blvd W.",11209,444.40569648,102.407824429999,444.405565312709
11210,SED G-2-A-2,3025 W Galer St,,2017/07/19 16:56:57+00,2021/02/23 23:32:12+00,1960,1,29,This polygon does not represent the shape or extent of the slide. Photos in the file show a denuded scarp on the bluff and debris over the road and onto the property at 3025 W Galer St.,3025 W Galer St.,11210,2312.26108976,243.995757540649,2312.25904318459
11211,"SED E-5-C, SED E-5-B",9th Ave W and W Prospect St,,2017/07/19 22:50:34+00,2021/02/23 23:32:12+00,1940,5,17,Polygon based off of sketch in file. Compound slide that was initiated actions of nearby residencies.,,11211,12445.62326521,539.713694750842,12445.6146091313
11217,SED 11-A-2 1999,Garfield and 11th Ave W,,2017/07/20 18:43:51+00,2021/02/23 23:32:12+00,1999,2,3,"This polygon represents the approximate extent of sliding during the 1999 reactivation of this slide area.  The polygon was sketched from a 1999 Shannon & Wilson geotechnical report.  Recent sliding here began in 1997 on the lower portion of the slope, and reactivated in 1999, 2000, and 2001. Refer to attached files.","1537, 1533, 1529, 1523, 1517, 1511, 11th Ave W",11217,236210.79987111,1952.1656602654,236210.807666849
11218,"1950 (SED E-5-C, E-5-D, E-5-E)","1140 Elliott Ave W, 1160 Van Buren Ave W",,2017/07/20 20:05:44+00,2021/02/23 23:32:12+00,1950,3,10,"Polygon tags parcels of 1950 event. Does not represent shape or extent of slide. See points 1103, 1104","1140, 1115, 1127, 1040",11218,125812.65504972,2106.00771284713,125812.686656005
11219,SED E-5-B,1038 Elliott Ave W,,2017/07/21 17:30:58+00,2021/02/23 23:32:12+00,1933,12,19,Water pipe broke in Kinnear Park resulting in damages to residences along Elliott Ave W. Polygon tags the impacted parcels. See point 1102,"1038, 1030",11219,4024.74745199,403.148191810268,4024.75622867824
11220,SED G-4,13th Ave W and W Boston St,,2017/07/24 16:19:56+00,2021/02/23 23:32:12+00,1955,12,20,Banks of apartment excavation were sloughing.,"2060,2056",11220,7589.74626166,351.806877154053,7589.754011643
11221,SED G-4,13th Ave W and W Newton St,,2017/07/24 18:31:45+00,2021/02/23 23:32:12+00,1916,,,Slide due to breaking of sewer in 12th Ave West. Polygon tags impacted parcels.,,11221,6640.35114638,329.709769135473,6640.34622468245
11222,SED E-5-G 1935,1408 Van Buren Ave,,2017/07/26 16:56:27+00,2021/02/23 23:32:12+00,1935,1,23,"Polygon represents the approximate extent of deep-seated sliding in 1935, as shown on the Thomas vs. Seattle blueprint in the file.  Toe of slide area is not described.  Date of event is estimated.  File says ""Slides here have occurred every winter and will continue to do so""",,11222,104387.41125394,1513.39390323096,104387.417144444
11223,SED E-5-G 1938,1403 Van Buren Ave,,2017/07/26 17:52:53+00,2021/02/23 23:32:12+00,1938,1,15,This polygon represents a blueprint sketch in the file.  A surficial slide damaged houses at 1403 Van Buren (Now part of 1408 Elliott Ave W parcel).  Refer to slide point.,"1408 Elliott Ave W, 1400 Elliott Ave W",11223,19733.54787592,1079.36799617097,19733.5476576219
11224,SED H-10,1909 11th Ave W,,2017/07/26 18:01:29+00,2021/02/23 23:32:12+00,1958,,,Polygon was generated from an engineering sketch produced in 1961 and originally contained in file SED H-10.  This file not found as of 7/2018.,"1909, 1910",11224,13967.20248756,440.989448149779,13967.1990118775
11225,"SED 12-B, SED G-4",1812 12th Ave W,,2017/07/27 21:17:34+00,2021/02/23 23:32:12+00,1909,11,1,slide resulted from improvement of 12 Ave W. See SED 12-B for more information.,,11225,6304.80781305,321.737568867684,6304.81202305963
11521,SED H-10,13th Ave W and W Howe St,,2017/07/26 18:09:44+00,2021/02/23 23:32:12+00,1961,9,4,Marked as an intermittent slide area in a sketch produced in 1961 and originally filed in SED H-10.  This file is missing as of 7/2018.,,11521,7954.50544846,337.286590622395,7954.50920624299
11522,SED N-2,Nickerson and 8th Ave W,,2017/07/30 17:13:15+00,2021/02/23 23:32:12+00,1939,,,"Slide occurred during the winter of 1939-1940.  It destroyed a pedestrian stairway and covered the sidewalk along Nickerson St.  This polygon was derived from a sketch in the file by H.M. Fitch, 1940. Refer to slide point 572.","807, 3465, 675, 673, 671 W Nickerson St",11522,6554.6885502,443.143256056259,6554.68600544961
11523,SED N-2,809 W Nickerson St,,2017/07/30 19:47:45+00,2021/02/23 23:32:12+00,1998,8,12,This polygon was drawn from a sketch in the file.  A slide involved the backyard of the property at 809 W Nickerson.,"809 W Nickerson, 811 W Nickerson",11523,607.19340502,92.6971496041728,607.193450547806
11841,SED 12-A 1950s,1600 Blk 12th Ave W,,2017/07/31 15:26:57+00,2021/02/23 23:32:12+00,,,,This slide was active several times between 1951-56. Houses on east side of 12th Ave W were severely damaged and most were condemned.,"1115, 1111, 1117, 1121, 1610, 1606",11841,233884.47029047,1921.56114841072,233884.487652987
11842,SED E-6,3658 13th Ave W,,2017/07/31 15:52:13+00,2021/02/23 23:32:12+00,1961,2,,"A skin slide along 13th Ave occurred in front of houses 3646-3658.  The house at 3658 experienced damage, and the owner sued the City.",3646-3658 13th Ave W,11842,3760.11851448,335.216200751001,3760.12529661846
11843,SPU Library,3220 6th Ave W,,2017/07/31 16:20:54+00,2021/02/23 23:32:12+00,1993,5,16,"Minor slides at this site along the western slopes.  This polygon represents the general location of the sliding, not the slide outline.  Two houses were impacted.  Work done by Shannon & Wilson, Inc.","3220, 3212 6th Ave W",11843,9242.28759304,445.659571313739,9242.27623317011
11844,SED W-3,2148 Waverly Pl,,2017/07/31 20:28:52+00,2021/02/23 23:32:12+00,1961,3,,"Polygon does not represent the outline of the slide, but represents its general location.  A slide occurred at this address and 8th Ave N.  This apparently is related to a slide which occurred at 2405 8th Ave N.",2148 Waverly Pl N,11844,1771.49251542,170.434407793803,1771.49525820787
11845,"SED W-3, EOC44",2400 8th Ave N,,2017/07/31 21:25:23+00,2021/02/23 23:32:12+00,2007,12,3,A landslide came from private property and covered almost the whole width of Westlake Ave N.  A side sewer and storm pipe were broken.  The slide polygon was drawn from a sketch in the file.,2400 8th Ave N,11845,3788.25222927,233.828512903107,3788.2515104488
11846,1933,2020 8th Ave W,,2017/07/31 22:11:54+00,2021/02/23 23:32:12+00,1933,12,,Day unknown.  This polygon was drawn from a sketch in the file and sketches from borehole documents that overlap the polygon.,Lots 24-28 block 6.,11846,25576.05058932,639.933275424931,25576.0492189198
11847,SED W-4 1933,2540 Dexter Ave N,,2017/08/01 17:58:46+00,2021/02/23 23:32:12+00,1933,4,24,"Refer to overlapping slide points.  This polygon represents the general extent of sloughing and sliding during several events.  Sliding began in 1933 following slope excavation, and continued for decades.","2540, 2538, 2546 Dexter Ave N, 2555, 2553 Westlake Ave N",11847,5598.08642748,319.541341099289,5598.09308568651
11848,SED W-4 1982,2558 Dexter Ave N,,2017/08/01 20:21:54+00,2021/02/23 23:32:12+00,1982,2,20,"This polygon only represents parcels impacted by the slide, not the slide outline or particular location.  This was a shallow skin slide.","2558 Dexter Ave N, Lot 13",11848,155.16240307,50.0802840292587,155.162600960301
