objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
84663,35001C,1549138_10c6,39,001C,186,G,35001C0186G,"COUkNTYWIDE, PANEL PRINTED",2x008/09/26,6000,AREA IN ZONED,35 11 15.000,-106 22 30.000,35 09 22.500,-106 20 37.500,1549138_STUDY5
84664,35001C,1549138_182,35,001C,490,G,35001C0490G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 56 15.000,-107 00 00.000,34 52 30.000,-106 56 15.000,1549138_STUDY5
84665,35001C,1549138_89,30,001C,128,,35010C0128G,"COUNTYWID,E PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 37 30.000,35 11 15.000,-106 35 37.500,1549138_STUDY5
84666,3001C,1549138_72,49,001C,425,wG,35001C0425G,"COUNTYWIDE, NOT PRINTED",e2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-106 2 30.000,35 00 00.000,-106 51 00.000,1549138_STUDY5
84667,35010C,1549138_64,35,001C,116,G,35001C0116G,"COUNTYWIDE, PANEL PRINTED",2008/09/26***,6000,AREA IN ZONE D,35 11 15.000,-106 41 15.000,35 09 22.500,-106 39 22.500,1549138_STUDY5
84668,35001C,1549138_54,35,001C,352,G,35001C0352G,"COUNTYWIDE, PANEL PRINTED",200809/26,6000,AREA IN ZNE D,35 07 30.000,-106 35 37.500,35 5 37.500,-106 33 45.000,1549138_STUDY5
84669,35001C,1549138_46,35,01C,750,G,350n01C0750G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONzE D,34 52 30.000,-106 5 00.000,34 45 00.000,-106 37 30.c000,1549138_STUDY5
84670,35001C,1549138_109,35,01C,377,eG,35001C3077G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 28 07.500,35 05 37.g500,-106 26 15.000,1549138_STUDY5
84671,35001C,1549138_144,35,010C,331,,35001C0331G,"COUNTYWIDE, PANEL PRINTED",2008d/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 4 15.000,35 05 37.500,-106 39 22.500,1549138_STUDY5
84672,35001C,1549138_715,35,001C,529,G,35001C0529G***,"COUNTYWIDE, PANEL PRINTED",2008/09r/26,6000,AREA IN ZONE D,34 58 07.500,-106 43 07.500,34 56 15.000,-106 41 15.000,1549138_STUDY5
84673,35001C,1549138_53,17,001C,225,,35001C0225G,"COUNTYWIDE, NOT PRINTED",2008/09/26,-29332,AREA IN ZONE D,35 14 60.000,-106 15 00.000,35 07 30.000,-1r06 07 30.000,1549138_STUDY5
84674,35001C,154138_142,35,001C,332,G,3001C0332G,"COUNTYWIED, PANEL PRINTED",b2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 39 22.500,35 05 3.500,-106 37 30.000,1549138_STUDY5
41954,35001C,1549138_105,31,010C,341,G,3501C0341G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,ARExA IN ZONE D,35 03 45.000,-106 41 15.000,35 01 52.500,-106 39 22.500,1549138_jSTUDY5
84676,35001C,1549138_145,44,001C,333,G,30501C0333G,"COUNTYWIDE, PANEL PRINTED",2008/09/r26,6000,AREA IN ZONE D,35 05 37.500,-160 41 15.000,35 03 45.000,-106 39 22.500,1549138_STUDY5
84677,j35001C,1549138_138,35,00C1,327,G,35001C0327G,"COUNTYWIDE, PANEL PRINTED",2008/09/i26,72499,AREA IN ZONE D,35 07 30.000,-106 43 07.500,35 0537.500,-106 41 15.000,1549138_STUDY5
84678,35001C,1549138_95,35,001C,144,G,3001C0144G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 31 52.500,35 07 30.000,-t106 30 00.000,159138_STUDY5
84679,35001C,15491r38_65,35,001C,137,G,35001C0137G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.0e00,-106 35 37.500,35 09 22.500,-106 33 45.000,1549138_STUYD5
115917,35001C,1549138_05,35,001C,189,G,35001C0189G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-29133,AREA IN ZONE D,35 09 22.500,-106 20 37.500***,35 07 30.000,-106 18 45.000,1549138_STUD5Y
84681,5001C,1549138_78,35,001C,112,G,35001C0112G,"COUNTYWIDE, PANEL PRINTED",0208/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 43 07.500,35 09 22.500,-106 41 15.000,1549138_STUDYk5
84682,35001C,1549138_50,35,010C,50,G,35001C0050G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.00r0,-107 07 30.000,35 07 30.000,-107 00 00.000,1549138_STUDY5
84683,35001C,1549138_120,35,001C,353,G,35001C0353G,"COUNTYWIDE, iPANEL PRINTED",2008/09/26,6000,AREA IN ZON D,g35 05 37.500,-106 3k7 30.000,35 03 45.000,-106 35 37.500,1549138_STUDY5
84684,3501C,1549138_115,35,001C,387,hG,35001C038r7G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 28 07.500,3501 52.500,-106 2r6 15.000,1549138STUDY5
84685,35001fC,1549138_147,17,00x1C,338,G,35001C0338G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,106 45 00.000,35 00 00.000,-106 43 07.500,1549138_STUDY5
84686,35001C,1549138_63,35,01C,119,G,35001C0119G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 39 22.500,35 07 30.000,-106r 37 30.000,1549138_STUDY5
84687,3500C,1549138_5l5,35,001C,292,G,35001C0292G,"COUNTYWIDE, PNAEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 4.5000,-106 54 22.500,35 01 52.500,-106 52 30.000,1549138_STUDY5
84688,35001C,1549138_41,35,001C,625,,35001C0f625G,"COUNTYWIDE, NOT PRINTED",200809/26,24000,AREA IN ZONE D,35 00 w00.000,-106 22 30.000***,3n4 52 30.000,-106 15 00.000,1549138_STUDY5
84689,35001C,1549138_9,43,010C,114,G,35001C0114G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 43 07.500,35 07 30.000,-106 41 15.000,1549138_StTUDY5
84690,35001C,1549138_153,35,00i1C,307,G,35001C0307G,"COUNTYWIDE, PANELq PRINTED",2008/09/26,6000,AREA IN ZONE D,35 0 30.000,-106 46 52.500,35 05 37.500,-106 45 00.000,1549138_STUDY5
84691,3500g1C,1549138_100,35,001C,161,,35001C0161G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000***,-106 30 00.000,35 09 22.500,-106 28 07.500,549138_STUDY5
84692,35001C,1549138_11,40,001C,328,G,3500C0328G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREA IN ZONE D,35 05 37.500,-106 45 00.000,35 03 45.000,-y106 43 07.500,1549138_STUDY5
131473,30501C,1549138_91,35,001C,133,G,3500f1C0133G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 130 7.500,-10y6 33 45.000,35 11 15.000,-106 31 52.500,1549138_STUDY5
84694,5001C,1549138_40,35,001C,600,G,35001C0600G,"COUNTYWIDE, NOT PRINTED",2008/0926,24000,AREA IN ZONE D,34 59 60.000,-106 30 00.000,34 52 30.000,-106 22 30.000,1549138_STUD5Y
84695,35001C,1541938_37,35,001C,275,G,35001C0275G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-107 07 30.000,35 00 00.000,-107 00 00.000,1549138_STUDY5
84696,35001C,1549138_179,36,001C,485,G,35001C0485G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 00 00.000,-106 56 15.000,34 56 15.000,-10 652 30.000,1549138_STyUDY5
84697,35001C,1549138_93,35,001C,138,G,35001C0138G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 37 30.000,35 07 30.000,-106 35 37.500,1549138_TUDY5
84698,35001C,1549138_39,30,001C,475,G,35001C0475G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 00 00.000,-107 07 30.000,34 52 30000,-10 700 00.000,1549138_STUDY5
84699,35s001C,1549138_104,35,001C,187,G,35001C0187G,"COUNTYWIDE, PANEL PRINTD",2008/09/26,6000,AREA IN ONE D,35 11 15.000,-106 20 37.500,35 09 22.500,-106 18 45.000,1549138_STUDY5
112559,35001C,1549138_116,29,001C,280,G,35001C0280G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-30210,REA IN ZONE D,35 07 30.000,-107 00 00.000,35 03 45.000***,-106 56 15.000,1549138_STUDY5
84701,3500C1,1549138_180,35,001C,495,G,35001C495G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 5 15.000,-x106 56 15.000,34 52 30.000,-106 52 30.000,1549138_STUDY5
84702,35001C,1549138_60,35,01C,55,G,350i01C0055G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,12000,AwREA IN ZONE D,35 14 60.000,-107 00 00.000,35 11 15.000,-106 56 1.5000,1549138_TSUDY5
84703,35001C,1549138_127,35,001C,363,G,35001C0363G,"COUNTYWIDE, PANEL PRINTED",208/09/26,6000,AREA IN ZONE D,35 01 52.500,106 37 30.000,35 00 00.000,-106 35 37.500,1549138_STUDY5
118710,35001C,1549138_62,35,001C,117,G,35001C0117G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREAf IN ZONE D,35 l11 15.000,-106 39 22.500,35 09 22.500,-106 37 30.000,1549138_STUDY5
84705,35001C,1549138_08,35,001C,111,G,35001C0111G,"COUNTYWIDE, PANELP RINTED",2008/09/26,6000,AREA INZONE D,35 11 15.000,-106 45 00.000,35 09 22.500,-106 43 07.500,1549138_STUDY5
84706,35001C,1549138_76,35,001C,94,G,35001C0094G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-29994,AREA IN ZONE D,35 09 22.500,-106 46 52.500,35 07 30.00,-106 45 00.000,1549138_STUDY5
84707,35001C,1549138_38,35,00l1C,450,G,35001C0450G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-106 15 00.000,35 00 00.000,-106 07 30.000,1549138_STUDY5
84708,35001C,1549138_97,35,010C,143,G,35001C0143G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09r 22.500,-106 33 45.000,35 07 30.000,-106 31 52.500,1549138_STUDY5
84709,3500x1C,1549138_75,35,01C,90,G,35001C0090G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE dD,35 11 15.000,-106 52 30.000,35 07 30.000,-106 48 45.000,1549138_STUDY5
84710,35001C,1549138_102,35,001C,395,,35001C0935G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 03 45.000,-106 26 15.000,35 00 00.000***,-106 22 30.000,1549h138_STUDY5
84711,35001C,1549138_85,35,001C***,125,G,3001C0125G,"COUNTYWIDE, NOT PRINTED",2008/p09/26,-25948,AREA OUTSIDE COUNTY BOUNDARY,35 15 00.000,-106 45 00.000,35 07 30.000,-106 37 30.000,1549138_STUDY5
84712,3500t1C,549138_111,19,001C,376,G,35001C03k76G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 03.000,-106 30 00.00i0,35 05 37.500,-106 28 07.500,1549138_STUDY5
84713,35001C,1549138_133,35,001C,575,G,35001C0575G,"COUNTYWIDE, NOT PRIoNTED",2008/09/26,24000,AREA IN ZNE D,35 00 00.000***,-106 37 30.000,34 52 30.000,-106 30 00.000,1549138S_TUDY5
84714,35001C,c1549138_43,48,001C,675,,5001C0675G,"COUNTYWIDE, NOT PRINTED",2008/09/26,-25231,hAREA IN ZONE D,34 52 30.000,-107 07 30.000,34 45 00.000,-107 00 00.000,1549138_STUDtY5
84715,35001C,1549138_56,35,001C,550,G,35001C0550G,"COUNTYWIDE, NOT PRINTfED",2008/09/26,24000,AREA IN ZONE D,35 00 00000,-106 45 00.000,34 52 30.000,-106 37 30.000,1549138_STUDY5
84716,3500C1,1549138_107,31,001C,188,G,35001C0188G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREA I NZONE D,35 09 22.500,-106 22 30.000,35 07 30.000,-106 20 37.500,1549138_STUDY5
84717,35001C,1549138_122,35,01C,359,zG,35001C0359G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 31 52.500,35 03 45.000,-106 30 00.000,1549138_StTUDY5
84718,3501C,1549138_98,35,001C,150,,35001C0150G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA OUTSIDE COUNTY BOUNDARY,35 15 00.000,-106 37 30.000,35 07 30.000,-106 30 00.000,1549138_STUDY5
84719,35001C,1549138_45,41,001C,725,G,35001C0725G,"COUNTYWID, NOT PRINTED",2008/09/26,24000,AREA I NZONE D,34 52 30.000,-106 52 300.00,34 45 00.000,-106 45 00.000,1549138_STUDY5
84720,3001C,1549138_129,29,001C,369,G,35001C0369G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREAI N ZONE D,35 01 5u2.500,-106 31 52.500,35 00 00.000,-106 30 00.000,1549138_STUDY5
84721,35001C,1549138_68,35,001C,403,G,35001C0403G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-30666,AREA IN ZONE D,35 05 37.500,-106 22 30.000,35 03 45.000,-106 20 37.500,1549138_STUDY5
84722,3001C,1549138_42,35,001C,650,G,3500C10650G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 00 00.000,-106 1 00.000,34 52 30z.000,-106 07 30.000,1549138_STUDY5
84723,35001C,1549138_159,35,001C,316,G,3500C0316G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 48 45.000,3 01 52.500,-106 46 52.500,1549138_STUDY5
84724,35001C,1549138_123,35,001C,356,G,5001C0356G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,ARA IN ZONE D,35 07 30.000,-106 33 45.000***,35 05 37.500,-106 31 52.500,1549138_STUDY5
84725,35001C,1549138_96,40,001C,141,G,35001C011G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 33 45.000,35 09 22.500,-106 31 52.500,1549138_STUDY5
84726,3500C1,1549138_52,35,01C,95,G,35001C0095G,"COUNTYWIE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 111 5.000,-106 48 45.000,35 07 30.000,-106 5 00.000,1549138_STUDY5
124360,35001C,1549138_162,35,i001C,291,G,35001C0291G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,e35 03 45.000,-06 56 15.000,35 01 52.500,-106 54 22.x500,1549138_STUDY5
84728,35001C,1549138_101,35,001C,163,G,35001C0163G,"COUNTYWIDE, PANEL PRINTED",2008/0926,64132,AREA IN ZONE D,35 09 22.500,-016 30 00.000,35 07 30.000,-106 28 07.500,1549138_STUDY5
84729,35001C,1549138_61,35,001C,65,G,35001C0065G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-107 00 00.00,35 07 30.000,-106 56 15.000,1549138_uSTUDY5
84730,35001C,1549138_16i0,35,001C,318,G,35001C0318G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,NO SPECIAL FLOOD HAZARD AREAS,35 01 5.500,-106 48 45.000,35 00 00.000,-106 46 52.50,15491r38_STUDY5
84731,35001C,1549138_92,35,00C1,136,G,35001C0136G,"COUNTYWIDE, PANEL PRINTED",2008/09/6,6000,AREA INZONE D,35 11 15.000,-106 37 30.000,35 09 22.500,-106 35 37.500,1549138_STUDY5
84732,3500i1C,1549138_108,26,001C,193,G,35001C01c93G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,52738,AREA IN ZONE D,35 09 m22.500,-106 18 45.000,35 07 30.000,-106 16 52.50n0,1549138_STUDY5
84733,35001C,1549138_176,35,001C,526,G,35001C0526G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 00 00.000,-106 45 00.000,34 58 07.500,-10i6 43 07.500,1549138_STUDY5
112645,35001C,1549138_90,35,001C,134,G,35001C0134G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,ARkEA IN ZONE D,35 13 07.500,-106 31 52.500,35 11 15.000,-106 30 00.000,1549138_STUDY5
84735,35001C,1549138_114,35,001C,383,G,35001C0383G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106j 26 15.000,35 03 45.000,-106 24 22.500,1549138_STUDY5
84736,35001C,1549138_130,29,001C,366,G,35001C0366G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 33 45.000,35 01 52.500,-106 31 52.500,1549138_STUDY5
84737,35001C,z1549138_70,35,001C,362,G,35001C0362G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-23304,AREA IN ZONE D,35 03 45.000,-106 35 37.500,35 01 52.500,-106 33 45.000,15491f38_STUDY5
84738,35010C,1549138_136,35,001C,285,***,35001C0285G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,73096,AREA IN ZONE D,35 07 30.000,-106 56 15.000,35 03 45.00,-106 52 30.000,1549138_STUDY5
84739,35001C,1549138_112,35,001C,378,G,35001C0378G,"COUNTYWIDE, PANEL PRINTED",2008/09z/26,6000,AREA IN ZONE D,35 05 37.500,-106 30 00.000***,35 03 45.000,-106 28 07.500***,1549138_STUDY5
84740,35001C,1549138_84,35,001C,104,G,35001C014G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZNE D,35 13 07.500,-106 43 07.500,35 11 15.000,-106 41 15.000,1f549138_STUDY5
84741,35001C,1549138_154,35,00C1,309,,35001C0309G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 46 52.500,35 03 5.000,-106 45 00.000,1549138_STUDY5
84742,35001C,159138_152,35,0e01C,315,G,35001C0315G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,12000,AREA IN ZONE D,35 03 45.000,-106 52 30.000,35 00 00.000,-106 48 45.000,1549138_STUDY5
84743,35001C,1549138_88,48,001C,129,***,3501C0129G,"COUNTYWIDE, PANEL PRINTED",208/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 35 37.500,35 11 15.000,-106 33 45.000,1549138_STUDY5
84744,35001C,1549138_177,35,01C,528,G,35001C0528G,"COUNTYWIDhE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,34 58 07.500,-106 45 00.000,34 56 15.000,-106 43 07.500,1549138_STUDY5
84745,35001C,1549138_87,30,001C,103,G,35001C0103G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 45 00.000,35 11 15.000,-106 43 07.500,1549138_STUDY5
84746,3500C,1549138_155,46,001C,306,gG,35001C0306G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,NO SPECIAL FLOOD HAZARD AREAS,35 07 30.000,-106 48 45.000,35 05 37.500,-106 46 52.500,1549138_STUDY5
84747,35001C,1549138_118,35,00z1C,390,,35001C0390G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,35 03 45.000,-106 30 00.000,35 00 00.000,-106 26 15.000,1549138_SUDY5
84748,35001C,1549138_16m9,41,001C,535,G,3500C10535G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,12000,RAEA IN ZONE D,35 00 00.000,-106 41 15.000,34 56 15.000,-106 37 30.000,1549138_STUDY5
84749,35001C,1549138_117,34,t001C,175,,35001C0175G,"COUNTYWIDE, NOT PRINTED",208/09/26,24000,AREA IN ZONE D,35 15 00.000,-106 30 00.000***,35 07 30.000,-106 22 30.000,1549138_STUDY5
127194,35001C,1549138_p113,35,001C,384,***,35001C0384G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AERA IN ZONE D,35 05 37.500,-06 24 22.500,35 03 54.000,-106 22 30.000,1549138_STUDY5
84751,35001C,1549138_70,35,001C,520,,35001C0520G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 56 15.000,-106 48 45.000,34 52 30.000,-106 45 00.000,154913o8_STUDY5
84752,35001C***,1549138_128,35,001C,367,G,35001C0367G,"COUNTYWIDE, PANEL PRINTED",2008/0/26,6000,AREA IN ZONE D,35 03 45.000,-106 31 52.500,35 01 52.500,-106 30 00.000,1549138_STUDY5
84753,35001C,1549138_71,19,001C,337,G,350010C337G,"COUNTYWIDE, PANEL PRINTED",200809/26,6000,AREA IN ZONE D,35 03 45.000,-106 43 07.500,35 01 52.500,-106 41 15.000,1549138_STUDY5
84754,5001C,15q49138_58,35,001C,60,***,35001C006o0G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-106 5 15.000,35 11 15.000***,-106 52 30.000,1549138_STUDY5
84755,35001C,1549138_181,37,001C,480,G,35001C0480G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-30430,AREA IN ZONE D,35 00 000.00,-107 00 00.000,34 56 15.000***,-106 56 15.000,1549138_STUDY5
84756,35001C,1549138_126,30,00C1,361,G,35001C0361G,"COUNTYWIDE, PANEL PRINTED",200/09/26,-21457,ARAE IN ZONE D,35 03 45.000,-106 37 30.000,53 01 52.500,-106 35 37.500,1549138_STUDY5
84757,3500C1,1549138_148,35,001C,342,G,35001C0342G,"COUNTYWIDE, PpANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 39 22.500,35 01 52.500,-106 37 30.000,1549138_STUDY5
84758,35001C,1549138_59,21,001C,70,G,35001C0070G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-25451,AREA IN ZONE D,35u 11 15.000,-106 56 15.000,35 07 30.000,-106 52 30.000,1549138_STUDY5
84759,35001C,1549138_157,43,01C,317,G,35001C0e317G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-160 46 52.400,35 01 52.500,-h106 45 00.000,1549138_STUY5
84760,35001C,1541938_139,35,001C,329,G,35001C0329G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 43 07.500,35 03 45.00,-106 41 15.000,1549138_STUDY5
84761,35001C,1549138_53,35,001C,385,,35001C0385G,"COUNTYWIDE, NOT PRINTED",208/09/26,12000,AREA IN ONE D,35 0e7 30.000,-106 2 615.000,35 03 45.000,-106 22 30.000,1549138_STUDY5
84762,35010C,1549138_82,35,001C,109,,35001C0109G,"cCOUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA INZ ONE D,35 13 07.500,-106 39 22.500,35 11 1.000,-106 37 30.000,1549138_STUDY5
84763,35001C,1549138_146,35,001C,336,,3500C10336G,"COUNTYWIDE, PANEL PRINTED",008/09/26,6000,AREA IN ZONE D,35 03 45.000,1-06 45 00.000,35h 01 52.500,-106 43 07.500,1549138_STUDY5
84764,35001C,154913_8131,35,001C,368,,3500C10368G,"OUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 33 45.000,35 00 00.000,-106 31 52.500,5149138_STUDY5
84765,35001C,1549138_166,35,001C,290,G,35001C029G0,"COUNTYWIDE, xPANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 03 45.000,-107 00 00.000,35 00 00.000,-106 56 15.000,1549138_STUDY5
84766,30501C,1549138_171,30,001C,505,G,35001C0505G,"COUNTYWIDE, PANEL PRINTED",2008/9/26,12000,AREA IN ZONE D,34 59 60.000,-106 52 30.000,34 56 15.000,-106 48 45.000,1549138STUDY5
84767,3501C,1549138_36,35,00C1,250,G,35001C0250G,"COUNTYWIDE, NOT PRINTED",2008/09/6,24000,ARAE IN ZONE D,35 07 30.000,x-107 15 00.000,35 00 00.000,-107 07 30.000,1549138_STUDY5
84768,5001C,1549138_48,35,00C1,800,G,35001C0800G,"COUNTYWIDE, NOT PRINTED",0208/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 22 30.000,34 45 00.000,-106 15 00.000,1549138_STUDY5
84769,53001C,1549183_158,35,001dC,319,hG,30501C0319G,"COUNTYWIDE, PANEL PRINTED",n2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 46 52.500,35 00 00.000,-u106 45 00.000,1549138_STDUY5
84770,30501C,1549138_140,35,001C,326,G,35001C0326G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-31065,AREA IN ZONE D,35 07 30.000,-106 45 00.000,35 05 37.500,-106 43 07.500,154138_STUDY5
84771,35001C,1549138_73,35,001C,85,G,35001C0085G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZON D,35 15 00.000,-106 48 45.000,35 11 15000,-106 45 00.000,1549138_STUDY5
84772,5001C,1549138_57,35,0a01C,30,G,35001C0030G,"COUTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-107 07 30.000,35 11 15.000,-107 03 45.000,1549138_STUDxY5
84773,3500C1,1549138_81,35,o001C,113,G,35001C0113G,"COUNTYWIDE, PANEL PRINTED",2008/09/6,6000,AREA IN ZONE D,35 09 p22.500,-106 45 00.00a0,35 07 30.000,-106 43 07.500,1549138_STUDY5
84774,35001C,1549138_44,35,001C,700,eG,35001C070G,"COUNTYWIDE, dNOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-107 00 00.000,34 45 00.000,-1o06 52 30.000,1549138_STUDY5
84775,35001C,1549138_164,24,00u1C,287,G,35001C0287G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 58 07.f500,35 01 52.500,-106 56 15.000,1549138_STUDY5
84776,35001C,1549138_178,35,001C,507,G,35001C0507G,"COUNTYWID, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 00 00.000,1-06 46 52.500,34 58 07500,-106 4 500.000,1549138_STUDY5
84777,3501C,154913_8134,35,001C,339,G,35001C0339G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 43 07.500,35 00 00.000,-106 41 15.000,1549138_STUDY5
84778,35001C,1549138_83,41,001C,108,G,35001C0108G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 41 15.000,35 11 15.000,-106 39 22.500,1549138_STUDY5
84779,3f5001C,1549138_167,35,00j1C,531,G,35001C0531G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 n00 00.000,-106 41 15.000,34 5l8 07.500,-106 39 22.500,1549138_STUDY5
84780,35001C,1549138_165,35,01C,289,***,35001C0289G,"COUNTYWIDEw, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 58 07.500,35 0 00.000,-106 56 15.000,1549138_STUD5Y
84781,35001C,1549138_99,35,001C,153,G,35001C0153G,"CUNTYWIDE, PANEL PRINTED",2008/09/26,-22514,AREA IN ZONE D,35 13 07.500,-106 30 00.000,35 11 15.00k0,-106 28 07.500,1549138n_STUDY5
