CITY,LIBRARY NAME,POPULATION,ASSOCIATED SYSTEM,SYSTEM HEADQTRS, MAILING ADDRESS,ZIP CODE,LIBRARY CONTACT,PHONE,FAX,EMAIL,URL,COUNTY,HOURS,CONG DIST,LIBRARY ADDRESS
Pryor,Thomas J Harrison Public Library,9565,,,505 E Graham,74361,Susan Newberry,(918) 825-0777,(918) 825-0856,newberrys@pryorlibrary.org,http://www.pryor.okpls.org/,Mayes,"Mon, Thu 1-9; Tue, Wed, Fri 9-5; Sat 9-12",4,"505 E Graham
Pryor, OK 74361
(36.30679950700045, -95.31298175399968)"
Purcell,Purcell Public Library,6006,Pioneer Library System,,919 N 9th ST,73080,Peggy Cook,(405) 527-5546,(405) 527-7140,peggy@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,McClain,Mon-Thu 9-7; Fri 9-6; Sat 9-5; Sun 1-5,2,"919 N 9th ST
Purcell, OK 73080
(35.02406121800044, -97.37096109199967)"
Red Oak,Red Oak Reading Center,581,Southeastern Public Library System of Oklahoma,,PO Box 470,74563,Phyllis Whitworth,(918) 754-2832,,,http://www.sepl.lib.ok.us,Latimer,Tue 10-4; Thu 3-5,4,"PO Box 470
Red Oak, OK 74563
(34.94861227300049, -95.08360753599965)"
Ringling,Gleason Memorial Library,1043,,,101 E Main,73456,Diane McCornack,(580) 662-2925,(580) 662-2525,gleasonmemorial@att.net,http://www.gleasonlibrary.okpls.org/,Jefferson,Mon 9-1; Tue-Thu 1-6; Fri 9-1,4,"101 E Main
Ringling, OK 73456
(34.17839612700044, -97.59247992399969)"
Rush Springs,Glover Spencer Memorial Library,1246,,,PO Box 576,73082,Tom Gashlin,(580) 476-2108,(580) 476-2129,director@glover.lib.ok.us,http://www.glover.lib.ok.us,Grady,"Mon, Wed-Fri 12-5; Tue 12-7; Sat 9-12",3,"100 S 6th ST
Rush Springs, OK 73082
(34.78263188000045, -97.9605347749997)"
Salina,Salina Public Library,1403,,,PO Box 366,74365,Lou Ella Martin,(918) 434-8001,,lmartin274@yahoo.com,,Mayes,Tue 12-7; Wed-Fri 10-5; Sat 9-12,2,"420 E Ferry ST
Salina, OK 74365
(36.29288338400045, -95.14926053499966)"
Sallisaw,Stanley Tubbs Memorial Library,8874,Eastern Oklahoma District Library System,,101 E Cherokee,74955,Bethia Owens,(918) 775-4481,(918) 775-4129,bowens@eodls.org,http://www.eodls.lib.ok.us/sallisaw.html,Sequoyah,"Mon, Thu 9-8; Tue, Wed 9-6; Fri 9-5; Sat 9-1",1,"101 E Cherokee
Sallisaw, OK 74955
(35.46053378500045, -94.79019959299967)"
Sand Springs,Charles Page Library,19140,Tulsa City-County Library System,,551 E 4th ST,74063,Mark Carlson,(918) 549-7521,(918) 549-7524,mcarlson@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,"Mon-Thu 10-8; Fri, Sat 10-5",1,"551 E 4th ST
Sand Springs, OK 74063
(36.14097578700046, -96.10234083799969)"
Sand Springs,Pratt Library,19140,Tulsa City-County Library System,,3219 S 113th W AVE,74063,Chris Lair,(918) 549-7638,(918) 549-7641,clair@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,"Mon-Thu 10-8; Fri, Sat 10-5",1,"3219 S 113th W AVE
Sand Springs, OK 74063
(36.11633031200046, -96.1190384739997)"
Sapulpa,Bartlett-Carnegie Public Library,20691,,,27 W Dewey,74066,Martha Stalker,(918) 224-5624,(918) 224-3546,BartlettCarnegie@sapulpa.lib.ok.us,http://www.sapulpa.okpls.org/,Creek,"Mon, Thu 9-6; Tue, Wed 9-8; Fri 9-5; Sat 10-2",3,"27 W Dewey
Sapulpa, OK 74066
(35.99860765900047, -96.11466567699966)"
Sayre,Sayre Public Library,4397,,,113 E Poplar,73662,Darla Rarden,(580) 928-2641,(580) 928-1189,sayrepl1@sayre.lib.ok.us,http://www.sayre.lib.ok.us/,Beckham,"Mon, Thu 12-7; Tue, Wed, Fri 10-5; Sat 9-12",3,"113 E Poplar
Sayre, OK 73662
(35.29353781800046, -99.6390006689997)"
Seiling,Seiling Public Library,870,Western Plains Library System,,PO Box 116,73663,Wanda Moldrup,(580) 922-4259,(580) 922-4259,seiling.public@wplibs.com,http://www.wplibs.com,Dewey,"Tue, Wed 11-6; Thu 12-6; Fri 11-5; Sat 9-1",5,"211 Main ST
Seiling, OK 73663
(36.147280424000485, -98.92455433099968)"
Seminole,Seminole Public Library,7434,,,424 N Main,74868,Linda Fox,(405) 382-4221,(405) 382-0050,libdirector51@yahoo.com,,Seminole,Mon-Thu 8:30-6; Fri 8:30-5; Sat 8:30-12:30,3,"424 N Main
Seminole, OK 74868
(35.226795627000456, -96.66848596599965)"
Sentinel,Sentinel Public Library,896,Western Plains Library System,,PO Box 178,73664,Janet McEwen,(580) 393-2244,(580) 393-2244,sentinel.public@wplibs.com,http://www.wplibs.com,Washita,"Tue, Wed 1-6; Fri 12-5",3,"210 E Main ST
Sentinel, OK 73664
(35.15829556600045, -99.17682805799967)"
Shattuck,Shattuck Public Library,1324,,,PO Box 129,73858,Judy Abbott,(580) 938-5104,(580) 938-5013,shattpl@pldi.net,http://www.shattuck.okpls.org/,Ellis,"Mon, Thu 10-6; Tue, Wed 10-5",5,"101 S Main
Shattuck, OK 73858
(36.27594040500048, -99.88159498899967)"
Shawnee,Shawnee Public Library,30212,Pioneer Library System,,101 N Philadelphia,74801,Karen Bays,(405) 275-6353,(405) 273-0590,kbays@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Pottawatomie,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-5,3,"101 N Philadelphia
Shawnee, OK 74801
(35.32757064200047, -96.91953709899968)"
Shidler,Shidler Public Library,520,,,PO Box 162,74652,Billie Jones,(918) 793-4171,,,,Osage,Tue-Thu 9-12 & 1-5; Fri 9-12,1,"N 4th &amp; Cosden
Shidler, OK 74652
(36.840032273000475, -96.67613895199969)"
Skiatook,Skiatook Library,7389,Tulsa City-County Library System,,316 E Rogers BLVD,74070,Michelle Beckes,(918) 549-7676,(918) 549-7679,mbeckes@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,Mon 12-8; Tue-Thu 10-6; Fri-Sat 11-5,3,"316 E Rogers BLVD
Skiatook, OK 74070
(36.36851093900049, -95.99854864699967)"
Snyder,Snyder Public Library,1509,,,805 E ST,73566,Dee Richardson,(580) 569-4572,,,,Kiowa,Tue-Fri 1:30-6,1,"805 E ST
Snyder, OK 73566
(34.65766647500044, -98.95190272999969)"
Spiro,Spiro Public Library,2174,Southeastern Public Library System of Oklahoma,,208 S Main ST,74959,Glenda Stokes,(918) 962-3461,(918) 962-5320,stokes@oklibrary.net,http://www.oklibrary.net/spiro,LeFlore,Tue-Fri 9-6; Sat 9-2,2,"208 S Main ST
Spiro, OK 74959
(35.23985265300047, -94.62113514899966)"
Stigler,Stigler Public Library,2694,Southeastern Public Library System of Oklahoma,,402 NE 6th,74462,Lola Hill,(918) 967-4801,(918) 967-4470,lolah@oklibrary.net,http://www.sepl.lib.ok.us,Haskell,Mon-Thu 9-7; Fri 9-5; Sat 9-2,3,"402 NE 6th
Stigler, OK 74462
(35.25566412800049, -95.11856924499966)"
Stillwater,Stillwater Public Library,46048,,,1107 S Duck,74074,Lynda Reynolds,(405) 372-3633,(405) 624-0552,lreynolds@stillwater.org,http://library.stillwater.org/,Payne,"Mon-Thu 9-9; Fri, Sat 9-6; Sun 1-5",2,"1107 S Duck
Stillwater, OK 74074
(36.109611402000496, -97.06263627799967)"
Stilwell,Stilwell Public Library,3937,Eastern Oklahoma District Library System,,5 N 6th ST,74960,Karen George,(918) 696-7512,(918) 696-4007,kgeorge@eodls.org,http://www.eodls.lib.ok.us/stilwell.html,Adair,Mon-Fri 9-5:30; Sat 9-1,2,"5 N 6th ST
Stilwell, OK 74960
(35.81532197100046, -94.63328962399964)"
Strang,Strang Community Library,100,,,PO Box 12,74367,Janice Evans,(918) 593-2350,,,,Mayes,,4,"PO Box 12
Strang, OK 74367
(36.42332017400048, -95.09972750699967)"
Stratford,Chandler-Watts Memorial Library,1518,,,PO Box 696,74872,Leesa Hector,(580) 759-2684,(580) 759-3121,lhector@stratford.k12.ok.us,,Garvin,"Mon, Thu 8-6; Tue, Wed, Fri 8-4",3,"340 N Oak
Stratford, OK 74872
(34.794120561000454, -96.9592889439997)"
Stroud,Stroud Public Library,2680,,,PO Box 599,74079,Marsha Morgan,(918) 968-2567,(918) 968-4700,stroudlib@yahoo.com,http://www.cityofstroud.com,Lincoln,"Mon, Tue 9-1 & 2-6; Wed-Fri 9-1 & 2-5; Sat 9-12",4,"301 W 7th
Stroud, OK 74079
(35.75327823300046, -96.65674030599968)"
Sulphur,Mary E. Parker Memorial Library,4956,Chickasaw Regional Library System,,500 W Broadway,73086,Jana Lynn Rupe,(580) 622-5807,(580) 622-6395,sulphur@crlsok.org,http://www.crlsok.org,Murray,Mon-Thu 11:30-5:30; Fri 11:30-2:30;  Sat 10-1,2,"500 W Broadway
Sulphur, OK 73086
(34.50642877100046, -96.97285603999967)"
Tahlequah,Tahlequah Public Library,16021,Eastern Oklahoma District Library System,,120 S College,74464,Robin Mooney,(918) 456-2581,(918) 458-0590,rmooney@eodls.org,http://www.tahlequah.lib.ok.us,Cherokee,Mon-Thu 9-8; Fri 9-6; Sat 9-1,2,"120 S College
Tahlequah, OK 74464
(35.91352614600049, -94.97244196499969)"
Talala,Talala Public Library,277,,,PO Box 52,74080,Marianne Henderson,(918) 275-4540,(918) 275-4540,hmarianne73@yahoo.com,,Rogers,"Mon, Tue 10-2 & 6:30-8:30; Wed - Fri 10-2",2,"104 W Watova
Talala, OK 74080
(36.53089458000045, -95.70119997399968)"
Talihina,Talihina Public Library,1120,Southeastern Public Library System of Oklahoma,,"Route 1, Box 1124",74571,Lee Toliver,(918) 567-2002,(918) 567-2921,toliver@oklibrary.net,http://www.oklibrary.net/talihina,LeFlore,Tue-Fri 9-6; Sat 10-4,5,"900 Second ST
Talihina, OK 74571
(34.75580655800047, -95.04156413699968)"
Tecumseh,Tecumseh Public Library,6537,Pioneer Library System,,114 N Broadway,74873,Beth Lyle,(405) 598-5955,(405) 598-5416,bethlyle@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Pottawatomie,Mon-Thu 10-7; Fri 10-6; Sat 10-1; Sun 1-5,3,"114 N Broadway
Tecumseh, OK 74873
(35.25812041900048, -96.93681408099968)"
Texhoma,Texhoma City Public Library,935,,,PO Box 647,73949,Lula Belle Hollis,(580) 423-7150,,,http://www.texhoma.us/library.htm,Texas,Tue 9-12 & 1-5,5,"PO Box 647
Texhoma, OK 73949
(36.50469343800046, -101.78331924699967)"
Thomas,Hazel Cross Library,1172,Western Plains Library System,,PO Box 410,73669,Tonya Baldwin,(580) 661-3532,(580) 661-3532,hazel.cross@wplibs.com,http://www.wplibs.com,Custer,"Tue, Thu 11-6; Wed 9-2:30; Fri 11-5; Sat 9-1",4,"115 W Broadway
Thomas, OK 73669
(35.74392850400045, -98.74837087199967)"
Tipton,Tipton Municipal Library,882,,,PO Box 340,73570,Susie Boyd,(580) 667-5268,,,,Tillman,Wed 9-4,2,"PO Box 340
Tipton, OK 73570
(34.507450830000494, -99.1131699819997)"
Tishomingo,Johnston County Library,3081,Chickasaw Regional Library System,,116 W Main,73460,Michael Henthorn,(580) 371-3006,(580) 371-0042,tishomingo@crlsok.org,http://www.crlsok.org,Johnston,Mon-Thu 11:30-5:30; Fri 11:30-2:30;  Sat 10-1,3,"116 W Main
Tishomingo, OK 73460
(34.234794098000464, -96.67750533099968)"
Tonkawa,Tonkawa Public Library,3189,,,216 N 7th,74653,Elda Moore,(580) 628-3366,(580) 628-3688,e_moore_us@Yahoo.com,http://www.tonkawalibrary.okpls.org/,Kay,"Mon, Tue, Thu, Fri 10-6; Wed 12-7; Sat 10-1",3,"216 N 7th
Tonkawa, OK 74653
(36.67999320300049, -97.30856824799969)"
Tryon,Tryon Public Library,490,,,PO Box 65,74875,Wanda Sullivan,(918) 374-2220,(918) 374-2228,tlibrary@brightok.net,,Lincoln,"Mon 9-2; Tue, Wed 9-2 & 5-6",1,"25 S Main ST
Tryon, OK 74875
(35.86942654800049, -96.96388549499966)"
Tulsa,Tulsa City-County Library System,603403,,Yes,400 Civic CTR,74103,Gary Shaffer,(918) 549-7323,(918) 549-7370,gshaffer@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Mon-Thu 9-9; Fri, Sat 9-5; Sun 1-5 in Sept-Apr",1,"400 Civic CTR
Tulsa, OK 74103
(36.15018158100048, -95.99361031599966)"
Tulsa,Judy Z. Kishner Library,1054,Tulsa City-County Library System,,PO Box 696,74073,Karen Suzi Smith,(918) 549-7577,(918) 549-7580,ssmith@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,Mon-Tue 12-7; Wed 10-5; Thu 12-7; Fri 12-5; Sat 10-5,2,"10150 N Cincinnati AVE E
Tulsa, OK 74073
(36.30105581000049, -95.99164459299965)"
Tulsa,Schusterman-Benson Library,396466,Tulsa City-County Library System,,3333 E 32nd PL,74135,Brad Thomas,(918) 549-7670,(918) 549-7672,bthomas@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Mon-Thu 10-8; Fri, Sat 10-5",1,"3333 E 32nd PL
Tulsa, OK 74135
(36.116110138000465, -95.9398213939997)"
Tulsa,Hardesty Regional Library,396466,Tulsa City-County Library System,,8316 E 93rd ST,74133,Emily Taylor,(918) 549-7550,(918) 549-7559,etaylor@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-5,1,"8316 E 93rd ST
Tulsa, OK 74133
(36.02770275200049, -95.88386672699966)"
Tulsa,Martin Regional Library,396466,Tulsa City-County Library System,,2601 S Garnett RD,74129,Amy Stephens,(918) 549-7590,(918) 549-7598,astephe@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-5,1,"2601 S Garnett RD
Tulsa, OK 74129
(36.126541972000496, -95.85108266699967)"
Tulsa,Maxwell Park Library,396466,Tulsa City-County Library System,,1313 N Canton,74115,Rosy Lindh,(918) 549-7610,(918) 549-7613,rlindh@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Fri 10-6,1,"1313 N Canton
Tulsa, OK 74115
(36.17375059800048, -95.91907318599965)"
Tulsa,Nathan Hale Library,396466,Tulsa City-County Library System,,6038 E 23rd ST,74114,Bobbie Bridgewood,(918) 549-7617,(918) 549-7620,bbridge@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon 10-8; Tue-Thu 10-6; Fri-Sat 10-5,1,"6038 E 23rd ST
Tulsa, OK 74114
(36.129858621000494, -95.90601010399968)"
Tulsa,Peggy V. Helmerich Library,396466,Tulsa City-County Library System,,5131 E 91st ST,74137,Marilyn Neal,(918) 549-7631,(918) 549-7634,mneal@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Mon-Thu 10-8; Fri, Sat 10-5",1,"5131 E 91st ST
Tulsa, OK 74137
(36.03188640100046, -95.91931349699968)"
Tulsa,Rudisill Regional Library,396466,Tulsa City-County Library System,,1520 N Hartford,74106,Keith Jemison,(918) 549-7645,(918) 549-7648,kjemison@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Mon-Thu 9-9; Fri, Sat 9-5; Sun 1-5",1,"1520 N Hartford
Tulsa, OK 74106
(36.17801636100046, -95.98454979399969)"
Tulsa,Brookside Library,396466,Tulsa City-County Library System,,1207 E 45th PL,74105,Kathy Doss,(918) 549-7507,(918) 549-7510,kdoss@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Thu 10-8; Fri 10-6; Sat 10-5,1,"1207 E 45th PL
Tulsa, OK 74105
(36.09838760700046, -95.97698825099968)"
Tulsa,Kendall-Whittier Library,396466,Tulsa City-County Library System,,21 S Lewis,74104,David Nofire,(918) 549-7584,(918) 549-7587,dnofire@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Mon-Thu 10-8; Fri, Sat 10-5",1,"21 S Lewis
Tulsa, OK 74104
(36.15872057500047, -95.95815659699969)"
Tulsa,Central Library,396466,Tulsa City-County Library System,,400 Civic CTR,74103,Suanne Wymer,(918) 549-7323,(918) 549-7416,swymer@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Closed for renovation, will re-open Fall 2015",1,"400 Civic CTR
Tulsa, OK 74103
(36.15018158100048, -95.99361031599966)"
Tulsa,Herman & Kate Kaiser Library,396466,Tulsa City-County Library System,,5202 S Hudson AVE STE B,74135,Buddy Ingalls,(918) 549-7542,(918) 549-7545,bingall@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Thu 10-8; Fri 10-6; Sat 10-5,1,"5202 S Hudson AVE, STE B
Tulsa, OK 74135
(36.088025218000496, -95.91342379799966)"
Tulsa,Zarrow Regional Library,396466,Tulsa City-County Library System,,2224 W 51 ST,74107,Barry Hensley,(918)-549-7683,(918) 549-7687,bhensley@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,"Mon-Thu 9-9; Fri, Sat 9-5; Sun 1-5",1,"2224 W 51 ST
Tulsa, OK 74107
(36.08983551300048, -96.0174551079997)"
Tulsa,Genealogy Center,396466,Tulsa City-County Library System,,,74133,Kathy Huber,(918) 549-7550,(918) 549-7559,khuber@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,"Mon-Thu 9-9; Fri, Sat 9-5; Sun 1-5",1,"8316 E 93rd ST
Tulsa, OK 74133
(36.02770275200049, -95.88386672699966)"
Tulsa,Suburban Acres Library,396466,Tulsa City-County Library System,,4606 N Garrison AVE,74126,Sherrie Wallace,(918) 594-7655,(918) 549-7658,swallac@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Thu 10-6; Fri-Sat 11-5,2,"4606 N Garrison AVE
Tulsa, OK 74126
(36.220652129000484, -95.98677696699968)"
Tulsa,Librarium,396466,Tulsa City-County Library System,,1110 S Denver AVE,74119,Sherri Stanford,(918) 549-7349,(918) 549-7348,slstanfo@tulsalibrary.org,http://www.tulsalibrary.org/,Tulsa,Mon-Thu 10-8; Fri 10-6; Sat 10-5,,"1110 S Denver AVE
Tulsa, OK 74119
(36.14510105000045, -95.99234457899968)"
Valliant,Mattie Terry Public Library,756,Southeastern Public Library System of Oklahoma,,PO Box 630,74764,Elaine Smith,(580) 933-4883,(580) 933-5532,vesmith@oklibrary.net,http://www.oklibrary.net/valliant,McCurtain,"Tue, Thu 10-6; Wed, Fri 10-5; Sat 10-3",2,"311 N Johnson
Valliant, OK 74764
(34.00508024600049, -95.08948338399966)"
Village,Village Library,9103,Metropolitan Library System,,10307 N Pennsylvania,73120,Emily Canniff,(405) 755-0710,(405) 606-3502,ecanniff@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,3,"10307 N Pennsylvania
Village, OK 73120
(35.57519685700049, -97.54931143899967)"
Vinita,Vinita Public Library,5761,,,215 W Illinois AVE,74301,Susan Walters,(918) 256-2115,(918) 256-2309,staff@vinita.lib.ok.us,http://www.vinitapl.okpls.org,Craig,"Mon, Thu 11-7; Tue-Wed, Fri 11-6; Sat 12-3",1,"215 W Illinois AVE
Vinita, OK 74301
(36.63928348000047, -95.15596549599968)"
Wagoner,Wagoner City Public Library,8436,,,302 N Main,74467,Janie Barnett,(918) 485-2126,(918) 485-0179,libraryjanie@yahoo.com,http://www.wagoner.lib.ok.us,Wagoner,Mon-Thu 9-6; Fri 9-5; Sat 9-4,4,"302 N Main
Wagoner, OK 74467
(35.96171207700047, -95.37675682999969)"
Walters,Walters Public Library,2545,,,PO Box 485,73572,Gina Suson,(580) 875-2006,(580) 875-2023,walterspublib@gmail.com,,Cotton,Mon-Fri 11-5:30; Sat 10-1,2,"202 N Broadway
Walters, OK 73572
(34.35669117500049, -98.30919417599966)"
Warner,Warner Public Library,1641,Eastern Oklahoma District Library System,,PO Box 120,74469,Peggy Matthews,(918) 463-2363,(918) 463-2711,pmatthews@eodls.org,http://www.eodls.lib.ok.us/warner.html,Muskogee,Tue-Fri 9-5:30; Sat 9-12,5,"207 8th ST
Warner, OK 74469
(35.49335010900046, -95.30903883699966)"
Warr Acres,Warr Acres Library,10238,Metropolitan Library System,,5901 NW 63rd,73132,Barbara Beasley,(405) 721-2616,(405) 606-3534,bbeasley@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,"Mon-Thu 9-9; Fri 9-6, Sat 9-5; Sun 1-6",3,"5901 NW 63rd
Warr Acres, OK 73132
(35.536837586000445, -97.61910980299967)"
Watonga,Watonga Public Library,3004,,,301 N Prouty,73772,Terri Crawford,(580) 623-7748,(580) 623-7747,bookwoman@watonga.lib.ok.us,http://www.watongapl.okpls.org/,Blaine,Mon-Fri 9-6; Sat 9-1,4,"301 N Prouty
Watonga, OK 73772
(35.846650690000445, -98.41438979599968)"
Waurika,Waurika Public Library,2075,,,203 S Meridian,73573,Amy Ann Watkins,(580) 228-3274,(580) 228-2907,amyann_watkins@yahoo.com,http://www.waurika.net/library,Jefferson,Mon 9-4:30; Tue 9-7; Wed-Fri 9-4:30; Sat 9-12,3,"203 S Meridian
Waurika, OK 73573
(34.16302409500048, -97.99970976699967)"
Waynoka,Waynoka Public Library,915,,,1659 Cecil,73860,JoAnne Bellmon,(580) 824-6181,(580) 824-0282,waynokalibrary@hotmail.com,http://www.waynokapl.okpls.org/,Woods,Mon-Fri 1:30-5:30,3,"1659 Cecil
Waynoka, OK 73860
(36.585537899000485, -98.88067814799967)"
Weatherford,Weatherford Public Library,10939,Western Plains Library System,,219 E Franklin,73096,Tara Jaronek,(580) 772-3591,(580) 772-3591,weatherford.public@wplibs.com,http://www.wplibs.com/,Custer,Mon-Thu 9-7; Fri-Sat 9-5; Sun 1-5,2,"219 E Franklin
Weatherford, OK 73096
(35.527148207000494, -98.7059940209997)"
Westville,John F. Henderson Public Library,1635,Eastern Oklahoma District Library System,,PO Box 580,74965,Sue Ann Ghormley,(918) 723-5002,(918) 723-3400,sghormley@eodls.org,http://www.eodls.lib.ok.us/westville.html,Adair,Mon-Fri 9-5:30; Sat 9-12,2,"116 N Williams
Westville, OK 74965
(35.99373382600049, -94.5748160819997)"
Wetumka,Wetumka Public Library,1266,,,202 N Main,74883,Joan Hill,(405) 452-3785,(405) 452-5825,joanhill29@gmail.com,,Hughes,"Mon, Tues 2-6; Wed-Fri 1-5",5,"202 N Main
Wetumka, OK 74883
(35.23850561800049, -96.24167906499969)"
Wewoka,Wewoka Public Library,3406,,,118 W 5th ST,74884,Carolyn Trimble,(405) 257-3225,(405) 257-5049,cjtrimb@yahoo.com,,Seminole,Mon-Fri 9:30-5:30; Sat 9-12,2,"118 W 5th ST
Wewoka, OK 74884
(35.15455327800049, -96.49292106699966)"
Wilburton,Latimer County Public Library,2843,Southeastern Public Library System of Oklahoma,,301 W Ada,74578,Latoyah Pendergraft,(918) 465-3751,(918) 465-4287,pendergraft@oklibrary.net,http://www.oklibrary.net/wilburton,Latimer,Mon 9-6; Tue-Thu 10-6; Fri 10-5; Sat 10-3,4,"301 W Ada
Wilburton, OK 74578
(34.919828176000465, -95.31379041999969)"
Wilson,Wilson Public Library,1745,Chickasaw Regional Library System,,1087 U.S. Highway 70-A,73463,Betty Manley,(580) 668-2486,(580) 668-9280,wilson@crlsok.org,http://www.crlsok.org,Carter,Mon-Thu 11:30-5:30; Fri 11:30-2:30;  Sat 10-1,2,"1087 U.S. Highway 70-A
Wilson, OK 73463
(34.16568138700046, -97.42198956099969)"
Wister,Wister Public Library,1107,Southeastern Public Library System of Oklahoma,,211 Plum ST,74966,Leslie Langley,(918) 655-7654,(918) 655-3267,langley@oklibrary.net,http://www.oklibrary.net/wister,LeFlore,Tue-Fri 10-6; Sat 9-2,3,"211 Plum ST
Wister, OK 74966
(34.967205039000476, -94.72454945399966)"
Woodward,Woodward Public Library,11944,,,1500 W Main,73801,Connie Terry,(580) 254-8544,(580) 254-8546,cterry@woodward.lib.ok.us,http://www.woodwardlibrary.okpls.org,Woodward,Mon-Thu 9-7; Fri 9-5; Sat 9-4,4,"1500 W Main
Woodward, OK 73801
(36.42634429900045, -99.39887581899967)"
Wynnewood,Wynnewood Public Library,2203,,,108 N Dean McGee,73098,Debbie Daugherty,(405) 665-2512,(405) 665-4619,wynnelib@wynnewood.lib.ok.us,,Garvin,"Mon, Wed, Fri 9-12 & 1-5; Tue, Thu 9-12 & 1-6; Sat 9-12",3,"108 N Dean McGee
Wynnewood, OK 73098
(34.64388400200045, -97.16421776399966)"
Yale,Yale Public Library,1237,,,213 N Main,74085,Nancy Griffin,(918) 387-2135,(918) 387-2616,ngriffin@yaleok.org,,Payne,Mon 10-7; Tue-Fri 10-5:30; Sat 9-12,2,"213 N Main
Yale, OK 74085
(36.11535047400048, -96.69912350499965)"
Yeager,Yeager Public Library,67,,,"2815 7th ST, Holdenville",,Margie Crump,(405) 379-2049,,,,Hughes,"Mon, Wed, Fri 4-7; Sat 2-6",3,"2815 7th ST, Holdenville
Yeager, OK 74848-9746
(35.15741570200049, -96.33699961099967)"
Yukon,Mabel C. Fry Public Library,23491,,,1200 Lakeshore DR,73099,Sara Schieman,(405) 354-8232,(405) 350-7928,sschieman@cityofyukonok.gov,http://www.yukon.lib.ok.us,Canadian,Mon-Thu 9:30-9; Fri 9:30-5; Sat 9:30-2,3,"1200 Lakeshore DR
Yukon, OK 73099
(35.50784533200044, -97.7232838059997)"
