OBJECTID,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,MATERIAL,MODEL_TYPE,ASSET_HEIGHT,ASBLT,INSTALL_DATE,COMMENTS,CATEGORY,STYLE,CURRENT_STATUS,CURRENT_STATUS_DATE,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,OWNERSHIP_DATE,ADDDTTM,MODDTTM,MAINTAINED_BY,LAST_ASSET_VERIFICATION_DATE,MAINTENANCE_FINANCIAL_RESP,MAINTENANCE_AGREEMENT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,LOG_COMMENT_1,LOG_COMMENT_2,LOG_COMMENT_3,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,ATTACHMENT_10,NUM_ATTACHMENTS,DATE_MVW_LAST_UPDATED,SHAPE_Length,SHAPE_Area
1289,764628,16,18485,RRX-085428U,RRX,NW 57TH ST BETWEEN 34TH AVE NW AND 37TH PL NW CROSSING 2 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,"NW 57th St; Flooding near track structure under bridge; likely City of Seattle ownership",RRX-UNDER,RRX-NONE,INSVC,2019/09/19 00:00:00+00,GOOD,2019/09/19 00:00:00+00,MULTIPLE,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_W_57th_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085428U_INspPhotos_20150712.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085428U_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_W_61st_St..pdf,,,8,2023/09/26 19:13:07+00,153.025097814095,-1528.21603454519
1290,764629,16,18544,RRX-085429B,RRX,NW 61ST ST BETWEEN 36TH AVE NW AND 38TH AVE NW CROSSING 2 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,"NW 61st St; Paint chipping under bridge. Signage should be improved to ensure visibility, since it's in the middle of road curve.",RRX-OVER,RRX-NONE,INSVC,2019/09/19 00:00:00+00,POOR,2019/09/19 00:00:00+00,MULTIPLE,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_NW 60th St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085429B_InspPhotos_20150712.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085429B_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_W_61st_St..pdf,,,8,2023/09/26 19:13:07+00,113.843222633352,-954.586843074739
1291,764812,16,269736,RRX-809541S,RRX,S ALASKA ST BETWEEN UTAH AVE S AND DEAD END 2 CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"Utah Ave S/S Alaska; WB traffic has xbuck no tape, stop sign, ENS sign. EB traffic has xbuck no tape,stop sign damaged with graffiti, ENS sign. 1 indy track AC/AC FAIR - some erosion but lines are intact. Not busy except for trucks. Track runs NB, SB down Utah Ave",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/05 00:00:00+00,FAIR,2019/08/05 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809541S_InspPhotos_20150716.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809541S_InspectRecord_20190805.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,,,,7,2023/09/26 19:13:07+00,121.680241179168,-763.496092585127
1292,764893,16,21542,RRX-809645Y,RRX,S WILLOW ST BETWEEN FOX AVE S AND EAST MARGINAL WAY S CROSSING 2 TRACKS,RRX-AC/PC,RRX-INDY,0,,,"S Willow St; Accurate on map. Uncertain what separates it from 809646F but I assume it's the track material. 2 indy tracks AC/PC GOOD - dirt should be cleaned up. 2 adjacent ENS signs. Stop sign for EB traffic.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/07 00:00:00+00,GOOD,2019/08/07 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809645Y_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809645Y_InspectRecord_20190807.pdf,,,,7,2023/09/26 19:13:07+00,153.018584468837,-1519.83117940441
1293,764894,16,21542,RRX-809646F,RRX,S WILLOW ST BETWEEN FOX AVE S AND EAST MARGINAL WAY S CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"S Willow St; Uncertain what separates it from 809645Y but I assume it's the track material. 1 indy track AC/AC POOR - pavement erosion, tracks are coming out of ground. WB traffic has xbuck with tape, ENS sign. EB traffic has xbuck with tape,ENS sign. Xbucks say ""3 tracks"" due to proximity to 809645Y. Steady flow of cars across both xings (Willow Street)",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/08 00:00:00+00,POOR,2019/08/08 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809646F_InspectRecord_20190808.pdf,,,,,6,2023/09/26 19:13:07+00,131.462627836928,-828.634516276671
1294,764907,16,8227,RRX-809698X,RRX,7TH AVE S BETWEEN S MYRTLE ST AND S ORCHARD ST CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"S Myrtle/7th Ave S; No train traffic, track runs along S Myrtle St. Looks very abandoned - both tracks disappear after xing. 1 indy track AC-? POOR - unkempt, material unknown. No signage. MOVED PIN - coordinates updated 8/8/19",RRX-ATGRDE,RRX-PASSVE,OUTSVC,2019/08/08 00:00:00+00,POOR,2019/08/08 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809698X_InspectRecord_20190808.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809698X_InspPhotos_20150721.pdf,,,,7,2023/09/26 19:13:07+00,87.4112369978725,-481.413481329157
1295,764655,16,20164,RRX-101033S,RRX,S HANFORD ST BETWEEN EAST MARGINAL ER WAY S AND COLORADO AVE S CROSSING 2 TRACKS,RRX-AC/AC,RRX-YARD,0,,,"Hanford St; Very busy with trucks. 2 yard tracks AC/AC GOOD - intact, clean surface. Tracks are under gate south of xing. No signage.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/09/03 00:00:00+00,GOOD,2019/09/03 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\101033S_InspPhotos_20150716.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101033S_InspectRecord_20190903.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Hanford_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\101033S_InspPhotos_20150721.pdf,,,8,2023/09/26 19:13:07+00,143.117780480224,-1219.84360676879
1296,764656,16,20164,RRX-101034Y,RRX,S HANFORD ST BETWEEN EAST MARGINAL ER WAY S AND COLORADO AVE S CROSSING 5 TRACKS,RRX-AC/RBR,RRX-YARD,0,,,"Active. 5 yard tracks. 2 gates for WB & EB traffic. 2 of 5 tracks are AC/RBR FAIR - some holes b/w rubber & pavement, overgrown grass. 2 tracks are AC/PC FAIR - abrased concrete. 1 track is AC/AC FAIR.  2 xbucks, no tape. Peds can walk across tracks but no markings separate cars from peds/cyclists (lots of bicycles in area)",RRX-ATGRDE,RRX-ACTVE,INSVC,2019/07/22 00:00:00+00,FAIR,2019/07/22 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101034Y_InspectRecord_20190722.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Hanford_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\101034Y_InspPhotos_20150721.pdf,,,,7,2023/09/26 19:13:07+00,218.372708949274,-3292.53861709633
1297,764714,16,18379,RRX-101251Y,RRX,NW 49TH ST BETWEEN 14TH AVE NW AND 15TH NB AVE NW CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"14th Ave NEW/NW 49th St; Milepost designation in ERROR. 14th Ave Spur. Stop sign EB for traffic from 49th to SB 14th, no stop bars. Yield signs EB,WB for turns onto 14th Ave (signs at center next to tracks), faded pavement marks
Tracks go underneath pavement north and south of intersection 
Anvil block, bushes at south intersection 
Construction markings
AC/AC 
Good – some patches, but overall intact",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/07/16 00:00:00+00,GOOD,2019/07/16 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Email_BDTL_NoRightsNoObiliations_LegalOps_14thAveSpur_2013_ClientAttyPrivledge.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Email_Bardahl_14th_Ave_Spur_20130821.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_Ltr_Bardhal_14thAveSpurAbandoned_20100226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_Ltr_Bardahl_14thAveSpurAbandoned_20071130.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Bardahl_Ltr_Response_14thAveSpur_AgreementUpdate_20100310.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,19,2023/09/26 19:13:07+00,147.009034438264,-926.087326007757
1298,764715,16,1889,RRX-101252F,RRX,14TH AVE NW BETWEEN NW 49TH ST AND NW 50TH ST CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"NW 50th St; 14th Ave Spur. Milepost designation in ERROR. Tracks run along center of NB/SB traffic, covered up south of intersection. 1 track AC/AC GOOD - patches up in places. Stop sign for WB, EB traffic. Yield for WB,EB between tracks and east side of 50th. Overgrown weeds in north-center intersection. SWS sewer cover. Gravel, signposts, dandelions on top of track in median parking area",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/07/16 00:00:00+00,GOOD,2019/07/16 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Email_BDTL_NoRightsNoObiliations_LegalOps_14thAveSpur_2013_ClientAttyPrivledge.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Email_Bardahl_14th_Ave_Spur_20130821.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101252F_InspectRecord_20190716.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_Ltr_Bardhal_14thAveSpurAbandoned_20100226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_Ltr_Bardahl_14thAveSpurAbandoned_20071130.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Bardahl_Ltr_Response_14thAveSpur_AgreementUpdate_20100310.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,19,2023/09/26 19:13:07+00,196.050017657377,-1306.6292094934
1299,764895,16,8450,RRX-809648U,RRX,8TH AVE S BETWEEN EAST MARGINAL WAY S AND S MYRTLE ST CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"8th Ave S; 1 ENS sign  - bent. 1 indy track AC/AC POOR - no maintenance, pavement erosion",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/08 00:00:00+00,POOR,2019/08/08 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809648U_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809648U_InspectRecord_20190808.pdf,,,,7,2023/09/26 19:13:07+00,123.655264717438,-763.803682062352
1300,764896,16,20907,RRX-809649B,RRX,S MYRTLE ST BETWEEN 8TH AVE S AND EAST MARGINAL WAY S CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"S Myrtle St; Stop sign for EB traffic is falling over, no stop bar. 1 indy track AC/AC FAIR  - pavement is cracking in and around tracks. West side of tracks is used as road.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/08 00:00:00+00,FAIR,2019/08/08 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809649B_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809649B_InspectRecord_20190808.pdf,,,,7,2023/09/26 19:13:07+00,181.572165099228,-1208.27315989927
1301,764897,16,21521,RRX-809658A,RRX,S WEBSTER ST BETWEEN DEAD END 1 AND EAST MARGINAL WAY S CROSSING 1 TRACKS,RRX-AC/RBR,RRX-INDY,0,,,"S Webster St; 1 indy track AC/RBR GOOD - clean, intact. 2 ENS signs. 2 xbucks with tape. South xbuck is bent",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/09 00:00:00+00,GOOD,2019/08/09 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809658A_InspectRecord_20190809.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809658A_InspPhotos_20150721.pdf,,,,7,2023/09/26 19:13:07+00,114.9612812839,-700.505905031944
1302,764657,16,8763,RRX-101038B,RRX,ALASKAN WY VI NB BETWEEN S HOLGATE ST AND SR99 REPUBLICAN OFF RP CROSSING 1 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,Alaskan Way(needs inspection),RRX-UNDER,RRX-NONE, ,, ,,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,,,,,4,2023/09/26 19:13:07+00,286.424774498602,-5510.9257863246
1303,764658,16,8763,RRX-101039H,RRX,ALASKAN WY VI NB BETWEEN S HOLGATE ST AND SR99 REPUBLICAN OFF RP CROSSING 1 TRACKS,,RRX-YARD,0,,,"Atlantic St; 1 yard track (needs inspection)",RRX-ATGRDE, , ,, ,,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\101039H_InspPhotos_20150719.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101039H_InspRec_NoPics_201907.pdf,,,,,6,2023/09/26 19:13:07+00,238.118272380657,-3630.14516429829
1304,764659,16,20317,RRX-101109V,RRX,S HOLGATE ST BETWEEN OCCIDENTAL AVE S AND 3RD AVE S CROSSING 1 TRACKS,,RRX-YARD,0,,,"S Holgate St; 1 yard track (needs inspection)",RRX-ATGRDE, , ,, ,,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101109V_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Holgate_St..pdf,,,,,6,2023/09/26 19:13:07+00,154.9708085617,-993.694610936534
