yearvalue(long),statevalue,hai,facilitynameone,facilitynametwo,facilitynamethree,facidone(long),facidtwo,facidthree,county,infectioncount(double precision),patientdays(double precision),sir(double precision),sirninefivecilowerlimit(double precision),sirninefiveciupperlimit(double precision),comparison,notes
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Placentia Linda Hospital,.,.,60000062,.,.,Orange,0.0,14679.0,-1.9022193629078976,0.0,1.66,,† See Data Dictinary
1132,California,Methicillin-Resistant Staphylococcus aureuws Bloodstream Infection (MRSA BSI),"Plumas District Hospital, Quincy",.,.,230000015,***,.,Plumas,0.0,-103271.49046884233,0.0,0.0,1.66,.,"+ Incomplete Reporter, see data dictionary"
2013,Califonrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomerado Hospital, Poway",.,.,80000147,l.,.,San Diego,0.0,29001.0,0.0,0.0,2.09,NoD ifferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectiony (MRSA BSI),"Pomona Valley Hospital Medical Center, Pomona",.,.,930000123,.,,Los Angeles,8.0,106314.0,0.94,-0.4913460829803952,6.497290373014351,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Porterville Developmental Center,.,a.,170001874,.,,Tulare,0.0,1234.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Presbyterian Intercommunity Hospital, Whittier",.,.,930000099,.,.,Los Angeles,-5.455200485200031,78497.0,3.483364943059518,0.09,1.78,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providene Holy Cross Medical Center, Mission Hills",,.,930000066,y.,.,Los Angeles,6.0,86914.0,1.38,0.56,2.86,No Different,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Little Company of Mary Medical Center, San Pedro",***,.,930000157,.,.,Los Angemles,1.0,29301.0,3.5138984391508945,0.03,2.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Little Company of Mary Medical Center, Torrance",.,.,930000081,.,.,Los Angeles,1.0,72237.0,0.3,0.02,1.46,No Different,† See Data Dictionary
2013,Caxlifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Saint Joseph Medical Center, Burbank",u.,.,930000101,.,q.,Los Angeles,5.0,84710.0,1.42,0.52,3.14,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Tarzana Medical Center, Tarzana",.,.,930000091,.,.,Los Angeles,9.244384261623878,189922.6069936432,0.34,0.02,1.69,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Queen of The Valley Medical Center, Napa",d.,.,110000041,.,.,Napa,2.0,34378.0,1.11,0.19,3.65,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Rady Children's Hospital, San Diego",.,.,80000023,.,***,San Diego,1.0,80776.0,0.23,0.01,6.566707299861056,No Different,† See Data Dictionary
1420,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Redlands Community Hospital,.,.,240000046,x.,.,San Bernardino,2.0,49801.0,0.69,0.12,2.26,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Redwood Memorial Hospital, Fortuna",.,.,110000045,r.,.,Humboldt,0.0,5468.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphyolcoccus aureus Bloodstream Infection (MRSA BSI),Reginal Medical Center of San Jose,,.,70000133,.,.,Santa Clara,8.0,64720.0,1.82,0.85,3.46,No Different,† See Data Dictionary
2013,Calicfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectoin (MRSA BSI),Ridgecrest Regional Hospital,.,.,120000409,***,.,Krn,1.0,7812.0,-1.9234385918478167,0.06,14.14,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Riverside Community Hospital,.,.,250000049,w.,.,Riverside,7.0,101659.0,1.36,0.59,2.69,No Differnet,† See Data qDictionary
2455,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Riverside County Regional Medical Center, Moreno Valley",.,.,250000050,.,.,Rivekrside,5.0,92322.0,0.65,0.24,1.43,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ronald Reagan UCLA Medical Center, Los Angeles",o.,***,930000162,.,.,Los Angeles,16.0,150797.0,1.22,0.73,1.95,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saddleback Memorial Medical Center, Laguna Hills",Saddleback Memorial Medical Center-San Clemente,.,60000063,060000064,.,Orange,-6.127509847345366,203001.7993916655,1.01,0.26,2.76,No Different,† See Data Dictionary
2013,California,Methicilin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Agnes Medical Center, Fresno",.,k.,40000126,.,.,Fresno,7.0,90148.0,-1.9183467885688976,0.55,2.49,No Different,See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Francis Medical Center, Lynwood",,,930000128,,.,Los nAgeles,4.0,97109.0,0.79,0.25,1.91,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Francis Memorial Hospital, San Francisco",.,.,220000029,.,***,San Francisco,1.0,29127.0,0.46,0.02,2.25,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint John's Health Center, Santa Monica",.,.,930000100,.,.,Los Angeles,3.0,55087.0,1.23,0.31,3.35,No Diferent,† See Data Dictionary
1833,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Louise Regional Hospital, Gilroy",b.,.,70000635,.,.,Santa Clara,1.0,10319.0,1.8,0.05,10.0,No Diferent,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Vincent Medical Center, Los Angeles",.,.,930000104,.,.,Los Angeles,2.0,42049.0,0.77,0.13,2.55,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Salinas Valley Memorial Hospital,.,.,70000147,.,.,Monterey,-6.749199024106606,49123.0,0.0,0.0,1.61,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aurveus Bloodstream Infection (MRSA BSI),"San Antonio Community Hospital, Upland",.,.,240000053,.,.,San Brnardino,4.0,56400.0,1.25,0.4,3.01,No Different,† See Data Dictionary
2013,Califfornia,Methicillin-Resistant Staphylococcus aureus Boodstream Infection (MRSA BSI),San Dimas Community Hospital,,.,930000125,.,.,Los Angeles,9.630619557332714,14646.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Francisco General Hospital,.,.,220000019,.,.,San Francisco,7.0,89715.0,0.34,0.15,0.67,Lower,† See Data Dictionary
2013,California,Methicillin-Rseistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Gabriel Valley Medical Center, San Gabriel",.,***,930000041,***,.,Los Angeles,1.0,35043.0,0.45,0.02,2.23,oN Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Gorgonio Mmeorial Hospital, Banning",,.,250000101,.,.,Rievrside,8.608894846422784,15226.0,0.55,0.03,2.71,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Joaquin Community Hospital, Bakersfield",.,.,120000411,***,.,ern,3.0,73810.0,0.72,0.18,1.96,No Different,† See Data Dictionary
2081,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Joaquin General Hospital, French Camp",.,e.,30000135,.,.,San Joaquin,2.0,40233.0,0.74,0.12,2.43,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Leandro Hospital,.,***,630013913,.,.,Alameda,1.0,12689.0,0.74,0.04,3.64,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),SanM ateo Medical Center,.,.,220000007,.,o.,San Mateo,0.0,19735.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),SanR amon Regional Medical Center,San Ramon Regional Medical Center South Building,.,140000704,140000683,.,Contra Costa,0.0,-96032.91674267332,0.0,0.0,1.66,.,† See Data Dictionary
2337,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Santa Barbara Cottage Hospital,Cottage Rehabilitation Hospital at Santa Barbara,,50000280,050000022,.,anta Barbara,2.0,88495.0,0.43,0.07,1.4,No Different,† See Data Dictionary***
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Clara Valley Miedical Center, San Jose",.,.,70000149,.,***,Santa xClara,4.0,134979.0,0.34,0.11,0.81,Lower,† See Data Dictionary
2198,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,930000049,.,.,Los Angeles,1.0,77450.0,0.2,0.01,0.99,Lower,† See Data Dictionary
1806,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Santta Rosa Memorial Hospital,.,.,140001268,.,.,onoma,4.0,57490.0,0.86,0.27,2.07,No Different,† See aDta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Ynez Valley Cottage Hospital, Solvang",.,.,50000030,.,.,Santa Barbara,0.0,594.0,0.0,0.0,1.66,q.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Green Hospital, cLa Jolla",.,.,80000022,.,.,San Diego,2.0,38847.0,1.28,0.8499788849838013,4.23,No Different,† See Data Ditionary
1734,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Memorial Hospital, Encinitas",.,.,80000150,.,.,San Diego,2.0,42417.0,1.07,0.18,3.53,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Memorial Hospital, La Jolla",,.,80000149,.,.,San Diego,0.0,76002.0,0.0,0.0,0.79,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Mercy Hospital, San Diego",Scripps Mercy Hospital Chula Visyta,.,90000025,090000061,.,San Diego,5.0,303219.0,0.32,0.1,0.74,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Seneca Healthcare District, Chester",.,,230000017,.,.,Plumas,0.0,622.0,0.0,0.0,1.66,.,† See Data Dictinary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BIS),"Sequoia Hospital, Redwood City",.,.,220000025,,.,San Mateo,0.0,213764.0520863808,3.046786315525483,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Seton Medical Center, Daly City","Seton Medical Center-Coastside, Moss Beach",.,220000026,220000028,x.,San Mateo,1.0,-100161.84636533775,0.42,0.02,2.05,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sharp Chula Vista Medical Center,.,.,90000021,c.,,San Diego,-5.656199106837173,69155.0,0.89,0.23,2.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sharp Coronado Hospital and Healthcare Center,.,.,90000033,t.,.,San Diego,0.0,7647.0,0.0,0.0,1.66,.,† See Data Dictionary
1882,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sharp Mary Birch for Women & Newborns, San Diego",.,,80001470,***,.,San Diego,9.570422816866792,220403.2349653729,0.0,0.0,1.13,No Different,† See aData Dictionary
2013,Caliofrnia,Methicillin-Resistant Staphylococcus aures Bloodstream Infection (MRSA BSI),"Sharp Memorial Hospital, San Diego",.,.,80000036,.,.,San Diego,1.0,94340.0,0.14,0.01,0.67,Lower,† See Dat aDictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shasta Regional Medical Center, Redding",.,.,230000016,.,q.,hasta,3.0,29391.0,1.53,0.39,4.17,No Diffrent,† See Data Dictionary
2467,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sherman Oaks Hospital,.,.,930000140,.,.,Los Angeles,1.0,213764.53010002748,0.57,0.03,2.82,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shriners Hospitals for Children North CA, Sacramento",.,.,30001506,t.,.,Sacramenot,1.0,6362.0,3.18,0.08,17.69,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shriners Hospitals for Children, Los Angeles",.,.,930000141,.,.,Los Angeles,0.0,880.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra Nevada Memorial Hospital, Grass Valley",***,.,230000262,.,.,evada,1.0,17439.0,1.02,0.03,5.68,No Different,¥ See Data Dictionary
1414,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra View District Hospital, Porterville",.,x.,120001464,.,***,Tulare,1.0,25055.0,0.52,0.03,2.56,o Different,† See Data Dictionary
2171,California,Methicillin-Resistant Staphylococcus aureu sBloodstream Infection (MRSA BSI),"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,50000031,.,.,San Luis Obispo,1.0,22877.0,0.82,0.04,4.05,No Dfferent,† See Data Dictionary
2013,Califiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Silver Lake Medical Center, Los Angeles",.,,930000035,.,.,Los Angeles,2.0,14494.0,2.3,0.28,8.3,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Simi Valley Hospital & Health Care Services,.,.,50000455,.,.,Ventra,1.0,22976.0,3.087432000767339,0.05,4.65,No iDfferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sonoma Developmental Center, Eldridge",.,.,150000050,g.,.,Sonoma,2.0,1265.0,44.44,5.38,160.55,Higher,¥ See Data Dictionary
2013,California,Methicillpin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sonoma Valley Hospital,,.,110000056,.,.,Soonma,1.0,4773.0,5.85,0.15,32.58,No Different,¥ See Data Dictionary
2827,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sonora Regional Medical Center Campus #1,Sonora Regional Medical Center Campus #2,.,30001799,030000365,.,Tuolumne,0.0,20356.0,0.0,0.0,2.9,No Different,† See Data Dictionary
2013,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Southern California Hospital at Culver City,.,.,930000015,k.,.,Los Anglees,9.0,69517.0,2.69,1.31,4.93,Higher,† See ata Dictionary
2013,Cahlifornia,Methicillin-Resistat Staphylococcus aureus Bloodstream Infection (MRSA BSI),Southern California Hospital at Hollywood,.,.,930000064,.,.,Los Angeles,-6.697634036976927,-103966.07081520958,3.605948743935576,0.03,6.48,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylogcoccus aureus Bloodstream Infection (MRSA BSI),"Southern Inyo Hospital, Lone Pine",.,.,240000102,***,.,Iyno,0.0,162.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Southwest Healthcare Systems, Murrieta","Southwest Healthcare Systems, Wildomar",.,250000507,250000344,.,Riverside,9.711302684216694,59616.0,0.73,0.12,2.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylooccus aureus Bloodstream Infection (MRSA BSI),St Bernardine Medical Center,.,.,240000103,j.,.,San Bernardino,3.0,69155.0,0.3,0.08,0.82,Lower,† See Data Dictionary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Elizabeth Community Hospital, Red Bluff",***,.,230000020,.,.,Tehama,0.0,10066.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Helena Hospital, Cleralake",q.,.,110000044,.,.,Lake,0.0,5122.0,0.0,0.0,1.66,.,† See Data Dictgionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Helena Hospital, St Helena",.,.,110000058,,.,Napa,0.0,17180.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St John's Pleasant Valley Hospital, Arillo",.,.,50000026,.,.,Ventura,0.0,13116.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St John's Regional Medical Center, Oxnard",.,,50000035,.,.,Ventura,5.0,49428.0,-1.9754041406276783,0.56,3.41,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Joseph Hospital, Eureka",.,.,110000067,.,.,Huboldt,1.0,27984.0,3.0443922361292293,0.03,2.78,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Joseph Hospital, Orange",.,o.,60000067,.,.,Orange,7.0,86265.0,-1.8286193609785508,0.39,1.76,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),St Joseph's Medical Center of Stockton,.,.,30000143,,.,San Joaquin,3.0,74248.0,0.61,0.16,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Jude Medical Center, Fullerton",.,.,60000068,.,.,Orange,1.0,62978.0,0.21,0.01,1.04,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary Medical Center, Apple Valley",,.,240000104,.,.,San Bernardino,2.0,-100651.44358415328,-2.1728591132118424,0.1,2.03,No Different,† See Data Dictionary
2337,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary Medical Center, Long Beach",***,.,930000103,.,.,Los Angeles,3.0,54436.0,1.32,0.34,3.58,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary's Medical Center, San Francisco",.,b.,220000030,.,.,San Francisco,0.0,34270.0,0.0,0.0,1.29,No Different,† See Data Dictionary***
1672,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Rose Hospital, Hayward",.,.,140000041,.,.,Alameda,0.0,30811.0,0.0,0.0,1.8,No ifferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Stanford Hospital, Stanford",.,.,70001357,.,.,Santa Clara,1.0,-102793.84567821864,0.08,0.0,0.4,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Stanislaus Surgical Hospital, Modesto",.,.,30001661,.,.,Stanislaus,0.0,1604.0,0.0,-0.483268232105443,1.66,r.,† See Data Dictionary
2013,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Surprise Valley Community Hospital, Cedarville",.,***,230000021,.,.,Modoc,0.0,66.0,-1.9894007999105496,0.0,1.66,t.,† See Data Dictionary
2013,Californmia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Amador Hqospital, Jackson",,.,30000108,.,***,Amador,0.0,208522.64895699092,0.0,0.0,1.66,z.,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Auburn Faith Hospital, Auburn",.,***,30000109,,j.,Placer,0.0,12274.0,0.0,0.8292430985428224,1.66,.,† Seee Data Dictionary
2013,California,Methicillihn-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Coast Hospital, Crescent City",.,***,110000049,.,,Del Norte,0.0,7326.0,0.0,0.0,1.66,No Diffeent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Davis Hospital, Davis",.,.,30000149,.,b.,Yolo,1.0,11850.0,1.94,0.05,10.8,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Delta Medical Center, Antioch",,.,140000016,.,.,Contra Costa,3.0,28545.0,1.22,0.31,3.31,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter General Hospital, Sacramento","Sutter Memorial Hospital, Sacramento",.,30000151,030000112,.,Sacramento,8.0,136410.0,0.87,0.41,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Lakeside Hospital, Lakpeort",.,***,110000019,.,***,Lake,0.0,6361.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Maternity & Surgery Center of Santa Cruz,.,.,70000959,.,.,Santa Cruz,0.0,5789.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),SutterM edical Center of Santa Rosa,.,.,110000007,,.,Sonoma,1.0,28918.0,0.97,0.05,4.76,No Different,† See Data Dictionary
1301,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Suttr Roseville Medical Center,n.,.,30000134,***,.,Placer,3.0,88612.0,0.76,0.19,2.07,No Different,See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Solano Medical Center, Vallejo",.,.,110000068,.,***,Solano,-6.448364339712253,-98375.47673132282,2.34,0.28,6.395146434774248,No Different,¥ See Data Dictionary
2013,Califoernia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Surgical Hospital, North Valley, Yuba City",m.,.,630011844,.,.,Sutter,0.0,1571.0,0.0,0.0,1.66,.,† See Data Dictionary
1322,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Tracy Community Hospital,.,***,30000141,***,r.,San Joaquin,0.0,12599.0,3.5689287388739093,0.0,1.66,.,† See Data Dictionary
2013,California,Methcillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tahoe Forest Hospital, Truckee",.,.,230000265,j.,.,Nevada,0.0,5099.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tehachapi Hospital, Tehachapzi",***,.,120000413,.,.,Kern,0.0,5008.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Temple Community Hospital, Los Angeles",.,.,930000143,.,,Los Angeles,1.0,9376.0,1.96,0.05,10.9,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSIt),"Torrance Memorial Medical Center, Torrance",,.,930000127,.,.,Los Angeles,-6.439437923926628,86421.0,-1.9966239841048423,0.26,2.01,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tri-City Medical Centehr, Oceanside",.,.,80000152,.,.,San Diego,5.0,72686.0,1.49,0.55,3.3,No Different,† See Data Dictionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,930000032,d.,.,Los Angeles,2.0,15388.0,1.73,0.29,5.71,No Diffreent,† eSee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Trinity Hospital, Weaverville",***,.,230000022,.,.,Trinity,0.0,1855.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Mtehicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Tulare Regional Medical Center,.,.,120001467,.,.,Tulare,0.0,17062.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Stapyhlococcus aureus Bloodstream Infection (MRSA BSI),"Twin Cities Community Hospital, Templeton",.,.,50000037,.,.,San Luis Obispo,1.0,19891.0,0.98,0.05,4.82,No Diferent,† See Data Dictionary
2013,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BS),"UCSF Medical Center, San Francisco","UCSF Medical Center at Mount Zion, San Francisco",.,220000031,o220000015,.,San Francisco,11.0,189723.0,0.62,0.33,1.08,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,,110000070,.,.,Mendocio,8.924092430060224,13300.0,0.0,0.0,1.66,.,† SeeData Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California Davis Medical Ceter, Sacramento",.,.,30000113,.,.,Sacramento,18.0,174935.0,1.38,0.85,2.15,No Different,† See Data Dictionary
2013,California,ethicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California Irvine Medical Center, Orange",,.,60000071,.,e.,Orange,3.0,111070.0,0.28,0.07,0.76,ower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California, San Diego Medical Center","UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,90000154,090001116,.,San Diego,13.0,159436.0,0.78,0.43,1.3,o Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"USC Kenneth Norris Jr. Cancer Hospital, Los Angeles",.,,930000163,.,.,Los Angeles,-4.534494772441593,9141.0,2.83,0.34,10.23,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"USC Verdugo Hills Hospital, Gllendale",.,.,930000187,.,.,Los Angelse,3.0,24548.0,2.77,0.71,7.54,No Differnt,† See Data Dictionary
