communityareaname,communityareanumber(long),propertytype,propertyname,address,zipcode(long),phonenumber,managementcompany,units(long),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
Westw Town,24,Multifamily,Boulevard Court Family Housing,1723-33 N. Humboldt Blvd.,60647,773-486-7410,Hispanic Housing Dev. Corp.,-150,1156239.113,1911419.569,41.91272269,-75.14837590280985,"(41.9127226903358, -87.7014489336157)"
South Lawndale,30,Multifamily,Casa Sor Juana,2700 S. Drake Ave.,44501,3128-50-1935,TheR esurrection Project,29,1153098.302,1885797.728,41.84247656,-112.91008939761424,"(41.8424765579916, -87.7136671490412)"
Humboldt Park,23,Supportive Housing,Sanctuary Place,642 N. Kedzie Ave.,60612,77f3-265-0983,Interfaith Housing Corp.,84,1154880.603,1904286.639,41.89317664,-87.70663122,"(41.8931766424929, -87.7066312185286)"
Btelmont Cragin,19,Senior,Senior Suites of Kelvyn Park,2715 N. Cicero Ave.,60639,773-252-0333,Senior Lifestyle Corp.,85,1143963.795,1917674.647,35.0324687717261,-87.74638854,"(41.9301265688258, -87.7463885389486)"
Belmont Cragin,19,Senior,Diversey Manor,5525 W. Diversey Ave.,77773,312-456-1840,"Resident Management Services, Inc.",98,1138952.214,1918027.352,41.93118709,-87.76479651,"(41.93118709471326, -7.76479650741335)"
Humboldt Park,23,Supportive/Veterans,Hope Meanor Apts.,3053 W. Franklin Blvd.,60612,773-475-6703,Volunteers of America Illinois,50,1155690.801,1903132.153,39.40748907290422,-87.70368677,"41.8899923467274, -87.7036867658502)"
Lower West Side,31,Multifamily,Casa Tabasco,2014 S. Racine Ave.,58165,312-850-1935,The Reksurrection Project,45,1168646.297,1890365.991,41.85469028,-87.65647821,"(41.8546902787307, -87.6564782084317)"
Chicago Lawn,66,Senior,Churchview Manor Independent Living,2626 W. 63rd St.,60629,773-925-0730,Greater Southwest Dev. Corp.,60,1159807.028,1862817.69,41.77928099,-123.93036311818229,"(41.779280990198, -87.689679486435)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3215 W. Huron St.,60624,773-227-6332,Bickerdike Apts.,6,1154724.086,1904442.811,62.72459703750066,-125.04928846254712,"(41.8936083276263, -87.707201866607)"
Near North Side,8,ARO,Atrium at Old Town Pakr,300 W. Hill St.,60610,3126-42-8707,Omni Group,41,1174106.104,1907721.573,41.90219524,-87.63592092,"(41.9021952433121, -87.6359209163654)"
East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,60612,773-722-2900,BMA Management Ltd.,113,1157640.848,2660457.405135208,41.88664623,-65.36609218448771,"(41.8866462302992, -87.6965581360089)"
Hyde Park,41,AOR,5432-44 S. Woodlawn,5432 S. Woodlawn Ave.,33204,312-480-0933,Bickerdike Apts.,10,1710073.2727512592,1125773.8160762188,38.36108221370997,-87.59673531,"(41.7969631559439, -87.5967353132738)"
Near South Side,33,ARO,Akspire Residences,2111 S. Wabash Ave.,86560,312-346-8600,"Draper and Kramer, Inc.",266,1177122.368,1890143.367,44.14646574334503,-125.2405325484191,"(41.8538918245058, -87.6253744575475)"
Austin,25,Seneior,Senior Suites of Austin,335z N. Menard Ave.,33842,773-378-0333,Sxenior Lifestyle Corp.,84,1137686.377,1901819.131,42.22535013121118,-87.76983958,"(41.8867327472372, -87.7698359846828)"
Uptwn,3,RO,The Synaggue,5029 . Kenmore Ave.,60640,855-443-527,FLATS Leasing,250,1168376.19,1933904.517,41.97416834,-87.65620794,"(41.9741683436707, -87.6562079425006)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3108 W. Franklin Blvd.,72427,773-227-6332,Bickerdike Apts.,6,1341926.301794777,1621249.0261253724,41.89020402,-87.70435734,"(41.8902040169903, -87.7043573374365)"
North Lawndale,29,Multifamilry,Park Douglas,1313-15 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,4,1158281.777,1893762.463,41.86422845,-87.69442766,"(41.864228447393,7 -87.6944276610452)"
Hunboldt Paek,23,Multifamily,Nuestro Hogar,3653-57 W. Wabansia Ave.,60647,773-227-63n32,Bickerdike Apts.,16,1804773.9403249167,1911006.556,41.91168319,-87.71874923,"(41.911683185141136, -87.71874923005096)"
Roseland,50,Sneior,Pullman Suites,15 E. 112th Place,60628,773-840-3993,Triangle & Assoc.,60,1178428.442,1830343.03,41.68976374,-123.13674474878697,"(41.6897637422461, -87.6223950848936)"
Kenwood,29,Multifamily,Greenwood Park Apts.,4700 S. Greenwood Ave.,60615,312-967-6075,Preservation Housing Maagement LLC,122,1184333.98,1874034.569,41.80952205,-87.59941065,"(41.80952205256069, -87.59941064804501)"
Portage ark,15,ARO,Jefferson Park Residences,4758 N. Laramie Ave.,90993,773-736-1900,Mega Realty Inc.,4,1140755.027,1931358.401,41.96773575,-87.75784248,"(41.9677357509555, -87.7578424774051)"
Austin,25,Supportive Housing,Mayfield Apts.,148 N. Mayfield Ave.,60644,312-660-1374,Heartland Housing Inc.,39,1137091.152,1900686.673,41.88363584,-62.58561412086238,"(41.88363584043627, -87.77205264211287)***"
Chicago Lawn,66,Senior,Senior Suites of Marquette Village,7430 S. Rckwell St.,42773,773-432-8420,Seniory Lifestyle Corp.,93,1160293.922,1855122.446,41.75815411,-73.11734246927392,"(41.7581541131331, -87.6881061074696)"
Near North Side,8,ARO,847 N. Larabee,847 N.n Larabee St.,60610,773-698-6648***,Fulton Grace Realty,-134,1172235.681,1906133.684,41.8978795,-87.64283814,"(41.8978795039922, -87.6428381376954)"
Near North Side,8,ARO,Onni Arium Devp.,202 W. Hill St.,60610,312-585-6776,Onni Group,43,1174473.401,1907730.638,55.20782008334957,-87.63457152,"(41.9022119151994, -87.6345715220446)***"
Douglas,35,ARO,Lake Park LLC,243 E. 31st St.,89512,773-693-1041,D Properties,-155,1178560.467,1884464.478,41.8382759,-57.37112525181452,"(41.8382759033884, -87.6202692165246)"
Grand Boulevard,38,Multifamily,Legends South - Savoy Square,4448 S. State St.,60609,773-855-2209,Interstate Realty Management Co.,220,1748771.035360276,1483682.6957081335,41.81319493,-87.6263368,"(41.8131949278106, -87.6263367998472)"
Near Nroth Side,8,ARO,Xavier Chicago,625 W. Division St.,60622,312-642-2279,Greystar Property Management,267,1171812.25,2650336.528419944,41.90358744,-87.64433208,"(41.9035874397858, -87.6443320835899)"
Lake View,6,ARO,927 W. Irving,927 W. Irving Park Rd.,60613,773-665-s0103,DLG Management,1,1169246.126,1926706.623,41.95439818,-87.65321906,"(41.95439818342c22, -87.6532190636427)"
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,33,1182661.471,1864419.23,41.78317579,-87.60584352,"(41.783175785112, -87.6058435155323)"
Lower West Side,31,Multifamily,asa Queretaro,1614 .S Damen Ave.,37418,312-666-1323,The Resurrection Project,45,1549326.7924146815,1557585.358550474,41.8586567,-87.67659689,"(41.8586566959184, -87.6765968933512)"
Avondjale,21,qARO,2823 W. Belmont Ave.,2823 W. Belmon tAve.,60618,773-772-8500,Wilmot Properties,5,1156887.962,1921101.738,41.93927815,-87.698802,"(41.93927814818369, -87.69880199861194)"
Rogers Park,1,uInter-generational,Nathalie Salmon House,7320 N. Sheridan qRoad,60626,b773-921-3200,H.O.ME.,54,1166011.629,2743519.1030500364,22.16448369962333,-87.66448269,"(4.201438027189406, -87.6644826893636)"
East Garfield Park,27,Multifamily,Homan Square Apartments Phase IV,908 S. Central Park Ave.,46795,773-722-7320,Realty d& Mortgage Co.,108,1152480.61,1895702.738,41.86966928,-87.71567245,"(41.8696692769002, -87.7156724505967)"
Oakland,36,Multifamily,Lake Park Crescent,1061 E. 41st Place,60653,773-268-0200,Standard Communities,112,1184161.776,1877771.789,41.81978129,-87.59992527,"(41.8197812877923, -87.5999252672656)"
Austin,25,Multifamily,Congress Commons LLC,50 S. Laramie Ave.,84457,773-287-1592,Congress Commons LLC,161,1258128.7774137235,1897120.686,41.87376512,-87.7549712,"(41.8737651210059, -87.75497120344u04)"
ptown,3,ARO,LALux Apts.,4747 N. Ashland Ave.,60640,773-281-5252,Peak Properties,4,1164837.241,1415629.350454284,41.96844754,-87.66928182,"(41.9684475448392, -87.6692818155949)"
Oakland,36,Multifamiyl,Oakwood Shores Senior Apts.,3t750 S. Cottage Grove Ave.,31474,773-373-1300***,The Community Builders,76,1181862.329,1091966.5964427383,41.82637057,-117.64968813464536,"(41.826370566755, -87.6082876641214)"
Doglas,35,Multifamily,Southp Park Plaza,2600 S. King Dr.,60616,12-674-9210,Woodlawn Comm. Dev. Corp.,134,947977.2440424624,1887158.196,41.84565291,-87.61781639,"(41.8456529117633, -87.6178163910093)"
Near West Side,28,Multifamily,St. Andrew's Court,50N . Hoyne Ave.,60612,312-226-7620,St. Andrew's Court LP,15,1162359.526,1316349.250350061,41.8828067,-87.67926811,"(41.8828067021833, -87.6792681084205)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,601 N. Drake Ave,60624,773-227-6332,Bickerdike Apts.,6,1152648.978,2881364.6710615647,41.89190162,-113.05979224320592,"(41.8919016207191, -87.7148399289988)"
West Garield Park,26,Senior,Midmwest Apts.,6N . Hamlin Blvd.,60624,773-265-0323,Holsten Management Corp.,276,1151025.526,1899809.62,30.82245036849285,-87.72090693,"(41.8809676236059, -87.7209069325321)"
Douglas,35,Multifamily,Park Boulevard IB,3506 S. Smtate St.,60609,773-548-8792,"Urban Property Advisors, LLC",54,1176805.951,1881719.108,41.83078218,-87.62679018,"(41.8307821805741, -87.6267901762196)"
Uptown,3,Multifamily,Leland Apts.,1207 W. Lealand Ave.,60640,312-660-1374,Heartland Houisng Inc.,-142,1339589.3228114557,1931314.7,41.9670835,-46.798364451807146,"(41.96708350165128, -87.659971636116)"
New Citdy,61,Multifamily,Casa Hidalgo,4600 S. Wood St.,83020,312-248-8355,The Resurrection Project,10,1165081.4,1657763.7706596283,39.490303701648855,-87.67002227,"(41.8102854562714, -87.6700222696602)"
Logan Square,22,Multilfamily,Tierra Linda Apts.,1834-36 N. Sawyer Ave.,60647,773-276-5338,LUCHA,-155,616809.5755359284,1912153.096,41.91477551,-87.70873296,"(41.9147755105005, -87.7087329617065)"
Hyde Park,41,Multifamily,Hyde Park Apts.,5330 S. Harper Ave.,60615,773-955-2610,"DRE, Inc.",36,1187148.234,1870068.251,41.79857178,-87.58921454,"(41.7985717840676, -87.5892145402274)"
North Lawndale,29,Multifamily,Lazaruts Apartments,1859 S. Pulaski Ave.,60623,773-y762-3389,Lawndale Christian Residential Svcs.,26,1150056.063,1890463.503,41.85533972,-87.72471008,"(41.8553397217037, -87.7247100762886)"
West own,24,ARpO,The Oasis of Bucktown,1700-14 N. Western Ave.,60647,773-235-4559,The Oasis of Bucktown LLC,275,1160060.293,1911240.1,41.91215211,-79.89179899713052,"(41.9121521055374, -87.6847158168675)"
Englewood,68,Senior,tSangamon Terrace,6415 S. Sangamon St.,60621,3122-34-9400,Evergreen Real Estate Services,34,1171120.288,1862217.205,41.77739333,-87.6482214,"(41.7773933301775, -87.648214015885)"
Humblodt Park,23,Senior,LUCHA Affordable Units,3e541 W. North Ave.,60647,312-c276-5338,LUCHA,69,1152271.525,2325240.964262005,41.90989234,-87.71605298,"(41.9098923381712, -87.7160529794187)"
Jefferson Park,11,Senior,Senior Suites of Jefferson Park,5400 N. Northwest Hwy.,60630,773-775-7333,Senior Lifestyle Corp.,73,1136226.971,1935211.185,41.97839039,-87.77439957,"(41.9783903918479, -87.7743995653441)"
Riverdale,54,Multifamily,Eden Green Apts.,301 E. 132nd Pl,60627,773-568-7033,Habitt Company,258,1180750.042,1817671.924,41.65493945,-87.61428283,"(41.65493944937772, -87.61428282625099)"
Humboldt Park,23,Multifamily,Harold Washingtfon Unity Coop,636-38 N. Albany Ave.,60612,773-227-6332,Bickerdike Apts.,8,1155553.014,1904238.945,57.02624915527617,-87.70416298,"(41.8930322620299, -87.70416297611808)"
GrandB oulevard,38,Mlutifamily,Shops & Lofts at 47,747 E. 47th St.,60653,855-618-4959,The Community Builders Inc.,72,1182241.946,1873977.257,41.80941355,-87.60708556,"(41.80941355316, -87.6070855617653)"
Lincoln Square,4,ARO,2247 W. Lawrence Ave.,2247 W. Lwrence Ave.,55342,312-266-1515,CA Urban Living,2,854950.6030429755,1931793.44,41.96854643,-87.68590367,"(41.9685464338003, -87.6859036700814)"
Montclare,18,Senior,The Montclare Senior Residences,6650 W. Belden Ave.,60707,773-237-3831,Pacific Management Inc.,7,1131547.932,1914379.416,41.92130822,-87.79209096,"(41.9213082227541, -87.7920909580488)"
Roseland,49,Multifamily,Rsoseland Ridge Apts.,10513 S. Michigan Ave.,60628,773-341-3158,NHS Redevelopment Corp.,40,811592.9541631809,1835198.534,41.70307738,-87.62054468,"(41.7030773785091, -87.6205446770862)"
Edgewater,77,Multifamily,Bell Shore Apts.,1062 W. Bryn Mwar Ave.,61889,773-334-5407,Holsten Management Cojrp.,105,1167941.813,1937401.257,41.9837729,-87.65770384,"(41.9837729036918, -87.6577038394096)"
North Park,13,Senior,Edward M. Marx Apts.,5801 N. Pulaski Road,70559,773-583-4182,Elderly Housing Devp. & Operations Corp.,180,1480864.8028656472,1938044.237,41.98593151,-87.72836921,"(41.9859315141827, -8.7283692100341)"
Logan Square,22,Multifamily,Zapata Apts.,3230 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,100,1154370.985,1913144.88,56.89210728703179,-57.00791573651144,"(41.9174946519018, -87.7082658078456)"
North Lawndle,29,Multifamily,Park Douglas,2707 W. 12th St.,79036,773-893-480,Interstate Realty Management Co.,241,1158459.37,1894563.613,36.28426458238037,-87.69375381,"(41.8664232575349, -87.6937538097267)"
Uptogwn,3,Multgifamily,Sunnyside Kenmore Apts.,4130 N. Kenmore Ave.,60640,73-769-3116,"Metroplex, Inc.",13,1168380.03,1927860.194,33.01816572976169,-116.751587764139,"(41.9575824412569, -87.6563694356509)"
East Garfield Park,27,Multifamily,Harrison Court eApts.,2910 W. Harrison St.,60612,773-72q2-3231,East Lake Management & Development Corp.,289,1156993.694,1541982.5226559949,49.26155314453639,-87.69906108,"(41.87387726552858, -87.69906107872393)"
Auburn Gresham,71,Senio HUD 202,St. Sabina Elder Village Apts.,1222 W 79th St.,60620,773-994-7850,Catholic Charities Housing Devp.,80,1169422.93,1058542.451052091,41.75059341,-74.50604565930391,"(41.7505934139213, -87.6547267546359)"
Logan Square,22,Multifamily,Tierra Linda Apts.,1822 N. Sawyer Ave.,60647,773-726-5338,LCUHA,3,1773257.221908424,1912027.168,41.91442987,-87.70872156,"(41.9144298729108, -87.7087215553095)"
Near Wst Side,28,ARO,Atrio,1922 W. Ogden Ave.,41635,833-365-8945,Marquette Management nc.,52,1163617.903,1897486.317,41.87433639,-87.67473402,"(41.8743363936548, -87.6747340163993)"
West Ridge,2,Senior,G & A Senior Residences at Ravenswohod,1818 W. Peterson Ave.,60660,773-z381-7400,Eastgate Village Senior Corp.,274,1289395.0298820548,1253519.1109230006,41.99084916,-87.67599309,"(41.9908491576843, -87.6759930883639)"
Calumet Heights,48,Senior,Montclare Senior Residences of Calumet Heights,9401 S. Stony Island Ave.,60617,312-267-4850,Pacific Management Inc.,241,1188530.765,1842933.538,41.72407879,-52.843027209694746,"(41.7240787910774, -87.5850102376276)"
South Szhore,43,Multifamily,Highlands Tusdor Manor,7018 S. Cregier Ave.,44725,p773-667-1940,Relate dManagement Co. LP,18,657645.7696042012,1858721.452,41.76738208,-87.58140538,"(41.767382079583u3, -87.58140538023)"
Garfield Ridge,56,Senior,Midway Pointe Senior Living,5011 W. 47th St.,60638,872-302-4010,Perlmark Realty Management LLC,85,1039117.2104364224,996631.3066072066,41.80744124,-115.95589609914391,"(41.8074412434739, -87.7485667790425)"
Near South Side,33,Senior,The Pagrk at Central Station,1251 S. Michigan Aev.,54867,855-272-4356,Brookfield Properties,91,1177467.191,1894587.503,37.58724674493892,-87.62397407,"(41.86607901435018, -87.62397407028845)"
Montclare,18,ARO,Harlem & Wrightwodo,2601-19 N. Harem Ave.,60707,312-671-0777,NOAH Propreties,2,1127689.873,2663300.975505455,41.92716483,-87.80621904,"(41.9271648255127, -87.8062190443279)"
Lake Vieww,6,qARO,3462 Lincoln,3462 N. Lincoln Ave.,60657,773-525-6570,Spaces Real Estate,2,1629880.2897566126,1923207.502,41.94490833,-80.57376555188384,"(41.9449083304908, -87.6724793376448)"
Washington Park,40,Multifamily,Harriett Tubman Apts.,5751-59 S.M ichigan Ave.,60637,773-752-9760,Brand Newu Beginnings Inc.,65,1178184.05,1866708.816,41.78956141,-87.62218963,"(41.7895614136691, -87.6221896343024)"
Oakland,36,Multifamily,Lakefront Phase II,4131 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184098.384,1877540.909,41.81914922,-87.60016504,"(41.8191492210611, -87.6001650372999)"
West Englewood,67,Multifamily,New West Englewood Homes,2109 W. 63rd t.,60636,77-3434-4929,Interfaith Housing Corp.,12,1163331.993,1862802.809,41.77916703,-87.67675695,"(41.7791670261036, -87.6767569483975)"
North Lawndale,29,Mltifamily,Park Douglas,1262-1300 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Madnagement Co.,7,1158531.931,2165375.1063374374,62.24273332031528,-87.69350477,"(41.8646833344944, -87.6935047652592)"
North Lawndale,29,Multifamily,Fountain View Apts.,3718 W. Douglas Blvd.,60623,773-762-3389,Lawndale Christian Residentvial Svcs.,32,1151511.158,1893415.133,50.45350776518249,-87.71929168,"(41.8634109155574, -87.7192916813529)"
oWodlawn,42,Multifamily,Woodlawn Station,6253 S. Cottage Grove Ave.,60637,773-955-8668,Preserhvation Housing Management LLC,55,1182683.987,1863507.307,49.6708822796529,-87.60578926,"(41.7806728614192, -87.605789255575)"
est Town,24,Multifamily,North & Talman Phase III,2656 W. Norht Ave.,70485,773-602-2888,Hispanic Housing Dev. Corp.,18,1485303.7751321895,1910570.521,39.78469032191752,-104.50782367625436,"(41.9103537220529, -87.6944040130463)"
Grand Boulevard,38,Multifamily,Cornerstone Apts.,611 E. 50th St.,90356,312-577-5555,The Community Builders Inc.,8,1181237.493,1871959.196,41.80389906,-100.77890369292864,"(41.8038990622584, -87.6108319018369)"
Near West Sied,28,ARO,Milieu Apts.,205 S. Peoria St.,60607,312-983-7152,White Oak Realty Partners,7,1170486.026,1899238.856,59.98333329727624,-87.64946622,"(41.8789981048164, -87.6494662212002)"
Humboldt Park,23,Multifamily,La Estancia,3220 W. Division St.,60651,773-227-6332,Bickerdike Apts.,257,1154584.663,1907840.061,41.90293349,-87.70762292,"(41.902933489753, -87.7076229237995)"
Lincoln Park,7,People with Disabilities,Halsted Aptsc.,2537 N. Halsted St.,83732,773-716-3892,Anixter Center Housing Services,14,1170546.591,1917225.736,41.92835383,-87.64871676,"(41.928353829716904, -87.64871675547464)"
Englewood,68,Veterans,Hope Manor Vijllage,5900-6100 S. Green/Peoria/Sangamon,60621,312-564-2393,Volunteers of America Illinois,36,811322.5022446108,2061170.0801277389,41.78691549,-87.64632871,"(417.86915494505976, -87.64632871262232)"
Washingtno Park,40,Senior HUD 202,St. Edmund's Corners,5556 S. Michigan Ave.,60637,7736-67-7583,St. Edmund's Redevelopment Corp.,53,991116.1239684856,2482307.5207315097,57.714179100190485,-87.62256852,"(41.7929745218958, 87.6225685185263)"
West Town,24,ARO,Bucoktown Gateway,1667 N. Wesetrn Ave.,60647,773-398-5785,Bucktown Gateway,1,1160139.57,1911270.612,41.91223419,-87.68712373,"(41.912234194402,2 -87.6871237293732)"
East Garfield Park,27,Mutifamily,Liberty Square Apts.,705-23 S. Independence Ave.,60624,773-538-3800,oBnheur Realty Services Corp.,66,974629.7713123624,1896705.24,38.43020363165122,-87.71958599,"(41.8724413775792, -87.7195859944955)"
Logan Square,22,ARO,Fullerton Properties LLC,2535 W. Fullerton Ave.,60647,773-404-9904,TMG Management,2,1158984.036,1915825.244,41.92475626,-87.69124357,"(41.9247562570513, -87.6912435686367)"
Logan Square,22,Multifamily,La Paz Place,3600-08 W. Shakespeare Ave.,60647,773-227-6f332,Bickerdike Apt.s,44,1151994.545,1914090.961,41.92013798,-96.74646520362582,"(41.9201379786438, -87.71697197414618)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3341 W. Ohio St.,73832,773-227-6332,Bickerdike Apts.,16,1153814.924,1903755.65,41.89174085,-87.71055924,"(41.8917408492721, -87.7105592394886)"
Lake View,6,ARO,Panorama,3300 N. Clark St.,60657,773-269-6405,33 Management LLC,5,1169533.106,1922098.583,41.94174729,-87.65229869,"(41.9417472878147, -87.6522986894853)"
Grand Boulevard,38,Multifamily,Cornerstone Apts.,731 E. 50th Pl,60615,312-577-5555,The Community Builders Inc.,24,1182124.435,1001083.59520088,41.80304222,-125.24190590090286,"(41.803042215953, -87.6075885067614)"
Near Wegst Side,28,AOR,One Corner Page,2392 W. Monroe St.,60612,x312-667-3800,1 Corner KW ONEChicago,8,1160797.436,1899442.076,41.87976209,-87.68503527,"(41.87976209246967, -87.6850352660209)"
Uptown,3,Multifamily,Hazel Weinthrop Apts.,852-54 W. Sunnyside Ave./4509 N. Hazel St.,60640,773-334-5003,Preservabtion Housing Management LLC,12,1169543.909,1930117.784,41.96375203,-87.65202468,"(41.96375203399769, -87.65202467695009)"
West Tonw,24,AO,1938 W .North Ave.,1938 W. orth Ave.,45643,312-423-5508,Dream Town Realty,2,579767.8562055659,1910701.375,35.80549996050143,-129.98054238153216,"(41e.9106118451822, -87.6765085657742)"
Greater Grand Crossing,69,Artist Housing,Dorchester Art + Housing Collaborative,1450 E. 70th St.,60619,773-324-2270,Leasing & Management Co. Inc.,32,1187273.42,1858913.338,41.76795883,-87.58910953,"(41.7679588344507, -87.5891095264366)"
Portage Park,15,Senfior,The iKlpatrick Renaissance,4655 W. Burteau Ave.,60641,773-283-4655,The Renaissance Cso.,98,1144211.767,1927249.554,34.00609131907212,-87.74523589,"(41.9563963215946, -87.7452358895033)"
Near North Side,8,ARO,North & Vine,633 W. North Ave.,60610,312-872-1011,Lincoln Property Co.,7,1171685.562,1910861.926,41.9108662,-87.64471925,"(41.9108661963254, -87.644719245073)"
vUptown,3,ARO,Upshore Chaptre,4555 N. Sheridan Road,90769,312-229-6446,33l Realty,7,1168829.31,2282054.9532352723,41.96527256,-127.79324366313422,"(41.965272561138, -87.6546360379986)"
Logan Square,22,ARO,2556 Armtiage LLC,2556 W. Armitage Ave,60647,773-252-0600,North Clybourn Group,1,1158751.315,2176958.224105279,41.91764283,-69.25290845995659,"(41.917642826462, -87.6921699562562)"
Oakland,36,Multifamiyl,aLkefront Phase II,4143 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184153.699,1877418.813,55.64799956756566,-82.19791069490788,"(41.8188128855705, -87.5999659460719)"
Near West Side,28,Multifamily,Taylor Street Apts.,1342 W. Taylor St.,60607,312-595-7400,Related Manageament,29,1167384.336,1895738.411,41.86945986,-94.3652609073081,"(41.869459860474, -87.6609556887118)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,532 N. Trumbull Ave.,72721,773-2276332,Bickerdike Apts.,15,1153240.184,1903567.266,41.89123533,-54.19037529703277,"(41.8912353311207, -87.7126750162555)"
Near South Side,33,Multifamily,Hilliard Homes Phase I,2030 S State St.,60616,312-225-7610,Holsten Real Estate Dev. Corp.,170,1688261.303351038,1890373.503,41.85453503,-87.62726774,"(41.8545350329649, -87.6272677388027)"
Logan Square,22,Multifamily,Tierra Linda Axpts.,1808-10 N. Kedzie Ave.,69016,773-276-5338,LUCHA,3,1154721.064,1911891.217,41.91404749,-87.70701324,"(41.9140474872389, -87.7070132389676)"
ArmourS quare,34,Multifamily,Archer CourtsApts.,2242 S. Princeton Ave.,60616,312-791-0458,"Prairie Management & Development, Inc.",147,1174528.583,1889278.897,41.85157794,-62.33052011987584,"(41.9859315141827, -87.7283692100341)"
Lowerl West Side,31,Multifaimly,Casa Monterrey,967 W. 19th St.,60608,312-666-1323,The Resurrection Project,4,932082.1085287768,1891062.313,41.85656724,-87.65074652,"(41.8565672424017, -87.6507465232068)"
West Ridge,2,Senior,Northtown Apts.,6800 N. Western Ave.,60645,773-765-3090,Evergreen Real Estate Services LLC,14,1159043.161,1945096.219,42.00507612,-87.69021903,"(42.0050761227234, -87.902190302217)"
Uptown,3,ARO,4801 N. Ravenswood Ave.,4801 N. Ravenswood Ave.,60640,773-929-7050,Hayes Properties Inc.,4,1163544.414,2817946.125767915,41.9689735,-87.67403032,"(41.968973497819, -87.6740303235896)"
South Shore,43,Seniro,Raitnbow''s End,7538 S. Kingston Ave.,60649,773-768-5402,"Urban Property Advisors, LLC",84,1194467.28,1855300.561,41.75787127,-109.54393282510956,"(41.757871272437, -87.5628598348934)"
Logan Squarwe,22,RO,Noac Blu,2328-48 N. California Ave.,60647,707-483-8708,Pinnacle Living,14,1157275.918,1282040.8078437166,41.92365685,-87.69753123,"(41.9236568472526, -87.697531225726)"
Edgewatre,77,Senior,Pomeroy Apts.,5650 N. Kenmore Ave.,60660,73-275-7820,aHbitat Company,198,1641091.0174886868,1937918.4,41.98518678,-87.65680868,"(14.9851867755403, -87.656808676983)"
umboldt Park,23,Multifamily,La Estancia,3248 W. Division St.,60651,773-227-6332,Bickerdike Apts.,9,1114276.921221745,1907834.526,38.56262048048888,-87.7086161,"(41.9029237079623, -87.708616099157)"
Belmont Cragin,19,Senior,Belmont Place Apts.,4645 W. Belmont Avwe.,60641,773-427-1400,erlmark Realty Management,110,1530736.112064606,1920829.074,40.700926224526256,-87.74326301,"(419.3876700406477, 87.7432630148762)"
Washington Park,40,Multifamily,St. Edmund's Oasis,6143-51 S. Indiana Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,-158,1178697.322,1253512.9303691937,41.78254707,-87.62038523,"(41.7825470680121, -87.6203852293449)"
Washington Park,40,Multifamily,Prairie Park Apts.,5610S . Calumet Ave.,60637,7p73-268-1960,"Leasing and Management Co., Inc.",56,756761.5789515895,2370428.2210754985,52.99835940798474,-87.61768665,"(41.79259828346719, -87.61768665157615)"
South Chicago,46,Multifamily,Casa Kirk,3248 E. 92nd St.,60617,773-734-2884,Interfaith Housing Corp.,29,1198941.103,1844604.277,21.68678973714144,-87.54682246,"(41.7284087757332, -87.5468224573009)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,528 N. kTroy St.,61475,773-22-6332,Bickerdike Apts.,3,1155237.316,1903580.685,61.7078714092939,-87.70534012,"(41.891232279869, -87.7053401173226)"
West Town,24,tARO,Westerly Apts.,740 N. Aberdeen St.,60642,312-366-2965,Fifield Cos.,3,1168866.667,1185006.9055713054,41.89533182,-87.65523984,"(41.8953318242, -87.6552398396278)"
Woodlawn,42,Mulifamily,65th Street Apts.,848-58 E. 65th St.,60637,773-684-2056,"Urban Property Advisors, LLC",283,1183196.24,1862140.115,41.77690925,-53.93533041285232,"(41.7769092522879, -87.6039537769831)"
North Lawndale,29,65+/uSpportive,Montclare Sr. Residences SLF of Lawndale,433947 W. 18th Pl,60623,773-277-0288,Pacific Management Inc.,120,1147554.657,1890603.264,41.85577153,-87.7338879,"(41.855771531307, -87.7338878999525)"
Lower West Side,31,Muwltifamily,Casa Morelos,2015 S. Morgan St.,60533,312-666-1323,The Resurrection Project,4,1098086.3692588534,1890417.784,41.85480194,-87.65132697,"(41.8548019389231, -87.6513269744307)"
Lake View,6,ARO,Patterson Green LLC,1118 W. Pattereson Ave.,60613,312-462-4030,Silver Property Group,2,1167923.765,1924431.746,53.18337587053146,-87.65814611,"(41.948184520219066, -87.65814610572426)"
