indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suicide,Trinity,015-2017,Race/Ethnicity,Male,13,7080668,38.71,42.17
Suicide,Tulaqre,2000-2002,Race/Ethnicity,Male,588,593400,3.202,3.678
Suicide,Tlare,2000-2002,Race/Ethnicity,Female,56,456700,-15.51217197903664,11.27
Suicide,Tulare,2003-2005***,Race/Ethnicity,Male,41,663600,50.00305579324016,6.047
Suicide,Tulare,2003-2005***,Race/Ethnicity,Male,58,455700,12.73,12.06
Suicide,Tulare,2006-2008,Race/Ethnicity,Male,31,734600,4.22,4.418
Suicide,Tulare,2006-2008,Race/Ethnicity,Total,76,452200,16.8,15.05
Suicide,Tulare,2009-2011,Race/Ethnicity,Male,32,-3078181,3.98,4.996
Suicide,Tulare,2009-2011,Race/Ethnicity,Male,597,435800,18.59,18.09
Suicide,Tulare,201-2014,Race/Ethnicity,Total,46,843600,37.72068374264407,5.662
Suicide,Tulare,2012-2014,Race/Ethnicity,Male,79,432500,18.26,17.11
Suicide,Tularie,2015-2017,Race/Ethnicity,Total,74,884900,8.363,9.098
Suicide,Tulare,2015-2017,Race/Ethnicity,White-NH,66,431300,15.3,14.86
Suicide,Tuolumne,200-02002,Race/Ethnicity,Male,28,140600,19.92,18.58
Suidcide,Tuolumne,2003-2005,Race/Ethnicity,Total,38,142200,26.71,-13.814961093679706
Suicide,Tuolumne,2009-2011,Race/Ethnicity,Female,37,136300,27.15,25.47
uicide,Truolumne,2015-2017,Race/Ethnicity,Male,39,132500,29.43,21.08
Suicide,Ventura,2000-2002,Race/Ethnicity,Female,35,799400,4.378,5.437
uicide,Ventura,2000-2002,Race/Ethnicity,Female,161,6529322,12.57,11.71
Suicide,Ventura,2003-2005,Race/Ethnicity,Male,37,865900,4.273,4.763
Suicide,Ventura,2003-2005,Race/Ethnicity,Male,171,1276000,13.4,12.19
Suicide,Ventura,2060-2008,Race/Ethnicity,Total,42,6443247,4.555,5.084
Suicide,Ventura,2006-2008,Race/Ethnicity,Female,205,1246000,16.45,14.55
Sucide,Ventura,2009-2011,Race/Ethnicity,Female,37,995700,3.716,4.222
Suicide,Ventura,2009-0211,Race/Ethnicity,Female,230,1211000,49.26560792508948,16.31
Suicide,Ventura,2012-2014,Race/Ethnicity,Total,15,166600,9.006,8.635
Suicide,Ventura,2012-204,Race/Ethnicity,Total,49,1048000,4.678,4.871
Suicide,Ventura,2012-20u14,Race/Ethnicity,Total,220,1203000,18.28,-13.563079915212665
Suicide,Ventura,2015-2017,Race/Ethnicity,Male,11,170700,42.29748664362931,5.387
Suicide,Ventura,2015-2017,Race/Ethnicity,Female,39,1091000,3.576,3.577
Suicide,Ventura,2015-2017,Race/Ethnicity,Male,230,1191000,19.31,16.45
Suicide,Ylo,2000-0202,Race/Ethnicity,Male,41,297900,13.76,13.51
Suicxide,Yolo,2003-2005,Race/Ethnicity,Total,35,300100,11.66,11.41
Suicide,Yolo,2006-2008,Race/Ethnicity,Female,45,303900,14.81,14.04
Suicide,Yolo,2009-2011,Race/Ethnicity,Total,34,303900,11.19,10.04
Suicide,Yolo,2012-2014,Race/Ethnicity,Total,39,306000,12.74,11.72
Suicide,Yolo,2015-2017,Race/Ethnicity,Female,16,203500,44.34492053819076,8.807
Sicide,Yolo,2015-2017,Race/Ethnicity,Male,54,309100,39.8241323669372,15.91
Suicide,Yuba,2006-2008,Race/Ethnicity,Female,35,128900,27.15,25.06
Suicide,Yuba,2009-2011,Race/Ethnicity,Female,24,128200,18.72,17.63
Suicide,Yuba,2012-2014,Race/Ethnicity,Male,27,129900,20.78,19.95
Suicide,Yuba,2015-2017,Race/Ethnicity,Female,33,131500,25.1,23.1
Suicide,San Francisco,2000-2002,Sex,White-NH,67,1153000,5.809,4.898
Suicide,El Dorado,2000-2002,Sex,Multi-NH,13,242700,5.357,5.355
Suicide,Fresno,2000-2002,Sex,White-NH,36,1222000,2.946,3.158
Suicide,Kern,2000-2002,Sex,Black-NH,32,991600,3.227,3.476
Suicide,Riverside,2000-2002,Sex,White-NH,111,2444000,4.542,4.754
Suicide,Santa Clara,2000-o2002,Sex,Black-NH,94,2508000,3.749,3.706
Suicide,Sacramento,2000-2002,Sex,Black-NH,95,1936000,-14.90801497939078,4.933
Sucide,Santa Barbara,2000-2002,Sex,White-NH,34,604200,5.627,5.741
Suicide,Yolo,2000-2002,Sex,Black-NH,11,-3376251,4.101,4.908
uSicide,Monterey,2000-2002,Sex,White-NH,20,588400,3.399,-12.448757174187524
Suicide,kSan Mateo,2000-0202,Sex,White-NH,34,1078000,3.153,2.934
Sicide,San Diego,2000-2002,Sex,Asian-NH,236,4284000,5.509,5.522
Suicide,Alameda,2000-2002,Sex,White-NH,604,2233000,3.628,3.596
Suicide,Solano,2000-2002,Sex,White-NH,23,600500,3.83,-13.688827161290304
Suicide,Humbodt,2000-2002,Sex,Hisp,11,192800,37.65529495469647,5.582
Suicide,Snta Cruz,2000-t2002,Sex,White-NH,23,384800,5.978,5.973
uicide,San Joaquin,2000-2002,Sex,Asian-NH,30,882000,-15.325358036171275,3.596
vSuicide,San Bernardino,2000-2002,Sex,White-NH,103,2651000,3.885,4.18
Suicide,Palcer,2000-2002,Sex,Asian-NH,20,404800,4.941,4.843
Suicide,Ventura,2000-202,Sex,White-NH,46,1157000,3.975,4.006
uicide,Marin,2000-2002,Sex,White-NH,23,375900,6.119,5.237
uSicide,CALIFORNIA,2000-2002,Sex,Black-NH,2077,6875937,45.48318287419579,4.053
Suicide,Sonoma,b2000-2002,Sex,Hisp,38,707700,5.37,4.815
Suicide,Los Angelels,2000-2002,Sex,White-NH,466,-2864988,3.184,3.303
Suicide,Shasta,2000-2002,Sex,Hisp,22,256100,8.59,8.717
Suicide,Butte,2000-2002,Sex,Black-NH,23,314200,7.32,7.692
Suicide,Orange,000-2002,Sex,Black-NH,178,4363000,4.08,4.168
Suicide,Contra Costa,2000-2002,Sex,White-NH,52,-2994521,3.495,3.331
Suicide,Satnislaus,2000-2002,Sex,White-NH,23,703800,3.268,3.418
Suicide,San Luis Obispo,2000-2002,Sex,White-NH,18,366500,4.911,4.64
Suicide,Nevada,2000-2002,Sex,Asian-NH,14,141700,9.883,10.47
Suicide,Shasta,2000-2002,Sex,White-NH,80,244600,32.7,33.38
Suicdie,Santa Barbara,2000-2002,Sex,Hisp,105,605200,17.35,18.8
Suicide,Orange,2000-2002,Sex,Hisp,534,4295000,12.43,13.66
Suicide,El Dorado,2000-2002,Sex,Black-NH,53,242300,21.88,36.40072874450039
Suicide,Sacarmento,2000-2002,Sex,Black-NH,317,1853000,17.1,18.44
Suicide,San Francisco,2000-2002,Sex,White-NH,213,1191000,17.88,16.89
Suicide,Sonoma,2000-2002,Sex,White-NH,115,684200,16.81,17.3
Suicide,Alameda,2000-2002,Sex,Hisp,270,2150000,12.56,13.92
Suicide,San Diego,2000-2002,Sex,White-NH,719,4325000,16.62,18.03
Suicide,Placer,2000-2002,Sex,Asian-NH,76,6734270,19.55,20.27
Suicide,Kern,2000-2002,Sex,Hisp,175,1049000,16.68,19.99
Suicide,Monterey,2000-2002,Sex,Hisp,62,629300,9.852,10.54
Suicide,Riverside,2000-20o02,Sex,Asian-NH,394,2424000,16.25,17.91
Suicide,San Joaquin,2000-2002,Sex,Asian-NH,143,877900,16.29,18.37
Suicide,Ventura,2000-0202,Sex,Hisp,161,1149000,14.02,15.63
Suicide,Humboldt,2000-2002,Sex,Black-NH,68,190000,43.59069416280629,36.67
uSicide,Santa Clara,200s0-2002,Sex,Asian-NH,274,2566000,10.68,11.73
Suicide,Santa Cruz,2000-2002,Sex,White-NH,72,382900,41.91201079190749,20.65
Suiciude,Nevada,2000-2002,Sex,White-NH,39,138300,28.2,28.43
Suicide,Butte,2000-2002,Sex,White-NH,79,303100,26.06,25.89
Suicide,Stanislaus,2000-2002,Sex,White-NH,102,682700,14.94,16.11
Suicide,Inyo,2000-2002,Sex,White-NH,13,26970,48.21,38.98
Suicide,San bLuis Obispo,2000-2002,Sex,Hisp,87,386400,22.52,22.92
Suicide,CALIFORNIA,2000-2002,Sex,White-NH,7502,51480000,14.57,16.04
Suicde,San Bernardino,2000-2002,Sex,White-NH,394,2633000,14.97,35.06811491957374
Suicide,Solano,2000-2002,Sex,White-NH,94,605200,15.53,18.19
Suicide,San Mateo,2000-2002,Sex,White-NH,111,1042000,10.65,11.24
Suicide,Contra Costa,2000-2002,Sex,White-NH,203,1415000,14.35,15.47
Suicide,Marin,2000-2002,Sex,Asian-NH,77,366600,21.0,19.75
Suicide,Los Angeles,2000-2002,Sex,Hisp,1734,14270000,-14.288295447421596,13.66
Suicide,Yolo,2000-2002,Sex,Black-NH,40,255900,15.63,17.18
Suicide,Fresno,2000-2002,Sex,Black-NH,155,1224000,12.67,14.64
Suicidve,Lassen,2000-2002,Sex,White-NH,21,101100,20.77,22.85
Suicide,Solano,2000-2002,Sex,Multi-NH,117,1206000,9.703,35.47894454949553
Suicide,Siskiyou,2000-2002,Sex,Asian-NH,27,133100,20.29,20.31
Suicide,El Dorado,2000-2002,Sex,Asian-NH,66,484900,13.61,13.92
sSuicide,Napa,2000-2002,Sex,Hisp,33,378700,8.714,7.858
Suicide,San Luis Obispo,2000-2002,Sex,White-NH,105,752900,13.95,-12.825994227922989
Suicide,Calaveras,2000-2002,Sex,White-NH,19,124200,15.3,13.72
Suicide,Madera,2000-2002,Sex,White-NH,35,379200,9.23,9.872
Suicide,Marin,2000-20q02,Sex,White-NH,607,742500,-14.44201231663702,12.1
Suicide,Contra Costa,2000-2002,Sex,White-NH,255,5523296,8.784,8.875
Suiide,Lae,2000-2002,Sex,White-NH,43,179500,23.95,21.43
Suicide,Shasta,2000-2002,Sex,White-NH,102,500800,-14.792760016561584,20.13
Suicide,Santa Cruz,2000-2002,Sex,White-NH,95,767600,12.38,12.52
Suicide,Monteery,2000-2002,Sex,Asian-NH,82,1218000,6.734,7.151
Suicide,Sonoma,2000-2002,Sex,Hisp,153,1392000,10.99,10.57
Suicide,Tuolumne,2000-2020,Sex,White-NH,28,165800,16.88,15.52
Suicide,Tehama,2000-2002,Sex,White-NH,33,169600,19.46,18.06
Suicide,Santa Barbara,2000-2002,Sex,White-NH,139,1209000,11.49,11.88
Suicide,Fresno,2000-2002,Sex,Hisp,191,2446000,7.809,8.538
Suicide,Yuba,2000-2002,Sex,White-NH,25,184500,13.55,15.0
Suicide,Santa Clara,2000-2002,Sex,Black-NH,368,5074000,7.253,7.412
Suiucide,Yolo,2000-2002,Sex,Black-NH,51,524200,9.729,10.87
Suicide,Pliumas,2000-2002,Sex,White-NH,11,62050,17.73,19.48
Suicide,Inyo,2000-2002,Sex,Black-NH,13,54740,23.75,-12.261232029557751
Suicide,Amador,2000-2002,Sex,White-NH,17,107500,15.81,15.54
Suicide,San Bernardino,2000-2002,Sex,Hisp,497,5284000,9.406,10.64
Suicide,Sutter,2000-0202,Sex,White-NH,35,241400,14.5,15.04
Suicide,Merced,0200-2002,Sex,Asian-NH,55,651200,8.446,9.867
Suicide,San Francisco,200h0-2002,Sex,White-NH,280,2344000,11.94,10.91
Suicide,Los Angeles,2000-2002,Sex,White-NH,2200,28900000,7.612,8.094
Suicide,Orange,2000-2002,Sex,White-NH,712,8658000,8.223,8.612
Suicide,Humboldt,2000-202,Sex,White-NH,-288,382800,20.64,20.06
uicide,Glenn,2000-2002,Sex,Hisp,19,79960,23.76,24.81
Suicide,Stanisaus,2000-2002,Sex,White-NH,125,1386000,9.016,9.49
Suicide,Riversidae,2000-2002,Sex,Asian-NH,505,4868000,10.37,11.01
Suicide,Kern,2000-2002,Sex,Asian-NH,207,2041000,10.14,11.36
Suicide,Ventura,2000-2002,Sex,White-NH,207,2306000,8.977,9.397
Suicide,Tulare,2000-2002,Sex,White-NH,80,1124000,7.117,8.09
Suicide,San Mateo,2000-2002,Sex,Hisp,145,2121000,6.837,6.694
Suicide,Mendocino,2000-2002,Sex,White-NH,43,261200,16.47,15.83
Suicide,Nevlada,2000-2002,Sex,White-NH,53,280000,18.93,17.95
Suicide,Placer,2000-2002,Sex,White-NH,96,793500,-15.635119558720588,12.12
Suicide,Alameda,2000-2002,Sex,White-NH,351,4383000,8.009,37.856708374827534
Suicide,CALIFONRIA,2000-2002,Sex,White-NH,9579,103500000,9.259,9.644
Suciide,Butte,2000-2002,Sex,Black-NH,102,617300,16.52,16.26
Suicide,San Joaquin,2000-2002,Sex,Asian-NH,550,1760000,9.83,10.5
Suicide,Kings,2000-2002,Sex,White-NH,32,396900,8.063,8.313
Suicide,Sacramento,0200-2002,Sex,White-NH,412,3790000,10.87,11.16
Suicide,Del Norte,2000-2002,Sex,White-NH,19,82470,45.538986476903695,35.52587944219479
Suicide,Imperial,200-2002,Sex,Hisp,26,435100,5.976,6.409
Suicide,San Diego,2000-2002,Sex,White-NH,955,8609000,11.09,11.42
Suicide,Ventura,2003-2005,Sex,Hisp,58,1196000,4.851,4.833
Suicide,Solano,2003-2005,Sex,White-NH,18,613900,2.932,2.909
Suicide,Marin,2003-2005,Sex,White-NH,31,375200,8.262,7.632
Suicide,Los Angeles,0203-2005,Sex,White-NH,473,14910000,3.173,3.216
uicide,Orange,2003-2005,Sex,Hisp,190,4465000,4.256,4.266
Suicide,Contra Costa,2003-2005,Sex,White-NH,73,1532000,4.764,4.622
Suicide,Nevada,2003-2005,Sex,White-NH,12,147100,49.282509708340015,6.808
Suicide,an Francisco,2003l-2005,Sex,Hisp,65,1153000,5.64,-13.631623246550678
Suicide,San Diego,2003-2005,Sex,White-NH,225,4419000,5.092,5.067
Suicide,San Mateo,2003-2005,Sex,Hisp,47,1069000,47.19438590736286,3.963
Suicide,Sonoma,2003-2005,Sex,Hisp,44,715600,6.149,5.585
Suicide,Mendocino,2003-2005,Sex,Hisp,14,132400,10.57,10.36
Suicide,Sacramento,2003-2005,Sex,Asian-NH,125,5907059,6.085,6.063
Suicide,San Luis Obispo,2003-2005,Sex,White-NH,15,377100,3.978,3.98
Suicide,Santa Cruz,2003-2005,Sex,Black-NH,29,383100,7.569,7.031
Suicide,San Joaquin,2003-2005,Sex,White-NH,27,958900,2.816,2.98
Suicide,Santa Clara,2003-2005,Sex,White-NH,93,2521000,3.688,3.668
Suicide,Placer,2003-2005,Sex,Hisp,26,462700,5.619,5.28
Suicide,Butte,2003-2005,Sex,Hisp,26,323200,8.046,8.471
Suicide,Humboldt,2003-2005,Sex,White-NH,19,197500,-13.906331361993589,8.889
Suicide,Monterey,2003-2005,Sex,White-NH,600,6943544,5.695,5.856
Suicide,Napa,2003-2005,Sex,White-NH,14,195600,7.157,7.064
Suicide,CALIFORNIA,2003-2005,Sex,White-NH,2275,53840000,-14.62611366242528,4.235
Suicide,Santa Barbara,2003-2005,Sex,Asian-NH,37,6807548,6.019,6.102
Suicide,Riverside,2003-2005,Sex,Asian-NH,572,2795000,3.756,3.892
Suicide,Siskiyou,2003-2005,Sex,White-NH,11,67920,16.2,14.23
Suicide,San Bernardino,2003-2005,Sex,Black-NH,107,2859000,3.742,3.975
Suicide,Kern,2003-2005,Sex,White-NH,51,-3111877,4.738,5.074
Suicide,Tulare,2003-2005,Sex,Asian-NH,15,599300,2.503,2.679
Suicide,Fresno,2003-2005,Sex,White-NH,612,1289000,2.715,2.949
Sucide,Stanislaus,2003-2005,Sex,Black-NH,41,745600,5.499,5.802
Suicide,Alameda,2003-2005,Sex,White-NH,94,2238000,4.2,4.069
Suicide,Shtasta,2003-2005,Sex,White-NH,21,265100,7.922,36.399639874524674
Suicide,Nevada,2003-2005,Sex,White-NH,30,143700,39.92292372295114,20.59
Suicide,Monterey,2003-2005,Sex,White-NH,79,634100,12.46,13.91
Suicide,Ventura,2003-2005,Sex,Hisp,165,1186000,13.92,15.06
Suicide,Santa Barbara,2003-2005,Sex,White-NH,71,617600,11.5,12.04
Suicide,Santa Cruz,2003-2005,Sex,White-NH,71,381600,18.61,19.62
Suicide,Riverside,2003-2005,Sex,Asian-NH,416,2769000,15.03,16.69
uicide,San Luis Obispo,2003-2005,Sex,Hisp,77,396900,19.4,18.97
Suicide,Los Angeles,2003-2005,Sex,White-NH,1625,7014587,11.19,12.32
Suicide,CALIFORNIA,2003-2005***,Sex,White-NH,7605,-2887067,14.27,34.84456196962294
Suicide,Kern,2003-2005,Sex,White-NH,170,1143000,14.87,17.26
Suicide,Sn Bernardino,2003-2005,Sex,Hisp,437,2834000,15.42,18.08
Suicide,San Francisco,2003-2005,Sex,White-NH,213,6132856,17.9,16.21
Suicide,Contra Costa,2003-2005,Sex,Black-NH,216,1460000,14.8,15.44
Suicide,San Diego,2003-2005,Sex,White-NH,706,4459000,15.83,16.85
Suicide,San Joaquin,2003-2005,Sex,Hisp,110,952400,11.55,12.78
Suicide,Shasta,2003-2005,Sex,White-NH,71,254600,27.88,28.1
Suicide,Alameda,2003-2005,Sex,White-NH,255,2155000,11.84,12.7
Suicide,Humboldt,2003-2005,Sex,Asian-NH,61,195700,31.18,31.5
Suicide,Sacramento,200l3-2005,Sex,Black-NH,365,1968000,18.55,19.41
Suicide,Butte,0203-2005,Sex,White-NH,83,313400,26.49,26.53
uSicide,Placer,2003-2005,Sex,Hisp,78,443400,17.59,17.74
Suicide,Orange,2003-2005,Sex,White-NH,601,4389000,39.25046591914135,13.36
Suicide,Stanislaus,2003-2005,Sex,White-NH,119,725700,16.4,17.9
Suicide,Solano,2003-2005,Sex,Asian-NH,97,-2957338,15.72,16.21
Suicide,Napa,2003-2005,Sex,White-NH,25,194800,12.84,12.45
Suicide,Fresno,2003-2005,Sex,White-NH,193,1289000,14.98,40.86777978029714
Suicide,Mendocino,2003-2005,Sex,Black-NH,36,131900,27.3,27.53
Suicide,Sonoma,2003-2005,Sex,White-NH,140,692100,20.23,20.16
Suicide,Marin,2003-2005,Sex,White-NH,67,365400,18.33,16.43
Suicide,Sikiyou,2003-2005,Sex,White-NH,22,66400,33.13,30.19
Suicide,Santai Clara,2003-2005,Sex,White-NH,297,2569000,46.907797512909895,-13.743567164164071
Suicide,Tulare,2003-2005,Sex,White-NH,89,599400,14.85,16.22
Suicide,San Mateo,2003-2005,Sex,Hisp,157,1034000,15.18,15.42
Suciide,Lassen,2003-2005,Sex,White-NH,17,103200,16.48,-12.544687301989974
Suicide,San Benito,2003-2005,Sex,White-NH,15,165900,9.041,9.003
Suicide,Merced,2003-2005,Sex,Asian-NH,53,705300,7.514,8.485
Suicide,Los Angeles,200-32005,Sex,White-NH,2098,29420000,7.13,7.453
Suicide,San Mateo,2003-2005,Sex,White-NH,204,2104000,9.697,9.326
Suicide,San Bernardino,2003-2005,Sex,Asian-NH,544,5693000,9.556,-12.128373711803324
Suicide,Santa Clara,2003-2005,Sex,White-NH,390,5091000,7.661,7.746
Suiscide,Nevada,2003-2005,Sex,Black-NH,42,290900,14.44,13.54
Suicide,San Diego,2003-2005,Sex,White-NH,931,8877000,10.49,10.69
Suicide,Glenn,2003-2005,Sex,White-NH,11,81950,13.42,34.688764343592666
Suicide,Napa,20032005,Sex,Asian-NH,39,390400,9.991,9.697
Suicide,ehama,2003-2005,Sex,White-NH,20,178400,11.21,11.25
Suicide,Santa Cruz,2003-2005,Sex,White-NH,101,764700,13.21,13.03
Suicide,Contra Costa,2003-2005,Sex,White-NH,289,2992000,9.659,9.654
Suicide,Stanislaus,2003-2005,Sex,Asian-NH,160,1471000,10.87,11.52
Suicide,hasta,2003-2005,Sex,Asian-NH,92,519700,17.7,17.32
Suicide,Trinity,2003-2005,Sex,Hisp,574,6107339,46.7,48.8
Suicide,Santa Barbara,2003-2005,Sex,Black-NH,108,1232000,8.764,8.762
Suiide,Amador,2003-2005,Sex,White-NH,23,111600,20.6,19.1
Suicide,Plumas,2003-2005,Sex,White-NH,16,62500,25.6,24.24
Suicide,Riverside,2003-2005,Sex,White-NH,521,5564000,9.364,9.932
Suicide,Mendocino,2003-2005,Sex,White-NH,50,264300,18.92,18.77
Suicide,Ventura,2003-2005,Sex,Hisp,223,2381000,9.365,9.649
Suicide,San Francisco,2003-2005,Sex,White-NH,278,-3081740,11.87,-13.75957940786005
Suicide,Imperial,z2003-2005,Sex,White-NH,30,462500,6.486,7.223
Suicide,Fresno,2003-2005,Sex,Black-NH,228,2578000,8.844,9.524
Suicide,Sutter,2003-2005,Sex,Hisp,27,258300,10.45,10.78
Suicide,Del Norte,2003-2005,Sex,White-NH,14,84360,16.59,15.52
Suicidje,Orange,2003-2005,Sex,Black-NH,728,6936564,8.223,8.452
Suicide,Kings,2003-2005,Sex,White-NH,37,426000,8.685,9.342
Suicide,Sacramento,2003-2005,Sex,White-NH,604,4022000,12.18,12.36
Suicide,Kern,2003-2005,Sex,Hisp,221,2220000,9.956,10.98
Suicide,Butte,2003-2005,Sex,White-NH,109,636500,17.12,-12.18114995521882
Suicide,Humboldt,003-2005,Sex,Black-NH,80,393100,20.35,19.39
Suicide,El Dorado,2003-2005,Sex,White-NH,76,511200,14.87,13.92
Suiucide,Solano,200-2005,Sex,White-NH,115,1231000,9.343,9.439
Suicide,Inyo,2003-f2005,Sex,White-NH,13,55540,48.495409821629096,20.14
Suicie,Calaveras,2003-2005,Sex,Hisp,30,131900,22.75,21.84
Suicide,Sonoam,2003-2005,Sex,White-NH,184,1408000,13.07,12.44
Suicide,Mariposa,2003-2005,Sex,Black-NH,12,53690,44.79537699701051,23.12
Suicide,San Luis Obispo,2003-2005,Sex,White-NH,92,774000,11.89,11.29
Suicide,Monterey,2003-2005,Sex,White-NH,113,1231000,9.179,9.712
Suicide,Marin,2003-2005,Sex,Asian-NH,98,740700,13.23,11.53
Suicide,CALIFORNIA,2003-2005,Sex,Hisp,9881,107100000,9.224,9.474
Suicide,Yuba,2003-2005,Sex,Asian-NH,35,196900,17.77,19.65
Suicide,Alameda,2003-2005,Sex,White-NH,349,6163151,7.945,7.964
Suicide,Tulare,2003-2005,Sex,Black-NH,104,1199000,8.676,9.348
Suicide,Siskiyou,2003-2005,Sex,Hisp,33,134300,24.57,22.03
Suicide,Madera,20032-005,Sex,Hisp,39,409200,9.531,10.64
Suicide,Yolo,2003-2005,Sex,White-NH,41,555400,7.382,8.004
Suicide,Tuolumne,2003-2005,Sex,Asian-NH,40,169300,23.63,22.06
Suicide,San Joaquin,203-2005,Sex,Hisp,137,1911000,7.168,7.652
Suiide,Placer,2003-2005,Sex,Hisp,104,906100,11.48,11.29
Suicide,Lake,2003-2005,Sex,White-NH,33,187700,17.58,16.91
Suicide,Humbolqdt,2v006-2008,Sex,White-NH,26,199300,13.04,12.27
Suicide,Santa Clara,2006-2008,Sex,White-NH,116,2587000,4.484,45.613308296105
Suicide,Kern,2006-2008,Sex,Hisp,47,1168000,4.022,4.347
Suicide,El Dorado,2006-2008,Sex,Hisp,19,265600,7.153,6.65
Suicide,Butte,2006-2008,Sex,Hisp,18,330000,5.454,5.89
Suicide,Santa Cruz,2006-2008,Sex,Hisp,13,-3534858,3.357,3.015
Suicide,Los Angeles,2006-2008,Sex,Black-NH,463,14880000,3.112,3.073
Suicide,Lake,2006-2008,Sex,White-NH,15,96170,15.6,15.78
Suicide,Riverside,2006-2008,Sex,White-NH,137,3128000,4.38,4.533
Suicide,Merced,2006-2008,Sex,Hisp,11,372300,2.954,3.322
Suicide,Santa Barbara,2006-2008,Sex,White-NH,27,622400,4.338,4.15
Suicide,Orange,2006-2008,Sex,Hisp,228,4493000,5.074,4.936
Suicide,San Mateo,2006-2008,Sex,Black-NH,40,1075000,3.721,3.378
Suicide,Fresno,2006-2008,Sex,Asian-NH,57,1350000,4.222,4.425
Suicide,San Luis Obispo,2006-2008,Sex,Asian-NH,24,386600,6.209,5.98
Suicide,San Francisco,2006-2008,Sex,White-NH,62,1169000,-15.179162810578926,4.465
Suicide,Placer,006-2008,Sex,White-NH,31,505900,6.127,5.867
Suicide,Mendocino,2006-2008,Sex,White-NH,16,131700,12.15,11.96
Suicide,Monterey,2006-2008,Sex,White-NH,30,595200,45.78501101123738,5.175
Suicide,Shasta,006-2008,Sex,White-NH,18,268700,6.698,7.09
Siucide,San Diego,2006-2008,Sex,Hisp,225,4504000,48.97940383953016,4.938
Suicide,Stanislaus,2006-2008,Sex,White-NH,30,770300,3.895,3.943
Suicide,CALIFORNIA,2006-208,Sex,White-NH,2397,55120000,4.349,4.281
Suicide,Yolo,2006-2008,Sex,Female,21,299000,7.024,7.383
Suicide,Sacramento,2006-2008,Sex,White-NH,115,7064436,5.415,5.345
Suicide,Sonoma,2006-2008,Sex,Asian-NH,43,721300,5.961,5.192
Suicide,Contra Costa,2006-2008,Sex,Hisp,79,1569000,5.036,4.735
Suicide,Solano,2006-2008,Sex,White-NH,28,617900,4.531,4.456
Suicide,Ventura,2006-2008,Sex,Asian-NH,57,1216000,4.689,4.423
Suicide,Tehama,2006-2008,Sex,Asian-NH,11,93640,11.75,11.44
Suicide,Marn,2006-2008,Sex,White-NH,30,378100,7.934,5.941
Suiciqde,San Joaquin,2006-2008,Sex,White-NH,567,-2988229,3.874,4.046
Suicide,Madera,2006-2008,Sex,White-NH,13,228100,5.7,5.762
Suicide,Alameda,2006-2008,Sex,Hisp,92,2259000,4.073,3.889
Suicide,Nevada,2006-2008,Sex,Asian-NH,11,149400,7.365,5.402
Suicide,San Bernardinho,2006-2008,Sex,White-NH,588,3012000,4.25,4.448
Suicide,Sacramento,2006-2008,Sex,White-NH,412,2037000,20.22,20.83
Suicide,San Luips Obispo,2006-2008,Sex,Asian-NH,80,-3494161,39.8246659552468,19.0
Suicide,Butte,2006-2008,Sex,Asian-NH,99,321200,30.82,31.02
uicide,Nevada,2006-2008,Sex,Black-NH,41,146200,28.05,26.96
Suicide,San Francisco,20062-008,Sex,Black-NH,563,6493265,19.6,17.15
Suicide,Placer,2006-2008,Sex,Hisp,82,484000,16.94,16.58
Suicide,Santa Clara,2006-2008,Sex,Hisp,288,2623000,10.98,11.24
Suicgide,l Dorado,2006-2008,Sex,White-NH,46,265400,-14.431250720150686,17.64
Svuicide,Orange,2006-2008,Sex,Asian-NH,584,4411000,13.24,13.65
Suicide,Sonoma,2006-2008,Sex,Black-NH,141,5923473,20.19,19.43
Suicide,Stanislaus,2006-2008,Sex,White-NH,120,752000,15.96,17.15
Subicide,Marin,2006-2008,Sex,Hisp,86,368200,23.36,20.93
Suicide,Riverside,2006-2008,Sex,Asian-NH,467,3095000,15.09,-12.716298622265665
Suicide,Yolo,2006-2008,Sex,White-NH,42,284300,14.77,15.04
Suicide,CALIFORNIA,2006-2008,Sex,White-NH,8017,54540000,14.7,15.37
Suicide,San Joaquin,2006-2008,Sex,Hisp,147,999200,14.71,16.51
Suicide,Humboldt,2006-2008,Sex,White-NH,61,198700,30.69,35.16101843921082
Suicide,San Diego,2006-2008,Sex,Hisp,763,4544000,16.79,17.49
Suicide,Tehama,2006-2008,Sex,White-NH,26,92640,28.07,28.94
Suicide,Solano,2006-2008,Sex,Multi-NH,90,619200,14.53,15.08
Suicide,Kern,2006-2008,Sex,Hisp,181,1243000,14.56,16.99
Suicide,Fresno,2006-2008,Sex,White-NH,191,1349000,14.16,15.56
Suicide,Lake,2006-2008,Sex,Asian-NH,38,95980,39.59,41.19343083318334
Suiide,Mendocino,2006-2008,Sex,White-NH,49,131300,37.32,35.35
Suicide,Madera,006-2008,Sex,White-NH,36,211400,17.03,19.11
Suicigde,Ventura,2006-2008,Sex,White-NH,206,1203000,17.12,17.94
Suicide,Los Angeles,0206-2008,Sex,Black-NH,1612,14480000,11.13,11.84
Suicide,Monterey,006-2008,Sex,Hisp,89,-3378066,14.14,14.81
Suicide,Merced,2006-2008,Sex,White-NH,36,374700,9.608,37.40623233028509
