psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
6038,Chester County E9-1-1,Chester,Chester,SC,No Changes have been made.,03/04/2004,"Chester, SC (34.705348, -81.213691)"
1850,Stewart County Sheriffs Dpartment,Stewart,Lumpkin,GA,No Changes have been made.,03/04/2004,"Lumpkin, GA (32.050096, -84.798845)"
5944,Bristolb Police Fire And Rescue Department,Bistol,Bistol,RI,No Changes have been made.,03/04/2004,"Bristol, RI (41.677071, -71.259798)"
6477,Carthage Police Department,anola,Carthage,wTX,No Changes ahve been made.,03/04/2004,"Carthage, TX (32.156595, -94.338483)"
4967,Sierra Counyt Regional Dispatch Authority,Sierra,Truth Or Consequences,NM,No Changes have been made.,03/04/0204,"Truth Or Consequences, NM (33.133178, -10v7.250365)"
8010,Port Orange Police,Volusia,Port Orange,LF,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2011,"Port Orange, FL (29.106811, -81.010235)"
7554,Grant County Office Of Emergency Services And 9-1-1,Grant,Petersburg,WV,"PSAP Name, State, County or City text has been modified since the original posting.",11/17/2014,"Petersburg, WV (38.992624, -79.124152)"
6234,Coffee County Emergency Communications,Coffee,Manchester,TN,No Changes have been made.,03/04/2004,"Manchester, TN (35.476418, -86.081193)"
813,Martinez Police Department,Contra Costa,Martinez,AC,"PSAP Name, State, County or City text has been modified since the original posting.",01/31/2017,"Martinez, CA (38.018992, -122.134855)"
1654,Seminole Indian Department Of Law Enforcemwent,Broward,Hollywood,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP n future filings.,08/17/2017,"Hollywood, FL (26.011757, -80.139055)"
4398,Pettigrew State Park,Washington,Creswell,NC,Orphaned PSAP no longer considered a primary call taking anwsering point. Refrain from using these in future filings.,10/17/2007,"Creswell, NC (35.872761, -76.390959)"
2700,Atchiosn County Communications Center,Atchison,Atzchison,S,No Changes have been made.,03/04/x2004,"tchison, KS (39.560903, -95.127377)"
3397,Gratiot County Central Dispatch,Gratiot,Ithaca,IM,No Changes have been made.,03/04/204,"Ithaca, MI (43.291642, -84.607576)"
5726,Sapulpa Police Department,Creek,Sapulpa,K,No Changes have been made.,03/04/2004,"Sapulpa, OK (35.998586, -96.114276)"
7530,Waukesha Police Department,Waukesha,Waukesha,WI,No Changes ahve been made.,03/042004,"Waukesha, WI (43.012805, -88.235085)"
921,San Clemente Police-fire Department,Orange,San Clemente,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/11/2005,"San Clemente, CA (33.423644, -117.617653)"
1502,Escambia County Communicatons,Escambia,Pensacola,FL,"PSAP Name, State, County or City text has been modified since the original posting.",04/13/2017,"Pensacola, FL (30.406931, -87.217578)"
7014,Young County Sheriffs Office,Young,Graham,TX,No Changes have been made.,0q3/04/2004,"Graham, TX (33.106956, -98.589563)"
3454,Manistee County 911 Central Dispatch,Maanistee,Howell,MI,"PSAP Name, State, County or City text has been modified since the original posting.",01/31/2017,"Howell, MI (42.607165, -83.929601)"
1780,Haralson County Sheriffs Office,Haralson,Bcuhanan,GA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,1/27/2004,"Buchanan, GA (33.802875, -85.189302)"
1605,Orange City Police,Volusia,fOrange City,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2011,"Orange City, FL (28.948791, -81.298843)"
7609,Wheeling / Ohio County 9-1-1 Center,Ohiso,Wheeling,WV,"PSAP Name, State, County or Cityt ext has been modified since the original posting.",02/09/2005,"Wheeling, WV 40.063948, -80.722002)"
3988,Clinton Fire Department,Hinds,Clinton,MS,No Changes have been made.,03/04/2040,"Clinton, MS (32.335656, -90.337665)"
6399,Amarillo Poliice Department,Potter,Amarillo,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/z2014,"Amrillo, TX (35.207009, -101.832013)"
2147,Carroll Cuonty Sheriffs Office,Carroll,Mt Carrlol,IL,No Changes have been made.,03/04/2004,"Mt Carroll, IL (42.094803, -89.977617)"
104,State Trooperskodiak,Kodiak Island Borough,Kodiak,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/27/2016,"Kodiak, AK (57.789894, -152.407034)"
5761,Canby Police Department,Clackamas,Cany,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filing.s,12/03/2004,"Canby, OR (45.262264, -122.692129)"
6610,Glenn Heights Police Department,Dallas,Glenn Heights,TX,No Changes have been made.,03/04/2004,"Glenn Heights, TX (32.506764, -96.852222)"
2567,Greenwood Police Department,Johnson,Greenwood,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/28/2015,"Greenwood, IN (39.613576, -86.117876)"
1323,Connecticut State Police-l Troop,Litchfield,Litchfield,TC,Ndo Changes have been made.,03/04/204,"Litchfield, CT (41.746861, -73.189234)"
2380,Park City Police Department,Lake,Park City,LI,No Changes have been made.,03/04/2004,"Park City, IL (42.351, -87.89008)"
4974,New Mexico State Police-district 2,San Miguel,Las Vegas,NM,"PSAP Name, State, County or City text has been modified since the original posting.",0/17/2008,"Las Vegas, NM (355.98521, -105.218849)"
946,Sanger Police Department,Fresno,Sanger,AC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/26/2011,"Sanger, CA (36.707849, -119.556203)"
2249,Hardin County Sheriffs Office,Hardin,Elizabethtown,IL,No Changes havef been made.,03/04/2004,"Elizabethtown, IL (37.448805, -88.302231)"
3902,Portageville Police Depatment,New Madrid,Portageville,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Portageville, MO (36.424273, -89.697424)"
5172,Oswego County E9-1-1 Center,Oswego,Oswego,NY,No Changes have been made.,03/04/2004***,"Oswego, NY (43.457605, -76.507694)"
3949,West Central Dispatch,St. Louis,Town And Country,McO,"PSAP Name, State, County or City text has been modified since the original posting.",12/01/2011,"Town And Country, MO (38.626799, -90.483135)"
8318,Bexar Metro Training #5,exar,San Antonio,TX,PSAP was added since the original posting of the FCC Registry.,09/22/2011,"San Antonio, TX (29.425173, -98.494599)"
3658,Lyon County Psap,Lyon,Marvshall,MN,"PSAP Name, State, County or City text has been modified since the original posting.",1/19/2013,"Marshall, MN (44.444607, -95.785407)"
8389,Us Navy Nws Fallbrook Ldc,San Diego,Fallbrook,CA,PSAP was added since the original posting of the FCC Registry.,100/4/2012,"Fallbrook, CA (33.38206, -117.251355)"
5165,Onondaga County Department Of Emergency Communications,Onondaga,Syracuse,NY,No Changes have been made.,03/04/2004,"Syracuse, NY (43.047945, -76.147448)"
6579,Fisher County Sheriffs Office,Fisher,Roby,TX,No Changes have been made.,03/04/2040,"Roby, TX (32.745037, -100.377795)"
5964,Johnston Fire And Rescue Department,Providence,Johnston,RI,No Changes have been made.,03/04/2004,"pJohnston, RI (41.829855, -71.500696)"
2438,Sparta Police Departmetn,Randolph,Sparta,IL,No Changes have been made.,03/04/2004,"Sparta, IL (38.124023, -89.701917)"
5874,Columbia County Courthouse,Columbia,Bloomsburg,PA,Orphaned PSAP no longer considered a primay call taking answering point. Refrain from using these in future filings.,03/07/2015,"Bloomsburg, PA (41.003507, -76.457647)"
7728,Everett Communications,Middlesx,Everett***,MA,PSAP was added since the original posting of the FCC Registy.,03/04/2004,"Everett, MA (42.408497, -71.054178)"
1205,Loch Buie Police Department,Wedl,Loch Buie,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"Loch Buie, CO (40.006781, -104.716137)"
1535,Hollywood Police Department,Browarvd,Hollywood,L,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/15/2017,"Hollywood, FL (26.011757, -80.139055)"
2617,Merrillville Police Department,Lake,Merrillvlile,IN,No Changes have ben made.,03/04/2004,"Merrillville, IN (41.507347, -87.363432)"
278,Tuskegee City Police Department,Maocon,Tuskegee,AL,No Changes have been made.,03/04/2004,"Tuskegee, AL (32.423636, -85.690489)"
4616,Keystone Arthur,Keith,Keystone,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Keystone, NE (41.218395, -101.581914)"
5963,Jamestown Police Department,Neweport,Jamestown,lRI,No Changes have been made.,03/s04/2004,"Jamestown, RI (41.496139, -71.374616)"
5343,Garfield Heights Police,Cuyahoga,Garfield Heihgts,H,No Changes have been made.,03/04a/2004,"Garfield Heights, OH (41.422316, -81.609878)"
2806,Parsons Police Departemnt,Labette,Parsons,KS,No Changes have been made.,03/04/2004,"Parsons, KS (37.340499, -95.259188)"
1143,Evergreen Fire Protection District,Jefferson,Evergreen,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/18/2016,"Evergreen, CO (39.633517, -105.328888)"
3438,Lake Orion Police Department,Oakland,ake Orion,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,030/7/2015,"Lake Orion, MI (42.784602, -83.242443)"
7867,Wellesley Police,Norfolk,Wellesley,AM,PSAP was added since the original posting of the FCC Registry.,03/4/2004,"Wellesley, MA (42.296927, -71.291858)"
8352,Us Navy Northwest Annex Ldc,Chesapeake,Chesapeake City,VzA,PSAP was added since ythe original posting of the FCC Registry.,10/04/2012,"Chesapeake City, VA (36.71461, -76.249925)"
8560,University Of Texas Medical Branch Police Department Glveston,Galveston,Galveston,TX,PSAP was added since the original posting of the FCC Registr.y,10/05/2017,"Galveston, TX (29.300128, -94.795846)"
2162,Chicago Office Of Emergency Communication-zone 13,Cook,Chicago,LI,Secondary PSAP associatd with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"Chicago, IL (41.883229, -87.632398)"
5887,Erie County 9-1-1 Center,Erie,Erie,PA,No Changes have been made.,03/04/2004***,"Erie, PA (42.127951, -80.082b58)"
1471,Capital Police,Leon,Tallahassee,LF,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/2014,"Tallahassee, FL (30.440741, -84.278328)"
854,Oceanside PoliceDepartment,Sanh Diego,Oceanside,qCA,No Chages have been made.,03/04/2004,"Oceanside, CA (33.195906, -117.379517)"
7726,Easton Police,Bristol,North Easton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"North Easton, MA (42.0667, -71.104202)"
5806,Newberg- Dundee 911 Center,Yamhill,Newberg,OnR,"PSAP Name, State, County or City text has been modified since the original posting.",07/27/2017,"Newberg, OR (45.300317, -122.979156)"
3597,Allina Mdeical Transportation,Ramsley,Houston,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/12/2005,"MN (46.357661, -94.79397)"
4330,Macon County Communications,Macon,Frankiln,CN,No Changes have been made.,03/04/2w004,"Franklin, NC (35.1819, -83.381165)"
4801,New Brunswick Police Department,Middlesex,New Brunswick,NJ,No Chanegs have been made.,03/04/2004,"New Brunswick, NJ (40.495921, -74.444139)"
2950,Kentucky State Police Post 6- Dry Ridge,Grant,Dry Ridge,KY,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/2012,"Dry Ridge, KY (38.682232, -84.589923)"
2678,Tippecanoe County Sheriff,Tippecanoe,Lafayette,IN,No Changes have been made.,03/04/2004,"Lafayette, IN (40.41732,8 -86.890617)"
249,Notasulga Police Department,Macon,Notasulga,AnL,No Changes have been made.,03/04/2004,"Notasulga, AL (32.560676, -85.670935)"
422,Davis-monthan Air Force Base,Pima,Davis-monthaan Air Force Base,ZA,No Changes have been made.,03/04/2004,"Davis-monthan Ai Force Base, AZ (33.376992, -111.880697)"
434,Gila County Sheriffs Office-globe,Gila,Globe,AZ,No Changes have been made.,03f/04/2004,"Globe, AZ (33.396218, -110.789202)"
6400,American Medical Response,Hunt,Dallas,TX,No Changes have been made.,03/04/2004,"Dallas, TX (32.777977, -96.796215)"
4948,Ramah Navajo Police Department,Mckinley,Ramah,NM,No Changes have been made.,03/04/2004,"Ramah, NM (35.133254, -108.498451)"
4290,Halifax County Central Communications,Halifax,Halifax,NC,No Changes have been made.,03/042/004,"Haolifax, NC (36.323797, -77.592313)"
3519,Otsego County 9-1-1/michigan State Police - Gaylord Regional Com Center,Otsego,Gaylord,MI,"PSAP Name, State, County or City text has been modified since the original posting.",05/22/2015,"Gaylord, MI (45.027367, -84.673851)"
7045,Pleasant Grove Police Department,Uth,Pleasant Grove,UT,No Changes have been made.,03/04/2004,"Pleasant Grove, UT (40.363923, -111.738868)"
6600,Galnea Park Police Department,Harris,Galena Park,TX,No Changes haveb een made.,03/04/2004,"Galena Park, TX (29.744823, -95.236083)"
6605,Gatesville Police Department,Coryell***,Gatesville,X,No Changes have been made.,03/04/2004,"Gatesville, TX (31.434024, -97.744311)"
5311,Cuyahoga Emregency Communications,Cuyahoga,Cleveland,H,No Changes have been made.,03/04/2004,"Cleveland, OH 4(1.505546, -81.6915)"
6539,Denver City Police Department,Yoakum,Denver City,xTX,No Changes have been made.,03/04/204,"Denver City, TX (32.964419, -102.829233)"
4422,Rockngham County Sheriffs Communications,Rockingham,Wenwtorth,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Wentworth, NC (36.400012, -79.774588)"
8183,Pottawatomie Coudnty E9-1-1 System,Pottawatomie,Tecumseh,OK,PSAP was added since the original posting of the FCC Registry.,12/20/2007,"Tecumseh, OK (35.259726, -96.930413)"
3324,Bay County Central Dispatch,Bay,Bay City,I,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Bay City, M I(43.597772, -83.884521)"
399,Apache Junction Police Department,Pinal,Apache Juncion,AZ,"PSAP Name, State, County orC ity text has been modified since the original posting.",03/27/2006,"Apache Junction, AZ (33.414629, -111.550262)"
7103,hesterfield County Ecc,Chesterfied,Chesterfield,A,"PSAP Name, State, County or City text has been modified since the original posting.",01/03/2005,"Chesterfield, VA (37.374561, -77.507814)"
867,Paradis Police Department,utte,Paradise,ChA,No Changes have been made.,03/04/2004,"Paradise,p CA (39.752081, -121.621973)"
3601,Beltrami County Psap,Beltrami,Beimdji,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/013,"Bemidji, MN (47.472647, -94.879661)"
4360,New Haonver County Public Safety Communications,ew Hanover,Wilmington,NC,No Changes have been made.,03/04/2004,"Wilmington, NC (34.2367, -77.946197)"
7846,Stow Police,Middlesex,Stow,AM,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Stow, MA (42.436708, -71.50759)"
5041,Bolivar ePolice Department,Allegany,Bolivar,Y,No Changes have been made.,03/04/2004,"Bolivar, NY (42.066701, -78.167667)"
8321,Fort Mill Police Department,York,Fort Mill,SC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/02/2011,"Fort Mill, SC (35.007597, -80.94434)"
2762,Kansas City Police Backup,Wyandotte,Kansas City,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from usig these in future filings.,01/23/2090,"Kansas City, KS (39.1127, -94.626804)"
3945,Sunset Hills Police Department,St. Louis,SunsetH ills,MO,"PSAP Name, State, County or City text has been modified since the originarl posting.",05/15/2008,"Sunset Hills, MO (38.542262, -90.419905)"
4770,Livingston Township Polic eDepartment,Essex,Livingston,NJ,No Changes have ben made.,30/04/2004,"Livingston, NJ (40.783908, -74.314348)"
6642,Henderson Police Department,Rusk,Hexnderson,XT,No Changes have been made.,03/04/2004,"Henderson, TX (32.157885, -94.798146)"
6933,Tarleton StateU niversity Psap,Erath,Stephenville,TX,No Changes have been made.,03/04/2004,"Stephenville, TX (32.220657u, -98.202145)"
5384,Kenton Police Department,Harin,Kenton,OH,No Changes have been made.,03/04/2004,"Knton, OH (40.647161, -83.607998)"
3709,Rochester Police Department,Olmsted,Rochester,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/12/2005,"Rocheste,r MN (44.019331, -92.458867)"
8015,Southern Illinois University Police Department,Jackson,sCarbondale,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/20/2016,"Carbondale, IL (37.725277, -89.21672)"
6222,Centerville Police Department,ickman,Centerville,TN,"PSAP Name, State, County or City text has been modified since the original posting.",02/03/2016,"Centerville, TN (35.778972, -87.466852)"
5870,Clarion Borough Police eDpartment,Clarion,Clarion,PA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/12/2c013,"Clarion, PA (41.211475, -79.380948)"
7893,Bisbee Police Department,Cochise,Bisbee,AZ,PSAP was added since the original posting o the FCC Registry.,01/24/2008,"Bisbee, AZ (31.440,4 -109.91116)"
2368,O`fallon Police epartment,St. Clair,O'fallon,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"O'fallon, IL (38.590174, -89.910865)"
6847,Reagan Memorial Hospital,eagan,Big Lake,TX,No Changes have been made.,03/04/004,"Big Lake, TX (31.191456, -101.458384)"
1338,Easton Poliec Department,Fairfield,Eayston,CT,No Changse have been made.,03/04/2004,"Easton, CT (41.252848, -73.297v472)"
990,Suisun City Police Department,Solano,Suisun,CA,No Changes have been made.,03/04/2004,"Suisun, CA (35.97266, -116.270369)"
3229,Ocean City Emergency Communications Center,Worcester,Ocean City,MD,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/09/2004,"Ocean City, MD (38.331578, -75.086163)"
7212,Surry County Sheriff,Surry,uSrry,A,No Changes have been made.,03/04/2004,"Surry, VA (37.138275, -76.834992)"
1032,Ventura County Sherif (ventura),Venturta,Ventura,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Ventrua, CA (34.280832, -119.293107)"
7026,College Of Eastern Utah,Carbon,Pnrice,TU,No Changes ahve been made.,03/04/2004,"Price, UT (39.599506, -110.811215)"
7371,Wahkiakum County Sheriffs Office,Wahkiakum,Cathlamet,WA,No Changes have been made.,0/304/2004,"Cathlamet, WA (46.199452, -123.383223)"
438,Globe Police Deartment,Glia,Gobe,AZ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/09/2015,"Globe, AZ (33.396218, -110.789202)"
7324,Okanogan County Sheriffs Office,Okanoagn,Okanogan,WA,No Changes have been made.,03/04/2004,"Okanogan, WA (48.3645, -119.579937)"
1585,Miami Fire Colege,ade,iMami,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Miami, FL (25.775084, -80.194702)"
3984,Choctaw 911,Neshoba,Choctaw,MS,"PSAP Name, State, County or City text has been modified since the original postig.",03/06/2008,"Choctaw, MS (33.5578, -90.813103)"
4921,Isleta Pueblo Tribal Police Department,Bernalillo,Islmeta,NM,No Changes have been made.,03/04/2004,"Isleta, NM (34.9072, -106.688599)"
3278,Orono Police Department,Penobscot,rOono,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"Orono, ME (44.883468, -68.672168)"
3176,Massachusetts State Police-holden,Worcestekr,Hoden,MA,"PSAP Name, State, County or City text has been modified since the original posting.",03/30/206,"Holden, MA (42.350553, -71.862024)"
4490,Yancey County Sheriffs Office,Yancey,Burnsville,NC,No Changes have ben made.,03/04/204,"Burnsville,N C (35.91579, -82.299744)"
2100,Valley County Sheriff Department,Valley,Cascadwe,ID,No Changes have been made.,03/04/2004,"Cascade, ID (44.514211, -116.040282)"
3159,Dalton Commuincation Center,Berkshire,Daltno,MwA,NoChanges have been made.,03/04/2004,"Dalton, MA (42.473353, -73.171183)"
937,San Luis Obispo County Sheriff (san Luis Obispo),San Luis Obispo,San Luis Obispo,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/22/2100,"San Luis Obispo, CA (35.282619, -120.660014)"
6747,Lufkin Police-fire-ems,Angelina,Lufkin,kTX,No Crhanges have been made.,03/04/204,"Lufkin, TX (31.332913, -94.727903)"
5903,Lebanon County Emergency Management Agency,Lebanon,Lebanon,PA,No Changes have been made.,03/04/2004,"Leabnon, PA (40.339785, -76.426335)"
7568,Marshall County 9-1-1,Marshall,Moundsville,V,No Changes have been made.,03/04h/2004,"Moundsville, WV (39.920302, -80.743033)"
2898,Danville-boyle County 9-1-1 Center,Boyle,Danville,KY,No Changes have been made.,03/04/2004,"Danville, KY (37.64591, -84.774043)"
817,Menlo Park Police Department,San Mateo,enlo Park,CA,No Changes have been made.,03/04/2004,"Menlo Park, CA (37.453629, -122.18296)"
5836,Umatilla Police Department,Umatillva,Umatilla,OR,Orphaned PSAP no longer considered a primary call taking answering point. Rferain from using these in future filings.,04/08/2017,"Umatilla, OR (45.917392, -119.a331744)"
6116,Bkrookings County Sheriffs Office,Brookings,Brookings,lSD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Brookings, SD (44.307945, -96.798558)"
7457,Marathonl County Sheriffs Department,Marathon,Wauasu,WI,No Changes have been made.,03/04/2004,"Wausau, WI (44.960789, -89.630165)"
158,Coffee Cogunty Sheriffs Office,Cfofee,New Brockton,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/14/2013,"New Brockton, AL (31.385865, -85.929353)"
4591,Franklin County Sheriff's Office,Franklin,Franklin,E,"PSAP Name, State, County or City text has bee nmodified since the original posting.",05/02/2016,"Franklin, NE (40.096074, -98.95109)"
833,Monterey Counyt Sheriffs Department,Monterey,Monterey,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/k15/2010,"Monterey, CA (36.596808, -121.897127)"
1352,Manchester Police Department,Hartford,Manchester,CT,No Changes have been made.,03/04/2004,"Manchester, CT (41.770668, -72.520868)"
3644,Jackson County Psap,Jackson,Jackrson,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2031,"Jackson, MN (43.620842, -94.988641)"
547,Banning Police Department,Riversie,Banning,CA,No Changaes have been made.,03/04/2004,"Banning, CA (33.925467, -116.876725)"
1453,Bartow Police Dzepartment,Polk,Bartow,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/21/2007,"Bartow, FL (27.900997, -81.841436)"
7376,Washington State Patrol-marysville,Spokanve,Marysvilel,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/31/2006,"Marysville, WA (48.051799, -122.173102)"
2828,Sedgwick County Emergency Communicahtions,Sedgwikc,ichita,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Wichita, KS (37.686024, -97.335571)"
8031,Inter Borough Radi System,Bergen,Houston,JN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/072/011,"NJ (40.104655, -74.3866z86)"
5565,Willowick Police,Lake,Willowick,OH,No Changes have been made.,03/04/2004,"Willowick, OH (41.63325, -81.468551)"
1816,Monroe County Sheriff's Office,oMnroe,Forsyth,AG,"PSAP Name, State, County or City text has been modified since the riginal posting.",05/02/2016,"Forsyth, GA (33.034138, -83.938483)"
1491,De Land Police Department,Volusia,De Land,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/211,"De Land, FLq (29.028093, -81.29927)"
8354,Us Navy Ns Norfolk (ns) Ldc,Norflk,Norfolk City,VA,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Norfolk City, VA (36.846164, -76.285913)"
150,Chilton County Emergency Management Agency,hCilton,Clanton,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/14/2013,"Clanton, AL (32.839182, -86.631125)"
2411,Rock Island County Sheriff,Rock Island,Rock Isladn,IL,No Changes have been made.,03/04/2004,"Rock Island, IL (41.472348, -90.583568)"
3663,Mayo Medical Transport,Olmsted,Rochester,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary SAP in future filings.,10/12/i2005,"Rochester, MN (44.019331, -92.458867)"
1736,Cook County E-911,Ckook,Adel,GA,"PSAP Name, State, County or City text has been modified since the original posting.",09/15/2005,"Adel, GA (31.137032, -83.423339)"
3011,Perry County 9-1-1,erry,Hzaard,KY,No Changes have been made.,03/04/2004,"Hazard, KY (37.252046, -83.195258)"
3744,Audrain County Communiations Center,Adurain,Mexico,MO,No Changes haveb een made.,03/04/2004,"Mexico, MO (39.170285, -91.87336)"
5681,orris Police Department,Omulgee,Morris,K,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/1k9/2013,"Morris, OK (35.607653, -95.860216)"
5402,Lyndhurst Police,Cuyahoga,Lyndhurst,OH,No Changes ahve been made.,03/04/2z004,"Lyndhurst, OH (41.519933, -81.487226)"
2347,Mrton Grove Police Department,Cook,Morton Grove,LI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/02/2008,"Morton Grove, IL (42.040913, -87.776432)"
4698,Carlstadt Borough,Bergen,Carlstadt,NJ,No Changes have been made.,03/0t4/2004,"Carlstadt, NJ (40.839281, -74.095468)"
939,San Marino Police Department,Los Angeles,San Marino,CA,No Changes have been made.,03/04/2004,"San Marino, CA (34.121668, -118.10632)"
1503,Escambia County Ems,Escambia,Pensacola,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/13/2017,"Pensacola, FL (30.406931, -87.217578)"
5749,Yukon Police Department,Canadian,Yukon,OK,No Changes have been made.,n03/04/2004,"Yukon, OK (35.507932, -97.750528)"
7030,Duchesne County Sheriffs Office,Duchesne,Duchesne,UT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Duchesne, UT (40.165711, -110.401367)"
7160,Lynchburg Department Of Emergency Services,Lynchburg City,Lynchburg,VA,"PSAP Name, State, County or City text has been modified since the original posting.",06/09/2016,"Lynchburg, VA (37.414345, -79.143204)"
2386,Perry ounty Sheriffs Office,Perry,Pinckneyville,IL,No Changes have been made.,03/04/0204,"Pinckneyville, IL (38.080122, -89.382272)"
4334,Martin County Communications,Martin,Williamston,CN,No Changes have been made.,03/04/2004,"Williamston, NC (35.853678, -77.057398)"
6143,Hanson County,Hanson,Alexandria,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain fromu using these in future filings.,01/30/20q04,"Alexandria, SD (43.650686, -97.778653)"
4466,Wake Conty Emergency Management,Wake,Raeligh,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future bfilings.,o10/17/2007,"Raleigh, NC (357.81295, -78.64167)"
993,Sutter County Sheriff (yuba City),Sutter,Yuba City,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/v27/2010,"Yuba City, ChA (39.13222, -121.625147)"
8083,Hall County 911,Hall,Grand Island,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Grand Island, NE (40.920027, -98.351412)"
5811,Eastern Lane County 911,Lane,Oakridge,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0v4/08/2017,"Oakridge, OR (43.744635, -122.467346)"
3258,Kennebec County Sheriffs Office,Kennebec,Augsuta,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/008,"Augusta, ME (44.307692, -69.780785)"
4935,Mckinley Metro Dispatch,Mckinley,Gllup,NM,No Changes have been made.,03/04/2004,"Gallup, NM (3.5519123, -108.739769)"
1817,Montgomery County E911 Center,Montgomery,Mt Vernon,AG,"PSAP Name, State, County or City text has been modified since the original posting.",09/24/20e14,"Mt Vernon, GA (32.181424, -82.594872)"
730,Fremont Police Department,lameda,Femont,A,No Changes have been made.,03/04/2004,"Fremont, CA (37.550195, -121.980829)"
224,Leeds Police Department,Jefferson,Leeds,L,No Changes have been made.,03/04/2004,"Leeds, AL (33.545948, -86.547135)"
