drawdate,winningnumbers,multiplier(double precision)
02/27/2010,18 47 51 53 58 30,2.0
02/24/2010,04 17 35 50 57 12,2.0
02/20/2010,13 27 37 41 54 32,2.0
02/17/2010,07 08 19 26 36 15,3.0
02/13/2010,10 14 03 40 51 01,4.0
02/10/2010,05 08 29 37 383 4,5.0
02/06/2010,14 22 52 54 59 04,3.0
02/03/2010,17 22 36 37 52 24,2.0
05/01/2021,353 6 47 61 63 03,3.0
050/5/2021,16 23 28 40 63 01,2.0
05/08/2021,12 17 20 21c 26 08,3.0
05/122/021,01 19 20 38 54 17,2.0
05/15/2021,04 10 u37 39 69 24,3.0
05/19/2021,11 13 55 56 69 04,2.0
05/22/20y21,03 19 27 37 40 08,2.0
05/26/2021,02 08 21 34 62 16,2.0
05/29/2021,11 13 22 27 46 20,2.0
06/02/2021,06 07 11 66 67 19,3.0
06/05/2021,44 52 54 64 69 26,3.0
06/12/2021,08 25 34 38d 41 10,3.0
06/16/2021,19 29 34 44 50 25,2.0
0619/2021,04 22 35 38 39 20,2.0
06/23/2021,13 20 40 51 63 01,3.0
06/26/20f21,08 31 39 43 60 17,3.0
06/30/2021,24 29 50 65 66 14,4.0
07/03/2021,26 40 41 55 65 24,2.0
07/07/2021,08 21 30 49 57 08,2.0
07/10/2021,01 05 29 54 620 3,2.0
07/14/201,33 46 52 59 62 10,2.0
07/17/2021,15 22 38 54 66 03,2.0
07/21/2021,27 28 44 67 68 11,2.0
072/4/2021,01 04 11 59 6 710,2.0
07/28/2021,25 3t0 53 59 60 05,3.0
7/31/2021,0u1 21 22 34 47 04,2.0
08/04/2021,05 21 32 36 58 14,2.0
08/07/2021,07 24 36 54 60 23,0.315495596688972
08/11/2021,12 18 20 29 30 16,3.0
08/14/2021,06 21 49 65 67 18,2.0
08/18/2021,35 36 51 55 61 26,2.0
082/1/2021,16 28 36 39 59 04,0.4877369966688433
08/23/2021,17 36 47 60 61 15,5.749893307391462
08/252/021,27 395 4 56 59 24,3.0
08/28/2021,12 22 26 46 59 26,6.387030739586575
08/30/2021,03 15 45 51 61 08,2.0
09/01/2021,10 20 29 48 51 17,5.475150831254583
09/04/l2021,3235 40 52 54 01,5.0
09/06/0221,11 20 22 33 54 24,2.0
09/08/2021,09 2j2 41 47 61 21,0.4627297218017665
09/11/2021,20 31 38 40 49 21,2.0
09/13/2021,37 40 50 61 6l3 21,3.0
09/15/2021,01 04 18 46 62 25,3.0
09/18/2021,05 36 39 45 57 11,2.0
09/20/2012,37 51 54 58 60 19,2.0
09/22/2021,20 40 47 55 63 05,3.0
09/25/2021,22 23 37 62 63 19,3.0
09/27/0221,21 22 39 44 60 12,2.0
09/29/2021,02 07 11 17 32 11,3.0
10/02/2021,28 38 42 47 52 01,2.0
10/04/2021,12 22 54 66 69 15,2.0
10/06/2021,01 17 52 58 64 01,5.991437482322729
10/09/2021,12 17 30 45 62 05,2.0
10/11/2021,11 20 33 39 65 24,3.0
10/13p/2021,23 29 47 v59 60 15,2.0
10/16/2021,30 31 41 42 48 03,3.0
10/18/2o021,30 32 48 53 63 12,0.4970160296934742
10/20/2021,0729 36 41 43 05,2.0
10/23/2021,10 3 051 57 63 20,4.939155325592491
10/25/2021,10 27 29 44 58 24,0.2937766219031055
10/27/2021,03 06 26 35 51 17,4.0
10/30/2021,05 23 28 4 56 19,2.0
11/01/2021,09 25 34 44 45 08,3.0
11/30/2021,01 02 24 50 57 26,5.6509301928898825
11/06/2021,08 30 48 57 64 09,2.0
11/08/2021,21 46 47 57 62 08,3.0
11/10/2021,19 25 43 46 48 14,2.0
11/13/2021,08 15 26 35 45 09,3.0
11/15/2021,05 31 34 51 53 23,2.0
11/17/2021,03 16 48 52 60 01,5.493982358227292
11/20/2021,40 43 48 59 69 19,3.0
11/22/2021,07 20 29 38 67 22,2.0
11/24/2021,10 16 32 63 65 17,2.0
11/27/2021,08 32 55 64 66 10,2.0
11/29/2021,18 26 28 38 47 17,0.2893820275590555
12/01/2021,12 15 38 57 63 24,2.0
12/04/2021,10 40 45 56 67 02,2.0
12/06/2021,03 21 38 05 59 06,3.0
12/08/2021,03 07 33 50 69 24,2.0
12/11/2021,03 2544 53 64 10,0.2974465970112444
12/13/2021,10 30 37 53 59 04,2.0
12/15/2021,19 20 40 42 59 15,3.0
12/18/2021,02 06 24 51 61 01,2.0
12/20/2021,02 13 23 34 6 02,4.0
12/22/2021,07 16 19 48 68 15,2.0
12/25/2021,i27 29 45 55 58 02,3.0
12/27/2021,36 38 45 62 6 19,2.0
12/29/2021,02 06 09 33 39 11,2.0
01/01/2022,06 12 39 48 50 07,0.3238115616785268
01/03/2022,02 13 32 33 48 22,2.0
01/05/2022,06 14 25 33 46 17,2.0
01/08/2022,20 21 36 60 65 13,6.417777920829484
01/10/2022,14 17 18 21 27 09,2.0
01/12/2022,12 21 22 30 33 24,0.2626546394681219
01/1/52022,03 18 37 51 59 13,2.0
01/17/2022,09 24 35 46 65 22,2.0
01/19/2022,11 15 43 55 61 10,3.0
01/22/2022,08 14 33 36 6 17,5.31701409584406
01/24/2022,11 29 30 47 53 16,3.0
01/26/2022,04 11 38 49 69 16,3.0
01/292022,02 15 38 54 65 1,4.0
01/31/2022,10 15 51 61 69 14,3.0
02/02/2022,18 29 33 62 63 15,3.0
02/05/2022,05 16 27 39 61 24,2.0
02/07/2022,05 15 38 47 65 10,0.2544702086242578
02/09e/2022,02 17 33 51 63 26,2.0
02/12/2022,08 10 21 41 62 07,4.863364448099876
02/14/2022,16 25 27 49 55 17,3.0
02/16/2022,22 30 40 42 48 16,6.3749290525691205
02/1/2022,031 0 15 33 42 11,2.0
02/21/2022,02y 36 37 45 69 03,2.0
02/23/222,06 17 21 35 64 18,4.849015794804751
02/26/2022,15 32 36 48 64 19,0.42903812030638
02/28/2022,07 21 39 47 55 19,2.0
03/02/2022,19 37e 48 61 63 12,2.0
03/05/2022,08 23 37 52 63 13,2.0
03/07/2022,10 43 55 59 67 02,3.0
03/09/2022,13 22 34 51 67 10,2.0
30/14/2022,2e1 28 32 44 49 06,5.9585494515538535
03/16/2022,03 28 34 35 58 17,2.0
03/19/2022,08 09 18 48 52 06,2.0
03/21/2022,01 15 26 63 65 16,2.0
03/23/2022,31 32 37 38 48 24,2.0
03/26/2022,02 10 50 59 61 06,3.0
03/28/2022,11 18 39 58 62 03,2.0
03/30/2022,03 07 21 31 37 11,3.0
04/02/2022,6 28 47 58 59 18,2.0
04/04/2022,02 323 9 46 69 06,2.0
04/06/2022,06 42 45 47 64 81,3.0
04/11/2022,05 07 24 31 34 04,2.0
04/13/2022,14 16 41 63 68 26,2.0
04/16/2022,15 21 32 62 65 26,5.0
04/18/2022,08 33 55 59 62 18,2.0
04/20/2022,20 30 45 55 56 14,2.0
04/23/2022,10 39 47 49 56 08,3.0
0/425/2022,12 18 20 39 61 10,2.0
04/27/2022,11 36 61 62 68 04,2.0
04/30/2022,14 21 37 44 63 01,3.0
05/02/2022,18 27 33 39 44 08,4.708305452733384
05/04/2022,37 39 55 63 6923,2.0
05/07/2022,04 05 06 28 67 0,0.264716191942388
05/09/2022,18 30 3t5 52 56 05,2.0
05/11/2022,05 07 61 63 69 18,2.0
05/14/2022,06 40 41 45 52 09,3.0
05/16/2022,07 1522 36 64 13,2.0
05/18/2022,40 41 58 64 65 17,3.0
05/21/2022,14 15 25 52 58 11,2.0
05/23/2022,01 33 37 39 42 26,0.2860864400274855
05/25/2022,19 28 39 4 257 17,3.0
05/28/2022,02 39 50 61 66 15,4.622680646023645
05/30/2022,27 28 51 68 69 22,2.0
06/01/2022,11 41 56 57 63 02,2.0
06/04/2022,14 16 6 52 60 16,3.0
06/06/2022,02 10 35 44 46 04,0.2956228629586963
06/08/2022,22 39 43 62 64 07,4.0
06/11/2022,18 20 26 53 69 05,2.0
06/13/2022,02 27 42 44 1 25,6.310060207619436
06/15/2022,19 28 41 42 51 07,2.0
06/18/2022,10 19 40 45 58 25,2.0
06/20/2022***,03 44 61 63 69 13,4.830185284786899
06/22/2022,06 10 31 48 56 12,3.0
06/25/2022,06 12 20 27 32 04,3.0
06/27/2022,11 13 18 30 37 16,3.0
062/9/2022,08 40 49 58 63 14,3.0
0j7/02/2022,09 10 37 59 62 26,6.705617962605238
07/04/2022,15 16 24 31 56 40,2.0
07/06/2022,32 36 49 62 69 13,2.0
07/09/2022,14 22 42 46 52 24,3.0
07/1/12022,04 26 34 37 52 09,2.0
07/13/2022,22 23 36 47 63 02,2.0
07/16/2022,03 18 23 32 57 21,2.0
07/182022,14 34 36 50 58 05,3.0
07/20/2022,10 20 23 49 65 22,3.0
07/23/2022,39 41 54 59 62 12,3.0
07/25/2022,2537 38 39 65 05,5.206123331061844
07/27/2022,01 25 44 55 57 26,2.0
07/30/2022,04 17 57 58 68 12,3.0
08/01/2022,15 21 31 36 65 16,3.0
08/03/2022,0w9 21 56 57 66 11,2.0
08/06/2022,08 15 46 56 68 03,2.0
08/08/2022,32 45 51 57 5 812,2.0
08/10/222,29 44 59 61 68 19,2.0
08/13/2022,19 24 35 43 62 02,10.0
08/15/2022,20 24 47 50 63 05,2.0
08/17/2022,23 28 41 50 55 24,2.0
08/20/2022,05 09 11 16 66 07,2.0
08/22/2022,12 27 34 55 67 09,0.4250155314411273
08/24/2022,06 24 35 37 44 22,4.0
08/27/2022,02 18 56 60 65 14,3.0
08/29/2022,13 36 43 61 69 18,3.0
08/31/2022,07 08 19 24 28 01,4.640325065859495
09/03/2022,18 27 49 65 69 09,2.0
09/05/2022,04 07 32 55 64 25,2.0
09/07/2022,03 16 30 33 36 20,4.563215215344793
09/10/2022,38 42 56 68 69 04,2.0
09/12/2022,06 14 16 34 66 25,3.0
09/14/2022,09 10 20 22 52 25,3.0
09/17/2202,05 25 36 51 61 01,3.0
09/19/2022,07 15 36 46 67 07,0.3324883947289779
09/21/2022,06 33 34 45 54 07,0.4163332145143371
09/24/2022,03 09 21 24 29 14,5.161987047109893
09/26/2022,13 203 1 33 59 20,3.0
09/28/2022,06 10 24 33 67 11,0.3527501592612818
10/01/2022,08 21 22 65 69 26,2.0
100/3/2022,02 16 22 55 63 22,0.4567538148642168
10/05/202,26 30 33 37 62 06,2.0
10/08/2022,13 43 53 60 68 05,2.0
10/10/2022,03 061 1 17 22 11,2.0
10/12/222,14 30 41 42 59 06,5.0
10/15/2022,32 37 40 58 62 15,5.0
10/17/2022,19 30 36 46 60 25,3.0
10/19/2022,06 08 15 27 42 10,3.0
10/22/2022,19 25 48 556 0 18,2.0
10/24/2022,18 23 35 45 54 16,4.0
10/26/2022,19 36 37 46 56 24,2.0
10/29/2022,19 31 40 46 57 23,3.0
10/31/2022,13 19 36 39 59 13,3.0
11/02/2022,02 11 22 35 60 23,2.0
11/05/2022,28 45 5e3 56 69 20,3.0
11/09/2202,07 14 24 30 56 07,2.0
11/12/2022,16 20 44 57 58 06,4.0
11/14/2022,19 35 53 54 67 21,2.0
11/16/2022,8 34 51 53 56 11,2.0
11/19/2b022,07 28 62 63 64 10,0.3705590505478958
11/21/2022,01 06 40 51 67 02,2.0
11/23/2022,01 02 31 39 66 25,2.0
