"County
Name ","District
Name",Co/Dist Code,Site Code,School Site,Total Enrollment,Telephone,Principal,Principal's Email,Mailing Address,Mailing City,Mailing State,Mailing Zip,Grades  (Low-High),Certified Staff,
OKLAHOMA    ,OKC CHARTER: HARDING FINE ARTS,55-E010,980,HARDING FINE ARTS ACADEMY     ,,(405) 702-4322,Sharon Rowan,srowan@hfaaokc.org,P O Box 18895 ,Oklahoma City ,OK,73154,-,31,
OKLAHOMA    ,OKC CHARTER: SANTA FE SOUTH MS,55-E011,981,SANTA FE SOUTH MS             ,,(405) 635-1053,Michael Figueroa,mfigueroa@santafesouth.org,4712 S. Santa Fe Blvd. ,Oklahoma City,OK,73109,-,45,
OKLAHOMA    ,OKC CHARTER: KIPP REACH COLL. ,55-E012,982,KIPP REACH COLLEGE PREPARATORY,,(405) 425-4622,Tracy Mcdaniel,tmcdaniel@kippreach.org,Po Box 776,Oklahoma City,OK,73101,-,25,
OKLAHOMA    ,OKC CHARTER: DOVE SCIENCE ES  ,55-E013,984,DOVE SCIENCE ACADEMY ES (OKC) ,,(405) 605-5566,Kanuni Yilmaz,yilmaz@dsaelementary.org,4901 N Lincoln Blvd,Oklahoma City,OK,73105,-,27,
OKLAHOMA    ,OKC CHARTER: HARPER ACADEMY   ,55-E016,986,HARPER ACADEMY                ,,(405) 605-2600,Tamra Washington,mperry@harpercharterschools.org,1215 N.E. 34Th Street,Oklahoma City,OK,73111,-,8,
OKLAHOMA    ,OKC CHARTER: LIGHTHOUSE OKC   ,55-E020,988,LIGHTHOUSE ACADEMIES OKC INC  ,,(405) 600-7038,Amanda Kissling,akissling@lhacs.org,4906 South Santa Fe,Oklahoma City,OK,73109,-,17,
OKLAHOMA    ,SANTA FE SOUTH ES (CHARTER)   ,55-G001,971,SANTA FE SOUTH ES (CHARTER)   ,721,(405) 681-7480,Carma Barlow,cbarlow@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129,PK-05,49,
OKLAHOMA    ,SANTA FE SOUTH ES (CHARTER)   ,55-G001,971,SANTA FE SOUTH ES (CHARTER)   ,721,(405) 681-7480,Kim Figueroa,kfigueroa@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129,PK-05,49,
OKLAHOMA    ,SANTA FE SOUTH ES (CHARTER)   ,55-G001,971,SANTA FE SOUTH ES (CHARTER)   ,721,(405) 681-7480,Susan Schlosser,sharriman@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129,PK-05,49,
OKLAHOMA    ,ASTEC CHARTERS                ,55-G004,971,ASTEC CHARTER MS              ,460,(405) 947-6273,Amanda James,ajames@asteccharterschools.com,"2401 Nw 23Rd Street, Ste. 3",Oklahoma City,OK,73107,06-08,37,
OKLAHOMA    ,ASTEC CHARTERS                ,55-G004,972,ASTEC CHARTER HS              ,468,(405) 947-6274,Amanda James,ajames@asteccharterschools.com,"2401 Nw 23Rd Street, Ste. 3",Oklahoma City,OK,73107,PK-12,34,
OKLAHOMA    ,JOHN W REX CHARTER ELEMENTARY ,55-G007,987,JOHN W REX CHARTER ELEMENTARY ,371,() -,Joseph Pierce,jpierce@johnrexschool.org,,,,,PK-03,31,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,102,APOLLO ES                     ,460,(405) 787-6636,Angela Habben,ahabben@putnamcityschools.org,1901 North Peniel Avenue,Bethany,OK,73008,PK-05,40,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,103,PUTNAM CITY SMART START EC CTR,304,(405) 470-3981,Ashley Hoggatt,ahoggatt@putnamcityschools.org,"4361 Northwest 50Th Street, Suite 200",Oklahoma City,OK,73112,PK-PK,23,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,105,CENTRAL ES                    ,643,(405) 789-5696,Barbara Crump,bcrump@putnamcityschools.org,5721 Northwest 39Th Street,Warr Acres,OK,73122,PK-05,52,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,110,ARBOR GROVE ES                ,606,(405) 789-4985,Brenda Davis,bdavis@putnamcityschools.org,4711 North Tulsa,Oklahoma City,OK,73112,PK-05,50,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,115,CORONADO HEIGHTS ES           ,456,(405) 942-8593,Bart Daniel,bdaniel@putnamcityschools.org,5911 North Sapulpa Avenue,Oklahoma City,OK,73112,PK-05,40,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,116,DENNIS ES                     ,511,(405) 722-6510,Renita White,renitaw@putnamcityschools.org,11800 James L. Dennis Drive,Oklahoma City,OK,73162,PK-05,39,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,117,RALPH DOWNS ES                ,471,(405) 721-4431,Stephanie Wallace,swallace@putnamcityschools.org,7501 West Hefner Road,Oklahoma City,OK,73162,PK-05,39,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,118,HARVEST HILLS ES              ,472,(405) 721-2013,Lynn Johnson,ljohnson@putnamcityschools.org,8201 Northwest 104Th Street,Oklahoma City,OK,73162,PK-05,37,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,120,HILLDALE ES                   ,790,(405) 942-8600,Price Brown,pbrown@putnamcityschools.org,4801 Northwest 16Th Street,Oklahoma City,OK,73127,PK-05,58,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,122,KIRKLAND ES                   ,252,(405) 842-1491,Ashley Hoggatt,ahoggatt@putnamcityschools.org,6020 North Independence Avenue,Oklahoma City,OK,73112,PK-05,27,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,122,KIRKLAND ES                   ,252,(405) 842-1491,Kimberly Harper,kharper@putnamcityschools.org,6020 North Independence Avenue,Oklahoma City,OK,73112,PK-05,27,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,124,LAKE PARK ES                  ,321,(405) 789-7068,Nona Burling,nburling@putnamcityschools.org,8221 Northwest 30Th Street,Bethany,OK,73008,PK-05,36,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,125,NORTHRIDGE ES                 ,681,(405) 722-5560,Kim Mclaughlin,kmclaughlin@putnamcityschools.org,8501 Northwest 82Nd Street,Oklahoma City,OK,73132,PK-05,51,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,126,OVERHOLSER ES                 ,527,(405) 789-7913,Marjorie Iven,miven@putnamcityschools.org,7900 Northwest 36Th Street,Bethany,OK,73008,PK-05,50,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,127,ROLLINGWOOD ES                ,475,(405) 721-3644,Pam Miller,pamm@putnamcityschools.org,6301 North Ann Arbor Avenue,Oklahoma City,OK,73122,PK-05,40,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,128,TULAKES ES                    ,631,(405) 721-4360,Danyelle Speight,dspeight@putnamcityschools.org,6600 Galaxie Drive,Oklahoma City,OK,73132,PK-05,48,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,130,WESTERN OAKS ES               ,695,(405) 789-1711,Stephanie Treadway,streadway@putnamcityschools.org,7210 Northwest 23Rd Street,Bethany,OK,73008,PK-05,56,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,133,WILEY POST ES                 ,676,(405) 721-8123,Kimberly Harper,kharper@putnamcityschools.org,6920 West Britton Road,Oklahoma City,OK,73132,PK-05,51,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,133,WILEY POST ES                 ,676,(405) 721-8123,Sheryl Rexach,srexach@putnamcityschools.org,6920 West Britton Road,Oklahoma City,OK,73132,PK-05,51,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,134,WILL ROGERS ES                ,444,(405) 722-9797,John Lunn,jlunn@putnamcityschools.org,8201 Northwest 122Nd Street,Oklahoma City,OK,73142,PK-05,45,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,135,WINDSOR HILLS ES              ,686,(405) 942-8673,Shbrone Brookings,sbrookings@putnamcityschools.org,2909 North Ann Arbor Avenue,Oklahoma City,OK,73127,PK-05,56,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,510,JAMES L. CAPPS MS             ,912,(405) 787-3660,James Burnett,jburnett@putnamcityschools.org,4020 North Grove Avenue,Warr Acres,OK,73122,06-08,78,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,520,COOPER MS                     ,611,(405) 720-9887,Mark Lebsack,mlebsack@putnamcityschools.org,8001 River Bend Boulevard,Oklahoma City,OK,73132,06-08,57,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,530,HEFNER MS                     ,1024,(405) 721-2411,Toye Mitchell,tmitchell@putnamcityschools.org,8400 North Macarthur Boulevard,Oklahoma City,OK,73132,06-08,85,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,540,MAYFIELD MS                   ,713,(405) 947-8693,Tracy Sowinski,tsowinski@putnamcityschools.org,1600 North Purdue Avenue,Oklahoma City,OK,73127,06-08,66,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,550,WESTERN OAKS MS               ,673,(405) 789-4434,Meggan Wilson,mwilson@putnamcityschools.org,7200 Northwest 23Rd Street,Bethany,OK,73008,06-08,60,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,705,PUTNAM CITY HS                ,1793,(405) 789-4350,Brett Bradley,bbradley@putnamcityschools.org,5300 Northwest 50Th Street,Oklahoma City,OK,73122,09-12,137,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,708,PUTNAM CITY NORTH HS          ,1876,(405) 722-4220,Brian Chastain,bchastain@putnamcityschools.org,11800 North Rockwell Avenue,Oklahoma City,OK,73162,09-12,137,
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,710,PUTNAM CITY WEST HS           ,1662,(405) 787-1140,Buster Meeks,bmeeks@putnamcityschools.org,8500 Northwest 23Rd Street,Oklahoma City,OK,73127,09-12,144,
OKLAHOMA    ,LUTHER                        ,55-I003,105,LUTHER ES                     ,370,(405) 277-3545,Sheila Wilson,shwilson@lutherlions.org,Post Office Box 430,Luther,OK,73054,PK-04,32,
OKLAHOMA    ,LUTHER                        ,55-I003,505,LUTHER MS                     ,252,(405) 277-3264,Barry Gunn,bgunn@lutherlions.org,Post Office Box 430,Luther,OK,73054,05-08,27,
OKLAHOMA    ,LUTHER                        ,55-I003,705,LUTHER HS                     ,264,(405) 277-3263,Jerry Martin,jmartin@lutherlions.org,Post Office Box 430,Luther,OK,73054,09-12,22,
OKLAHOMA    ,LUTHER                        ,55-I003,705,LUTHER HS                     ,264,(405) 277-3263,Shawn Meek,smeek@lutherlions.org,Post Office Box 430,Luther,OK,73054,09-12,22,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,103,INDIAN MERIDIAN ES            ,543,(405) 390-8585,Christiine Floyd,cfloyd@cnpschools.org,1865 South Indian Meridian,Choctaw,OK,73020,PK-02,34,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,105,CHOCTAW ES                    ,378,(405) 390-2225,Cheryl Lidia,clidia@cnpschools.org,14663 Northeast Third Street,Choctaw,OK,73020,PK-05,39,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,115,NICOMA PARK ES                ,464,(405) 769-2445,Dorothy Shetley,dshetley@cnpschools.org,1200 North Hickman Avenue,Choctaw,OK,73020,PK-02,32,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,120,NICOMA PARK INTERMEDIATE ES   ,379,(405) 769-4693,Misti Tye,mtye@cnpschools.org,1318 Hickman Avenue,Choctaw,OK,73020,03-05,29,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,125,JAMES GRIFFITH INTERMEDIATE ES,517,(405) 390-2153,Kelli Hosford,khosford@cnpschools.org,1861 South Indian Meridian,Choctaw,OK,73020,03-05,34,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,126,L. W. WESTFALL ES             ,487,(405) 769-3078,Brenda Stanley,bstanley@cnpschools.org,13239 Northeast 10Th Street,Choctaw,OK,73020,PK-05,35,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,515,NICOMA PARK MS                ,572,(405) 769-3106,Brent Ingraham,bingraham@cnpschools.org,1321 Hickman Avenue,Choctaw,OK,73020,06-08,44,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,520,CHOCTAW MS                    ,672,(405) 390-2208,Jeanann Gaona,jgaona@cnpschools.org,14667 Northeast Third Street,Choctaw,OK,73020,06-08,56,
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,705,CHOCTAW HS                    ,1659,(405) 390-8899,David Reid,dreid@cnpschools.org,14300 Northeast 10Th Street,Choctaw,OK,73020,09-12,114,
OKLAHOMA    ,DEER CREEK                    ,55-I006,105,DEER CREEK ES                 ,418,(405) 348-9100,Lacey Padgett,laceypadgett@dcsok.org,4704 North West 164Th Street,Edmond,OK,73013,PK-04,33,
OKLAHOMA    ,DEER CREEK                    ,55-I006,110,PRAIRIE VALE ES               ,541,(405) 359-3170,Michelle Anderson,michelleanderson@dcsok.org,22522 North Pennsylvania Avenue,Edmond,OK,73025,PK-04,38,
OKLAHOMA    ,DEER CREEK                    ,55-I006,115,ROSE UNION ES                 ,552,(405) 359-3188,Tina Nunn,tinanunn@dcsok.org,5100 Northwest 220Th Street,Edmond,OK,73025,PK-04,44,
OKLAHOMA    ,DEER CREEK                    ,55-I006,120,GROVE VALLEY ES               ,537,(405) 359-3195,Kelly Faught,kellyfaught@dcsok.org,3500 Northwest 192Nd Street,Edmond,OK,73012,PK-04,35,
OKLAHOMA    ,DEER CREEK                    ,55-I006,125,DEER CREEK INTERMEDIATE SCHOOL,831,(405) 348-4830,Sherri Verble,sherriverble@dcsok.org,21175 North Macarthur,Edmond,OK,73012,05-06,49,
OKLAHOMA    ,DEER CREEK                    ,55-I006,130,SPRING CREEK ES               ,437,(405) 340-0530,Michelle Eidson,michelleeidson@dcsok.org,15400 North Rockwell,Oklahoma City ,OK,73103,KG-04,31,
OKLAHOMA    ,DEER CREEK                    ,55-I006,505,DEER CREEK MS                 ,855,(405) 348-4830,Kristy Vandorn,kristyvandorn@dcsok.org,2601 North West 234 Th Street Boulevard,Edmond,OK,73012,07-08,58,
OKLAHOMA    ,DEER CREEK                    ,55-I006,705,DEER CREEK HS                 ,1457,(405) 348-5720,Melissa Jordan,melissajordan@dcsok.org,6101 Northwest 206Th Street,Edmond,OK,73012,09-12,84,
OKLAHOMA    ,HARRAH                        ,55-I007,105,RUSSELL BABB ES               ,288,(405) 454-6213,Brad Hurley,bhurley@harrahschools.com,20901 Northeast Tenth Street,Harrah,OK,73045,04-05,30,
OKLAHOMA    ,HARRAH                        ,55-I007,110,CLARA REYNOLDS ES             ,344,(405) 454-6201,Cheryl Hessman,chessman@harrahschools.com,755 Harrison Street,Harrah,OK,73045,02-03,26,
OKLAHOMA    ,HARRAH                        ,55-I007,115,VIRGINIA SMITH ES             ,451,(405) 454-3638,Doug Parker,dparker@harrahschools.com,20227 Northeast Tenth Street,Harrah,OK,73045,PK-01,27,
OKLAHOMA    ,HARRAH                        ,55-I007,505,HARRAH MS                     ,453,(405) 454-2406,Dianna Hilburn,dhilburn@harrahschools.com,20665 Walker Street,Harrah,OK,73045,06-08,41,
OKLAHOMA    ,HARRAH                        ,55-I007,705,HARRAH HS                     ,598,(405) 454-2416,Kenneth Riddle,kriddle@harrahschools.com,20370 Elm Street,Harrah,OK,73045,09-12,53,
OKLAHOMA    ,JONES                         ,55-I009,105,JONES ES                      ,532,(405) 399-9118,Cindy Harrison,charrison@jonesel.k12.ok.us,13145 Montana Street,Jones,OK,73049,PK-05,30,
OKLAHOMA    ,JONES                         ,55-I009,505,JONES MS                      ,275,(405) 399-9114,Adam Mcphail,amcphail@jonesms.k12.ok.us,16011 East Wilshire Boulevard,Jones,OK,73049,06-08,28,
OKLAHOMA    ,JONES                         ,55-I009,705,JONES HS                      ,329,(405) 399-9122,Curtis Moses,cmoses@joneshs.k12.ok.us,304 Dr. Lee Simmons,Jones,OK,73049,09-12,32,
OKLAHOMA    ,EDMOND                        ,55-I012,105,CLEGERN ES                    ,397,(405) 340-2955,Teri Cowden-Draper,Teri.Draper@edmondschools.net,601 South Jackson Street,Edmond,OK,73034,PK-05,43,
OKLAHOMA    ,EDMOND                        ,55-I012,110,RUSSELL DOUGHERTY ES          ,311,(405) 340-2985,Penny Dilg,penny.dilg@edmondschools.net,19 North Boulevard,Edmond,OK,73003,PK-05,26,
OKLAHOMA    ,EDMOND                        ,55-I012,115,IDA FREEMAN ES                ,498,(405) 340-2965,Keith Pautler,Keith.Pautler@edmondschools.net,501 West Hurd Street,Edmond,OK,73003,PK-05,59,
OKLAHOMA    ,EDMOND                        ,55-I012,122,NORTHERN HILLS ES             ,711,(405) 340-2975,Michele Milner,Michele.Milner@edmondschools.net,901 East Wayne Street,Edmond,OK,73034,PK-05,43,
OKLAHOMA    ,EDMOND                        ,55-I012,125,ORVIS RISNER ES               ,587,(405) 340-2984,Penny Gooch,penny.gooch@edmondschools.net,2801 South Rankin Street,Edmond,OK,73013,PK-05,48,
OKLAHOMA    ,EDMOND                        ,55-I012,130,SUNSET ES                     ,697,(405) 340-2990,Kartina Mcdaniel,Kartina.McDaniel@edmondschools.net,400 West Eighth Street,Edmond,OK,73003,PK-05,49,
OKLAHOMA    ,EDMOND                        ,55-I012,135,WILL ROGERS ES                ,690,(405) 340-2995,Sheron House,sheron.house@edmondschools.net,1215 East Ninth Street,Edmond,OK,73034,PK-05,49,
OKLAHOMA    ,EDMOND                        ,55-I012,140,CHISHOLM ES                   ,823,(405) 340-2950,Thomas Higdon,Thomas.Higdon@edmondschools.net,2300 Southeast 33Rd Street,Edmond,OK,73013,PK-05,53,
OKLAHOMA    ,EDMOND                        ,55-I012,145,JOHN ROSS ES                  ,858,(405) 340-2970,Christa Ellis,Christa.Ellis@edmondschools.net,1901 Thomas Drive,Edmond,OK,73003,PK-05,51,
OKLAHOMA    ,EDMOND                        ,55-I012,150,CHARLES HASKELL ES            ,828,(405) 340-2945,Dayna Hamilton,dayna.hamilton@edmondschools.net,1701 Northwest 150Th Street,Edmond,OK,73013,PK-05,57,
OKLAHOMA    ,EDMOND                        ,55-I012,155,CROSS TIMBERS ES              ,869,(405) 340-2200,Jamila Crawford,jamila.crawford@edmondschools.net,4800 North Kelly Avenue,Edmond,OK,73025,PK-05,51,
OKLAHOMA    ,EDMOND                        ,55-I012,160,WASHINGTON IRVING ES          ,762,(405) 340-2210,Kinberly Frank,kimberly.frank@edmondschools.net,18101 North Western Avenue,Edmond,OK,73012,PK-05,46,
OKLAHOMA    ,EDMOND                        ,55-I012,165,ANGIE DEBO ES                 ,918,(405) 340-2270,Candice Delcamp,candice.delcamp@edmondschools.net,16060 North May Avenue,Edmond,OK,73013,PK-05,62,
OKLAHOMA    ,EDMOND                        ,55-I012,170,WEST FIELD ES                 ,850,(405) 340-2285,Lisa Crosslin,Lisa.Crosslin@edmondschools.net,17601 North Pennsylvania,Edmond,OK,73012,PK-05,47,
OKLAHOMA    ,EDMOND                        ,55-I012,175,CENTENNIAL ES                 ,811,(405) 340-2275,Jessele Miller,jessele.miller@edmondschools.net,4400 North Coltrane,Edmond,OK,73034,PK-05,47,
OKLAHOMA    ,EDMOND                        ,55-I012,180,FRONTIER ES                   ,647,(405) 340-2211,Cara Jernigan,cara.jernigan@edmondschools.net,4901 Explorer Dr,Edmond,OK,73003,PK-05,38,
OKLAHOMA    ,EDMOND                        ,55-I012,185,HERITAGE ES                   ,518,(405) 340-2800,Cathey Bugg,cathey.bugg@edmondschools.net,400 E Sorghum Mill Rd,Edmond,OK,73034,PK-05,37,
OKLAHOMA    ,EDMOND                        ,55-I012,505,CIMARRON MS                   ,803,(405) 340-2935,Cordell Ehrich,cordell.ehrich@edmondschools.net,3701 South Bryant Avenue,Edmond,OK,73013,06-08,49,
OKLAHOMA    ,EDMOND                        ,55-I012,510,CHEYENNE MS                   ,986,(405) 330-7380,Michelle Grinsteiner,michelle.grinsteiner@edmondschools.net,1271 West Covell Road,Edmond,OK,73003,06-08,64,
OKLAHOMA    ,EDMOND                        ,55-I012,515,SEQUOYAH MS                   ,1344,(405) 340-2900,Jason Galloway,Jason.Galloway@edmondschools.net,1125 East Danforth Road,Edmond,OK,73034,06-08,77,
OKLAHOMA    ,EDMOND                        ,55-I012,520,SUMMIT MS                     ,1231,(405) 340-2920,Shana Perry,shana.perry@edmondschools.net,1703 Northwest 150Th Street,Edmond,OK,73013,06-08,74,
OKLAHOMA    ,EDMOND                        ,55-I012,525,CENTRAL MS                    ,836,(405) 340-2890,Dana Renner,dana.renner@edmondschools.net,500 East Ninth Street,Edmond,OK,73034,06-08,68,
OKLAHOMA    ,EDMOND                        ,55-I012,705,MEMORIAL HS                   ,2155,(405) 340-2850,Anthony Rose,Anthony.Rose@edmondschools.net,1000 East 15Th Street,Edmond,OK,73013,09-12,126,
OKLAHOMA    ,EDMOND                        ,55-I012,715,NORTH HS                      ,2644,(405) 340-2875,Jason Pittenger,jason.pittenger@edmondschools.net,215 West Danforth Road,Edmond,OK,73003,09-12,135,
OKLAHOMA    ,EDMOND                        ,55-I012,720,SANTA FE HS                   ,2220,(405) 340-2230,Jason Hayes,jason.hayes@edmondschools.net,1901 West 15Th Street,Edmond,OK,73013,09-12,142,
OKLAHOMA    ,MILLWOOD                      ,55-I037,105,MILLWOOD ES                   ,658,(405) 475-1004,Susan Baldwin,sbaldwin@millwoodps.org,6710 North Martin Luther King Avenue,Oklahoma City,OK,73111,PK-08,56,
OKLAHOMA    ,MILLWOOD                      ,55-I037,705,MILLWOOD HS                   ,268,(405) 478-0504,Michaell Brown,mbrown@millwoodps.org,6718 North Martin Luther King Avenue,Oklahoma City,OK,73111,09-12,39,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,105,COUNCIL GROVE ES              ,479,(405) 350-3465,Michelle Braisher,michelle.d.braisher@westernheights.k12.ok.us,7721 Melrose Lane,Oklahoma City,OK,73127,PK-04,44,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,107,JOHN GLENN ES                 ,707,(405) 350-3480,Archie Scott,archie.d.scott@westernheights.k12.ok.us,6501 South Land Avenue,Oklahoma City,OK,73159,PK-04,62,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,110,GREENVALE ES                  ,283,(405) 350-3470,Diane Klein,diane.b.klein@westernheights.k12.ok.us,901 Greenvale Road,Oklahoma City,OK,73127,PK-04,43,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,115,WINDS WEST ES                 ,386,(405) 350-3475,Melissa Yarbrough,melissa.k.yarbrough@westernheights.k12.ok.us,8300 Southwest 37Th Street,Oklahoma City,OK,73179,PK-04,37,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,120,BRIDGESTONE ES                ,497,(405) 350-3420,Jennifer Colvin,jennifer.colvin@westernheights.k12.ok.us,1700 S. Council,Oklahoma City,OK,73128,05-06,43,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,515,WESTERN HEIGHTS MS            ,579,(405) 350-3455,Carolyn Erickson,carolyn.e.erickson@westernheights.k12.ok.us,8435 Southwest 44Th Street,Oklahoma City,OK,73179,07-08,58,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,610,WESTERN HEIGHTS 9TH GRADE CTR ,249,(405) 350-3415,James Smith,james.w.smith@westernheights.k12.ok.us,8201 Southwest 44Th Street,Oklahoma City,OK,73179,09-09,32,
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,705,WESTERN HEIGHTS HS            ,672,(405) 350-3435,Paul Mcqueen,paul.l.mcqueen@westernheights.k12.ok.us,8201 Southwest 44Th Street,Oklahoma City,OK,73179,10-12,94,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,105,BARNES ES                     ,389,(405) 739-1651,Jon Kalsu,jkalsu@mid-del.net,10551 Se 59Th Street,Oklahoma City,OK,73150,PK-05,30,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,110,CLEVELAND BAILEY ES           ,338,(405) 739-1656,Danielle Peterson,dpeterson@mid-del.net,3301 Sunvalley Drive,Midwest City,OK,73110,PK-05,25,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,115,COUNTRY ESTATES ES            ,413,(405) 739-1661,Brooke Guthery,bguthery@mid-del.net,1609 Felix Place,Oklahoma City,OK,73110,PK-05,30,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,120,DEL CITY ES                   ,652,(405) 671-8640,Rodney Boyer,rboyer@mid-del.net,2400 Epperly Drive,Del City,OK,73115,PK-05,51,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,130,EPPERLY HEIGHTS ES            ,693,(405) 671-8650,Kevin Hill,kchill@mid-del.net,3805 Del Road,Del City,OK,73115,PK-05,49,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,135,PLEASANT HILL EC CTR          ,186,(405) 427-6551,Tamara Roberson,troberson@mid-del.net,4346 Ne 36Th Street,Oklahoma City,OK,73121,PK-05,19,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,140,HIGHLAND PARK ES              ,527,(405) 671-8660,Donna Cloud,dcloud@mid-del.net,5301 S Dimple Avenue,Oklahoma City,OK,73135,PK-05,48,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,145,RIDGECREST ES                 ,368,(405) 739-1671,Mike Stiglets,mstiglets@mid-del.net,137 W Ridgewood Drive,Midwest City,OK,73110,PK-05,29,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,150,SOLDIER CREEK ES              ,761,(405) 739-1676,Jeff Holland,jholland@mid-del.net,9021 Se 15Th Street,Midwest City,OK,73130,PK-05,53,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,160,STEED ES                      ,425,(405) 739-1686,Patrice Tucker,ptucker@mid-del.net,2118 Flannery Drive,Midwest City,OK,73110,PK-05,34,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,165,TINKER ES                     ,492,(405) 739-1630,Wendy Eaton,weaton@mid-del.net,4500 Tinker Road,Oklahoma City,OK,73135,PK-05,38,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,170,TOWNSEND ES                   ,448,(405) 671-8680,Michael Becker,mbecker@mid-del.net,4000 Epperly Drive,Del City,OK,73115,PK-05,37,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,185,PARKVIEW ES                   ,708,(405) 671-8670,Donna Collier,dcollier@mid-del.net,5701 Mackelman Drive,Oklahoma City,OK,73135,PK-05,47,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,190,SCHWARTZ ES                   ,348,(405) 794-4703,Rondall Jones,rjones@mid-del.net,12001 Se 104Th Street,Oklahoma City,OK,73165,PK-05,24,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,195,MIDWEST CITY ES               ,899,(405) 582-7017,Brandi Skokowski,bskokowski@mid-del.net,2211 S. Midwest Blvd.,Midwest City,OK,73110,PK-05,65,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,505,CARL ALBERT MS                ,851,(405) 739-1761,Cindy Anderson,canderson@mid-del.net,2515 S Post Road,Oklahoma City,OK,73130,06-08,61,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,510,DEL CREST MS                  ,548,(405) 671-8615,Michelle Parr,mparr@mid-del.net,4731 Judy Drive,Del City,OK,73115,06-08,49,
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,515,JARMAN MS                     ,571,(405) 739-1771,Lynette Brown,lbrown@mid-del.net,5 W Macarthur Drive,Midwest City,OK,73110,06-08,49,
