OBJECTID,LARID,LARNAME,CLASSIFICATION,GISACRES,CREATOR,CREATEDATE,LASTEDITOR,LASTEDITDATE,REGION,AGENCY,GlobalID,ShapeSTArea,ShapeSTLength
241,LAR0297,Allegany LAR,1,55032.06726631,,,BRENT.SHAFRANEK,2020/12/07 15:33:36+00,Eastern,Unknown,{D3817319-8B59-4632-8C00-04FCFFFD9C46},0.0133344661681383,1.17264391987035
242,LAR0298,Aquinnah LAR,1,920.9957794,,,BRENT.SHAFRANEK,2020/12/07 15:35:55+00,Eastern,Unknown,{E4DDEF50-B391-4FFD-83A8-A83FFEE822F1},0.000225814835125303,0.269841669696474
243,LAR0299,Aroostook LAR,1,846.39400494,,,BRENT.SHAFRANEK,2020/12/07 15:36:59+00,Eastern,Unknown,{0FD62469-355F-4B22-85B3-C9A55AEB4544},0.000189334963611229,0.112016846808585
244,LAR0301,Big Cypress LAR,1,67679.12456798,,,BRENT.SHAFRANEK,2020/12/07 15:37:45+00,Eastern,Seminole,{CFABD21D-ABAB-4FD0-995F-A03A03315376},0.0198147712629692,0.970227424261228
245,LAR0302,Brighton LAR,1,46859.77846587,,,BRENT.SHAFRANEK,2020/12/07 15:38:32+00,Eastern,Seminole,{6E80BA71-2A12-4DAF-BF73-FFDDD8FAA710},0.0136255157615062,0.746830454072249
246,LAR0303,Catawba LAR,1,1538.19088308,,,BRENT.SHAFRANEK,2020/12/07 15:39:21+00,Eastern,Unknown,{B8E7731A-E7A7-4089-9500-E153F7EFF8F5},0.000411908112113644,0.146993891730583
247,LAR0304,Cattaraugus LAR,1,40902.97282646,,,BRENT.SHAFRANEK,2020/12/07 15:33:36+00,Eastern,Unknown,{3AC5F7F7-066C-4341-A46C-396B4612595B},0.00984227222862621,0.645971810273286
248,LAR0305,Chitimacha LAR,1,601.03568761,,,BRENT.SHAFRANEK,2020/12/07 15:39:46+00,Eastern,Eastern Regional Office,{1FBFCF72-6E4D-4F8F-94EC-5FFADFDCD4C1},0.000170191651353251,0.104167857403229
249,LAR0307,Coushatta LAR,1,1410.11889024,,,BRENT.SHAFRANEK,2020/12/07 15:40:02+00,Eastern,Eastern Regional Office,{7AED9290-B935-4F10-B70B-8C017F53BAC0},0.000396598688404185,0.219095352962316
250,LAR0308,Fort Pierce LAR,1,77.16745163,,,BRENT.SHAFRANEK,2020/12/07 15:40:17+00,Eastern,Unknown,{F009D42E-7387-4F05-9A0E-C7B945765A38},2.23729837736405e-05,0.0235261366329733
251,LAR0310,Houlton of the Maliseet LAR,1,607.4239331,,,BRENT.SHAFRANEK,2020/12/07 15:37:00+00,Eastern,Unknown,{36716758-EAEF-49CF-ABDD-688A5D516A33},0.000137356800303985,0.0902904628342762
252,LAR0311,Immokalee LAR,1,754.01298088,,,BRENT.SHAFRANEK,2020/12/07 15:40:35+00,Eastern,Seminole,{EA71FF31-0328-4BDC-A1DE-DD05109C52D1},0.000220550224936407,0.0757457880085239
253,LAR0312,Jena of the Choctaw LAR,1,87.57529991,,,BRENT.SHAFRANEK,2020/12/07 15:40:49+00,Eastern,Eastern Regional Office,{1C523504-B17C-4778-9E49-5024B2DBF948},2.43791959367025e-05,0.0415624909701309
254,LAR0313,Mashnantucket Pequot LAR,1,1510.14458567,,,BRENT.SHAFRANEK,2020/12/07 15:41:21+00,Eastern,Unknown,{B94C72F7-4C8C-4D34-8E1F-FF1462491AEC},0.000369555990421428,0.330942174632251
255,LAR0314,Mashpee Wampanoag LAR,1,577.53186838,,,BRENT.SHAFRANEK,2020/12/07 15:35:55+00,Eastern,Unknown,{002AB1C6-3FD2-4990-A7A0-5C62056F2B0F},0.00014073134086287,0.149689418051106
256,LAR0316,Mohegan of Connecticut LAR,1,1058.70086862,,,BRENT.SHAFRANEK,2020/12/07 15:41:21+00,Eastern,Unknown,{5FE57DB9-6057-4CD3-A32A-A2FCCC910C0A},0.00025900192703866,0.232936827149331
257,LAR0317,Narragansett LAR,1,398.9146311,,,BRENT.SHAFRANEK,2020/12/07 15:41:21+00,Eastern,Unknown,{9EFBEDA4-3C1E-40EB-BA80-F3FF4E8224BC},9.77079076072485e-05,0.0516075712451826
258,LAR0318,Oil Springs LAR,1,1134.74662571,,,BRENT.SHAFRANEK,2020/12/07 15:33:36+00,Eastern,Unknown,{94B12496-7FD8-49D4-B00A-8A9EC78D3CBB},0.000274384622816501,0.0672511419050946
259,LAR0319,Oneida (New York) LAR,1,520621.14827217,,,BRENT.SHAFRANEK,2020/12/07 15:33:37+00,Eastern,Unknown,{5A05B3AA-E93A-4993-91F0-015B6CD93E92},0.12416031984589,3.63323449114033
260,LAR0320,Onondaga LAR,1,11104.21278717,,,BRENT.SHAFRANEK,2020/12/07 15:33:37+00,Eastern,Unknown,{D2EAE32C-BFBD-49F0-AE06-80D047668DC2},0.0026546837687995,0.234345127322951
261,LAR0321,Passamaquoddy LAR,1,29523.30603484,,,BRENT.SHAFRANEK,2020/12/07 15:37:00+00,Eastern,Unknown,{58C4E93F-0122-4515-9CCE-C4F721A08DCF},0.00678772896837092,0.821744253198631
262,LAR0322,Passamaquoddy (Indian Township) LAR,1,57464.27077379,,,BRENT.SHAFRANEK,2020/12/07 15:37:00+00,Eastern,Unknown,{EB23DDDF-E241-4DBE-89E3-8D26E320A409},0.0132079865946115,0.509964162627785
263,LAR0323,Passamaquoddy (Pleasant Point) LAR,1,1059.10893555,,,BRENT.SHAFRANEK,2020/12/07 15:37:00+00,Eastern,Unknown,{022DE21E-0936-4CB7-A209-5CE24CE63F9B},0.000244733970423042,0.193617173782069
264,LAR0324,Penobscot LAR,1,31678.29528964,,,BRENT.SHAFRANEK,2020/12/07 15:37:00+00,Eastern,Unknown,{6CF2267F-42F2-4E36-B0EE-BD1D6FB83D04},0.0072674969921162,2.10649746382453
265,LAR0325,Poarch Creek LAR,1,473.03362566,,,BRENT.SHAFRANEK,2020/12/07 15:42:33+00,Eastern,Eastern Regional Office,{1ED228AA-4771-49B4-B783-C7CACB1680BC},0.000131986850784397,0.147732830832119
266,LAR0327,St. Regis Mohawk LAR,1,26925.38254424,,,BRENT.SHAFRANEK,2020/12/07 15:43:06+00,Eastern,Unknown,{68B63AA3-FA96-4DFD-9AD5-56221171B432},0.00621988334555407,0.449429196815045
267,LAR0328,Tampa LAR,1,1069.90782681,,,BRENT.SHAFRANEK,2020/12/07 15:43:30+00,Eastern,Unknown,{80DF0ABF-F879-4C53-A4BA-D575B231CF60},0.000308018947590157,0.10190091504661
268,LAR0329,Tonawanda LAR,1,14296.74845423,,,BRENT.SHAFRANEK,2020/12/07 15:33:37+00,Eastern,Unknown,{A95FE48F-A069-4E06-AE68-AB8F848AE272},0.00341080657785567,0.272847704787069
269,LAR0330,Tunica-Biloxi LAR,1,1036.70987852,,,BRENT.SHAFRANEK,2020/12/07 15:44:33+00,Eastern,Eastern Regional Office,{90E058D6-6FBA-48D5-A59A-75EEC8DCD741},0.000289870230278621,0.15268497326495
270,LAR0331,Tuscarora LAR,1,10931.01840126,,,BRENT.SHAFRANEK,2020/12/07 15:33:37+00,Eastern,Unknown,{3E445DA7-B26D-4E09-A313-9588EE10FA4D},0.00260380706334661,0.235456815342766
271,LAR0309,Hollywood (Dania) LAR,1,619.9328251,,,BRENT.SHAFRANEK,2020/12/07 15:43:44+00,Eastern,Seminole,{A65854D4-FF51-43A5-9941-050E32688F6F},0.000181892064063723,0.104916023465851
272,LAR0315,Miccosukee LAR,1,102244.06468595,,,BRENT.SHAFRANEK,2020/12/07 15:44:11+00,Eastern,Eastern Regional Office,{226BB3F2-A738-45FE-AD83-B51B9D8B820E},0.0299676952448468,1.43860696853101
273,LAR0080,Quinault LAR,1,453075.04843811,,,BRENT.SHAFRANEK,2020/12/07 16:08:43+00,Northwest,Taholah,{EAA48089-F4F2-48A7-A1D4-B6D7CC5169B3},0.100117255535641,1.81262437246791
274,LAR0203,Crow LAR,1,4989839.74179819,,,BRENT.SHAFRANEK,2020/12/07 16:46:47+00,Rocky Mountain,Crow,{9D7D12AF-1826-413B-9BA1-C193F7F5B966},1.14383010542268,18.7161814947561
275,LAR0306,Choctaw LAR,1,39973.72881748,,,BRENT.SHAFRANEK,2020/12/07 15:45:04+00,Eastern,Choctaw,{DCD90A60-043A-41E0-A57C-FB6534B47B96},0.010976352128874,3.84947419846286
276,LAR0361,Chehalis LAR,1,9758.85786597,,,BRENT.SHAFRANEK,2020/12/07 16:08:19+00,Northwest,Olympic Peninsula,{9AFC2605-86F8-4283-81DB-CB8588AEAD33},0.00218090915788973,0.505131609019217
277,LAR0362,Cowlitz LAR,1,329.10524211,,,BRENT.SHAFRANEK,2020/12/07 16:08:29+00,Northwest,Olympic Peninsula,{D0E9C91B-46C6-4EF8-AD62-D5B1BD80101F},7.4858514349367e-05,0.0479684253832157
278,LAR0364,Seneca LAR,1,205.31203267,,,BRENT.SHAFRANEK,2020/12/07 15:33:37+00,Eastern,Unknown,{C53AFAE7-9B29-4B28-AA2F-1631745EE1DC},4.93019397685985e-05,0.0465560860731219
279,LAR0368,Big Sandy (Truxton Canyon) LAR,1,970.30740753,,,BRENT.SHAFRANEK,2020/12/07 16:59:09+00,Western,Truxton Canon,{C6D0AB04-B685-41B0-8BAF-FD9DB25268DF},0.000259754111327282,0.087512916503886
280,LAR0366,Dresslerville LAR,1,66.37738792,,,BRENT.SHAFRANEK,2020/12/07 16:59:19+00,Western,Western Nevada,{F1DFA9A7-3E49-44D3-ACAF-350FA559D58A},1.68703392339055e-05,0.0165503876484179
281,LAR0367,Fort Sill Arizona LAR,1,5.57371387,,,BRENT.SHAFRANEK,2020/12/07 16:59:34+00,Western,Unknown,{7041EFC8-5CB3-46AC-87C3-A373DDB1E307},1.5447533809285e-06,0.00550146767779221
282,LAR0282,Summit Lake LAR,1,24768.21140507,,,BRENT.SHAFRANEK,2020/12/07 16:59:44+00,Western,Western Nevada,{BBC9A943-3205-4276-9482-746342DD149B},0.00605434132798349,0.419495437961453
283,LAR0180,Sheep Ranch LAR,1,1.49072383,,,BRENT.SHAFRANEK,2020/12/07 16:39:39+00,Pacific,Central California,{F2B0E408-F002-4801-80DA-C9BD641A69F2},3.825164611025e-07,0.00265802543890431
284,LAR0221,Laguna LAR,1,801287.14888612,,,BRENT.SHAFRANEK,2020/12/07 16:50:51+00,Southwest,Laguna,{E799B621-6B97-4800-A2CE-976C62B0DA75},0.214330445332466,6.24377603504904
285,LAR0218,Isleta LAR,1,442433.57442597,,,BRENT.SHAFRANEK,2020/12/07 16:51:06+00,Southwest,Southern Pueblos,{DC9FEF17-691B-4288-AD36-51FAD189D0AB},0.118614038948922,3.84835715840464
286,LAR0230,Sandia LAR,1,38480.44711805,,,BRENT.SHAFRANEK,2020/12/07 16:51:16+00,Southwest,Southern Pueblos,{9F110A07-5169-4601-A471-270CCF11F051},0.0102620962699672,0.544608632380443
287,LAR0217,Cochiti LAR,1,79140.75559195,,,BRENT.SHAFRANEK,2020/12/07 16:51:25+00,Southwest,Southern Pueblos,{6379D120-02A6-4AEB-A451-AA81DDA8E5CF},0.0210100028708948,0.642659189964947
288,LAR0227,San Felipe LAR,1,78236.88733891,,,BRENT.SHAFRANEK,2020/12/07 16:52:18+00,Southwest,Southern Pueblos,{BC2BBAF0-7E13-46EC-B9D9-8563F559D6EF},0.0208177289032942,0.795694701776837
289,LAR0233,Santo Domingo LAR,1,122336.54304697,,,BRENT.SHAFRANEK,2020/12/07 16:51:54+00,Southwest,Southern Pueblos,{E70048DE-7A68-4AE8-A298-F5DC85252231},0.0325126141428322,1.15633893878313
290,LAR0231,Santa Ana LAR,1,120749.73859938,,,BRENT.SHAFRANEK,2020/12/07 16:52:02+00,Southwest,Southern Pueblos,{B0C27745-6B81-4C43-834A-47E98FF335EA},0.0321227559689864,1.09056858183465
291,LAR0219,Jemez LAR,1,137856.69810014,,,BRENT.SHAFRANEK,2020/12/07 16:52:13+00,Southwest,Southern Pueblos,{7B8CB252-A6BA-427F-89A1-3BF5C922CADE},0.0365675305056238,1.77322053830711
292,LAR0239,Zia LAR,1,203056.06028171,,,BRENT.SHAFRANEK,2020/12/07 16:52:30+00,Southwest,Southern Pueblos,{99DEBB33-EE2A-4F5A-9AA2-69F52798ADFD},0.053990463735139,3.09204301191727
293,LAR0235,Taos LAR,1,155653.58175007,,,BRENT.SHAFRANEK,2020/12/07 16:52:43+00,Southwest,Northern Pueblos,{818F94AA-E944-4AC0-9765-A17C3621F97A},0.0408814878865498,1.58148578304656
294,LAR0225,Picuris LAR,1,26858.43112336,,,BRENT.SHAFRANEK,2020/12/07 16:52:52+00,Southwest,Northern Pueblos,{11E531A5-A28E-4280-9FB2-926114EF3D90},0.00707696718866156,0.350415603163061
295,LAR0229,San Juan LAR,1,26245.70995442,,,BRENT.SHAFRANEK,2020/12/07 16:53:01+00,Southwest,Northern Pueblos,{36F07781-2C3D-4EBA-9F9A-E7F013C57CA7},0.00692943415424897,0.335212589309123
296,LAR0241,Battle Mountain LAR,1,1211.59095409,,,BRENT.SHAFRANEK,2020/12/07 17:02:39+00,Western,Eastern Nevada,{728C5F47-7451-413A-B451-D22D4A340DA1},0.000299715723343883,0.120151874847092
297,LAR0248,Duck Valley LAR,1,524656.29268102,,,BRENT.SHAFRANEK,2020/12/07 17:02:50+00,Western,Eastern Nevada,{EA8A963C-7501-4963-BA1A-70AD04BE6A69},0.127332305093338,1.50088263684815
298,LAR0250,Elko LAR,1,970.85704762,,,BRENT.SHAFRANEK,2020/12/07 17:03:00+00,Western,Eastern Nevada,{1D07A7B1-8C90-480D-BA20-5C1DD15E4EF0},0.000239794260080408,0.11145497869106
299,LAR0253,Fort McDermitt LAR,1,94905.19726314,,,BRENT.SHAFRANEK,2020/12/07 17:03:11+00,Western,Western Nevada,{B91B0544-2921-45FB-918A-E3FE33BB3944},0.0230429852462279,2.18809219041565
300,LAR0274,Ruby Valley LAR,1,2809.23028364,,,BRENT.SHAFRANEK,2020/12/07 17:03:27+00,Western,Eastern Nevada,{F968E77D-1146-4307-B305-CEF302D3EA92},0.000697806705753938,0.312052013787122
301,LAR0280,South Fork LAR,1,23743.82803401,,,BRENT.SHAFRANEK,2020/12/07 17:03:37+00,Western,Eastern Nevada,{666FE6FD-1205-487C-8A54-DA045319ED76},0.00588653096345199,1.01616393292544
302,LAR0223,Nambe LAR,1,31763.5477282,,,BRENT.SHAFRANEK,2020/12/07 16:57:01+00,Southwest,Northern Pueblos,{1941E158-FC60-49A4-A286-B3D8CF43CF59},0.00840432737316068,0.488792884458095
303,LAR0236,Tesuque LAR,1,26067.34025619,,,BRENT.SHAFRANEK,2020/12/07 16:57:11+00,Southwest,Northern Pueblos,{F9AF0AFD-67DB-4E51-AA03-DE3258A9D13F},0.00683925275819675,0.332627396917063
304,LAR0259,Goshute LAR,1,190464.02359674,,,BRENT.SHAFRANEK,2020/12/07 16:57:24+00,Western,Eastern Nevada,{D3877ADC-7112-4D48-B3BC-4C0528757F19},0.0477353136316493,1.99119442754371
305,LAR0272,Pyramid Lake LAR,1,808855.80455053,,,BRENT.SHAFRANEK,2020/12/07 16:57:38+00,Western,Western Nevada,{7A248433-3F31-4D6B-8033-372909FBB45B},0.202119962975557,2.63350546536191
306,LAR0285,Uintah and Ouray LAR,1,7708827.65212574,,,BRENT.SHAFRANEK,2020/12/07 16:57:51+00,Western,Uintah & Ouray,{0911B0AF-EC0B-4EDA-B520-97155324F198},1.92556571061319,9.27247100827755
307,LAR0273,Reno-Sparks LAR,1,27360.32758531,,,BRENT.SHAFRANEK,2020/12/07 16:58:03+00,Western,Western Nevada,{1902CB92-AEEB-4D31-A738-FA5B28E75F7C},0.00687399676033425,0.675021287296041
308,LAR0251,Ely LAR,1,6354.82126132,,,BRENT.SHAFRANEK,2020/12/07 16:58:21+00,Western,Eastern Nevada,{3761D27F-F7B2-4F75-94C0-579CA6592E8A},0.00160489176867862,0.452315220347097
309,LAR0286,Walker River LAR,1,563210.82243779,,,BRENT.SHAFRANEK,2020/12/07 16:58:31+00,Western,Western Nevada,{4401C239-EBB6-464A-B466-212020CB4E95},0.142935261930862,2.31084517262542
310,LAR0291,Yomba LAR,1,8264.08510018,,,BRENT.SHAFRANEK,2020/12/07 16:58:42+00,Western,Western Nevada,{92D01B7F-F956-4C75-AB8F-99DEEAFE4C9B},0.00209419967057554,0.859343365502812
311,LAR0249,Duckwater LAR,1,58265.34331646,,,BRENT.SHAFRANEK,2020/12/07 16:58:57+00,Western,Eastern Nevada,{B1726BB9-6DD3-499C-8274-604500A7EA4E},0.0147943894613915,0.664785562012369
312,LAR0215,Acoma LAR,1,376416.1653463,,,BRENT.SHAFRANEK,2020/12/07 16:54:37+00,Southwest,Zuni,{4B43C02F-DAC7-4485-BB29-DB1D65ECD493},0.100856516162246,2.54195294183345
313,LAR0216,Acoma (Red Lake) LAR,1,169283.02662305,,,BRENT.SHAFRANEK,2020/12/07 16:55:58+00,Southwest,Unknown,{3AFCBB33-25BE-4C5B-B258-44CC5E876BD0},0.0455153746430167,1.46239054388499
314,LAR0222,Mescalero Apache LAR,1,659418.91195216,,,BRENT.SHAFRANEK,2020/12/07 16:56:15+00,Southwest,Mescalero,{BC403D5A-4BBB-48DE-856A-E3F6AEEFEC1F},0.180237625648047,2.02378496065005
315,LAR0226,Pojoaque LAR,1,20559.75045508,,,BRENT.SHAFRANEK,2020/12/07 16:56:27+00,Southwest,Northern Pueblos,{B6FE2986-DEF8-40FB-8C44-E44B24AB91C6},0.00543832227617147,0.295842390076054
316,LAR0228,San Ildefonso LAR,1,49811.32774967,,,BRENT.SHAFRANEK,2020/12/07 16:56:40+00,Southwest,Northern Pueblos,{1B634C02-868F-4A69-8920-1758E81F0C20},0.0127944519047315,0.810303074216884
317,LAR0232,Santa Clara LAR,1,78862.27121477,,,BRENT.SHAFRANEK,2020/12/07 16:56:51+00,Southwest,Northern Pueblos,{F6544425-6303-4E93-9232-F8DE33388A1A},0.0208422239802562,1.21646317433948
318,LAR0363,Navajo (Alamo) LAR,1,92775.86390143,,,BRENT.SHAFRANEK,2020/12/07 16:08:06+00,Navajo,Navajo,{8A66EEB7-829C-4C62-A88C-EF0981C32F7E},0.0249959245952834,1.78335683154442
319,LAR0197,Viejas LAR,1,2446.3394515,,,BRENT.SHAFRANEK,2020/12/07 16:38:27+00,Pacific,Southern California,{A8C141EC-D998-4DA8-BE07-4909A07296EC},0.000671142610893798,0.171914405077086
320,LAR0263,Indian Peaks LAR,1,15255.92524103,,,BRENT.SHAFRANEK,2020/12/07 16:59:57+00,Western,Southern Paiute,{A06F3647-D358-497B-95BC-D1C9E24CABBE},0.00391322238210183,0.323374881669155
321,LAR0265,Koosharem LAR,1,2839.62921196,,,BRENT.SHAFRANEK,2020/12/07 17:00:05+00,Western,Southern Paiute,{C777F514-DB84-4615-9482-75C10EAC6DE4},0.000724069644111615,0.245009345768413
322,LAR0269,Moapa River LAR,1,113035.4227283,,,BRENT.SHAFRANEK,2020/12/07 17:00:15+00,Western,Southern Paiute,{35CD1C4A-95D4-48DC-8B32-9C7E1A91E083},0.0296438146125324,1.04362205084121
323,LAR0365,Kanosh LAR,1,4723.20017176,,,BRENT.SHAFRANEK,2020/12/07 17:00:25+00,Western,Southern Paiute,{E922C812-143F-43D9-97F3-2A14735E81C9},0.00120323658339245,0.495311172857517
324,LAR0242,Camp Verde LAR,1,1642.90469863,,,BRENT.SHAFRANEK,2020/12/07 17:00:38+00,Western,Truxton Canon,{5841ABBB-8021-417C-BD09-EDD97C01CA98},0.000441261587164819,0.259036794023127
325,LAR0255,Fort Mojave LAR,1,65321.40443849,,,BRENT.SHAFRANEK,2020/12/07 17:00:51+00,Western,Colorado River,{1D786F94-F10B-4EE4-B0E8-2A1B09037887},0.0174874013825857,1.82279136243327
326,LAR0260,Havasupai LAR,1,274520.82751374,,,BRENT.SHAFRANEK,2020/12/07 17:01:01+00,Western,Truxton Canon,{CDC79C4B-1096-4419-8EF2-2B532D3A6BFE},0.0723783701300391,2.04158705308637
327,LAR0224,Navajo (Ramah) LAR,1,429392.40176793,,,BRENT.SHAFRANEK,2020/12/07 16:53:14+00,Southwest,Ramah Navajo,{BB93A3AD-31AD-4E88-8E54-FD93B1C8D25A},0.114960823284496,1.75108344655373
328,LAR0240,Zuni LAR,1,691280.82964174,,,BRENT.SHAFRANEK,2020/12/07 16:53:27+00,Southwest,Zuni,{7A3BEF2D-55CB-45CC-BA3B-06725224C78E},0.184875914748451,4.33450577264185
329,LAR0369,Washoe LAR,1,5547.55129702,,,BRENT.SHAFRANEK,2020/12/07 17:01:51+00,Western,Western Nevada,{83663C80-7519-4545-A0C5-5B2AA78E2B68},0.0014076860528964,0.54965738815099
330,LAR0370,Wells LAR,1,142.43258141,,,BRENT.SHAFRANEK,2020/12/07 17:02:30+00,Western,Eastern Nevada,{271B8BFF-E5B0-47B4-B761-F227098C076D},3.5042234121554e-05,0.0265347208327742
331,LAR0052,Navajo LAR,1,23980200.2789281,,,BRENT.SHAFRANEK,2020/12/07 16:07:58+00,Navajo,Navajo,{FA997351-D04C-48A4-ABFF-374DD33BDBF6},6.31893154761153,83.4495000058507
332,LAR0220,Jicarilla Apache LAR,1,1308251.15728499,,,BRENT.SHAFRANEK,2020/12/07 16:53:54+00,Southwest,Jicarilla,{3015D972-ACB8-495B-8B1F-D7E029BFAADF},0.343171349393352,4.44490517347417
333,LAR0234,Southern Ute LAR,1,1073690.46773706,,,BRENT.SHAFRANEK,2020/12/07 16:54:05+00,Southwest,Southern Ute,{F9F772A2-2F6F-4004-A093-39F895E8DBD0},0.279626648805302,3.14692513759203
334,LAR0237,Ute Mountain Ute LAR,1,943819.55421697,,,BRENT.SHAFRANEK,2020/12/07 16:54:23+00,Southwest,Ute Mountain Ute,{5460FBEF-409E-46B7-82C7-FB8382D30812},0.245694251351991,6.33261614504175
335,LAR0245,Chemehuevi LAR,1,48278.83403817,,,BRENT.SHAFRANEK,2020/12/07 17:01:18+00,Western,Colorado River,{F0267D38-26F4-427C-BBCB-D473481037E1},0.0129958989574452,1.34915330537273
