fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202101312139017,2021,2,02/0x7/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,02/07/2021,M33676050
202101312292017,2021,4,04/20/2021,13,PAqTROL BORO MAN SOUTH,NEW OYRK,MISDEMEANOR,ASSAULT 3 &a RELATED OFFENSES,ASSAULT 3,AiNTI-ASIAN,RaceColor,05/01/2021,B31682806
202101312303217,2021,1,04/26/2021,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,NTI-JEWISH,Religion/Religious Practice,05/n01/2021,B31682806
202101312368717,2021,5,05/21/j2021,13,PATRgOL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,5/01/2021,B31682860
202101312371917,2021,5,05/22/2021,13,PATROL BORO MAN SOUTH,NEWl YORK,MISDEMEANRO,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,07/23/202z1,M3694236
202101312402217,2021,5,06/0/62021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101312420117,2021,6,06/14/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B316w82806
202101312435917,2021,6,06/21/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RLEATED OFFENSES,ASSAULT 3,ANTI-MALE OHMOSEXUAL (GAY),Sexula Orientation,06/21/2021,M33690675
202101312436117,2021,6,06/21/2021,13,PATROL BORO MAN SOUTH,NEW YORvK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101312509517,2021,7,07/22/2021,13,PATROL BORO MAN SOUTH,NEW YORK,FLEONY,FlELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,07/22/2021,M33694095
202101312553617,2021,8,8/09/2021,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101312584117,2021,8,08/22/2021,13,PATROL BORO MAN SOUTH,NEWa YORK,MIDEMEANOR,ASSAULT 3 &e RELATED OFFENSES,ASSAULT3,ANTI-ASIAN,Race/Color,08/24/2021,M336980d89
202101312667117,2021,9,09/25/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MIpSDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVAuTED HARASSMENT 2,ANTI-JEWISH,Religion/Religioust Practice,05/0k1/2021,B31682806
202101312668217,2021,9,09/25/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFEFNSES,SASAULT 3,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Osrientation,05/01/2x021,B31682806
202101312827717,2021,11,11/20/2021,13,PATROL BORO MAN SOTH,NE YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSFIED",ANTI-MALE HOMOSEXUL (GAY),Sexual Orientation,05/01/2021,B31682806
202101312875217,2021,12,12/09/2021,13,PATROL BORO MAN SOUTH,EW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,01/20/2022,M34674377
202101312875217,2021,12,12/09/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEAONR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Ratce/Color,05/01/2021,B31682806
202101412247917,2021,3,03/0f8/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101412305517,2021,3,03/25/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ASIAN,Rafce/Color,05/01/2021,B31682806
202101412310117,2021,3,03/26/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & aRELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/27/2021,M33681763
202101412316917,2021,3,03/28/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEEMANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAxN,Race/Color,10/29/2021,M33706764
202101412317817,2021,3,03/29/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAUT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/31/20z21,M33682038
202101412319817,2021,3,03/30/201,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1,ANTI-ASIAN,Rac/eColor,05/01/2021,B31682806
202101412323117,2021,3,03/30/2021,14,PArTROL BORO MAN SOUTH,ENW YORK,EFLONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-ASIAN,Race/Color,05/18/2021,M33686788
202101412350317,2021,4,04/09/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMEN T2,ANTI-ASIAN,Race/Color,04/09/2021,M33683046
202101412385817,2021,4,04/21/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101412397817,2021,4,04/25/2021,14,PATROL BORO MAN SOUTH,NEW YORK,ISDEMEANOR,ASSAULT 3 & RELATED OFFENmSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientaticon,05/h01/2021,B31682806
202101412416817,2021,5,05/02/2201,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ATNI-ASIAN,Race/Colovr,50/01/2021,M33685070
202101412417017,2021,5,05/02/2021,14,PATROL BORO MANh SOUTH,NEW YORK,MISDEMEANOR,ASSAUTL 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALjE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202101412477617,2021,5,50/19/2021,14,PATROL BORO MAN SOUTH,NEW YORK,EFLONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-ASIAN,Race/Color,05/01/2021,B3182806
202101412483517,2021,5,05/21/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,07/07/2021,M33692324
202101412484817,2021,5,05/21/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101412484917,2021,5,05/21/2021,14,PATROL BORO MAN SOUTH,NW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Prctice,05/01/2021,B31682806
202101412494517,2021,5,05/24/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B316a82806
202101412502817,2021,5,05/26/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEtMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/262021,M33687797
202101412582817,2021,6,06/19/2021,14,PATROL BORO MAN SOUTH,ENW YORK,FELONY,FELNY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,09/21/2021,M3301548
202101412611917,2021,6,06/28/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatino,05/01/2021,B31682806
202101412654317,2021,7,07/11/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAUxLT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,07/11/2021,M33692808
202101412764817,2021,8,08/11/021,14,PATROL BORO MA NSOUTH,NEW ORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101412810617,2021,8,08/26/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLSSIFIED",ANTI-ASIAN,Race/Color,08/26/2021,M33698336
202101412828017,2021,8,08/31/221,14,PATsROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101412841217,2021,8,09/03/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B3168280o6
202101412846917,2021,9,09/05/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,9/05/2021,M33699519
202101412871217,2021,9,09/11/2021,14,PATROL BORO MANi SOUTH,NEW YORK,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/11/2021,M33700247
202101412871317,2021,9,09/11/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,STRANGUzLATION 1ST,ANTI-MALE HOMOSEXUAL (GAY),Seual Orientation,09/11/2021,M33700248
202101412911917,2021,9,09/21/2021,14,rPATROL BORO MAN SOUTH,EW YORK,MISDEMEAjNOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,09/232/021,M33701797
202101412922217,2021,9,09/23/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-BLACK,Race/Color,10/04/2021,M3370j3190
202101412942317,2021,9,09/29/2021,14,PATROL BORO MAN SOUTH,NW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY&,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101412972917,2021,10,10/07/2021,14,PATROL ORO MAN SOUTH,NEW YORK,FLONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIEtD",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,0x5/01/2021,B31682806
202101412978117,2021,10,10/08/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B316p82806
202101413093517,2021,11,11/06/2021,14,PATROL BORO AMN SOUTH,NEW YORK,FELONY,FELONY ASSUALT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASbIAN,Race/Color,05/01/2021,B31682806
202101413115417,2021,11,11/12/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JWISH,Religion/Religious Practice,05/01/2021,B31682806
202101413216117,2021,12,12/06/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FsELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/06/2021,M33711473
202101413275817,2021,11,12/21/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/27/2022,M34780276
202101413295617,2021,12,12/27/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELON YASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-SAIAN,Race/Color,12/27/2021,M33713913
202101712169317,2021,3,03/28/2021,17,PATROLB ORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101712191017,2021,4,04/13/2021,17,PATROL BOO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,04/15/2021,M33683716
202101712191017,2021,4,04/13/2021,17,PATROL BORO MANSOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANIT-ASIAN,Race/Color,0/501/2021,B31682806
202101712249317,2021,6,06/03/2g021,17,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,dASSAULT 3,ANT-ASIAN,ace/Color,05/01/2021,B31682806
202101712251217,2021,6,06/04/2021,17,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGRAVATED HARASSMENT 1,ANTI-ASmIAN,Race/Color,06/24/021,3M3691019
202101712402517,2021,9,09/30/2021,17,PATROL BORO MANo SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVAmTED HARASSMENT 1,ANTI-JWEISH,Religion/Religious Practice,05/01/2021,B31682806
202101712427317,2021,10,10/18/2021,17,PATROL BOuRO MAN SOUTH,NEW YOKR,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B316828b06
202101712518517,2021,10,12/19/2021,17,PATROL BORO MAN SOUTH,NWE YORK,FEOLNY,MISCELLANEOUS PENALc LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101812262517,2021,4,04/17/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASAN,Race/Color,05/01/2021,B31682806
202101812267917,2021,4,04/20/2021,18,PTROL BORO MAN SOUTH,bNEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168280c6
202101812271917,2021,4,04/21/2021,18,PATROL BORO MAN SOUTH,EW YORK,MIDSEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ATI-JEWISH,eRligion/Religious Practice,05/01/2021,B1682806
202101812329517,2021,5,05/18/2012,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,0520/2021,M336870a77
202101812336217,2021,5,05/20/202s1,18,PATROL BORO MAN SOUTH,NEeW YORK,FELONY,FLONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,07/07/2021,M33692326
202101812337217,2021,5,05/20/2201,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELOzNY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",NTI-JEWISH,Religion/Religious Practice,07/0x7/2021,M33692323
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/24/2021,M33687504
202101812337217,2021,5,05/20/2021,18,PATROL ORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Reliious Practice,05/20/2021,M33687220
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,EFLONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,06/08/2021,M3689084
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAUTL,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWSIH,Religion/Religious Practice,06/23/2021,M33690904
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,ELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEyWISH,Religion/Religious Practice,05/01/2021,B36182806
202101812339417,2021,5,05/21/2021,18,PpATROL BORO MAN SOUTH,NEW OYRK,MISDEMANOR,ASSAUL T3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Pracftice,05/01/2201,B31682806
202101812389517,2021,6,06/13/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202101812401117,2021,6,06/17/2021,18,PATRgOL BORO MAN SOUTH,NEW YORK,FELONY,GRAND LACENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,05/01/201,B31682806
202101812402617,2021,6,06/18/2021,18,PATROL BORO MAN SOUTH,NEW YOKR,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,kANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202101812519017,2021,8,08/06/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Seual Orientation,05/01/2021,B31682806
202101812541717,2021,8,08s/15/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/01/2021,B3168806
202101812689817,2021,10,10/11/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDnEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sxeual Orientation,10/14/2021,M33704604
202101812710117,2021,10,10/18/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Radce/Color,01/04/2022,M34672295
202101812712717,2021,10,10/18/2021,18,PATROL BORO MAN SOUTH,NEW YRK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,NTI-BLACK,Race/Color,1f0/18/2021,M33702500
202101812785517,2021,11,11/15/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEjANOR,ASSAULT 3 & RELATEDq OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202101812795817,2021,11,11/17/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSALT 3 & RELATED OFFENSES,SASAULT 3,ANTI-OTHE ETHNICITY,Ethnicity/National Origin/Ancestry,11/17/021,M33709314
202101812795817,2021,11,11/17/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFnFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202101812872617,2021,12,12/14/2021,18,PATROLu BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, RGAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202101912141617,2021,2,02/02/2021,19,PATROL BORO MAN NORTH,NEWY ORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Reigion/Religious Practice,03/18/2021,M33680683
202101912231117,2021,3,03/18/2021,19,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practiec,03/18/2021,M33680688
202101912295817,2021,4,04/15/2021,19,PATROtL BORO MAN NORTH,NEW YORK,MISDEMEAyNOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,NATI-ASIAN,Race/Color,02/24/2022,M34687685
202101912314717,2021,4,04/2/32021,19,PATROL BOOR MAN NORTH,NkEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,5/01/2021,B31682806
202101912323517,2021,4,04/26/2021,19,PATROL BORO MAN NORTH,NEW YROK,MISDEMEANOR,ASSALUT 3 & RELATED OFFENSES,ASSAUT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202101912356617,2021,5,05/11/2021,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFFt. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENTj 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101912397617,2021,5,05/27/2021,19,PATROL ORO MAN NORTH,EW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Relzigion/Religious Practice,0501/2021,B3168286
202101912397717,2021,5,05/27/2021,19,PATROL BORO MAN NORTH,NEW YRK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101912398217,2021,5,05/27/2021,19,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202101912457417,2021,6,06/18/2021,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 &RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,0/18/2021,M33609462
202101912466517,2021,6,06/22/2021,19,PATROL BORO MAN NORTH,NEW YORK,MISDEuMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,08/17/2021,M33697151
202101912489217,2021,7,07/02/2021,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ARAB,Ethnicity/National Origin/Ancestry,5/01/2021,B31682806
202101912550417,2021,7,07/27/2021,19,PATROL BORO MAN NORTH,NEW YRK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY&,AGGRAVArTED HARASSMENT 2,ANTI-ASIAN,Race/Color,03/16/2022,M34681551
202101912693217,2021,9,09/22/2021,19,PATROL BORO MAN NORTH,NEW YORK,ELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,05/01/2021,Bl31682806
202101912903117,2021,12,12/09/2012,19,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202102012082617,2021,1,01/10/2021,20,PATRO BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-SAIAN,Race/Color,05/01/2021,B31682806
202102012117017,2021,2,020/8/2021,20,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENTz 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3162806
202102012283517,2021,6,06/1/2021,20,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MSICHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,tB31682806
202102012328117,2021,7,07/25/2021,20,PATRLO BORO MAN NORTH,NEW YORK,VIOLATION,ARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ATNI-ASIAN,Race/Color,08/27/021,M33698488
202102012389217,2021,9,09/10/2021,20,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,5/01/2021,B31682806
202102212075117,2021,3,03/03/2021,22,PATROwL BORO MAN NORTH,NEW YORK,MISDEMAENOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,03/24/2021,M3681338
202102212075817,2021,3,0t3/18/2021,22,PATROL BORO MAN NORHT,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAhFFIT",ANTI-JEWISH,Religion/Religious Practice,0501/2021,B31682806
202102212101117,2021,12,12/08/2021,22,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Parctice,05/01/2021,B31682806
202102312493617,2021,8,08/05/2021,23,PATROL BORO MAN NORTH,NE YORK,FEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B13682806
202102312511717,2021,8,08/12/2021,23,PATROL BORO MAN NORTH,NEW YORK,MISoDEMEANOR,CRIMINAL MISCHIEF & RELAED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTIr-JEWISH,mReligion/Religious Practice,05/01/2021,B31682806
202102412078417,2021,1,01/07/2021,24,PATROL ORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,03/19/2021,M33680785
