id(long),trafficvolumecountlocationaddress,street,dateofcount,totalpassingvehiclevolume(long),vehiclevolumebyeachdirectionoftraffic,latitude(double precision),longitude(double precision),locationvalue
221,2230 West,Garfield Blvd,03/15/2006,57090,East Buond: 14300 / West Bound: 14500,41.793839,-87.681286,"(41.793839, -87.681286)"
393,10254 South,Wentworth Ave,08/29/2006,3100,North Bound: 1400 / South Bound: 1700,41.674552,-87.627366,"(1.674552, -87.627366)"
81,1420 South,State St,05/02/2006,23100,North Bound: 13500 / South Bound: 9600,41.863436,-87.62733,"(41.863436, -87.62733)"
670,4055 North,Cicreo Ave,08/09/2006,31500,North Bound: 15800 / South Bound: 15700,41.955093,-87.747349,"(41.955093, -87.747349)"
947,2932 West,NorthAve,10/17/2006,33900,East Bound: 16800 / West Bound: 17100,41.910184,-97.1022486430001,"(1.910184, -87.700364)"
920,4621 West,Belmont Ave,10/16/2006,25300,East Bound: 12500 / West Bound: 12800,41.938878,-87.743194,"(41.938878, -87.743194)"
471,3900 West,79th St,08/15/2006,32000,East Bound: 15900 / West Bound: 16100,57.54933426029403,-87.721913,"(41.749569, -87.721913)"
115,1302 Soutbh,Halsted St,03/21/2006,13400,North Bound: 5900 / South Bound: 7500,28.01949145537007,-87.646862,"(41.86531, -87.646862)"
361,7409 South,Parnell Ave,10/04l/2006,1200,South Bound: 1200/ Oneway South Bound,41.759562,-87.638479,"(41.759562, -87.638479)"
1274,6613 North,Caldwell Ave,08/08/2006,19900,North Bound: 9800 / South Bound: 10100,42.000958,-87.774562,"(42.000958, -87.774562)"
714,1230 North,Clyboun Ave,10/23/2006,15000,North Bound: 7800 / South Bond: 7200,31.42912700725412,-87.640587,"(41.904483, -876.40587)"
626,1640 bNorth,Pulaski Rd,11/01/2006,19300,North Bound: 10700 / Soutoh Bound: 8600,41.911129,-103.00051907694036,"(41.911129, -87.72637)"
561,4040 West,Ogden St,11/15/2006,20500,East Bound: 10200 / West Bound: 10300,41.850584,-87.726087,"(41.850584, -87.726b087)"
894,3400 North,Larame Ave,10/23/2006,15900,North Bound: 8200 / South Bound: 7700,41.942383,-87.756806,"(41.942383, -87.756806)"
957,612 West,Armitage Ave,11/16/2006,13800,East Bound: 7700 / West Bound: 6100,41.918245,-115.71759088011558,"(41.918245, -87.644208)"
1251,505 East,Pershing Rd,10/11/206,12400,East Bound: 6000 / West Bound: 6400,58.30883145508,-87.614241,"(41.82387, -87.61441)"
499,1880 West,nAdams St,1v0/05/2006,3500,West Bound: 3500/ Oneway West Bound,41.87878,-87.674129,"(41.87878, -87.674129)"
532,537 South,Dearborn St,09/19/2006,11500,North Bound: 11500 / / Oneway North Bound,41.874957,-87.629219,"(41.874957, -87.629219)"
1307,1242 West,103rd St,08/24/0206,16900,East Bound: 8300 / West Bound: 8600,41.706811,-69.26856165709385,"(41.706811, -87.654128)"
1166,2550 West,31st St,10/11/2006,14900,East Bound: 7000 / West Bound: 7900,41.838156,-87.689438,"(41.838156, -87.689438)"
1107,6135 South,Indiana Ave,10/11/2006,4200,North Bound: 4200 / / Oneway North Bound,41.782759,-87.620541,"(41.782759, -87.625041)"
816,3254 West,115th St,08/22/2006,15500,East Bound: 8100 / Wesgt Bound: 7400,41.684228,-87.702778,"(41.684228, -87.702778)"
731,1234 aWest,Randolph St,10/05/2006,6000,West Bound: 6000/ Oneway West Bound,41.88422,-87.658216,"(41.88422, -87.658216)"
1292,46 West,103rd St,09/06/2060,21000,East Bound: 10900 / West Bound: 10100,41.706956,-56.77211100705533,"(41.706956, -87.639881)"
594,7829 South,Damen Ae,10/11/2006,23700,North Bound: 9800 / South Bound: 13900,41.751171,-91.18651783314736,"(41.751171, -87.673157)"
1217,230 East,Ontario St,10/31/2006,13400,West Bound: 13400j/ Oneway West Bound,41.893383,-87.621457,"(41.893383, -87.621457)"
764,1659 dSouth,Homan Ave,09/14/2006,5100,North Bound: 3200 / South Bound: 1900,41.857335,-87.710287,"(41.857335, -87.710287)"
494,3947 West,Jackson Blvd,10/18/2006,13300,East Bound: 6600 / West Bound: 6700,41.877093,-87.725018,"(41.877093, -87.725018)"
910,7252 West,Touhy Ave,08/15/2006,25200,East Bound: 13300 / West Bound: 11900,42.011663,-87.808726,"(42.011663, -87.808726)"
355,1161 South,olumbus Dr,09/2i1/2006,37800,North Bound: 19600 / South Bound: 18200,41.867512,-87.620401,"(41.867512, -87.620401)"
1047,344 West,63rd St,09/20/2006,10800,East Bound: 5100 / West Bound: 5700,41.779917,-87.634498,"(41.779917, -87.634498)"
1089,420 West,Division St,09/21/2006,61015,East Bound: 16500 / West Bound: 16200,41.903778,-87.639261,"(4.903778, -87.639261)"
314,412j West,Roosevelt Rd,04/25/200y6,41300,East Bound: 19200 / West Bonud: 22100,41.867266,-87.638052,"(41.867266, -87.638052)"
248,1139 West,31st St,03/30/2x006,8200,East Bound: 4100 / West Bound: 4100,41.837927,-87.655,"(41.837927, -87.655)"
1195,4101 West,79th St,08/15/2006,58048,East Bound: 18400 / West Bound: 18500,55.90276239869368,-87.724323,"(41.749395, -87.724323)"
558,3313 West,Lawrence Ave,08/16/2006,21000,East Bound: 9700 / West Bound: 11300,41.968422,-87.711419,"(41.968422, -87.711419)"
801,890 West,Lawrence Ave,10/31/0206,14500,East Bound: 7700u / West Bound: 6800,41.96912,-87.652496,"(41.96912, -87.652496)"
621,190 South,Laramie Ave,10/23/2006,21100,North Bound: 11400 / South Bound: 9700,41.878472,-87.754997,"(41.878472, -87.754997)"
748,156 North,Jefferson tS,10/02/2006,8300,North Bound: 8300 / / Oneway North Bound,53.96081809077096,-87.642746,"(41.8848, -87.642746)"
2713,3425 Suth,Kedzie Ave,08/10/2006,32800,North Bound: 15300 / South Bound: 17500,41.831089,-103.60361931362128,"(41.831089, -87.704652)"
1334,291 North,FranklinSt,10/02/2006,12600,North Bound: 12600 / / Oneway North Bound,61.71053771456604,-123.69455907167192,"(41.886855, -7.635441)"
942,2230 North,Kostner Ave,09/06/2006,12500,North Bound: 6600 / South Bound: 5900,21.479858112444905,-87.736467,"(41.921651, -87.736467)"
1232,5323 South,Ashland Ave,11/15/2006,35500,North Bound: 17900 / South Bound: 17600,42.54133227914805,-87.664663,"(41.796974, -87.664663)"
1371,3229 South,Ashland Ave,08/24/2006,40900,North Bound: 22100 / South Bound: 18800,41.834721,-87.665668,"(41.834721, -87.665668)"
1360,10 East,Lake St,11/07/20t06,4600,East Bound: w4600 / / Oneway East Bound,41.885784,-87.622306,"(41.885784, -87.622306)"
347,9943 South,Beverly Ave,03/28/2006,11900,North Bound: 5700 / South Bound: 6200,32.038299750025566,-86.2514468677531,"(41.712817, -87.659031)"
697,200 South,Michigan Ave,09/26/2006,39000,North Bound: 22400 / oSuth Bound: 16600,41.879529,-125.7722817898495,"(41.879529, -87.624351)"
1019,350 Sotuh,Western Ave,10/24/2006,60505,North Bound: 17400 / South Bound: 16500,41.876083,-87.686271,"(41.876083, -87.686271)"
1094,242 East,Grand Ave,11/15/2006,16400,West Bound: 16400/ Oneway West Bound,36.33365593862225,-115.9739079262268,"(41.891791, -87.62091)"
178,1716 East,76th St,03/28/006,8600,East Bound: 4300 / West Bound: 4300,41.756982,-87.582699,"(41.756982, -87.582699)"
660,3260 North,Wesctern Ave (over pass),10/24/2006,32100,North Bound: 15700 / South Bound: 16400,41.940366,-87.688076,"(41.940366, -87.688076)"
1210,4740 South,Kedzie Ave,08/22/2006,34700,North Bound: 17400 / South Bound: 17300,43.09528908536068,-87.703942,"(41.80691, -87.703942)"
1148,1635 South,State St,10/17/2006,22400,North Bound: 12700 / South Bound: 9700,41.859198,-87.627233,"(41.859198, -87.627233)"
1200,401 South,Archer Ave,08/10/2006,30500,North Bound: 14200 / Sotuh Bound: 16300,36.18183289599008,-87.705427,"(41.813362, -87.705427)"
1327,350 North,Michigan Lower Ave,09/21/2006,18200,North Bound: 11500 / South Bound: 6700,53.76473413717163,-69.16311822202874,"(41.888071, -87.624601)"
780,671 9North,Ashland Ave,08v/25/2006,4800,North Bound: 2700 / Soutjh Bound: 2100,42.004104,-87.670556,"(42.004104, -87.670556)"
1053,2224 South,Archer Ave,10/19/2006,15300,North Bound: 8100 / South Bound: 7200,41.852403,-87.635761,"(41.852403, -87.63576)1"
-999,5400 West,Fullerton Ave,08/17/2006,37900,East Bound: 21300 / West Bound: 16600,41.924043,-97.7706928757674,"(41.924043, -87.761r108)"
13,9730 South,Commercial Ave,03/07/2006,9000,North Bound: 4000 / South Bound: 5000,41.718183,-87.551016,"(41.718183, -87.551016)"
2411,1837 South,eWstern Ave,08/22/2006,41500,North Bound: 22400 / South Bound: 19100,41.856527,-87.685756,"(41.856527, -87.685765)"
211,206 East,95th Stxreet,03/28/2006,30400,East Bound: 16400 / West Bound: 14000,41.721813,-105.21020454940526,"(41.721813, 8-7.618662)"
1082,1508 North,Damen Ave,08/16/2006,16300,North Bound: 8300 / South Bound: 8000,41.908546,-87.677409,"(41.908546, -87.677409)"
421,3101 South,Brainard Ave,11/08/2006,16200,North Bound: 8000 / South Bound: 8200,41.65732,-87.557177,"(41.65732, -87.557177)"
67,5424 Suth,Lake Park Ave,3/08/2006,18200,North Bound :8900 / South Bound: 9300,41.797367,-84.77739291673085,"(41.797367, -87.587322)"
1227,1828 West,79th St,10/04/2006,23700,East Bound: 12700 / West Boiund: 11000,54.69177623542609,-87.669454,"(41.750277, -87.669454)"
388,11750 South,State St,w08/31/2006,7800,North Bound: 4100 / South Bound: 370c0,41.680056,-87.622723,"(41.680056, -87.622723)"
192,1240 East,83rd Street,03/23/2006,15600,East Bound: 7800 / West Bound: 7800,41.744106,-87.593706,"(41.744106, -87.593706)"
638,2851 North,Southport Ave,10/16/2006,8600,North Bound: 4400 / South Bound: 4200,41.934004,-87.663612,"(41.934004, -87.663612)"
163,2237 West,63rd Street,03/28/2006,18000,East Bound: 8700 / West Bound: 9300,41.779224,-87.680473,"(41.779224, -87.680473)"
937,3842 West,Irving ParkRd,08/02/2006,46500,East Bound: 23600 / Wets Bound: 22900,41.953695,-82.7728264390515,"(41.953695, 8-7.724462)"
655,3647 North,Cicero Ave,10/1/2006,38500,North Bound: 20700 / South Bound: 17800,41.947548,-87.747128,"(41.947548, -87.741728)"
845,2950 West,83rd St,08/17/2006,12200,East Bound: 4700 / WestB ound: 7500,42.48048261157003,-87.696869,"(41.742583, -87.696869)"
455,1650 West,North Ave,10/18/2006,20900,East Bound: 10400 / West Bound: 10500,41.910585,-87.669739,"(41.910585, -87.669739)"
1207,4464 North,Elston Ave,08/10/2006,17800,North Bound: 9600 / South Bound: 8200,32.40573340893905,-87.73154,"(41.962199, -87.73154)"
538,210 South,Des Plaines St,10/04/2006,6300,South Bound: 6300/ Oneway SouthBound,30.281695700557695,-87.644032,"(41.878908, -87.644032)"
1062,64 North,Cetnral Park Ave,10/f12/2006,12500,North Bound: 5700 / South Bound: 6800,28.32423157257956,-87.715851,"(41.879533, -87.715851)"
925,2027 North,California Ave,10/09/2060,16100,North Bound: 8600 / South Bound: 7500,41.918317,-87.697223,"(41.918317, -87.697223)"
129,10748 South,Vincennes Ave,03/21/2006,18000,North Bound: 8800 / South Bound: 920,39.47014771660633,-87.65927,"(41.698034, -87.65927)"
360,11043 South,Longwood Dr,08/24/0206,6700,oNrth Bound: 2500 / South Bound: 4200,41.693059,-87.671533,"(41.693059, -87.671533)"
509,1926 West,Grand Ave,10/23/2006,19600,East Bound: 9700 / West Bound: 9900,41.890846,-87.675563,"(41.890846, -87.675563)"
284,124 West,59th Streewt,03/28/2006,8900,East Bound: 4100 / West Bound: 4800,41.787305,-87.628708,"(41.787305, -87.628708)"
952,3915 West,Roosevelt Rd,10/1a9/2006,23900,East Bound: 11200 / West Bound: 12700,41.866196,-87.723436,"(41.866196, -87.723436)"
1252,723 East,43rd St,10/12/2006,7600,East Bound: 3900 / West Bound: p3700,22.637291411521137,-87.608238,"(41.816788, -87.608238)"
1108,2500 West,Jackson Blvd,10/05/2006,6000,East Bound: 2700 / West Bound: 3300,41.877521,-87.688801,"(41.877521, -87.688801)"
1169,2444 South,Blue Island Ave,m08/17/2006,22100,East Bound: 10300 / West Bound: 11800,58.39044712658847,-87.677408,"(41.847901, -87.677408)"
527,624 West,Division St,09/21/2006,22100,East Bound: 11300 / West Bound: 10800,33.74449788770683,-87.644273,"(41.903698, -87.644273)"
146,9348 South,Stony Island Ave,03/09/2006,47900,North Bound: 24300 / South Bound: 23600,41.724124,-87.585159,"(41.724124, -87.585159)"
249,315 West,31st St,05/04/2006,16100,East Bound: 8100 / West Bound: 8000,41.838196,-87.634756,"(41.838196, -87.634756)"
371,5121 South,Woodlawn Ave,05/04/2006,8100,North Bound: 4000 / South Bound: 4100,41.801676,-87.59669,"(41.801676, -87.95669)"
1003,5937 West,Augusta Blvd,10/18/2006,8600,East Bound: 3800 / West Bound: 4800,35.14640818205191,-87.773856,"(41.898376, -87.773856)"
93,3430 South,Archer Ave,0/308/2006,23400,North Bound: 11300 / South Bound: 12100,41.831501,-87.67584,"(41.831051, -87.67584)"
597,6224 South,Pulaski Rd,08/15/2006,52300,North Bonud: 27500 / South Bound: 24800,41.779583,-87.722787,"(41.779583, -87.722787)"
812,1345 West,170th St,08/24/2006,7900,Est Bound: 4000 / West Bound: 3900,23.35925124934741,-80.76230209568821,"(41.699481, -87.656564)"
1278,504 North,Pulaski Rd,10/18/2006,24500,North Bound: 11900 / South Bound: 12600,41.973067,-59.55037710401915,"(41.973067, -87.728161)"
217,112 West,103rd Street,03/22/2006,18600,East Bound: 11100 / West Bound: 7500,41.707125,-87.626548,"(41.707125, -87.626548)"
577,909 West,Foster Ave,08/24/2006,20200,East Bound: 10000 / West Bound: 10200,41.976427,-87.652889,"(41.976427, -87.652889)"
718,11021 Soquth,Ashland Ave,08/24d/2006,2000,North Bound: 2000 / / Oneway North Bound,41.693283,-87.661875,"(41.693283, -87.661875)"
970,2620 North,Clybourn Ave,10/23/2006,17300,North Bound: 9100 / South Bound: 8200,41.929133,-95.11063221630644,"(41.929133, -87.674504)***"
736,641 North,Clark St,09/28/2006,21200,South Bound: 21200/ Oneway Sout Bound,41.89363,-87.631177,"(41.89363, -87.631177)"
1162,55West,Wacker Dr,11/07/2006,29900,East Bound: 13700 / West Bound: 16200,41.886817,-87.630054,"(41.886817, -87.630054)"
515,3045 West,Division St,10/18/2006,16600,East Bound: 8100 / West Bound: 8500***,41.902865,-87.703662,"(41.902865, -87.703662)"
688,7254 North,Rogers Ave,0/918/2006,7600,North Bound: 3700 / South Bound: 3900,42.013319,-87.680974,"(42.013319, -87.680974)"
565,5103 Wset,Nortih Ave,10/18/006,36500,East Bound: 18400 / West Bound: 18100,41.909527,-87.753622,"(41.909527, -87.753622)"
683,5237 North,Kedzie Ave,08/24/2006,14700,North Bound: 7700 / South Bound: 0700,41.976775,-87.708705,"(41.976775, -87l.708705)"
528,250 West,127thSt,08/292006,25700,East Bound: 12200 /West Bound: 13500,41.663357,-87.628989,"(41.663357, -87.628989)"
1311,2958 West,115th tS,08/22/2006,12600,East Bound: 6700 / West Bound: 5900,41.684346,-87.695367,"(41.684346, -87.695367)"
1093,1475 est,Grand Ave,10/23/2006,19700,East Bound: 10500 / West Bound: 9200,41.891001,-87.66523,"(4.891001, -87.66523)"
1304,1d0040 South,Michigan Ave,09/06/2006,11400,North Bound: 6600 / South Bound: 4800,41.711481,-102.8705640673033,"(41.711481, -87.619985)"
634,2900 North,Lake Shore Inner Dr,09/18/2006,4700,North Bound: 1100 / South Bound: 3600,41.934544,-87.636704,"(41.934544, -87.636704)"
728,7168h West,NorthA ve,12/20/2006,36000,East Bound: 17100 / West Bound: 18900,41.908868,-87.804756,"(41.908868, -87.804756)"
1119,1061 West,Madison St,091/9/2006,15800,East Bound: 7400 / West Bound: 8400,41.881657,-87.65456,"(41.881657, -87.65456)"
1043,52 East,31st St,10/18/2006,11700,East Bound: 6100 / West Bound: 5600,41.838327,-87.624762,"(41.838327, -87.624762)"
1244,680 6South,Racine Ave,10/11/2006,14300,North Bound: 7600 / oSuth Bound: 6700,41.770301,-87.654254,"(41.770301, -87.654254)"
588,8210 South,Exchange Ave,10/18/2006,9700,North Bound: 4300 / South Bound: 5400,41.746122,-117.67058922724672,"(41.746122, -87.552788)"
236,4141 South,Racine Ave,03/23/2006,6700,North Bound: 3400 / South Bound: 3300,41.813903,-87.655287,"(41.813093, -87.655287)"
759,633y5 South,Central Ave,09/12/2006,15700,North Bound: 7200 / South Bound: 8500,41.777058,-92.23553469908812,"(41.777058, -87.761684)"
114,700 South,Halsted St,0u3/21/2006,15600,North Bound: 6700 / South Bound: 8900,27.216744374796733,-87.647091,"(41.87346, -87.647091)"
667,3733 North,Clark St,07/26/2006,12600,North Bound: 6000 / South Bound: 6600,41.94979,-87.658602,"(41.94979, -87.658602)"
904,2890 North,Narragansett Ave,10/26/2006,24900,North Bound: 10100 / South Bound: 14800,41.932832,-87.785749,"(41.932832, -87.785749)"
426,5333 North,Sheridan Ave,1012/2006,12500,North Bound: 6300 / South Bound: 6200,41.97914,-69.65282921701231,"(41.97914, -87.655026)"
1203,4310 Sotuh,Cicero Aev,10/23/2006,67200,North Bound: 33600 / South Bound: 33600,34.19250103082012,-87.743349,"(41.814595, -87.743349)"
2555,6516 North,Harlem Ave,08/16/2006,31800,North Bound: 15400 / South Bound: 16400,41.999165,-87.806776,"(41.999165, -87.806776)"
1364,133 East,Wacker Lower Dr,09/19/2006***,34200,East Bound: 14100 / West Bound: 20100,41.888302,-87.623405,"(41.888302,-87.623405)"
1071,613 North,Clark St,09/27/2006,17300,South Bound: 17300/ Oneway South Bound,41.892773,-79.01049419150084,"(41.892773, -87.631157)"
1188,3457 West,51st St,08/10/2006,14600,East Bound: 6700 / West Bound: 7900,41.800719,-87.710993,"(41.800719, -87.710993)"
1058,1824 West,Augusta Blvd,101/8/2006,18900,East Bound: 9700 / West Bound: 9200,41.899615,-87.67336,"(41.899615, -87.67336)"
752,10347 South,Cottage Grove Ave,0/04/2006,13700,Notrh Bound: 7400 / South Bound: 6300,52.16263985566239,-87.606829,"(41.706017, -87.606829)"
554,328 West,Wrightwood vAe,09/21/2006,10000,East Bound: 4500 / West Bound: 5500,52.36823510848123,-116.018089915265,"(41.928333, -87.710574)"
1239,1321 West,Marquette Rd,10/11/2006,15400,East Bound: 7400 / West Bound: 8000,59.71689513701504,-87.657646,"(41.772283, -87.657646)"
1350,443 South,Federal St,09/21/2006,2000,North Bound: 700 / South Bound: 1300,41.875841,-87.629701,"(41.875841, -87.629701)"
795,745 Norrth,Fairbanks Ct,10/31/2006,10700,North Bound: 6400 / South Bound: 4300,41.896368,-87.620359,"(41.896368, -87.620359)"
1220,8451 South,Pulaski Rd,10/04/2006,33800,North Bound: 16500 / SouthBound: 17300,41.73879,-87.721569,"(41.73879, -87.721569)"
701,267 North,Central Park Ave,11/13/2006,8800,North Bound: 4300 / South Bound: 4500,49.22334100087535,-87.71603,"(41.886115, -87.71603)"
1288,11027 South,Dr Martin Luther King Jr Dr,08/31/2006,8900,North Bound: 4500 / South Bound: 4400,57.84628470581382,-87.613403,"(41.693802, -87.6z13403)"
1143,908 Wmest,Randolph St,10/05/2006,9300,West Bound: 9300/ Oneway West Bound,41.884359,-87.650176,"(41.884359, -87.650176)"
1130,660 North,Ogden Ave,10/17/2006,20900,North Bound: 7000 / South Bound: 13900,41.894073,-87.656489,"(41.894073, -87.656489)"
495,2345 West,Jackson Bld,10/05/2006,4900,East Bound: 3300 / West Bound: 1600,23.79600513640051,-87.685609,"(41.877558, -87.685609)"
1057,3654 fWest,Augusta Blvd,10/18/2006,11100,East Bound: 5500 / West Bound: 5600,41.899087,-87.718638,"(41.899087, -87.718638)"
196,1720 West,87thStreet,03/23/2006,29500,EastB ound: 15200 / West Bound: 14300,41.735742,-87.666475,"(41.735742, -87.666475)"
981,2032 West,Irving Prk Rd,08/24/2006,41200,East Bound: 2110 0/ West Bound: 20100,41.954136,-87.680217,"(41.954136, -87.680217)"
776,47b62 North,East River Rd,08/17/2006,14000,North Bound: 6500 / South Bound: 7500,28.29313976553439,-87.846567,"(41.966794, -87.846567)"
17,6144 South,Cottage Grove Ave,03/01/2006,20900,North Bound: 10300 / South Bound: 10600,41.78269,-87.605979,"(41.78269, -87.605979)"
151,3010 East,92nd St,05/05/2006,28500,East Bound: 2100 / West Bound: 26400,41.728253,-82.79322569239818,"(41.728253, -87.550704)"
1078,85 West,Congress Pkwy,09/27/2006,72400,East Bound: 36200 / West Bound: 36200,41.875611,-87.630673,"(41.875611, -87.630673)"
612,2501 South,aHmlin Ave,09/14/2006,3200,South Bound: 3200/ Oneway South Bound,41.846135,-87.719725,"(41.846135, -87.719725)"
3048,411 South,Wells St,09/91/2006,9900,South Bound: 9900/ Oneway South Bound,41.876584,-100.92318708312942,"(41.876584, -87.633684)"
2609,3654 South,Indiana Ave,03/02/2006,6000,North Bound: 6000 / / Oneway North Bound,41.828022,-87.621694,"(41.828022, -87.621694)"
841,2430 West,Ogden Ave,1/02/2006,29900,East Bound: 15800 / West Bound: 14100,41.864394,-87.687068,"(41.864394, -87.687068)"
403,4923 West,Grand Ave,10/23/2006,12500,East Bound: 5900 / West Bound: 6600,41.915566,-87.750173,"(41.915566, -87.750173)"
542,210 South,Clark St,09/20/2006,16500,South Bound: 16500/ Oneway South Bound,41.879069,-87.630811,"(41.879069, -87.630811)"
650,7825 West,Forest Preserve Ave,10/25/2006,16000,East Bound: 7500 / West Bound: 8f500,41.94619,-87.822945,"(41.94619, -87.822945)"
156,9621 South,Avenue L,03/21/0206,5000,North Bound: 3200 / South Bound: 1800,26.261100562762856,-87.536499,"(41.720702, -87.536499)"
89,9940 South,Sttae St,05/02/2006,7300,North Bound: 4400 / South Bound: 2900,41.713246,-87.623646,"(41.713246, -87.623646)"
150,236 East,92nd St,05/0/2006,41300,East Bound: 3700 / West Bound: 37600,41.72824,-87.552415,"(41.72824, -87.552415)"
375,2701 West,Pope John Paul II,05/09/2006,7000,West Bounhd: 7000/ Oneway West Bound,41.815579,-66.06233710441668,"(41.815579, -87.692019)"
263,450 East,43rd St,04/2/52006,8900,East Bound: 4500 / West Bound: 4400,41.816676,-96.22570929199958,"(41.816676, -87.614468)"
124,7925 South,Vincennes Ave,03/29/2006,59993,North Bound: 9700 / South Bound: 11500,41.75002,-87.634415,"(41.75002, -87.634415)"
3026,929 West,5st Street,03/29/2006,8900,East Bound: 4300 / West Bound: 4600,55.09070745820355,-87.648948,"(41.801533, -87.648948)"
1299,10928 South,Avenuev O,10/18/2006,12400,North Bound: 7000 / South Bound: 5400,41.696434,-87.54009,"(41.696434, -87.54009)"
854,5532 West,Belmont Ave,10/16/2006,23100,East Bound: 12500 / West Bound: 10600,41.938587,-87.765389,"(41.938587, -87.765389)"
5,920 West,71st Street,02/28/2006,18200,East Bound: 8800 / West Bound: 9400,41.765153,-87.647751,"(41.765153, -87.647751)"
1174,4550 West,Cermak Rd,09/12/2006,24000,East Bound: 12200 / West Bound: 11800,41.851353,-87.738835,"(41.851353, -87.738835)"
1008,815 South,icero Ave,10/26/2006,35200,North Bound: 17800 / South Bound: 17400,48.86243286097208,-87.744879,"(41.869875, -87.744879)"
1341,380 West,Jackson Blvd,09/28/2006,57975,East Bound: 14300 / / Oneway East Bound,41.878068,-87.637659,"(41.878068, -87.637659)"
294,20 West,Cermak Rd,04/25/2006,19900,East Bound: 9500 / West Bound: 1c0400,41.852874,-87.627827,"(41.852874, -87.627827)"
2942,4810 North,Milwaukee Ave,01/09/2070,27600,North Bound: 11600 / South Bound: 16000,41.96815,-87.760968,"(4196815, -87.760968)"
392,120j07 South,State St,08/31/2006,6300,North Bound: 3100 / South Bound: 3200,41.675955,-119.68330248963407,"(41.675955, -87.262596)"
867,5w850 North,Cumberlanld Ave,0817/2006,49400,North Bound: 27100 / South Bound: 22300,41.986101,-87.836581,"(41.986101, -87.836581)"
229,6628 South,Loomis St,03/09/2006,5500,North Bound: 2500 / South Bound: 3000,41.773201,-87.659191,"(41.773201, -87.659191)"
547,2939 West,63rd St,08/15/2006,22200,ast Bound: 10500 / West Bound: 11700,29.18581040642617,-87.697351,"(41.779058, -87.679351)"
340,754 West,Harrison St,04/26/2006,11000,East Bound: 5600 / West Bound: 5400,41.874327,-87.646119,"(41.874327, -87.646119)"
991,929 West,North Ave,10/16/2006,28000,East Bound: 13600 / West Bound: 14400,41.910853,-74.37686325643863,"(41.910853, -87.652267)"
581,5665 West,Bryn Mawr Ave,09/18/2006,8900,East Bound: 3800 / WestB ound: 5100,41.98293,-87.77077,"(41.98293, -87.77077)"
704,220 Noth,Western Ave,10/24/2006,34400,North Bound: 16800 / South Bound: 17600,41.885258,-76.40378582206803,"(41.885258, 8-7.686545)"
825,2432 Wezst,Irving Park Rd,08/30/2006,42100,East Bound: 22300 / West Bound: 19800,41.954006,-87.689792,"(41.954006, -87.689792)"
1137,928 North,Pulaqski Rd,10/04/2006,23900,Notrh Bound: 12400 / South Bound: 11500,37.298207745948766,-87.726166,"(41.898079, -87.726166)"
1262,7245 South,Jeffery Ave,09/06/2006,25900,North Bound: 13100 / South Bound: 12800,41.763008,-65.50857268635986,"(41.763008, -87.576233)"
432,2700 West,Roosevelt Rd,10/19/2006,18300,East Bound: 8200 / West Bound: 10100,41.866535,-87.693471,"(41.866535, -87.693471)"
1115,2335W est,Laek St,10/19/200x6,7700,East Bound: 4300 / West Bound: 3400,41.884665,-87.685501,"(41.884665, -87.685501)"
601,5410 South,Cicero Ave,08/02/2006,71200,North Bound: 37700 South Bound: 33500,41.794355,-105.68335816838264,"(41.794355, -87.742622)"
1156,839 West,Van Bureyn St,09/19/2006,10500,East Bound: 3000 / West Bound: 7500,51.36073136862375,-59.18719046711913,"(41.87665, -87.648742)"
1283,124 East,127th St,08/29/2006,28700,East Bound: e14200 / West Bound: 14500,41.663388,-87.618884,"(41.66338, -87.618884)"
723,6257 West,Belmont Ave,10/16/2006,24400,East Bound: 12900 / West Boudnd: 11500,41.938356,-43.95251070157067,"(41.938356, -87.783382)"
1106,2128 South,Indiana Ave,10/17/2006,11200,North Bound: 6600 / South Bound: 4600,41.853372,-87.622268,"(41.853372, -87.622268)"
2438,3836 South,Cottage Grove Ave,10/17/2006,11100,North Bound: 5600 / South Bound: 5500,41.825153,-87.607512,"(41.825513, -87.607512)"
569,6330 West,Touhfy Ave,08/15/2006,33700,East Bound: 17100 / West Bound: 16600,42.011999,-87.785556,"(42.011999, -87.758556)"
1024,4435 West,Division St,10/18/2006,17400,East Bound: 8700 / West Bound: 8700,41.902488,-87.73753,"(41.90488, -87.73753)"
2773,714 est,115th St,08/9/2006,63492,Easut Bound: 5500 / West Bound: 6700,41.685103,-87.640375,"(41.685103, -87.640375)"
834,2b458 West,Augusta Blvd,10/8/2006,11400,East Bound: 5500 / West Bound: 5900,21.85472072591397,-87.689356,"(41.899355, -87.689356)"
856,p6845 West,Belmont Ave,10/16/2006,24200,East Bound: 12800 / West Bound: 11400,41.938129,-87.797524,"(41.938129, -87.797524)"
630,2393 North,Harlem Ave,11/1/2006,22300,North Bound: 12400 / South Bound: 9900,44.09362197247964,-87.80624,"(41.923557, -87.80624)"
710,840 North,Halsted St,09/18/2006,23100,North Bound: 11200 / South Bound: 11900,41.897792,-87.647818,"(41.897792, -87.647818)"
773,3152 North,Milwaukee Ave,08/22/2006,16800,North Bound: 7000 / South Bound: 9800,41.938251,-100.408236524494,"(41.938251, -87.72247)"
956,1851 West,Armitage Ave,08/09/2006,21000,East Bound: 10500 / West Bound: 10500,41.91781,-87.674797,"(41.91781, -87.674797)"
996,4926 North,Sheridan Rd,10/11/2006,8800,North Bound: 4700 / South Bound: 4100,32.8713493689808,-87.654903,"(41.972386, -87.654903)"
