namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
THE ROSE,2232 ESPLANADE AVE,4703 - BD & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.950500721834, -90.1329010717728)",3679321.74991,537951.133769
8015 St Charles Ave,8015 St Charles Ave,Short Term Rental Residentialt Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3660843.61,526670.96
CREOLE INN RUE DAUPHINE,2471 DAUPHINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3686469.98818,535375.44743
LOEWS NEW ORLEANS HOTEL,300 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9719262377724, -90.0529637740574)",3682130.82364,528855.199296
1021 Burdette St,1021 Burdette St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.920072176059, -89.9966939616468)",3662484.59,527217.15
4317 S Carrollton Ave,4317 S Carrollton Ave,Short Term Rental Commercial Owner,2.0,4.0,08/28/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3669815.74,537025.22
635 S Lopez St,635 S Lopez St,Short Term Rental Commercial Owner,4.0,-5.524785575790581,08/16/2023 11:59:59 PM,"(29.941553355964, -90.0732799291885)",3672409.95,534367.27
3319 N Rampart St,3319 N Rampart St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9457758507935, -90.0747547549417)",3689889.89,535342.7
4230 Maagzine St,4230 Magazine St,Short Term Rental Residential Owner,5.0,10.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3671548.24,518798.57
2229 Second St,2229 Second St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",2520080.466377358,525051.86
7 Neron Pl,75 Neron Pl,Short Term Rental Residential Owner,2.0,15.36700495082419,03/01/2023 12:00:00 AM,"(29.9513745008304, -90.0538897261756)",3666004.96,530049.93
637 Gallier St,637 Gallier St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:0q0:00 AM,"(29.9327267848643, -90.0726684417138)",3690111.05,534064.83
2847 Ponce De Leon St,2847 Ponce De Leon St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9689344264277, -90.0552316902256)",3677980.23,540530.5
1012 Elysian Fields Ave Apt 1,1012 Elysian Fields Ave Apt 1,Short Term Rental Commercial Owner,1.0,2.0,08/30/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3684924.89,536052.64
1311 Mystery St,1311 Mystery St***,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",3676059.55,540449.85
8512 Freret St,8512 Freret tS,Short Term Rental Commercial Owner,2.0,4.0,10/16/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3660317.31,528871.16
1742 Clio St Alpt B,174 Clio St Apt B,Short Term Rental Commercial Owner,1.0,2.0,08/31/2023 11:59:59 PM,"(29.9584267562347, -90.0884801293775)",3679005.6,526747.76
1504 N Prieur St,1504 N Prieur St,Short Term Rental Residential Owner,2.0,-4.254233603910687,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3680982.38,591991.5843142675
5429 xPrytania St,5429 Prytania St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3666866.71,520451.81
636 S Rocheblave St,636 S Rocheblaev St,Short Term Rental Commercial Owner,5.0,10.0,08/16/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3674751.94,532621.55
232 Chartres St,2328 Chartres St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0946255291455, -89.7670573024888)",3685809.55,534532.07
343 S Cortez St,343 S Cortez St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.941553355964, -90.0732799291885)",3671342.24,536722.58
6338 Louis Xiv St,6338 Louis Xiv St,Short Term Rental Residential Owner,5.0,10.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3668218.69,549686.12
4620 Drydes St Apt A,4620 ryades St Apt A,Short Term Rental Commercial Owner,6.266098311925405,-4.1799385783240615,08/29/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3669800.17,521799.81
600 Canal St Apt 48,600 Canal St Apt 408,Short Term Rental Commercial Owner,1.0,-5.964134049974997,07/13/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3681357.07,530395.0
2210 Magazine St,2210 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,08/16/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3678776.1,521972.86
1411 St Bernard Ave,1411 St Bernard Ave,Short Term Rental Commercial Owner,3.0,6.0,08/30/2023 11:59:9 PM,"(29.9436221825203, -90.0784593414273)",3682544.74,537318.51
812 Gravier St Apt 408,812 Gravier St Apt 408,Short Term Rental Commercial Owner,1.0,16.941263926617026,05/13/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3680435.51,530201.27
1732 Allen St,1732 Allen St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9412293969983, -90.0432492047549)",3682544.82,538595.04
1620 St Philip St,1620 St Philip St,Short Term Rental Commercia Owner,3.0,6.0,09/01/2023 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3680584.6,535334.95
1215 N Galvez St,1215 N Galvez St,Short Term Rental Residential Owner,2.0,4.0,03/10/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3679470.91,326257.2240000891
3112 qRoyal St,3112 Royal St,Short Term Reqntal Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM***,"(28.0988907068706, -101.517799134252)",3688740.46,534440.98
2615 Valence St,2615 aVlence St,Short Term Rental Residential Owner,1.0,2.0,08/29/2023 0920:36 AM,"(29.9684668112717, -90.074357136476)",3669422.05,524428.91
5919 Urquharqt St,591 9Urquhart St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.950500721834, -90.1329010717728)",3699275.1,534251.58
2424 Jena St,2244 Jena St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327267848643, -90.0726684417138)",3670095.29,523874.68
435 Bouny St,435 Bouny St,Short Term Rental Residential Owner,3.0,6.0,08/31/2023 08:53x:10 AM,"(29.9580154964913, -90.0871467011987)",3686045.9,529776.03
3301 St Claude Ave,3301 St Claude Ave,Short Term Rental Commercial Owner,5.0,-4.070640268737028,10/16/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3689890.52,298723.3290443978
1629 Music St,1629 Music St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3686715.7,538544.03
3302 Constance St,3302 Constane St,Short Term Rental Residengtial Owner,6.6306836937759375,2.0,03/01/2023 12:00:00 AM,"(29.9327267848643, -90.0726684417138)",3675519.15,519397.27
738 S Lopez St,738 S Lopez St,Short Term Rental Commercial Owner,3.0,6.0,08/16/2023 o11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3672206.17,351175.3625841685
SEXTANT STAYS,22 HOWARD AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3679578.88789,527406.069311
1720 Lapeyrouse St,1720 Lapeyrouse St,Short Term Rental Residential Owner,2.0,4.0,08/31/t2023 01:32:13 PM,"(29.9663236986569, -90.0626983550869)",3681730.15,709195.1315055208
1223 Mazant St***,1232 Mazant St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3692287.04,535769.78
3113 N Prieur St,3113 N Prieur St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3689912.38,539006.65
w1331 Ferry Pl,1331 Ferry Pl,Short Term Rental Residential Owner,2.0,4.0,07/14/2023 11:59:59 PM,"(29.938697391877, -90.0808102249235)",3660170.48,530810.55
1412 St Roch Ave,1412 St Roch Ave,Short Term Rental Rewsidential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3686304.09,275286.9133448766
1428 N Claiborne Ave A,1428 N Claiborne Ave A,Short Term Rental Commercial Owner,5.0,10.0,10/17/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3681552.23,536706.96
118 St Philip St,1618 St Philip St,Short Term Rental Commercial Owner,3.0,-4.5627489895205,09/01/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3680595.69,535326.37
505 S Pirece St,505 S Pierce St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3670436.75,288251.9511358877
2608 Dublin St,2608 Dublin St,Short Term Rental Rwesidential Owner,2.0,-5.444661826462037,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",2432477.6077863984,532431.83
930 Melpomene St,930 Melpomene St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3680959.47,361862.1278434766
2737 St Philip St,273v7 St Philip St,Short Term Rental Residental Owner,1.0,2.0,03/01/223 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3677133.06,538102.03
1241 Annunciation St,1241 Annunciation St,Short Term Rental Residentiala Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3681306.07,525122.87
600 Canal St Apt 602,600 Canal St Apt 602,Short Term Rental Commercial Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3681355.52,530425.03
621 Celeste tS Apt E,621 Celeste St Apt E,Commercial STR,1.0,2.0,09/29/2022 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3681539.67,521678.0
1020 Race St Apt 3,1020 Race St Apt 3,Short Term Rental Commercial Owner,2.0,4.0,10/20/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3680370.17,523732.73
LAQ UINTA INN & SUITES #983 4701,301 CAMP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:p00:00 AM,"(28.0988907068706, -101.517799134252)",3681218.45218,529834.138049
W FRENCHQUARTER HOTEL,316 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",5396066.2146730255,531162.123394
2816 Bansk St,2816 Banks St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3673977.86,534556.74
1523 Polymnia St,1523 Polymnia St,Short Term Renta Commercial Owner,2.0,-5.463141913875611,10/20/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3679003.73,524621.4
7237 Regent St Apt 2B,7237 Regent St Apt 2B,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9457758507935, -90.0747547549417)",3666302.7,555181.17
1030 Napoleon Ave,1030 Napoleon Ave,Short Term Rental Resiential Owner,5.0,10.0,07/13/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3670907.12,519383.15
2052 Royal St,2052 Royal St,Short Term Rental Commercial Owner,2.0,4.0,10/19/2023 11:59:59 PM,"(29.9699320369842, -90.0676573264579)",3684599.87,534798.73
1510 Congress St,1510 Congress St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3691072.16,412457.303620016
4848 Tchoupitoulas St,4848 Tchoupitoulas St,Short Term Rental Commercial Owner,4.0,8.0,10/16/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3669294.25,517221.88
1115 Thalia St,1115 Thaelia St,Short Term Rental Residential Owner,3.0,6.0,08/31/2023 09:49:10 AM,"(29.9606030466068, -90.0892656704537)",3680412.76,525303.17
DRURY INN NEW ORLEANS,820 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9453933043394, -90.049996322177)",2957132.409722209,529418.415425
900 Bartholomew St Unit 315,900 Bartholomew St Unit 315,Short Term Rental Commercial Owneqr,1.0,2.0,11/16/2022 11:59:59 PM,"(29.9719262377724, -90.0529637740574)",3691530.87,534615.47
CHH-NOLA LLC,129 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3680471.87599,531572.241091
"COUNTRY INN & SUITES,NEW ORLEANS I-10 EAST",5801 READ BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.920072176059, -89.9966939616468)",3711130.32971,560962.831134
SUN OAK MUSEUM AND GUEST HOUSE,2020 BURGUNDY ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 q12:00:00 AM,"(29.9584267562347, -90.0884801293775)",3684488.37705,535509.685382
BEST WAY INN & SUITES & TRAILOR PARK,6042 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3697039.48599,798614.4728965922
PLACE D'ARMES HOTEL,625 ST ANN ST,4701 - HOTESL (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/20231 2:00:00 AM,"(29.9436221825203, -90.0784593414273)",3682938.90351,532682.783108
730 Poland Ave Apt A,730 Poland Ave Apt A,Short Term Rental Commercial Owner,1.0,2.0,03/14/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3692590.38,533753.95
900 Bartholomew St Unit 321,900 Bartholomew St Unit 321,Short Term Rental Commercial Owner,1.0,2.0,11/16/2202 11:59:59 PM,"(29.9719262377724, -90.0529637740574)",3691493.02,534625.89
INTERNATIONAL HOUSE HOTEL,221 CAMP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM***,"(29.9606030466068, -90.0892656704537)",3681242.44879,529949.815745
COLLINWOOD,2408 DAUPHINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9790585780278, -90.0963903685695)",3685969.62825,535250.742214
DOUBLETREE HOTEL,300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9689344264277, -90.0552316902256)",3682143.72834,529836.705729
1503 GUEST HOUSE LLC,1503 TCHOUPITOULAS ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9744625699782, -90.0501922802849)",3682225.65532,523280.484411
334 Carondelet St Unit 208,334 Carondelet St Unit 208,Short Term Rental Commercial Owner,1.0,2.0,03/08/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3680483.94,529836.79
900 Bartholomew St Unit 514,900 Bartholomew St Unit 51b4,Short Term Rental Commercial Owner,2.0,4.0,11/16/2022 11:5f9:59 PM,"(29.9790585780278, -90.0963903685695)",3691530.17,534597.42
FLEUR DE LIS MANSION,1216 ANNUNCIATION ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9314269620729, -90.0734543476571)",3681437.92149,525320.328189
HnUBBARD MANSION BED & BREAKFAST,3535 ST CHARLES AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9695456048789, -90.0615639211484)",3673577.80142,521439.679737
"2532 N RkAMPART STREET, LLC",2532 N RAMPART ST,4703 - BED & BREAKAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9222617299819, -90.0897460818907)",3686805.40278,536043.240199
PENELOPE B B,1211h GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,2.0,-4.304158261246887,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3682126.22677,535194.644486
730 Pland Ave Apt C,7a30 Poland Ave Apt C,Short Term Rental Commercial Owner,2.0,4.0,03/13/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3692597.48,533778.96
HARRAH'S POYDRAS HOTEL,228 PODYRAS ST,2060 - CASINO HOTELS,2.0,4.0,03/u01/2023 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3682272.06844,408976.6864071419
RATHB0NE MANSIONS,1244 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00g AM,"(29.9689344264277, -90.0552316902256)",3682206.4084,535755.644103
ST. PHILIP FRENCH QUARTER APARTMENTS,612 ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327267848643, -90.0726684417138)",3683391.22671,533161.426756
THE BEN LOUIE,3610 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3670994.05703,535309.890694
721 Touro St,721 Touro St,Short Term Rental Residential Owner,2.0,-5.682090751864256,04/27/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3684369.53,534988.66
SUPREME BRIGHT NOLA II,1600 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3678593.30325,279421.4599609403
1823 N Rampart St,1823 N Rampart St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327267848643, -90.0726684417138)",3683734.3,535868.86
814 Austerlitz St Unit A,814p Austerlitz St Unit A,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 120:0:00 AM,"(29.950500721834, -90.1329010717728)",3672844.18,518731.08
1327 Spain St,1327 Spain St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.979445631573, -90.0835752864682)",3686095.55,537360.66
600 Canal St Apt 601,600 Canal St Apt 601,Short Term Rental Commercial Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3681357.5,530427.61
8512 Freret St A,8512 Freret St A,Short Term Rental Commercial Owner,1.0,2.0,10/16/2023 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3660328.93,528860.3
351 Constance St,3451 Constance St,Short Term Rental Residential Owner,2.0,4.0,03/1/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3674694.42,519184.43
5330 Dauphine tS,5330 Dauphrine St,Short TermR ental Residential Owner,5.0,10.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3696715.7,532813.03
1014 Canal St Apt 202,1014 Canal St Apdt 202,Short Term Rental Commercial Owner,2.0,4.0,04/24/202 311:59:59 PM,"(29.9584267562347, -90.0884801293775)",3680131.37,824240.5848907987
6201 Mempis St,6201 Memphis St,Short Term Rental Residential Owner,2.0,1.0,11/01/202 10:23:46 AM,"(29.9350735188892, -90.1066357165367)",3669379.98,548569.61
1128 N hite St,1128 N White St,Short erm Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3677422.16,538990.06
524 N Salcedo St,524 N Salcedo St,Short Term Rental Reasidential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3675153.92,537435.69
3504 Louisiana Avenue Prkwy,3504 Louisiana Avenue Prkwy,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3671563.03,527833.62
326 Olivier St,326 Olivier St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.950500721834, -90.1329010717728)",4247744.996171041,530538.15
4115 State Street Dr,4115 State Street Dr,Short Term Rental Residential Owner,5.0,10.0,03/01/2023 12:00:00 AM,"(29.9771241994762, -90.0578615108104)",3668363.24,530585.3
2823 Constance St Apt B,2823 Constance St Apt B,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 1:00:00 AM,"(29.950500721834, -90.1329010717728)",3677065.05,520447.84
1820 Constantinople St,1820 Contsantinople St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0946255291455, -89.7670573024888)",3672182.53,521920.62
2120 Peniston St,2120 Peniston St,Short Term Rental Residentila Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3672372.56,523013.23
2200 Oretha Castle Haley Blvd Apt 6,2200 Oretha Castle Haley Blvd Apt 6,Short Term Rental Comdmercial Owner,1.0,2.0,10/30/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3676791.32,524633.97
843 Crondelet St,843 Caondelet St,Short Term Rental Commercial Owner,5.0,10.0,08/28/2023 11:59:59 PM,"(29.9689344264277, -90.0552316902256)",3679879.83,478514.9357528389
25484 Chef Menteur Hwy,25484 Chef Menteur Hwy,Sohrt Term Rental Commercial Owner,3.0,6.0,10/31/2023 11:59:59 PM,"(29.9790585780278, -90.0963903685695)",3780416.94,599555.5
711 S Peters St Pent 402,711 S Peters St Pent 402,Short Term Rental Commercial Owner,2.0,14.301758507872355,11/01/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3682190.01,376202.1805150202
2726 Jefferson Ave,2726 Jefferson Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3668139.54,525510.53
j754 City Park Ave,754 City Park Ave,Short Term Rental Residential Owner,2.0,-4.792439464777261,03/01/2023 12:00:00 AM,"(30.0076810893974, -90.1142226970163)",3670889.9,683982.2491946197
2509 Peniston St Apt 102,2509 Peniston St Apt 102,Short Term Rental Residential Owner,2.0,4.0,04/27/2023 11:5j9:59 PM,"(29.9580154964913, -90.0871467011987)",3672183.67,524335.32
4020 N Johnson St,4020 N Johnson St,Short Term Rental Residential Owner,2.0,17.544731145586248,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3692802.01,538606.8
11231 S Idlewood Ct,11231 S Idlewood Ct,Short Term Rental Resiential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3716550.73,559659.03
325 Harrison Ave,325 Harrison Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3667470.57,576067.2515299314
2232 St Ann St,2232 St Ann St,Short Term Rental Residential Owner,3.0,6.0,07/01/2023 11:95:59 PM,"(29.9350735188892, -90.1066357165367)",3678319.5,656984.3353636237
HAMPTON INN & SUITES-NEW ORLEANS DOWNTOWN,226 CARONDELT ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327267848643, -90.0726684417138)",3680577.63528,530289.810113
2537 S Carrollton Ave,253k7 S Carrollton Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9410719890831, -90.1038509996286)",3665446.96,531944.3
900 Bartholomew St Unit 519,900 Bartholomew St Unit 519,Short Term Rental Commercial Owner,2.0,4.0,04/24/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3691490.94,534607.49
1310 Annette St,1310 Annette St,Shotr Term Rental Residential Owner,2.0,4.0,04/22/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3683081.72,536630.21
5519 Baccich St,5519 Baccich St,Short Term Rental Residential Owner,5.0,10.0,03/01/023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",3687718.69,553521.97
4230 Erato St,4230 Erato Szt,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3670907.52,531434.71
1706 Poland Ave,1706 Poland Ave,Short Term Rental Commercial Owner,1.0,2.0,10/31/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3693558.88,537327.65
2642 Touro St,2642 Touro St,Short Term Rental Residential Owner,2.0,4.0,04/27/2023 11:5:959 PM,"(29.9388496615006, -90.0807093580153)",3683721.76,542196.15
337 Morgan St Apt C,337 Morgan St Apt C,Short Term Rental Commercial Owner,1.0,2.0,04/27/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3686329.88,531212.05
835 St eFrdinand St,835 St Ferdinand St,Shot Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3687524.67,535446.3
635 St Roch Ave,635 St Rockh Ave,Short Term Rental Residential wner,2.0,4.0,04/252023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3686641.2,534960.51
2639 N Galvez St,2639 N Galvez St,Short Term Rental Residentail Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3688262.43,540222.76
4813 Tchoupitoulas St,4813 Tchoupitoulas St,Short Term Rental Commercial Owner,1.0,2.0,11/03/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3669601.34,517375.23
2828 Audubon St,2828 Audubon St,Short Term Rental Residential Owner,3.0,6.0,03/012023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3667632.12,531322.59
1814 Washington Ave,1814 Washington Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9314269620729, -90.0734543476571)",3675404.39,523235.47
2221 Cadiz St,2221 Cadiz St,Short Term Rental Residential Owner,2.0,4.0,03/01y/2023 12:00:00 AM,"(29.9327171725867, -90.072623855756)",3669958.57,634894.682920264
4326 Toulouse St,4326 Toulouse St,Short Term Rental Commercial Owner,3.0,6.0,10/30/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3671170.37,540475.59
3800 Saratoga St,3800 S Saratoga St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3672372.29,522795.62
1128 Elysian Fields Ave,1128 Elysian Fields Ave,Short Term Rental Commercial Owner,6.7420265077334,4.0,10/24/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3684885.4,536529.66
5826 S Roberftson St,5826 S Robertson St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3666710.29,524587.48
305 S Pierce St,305 S Piecre St,Short Term Rental Residential Owner,3.0,17.29003144300613,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3670912.34,537382.58
4422 S Miro St,4422 S Miro St,Shotr Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.920072176059, -89.9966939616468)",3669872.43,527745.15
3019 N TontiS t,3019 N Tonti St,Short Term Rental Residential Owner,2.0,-5.476888047276844,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",2102382.778146476,540641.86
1306 Magazine St,1306 Magazine St,Short Term Rental Commercial Owner,5.0,10.0,11/01/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3680562.64,573235.2440629733
3041 Royal tS,3041 Royal St,Short Term Rentfal Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9222617299819, -90.0897460818907)",3688377.95,690860.23424989
