Agency Number,Agency Name,Class Field,Class Description,Statutory Reference,Calendar Year,Month,Total Amount
29200,DEPT. OF ENVIRONMENTAL QUALITY,220,Hazardous Waste Fund,"TITLE 27A, SEC. 2-7-304",2013,1,$30207.11
29200,DEPT. OF ENVIRONMENTAL QUALITY,225,Certification Fund,"TITLE 59, SEC. 1113",2013,1,$621602.02
29200,DEPT. OF ENVIRONMENTAL QUALITY,400,Federal Funds,"TITLE 62, SECTION 41.8",2013,1,$3124444.67
29200,DEPT. OF ENVIRONMENTAL QUALITY,490,American Recov. & Reinv. Act, ,2013,1,$446832.18
29600,ETHICS COMMISSION,200,"Ok Coun Campaign, Eth Rev Fund","REPEALED BY LAWS 1995, HB 1608, C. 343, § 43, EMERG. EFF. JULY 1, 1995",2013,1,$45197.32
29600,ETHICS COMMISSION,205,Donations Fund,"TITLE 60, SECTION 385",2013,1,$0.00
29800,MERIT PROTECTION COMMISSION,200,Ok Merit Pro Comm Rev Fund,"TITLE 74, SEC. 840-1.21",2013,1,$2128.67
30000,STATE AUDITOR AND INSPECTOR,200,St Auditor & Inspect Rev Fund,"TITLE 74, SEC. 227.9",2013,1,$806590.65
30000,STATE AUDITOR AND INSPECTOR,215,Ok St Pension Comm Rev Fund,"TITLE 74, SEC. 943",2013,1,$0.00
30000,STATE AUDITOR AND INSPECTOR,225,Rural Econ Action Plan Rev Fd,"TITLE 62, SEC. 2001",2013,1,$0.00
30000,STATE AUDITOR AND INSPECTOR,490,American Recov. & Reinv. Act, ,2013,1,$0.00
30500,GOVERNOR,225,Grants & Donations Fund,"TITLE 60, SEC. 383",2013,1,$0.00
30500,GOVERNOR,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2013,1,$112229.06
30600,PARDON AND PAROLE BOARD,443,Interagency Reimbursement Fund,"TITLE 74, SECTION 581",2013,1,$0.00
30700,INTERSTATE OIL COMPACT COMM.,230,Interst Oil Comp Fund Of Ok,"TITLE 52, SEC. 207",2013,1,$1447580.50
30700,INTERSTATE OIL COMPACT COMM.,426,Oil Setlmt Fund-Stripper Well,"TITLE 62, SEC 7.5",2013,1,$0.00
30800,STATE BUREAU OF INVESTIGATION,200,OSBI Revolving Fund,"TITLE 74, SEC. 150.19 A",2013,1,$5616646.86
30800,STATE BUREAU OF INVESTIGATION,210,Automated Fngrprt Id Sys. Fd.,"TITLE 74, SEC. 150.25",2013,1,$1934550.73
30800,STATE BUREAU OF INVESTIGATION,215,Firearms Laboratory Improvemnt,"TITLE 74, SECTION 150.32",2013,1,$0.00
30800,STATE BUREAU OF INVESTIGATION,220,Forensic Science Impr Rev Fund,"TITLE 74, SECTION 150.35",2013,1,$330372.24
30800,STATE BUREAU OF INVESTIGATION,230,Ok Crim Justice Res Rev Fund, ,2013,1,$0.00
30800,STATE BUREAU OF INVESTIGATION,400,Federal Grant Funds,"TITLE 62, SEC. 34.48",2013,1,$0.00
30800,STATE BUREAU OF INVESTIGATION,490,American Recov. & Reinv. Act, ,2013,1,$0.00
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,200,Disaster Relief Matching Fund,"TITLE 63, SEC. 683.24",2013,1,$1087807.01
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,320,Individual & Family Grants,"TITLE 62, SECTION 34.9",2013,1,$0.00
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,400,Spec Fed Matching Fund,"TITLE 63, SEC. 683.17",2013,1,$468217.74
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,410,US DOT  Matching Funds - Cem,"TITLE 27A, SEC 4-2-102  AND TITLE 62, CH 1, SEC 34.9 AND 34.48",2013,1,$1141.55
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,424,St Emerg Fund: Disaster Match,"TITLE 62, SEC. 139.47",2013,1,$9175633.58
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,425,Odd Federal Year: CCA Oper,"TITLE 63, SEC. 683.17",2013,1,$331799.03
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,440,Even Federal Year: Oper,"TITLE 63, SEC. 683.17",2013,1,$972.14
30900,DEPARTMENT OF EMERGENCY MANAGEMENT,470,Fed Disaster Assist Fed Funds,"TITLE 63, SEC. 683.17",2013,1,$313505.50
31000,STATE FIRE MARSHAL,200,State Fire Marshal Revolvg Fnd,"TITLE 74, SEC. 324.20B",2013,1,$887072.17
31000,STATE FIRE MARSHAL,210,Firefighter Training Rev Fund,"TITLE 74, SEC. 325.4",2013,1,$152591.45
31000,STATE FIRE MARSHAL,400,Homeland Security Federal Fund, ,2013,1,$-49.15
31500,FIREFIGHTERS PENS. & RET. SYST.,200,Firefighters Pens & Ret Fund,"TITLE 11, SEC. 49-122.1",2013,1,$1034557.66
32000,DEPARTMENT OF WILDLIFE CONSERVATION,200,Wildlife Conservation Fund,"TITLE 29, SEC. 3-302",2013,1,$971154.99
32000,DEPARTMENT OF WILDLIFE CONSERVATION,205,Wildlife Diversity Fund,"TITLE 29, SEC. 3-310",2013,1,$849016.46
32000,DEPARTMENT OF WILDLIFE CONSERVATION,210,Wildlife Land Acquisition Fund,"TITLE 29, SEC. 4-132",2013,1,$3180307.72
32000,DEPARTMENT OF WILDLIFE CONSERVATION,215,Wildlife Heritage Fund,"TITLE 29, SEC. 4-134",2013,1,$2475907.39
32000,DEPARTMENT OF WILDLIFE CONSERVATION,220,Wildlife Land Fund,TITLE 29 SEC 4-141,2013,1,$6046645.85
32600,OFFICE OF DISABILITY CONCERNS,200,Office Of Disability Concerns,"TITLE 74, SEC. 9.33",2013,1,$0.00
32600,OFFICE OF DISABILITY CONCERNS,400,Client Assistance Fed Funds,"TITLE 62, SEC. 34.9 & 34.48",2013,1,$1939.78
34000,STATE DEPARTMENT OF HEALTH,200,Primary Hlth Care Dvlpment Rev,"TITLE 63, SECTION 1-723",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,202,Kidney Health Revolving Fund,"TITLE 63, SEC. 1-2603",2013,1,$625107.75
34000,STATE DEPARTMENT OF HEALTH,203,Genetic Counseling Licen. Rev,"TITLE 63, SECTION 1-570",2013,1,$10428.50
34000,STATE DEPARTMENT OF HEALTH,204,Tobacco Prevntn & Cessatn Fnd,"TITLE 63, SECTION 1-105D; TITLE 68, SECTION 402-3.B.10 AND C.8",2013,1,$705983.74
34000,STATE DEPARTMENT OF HEALTH,205,Plumbing License Law Rev Fund,"TITLE 59, SEC. 1018",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,207,Alternatives to Abortion Servi,"TITLE 63, SECTION 1-740.12",2013,1,$46951.94
34000,STATE DEPARTMENT OF HEALTH,210,Public Health Special Fund,"TITLE 63, SEC. 1-107",2013,1,$11542221.37
34000,STATE DEPARTMENT OF HEALTH,211,Nursing Facil Adm Penalty,"TITLE 63, SECTION 1-1908.1B",2013,1,$212193.08
34000,STATE DEPARTMENT OF HEALTH,212,Home Health Care Revolving Fd,"TITLE 63, SEC. 1-1971",2013,1,$452130.53
34000,STATE DEPARTMENT OF HEALTH,215,Okla Inspectors Revolving Fund,"TITLE 59, SEC. 1042",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,217,Home Inspec Lic Act Revol Fund,"TITLE 59, SECTION 858-626",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,218,Fire Extinguisher Ind Rev Fund,"TITLE 59, SEC 1820.17",2013,1,$123638.35
34000,STATE DEPARTMENT OF HEALTH,222,Oklahoma Organ Donor Education,"TITLE 63, SECTION 2220.3",2013,1,$420515.88
34000,STATE DEPARTMENT OF HEALTH,225,Breast Cancer Act Revolving Fd,"TITLE 63, SECTION 1-557",2013,1,$156343.16
34000,STATE DEPARTMENT OF HEALTH,228,OK Leukemia and Lymphoma,"TITLE 68, SECTION 2368.15",2013,1,$54634.23
34000,STATE DEPARTMENT OF HEALTH,229,MS Society Revolving Fund,"TITLE 68, SEC 2368.21",2013,1,$13102.00
34000,STATE DEPARTMENT OF HEALTH,230,Lic Marital & Fam Therpst Fnd,"TITLE 59, SECTION 1925.17",2013,1,$186262.84
34000,STATE DEPARTMENT OF HEALTH,233,"OK Prev Birth Def, Pre Birth &","TITLE 47, SECTION 1104.14",2013,1,$1320.00
34000,STATE DEPARTMENT OF HEALTH,236,Trauma Care Assistance Revolv,"TITLE 63, SECTION 1-2530.9",2013,1,$17242773.77
34000,STATE DEPARTMENT OF HEALTH,242,Pancreatic Can Res Lic Plt Rev,"TITLE 47, SEC 1104.19",2013,1,$3220.00
34000,STATE DEPARTMENT OF HEALTH,245,Electrical Revolving Fund,"TITLE 59, SEC. 1694",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,250,Regional Guidance Centers,"TITLE 63, SEC. 1-208.1 (B)",2013,1,$7947.02
34000,STATE DEPARTMENT OF HEALTH,255,Lic. Prof. Counselors Rev. Fd.,"TITLE 59, SEC. 1918",2013,1,$480498.29
34000,STATE DEPARTMENT OF HEALTH,257,Lic Behavrl Practnr Revl Fund,"TITLE 59, SECTION 1946",2013,1,$67783.73
34000,STATE DEPARTMENT OF HEALTH,264,Health Dept Media Campaign Fnd,TITLE 63 SECTION 1-107.3,2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,265,Child Abuse Prevention Fund,"TITLE 63, SEC. 1-227.8",2013,1,$68004.94
34000,STATE DEPARTMENT OF HEALTH,266,Children First Fund, ,2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,267,EMP Death Benefit Revolv Fund,"TITLE 63, SEC 1-2505.2",2013,1,$106265.00
34000,STATE DEPARTMENT OF HEALTH,268,Okla Emerg Resp Syst Stab & Im,"TITLE 63, SEC 1-2512.1",2013,1,$3119982.92
34000,STATE DEPARTMENT OF HEALTH,270,Okla Barber Licensing Rev Fund,"TITLE 59, SEC. 61.3",2013,1,$41607.63
34000,STATE DEPARTMENT OF HEALTH,275,Okla Mech Licensing Rev Fund,"TITLE 59, SEC. 1850.13",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,280,Alarm Industry Revolving Fund,"TITLE 59, SEC. 1800.14",2013,1,$6.60
34000,STATE DEPARTMENT OF HEALTH,284,Dental Loan Repayment Revolvin,"TITLE 63, SEC 1-2714",2013,1,$106890.35
34000,STATE DEPARTMENT OF HEALTH,285,OK Ins Disaster & Emer Med Rev,"TITLE 63, SEC. 1-2523",2013,1,$224163.17
34000,STATE DEPARTMENT OF HEALTH,290,Ok Safe Kids Asso Rev Fund,"TITLE 47, SEC 1135.5.B.13",2013,1,$860.00
34000,STATE DEPARTMENT OF HEALTH,295,Ok State Ath Comm Revolving Fd,"TITLE 3A, SECTION 616",2013,1,$209979.97
34000,STATE DEPARTMENT OF HEALTH,300,Tobacco Settlement Fund,"TITLE 62, SECTION 50",2013,1,$0.00
34000,STATE DEPARTMENT OF HEALTH,340,CMIA Programs Disbursing Fund,"TITLE 62, SECTIONS 34.9 AND 34.48",2013,1,$-111913.03
34000,STATE DEPARTMENT OF HEALTH,400,Federal Funds,"TITLE 63, SEC. 1-108",2013,1,$8998444.76
34000,STATE DEPARTMENT OF HEALTH,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.9 & 34.48",2013,1,$279755.15
34000,STATE DEPARTMENT OF HEALTH,577,Jobs & Growth Tax Relief Fund,"TITLE 62, SECTION 34.48 & 34.9",2013,1,$0.00
34200,OFFICE OF THE CHIEF MEDICAL EXAMINER,200,Medical Examiner Special Fund,"TITLE 63, SEC. 954",2013,1,$1337211.47
34200,OFFICE OF THE CHIEF MEDICAL EXAMINER,215,Toxicology Laboratory Fund,SB 1589 2004 LEGISLATURE,2013,1,$21757.82
34200,OFFICE OF THE CHIEF MEDICAL EXAMINER,400,Federal Funds,"TITLE 62, SEC. 34.48",2013,1,$25247.47
34300,ST. BD. OF EXAMINERS OF PERFUSIONISTS,200,Perfusionists Licensure Fund,"TITLE 59, SECTION 2058",2013,1,$78298.96
34500,DEPARTMENT OF TRANSPORTATION,210,Railroad Mainten Rev Fund,"TITLE 66, SEC. 309",2013,1,$4134908.70
34500,DEPARTMENT OF TRANSPORTATION,211,Okla Tourism And Passenger Rai,"TITLES 66, SECTION 325",2013,1,$9752255.39
34500,DEPARTMENT OF TRANSPORTATION,220,Highway Construction Materials,"TITLE 69, SECTION 1963",2013,1,$282989.56
34500,DEPARTMENT OF TRANSPORTATION,225,Public Transit Revolving Fund,"TITLE 69, SEC. 4031 (1990)",2013,1,$3487483.07
34500,DEPARTMENT OF TRANSPORTATION,230,County Road Mach & Equip Fund,"TITLE 69, SEC. 636.1",2013,1,$8225936.15
34500,DEPARTMENT OF TRANSPORTATION,235,County Road Improvement Fund,"TITLE 69, SEC. 690",2013,1,$3951996.57
34500,DEPARTMENT OF TRANSPORTATION,250,Cty Bridge And Road Imprv Fund,"REPEALED BY LAWS 2010, SB 2173, C. 256, § 13, EMERG. EFF. JULY 1, 2010.",2013,1,$4377367.90
34500,DEPARTMENT OF TRANSPORTATION,265,Weigh Station Imprv Rev Fnd,"SB 141, SECTION 3E",2013,1,$28671825.95
34500,DEPARTMENT OF TRANSPORTATION,270,Income Tax Checkoff Revolv Fnd,"TITLE 68, SECTION 2368.6",2013,1,$22266.00
34500,DEPARTMENT OF TRANSPORTATION,275,Rebldg Ok Access & Drvr Safety,"HB 1078, SECTION 1A",2013,1,$46177886.61
34500,DEPARTMENT OF TRANSPORTATION,280,High Priority State Bridge Rev,TITLE 69 SECTION 506,2013,1,$5296467.77
34500,DEPARTMENT OF TRANSPORTATION,285,CO Improve for Roads & Bridges,TITLE 69 SECTION 507,2013,1,$238017742.10
34500,DEPARTMENT OF TRANSPORTATION,290,State Transportation Fund,TITLE 69 SECTION 1501.1,2013,1,$0.00
34500,DEPARTMENT OF TRANSPORTATION,310,Const & Maintenance Fund,"TITLE 69, SEC. 1501",2013,1,$56161164.39
34500,DEPARTMENT OF TRANSPORTATION,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC 34.48, 34.9",2013,1,$65112680.04
34500,DEPARTMENT OF TRANSPORTATION,400,County Bridge Revolving Fund,"TITLE 69, SEC. 664",2013,1,$2010640.38
34500,DEPARTMENT OF TRANSPORTATION,490,American Recov. & Reinv. Act, ,2013,1,$0.00
34600,OKLA. SPACE INDUSTRY DEV. AUTH.,200,Ok Space Industry Devl Auth Fd,"TITLE 74, SECTION 5208.1",2013,1,$819477.44
34600,OKLA. SPACE INDUSTRY DEV. AUTH.,210,OK Spaceport Mgmt,"TITLE 74, SECTION 5208.2",2013,1,$1437900.80
34600,OKLA. SPACE INDUSTRY DEV. AUTH.,215,Aerospace Industrial Park Fund, ,2013,1,$137995.07
34600,OKLA. SPACE INDUSTRY DEV. AUTH.,400,Federal Fund - NASA,"TITLE 62, SEC 34.48, 34.9",2013,1,$272733.79
35000,HISTORICAL SOCIETY,200,Revolving Fund,"TITLE 53, SEC. 1.10",2013,1,$70119.24
35000,HISTORICAL SOCIETY,210,Cherokee Strip Museum Wing Rev,"TITLE 62, SECTION 7.5",2013,1,$24.83
35000,HISTORICAL SOCIETY,220,Capitol Improvement Revolv Fnd,"TITLE 53, SECTION 1.10A",2013,1,$8128.01
35000,HISTORICAL SOCIETY,225,OK Hist Soc Cap Imprv&Op Revl, ,2013,1,$678807.88
35000,HISTORICAL SOCIETY,240,1921 Tulsa Race Riot Cm Rev Fd,"HB 2468, SECTION 4",2013,1,$0.00
35000,HISTORICAL SOCIETY,250,Commissioning of Art in Public,"TITLE 74, CH 110A, SEC 9030.6",2013,1,$531087.79
35000,HISTORICAL SOCIETY,260,Art in Public Places Administr,"TITLE 74, CH 110A, SEC 9030.7",2013,1,$60107.83
35000,HISTORICAL SOCIETY,400,Fed Gr 69-1-Restor Histor Site,"TITLE 62, SEC. 34.48",2013,1,$121801.37
35300,OKLA. HORSE RACING COMM.,200,Equine Drug Testing Rev. Fund,"TITLE 3A, SECTION 204.1 B",2013,1,$3203.99
35300,OKLA. HORSE RACING COMM.,205,Breeding Development Administr,"TITLE 3A, CHAPTER 2, SECTION 208.3",2013,1,$16516.40
35300,OKLA. HORSE RACING COMM.,210,Law Enforcement Revolving Fnd,"TITLE 62, SEC 34.9",2013,1,$116142.78
35300,OKLA. HORSE RACING COMM.,215,Gaming Regulation Revolving Fd,"TITLE 3A, CH 2, SEC 282",2013,1,$880439.80
35300,OKLA. HORSE RACING COMM.,220,Oklahoma Quarter Horse Revolvi,TITLE 47 SECTION 1104.12,2013,1,$12920.00
35500,OKLA. HUMAN RIGHTS COMM.,440,Federal Funds,"TITLE 62, SEC 34.48, 34.9",2013,1,$0.00
35900,ENERGY RESOURCES BOARD,200,Energy Resources Revolving Fun,"TITLE 52, SEC. 288.7.A",2013,1,$12616644.34
36000,OKLA. INDIAN AFFAIRS COMMISSION,200,Ok. Indian Affairs Commission,"TITLE 74, SEC. 1205",2013,1,$0.00
36900,WORKERS COMP COURT OF EXISTING CLAIMS,200,Adm Of Worker's Comp Rev Fund,"TITLE 85, SEC. 407",2013,1,$654420.15
37000,OK. INDUSTRIAL FINANCE AUTH.,200,Indust Development Loan Fund,"TITLE 74, SEC. 860 A",2013,1,$5144922.67
37000,OK. INDUSTRIAL FINANCE AUTH.,805,Indust Fin Auth Bond Redem Fnd,"TITLE 74, SECTION 860 E",2013,1,$11793.05
37000,OK. INDUSTRIAL FINANCE AUTH.,810,Indus Finance Auth  Inter Fund,"TITLE 74, SEC. 860 D",2013,1,$0.00
38500,OKLAHOMA INSURANCE DEPARTMENT,200,Ins Commissioner Rev Fund,"TITLE 36, SEC. 1435.23",2013,1,$8761117.65
38500,OKLAHOMA INSURANCE DEPARTMENT,205,Private Grant Fund, ,2013,1,$0.00
38500,OKLAHOMA INSURANCE DEPARTMENT,215,GKFF Grant Fund, ,2013,1,$0.00
38500,OKLAHOMA INSURANCE DEPARTMENT,220,Bail Bondsmen Revolving Fund,"TITLE 59, SEC. 1337",2013,1,$0.00
38500,OKLAHOMA INSURANCE DEPARTMENT,225,Real Estate Appraisers Bd,"TITLE 59, SEC 858-730 (1991)",2013,1,$464252.93
38500,OKLAHOMA INSURANCE DEPARTMENT,230,Insurance Dept Anti - Fraud,"TITLE 36, CH. 1, ART. 3, SEC. 307.5",2013,1,$2552205.86
38500,OKLAHOMA INSURANCE DEPARTMENT,235,Captive Ins. Regul & Supervisi,"TITLE 36, SECTION 6470.24",2013,1,$0.00
38500,OKLAHOMA INSURANCE DEPARTMENT,410,Federal Grant Fund,"TITLE 62, SEC 34.48 & 34.9",2013,1,$3456.17
39000,COMPSOURCE OKLAHOMA,200,State Insurance Fund,"TITLE 85, SECTION 375",2013,1,$515698.94
40000,OFFICE OF JUVENILE AFFAIRS,200,OJA Revolving Fund,"TITLE 62, SECTION 34.9",2013,1,$1594888.94
40000,OFFICE OF JUVENILE AFFAIRS,202,Health Insur Portability,"HB 2487, SECTION 9",2013,1,$0.00
40000,OFFICE OF JUVENILE AFFAIRS,205,Parental Responsibility Fund,"TITLE 62, SEC. 34.9",2013,1,$404413.53
40000,OFFICE OF JUVENILE AFFAIRS,210,Santa Claus Commission Rev Fd,"TITLE 62, SECTION 155; TITLE 10, SECTION 361",2013,1,$84443.00
40000,OFFICE OF JUVENILE AFFAIRS,400,Delinquency Prevention Fund,"TITLE 62, SECTION 34.48 & 34.9",2013,1,$840924.55
40000,OFFICE OF JUVENILE AFFAIRS,405,Fed Grant Fund-Pass Through,"TITLE 62, SEC. 34.48 & 34.9",2013,1,$103142.62
40000,OFFICE OF JUVENILE AFFAIRS,410,Fed Grant Fund - Reimbursement,"TITLE 62, SEC. 34.48 & 34.9",2013,1,$5853387.20
40000,OFFICE OF JUVENILE AFFAIRS,415,Juv Acct Inct Blk Grant Fund,"TITLE 62, SEC. 34.48 & 34.9",2013,1,$1029885.50
40500,DEPARTMENT OF LABOR,200,Dept. Of Labor Revolving Fund,"TITLE 40, SECTION 141.19",2013,1,$953304.51
40500,DEPARTMENT OF LABOR,205,Worker's Comp Enforcemt Fund,"TITLE 85, SEC. 63.1 C",2013,1,$0.00
40500,DEPARTMENT OF LABOR,210,Safety Standards Revolving Fun, ,2013,1,$0.00
40500,DEPARTMENT OF LABOR,215,Safety Consult & Reg Fund,"REPEALED BY SB 878, 2011",2013,1,$516064.53
40500,DEPARTMENT OF LABOR,216,Elevator Safety Revolving Fund,"TITLE 59, CH 56A, SEC 3025",2013,1,$0.00
40500,DEPARTMENT OF LABOR,410,Federal Fund,"TITLE 62, SEC. 34.48",2013,1,$598577.93
41000,COMM. OF THE LAND OFFICE,200,Revolving Fund,"TITLE 64, SEC. 1011",2013,1,$9257228.43
41000,COMM. OF THE LAND OFFICE,400,Grants,"TITLE 62, SEC. 34.48,34.9",2013,1,$0.00
41500,COUNCIL ON LAW ENFC. ED. & TRNG.,205,Firearms Instructor Rev. Fund,"21 O.S., SEC. 1290.14F",2013,1,$35192.79
41500,COUNCIL ON LAW ENFC. ED. & TRNG.,210,Peace Officer Revolving Fund,"TITLE 70, SEC. 3311.7",2013,1,$28348.48
41500,COUNCIL ON LAW ENFC. ED. & TRNG.,215,Cleet Training Center Rev Fund,"TITLE 70, SECTION 3311.6",2013,1,$221540.10
41500,COUNCIL ON LAW ENFC. ED. & TRNG.,220,CLEET Private Security Revl Fd,"TITLE 70, SEC. 3311.13",2013,1,$51022.47
41500,COUNCIL ON LAW ENFC. ED. & TRNG.,499,Surplus Property Fund, ,2013,1,$1327.50
41600,OK. LAW ENFORCE. RET. SYSTEM,200,Ok Law Enf Ret Rev Fund,"TITLE 47, SEC. 2-301 AND TITLE 62, SEC. 7.5",2013,1,$13221.18
42000,LANGSTON UNIVERSITY,290,Educ & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2013,1,$306892.60
42000,LANGSTON UNIVERSITY,295,Capitol Improvements Rev Fund, ,2013,1,$16032.71
42000,LANGSTON UNIVERSITY,340,Bond Transfer Fund,"TITLE 62, SEC. 7.5",2013,1,$0.00
42000,LANGSTON UNIVERSITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2013,1,$2676559.81
42000,LANGSTON UNIVERSITY,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",2013,1,$0.00
42000,LANGSTON UNIVERSITY,475,Rev Bond Fd/Cap Improvements,"TITLE 70, SEC. 4001",2013,1,$0.00
42000,LANGSTON UNIVERSITY,479,Capital Bond Projects, ,2013,1,$0.00
42000,LANGSTON UNIVERSITY,480,ODFA Rev Bonds Series 1999 A,"SENATE CONCURRENT RESOLUTION NO. 12, 1997",2013,1,$0.00
42000,LANGSTON UNIVERSITY,486,Stadium Revenue Bond Fund,"TITLE 70, SECTION 4002.1",2013,1,$0.00
42000,LANGSTON UNIVERSITY,490,American Recov. & Reinv. Act, ,2013,1,$0.00
42000,LANGSTON UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$438793.89
42000,LANGSTON UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$989795.43
42100,OKLAHOMA STATE SENATE,200,State Senate Revolving Fund,"TITLE 62, SECTION 159.1",2013,1,$1970860.96
42200,OK. HOUSE OF REPRESENTATIVES,200,House Of Rep Revolving Fund,"TITLE 62, SECTION 159.2",2013,1,$953696.74
42300,LEGISLATIVE SERVICE BUREAU,200,Revolving Fund,"TITLE 62, SEC. 34.9, 34.49",2013,1,$662611.50
42300,LEGISLATIVE SERVICE BUREAU,205,Criminal Code Revolving Fund,"TITLE 62, SECTION 34.9",2013,1,$0.00
42300,LEGISLATIVE SERVICE BUREAU,210,Ok Crim Justice Res Ctr Rev Fd,"TITLE 22, SEC. 1517",2013,1,$0.00
42300,LEGISLATIVE SERVICE BUREAU,405,OCJRC - VAWA Fed Fund,"TITLE 22, SEC. 1517",2013,1,$0.00
42300,LEGISLATIVE SERVICE BUREAU,406,OCJRC - SAC Fed Fund, ,2013,1,$0.00
42300,LEGISLATIVE SERVICE BUREAU,443,Interagency Reimbursement Fund,"TITLE 74, SECTION 581",2013,1,$0.00
43000,DEPARTMENT OF LIBRARIES,200,Revolving Fund,"TITLE 65, SEC. 3-107",2013,1,$1080563.12
43000,DEPARTMENT OF LIBRARIES,400,Federal Library Funds,"TITLE 65, SEC. 3-101 & 3-107",2013,1,$95710.55
43000,DEPARTMENT OF LIBRARIES,405,Federal Pass Through Funds,"TITLE 65, SEC. 3-101 & 3-107",2013,1,$20982.61
43000,DEPARTMENT OF LIBRARIES,410,Fed Grt Funds Special Projects,"TITLE 65, SEC. 3-101 & 3-107",2013,1,$6039.60
43000,DEPARTMENT OF LIBRARIES,415,Fed Grt Librarians 21st Centur,"TITLE 65, SEC. 3-101 & 3-107",2013,1,$3186.74
43000,DEPARTMENT OF LIBRARIES,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.48,34.9",2013,1,$0.00
43500,OKLAHOMA LOTTERY COMMISSION,200,Ok Education Lottery Rev Fund,"TITLE 3A, CH 7, SEC 713",2013,1,$4958277.72
43500,OKLAHOMA LOTTERY COMMISSION,205,Fidelity Revolving Fund,"TITLE 3A, CH 7, SEC 719",2013,1,$224963.88
44400,"LP GAS RESEARCH, MARKETING, & SAFETY",205,Lp Gas Res Mrkt & Sfty Rev Fnd,"TITLE 52, CH 8, SEC 420.26",2013,1,$540184.34
44400,"LP GAS RESEARCH, MARKETING, & SAFETY",215,Lp Gas Res Mrkt & Sfty Reimbur,"O.S. 52, SEC 420.29",2013,1,$550167.06
44500,LIQUEFIED PETROLEUM GAS BD,200,Liquified Petroleum Gas Fund,"TITLE 52, CH 8, SEC 420.11",2013,1,$729315.92
44600,SOER - SUSTAINING OKLA. ENERGY RESOURCES,200,Revolving Fund,"TITLE 52, SEC 705",2013,1,$757315.35
44800,BD OF LIC ALCOHOL & DRUG COUNS,200,Revolving Fund,"TITLE 59, CH 43B, SEC 1883",2013,1,$49433.79
45000,BD. OF MED. LICENSURE & SUPV.,200,Revolving Fund,"TITLE 62, SEC. 155; TITLE 59, SEC. 495C",2013,1,$3512921.88
45000,BD. OF MED. LICENSURE & SUPV.,210,Allied Prof. Peer Assist. Fund,"TITLE 59, SEC. 518.1F",2013,1,$233295.26
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,200,Dept Of Mental Health Rev Fund,"TITLE 43A, SEC. 2-303",2013,1,$9656157.94
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,202,Health Insur Portability,"HB 2487, SECTION 8 & 15; TITLE 62, SEC 34.56 & 34.9",2013,1,$0.00
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,220,Drug Abuse Ed & Treatment Fund,"TITLE 63, SECTION 2-503.2",2013,1,$312246.24
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,230,Capital Outlay Fund,"TITLE 43A, SEC. 2-107",2013,1,$69884.10
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,240,Group Housing Loan Rev. Fund,"TITLE 62, SEC 34.9",2013,1,$0.00
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,245,Comm-Based Substance Abuse Rev,"TITLE 43A, SEC. 2-311",2013,1,$1166281.89
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,250,Prevention of Youth Access to,"TITLE 37, SECTION 608",2013,1,$47254.47
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,260,MAC Disallowance Fund,"TITLE 62, SEC 34.9",2013,1,$29796.36
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,300,Tobacco Settlement Fund,"TITLE 62, SECTION 50",2013,1,$0.00
45200,MENTAL HEALTH AND SUBSTANCE ABUSE SERV.,340,CMIA Programs Disbursing Fund,"TITLE 62, SECTIONS 34.48 AND 34.9",2013,1,$298700.49
