OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_AREA_STRM_NM,REACH_ID,NHD_RCH_CD,ASMNT_APRCH,REACH_LGTH_KM,REACH_LGTH_MI,REACH_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,ENTRENCHMENT_RATIO,SBTRT_MATRL,STREAM_TYPE,WIDTH_DEPTH_RATIO,SINUOSITY,GRADIENT,LIVESTOCK_SEASON,COMMENTS,FLOW,FLOODPLAIN_INUNDATED,RATIONALE,STABLE_BEAVER_DAM,RATIONALE_2,SINUOSITY_WIDTH_DEPTH_GRADE_BAL,RATIONALE_3,RPRN_AREA_EXPND,RATIONALE_4,WTRSHD_NOT_CONTRIBUTE_IMPAIR,RATIONALE_5,STABLE_RPRN_VEG,RATIONALE_6,RCRT_STABLE_RPRN_VEG,RATIONALE_7,SPCS_INDCT_RPRN,RATIONALE_8,ROOTS_WTHSTND_HI_FLOW,RATIONALE_9,VEG_HIGH_VIGOR,RATIONALE_10,VEG_PRTCT_BANKS,RATIONALE_11,WOODY_MAT_SOURCE,RATIONALE_12,CHAR_ADEQUATE_DSPTE_ENERGY,RATIONALE_13,POINT_BARS_REVEG,RATIONALE_14,BANK_LTRLY_STABLE,RATIONALE_15,STRM_NOT_INCISING,RATIONALE_16,STRM_BLNCD,RATIONALE_17,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,AGMNT_FLOWS,CHANNELIZATION,FLOW_REG,MINING,OIL_FIELD_DSCHRGE,ROAD,UPSTRM_CHNL_CND,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL,Shape__Length
1987,{5D5DC696-702E-4AB9-A1CB-91E65334F3B9},309,2008/07/24 00:00:00+00,CO,CON05000,TIMBER_GULCH_REACH 2,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,NO,,NA,,YES,,YES,,YES,Flow intermittent as a result of constructed ponds,YES,,YES,,YES,,YES,,YES,,YES,,NA,"
Comments:  Good stable riparian veg communities in the colluvial deposits created by the 4 dams on this reach.
Baltic and bull rushes, Nebraska sedge, and 2 unknown species of sedge, cattail willow and some cottonwood at the dam.
Below dams and in chann",YES,,YES,,YES,,YES,,YES,"
Comments:  System vertically stable except at dam #4 where substantial blow-out has occurred.
Erosion and deposition has been altered by construction of dams.  Cutting occurring in short distance
Above dams where erosional deposits have created several",,PFC contingent upon dams remaining functional.,,,,HIGH,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,Riparian system somewhat artificial based on development of dams creating habitat suitable for willow and cottonwood.  Reach 1 and 2 absent of livestock use to date.,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{EE5CC505-A2B9-4625-91A8-024F09A4FABE},,,2213.50718340482
1988,{74369A09-2045-47BE-9E62-91F7D8E95D3C},GR573S5,2004/07/14 00:00:00+00,CO,COS05000,San Miguel River,,14030003000118,SELECTIVE_INSPECT,,,,,,,,C3,,,,,,PERENNIAL,YES,,NA,,YES/NO,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,NO,,YES,,YES,,PFC,,,,PFC-LOW,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/12/07 12:00:05+00,,{148D476A-B784-43DE-AD2B-CBF6DB4A946B},,,172.752702154744
1989,{E6B19DB2-F730-4180-BF19-9226AD8A575E},DR001S13,2009/10/14 00:00:00+00,CO,COS05000,Gunnison River,,14020005001157,SELECTIVE_INSPECT,,,,,,,,,,,,,,PERENNIAL,YES,,NA,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,PFC-LOW,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/12/07 12:00:05+00,,{E126D16B-8E67-4B6C-AE28-ABC6AF4C9A8D},,,158.12489455635
1990,{6AF255FB-1AEF-4B7E-90B3-922E731A80D7},CAR-05,2009/07/30 00:00:00+00,CO,COS06000,Stubs Gulch,6313 Black Jack,,COMPLETE_RECON,0,0.16,,,,,,,,,,,,,YES,,NA,Not Applicable,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,Not Applicable,NO,,YES,,YES,,FARU,,,,,,"Plant Species List: RIBES, River willow (hairy), POPR, CAUT, CAAQ, Monkshood, THFE, ACLA, Veratum, Cow parsnip, SAMO, POPA, Hordeum, SABE, Mint, SALU (yellow willow), FEw scattered aspen upland in riparian, SAGE.",NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/10/06 16:35:46+00,2022/01/13 02:21:43+00,{E932B1D2-440D-4B46-8438-DE40C66A39B0},,,453.770542916976
1991,{D4592E78-0954-4780-A3B5-924ECD31C9FE},460,2005/06/09 00:00:00+00,CO,COF02000,Stout_Creek,75,,,0,0.35,,,,,,A2,,,,,,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{593B5D93-06C8-47D7-ACFB-93704F3C3F52},,,449.077993734573
1992,{4C44CC37-38D2-4E83-ACA7-925B11CE91B8},86,1997/09/15 00:00:00+00,CO,COF02000,Texas_Creek,105,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{B3D9F6EF-C8F0-4B1F-8A96-325E03BB0F62},,,6165.31314239555
1993,{A183F70B-AA88-42E5-B656-92757C31B4FA},,1997/09/15 00:00:00+00,CO,COF02000,Oil_Ck_N,,,COMPLETE_RECON,1.56578092,0,,,,,,,,,,,,PERENNIAL,YES,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,PFC,,MONITORED,,PFC-MID,MED,,NO,NO,NO,NO,NO,NO,YES,YES,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/11/15 15:56:13+00,{59AA85E6-A9F6-40F7-8356-BF013CA829AB},,,1565.78092359574
1994,{7D75221B-302B-47A4-8040-9293B6001BB4},286,,CO,CON01000,Yampa River -  R8,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000203,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{0FBE3752-63E4-41ED-86A1-21CCB2095A83},,,221.399944208083
1995,{7079BCEE-7D95-42B2-B9E7-929763606A85},153,1997/07/22 00:00:00+00,CO,CON05000,DEER_GULCH_PB_REACH 3,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,NO,,NA,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NA,,NO,,NO,,NO,,NO,,NO,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,CANADA THISTLE & BURDOCK,YES,Actively downcutting and widening,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{2C82AC38-20ED-48F1-8855-F75FDAEF1B87},,,521.791701885551
1996,{FA1A4453-1EF5-4018-9B2A-929D025D0682},,1995/08/24 00:00:00+00,CO,COS06000,Mineral Hill,,14020002003158,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NA,Not Applicable,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NA,Not Applicable,YES,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2022/01/13 02:23:05+00,{B15B7034-55FB-4CDF-BAF2-A91F9E737304},,,299.344495242206
1997,{6EFFBF7E-9331-4840-9B18-92B0141E0469},357,2000/04/21 00:00:00+00,CO,CON01000,Horse Gulch (YAMPA) -  R1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,NA,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000201,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{2EF34D76-FD34-4A6F-B8D4-E7599C05D07A},,,3997.18696146281
1998,{915789D4-D6D6-4858-8ABE-92B080F8892C},305ROCK0105,1996/06/01 00:00:00+00,CO,COS01000,ROCKY DRAW,,,COMPLETE_RECON,0,0,TURKEY PASTURE BOUNDARY TO INTERSECTION WITH FS ROAD 249,,,,,,,,,,BOGGY DRAW ANALYSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{E52B14B9-4574-459A-A560-1CFBFFD71CB2},,,2832.93648674185
1999,{D83780CF-A857-4DF9-A37D-92F250667777},Stinking Water Reach 6,2015/10/29 00:00:00+00,CO,CON05000,Stinking_Water_Rch_6,,,,,,,,,,,,,,,,Flashy events from the summer have caused degradation to the system in the form of excess sedimentation and entrenchment. Top half of the reach is dominated by Canada Thistle. Water impoundment is influencing the system.,,YES,W:D ratio is high and system is entrenched. Appears to have been multiple flashy events this summer which caused a new head-cut that worked its way up through most of the reach.,NA,Impoundment above the system on private lands is moderating lfows and system I now an ephemeral system that flows only during heavy precipitation events.,NO,Moderated flows has lowered water table and obligate vegetation is significantly decreased. There is a signifincant amount of upland vegetation in the system (Rabiitbrush),NO,Uplands dominated by cheatgrass and appears to be excess sediment applied to the system from the uplands.,NO,,NO,Rush and Tamarisk were the only obligates noted on the reach but very isolated and patchy.,YES,System dominated by upland vegetation especially rabbitbrush and cheatgrass.,NO,Rush present in small isolated patches. Streambank dominated by dcheatgrass and rabbitbrush.,NO,Assessment conducted late in the year and a lot of use by rodents on the rushes and other vegetation. It was a very high rodent year.,NO,Assessment conducted late in the year and a lot of use by rodents on the rushes and other vegetation. It was a very high rodent year.,NO,,NA,,NO,Head-cut at the top 1/3 of the reach has worked its way up the system.,NA,Excessive sedimentation through out the reach. Flashy events this summer has led to large sediment deposits from the uplands. Water impoundment on private lands is moderating flows.,YES,,NO,,NO,,NF,Lack of riparian obligates and large amount of upland vegetation present in the system. Excess sedimentation from the uplands. Is this really riparian?,,,,,,YES,NO,NO,YES,NO,NO,NO,YES,NO,Stream is Ephemeral.,NO,,,,,,2017/05/09 21:04:25+00,2021/09/15 16:04:52+00,{D15DCB51-2ABA-4617-B4E4-BF3DEC988AD0},,,398.30257140773
2000,{B64DD53A-44D5-4989-9774-92FE379F1D05},CAR 01,2014/01/01 00:00:00+00,CO,COS06000,6053 Cox Park CAR01,CAR01,14020002003649,COMPLETE_RECON,0,0,,,,,,,,,,,Ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/02/17 12:00:05+00,2021/09/15 16:04:47+00,{14B40D77-305E-46C4-845D-769BDB4F2180},,,745.256422451393
2001,{E933ACE2-6914-47FB-A972-9301555DC6DF},601WILL0101,2001/11/16 00:00:00+00,CO,COS01000,WILLOW DRAW,,,REMOTE_SENSING,0,0,CANYON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{930FB8D1-E76B-470A-8694-AA02F25DD21B},,,3260.45340268501
2002,{E8CA505B-A411-49C8-BFDB-9308A20ECB1C},,2007/08/14 00:00:00+00,CO,COG01000,West Creek ,reach 2,,COMPLETE_RECON,0,0,reach #2 immediately above picnic area,,,,,,,,,,,,YES,,NA,,YES,YES,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,PFC,,,,,,"reedgrass, coyote willow, skunkbush sumac, gambel oak, box elder, fremont cottonwood",,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/03/27 12:00:05+00,2021/09/15 16:04:47+00,{452BE523-BDB5-40F5-8B37-939DEB43D3E4},,,92.1509681163036
2003,{66659D18-516C-4463-BB0A-9313A3AC790D},404AIKE0101,1997/06/03 00:00:00+00,CO,COS01000,AIKEN DRAW,,,COMPLETE_RECON,0,0,"GROUSE POINT PASTURE, HAYCAMP ALLOTMENT, BELOW FS ROAD 556",,,,,,,,,,DIGITIZED DATA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{BC6D7626-4CEC-4F30-846C-0989CA7D21FA},,,1276.12614048122
2004,{72375179-4450-4E35-A748-931AADE07E7B},125206770,1993/09/21 00:00:00+00,CO,COF03000,Butterfly Creek,,13010003000381,COMPLETE_RECON,1,1,,,,,,,,,,,130100030202,,YES,,NA,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{D750193B-0190-42F9-B201-0D16E8AF8F2F},,,2422.64053549052
2005,{1F9D7C97-DCDD-4845-A24C-932144C52E5A},105UNAM0302,1996/06/01 00:00:00+00,CO,COS01000,UNNAMED TRIBUTARY OF MAVREESO CREEK,,,SELECTIVE_INSPECT,0,0,,,,,,,,,,,BOGGY DRAW ANALYSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{123BFD2B-E8A3-4C86-8402-52281E467D75},,,320.134140034545
2006,{3D77CF2B-3F1C-4081-B228-9323C7D55973},202,1998/09/30 00:00:00+00,CO,COF02000,Ltl_Badger_Ck,68,,,0,0,,,,,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{D1F386E3-6600-4F7D-AE84-FE4412501713},,,2924.22298341596
2007,{E69E3DE3-2272-4D9F-8B89-935F573F7045},136491237,2006/01/01 00:00:00+00,CO,COF03000,La Jara Creek,,13010002000101,,2,0,,,,,,,,,,,130100020405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{26B5BEB2-7804-4D51-A81A-43738E7E9598},,,507.183665360449
2008,{CCD0E714-CEA8-44BC-A407-936BCA454EAB},GJFO,2019/08/27 00:00:00+00,CO,COG01000,John Brown Canyon,Reach #2,,COMPLETE_RECON,0.667508,0.414769,Dam to road/ privae land boundary,"A channel in a colluvial ""V"" shaped valley. Woody veg. with rock armoring. Perennial",Reach begins at old dam goes to the road.,,,A,,,,,,PERENNIAL,YES,"Well vegetated with matted down veg. and debris on tree trunks. Dam upstream, but no longer functioning.",NA,None expected.,YES,A channel type is naturally well armored. Not a lot of excessive sediment.,YES,Achieved potential despite alteration by dam. Extent of riparian controlled by valley.,YES,"Historic irrigation and pond, question historic impairment.",NA,Not applicable - example of stream type A.,YES,Not characteristic of A2-3 stream (boulder) transition point/however adequate age classes of trees present.,YES,"See species list. Willows, rushes.",YES,Willow present along with other riparian species.,YES,In good health and actively reproducing.,YES,Beaver dam size debris piles in willows creating step pools.,YES,Various woody species present. Willow/cottonwood/dogwood.,YES,Large debris piles in willows and shrubs.,NA,No point bars in an A channel.,YES/NO,Due to rock - landform contains movement.,YES,Armored by rock. No active head cutting or incision.,YES,"No erosion or excessive deposition noted. Pools were deep, but probably influenced by culvert at road.",PFC,Characteristics of an A channel that show little impairment. Stable reach.,,,PFC-UP,,Not applicable - example of stream type A.,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2019/10/17 23:04:10+00,2019/10/17 17:04:08+00,{617AF144-9B6D-4CC5-8589-022549411D7A},,,667.507470277384
2009,{4BE37115-9ADE-458A-A247-937CD5492772},Reeder Creek,2017/07/25 00:00:00+00,CO,CON02000,Reeder Creek,0199-3,1401000112060000,SELECTIVE_INSPECT,0.228,0.179,gradient/confinement,,,,,,,,,July-August,2 pasture system.  Recent years utilization is too high,PERENNIAL,YES,Rationale Not Recorded,NA,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,NA,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,PFC,,APPARENT,,PFC-LOW,HIGH,"carex and cottonwoods, but also a lot of redtop, clover, kentucky bluegrass",YES,YES,NO,YES,NO,NO,NO,NO,NO,"DWB operations and private irrigators alter flows, esp. in summer... affect fisheries.",YES,,,,,,2017/11/28 20:43:52+00,2022/11/03 17:54:39+00,{F33A8633-45C2-4D5D-91B9-A2E8E71CA3C6},,,287.984502617633
2010,{10533AC1-7F8B-49B4-A79F-939944F60886},108,2010/06/24 00:00:00+00,CO,CON01000,Pole Gulch -  R11,,,,1.28235113,0,,,,,,,,,,,NON-RIPARIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,OT,,OT,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000307,,,,,2015/01/12 12:00:05+00,2022/01/05 22:55:50+00,{C28E86E3-95AC-42C5-A744-BBB22DC85E47},,,1282.35113468889
2011,{460344C6-6CF3-4945-ABAD-9403C525F1FA},628,2010/07/23 00:00:00+00,CO,CON01000,Bighole Gulch -  R4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000308,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{6AB0D5D8-24E4-4414-8DC8-D8A6598DA404},,,561.538542709067
2012,{EA25B8A3-DD5A-481D-B921-9420F6ECAB40},17,1999/09/22 00:00:00+00,CO,CON01000,Cantling Creek Headwater 2 -  R2,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,NA,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000302,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{E8DB96E6-47B0-4FF3-B71A-319592B635E8},,,505.011330262234
2013,{C53F7264-FA4E-4CD0-924F-942B0DA34882},263,1999/08/02 00:00:00+00,CO,COF02000,Pruden_Creek,215,,COMPLETE_RECON,0,0.5,,,,,,,,,,,,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{7B549484-A162-446A-9955-988A400041D3},,,781.285652729528
2014,{3A71DFB1-156A-4C6D-BF4A-943023359A01},405CROS0105,2003/04/08 00:00:00+00,CO,COS01000,CROSS CANYON,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{DCCA04FD-F0AC-4AB8-BF1E-BE187AFB3700},,,2048.41406496118
2015,{9F357212-6AA3-431C-BDBB-94462EDD835C},70,1999/11/17 00:00:00+00,CO,CON01000,Jesse Gulch -  R6,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,NA,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000201,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{30A3371F-9007-45F4-8F87-EA32E068F543},,,1420.15802346218
2016,{EC4C5042-2FC0-4AC6-932B-94569F082C15},,1999/06/02 00:00:00+00,CO,COS06000,Chance Gulch (lower 1),J023,14020003000515,COMPLETE_RECON,0,0,,,,,,,,,,,,,NO,,NA,Not Applicable,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,NO,,NA,,NO,,NA,Not Applicable,YES,,NO,,YES,,NF,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2022/01/13 02:24:27+00,{1F5D7AD9-D9DD-4807-87CE-C54A26D2C3C1},,,7967.96842542078
2017,{5B6B76CA-8E09-4398-B0AD-945A45861684},494,1999/08/02 00:00:00+00,CO,CON01000,Morgan Gulch -  R2,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,DN,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,1405000201,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{F8E2897D-1B0F-47DC-A967-C31469673EBB},,,2540.51459707835
2018,{11DF105F-5534-424A-96F1-9477C1078F73},139,1999/10/06 00:00:00+00,CO,CON01000,South Fork Little Snake River -  R2,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,DN,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,1405000301,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{78636695-C632-4B83-90D9-33B47192FB83},,,738.862474984403
2019,{CDA5C6FB-1171-4BEE-BC1F-9482153BA9B2},,2001/06/21 00:00:00+00,CO,COG02000,BUTLER_CREEK_UPPER_2,,,COMPLETE_RECON,,0.14357643,,,,,,,,,,,Upper Reach 3,,NA,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,"Cottonwood, Dogwood, Conifer, Rose",,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/03/17 22:50:34+00,2021/09/15 16:04:47+00,{1FF621C9-05AF-4FA5-BE3C-EBD7253DD30C},,,231.05315268345
2020,{A2C3903A-D46D-4DFD-A593-948F83A1A7BA},56,1997/09/15 00:00:00+00,CO,COF02000,Stout_Creek,75,,,0,0,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{45525B90-F491-431F-B0FA-DDFBF64B602D},,,449.077993734573
2021,{5EA0E9A6-CE12-4589-ABAE-949B47C75F38},136491231,2006/01/01 00:00:00+00,CO,COF03000,La Jara Creek,,13010002000100,,1,0,,,,,,,,,,,130100020405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{0807BACF-495F-4C10-87F4-45E7AF3B7C13},,,150.406603028552
2022,{23F05F39-FDB4-4065-BC14-94C1CF1DFB86},,2004/07/02 00:00:00+00,CO,COG01000,Brush Creek ,reach 1,,COMPLETE_RECON,0,0,reach #1,,,,,,,,,,perennial,PERENNIAL,NA,,NA,,YES,YES,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,"narrowleaf cottonwood, canada thistle, coyote willow, box elder, mullen, wheatgrass, mint, virgin bougher",,NO,NO,NO,NO,NO,NO,NO,NO,irrigation withdrawls,YES,,,,,,2015/03/27 12:00:05+00,2021/09/15 16:04:47+00,{91C4BC97-0830-40AF-9C0A-070E8E0E2DBA},,,219.285216249999
2023,{30AFA5BA-05FF-4E07-8B41-94CEB9324CD2},479,2006/09/26 00:00:00+00,CO,CON05000,TSCHUDDI_GULCH_REACH 1A,,,COMPLETE_RECON,0,0,,,,,,F,,,,,,,YES,,NA,,NO,,NO,,NO,"Comments:  Some areas incised and unable to access floodplain.  Upland watershed lacks perennial vegetation to retain flows.  Channel shows more scouring, Vegetation clumpy and pedistalled for upper .25 miles of reach.  Remnant patches further down.",,,,,,,,,,,,,,"Comments: Rushes low in vigor.  Areas entrenched with drop in water table.  Patches eroded.  Heavily scoured.  Redtop rushes, arrowgrass, Marsh marigold.",,,,,,,,,,"Comments:  Heavy scouring throughout reach, more prevalent as go down reach to point riparian plant community lost.  No active down vertical downcutting, but entire reach already downcut to bedrock.  Excessive sediment deposition and active erosion on ba",NF,,,,,MED,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,Downgrading conditions more evident below pasture fence.  Riparian communities present and trying to maintain but they are being heavily scoured and pedestalled during high flow events.  No sign of heavy livestock trailing in drainage.,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{815BE4C1-AF45-4BF7-A852-F78ECEC5A492},,,2504.79400928786
2024,{AFCF17EE-D870-4ED1-A042-94FEB2D736A0},514,2000/07/24 00:00:00+00,CO,CON01000,Vermillion Creek -  R14,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,1404010901,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{3398CFB2-590E-409D-B151-40625232683D},,,3132.92586438964
2025,{FDFD347F-48C8-4F23-A74B-95115BCA72A9},212,1998/06/23 00:00:00+00,CO,COF02000,W_Fk_Turkey_Ck,195,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{465B539B-9602-478C-A8FE-33E8AAE8CEA5},,,5282.19785135335
2026,{CC055B2E-A5A4-4056-A67E-951BAF08D5F9},448,2005/07/14 00:00:00+00,CO,COF02000,Ute-Creek,321,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{E2C6C053-137E-4F18-BECD-DD13BAA6E4B9},,,3109.8621633086
