yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Riverside,Methicillin-Resistant lStaphylococcus aureus Bloodstream Infections (MRSA BSI),-229142579.1902589,"Desert Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,721
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044.0,Doctors Hospital of Rievrside,Acute Careb Hospital,"Community, 125-250 Beds",0,0.69,17186
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011.0,Eisenhower Medical Center,Acute Care Hospital,Major eTaching,2,1.9,33219
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-276258979.7206811,Encompass Health Rehabilitation Hospital of Murrieta,Rehabiplitation Hospital or Unit,Free-Standing Rehabilitation,0,0.02,68774
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012.0,Hemet Global Medical Center,Acute Crae Hospital,Major Teaching,2,0.13,3217
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureu Bloodstream Infections (MRSA BSI),250000017.0,John F. Kennedy Memorial Hospital,Acute Care Hospitla,"Community, 125-250 Beds",0,0.55,12094
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus ureus Bloodstream Infections (MRSA BSI),630011959.0,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hosptal,Major Teaching,0,0.41,-40561
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707.0,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,0,1.1,24533
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus lBoodstream Infections (MRSA BSI),250000004.0,"Kindred Hospital, Riverside",Long-Term Acute Care Hospiztal,Long-Term Acute Care,1,1.19,6740
2020H1,California,Riverside,Methicillin-esistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971.0,"Loma Linda University Medical Center, Murrieta",Acute Care ospital,"Community, 125-250 Beds",0,0.97,17690
2020H1,California,Riverside,Methicillin-Resistant Staphylococctus aureus Bloodstream Infections (MRSA BSI),250000042.0,Palo Verde Hospital,Acute Caer Hospital,"Community, <125 Beds",0,0.02,1022
2020H1,California,Riverside,Methicillin-Resistnt Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049.0,Riverside Community Hospital,Acute Care Hospital,Major Teaching,5,3.17,57332
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BS),-286663448.307486,Riverside University Health System - Medical Cneter,Acute Care Hospital,Major Teaching,4,2.32,40657
2020H1,Californa,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101.0,San Gorgonio Memorial Hospital,Aucte Care Hospital,"Community, <125 Beds",1,0.18,5556
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507.0,"Southwest Healthcare System, Murrieta",Acute Care Hosgpital,"Community, <125 Beds",1,0.58,12641
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344.0,"Southwest Healthcare System, Wildomar",Acute Care ospital,"Community, <125 Beds",0,0.63,15948
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-268520411.125781,Temecula Valley Hospital,Acute Caer Hospital,"Community, 125-250 Beds",1,4.984431039540295,18046
2020H1,California,Riversied,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654.0,Vibra Rehabilitation Hospital of Rancho Mirage,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.09,4534
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000130.0,"Kaiser Foundation Hospital, Sacramento",Acute Care Hosptial,"Community, >250 Beds",2,1.22,25323
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,***,1.51,33193
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,0,-2.705365913266369,24476
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,"Mercy General Hospital, Rehabilitation Unit",Rehabilitation Hospitalo r Unit,Rehabilitation Unit,0,0.05,2495
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),569587548.0721383,Mercy Hospital of Folsom,Acute aCre Hospital,"Community, <125 Beds",0,0.4,11265
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections x(MRSA BSI),30000127.0,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,2,2.52,40096
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000037.0,Methodist Hospital of Sacramento,cute Care Hospital,"Community, 125-250 Beds",0,0.7,15596
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001506.0,Shriners Hospitals for Children Northern Californai,Acute Care Hospital,Pediatric,0,0.09,3289
20z20H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,5,5.1,68676
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,University of California Davis Medical Center,Acutbe Care Hospital,Major Teaching,7,7.31,96801
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2337
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcusa ureus Bloodstream Infections (MRSA BSI),30000907.0,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,mLong-Term Acute Care,1,1.73,8930
2020H1,California,San Benito,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospial,"Community, <125 Beds",1,0.04,2211
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus ureus Bloodstream Infections (MRSA BSI),240000100.0,Arrowhead Regional Medical Center,Acutue Care Hospital,"Community, >250 Beds",2,2.79,45705
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218.0,Ballard Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.13,7033
2002H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001.0,Barstow Community Hospital,Acute Care Hsopital,"Community, <125 Beds",0,0.1,3155
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002.0,Bear Valley Community Hosiptal,Crsitical Access Hospital,Critical Access,0,0.01,268
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003.0,Chino Valley Medical Center,Acute Care Hospiatl,"Community, <125 Beds",0,0.14,85378
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSAB SI),240000034.0,Colorado River Medical Center,Cirtical Access Hospital,Critical Access,0,0.01,578
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082.0,Community Hospital of San Bernardino,Actute Care Hospital,"Community, >250 Beds",0,0.41,12005
2020H1,Calcifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330.0,Desert Valley Hospitla,Acute Care Hospital,"Community, 125-205 Beds",0,0.76,19526
20a20H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aueus Bloodstream Infections (MRSA BSI),240000014.0,Hi-Desert Medical Center,Aucute Care Hospital,"Community, <125 Beds",q0,0.05,2579
20y20H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teachign,1,2.55,44679
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398.0,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Miajor Teaching,1,1.29,22899
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040.0,"Kindred Hospital, Ontario",Long-Term Acute Care jHospital,Long-Term Acute Care,0,1.62,13668
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515.0,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.62,8927
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551.0,Loma Linda University Children's Hospital,Acute Care Hospital,Major Teaching,0,2.75,43077
2020H1,Califonria,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027.0,Loma Linda University Medical Center,Acute Care Hosptal,Major Teaching,2,5.36,49212
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,Loma Linda University Medical Center East Campus Hospital,Acute Care Hospital,Major Teaching,1,0.54,7729
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,"Loma Linda Univresity Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabiiltation Unit,w0,0.13,6892
2020H1,Ctalifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294.0,Loma Linda University Surgical Hospital,Acute Care Hspital,Major Teaching,0,0.04,1862
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052.0,Mountains Community Hospital,Critcial Access Hospital,Critical Access,0,-2.5088514698403497,405
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104.0,"Providence St. Mary Medical Center, Apple Valley",Acute Care Hospital,Major Teaching,3,2.07,28857
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus oBloodstream Infections (MRSA BSI),240000046.0,Redlands Community Hospital,Acute hCare Hospital,"Community, 125-250 Beds",1,4.421632744591256,19031
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053.0,San Antonio Regional Hospital,Acute CareHospital,"Community, >250 Beds",3,2.31,37002
2020H1,California,San Bernardino,Methicillin-Resistant Staphyglococcus aureus Bloodstream Infections (MRSA BSI),672958235.8928326,St. Bernardine Medical Center,Acute Care Hospital,Major Teaching,x4,2.68,-40910
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),591392790.2871015,"Totally Kids Rehabilitation Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1099
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054.0,Victor Valley Global Medical Center,Acute Cre Hospital,"Community, <125 Beds",0,0.33,13456
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),723749553.7946723,Alvarado Hospital Medical Center,lAcute Care Hospital,"Community, <125 Beds",1,0.46,10327
2020H1,California,San Digo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Grossmont Hospital,Acute Care Hospitla,Major Teaching,,5.18,56933
0220H1,California,San Diego,Methicillin-Resistant Staphuylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1789
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,1,1.49,29358
220H1,Claifornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000144.0,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,0,1.32,19245
2020H1,California,San iego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000048.0,"Kindred Hospital, San Diego",Long-Term Acute Care Hospitl,Long-Term Acute Care,***,1.28,8772
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),714410859.995227,Palomar Health Downtown Campus,Acute Care Hospitla,"Community, <125 Beds",0,0.0,0
220H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,"Palomar Health Downtown Campus, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,***,0.04,2146
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873.0,Palomar Medical Center,Acute are Hospital,"Community, >250 Beds",,1.82,40673
2020H1,Californai,SanD iego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Palomar Medical Center Poway,Acute Care Hospitkal,"Community, <125 Beds",1,0.39,9942
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,"Palomar Medical Center Poway, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,819
2020H1,Californai,San Diego,Methicillni-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,Paradise Valley Hospital,Acute Care Hospitla,"Community, >250 Beds",1,0.43,10811
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1239
2020H1,California,Sain Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,,1.08,35348
2020H1,Calfiornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000022.0,Scripps Green Hospital,Acumte Care Hospital,"Community, 125-250 Beds",0,0.57,14982
2020H1,Cralifornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (RSA BSI),80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospitl,"Community, 125-250 Beds",0,0.7,25158
2020H1,Calfiornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hsopital,"Community, >250 Beds",2,2.51,44761
2020H1,Californa,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000025.0,Scripps Mercy Hospital,Acute Care Hospital,Major Teaching,1,3.02,44519
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000016.0,Scripps Mercy Hospital Chula Vista,cAute Care Hospital,"Community, 125-250 Beds",1,0.81,20527
2020H1,Califdornia,San Diego,Methicillni-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000977.0,Select Specialty Hospital - San Diego,Long-Term Acute Care Hosopital,Long-Term Acute Care,0,2.93,13118
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000021.0,Sharp Chula Vista Medical Center,Acute Care Hopital,"Community, >250 Beds",0,1.82,35416
20201H,California,Sa Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000033.0,Sharp Coronado Hospital and Healthcare Center,Acute Care Hospital,Major Teaching,0,0.16,3594
2020H1,Califorina,San Diego,Methicillin-Resistant Staphyococcus aureus Bloodstream Infections (MRSA BSI),80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care oHspital,Maqjor Teaching,1,0.71,27157
2020H1,Calfiornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,***,2.97,47284
2020H1,California,San Deigo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitajtion Hospital or Unit,Rehailitation Unit,w0,0.08,3965
2020H1,California,San Diego,Methicillin-Resisant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,Tri-City Medical Center,Acut eCare Hospital,"Community, >250 Beds",0,1.39,28590
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,,0.02,1162
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000154.0,UC San Diego Health Hillcrest,AcuteC are Hospital,Major Teaching,1,3.22,64942
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90001116.0,UC San Diego Health La Jolla,Acute Care Hospital,Majorm Teaching,3,4.47,84792
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BS),220000023.0,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,***,-2.2721000342417623,7603
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),679430949.7167238,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,4.546294923349496,4211
2020H1,Caliornia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018.0,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,0,0.56,-34410
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcsu aureus Bloodstream Infections (MRSA BSI),220000022.0,"California Pacificl Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,0,3.3,43120
2020H1,Caluifornia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003.0,Chinese Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.06,2507
2020H1,California,San Francicso,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,,1.58,31987
2200H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625.0,Kentfield Hospital San Francisco,Long-Term Acute Care Hospitl,Long-Term Acute Care,***,0.93,6097
2020H1,California,San Fracisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,Laguna Hongda Hospital & Rehabilitation Center,Acute Care Hospitla,"Community, <125 Beds",0,0.01,411
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitationc Hospital or Unit,Rehabilitation Unit,0,0.01,392
202H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,Sint Francis Memorial Hospital,Acupte Care Hospital,"Community, 125-250 Beds",0,0.66,9080
2002H1,California,Sa Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,"Saint Fraincis Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4080
2020H1,Califronia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030.0,St. Mary's Medical Center,Acute Car Hospital,"Community, 125-250 Beds",0,0.37,7709
2020H1,Clifornia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-268978623.499467,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,c0,0.03,1777
0220H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031.0,UCSF Medical Center,Acute Care Hospital,Major Teaching,2,6.26,68984
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778.0,UCSF Medical Center at Mission Bay,Acute Care Hospiatl,Major Teaching,2,2.89,45010
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019.0,Zuckerberg San Francisco General Hospitabl and Trauma Center,Acute Care Hospital,Major Teaching,1,3.35,44389
2020H1,California,aSn Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000117.0,Dameron Hospital,Acutep Care Hospital,"Community, 125-250 Beds",1,0.43,7342
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000118.0,Doctors Hospital ofM anteca,Acute Care Hospitl,"Community, <125 Beds",0,0.44,7564
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000973.0,"Kaiser Foundation Hospital, Manteca",AcuteC are Hospital,"Community, <125 Beds",0,0.08,3904
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,n3,1.58,23116
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-230574936.08266625,St. Joseph's Medical Center Of Stockton,Acute Care oHspital,"Community, >250 Beds",4,2.28,46018
2020H1,Califronia,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000141.0,Sutter Tracy Community Hospital,Acute Care Hspital,"Community, <125 Beds",0,0.23,6633
2020H1,Caifornia,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),679166263.7577031,French Hospital Medical Center,Acute Crae Hospital,"Community, <125 Beds",0,0.37,9313
2020H1,California,San uLis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande",Actue Care Hospital,"Community, <125 Beds",0,0.11,3073
2020H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroy Grande, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,***,0.06,3113
2020H1,California,San Luis Obispo,Methicilln-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000031.0,Sierra Vista Regional Medical Center,Acute Crae Hospital,"Community, 125-250 Beds",0,0.46,10236
2020H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000037.0,Tenet Health Central Coast Twin Cities Community Hospital,Acute Cae Hospital,"Community, <125 Beds",0,0.33,7617
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026.0,AHMC Seton Medical Center,Acute Care Hospitla,"Community, 125-250 Beds",0,0.39,8972
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,m0,0.6,14977
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009.0,"Kaiser Foundation Hospital, South San Francisco",Acute Caer Hospital,"Community, <125 Beds",0,0.46,10813
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000716.0,Menlo Park Surgical Hospital,Accute Care Hospital,"Community, <125 Beds",,0.0,-36620
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017.0,Mills-Peninsula Medical Center,Acte Care Hospital,"Community, 125-250 Beds",2,-2.4813110325223677,65818
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007.0,San Mateo Medical Center,Acute Cadre Hospital,"Community, <125 Beds",1,0.14,5446
2020H1,Californai,Sa nMateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025.0,Sequoia Hospital,cAute Care Hospital,"Community, 125-250 Beds",0,0.33,10545
2020H1,California,Santa Barbara,Methicillin-Rejsistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000017.0,Goleta Valley Cottage Hospital,Acute uCare Hospital,"Community, <125 Beds",0,0.05,1704
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000018.0,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,0,0.1,4359
20201H,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000021.0,Marian Regional Medical Center,Acuute Care Hospital,"Community, 125-250 Beds",0,1.46,28734
2020H1,Califoria,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,1,-2.276919583582414,35632
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcusa ureus Bloodstream Infections (MRSA BSI),50000280.0,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4341
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000030.0,Santa Ynez Valley Ccottage Hospital,Critical Access Hospital,Critical Access,0,0.0,160
2020H1,California,Sant aClara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001351.0,El Camino Health,Atcute Care Hospital,"Community, >250 Beds",2,1.29,33668
2s020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodsteam Infections (MRSA BSI),70000136.0,El Camio Health Los Gatos,Acute Care uHospital,"Community, 125-250 Beds",0,0.28,5276
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),592134033.7909443,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehaiblitation Unit,0,0.07,3832
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospitl,"Community, >250 Beds",2,1.89,32385
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-249191551.94608095,"Kaiser Foundation Hospital, San Jose",Acute Carhe Hospital,"Community, 125-250 Beds",2,0.79,22555
