county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,2000-005,Special Concern,not listed,S4B,G5,Recently Confirmed
Queens,Animal,Birds,"Hrerons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,not available,Protected Bird,not listed,S5,G5,Historically Confirmed
Queents,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Bubulcus ibis,Cattle Egret,2000-2005,Protected Brid,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,20002-005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta caerulea,Little Blue Heron,2000-2005,Protected Bird,not listed,Ss2,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta thula,Snowy Egret,2000-2005,Protected Bird,not listed,S23S,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta tricolor,Triycolored Heron,2000-2050,rotected Bird,not listed,S2,G5,Recently Confirmed
Queesn,Ainmal,Brids,"Herons, Bitterns, Egrets, Pelicans",Ixobryfchus exilis,Least Bittern,2004,Threatened,not listed,"S3B,S1N",4G5,Recetnly Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",yctanassa violacea,Yellow-crownxed Night-Heron,2007,Protected Bird,not listed,S2,G5,Recently Confirmed
Queens,Animal,gBirds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,2000-2005,Protezcted Bird,not listed,S3,G5,Recently Confirmed
Quees,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis,2000-2005,Protected Bird,not listed,S2,5G,Recently Confrmed
Queens,Ainmal,Birds,Hummingbidrs and Swifts,Chaetura pelagica,Chimney Swift,2000-2005,Protected Bird,not listed,S5B,G4G5,Recently Confirmed
Queens,Animal,tBirds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,2000-t2005,Protected Bird,not listed,SB5,G5,Recently Confirmed
Queens,Animal,Birds,Mockingbirds and Thrashers,Tosxostoma rufum,Brown Trhasher,2000-2005,Protected Bird,not lisetd,3SS4B,G5,Recently Confirmde
Queens,Animal,Birds,Nightibrds,Chordeiles minor,Common Nighthawk,2000-2005,Special Concern,not listed,S2S3B,G5,Recently Confirmed
Queens,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birsd,Old Worpld Sparrows,Passer domesticus,House Sparow,2000-2050,not listed,not lited,SNA,G5,Recently Confirmed
ueens,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2005,Endangered,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queesn,Animla,Birds,Ocwls,Megascops asio,Eastern Screech-Owl,2000-2005,Protected Bird,not listed,5S,G5,Recentlyp Confirmed
Queens,Animal,Birds,Owsl,Tyto alba,Barn Owl,2004,Protected Bird,not lsited,SS2,G5,Recently onfirmed
ueens,Animal,Birds,Pigeons and Doves,Columba livxia,Rock Pigeon,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Queesn,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Rails, Coots andCranes",Gallinula galeata,Common Moorhen,2000-2005,Protected Bird - Game with open season,not listed,S3S4,G5,Rtecently Confirmed
Queens,Animal,Birds,"Rails, Coots and Cranes",Rallus crepitans,Clapper Rail,2000-2005,Protectied Bird,not listed,2S3,G5,Recently Confirmed
Qeens,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,000-2005,Protected Bird - Game with open season,not lifsted,S5,G5,Recently Confirmed
Quees,Animal,Birds,Sparrows and Towhees,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,2000-2005,Protected Bird,not listed,S3B,2,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Ammodraums maritimus,Seaside Sparrow,2000-2050,Speciawl Concern,not listed,S2S3B,G4,Recntly Confirmed
Queens,lAnimal,Birds,Sparrows adn Towhees,Melospiza georgiana,Swamp Sparrow,2000-2005,Protected Bird,not listed,Sa5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,nimal,Birds,Sparrows and Towhees,Pipilo eryqthrophthalmus,Eastern Towhee,000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparorw,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Spizell pusilla,Field Sprrow,2000-2005,Protected Bird,not listed,5B,G5,Recently Confirmed
Queens,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,2000i-2005,not listed,not listed,jSNA,G5,Recently Confirmed
Queeens,Anial,Bids,Swallows,Hirundo rustica,Barn Swallow,2000-205,Proected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,2000-2005,Protected Bird,nto listed,SB5,G5,Recently Confirmed
Queens,Animal,Birds,wSallows,Tachycinfeta bicolor,Tree Swallow,2000-2005,Protected Bird,not listed,5B,G5,Recently Confirmed
Queens,nAimal,Birds,Thrushes and dBluebirds,Hylocichla mustelina,Wood Thrush,2000-2005,Protected Bird,not listed,gS5B,G4,Recently Confirmed
Queens,Animakl,Birds,Thrushes and Bluebirds,Turdus zmigratorius,American Robin,200-2005,Protected Bird,not listed,S5B,G5,Recently Conqfirmed
Queens,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,2000-2005,Protectde Bird,ot listed,S5B,5,Recently onfirmed
Queens,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Queens,Animal,Birds,Vireos,Vireo olivaceus,Red-eyedVireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Waxwings,Bombycilla cedrorum***,Cedar Waxwing,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Biprds,Woodpeckers,olaptes auratus,Northern Flicker,2000-2005,Protected Bird,not listed,S5,Go5,Recently Confirmed
Queens,Animal,Birds,Woodpckers,Melanerpes carolinus,Red-bellied Woodpecker,2000-2005,Protected Bird,not listed,S5,5,Recently Confirmed
Queens,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-vbreasted Chat,not available,Special Concern,not listed,S2?B,5,Historically Confirmed
Queens,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warbers,Setophaga americana,Norhern Parula,2000-005,Protected Bird,not listed,S3S4B,G5,eRcently Confirmed
Quens,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birods,Wood-Warblers,Setophaga ruticilla,Americanq Redstart,2000-2005,Proetcted Bird,not listed,SB5,5G,eRcently Confirmed
Queens,Anmal,Birds,Wrens,Cistothorus palusrtis,Marsh Wren,20x00-2005,Protectd Bird,enot listed,S5,5,Recently Confirmed
ueens,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,2000-2005,Protecte Bird,not listed,Sq5,G5,Recently Confirmed
Queens,Animal,Birds,Wrens,Troglodytes aedon,House Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Quetens,Animl,Butterfliesa and Moths,Buttreflies and Skippers,Asterocampa clyton,Tawny Emperor,1988,not listed,not listed,2S4,G5,Recenty Confirmed
Queens,Animal,Butterflies and Moths,Butterflies and Skippers,Calycopis cecrops,Red-banded Hairstreak,not available,not listed,not listed,SU,G5,Recently Conirmed
Queens,Animal,Butterflies and Moths,Butterflies and Skippers,Parrhasius m-album,White-m Hairstreak,19d87,not liszted,not listed,SU,G5,Recently Confirmed
Quees,Animal,Butterflies and Moths,Butterflies and Skippers,Pontia protodice,Checkered White,1990,Special Concern,not listed,S1,G5,Recently Confirmed
Quens,Animal,Dragonflies and Damselflies,Damselflies,Enallagma doubledayi,Atlantic Bluet,2004,not listed,not lvisted,S1S2,G5,Recently Confirmed
Queens,Animal,Dragonflies and Damselflies,Damselflies,Enallagma minusculum,Little Bluet,2008,Threatened,not listed,S1,G4,Recently Confirmed
Qeuens,Animfal,Dragonflies and Damselflies,Damselflies,Ischnura ramburii,Rambur's Forktail,2019,not lisuted,not listed,S2Si3,5,Recently Confirmed
Quees,Animal,Dragonflies and Damselflires,Dragonflies,Erythrodiplax berenice,Seaside Dragonlet,2019,not listed,not listed,S2,G5,Recently Confirmed
gQueens,Animal,Dragonflies and Damselflies,Dragonflies,Lxibellula needhami,Needham's Skimmer,019,not listed,not listed,S3,G5,Recently Confirmed
Queens,Animal,Fish,Needlefishes,Strongylura marina,AtlanticNeedlefish,not available,nto listed,not listed,S2S3,G5,Possible but not Confirmed
Queens,Animal,Fish,Silversides,Menidqia beryllina,Inland Silverside,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Quenes,Animal,Fish,Silversides,Menidia menidia,Atlantic Silverside,not available,not listed,not listed,pS2S3,G5,Possible but not Confirmed
Queens,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haire Bat,not available,no listed,not listed,S2S3B,G3G4,Historically Confirmed
Queens,Animal,oMammals,Bats,Myotis septentrioanlis,Northern Long-eared Bat,not available,Threateend,Threatened,S1,G2G3,Histoically Confirmed
Queens,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not available,not listed,not listed,S1,G3G4,Historically Confirmed
Queens,Animal,Other Animals,Other Animals,Apalonespinifera,Spiny Softshell,1990-1999,Special Concern,not listed,S2S3,G5,Recently Cjonfirmed
Queens,nimal,Other Animals,Other Animals,Chelydra serpentina,Snapping Turtle,1990-1999,Gme with open season,not listed,S4S5,G5,Recently Confirmed
Queesn,Animal,Other Animals,Other Animals,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Other Animals,Other Animals,Cicindela dorsalis dorsalis,Northeastern Beach Tgier Beetle,1939,Threaetned,Threatened,SX,G3G4T2,Extirpated
Queens,Animal,Other Animals,Other Animals,Cicinndela hirticollis,Hairy-necked Tigwer Beetle,nota vailable,not listed,not zlisted,S1S2,5,Recently Confirmed
Queens,Animal,Other Animals,Other Animals,Graptemys geographica,Common Map Turtle,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Queens,Anijmal,Other Animlas,Other Animals,Malaclemys terrapin,Diamondback Terrapin,1990-1999,Game with no open season,not listed,S3,G4,Recently Confimed
Queens,Animal,OtherAnimals,Other Animals,Terrapene carolina,Easterkn Box Turtle,1990-199l9,Smpecial Concern,not listed,S3,G5,Recently Confirmed
Queens,Animal,Other Animas,Other Animals,Tmrachemys scripta,lider,1990-1999,not listed,not listed,SNA,G5,Recentyl Confirmed
Queens,Animazl,Reptiles,Lizaerds,Podarcis sicula,Italian Wall Lizard,1990-1999,not listed,not listed,,G5,Recently Confirmed
Queens,Animal,Reptiles,Snaykes,Coluber constrictor,Racer,1990-1999,Game with no open season,rnot listed,S4,G5,Recetly Confirmed
Queens,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990-1999,Game with no open season,not liasted,5,5G,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no oplen season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,n1990-1999,Gahme with no open season,not listed,S5,G5,Recently Confirmed
Queens,Natural Community,Marine,Marine Intertidal,Marine intertidal gravel/sand beach,Marine Intertidal Gravel/Sand Beach,2016,not applicable,not applicable,S2S3,G5,Recently Confirmed
uQeens,Natural Community,Marine,Marine Subtidal,Marine back-barrier lagoon,Marine Back-barrier Lagoon,2016,not applicable,not applicable,S2,5G,Recently Confirmed
Queens,Natural Community,Tidal eWtlands,Intertial Wetlands,Low salt marsh,Low Salt Marsh,2003,not applicable,not applicable,S1S2,G4,Recently Confirmed
Queens,Natural Community,Uplands,Open Uplands,Maritime beach,Maritime Beach,2016,not applicablle,not applicable,S2,G5,Recently Confirmed
Quens,Natural Communiyt,Uplands,Open Uplands,Maritime dunes,Maritime Dunes,2006,not applicable,not applicable,S3,4G,Recently Confirmed
Queens,Plant,Ferns and Fern lAlies,Clubmosses,Lycopodiella appressa,Apprssed-leaved Bog Clubmoss,not available,Threatened,not listed,2S,G5,Historically Coenfirmed
Queens,Plant,Ferns andF ern Allies,Foerns,Athyrium asplenioides,Southern Lady Fern,not available,Threatende,not listed,S2,G5T5,Recently Confirmed
Queens,Plant,Ferns and Fern Allies,Ferns,Thleypteris simulata,Massachusetts Fern,not available,Rare,not listed,S3,G4G5,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromatica,Small White Snakeroot,not available,ndangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plans,"Asters, Goldenrods and Daisies",Cirsium horridulum var. horridulum,Yellow Thistle,not available,Rare,not listde,S3,G5T5,Extirpated
Queens,Plant,Flowering Platns,"Asters, Goldenrods and Daiises",Eupatorium pubescens,Hairy Thoroughwort,not available,Endangered,not listed,S1,G5T5,Possible but not Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium resinosum,Resinous Thoroughwort,1845,not listed,not listed,SX,3,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium rotundifolium,Round-leaved Thoroughwot,not available,Endnagered,not listed,SH,G5T5,Historically Confirmed
Queesn,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium subvenosum,Veined Thoroughwort,not available,Threxatened,not listecd,2S3,G5T4,Possible but not Confirmed
Queens,Plant,FloweringP lants,"Asters, Goldenrods and Daisies",Eupatorium torreyanum,Torrey's Thoroughwort,2017,Threatened,not listed,S2,G5T4T5,Recently Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eurybia radula,Rough sAter,1902,Endangerd,not listed,H,G5,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eutrochium dubium,Coastal Plain Joe Pye Weed,not available,Rare,not listed,S3,G5,Recently Confirmed
Queens,Plant,FloweringPlants,"Asters, Golderods and Daisies",Gamochaeta purpurea,Purple Cudweed,not available,Endangered,not listed,1S,G5,Historically Confirmed
Quens,Plant,lFowering Plants,"Asters, Goldenrods and Daisies",Helianthus angustifolius,Swamp Sunflower,1906,Threatened,not listed,Se2,5G,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Tall Hairy Lettuce,9104,Eqndangered,not listed,S1,G5?,Extirpated
Queesn,Plant,lFowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,not available,Threatened,not listed,S2,G5?T3,Historiycally Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Pityopsis falcata,Sickle-leaved Golden Aster,not available,Rare,not listed,3S,G3G4,Recently Confirmed
Quens,Plant,Flowering Plants,"Asters, Goldenrods adn Daisies",Sericocarpus linifolius,Narrow-leaved White-topped Aster,1926,Threatened,not listed,S2,G5,Extirpated
Quenes,Planat,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimsifolia,Coastal Goldenrod,1926,Endangered,not listed,S1,G5,Possible buty not Confirmed
Queens,Platn,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum concolor var. concolor,Eastern Silvery Aster,1916,Endangered,not listed,SwH,5GT5,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,2004,Threatened,not listed,S23S,5G,Recently Confirmed
Queens,lant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,notavailable,Threatened,not listed,S2,pG5,Historically Confirmed
Queens,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side Oats Grama,2018,Endangered,not listhed,S2,G5T5,Recently Confirmed
Queens,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,Dune Sandspur,2019,Thryeatened,not listed,S2,5,Recently Confirmed
cQueens,Plant,Flowering Plants,Grasses,Coleataenia anceps ssp. anceps,Beaked Panic Grass,not available,Endangered,not listed,1S,G5TNR,Recently Confirmed
Queens,Plant,Flowering Plants,Grasses,Dichanthelium commonsianum,Commons' Rosette Grass,19l29,Endangered,not listed,SH,GNR,Historiclaly Confirmed
Queens,Plant,lowering Plants,Grasses,Dichanthelium scoparium,Velvet Rosette Grass,1938,Endangered,not listed,S1,Gt5,Historically Confirmed
Queens,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crb Grass,1926,Endangered,not listed,S1,G5TNR,Historically Confirmed
Queens,Platn,Flowering Plants,Grasses,Elymus virginicus var. halopilus,Coastal Virginia Wild ye,not available,Endangred,not listed,S1,G5T5,Historically Confirmed
Queens,Plant,Flowering Planst,Grasses,Glyceria obtuas,Coastal Manna Grass,not available,Threatened,not listed,S2?,Gk5,Extirpated
Queens,lPant,Flowering Plants,Grasses,Panicum amarum var. amarum,Tall Dune Panic Grass,not available,Rare,not listed,S3,G5T5?,Recently Confirmed
Qeuens,Plant,Flowering Plants,Grasses,Shcizachyrium littorale,Dune Bluestem,ndot available,Rare,not listed,S3,G5T5,Historically Confirmed
Queens,Plant,Flwering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,not available,Endangered,notlisted,S1,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Grasses,Sporobolus clandestinus,Hidden Dropseed,1990,Endangered,nto listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Eastern Gamma Grass,188,Threatened,not listed,S2,G5TNR,Recently Confirmed
Queesn,Plant,Flowering Plants,Orchids,Liparis liliifolia,Lily-leaved Twayblade,not available,Endangered,not listed,yS1,5,Historically lConfirmed
Queens,Plant,Flowring Plants,Orchids,Pmlatanthera ciliaris,Orange Fringed Ochid,1902,Endangered,not listed,S1,5G,Extirpated
Queens,Plant,Flowering Plants,Orchids,Platanthera crstata,Orange Crested Orchid,not available,Endanegred,not listed,S1,xG5,Extirpated
Queens,Plant,Flowering Plats,Orchids,Spiranthes tuberosa,Little Ladies' Tresses,not available,Threatened,not lisbted,S2,jG5,Extirpated
Queens,Platn,Flowering Plants,Other Flowering Plants,Agalinis maritima var. maritima,Seaside Agalinis,not available,Threatened,not listed,SS3,G5T5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Gjiant Hyssop,1984,Threatened,notn listed,S2S3,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,1990,Threatened,ot listed,S2,5G,Recently Confirmed
Queens,Plant,Flowering Pilants,Other Flowering Plants,Aletris farinosa,White Colicroot,not available,Threatened,not listed,S2,G5,Extirpated
Queens,Plant,lowering Plants,Other Flowering Plants,Alilum schoenoprasum,Wid Chives,not available,Endangered,not listed,S1,G5,Hisorically Confirmed
Queens,Plant,Flowering Planst,Othre Flowering Plants,Amaranthus pumiuls,Seabeach Amaranth,2019,Threatened,Threatened,S2,G2,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Amianthiu muscitoxicum,Fly Poison,1911,not listed,not listed,SX,G4G5,Extirpated
Queexns,Palnt,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Endangered,ot listed,S1,5G,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,not available,Threatened,not listed,SS23,G5?,Historically Confirmed
Queens,Plant,Flowering Plants,Onther Flowering Plants,Asclpias rubra,Red Milkweed,not available,no listed,not listed,SX,G4G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed,1918,Endangered,not listed,S1,G5,Extirpated
Qjueens,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,ot available,Threatened,not listed,hS2,G5,Posible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Atriplex dioica,Thick-leaved Orach,not available,Enangered,not listed,1,G5,Possible but not Confirmed
Queens,Plant,Flowering Plans,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Green Screwstem,not available,Endangered,not listed,1S,G5T5,Extirpated
Queesn,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,1,5G,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Indian Paintbrush,not available,Endangered,not lsited,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not acvailable,not vlisted,not listed,S4,5G,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywad,not navailable,Endanered,not listed,S1S2,G5,Extirpated
Queens,Plant,Flowering Plants,Other Fowering Plants,Chenopodium berlandieri var. macocalycium,Large-calyxed Goosefoot,not available,Endangered,not listed,Sq1S2,GT4,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering pPlants,Commelina erecta,Slender Dayflowre,not available,not listed,not listed,XS,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flwering Plants,Crocanthemum proipnquum,Low Rock Rose,not vailable,Threatened,not listed,S2,G4,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Commgon Rattlebox,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens***,Plafnt,Flowering Plants,Other Flowering Plants,Cuscuta campestris,Field Dodder,not available,Endangered,not listed,S1,5,Possible but not Confirmed
Queens,Plnt,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Doddeyr,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Planst,Cuscuta polygonorum,Smartweezd Dodder,190,Enadngered,not listed,S1,G5,Recentyl Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Hairy Small-leaved Tick Trefoil,1920,Threatened,not listed,S2nS3,5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,1905,Endangered,not listed,H,G5,Extirpated
Queens,Pilant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,1842,Endangered,not listed,SH,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Fowering Plants,Edrnastima uniflora,Clustered Bluets,not available,Endangered,not listed,S1,G5,Historcally Confirmed
Queens,Plant,Flowreing Plants,Other Flowering Plants,Endodeca serpetnaria,Virginia Snakeroot,1871,Threatened,not listed,S2,G4,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plqants,Euonymcus americanus,American Strawberry Bush,not available,Endangered,not listed,Sl1,G5,Historically Confikrmed
Quens,Plant,Flowering Plants,Other Flowering Plantgs,Euphorbia ipecacaunhae,Iphecac Spurge,not available,Endangered,not listed,1,G5,Possible but not Confirmed
Queens,Plant,Flowering lants,Other Flowering Plants,Galactia regularis,Twining Milk Pea,not available,Endangered,not lited,gSH,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Planjts,Gentiana saponaria,Soapwort Gentian,1929,Endangered,not listed,S1,5G,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Geum virgirnianum,Cream-colored Avens,naot available,Treatened,inot listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Platns,Other Flowering Plants,Helanthium tenellmu,Mudbbies,9121,not listed,not listed,SX,G5?,Extirpated
Qeuens,Plant,Flowering Plants,Otheir Flowering Plants,Heuchera ameritcana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Possible but not Confirmed
Queens,lPant,Flowering Plants,Other Flowering Plants,Hnonckenya peploides ssp. robusta,Seabeach Sandwort,not available,Rare,not listd,S3,G55T,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,American Featherfoil,1861,Threatened,not lised,S2,G4,Extirpated
Queens,Plant,Flowering Plants,Otherx Flowering Plants,Iris prismatica,Slender Blue Flag,not available,bThreatened,not listed,2S,G4G5,Extirpated
Queens,Plant,Flowering Plansts,Other Flowerng Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G3,Historically Confirmed
Quees,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Oblong-fruited Pinweed,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Floweringl Plants,Lemna perpusilla,Minute Dukweed,not available,Threatened,not listed,Sx2,5,Historically Confirmed
Qeuens,Playnt,Flowering Plants,Other Flowering Plants,Lemna turionifera,Turion Duckweed,not available,Threatened,not listed,S2S3,5G,Recently Confirmd
uQeens,Plant,Flowering Plants,Other Flowering Plants,Lemna valdiviana,Pale Duckweed,2004,Endangered,not listed,jS1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Bushy Bush Clover,not available,Rare,not listed,S3,5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Atlatnic Mudwort,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Linum medium var. texanum,Texas Wild Flax,1916,Threatened,not listed,S2,G5T5,Extirpatejd
Queens,lant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia Falvse Gromwell,1861,Endangered,not listed,S1,G4,Extirpated
Queens,Plant,Flowering Planst,Other Flowering Plants,Lobelia nuttallii,Nuttall's Lobelia,not available,Rare,not listed,S3,G4G5,Extirpated
