ID,Zip_Code,Tenant_Age,Tenant_Gender,Tenant_Race,Hispanic_Y_N,Month_s__Covered,Verified_Monthly_Income,F__in_house__hold,Amount_Paid,Date_Paid,Council_District,ObjectId
87,40203,19,Female,African American,Non-Hispanic,Dep and August rent,0,2,718.8,8/26/2021,4,544
88,40203,22,Female,African American,Non-Hispanic,Dep and August and September rent,0,3,191.67,8/26/2021,6,545
290,40214,62,Female,White,Non-Hispanic,"dep, 1/2 Aug, Sept and 1/2 Oct",1084,1,2700,8/24/2021,3,546
86,40203,60,Male,African American,Non-Hispanic,"Security, August and Sept rent",0,1,368.33,8/24/2021,4,547
84,40258,62,Female,African American,Non-Hispanic,Dep / Sept,0,1,1036.29,8/23/2021,12,548
81,40214,53,Female,White,Non-Hispanic,Dep / Sept / Oct,0,2,1749,8/23/2021,12,549
85,40215,53,Female,African American,Non-Hispanic,Dep / Sept / Oct,0,2,3600,8/23/2021,15,550
82,40210,49,Male,White,Non-Hispanic,August Deposit,0,2,100,8/23/2021,6,551
573,40208,32,Female,African American,Non-Hispanic,"dep, 1/2 Aug, Sept and 1/2 Oct",30552,8,4500,8/23/2021,6,552
260,40204,58,Female,White,Non-Hispanic,"dep, sept/oct",800,1,1950,8/23/2021,21,553
357,40208,35,Female,African American,Non-Hispanic,december / january,2600,4,3070,8/21/2021,6,554
401,40203,72,Female,White,Non-Hispanic,"dep, 1/2 Aug, Sept and 1/2 Oct",9456,1,612,8/18/2021,6,555
80,40211,35,Female,Mixed Race,Non-Hispanic,Dep / Sept / Oct,0,6,2550,8/16/2021,1,556
79,40272,60,Female,African American,Non-Hispanic,Dep / Aug,0,3,2400,8/16/2021,14,557
73,40216,21,Female,Mixed Race,Non-Hispanic,PR August,0,3,880.65,8/13/2021,1,558
77,40212,33,Female,Mixed Race,Non-Hispanic,Deposit / Aug / Sept,0,3,2280,8/13/2021,25,559
349,40216,27,Female,African American,Non-Hispanic,Dbl Dep/July PR,2429,3,2429,7/28/2021,1,560
286,40215,43,Female,African American,Non-Hispanic,Dep,1012,1,1012,7/28/2021,3,561
402,40223,61,Male,African American,Non-Hispanic,dep/sept/oct,9528,1,684,10/25/2021,4,562
318,40212,26,Female,African American,Non-Hispanic,Dep,1650,4,1650,7/28/2021,5,563
9,40220,51,Female,Others,Non-Hispanic,october,1583,2,950,10/20/2021,11,564
212,40203,18,Female,African American,Non-Hispanic,Deposit July,100,2,100,7/28/2021,4,565
103,40215,44,Female,White,Non-Hispanic,deposit / august,0,1,450,10/18/2021,3,566
240,40291,31,Female,African American,Non-Hispanic,July Deposit and Rent,684.2,2,684.2,7/28/2021,24,567
228,40210,35,Female,African American,Non-Hispanic,July Deposit and Rent,425.33,8,425.33,7/26/2021,6,568
220,40204,18,Female,African American,Non-Hispanic,Dep/July/Aug,166.48,2,166.48,7/26/2021,6,569
215,40228,18,Female,African American,Non-Hispanic,July Deposit,100,2,100,7/26/2021,2,570
226,40228,33,Female,African American,Non-Hispanic,Deposit,350,3,350,7/22/2021,2,571
313,40216,58,Male,African American,Non-Hispanic,Dep/July/Aug,1581.5,1,1581.5,7/21/2021,3,572
217,40210,43,Female,African American,Non-Hispanic,July Deposit and Rent,103.67,3,103.67,7/21/2021,6,573
216,40210,36,Female,African American,Non-Hispanic,July Deposit,100,2,100,7/20/2021,6,574
231,40203,30,Female,African American,Non-Hispanic,July rent and Deposit and August rent,516,6,516,7/20/2021,4,575
298,40219,55,Female,African American,Non-Hispanic,Dep/July,1250,1,1250,7/20/2021,2,576
345,40210,44,Female,African American,Non-Hispanic,"Deposit, July and Aug rent",2400,3,2400,7/19/2021,5,577
244,40229,25,Female,White,Non-Hispanic,Sec Dep,750,2,750,7/19/2021,24,578
374,40222,34,Male,African American,Non-Hispanic,Dep,3200,5,3200,7/19/2021,7,579
239,40212,58,Female,White,Non-Hispanic,Dep/July/Aug,675,1,675,7/16/2021,5,580
222,40203,25,Female,African American,Non-Hispanic,"July deposit and rent, August rent",195.07,4,195.07,7/16/2021,4,581
229,40203,62,Male,African American,Non-Hispanic,Dep/July,486,1,486,7/16/2021,4,582
214,40204,22,Female,African American,Non-Hispanic,July Deposit,100,2,100,7/16/2021,6,583
380,40213,33,Female,White,Non-Hispanic,Dep/July/Aug,3350,2,3350,7/16/2021,21,584
363,40212,33,Female,African American,Non-Hispanic,Dep/July/Aug,2777.42,4,2777.42,7/14/2021,5,585
355,40212,33,Female,African American,Hispanic,June,2600,3,2600,7/14/2021,5,586
316,40203,35,Female,White,Non-Hispanic,Dep/July/Aug,1612.9,3,1612.9,7/14/2021,6,587
297,40211,35,Female,African American,Non-Hispanic,Deposit and July Rent,1225,3,1225,7/12/2021,6,588
269,40213,23,Female,African American,Non-Hispanic,Sec dep and July rent,831.4,1,831.4,7/12/2021,21,589
362,40258,57,Female,White,Non-Hispanic,Dep/July/Aug,2775,4,2775,7/8/2021,1,590
221,40210,69,Male,African American,Non-Hispanic,July Deposit and Rent,191,1,191,7/8/2021,6,591
213,40210,33,Female,African American,Non-Hispanic,July Deposit ,100,1,100,7/8/2021,6,592
218,40203,23,Female,African American,Non-Hispanic,July Deposit and Rent and August Rent,109,2,109,7/8/2021,4,593
287,40214,45,Male,White,Non-Hispanic,Dep/June Pro-rate/July,1033,1,1033,7/8/2021,21,594
245,40211,63,Female,African American,Non-Hispanic,Dep/Nov,760,1,521,12/13/2022,5,595
336,40208,30,Male,African American,Non-Hispanic,Dep/Jan/Feb,2100,3,2200,12/20/2021,6,596
108,40203,45,Female,African American,Non-Hispanic,Deposit and Set and Oct rent,0,1,352.07,10/18/2021,6,597
265,40203,66,Male,White,Non-Hispanic,Deposit,814,1,746,10/18/2021,4,598
484,40206,58,Female,African American,Non-Hispanic,deposit / november / december,16030,1,2100,10/18/2021,4,599
140,40220,23,Female,African American,Non-Hispanic,deposit / october,0,2,1186.42,10/18/2021,26,600
16,40212,33,Female,African American,Non-Hispanic,deposit / october prorate / november,2083,3,1314.84,10/18/2021,5,601
330,40211,37,Female,Others,Non-Hispanic,deposit / prorate october / november,2000,1,1316,10/15/2021,5,602
54,40212,24,Male,African American,Non-Hispanic,deposit / october,,1,1300,10/15/2021,5,603
24,40215,33,Female,African American,Non-Hispanic,deposit / september / october,,5,2307.23,10/15/2021,3,604
234,40212,33,Female,African American,Non-Hispanic,deposit,600,3,1540,10/15/2021,5,605
7,40203,23,Male,African American,Non-Hispanic,deposit / aug rent,1333,1,1300,10/15/2021,6,606
105,40211,53,Female,White,Non-Hispanic,deposit and october rent,0,1,1800,10/14/2021,1,607
371,40215,61,Female,White,Non-Hispanic,"dep/1/2 aug, sept/1/2oct",3084,1,1950,10/14/2021,15,608
14,40272,33,Female,African American,Non-Hispanic,deposit,1917,6,928,10/13/2021,14,609
321,40211,64,Male,Mixed Race,Non-Hispanic,deposit / october / november,1713,1,2520,10/13/2021,5,610
278,40211,69,Male,Mixed Race,Non-Hispanic,deposit / october / november,1000,1,2070,10/13/2021,4,611
272,40202,31,Male,African American,Non-Hispanic,deposit / october / november,913,1,2417,10/13/2021,4,612
53,40216,51,Female,African American,Non-Hispanic,deposit / october / november,,4,1109,10/11/2021,1,613
271,40212,41,Female,African American,Non-Hispanic,deposit,900,1,750,10/11/2021,5,614
385,40214,34,Female,African American,Non-Hispanic,deposit / october,4500,1,2800,10/11/2021,21,615
274,40208,52,Male,African American,Non-Hispanic,deposit / sept rent,920,1,1405,10/11/2021,6,616
104,40203,58,Female,White,Non-Hispanic,deposit / september / october,0,1,334.17,10/11/2021,4,617
28,40203,27,Male,White,Non-Hispanic,deposit / october,,1,1140,10/11/2021,4,618
101,40203,34,Female,African American,Non-Hispanic,deposit / october / november,0,1,862.67,10/11/2021,4,619
32,40219,19,Female,African American,Non-Hispanic,deposit / october,,2,1582,10/11/2021,2,620
223,40219,29,Female,African American,Non-Hispanic,deposit,200,3,950,10/11/2021,24,621
100,40242,40,Female,White,Non-Hispanic,deposit / october / november,0,1,250,10/11/2021,19,622
102,40215,20,Female,African American,Non-Hispanic,deposit / october,0,1,600,10/11/2021,15,623
502,40212,46,Female,African American,Non-Hispanic,dep/october,19056,2,900,10/8/2021,5,624
99,40210,26,Female,African American,Non-Hispanic,Oct deposit and rent,0,1,107.2,10/8/2021,6,625
41,40272,33,Male,African American,Non-Hispanic,deposit / october,,2,1350,10/7/2021,14,626
4,40210,36,Male,White,Non-Hispanic,deposit / october,1165.25,3,344,10/7/2021,6,627
21,40210,44,Female,African American,Non-Hispanic,deposit / october,,1,117.87,10/7/2021,6,628
249,40210,20,Female,African American,Non-Hispanic,deposit / october,794,2,139.5,10/7/2021,6,629
