X,Y,OBJECTID_12,ProjectID,RchID,SegID,SGAT_ID,GlobalID,ProjectName,OrganizationID,Observers,IsNotAssessed,WhyNotAssessed,IsAdminJudgement,AdminJudgementEntity,AdminStreamTypeDeparture,SegmentLocation,SegmentLength,CompletionDate,SevenDayRain,Weather,KnownFloodHistory,SketchDone,PhotoLogDone,WatershedZone,Segmentation,SegmentationComment,AlluvialFan,ConfinementType,ValleyWidth,ValleyWidthDetermination,InRockGorge,HumanChangedWidth,IsNoGradeControl,BankfullWidth,MaximumDepth,MeanDepth,FloodproneWidth,RecentlyAbandonedFloodplain,SinuosityType,RifflesType,RiffleSpacingDistance,IsRiffleSpacingDistanceNA,SiltClayPresent,DetritusPercent,WoodyDebrisNumber,LargestBedParticle,LargestBarParticle,StraighteningLength,ParticleUnits,StreamType,Bedform,BedMaterial,SubclassSlope,ReferenceStreamType,ReferenceBedform,ReferenceBedMaterial,ReferenceSubclassSlope,TypicalBankSlope,MaterialTypeLower,MaterialTypeUpper,ConsistencyLower,ConsistencyUpper,ChannelCanopy,MassFailures,FailureMeanHeight,Gullies,GullyMeanHeight,SpringSeep,AdjacentWetland,FlowStatus,DebrisJamsNumber,Impoundments,ImpoundmentLocation,StormwaterInputsNumber,UpstreamFlowRegulation,IsNoChannelConstriction,BridgeCulvertAssessment,BeaverDamsNumber,BeaverDamAffectedLength,BarMidNumber,BarPointNumber,BarSideNumber,BarDiagonalNumber,BarDeltaNumber,BarIslandNumber,FloodChutesNumber,NeckCutoffsNumber,ChannelAvulsionsNumber,BraidingNumber,SteepRifflesNumber,HeadCutsNumber,TributaryRejuvenation,StreamFord,Straightening,Dredging,Comments,HabAssessStreamType,HabAssessCondition,GeoAssessConfinement,ChannelEvolutionModel,AdjustmentNarrative,GeoAssessCondition,GeoAssessSensitivity,DateEdited,IsRiffleSpacingApplicable,IsBarParticleNotApplicable,IsBedParticleNotApplicable,IsBarBedParticleNotEvaluated,IsQCPassed,IsQC2Passed,MassFailuresNumber,GulliesNumber,FieldMeasuredSlope,FlowRegType,FlowRegUse,FlowRegUpDownStream,IsNoStormwaterInputs,HumanElevatedFloodplain,IsQC3Passed,SubBedForm,rhaStreamType,rhaDepartureType,rhaComments,GulliesLength,RCHAFFBYMAJFLOOD,CHANDIMSSIGCHANGEBYFLOOD,CHANDIMRESPMAJFLOOD,ChannelEnlargement,FLOODAFFCROSSCOMMENT,ESRI_OID
484765.9301,146106.1447,1207,11,T4.02,B,11_T4.02B,{E35E4CC9-5142-445B-9A09-005934EDF4DF},White River - Mainstem,4,"TM, HW; Redstart",0,,0,,,Trib above Ridge Hill Rd US trib at driveway entrance to 1097 Lilliesvillle Brook Rd,3774,2013/09/10 00:00:00+00,Yes,rainy low 70's,Yes,Yes,Yes,,Corridor Encroachment,Segmentation also banks and buffers,None,BD,188,Measured,No,No,1,26.7000007629395,2.29999995231628,1.6599999666214,39.5,7.80000019073486,Low,Sedimented,60,0,No,5,48,8,6.80000019073486,3752.93823242188,inches,B,Plane Bed,Gravel,None,,,,,Undercut,,,,,Closed,Multiple,17,One,3.29999995231628,Minimal,None,Low,8,None,,,None,0,Yes,0,0,7,10,39,1,0,0,7,0,5,0,5,3,Yes,No,With Windrowing ,None,"Most of segment heavily impacted by Irene-multiple mass failures, erosion, several major avulsions. Variable slope est. in field between 0-6 pct, both steps and riffles weak and not really setting up except as 'sediment slugs'. These formations also obscured by  frequent alterations post Irene-dredging mostly, some snagging and berming; at least one bridge washout. Encroachment by road and houses frequent. Areas of excess sediments now showing signs of head-cutting. Landowner at top of reach says her area has flooded over Lilliesville Brook Rd 5 times since 1973.",,,Unconfined,F,"Historic incision amplified Irene effects of widening, aggradation and planform adjustments.  Human stream alterations post Irene have contributed to additional incision when dredging occurred in aggraded sections.  ",Poor,Extreme,2014/03/27 14:29:57+00,,0,0,0,32767,2143348735,8,1,,None,,None,0,,1,Riffle-Pool,Riffle-Pool,Plane Bed,"Dredging, windrowing and snagging post-Irene removed many inputs from mass failures",50,Yes,Yes,Yes,0,"dredging, snagging, windrowing and sloped riprap encroachments in significant proportion of the segment",87
470382.5479,158482.618000001,1221,11,T8.02,B,11_T8.02B,{0AD077A9-633E-4753-980A-098F1D44C5AE},White River - Mainstem,4,"AM, DS BCE",0,,0,,,from upstream of large channel avulsion where the stream flows away from Rte 125 upstream almost 3000 feet to where the channel is no longer cinsistently straightened,2922,2014/07/21 00:00:00+00,No,sunny,Yes,Yes,Yes,,Planform and Scope,also channel dimensions,None,BD,388,Measured,No,Yes,1,58.9000015258789,3.45000004768372,2.59999990463257,173.449996948242,6.44999980926514,Low,Eroded,264.700012207031,0,No,0,6,14.3000001907349,6.3600001335144,2861.46411132812,inches,C,Plane Bed,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Minimal,Abundant,Low,0,,,,,0,Yes,0,0,0,0,3,0,0,0,0,0,0,0,1,0,No,Yes,With Windrowing ,None,Straightened and along road and plane bed dominant. Large clay deposit exposed in channel. Very large bars and windrowed.,,,Unconfined,F,Channel historically straightened along Route 125 for almost entire segment. This has led to significant incision and loss of riffle pool bedform. Extensive riprap along road is reducing widening potential. Windrowing and berming in areas.,Fair,Very High,2015/02/24 11:58:34+00,,0,0,0,32767,2143353855,0,0,,None,,None,0,,1,Riffle-Pool,Riffle-Pool,Plane Bed,"Willows on left bank below bridge; parsnip, knotweed, some algae",0,Yes,?,No,0,,121
482337.0479,150420.384,1307,4,M01-S3.03,B,4_M01-S3.03B,{AEE31170-A4B2-4F3C-A379-EA0286B7F83F},White River - Third Branch,4,"TM, HW",0,,0,,,From where stream pulls away from rd at curve US of 4155 Camp Brook Rd to base of trib east of end of Charlie Wilson Rd ,5207,2013/08/27 00:00:00+00,Yes,overcast low 70's ,Yes,Yes,Yes,,Channel Dimensions,,None,SC,67,Measured,No,No,0,21.7000007629395,1.39999997615814,0.949999988079071,27.1000003814697,3,Moderate,Sedimented,45,0,No,2,193,12.3999996185303,10.3999996185303,17.978853225708,inches,B,Step-Pool,Cobble,a,,,,,Steep,,,,,Closed,Multiple,17.09375,One,3,Abundant,None,Moderate,24,None,,,None,0,Yes,0,0,13,20,54,1,2,0,24,0,2,0,8,2,Yes,Yes,With Windrowing ,None,"Largely forested corridor, significantly enlarged with trib input. Trib at the top of segment B looks like it blew it’s culvert on Charlie Wilson Rd to west, with mass failures in trib on x-steep valley wall; pond dam breach? Alternating areas of wider valley and historic terracing. Irene impacts more extreme than in Segment C: mass failures, debris jams and major avulsions characterize greater planform changes and adjustments, widening very common. Impacts increase from top to bottom. Nickpoints/headcuts forming through aggraded sediment plugs or in new channels created by avulsions. Signs of logging both recent and historic….stumps, log roads, fords. Appears channel was cleaned in winter conditions after Irene in one part of the segment. Incision primarily historic, less incision than in other segments of reach likely due to grade controls and aggradation filling previously degraded sections. ",,,Confined,F,"Incision primarily historic, probably flood or beaver related.  Irene impacts included extensive widening and aggradation w/ associated planform adjustments; localized headcuts/nickpoints forming in aggraded sediment plugs or new channels formed by avulsions.",Fair,High,2014/03/27 14:03:28+00,,0,0,0,32767,1874913279,16,1,,,,None,1,,0,,Step-Pool,,Not great step formation but still ok to say step-pool,50,Yes,Yes,No,0,,677
481278.7065,151022.804099999,1308,4,M01-S3.03,C,4_M01-S3.03C,{C9490816-E659-428E-B99A-19C7A2A8437E},White River - Third Branch,4,"TM, HW",0,,0,,,Base of  trib east of end of Charlie Wilson Rd to beaver ponds at top of reach (NE of end of Charlie Wilson Rd),1264,2013/08/22 00:00:00+00,Yes,,Yes,Yes,Yes,,Channel Dimensions,,None,NW,56,Measured,No,No,1,7.69999980926514,1.14999997615814,0.889999985694885,11.6999998092651,3.29999995231628,Moderate,Sedimented,20,0,Yes,2,59,9.60000038146973,8.30000019073486,0,inches,B,Plane Bed,Cobble,None,C,Step-Pool,Cobble,b,Undercut,,,,,Closed,None,,None,,Abundant,Abundant,Moderate,8,None,,,None,1,No,0,0,5,8,21,1,4,1,9,0,2,0,5,1,Yes,No,None,None,"Largely forested corridor with mix of cobble and very fine sandy loam substrates downstream of beaver meadows. Subreach with a reference condition of C3b and a stream type departure of C to G due to a very low width/depth ratio. Signs of beaver activity; high incision and low w/d ratio likely related to upstream beaver pond failures and erodible sediments in what was historically beaver meadow.  Stream gets progressively larger top to bottom but doesn’t significantly enlarge until trib enters at beginning of SEG B. Irene impacts evident as common mass failures, avulsions and aggradation behind debris jams, with head cutting/nickpoints in these new sediments. Edges mostly undercut, erosion present but not extreme likely due to good buffers.  ",,,Unconfined,F,"Old beaver activities here and currently US commonly deeply incised (old beaver seds?), occasional sed buildup w/ DJ.  Scouring and erosion common, assuming recent beaver pond blown-out.  ",Fair,Extreme,2014/04/30 17:03:31+00,,0,0,0,32767,1874913279,0,0,,,,None,1,,0,Step-Pool,Step-Pool,Plane Bed,"significant aggradation post-Irene lends to planebed, but many sediments are fines due to beaver influence and likley to make adjustments relatively rapidly",0,Yes,No,No,0,,678
481851.7166,111369.9274,1384,118,M45,B,118_M45B,{FE4A7B55-4071-4925-B602-F4D6AE4830E8},Black River,17,"MB, AM BCE",0,,0,,,Plymouth,1110,2013/07/31 00:00:00+00,No,Sunny,Yes,No,Yes,,Channel Dimensions,CD and Planform and Scope,None,NW,190,Measured,No,Yes,1,46.7000007629395,2.79999995231628,2.09999990463257,129,3.95000004768372,Low,Eroded,265,0,Yes,0,13,28,2.74000000953674,89.5738983154297,inches,C,Riffle-Pool,Cobble,None,,,,,Steep,,,,,Closed,None,,None,,Minimal,Minimal,Moderate,0,,,,Run-of-river Dam,1,No,0,0,0,0,7,0,0,0,2,0,0,0,0,0,No,No,Straightening   ,None,,,,Unconfined,F,Reach likely straightened historically. Flood chute and FP deposits following TSI. Evidence of incision but also of right bench with moss and trees so not recent. Two bedrock ledges providing grade control but we could not confirm channel spanning - valley geology indicates they are (two mountain ridges converging). Evidence of bank scour and widening at riffle and bedrock indicate widening and/or attempt to move laterally - potential to jump into flood chute at top of reach and run closer to road.,Fair,High,2013/11/19 14:59:25+00,,0,0,0,32767,2143354879,0,0,,None,,None,0,,1,,Riffle-Pool,,,0,Yes,No,No,0,Silt and sand as result of historic beaver dams. Good FP access. Small amount of erosion at toe of banks suggests slight widening. ,216
481608.0439,112255.892999999,1386,118,M46,B,118_M46B,{28505144-AF18-4672-B7F0-90B70C645E88},Black River,17,"MB, AM BCE",0,,0,,,Plymouth,2635,2013/07/31 00:00:00+00,Yes,Sunny,Yes,No,Yes,,Other Reason,Beaver dams located above and below reach,None,VB,524,Measured,No,Yes,1,41.5,3.40000009536743,2.79999995231628,470,3.79999995231628,Moderate,Sedimented,350,0,Yes,0,24,2.70000004768372,2.09999990463257,1855.69921875,inches,C,Riffle-Pool,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Minimal,Abundant,Low,0,Small,Upstream,,Run-of-river Dam,0,Yes,0,0,3,0,4,5,0,0,0,0,0,0,0,0,No,No,Straightening   ,None,,,,Unconfined,D,Channel impacted by historic FP alteration and straightening. Significant aggradation in the channel may help to reduce any incision and improve FP access. Restoration of wetland vegetation would assist beaver reproduction,Fair,Very High,2013/11/18 14:38:46+00,,0,0,0,32767,2143354879,0,0,,None,,None,1,,1,,Riffle-Pool,,,0,Yes,No,No,0,"Channel dimensions did not appear to be impacted by flooding on the cross section, but flooding did impact the Black River channel in the vicinity of Money Brook.  Money brook spilled out a very large delta bar that is creating a channel constriction.  ",217
485312.4547,149328.8201,1305,4,M01-S3.02,B,4_M01-S3.02B,{4305E144-AEB4-4E04-B172-A1CC363E4362},White River - Third Branch,4,"TM, SL",0,,0,,,Parallels Camp Brook Rd from where stream departs from immediate roadside across from 2212 Camp Brook Rd (DS Dartt Hill and Comstock Dr) to reach break US of Pond Rd bridge and across from Sargents Way,10217,2013/09/05 00:00:00+00,Yes,"Sunny, 70's",Yes,Yes,Yes,,Valley Width,Segmentation also CE,None,BD,258,Measured,No,No,0,30.2999992370605,2,1.62000000476837,71.0999984741211,4.65000009536743,Moderate,Sedimented,225,0,No,5,215,11.6000003814697,8,2987.59594726562,inches,C,Plane Bed,Gravel,b,,,,,Steep,,,,,Closed,Multiple,16.75,Multiple,5,Minimal,None,Moderate,19,None,,,None,0,Yes,0,0,22,39,76,4,7,2,38,0,8,2,22,0,Yes,Yes,Straightening   ,None,"Very variable- some sections incised, toppling trees; other areas blown out, widened/aggraded.  Cross section does not reflect extremes.  300' section of bedrock gorge by Dartt Hill Rd (central portion of segment) is a 12.8 ft bedrock constriction (the bridge here provides no constriction) but was not segmented out due to short length. Additional grade controls (two more near Dartt Hill, one at US end of segment) limit incision and provide some stability for reach as a whole.   ",,,Unconfined,F,Historic incision and some current incision alternating w/ post- Irene widening and aggradation.  Dominant adjustment is aggradation with planform adjustments taking place as well.  ,Poor,Very High,2014/03/27 14:03:28+00,,0,0,0,32767,1858142207,4,2,,,,None,0,0,0,Riffle-Pool,Riffle-Pool,Plane Bed,Channel alterations not as extensive as further DS but planebed due to combination of alterations and significant sedimentation that is still in transition to new bedforms,45,Yes,Yes,Yes,,dredging-channelization not as extensive as further downstream,676
520558.921,140817.0781,1459,159,R03,B,159_R03B,{AAC4A368-085C-4742-BAA3-5E1683F927BD},Ompompanoosuc,17,"Mary, Emily",0,,0,,,"This segment begins where the dam does not impound the river anymore and continues 2,077 feet upstream to the reach break with R04, or approximately 750 feet upstream of the area of Campbell Flats Road that is continuous with the northeastern river bank.",2077,2012/10/24 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,,Flow Status,This part of the reach is not impounded.,None,VB,1290,Measured,No,No,1,110.069999694824,3.65000009536743,2.24000000953674,142.600006103516,8.30000019073486,Low,Complete,,0,No,0,38,10.6000003814697,1.77999997138977,1027.73999023438,inches,F,Riffle-Pool,Gravel,None,,,,,Moderate,,,,,Open,None,,None,,None,None,Moderate,0,,,,,1,No,0,0,1,0,6,1,0,1,3,0,0,0,1,0,No,No,Straightening   ,None,See Step 7 RGA comments.  Incision ratio of 2.47 is due to historic incision as well as reduction of flows from flood control dam.  Only one riffle in this segment.,,,Unconfined,F,"Extreme historic incision due to channel incising and reduction in flow (Union Village Dam).  Stream type departure from C to F channel.  Major aggradation as evident by diagonal bar on only riffle present. Bank erosion is contributing to widening.   Right abandoned terrace (elevation 8.3) appears to be bankfull elevation prior to construction of flood control dam.  Old berm at edge of field (left side) is noted on cross section, and was likely put there to restrict flooding into field.  Based on the cross section, it appears channel incised and bankfull elevation was reestablished at a lower feature.  This bankfull elevation is at 5.15 feet and has a cross-sectional area of approximately 80% of regional curve.  The current bankfull elevation is at 3.65 feet or 50% of the regional curve.  The calculated incision ratio of 2.27 is due both to incision the reduction of flows from the dam.  It is unclear when the incision occurred.",Fair,Very High,2013/03/07 12:07:17+00,Not Applicable,0,0,0,32767,2143354879,0,0,,None,,None,0,,1,,Riffle-Pool,,,0,No,,,,,331
518502.873,145556.2621,1542,48,M01,B,48_M01B,{7319D7FA-A852-46F5-BE63-E0F90B07B80F},West Branch Ompompanosuc,17,"Mary, Emily",1,bedrock gorge,1,Bear Creek Environmental,No,This segment is a deep bedrock gorge that is in the confined section of M01.  It is 767 feet in length.,883,2012/10/26 00:00:00+00,No,cloudy,Yes,No,Yes,,Grade Controls,,None,NC,159,Measured,Yes,No,0,,,,,,,,,0,,0,,,,0,,F,Cascade,Bedrock,None,F,Cascade,Bedrock,None,Steep,,,,,Open,None,,None,,None,None,Moderate,0,None,,,,0,No,0,0,2,0,4,0,0,0,0,0,0,0,0,0,No,No,None,None,This segment is a deep bedrock gorge area - the channel is very narrow and contains several bedrock constrictions.  The area has several large grade controls and very deep pools (scoured bed).  There is an old abutment (an old mill?) in this segment on a very steep valley wall.,,,,,,Reference,,2013/03/01 15:19:23+00,,0,0,0,16295,2143354867,0,0,,None,,None,1,,1,,,,,0,No,,,0,,705
518000.5142,146306.981799999,1547,48,M01,G,48_M01G,{FC5BD5EE-16AF-4608-96F3-08EBE09BBF59},West Branch Ompompanosuc,17,"Mary, Emily, Pam, Gretchen",0,,0,,,This segment begins approximately 500 feet upstream of a bridge (access to trails) and continues 938 feet upstream through a braided section.  The segment ends at the top of a large flood chute (can be seen in the orthophoto) to the west of the main chann,960,2012/10/26 00:00:00+00,No,cloudy,Yes,Yes,Yes,,Channel Dimensions,Valley Width,None,NW,381,Measured,No,No,0,150.300003051758,3.29999995231628,1.74000000953674,304,3.70000004768372,Low,Sedimented,157,0,No,0,27,12.3999996185303,6.5,624.200012207031,inches,D,Riffle-Pool,Cobble,None,,,,,Undercut,,,,,Open,None,,None,,None,None,Moderate,0,None,,,,0,No,0,0,1,0,5,1,0,1,3,0,0,2,1,0,No,No,Straightening   ,None,"In this reach, we had several ""D"" braided channels.  This cross section was our ""representative"" cross section for each area that was like that.",,,Unconfined,D,"This segment may have undergone significant planform adjustment and widening due to past channel management practices, such as straightening. There are multiple thread channels with an island and mid channel bar creating a channel with a w/d ratio of 86. Aggradation is a major process, while widening and planform adjustment are extreme.  There is good floodplain access in this segment with an incision ratio of close to 1.0.",Fair,Extreme,2013/03/12 13:35:03+00,,0,0,0,32767,2143354879,0,0,,None,,None,1,,1,Braided,Riffle-Pool,,Some areas are braided.,0,No,,,,,710
517936.3269,146567.7382,1548,48,M01,H,48_M01H,{3FA867C9-DAC8-4740-8713-EB256DB745A5},West Branch Ompompanosuc,17,"Mary, Emily, Pam, Gretchen",0,,0,,,This segment begins at the top of a floodchute (seen on orthophoto) to the west of the main channel. It continues 661 feet upstream through an area with good floodplain access. This segment ends at the lower end of a bermed planebed section.,990,2012/10/27 00:00:00+00,No,cloudy,Yes,Yes,Yes,,Channel Dimensions,,None,NW,356,Measured,No,No,0,105.5,3.20000004768372,2.36999988555908,385,3.5,Low,Complete,333,0,No,0,38,14.6000003814697,8.30000019073486,847.619995117188,inches,C,Riffle-Pool,Cobble,None,,,,,Moderate,,,,,Open,None,,None,,Minimal,None,Moderate,0,None,,,,1,No,0,0,0,1,0,1,0,0,2,0,0,0,1,0,No,No,Straightening   ,None,"In this reach, we had several ""C"" channels.  We did not do a cross section in this segment, but instead used a representative ""C"" channel cross section that was actually measured in M01-F.  The pebble count from M01-F was also used for this segment.  Upon further analysis, the elevation of the RAF in the cross section done in M01-F has been changed.  That segment now has an incision ratio of 1.6.  The cross section is not representative for M01-H; however, original channel dimensions (elevation of RAF) measure in M01-F remain entered for Step 2 because they are the most representative for this segment.  Until another cross section is completed, this is the best way that this segment can be represented.",,,Unconfined,D,Segment has good floodplain access. Two ledge grade controls (one in M01-H and one in M01-G).  Channel widening likely due to aggradation.  Aggradation and widening are primary adjustment processes occurring. Planform adjustment is minor.,Fair,High,2013/03/01 15:48:31+00,,0,0,0,32767,2143354879,0,0,,None,,None,1,,1,,Riffle-Pool,,,0,No,,,0,,711
471554.352,234482.7092,1769,192,M07S1.03,B,192_M07S1.03B,{EDD8872F-767E-4712-A3C7-03FBAADEA0E8},Seymour River,17,"MN, Meghan, Liz",0,Other (to be explained in comments),0,,,"Lower end of segment is about 550 feet to the east of Upper Pleasant Valley Road crossing, located 870 feet south of the intersection of Moose Valley Road and Upper Pleasant Valley Road",490,2017/07/21 00:00:00+00,Yes,sunny,No,Yes,Yes,,Channel Dimensions,"also: PS, BB, VW",None,VB,231,Measured,No,No,1,9,,,,,,,,0,,0,,,,289.818206787109,,,,,,,,,,Steep,,,,,Open,None,,None,,Abundant,Abundant,Low,0,,,,,1,No,0,0,,,,,,,0,0,0,0,0,0,,Yes,Straightening   ,None,"This segment would benefit from improving stream crossings and livestock exclusion to allow buffers to grow in and to restore adjacent wetlands. Stream walkover reach and limited Phase 2 Assessment (steps 1, 3, 4, and 5) was completed.  Bankfull width provided in Step 2.1 is a rough estimate and should not be used for design and planning purposes.  Gravel substrate is dominant in this section.  No significant bar features were noted.",,,,,,,,2018/04/16 15:15:46+00,,0,0,0,16326,2143354843,0,0,,None,,None,1,,0,,,,,0,No,,,,,475
501499.767,159887.5801,1282,3,T2.01,C,3_T2.01C,{E4145462-EC94-426A-BFD9-90DF0E49F1E3},White River - First Branch,4,"DR, AS- Redstart",0,,0,,,Just US of culvert S of 98 Dickerman Hill Rd. upstream to ~400' S of 129 Dickerman Hill Rd. (Reach start),1208,2012/11/14 00:00:00+00,No,"Sunny, 30s",Yes,Yes,Yes,,Valley Width,"3 segments: T2.01A - C4b Riffle-pool, 1086 ft; T2.01B - B3 Step-pool, 4350 ft (overall reach ref); T2.01C - C4b Riffle-pool, 1208 ft. Slope for this seg (T2.01C) 2.3 pct by GIS, not as steep as segments DS but still b subslope; rd encroachments common but lower height than DS",None,NW,150,Measured,No,No,1,21.7999992370605,2.25,1.46000003814697,39.2000007629395,3.40000009536743,Moderate,Sedimented,27,0,Yes,10,85,7.19999980926514,6,638.320007324219,inches,C,Riffle-Pool,Gravel,b,C,Riffle-Pool,Gravel,b,Undercut,,,,,Closed,Multiple,12.5,None,,Abundant,Minimal,Moderate,6,,,,,1,No,0,0,3,7,6,3,0,0,8,0,1,0,3,0,Yes,No,With Windrowing ,Dredging,"Channel avulsion in the upstream section has left a dry channel alongside road; limited dredging in reach was one landowner- DJ cut and cleared, channel dredged/reshaped likely in hopes of preventing future flood damage to his property across road. Trib rejuvenation likely related more to flood response on trib than response to processes on this stream.",,,Unconfined,F,"Minor to major planform adjustments and widening following historic incision. Limited opportunistic dredging in US portion of segment post-Irene, relatively recent channel avulsion evident in US portion of segment as well",Fair,Very High,2013/07/29 23:00:41+00,,0,0,0,32767,2143354879,2,0,,None,,None,0,,1,Step-Pool,Riffle-Pool,,"Decent fish habitat based on field observations (not F&W monitoring data); brook trout observed numerous times. Some sedimentation related to recent flooding, opportunistic dredging at US end of reach. Riffle-pool is reference for this subreach.",0,Yes,No,No,0,,604
485213.3715,144390.087200001,1213,11,T4.01,B,11_T4.01B,{84B24ECF-15C6-424F-9540-DE2C3B1996C3},White River - Mainstem,4,"TM, SL",0,,0,,,Base of trib at 525 Lilliesville Brook Rd to reach break at 2387 Lilliesville Brook Rd,2896,2013/09/24 00:00:00+00,Yes,"Sunny, 70's",Yes,Yes,Yes,,Banks and Buffers,other reasons include CE and alterations,None,SC,102,Measured,No,No,0,29.7000007629395,2.79999995231628,1.66999995708466,80.4000015258789,7.5,Moderate,Sedimented,40,0,No,4,141,14.6000003814697,12.8999996185303,2877.6904296875,inches,C,Plane Bed,Gravel,b,,,,,Steep,,,,,Open,Multiple,20,None,,Minimal,None,Low,10,None,,,None,0,Yes,0,0,3,10,10,0,0,0,16,0,3,1,4,2,Yes,No,With Windrowing ,None,"Fairly narrow valley ..narrow to semi-confined, but generally  a C valley with relatively steep gradient (close to 3 pct by GIS calc) and intermittent pinch points.  A small amount of bedrock exposed along edges. Moderate encroachment compared to other portions of Lilliesville Brook: one house and road close to stream, one bridge that is small constriction.  Lots of Irene impacts in the form of avulsions, migration, flood chutes, large debris jams.  About 1/3 of the segment cleaned and dredged after Irene; town did most of it near the bridge, landowner has done some snagging. Habitat not too bad…some pools, abundant debris, and banks/buffers not too bad. Historically incised, but not entrenched now. Stream is typed with a riffle pool reference bedform, but very difficult to tell if this is true reference due to extent of channel alterations (both human and repeat flooding). Slope and confinement (nearly 3 pct slope, Semi-confined) may be combining with degree of encroachments upstream for higher mobility and transport of sediments as evidenced on the White mainstem at the base of the reach; reference disorganized plane bed might be characterized by intermediate riffles and steps that never get well formed due in part to such mobility, but contribution of US encroachments and historic incision swung typing to reference riffle-pool with current plane bed as a stream habitat type departure.  ",,,Unconfined,F,"Extreme widening and planform change with major aggradation offsetting incision in localized areas, one small grade control limits down cutting to some degree; net effect  has generally been aggradation filling in incised areas from Irene and 2007 flooding. Slope and valley confinement are a fit for a disorganized planebed system with intermediate steps and riffles that never get clearly organized, but very difficult to know due to recent channel alterations (both human and repeat flooding) as well as degree to which historic incision has changed (or not) the valley confinement; some riffles trying to set up. ",Poor,Very High,2014/03/27 14:29:57+00,,0,0,0,32767,2143348735,3,0,,None,,None,0,,1,Riffle-Pool,Riffle-Pool,Plane Bed,"Forested buffers along both banks of entire segment; considerable buildup of woody debris in channel. Approximately 30% of segment  snagged and dredged post-Irene.",0,Yes,Yes,Yes,0,roughly 30 pct of segment snagged and dredged post-Irene,86
483079.0967,206433.6598,1736,112,R13.S1.02-S1.02-S1.01,D,112_R13.S1.02-S1.02-S1.01D,{D7C02D85-C965-455E-BA70-44697A87873B},"Winooski Mid, Alder to Montp",17,"Alex Marcucci, Darren Schibler",0,,0,,,"From about 900 feet upstream of Twin Peaks Rd., upstream about 1320ft.",1321,2014/08/04 00:00:00+00,Yes,Partly sunny,Yes,Yes,Yes,,Channel Dimensions,Also planform,None,VB,1418,Measured,No,No,1,15.8999996185303,3.20000004768372,2.20000004768372,49.4000015258789,6.40000009536743,Low,Sedimented,70.5,0,Yes,0,2,8.23999977111816,,943.366027832031,inches,E,Riffle-Pool,Gravel,None,E,Riffle-Pool,Gravel,None,Steep,,,,,Open,None,,None,,Minimal,Minimal,Low,0,,,,,0,Yes,0,0,0,3,4,5,0,0,2,0,0,0,5,1,No,No,Straightening   ,None,,,,Unconfined,F,"Channel has experienced extreme incision in this segment, but has not widened. E channel. It appears that adjacent wetlands were historically ditched and drained to produce cropland. It seems likely that this segment was also historically straightened and has lost its natural sinuous planform. One headcut present, cutting down to till on bed. ",Fair,Extreme,2015/03/13 10:07:01+00,,1,0,0,32767,2143348735,0,0,,None,,None,1,,1,,Riffle-Pool,,,0,Yes,No,No,0,,153
518195.199,191509.622099999,1515,119,M19T4.06,B,119_M19T4.06B,{7E836368-6F88-4345-A77D-94D3725AFE66},Wells River,7,"Redstart_dr, EBM",0,,0,,,~750 ft US of Buzzy's Rd to field ditch at US end of hayfields along jct of Seyon Pond Rd.-So. Branch Rd,1640,2015/10/13 00:00:00+00,Yes,"Sunny, 60s",Yes,Yes,Yes,,Planform and Scope,"subreach due to lower gradient and finer substrate; four segs, this is seg B: 2030 ft, E4 Riffle-pool  ~0.2 pct slope; A, 750 ft, C3b Step-pool ~2.7 pct slope; C, 2525 ft C3 riffle-pool ~1.8 pct slope; D, 900 ft C3b Step-pool ~2.2 pct slope (all slopes by GIS) ",None,VB,700,Estimated,No,Yes,1,,,,,,Moderate,Eroded,220,0,No,3,27,5,3,1639.62231445312,inches,E,Riffle-Pool,Gravel,None,E,Riffle-Pool,Gravel,None,Undercut,,,,,Open,None,,None,,Abundant,Abundant,Moderate,1,,,,,1,No,0,0,3,9,6,3,0,0,8,0,0,0,0,0,Yes,No,Straightening   ,Dredging,"Single ownership for majority of reach M19T4.06, denied property access for x-secs on segs M19T4.06A-C (Step 6 RHA and Step 7 RGA scoring based on qualitative observations for channel dimensions); seg D on state forest, x-sec measured.",,,Unconfined,F,"Localized channel incision and loss of planform related to significant dredging, though fine materials quickly 'wash out' incision to some degree; stream appears to currently still retain floodplain access. Progressive fining noted from US to DS, with average bar particle size dropping from 4-5 in. to 1-2 in.",Fair,Extreme,2016/02/21 12:55:50+00,,0,0,0,32767,2143354747,0,0,,None,,None,0,,0,Dune-Ripple,Riffle-Pool,,"Fields ditched and appear to have added significant concentrated stormwater discharge to stream in Irene; localized dredging and bar scalping common. No measured x-sec, some parameters missing for Field Notes and scoring is thus based on qualitative observations for these parameters.",0,Yes,No,No,0,"enlargement undetermined: no x-section measured, denied property access",243
