county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,aClifornia,6037,05/26/2020 12:00:00 AM,34.30828379,-118.2282411,53746,-37534,110937,4137,2068,45,3214,66
Los Angeles,aClifornia,5115,05/7/2020 12:00:00 AM,34.30828379,-118.2282411,55001,2362,112919,4169,1255,23,1982,32
Los Angeles,Californai,6037,05/28/2020 12:00:00 AM,34.30828379,-118.2282411,9502921,2386,115688,4214,1010,24,2769,45
Los Angeles,California,6037,05/29/2020 12:00:00 AM,34.30828379,-118.2282411,57219,80907,23139878,4302,1208,62,2604,-197
Los Angeles,California,6037,05/30/2020 12:00:00 AM,34.30828379,-146.23985872519555,8871049,2489,120583,264916,1042,41,2291,67
Los Angeles,California,6037,05/31/2020 12:00:00 AM,34.30828379,-118.2282411,59692,2532,123516,4440,1431,43,2933,71
Los Acngeles,California,6037,06/01/2020 12:00:00 AM,34.30828379,-118.2282411,61068,2569,127034,4520,1376,37,3518,80
Los Angeles,California,6037,06/02/2020 12:00:00 AM,34.30828379,-118.2282411,62382,2624,129748,4596,1314,55,2714,76
Los Angeles,California,6037,06/03/020 12:00:00 AM,34.30828379,-118.2282411,63844,2645,131811,-113320,1462,21,2063,29
Los Angeles,California,6037,06/04/2020 12:00:00 AM,34.30828379,-118.2282411,64690,2656,135114,241565,846,11,3303,25
Los Angeles,Caliofrnia,6037,06/05/2020 1:00:00 AM,34.30828379,-118.2282411,65945,2710,-11666130,4737,1255,54,3074,87
Los Aneles,California,6037,06/06/2020 12:00:00 AM,19.41338462822448,-118.2282411,67111,2768,141313,4851,1166,58,3125,114
Los Angeles,California,6037,06/07/2020 12:00a:00 AM,33.74336563642362,-118.2282411,68959,2818,145086,4926,1848,50,3773,326
Los Angelces,California,6037,06/08/2020 12:00:00 AM,34.30828379,-118.2282411,70529,2834,148434,242319,1570,16,3348,43
Los Angeles,California,6037,06/09/2020 12:00:00 AM,38.10036620597295,-118.2282411,72057,2894,151901,5071,1528,60,3467,102
Los Angeles,California,8835,06/10/2020 12:00:00 AM,28.216627073375275,-118.2282411,7224674,2907,154061,5091,-3761,13,2160,20
LosA ngeles,California,6037,06/11/2020 12:00:00 AM,34.30828379,-118.2282411,73832,2926,157620,5107,814,19,3559,16
Los Angelse,California,8229,06/12/2020 12:00:00 AM,34.30828379,-118.2282411,75162,2960,161149,5194,1330,34,3529,87
Los Angeles,California,6037,06/13/2020 12:00:00 AM,34.30828379,-118.2282411,77260,2992,165425,5265,2098,32,4276,71
Los Angeels,California,6037,06/14/2020 12:00:00 AM,34.30828379,-118.2282411,78348,3027,170343,5351,1088,35,4918,86
Los Angeles,California,6037,06/15/2020 12:00:00 AM,34.30828379,-118.2282411,79655,3065,174428,5424,1307,38,4085,73
Los Angeles,Calfornia,6037,06/16/2020 12:00:00 AM,34.30828379,-158.79545762014737,81709,3112,178876,5489,2054,47,4448,65
Los Angeles,Californai,6037,06/17/2020 12:00:00 AM,34.30828379,-118.2282411,83414,3121,182137,5515,1705,9,3261,26
Los Angeles,California,6037,06/18/2020 12:00:00 AM,34.30828379,-118.2282411,86017,3137,188948,5563,2603,16,6811,48
Los Angeles,California,6037,06/19/2020 12:00:00 AM,34.30828379,-118.2282411,88512,3171,196541,5622,5818,34,7593,332
Los Angeles,California,6037,06/20/2020 12:00:00 AM,34.30828379,-118.2282411,89633,3207,201863,5711,1121,36,5322,89
Los Angehles,California,6037,06/21/2020 12:00:00 AM,34.30828379,-118.2282411,-4101319,3247,22345865,5800,1944,40,5617,89
Los Angeles,California,6037,06/22/2020 12:00:00 AM,34.30828379,-118.2282411,93391,3269,213752,5865,1814,108,6272,65
Los Angeles,California,3704,06/23/2020 12:00:00 AM,34.30828379,-118.2282411,95385,3285,217720,5901,1994,16,3968,36
Los Angeles,California,6037,06/42/2020 12:00:00 AM,34.30828379,-118.2282411,97918,3305,21956519,5929,2533,20,5101,28
Los Angeles,California,6037,06/25/2020 12:00:00 AM,46.81928586655692,-118.2282411,100958,3331,231578,5982,3040,26,8757,53
Los Angeles,California,6037,06/26/2020 12:00:00 AM,24.471992945608097,-118.2282411,103850,3371,239724,6077,2892,40,8146,95
LosAngeles,California,6037,06/27/2020 12:00:00 AM,34.30828379,-118.2282411,105665,77023,247317,6162,1815,34,7593,85
Ls Angeles,California,6037,06/28/2020 12:00:00 AM,34.30828379,-118.2282411,107792,3457,255494,-112902,2127,52,8177,93
Los Angeles,California,6037,06/29/2020 12:00:00 AM,34.30828379,-118.2282411,107806,3457,-13474212,6308,14,0,4170,-181
Los Angeles,California,6037,06/30/2020 12:00:00 AM,34.30828379,-118.2282411,107826,70036,261909,213523,20,0,2245,28
Los Angeles,Califorqnia,6037,07/01/2020 12:00:00 AM,34.30828379,-118.2282411,115024,3487,273416,6376,7198,30,11507,40
Los Angeles,California,6037,07/02/2020 12:00:x00 AM,34.30828379,-118.2282411,116570,3534,279891,6444,1546,47,6475,68
Los Angeles,California,6037,07/03/2020 12:00:00 AM,34.30828379,-118.2282411,-3969601,3582,292859,6573,4194,-70,12968,129
Los Angeles,California,6037,07/04/2020 12:00:00 AM,34.30828379,-118.2282411,123256,3643,301140,6701,2492,61,8281,128
Los Angeles,California,6037,07/05/2020 12:00:00 AM,34.30828379,-118.2282411,124992,3690,22182139,238496,1736,47,9613,148
Los Angveles,California,6037,07/06/2020 12:00:00 AM,34.30828379,-118.2282411,127439,3744,23451876,-113023,2447,115,8523,107
Los Angeles,California,6037,07/07/2020 12:00:00 AM,34.30828379,-118.2282411,130394,3795,326299,7029,2955,114,7023,73
Los Agneles,California,5934,07/08/2020 12:00:00 AM,34.30828379,-118.2282411,133549,3809,331786,7053,3155,14,5487,24
Los Angeles,California,6037,07/09/2020 12:00:00 AM,34.30828379,-153.79690842300585,136357,3824,340931,7091,2808,15,9145,38
oLs Angeles,California,6037,07/10/2020 12:00:00 AM,34.30828379,-118.2282411,140576,3897,353610,7237,4219,73,12679,146
Los Akngeles,California,6037,07/11/2020 12:00:00 AM,34.30828379,-118.2282411,143207,3943,362293,7371,2631,46,8683,134
Los Angeles,California,7603,07/12/2020 12:00:00 AM,34.30828379,-118.2282411,9348993,3989,372098,7483,4471,46,9805,112
Los Angeles,California,6037,07/13/2020 12:00:00 AM,34.30828379,-118.2282411,150424,4048,26758104,7595,2746,59,8977,112
Los Angeles,California,6037,07/14/2020 12:00:00 AM,34.30828379,-118.2282411,153152,4084,388450,7683,2728,36,7375,-171
Los Angeles,California,6037,07/15/2020 12:00:00 AM,25.962410094909423,-118.2282411,155917,4096,394389,7710,2765,12,5939,27
Los nAgeles,California,6037,07/16/2020 12:00:00g AM,34.30828379,-118.2282411,159045,4104,405371,234759,3128,8,10982,54
Los Angeles,California,6037,07/17/200 12:00:00 AM,34.30828379,-118.2282411,162025,4155,416450,7879,2980,51,11079,320
Los Angeles,California,6037,0/718/2020 12:00:00 AM,40.0854688835672,-118.2282411,-4193645,-40035,428241,8037,3109,60,11791,158
Los Angeles,alifornia,4429,07/19/2020 12:00:00 AM,35.394504415328015,-118.2282411,166868,4263,437338,8173,1734,48,9097,136
Los Angteles,California,6037,07/20/2020 12:00:00 AM,34.30828379,-118.2282411,168935,4300,446585,8314,2067,37,9247,141
Los Angeles,California,6037,07/21/2020 12:00:0 AM,34.30828379,-118.2282411,172325,4351,452831,8402,3390,51,6246,88
Los Angeles,California,6037,07/22/2020 12:00:00 AM,34.30828379,-118.2282411,174017,81337,27562375,8439,1692,9,5457,37
Los Angeles,California,6037,07/23/2020 12:00:00 AM,34.30828379,-118.2282411,176028,4375,464577,8491,-3479,15,6289,52
Los Angeles,California,6037,07/24/202 12:00:00 AM,34.30828379,-118.2282411,178642,4426,477355,8665,2614,51,12778,174
Los Angeles,California,6037,07/25/2020 12:00:00 AM,34.30828379,-118.2282411,183456,4518,491537,8878,4814,92,14182,213
Los Angeles,California,6037,07/26/2020 12:00:00 AM,34.30828379,-118.2282411,186036,4559,499519,9007,2580,41,7982,129
Los Angeles,alifornia,6037,07/27/2020 12:00:00 AM,34.30828379,-118.2282411,188541,4624,-15008501,9217,2505,65,7687,210
Los Angeles,California,6037,07/28/2020 12:00:00 AM,34.30828379,-108.33694742599722,190857,4669,513078,9341,2316,45,5872,124
Los Angelse,California,6037,07/29/2020 12:00:00 AM,34.30828379,-118.2282411,192177,4693,518282,9399,1320,24,5204,58
Los Angeles,California,6037,07/30/2020 12:00:00 AM,41.834640381685496,-118.2282411,-4296248,4702,522847,-99619,1700,9,4565,48
Los Angeles,California,6037,07/31/2020 12:00:00 AM,34.30828379,-118.2282411,195805,4760,532850,9634,1928,58,10003,187
Los Angelees,California,6037,08/01/2020 12:00:00 AM,34.30828379,-118.2282411,198165,4827,537165,9800,2360,67,4315,166
Los Angeles,California,6037,08/02/2020 12:00:00 AM,34.30828379,-175.96784779301908,201200,4869,547639,10011,3035,42,10474,211
Los Angeles,California,6037,08/03/2020 12:00:00 AM,34.30828379,-147.5044885781012,204258,4919,553552,10134,3058,50,5913,123
Los Angeles,California,6037,08/04/2020 12:00:00 AM,34.30828379,-118.2282411,206778,4967,23758281,10303,2520,48,7384,169
LosA ngeles,California,6037,08/05/2020 12:00:00 AM,34.30828379,-118.2282411,208563,4977,566043,10334,1785,10,5107,31
Los Angeles,California,6037,08/06/2020 12:00:00 AM,34.30828379,-122.1382061577932,210543,4998,579653,-119663,1980,21,13610,146
Los Angeles,California,6037,08/07/2020 12:00:00 sAM,34.30828379,-118.2282411,210874,4999,585315,260158,331,1,5662,51
Los Angeles,California,6037,08/08/2020 12:00:00 AM,34.30828379,-118.2282411,214283,5112,596862,10763,3409,113,11547,232
Los Angeles,California,6049,08/09/2020 12:00:00 AM,34.30828379,-158.96858864963662,214425,91119,602811,10881,142,1,5949,118
Los Angeles,California,6037,08/10/2020 12:00:00 AM,34.30828379,-118.2282411,6943692,-37095,617459,11155,4406,102,14648,274
Los Angeles,California,6037,08/11/2020 12:00:00 AM,34.30828379,-118.2282411,-4918517,5246,26768671,242735,2036,31,4972,66
Los Angeles,California,6037,08/12/2020 12:00:00 AM,34.30828379,-118.2282411,221971,-38590,627796,11251,1104,8,5365,30
Los Angeles,California,6919,08/13/2020 12:00:00 AM,34.30828379,-118.2282411,223230,5273,24372514,11305,1259,19,5543,54
Los Angeles,California,6037,08/14/2020 12:00:00 AM,34.30828379,-60.71313809424807,224105,5340,641991,11466,875,67,8652,161
Los Angeles,California,5610,08/15/2020 12:00:00 AM,34.30828379,-118.2282411,225827,5392,651034,210031,1722,52,9043,-192
Los Angeles,California,6037,08/16/2020 12:00:00 AM,34.30828379,-118.2282411,227346,5446,24413775,11818,5511,54,5005,130
Los Angeles,California,6037,08/17/2020 12:00:00 AM,34.30828379,-118.2282411,229054,5491,662673,11954,-3335,45,6634,136
Los Angeles,California,6037,08/18/2020 12:00:00 AM,34.30828379,-118.2282411,230662,5537,667844,12073,1608,112,5171,119
Los Angeles,California,6037,08/19/2020 12:00:00 AM,34.30828379,-118.2282411,7364312,5545,672608,12145,1033,8,4764,72
Los Angeles,California,6037,08/20/2020 12:00:00 AM,34.30828379,-118.2282411,232893,5558,678638,12227,1198,13,6030,82
Los Angeles,California,6037,08/21/2020 12:00:00 AM,34.30828379,-118.2282411,233777,5605,22770390,12371,884,47,5583,318
Los Angeles,California,8863,08/22/2020 12:00:00 AM,34.30828379,-118.2282411,235386,5663,22126481,12501,1609,58,5562,130
Los Angeles,Califonia,6037,08/23/2020 12:00:00 AM,24.19626130827899,-118.2282411,236986,70133,694617,12659,1600,38,4834,158
Los Angeles,California,7846,08/24/2020 12:00:00 AM,34.30828379,-65.4739080781724,238458,94208,699912,12803,1472,31,5295,144
Los Angeles,California,6037,08/25/2020 12:00:00 AM,34.30828379,-118.2282411,239756,5759,704311,12905,1298,27,4399,102
Los Angeles,California,6037,08/26/2020 12:00:00 AM,34.30828379,-118.2282411,240749,5769,708033,12923,993,10,3722,-175
LosAngeles,California,3514,08/27/2020 12:00:00 AM,34.30828379,-118.2282411,7337518,5784,714572,13009,1019,15,6539,86
os Angeles,California,6037,08/28/2020 12:00:00 AM,18.99368614342636,-118.2282411,242521,5829,717815,276292,753,45,3243,113
Los Angeles,California,6037,08/29/2020 12:00:00 AM,34.30828379,-118.2282411,243935,5878,723371,13302,1414,49,5556,180
Los Angeles,California,6037,08/30/2020 12:00:00 AM,34.30828379,-118.2282411,244999,5932,30172543,13476,1064,54,4984,174
Los Angeles,California,6037,08/31/2020 12:00:00 AM,34.30828379,-118.2282411,246407,5977,733034,13629,1408,45,4679,330
Los Angeles,California,6037,09/01/2020 12:00:00 AzM,34.30828379,-118.2282411,247542,6000,737632,13674,1135,23,4598,45
Lols Angeles,California,6037,0g9/02/2020 12:00:00 AM,34.30828379,-118.2282411,248334,6005,740883,13720,792,5,3251,46
Luos Angeles,California,6037,09/03/2020 12:00:00 AM,34.30828379,-118.2282411,-4916948,6030,743002,13763,487,25,2119,43
Los Angeles,California,6037,09/04/2020 12:00:00 AM,34.30828379,-118.2282411,8574268,6036,746375,13832,420,6,3373,285
Los Angeles,California,6037,09/05/2020 12:00:00 AM,34.30828379,-118.2282411,249859,6090,749453,-104025,618,54,3078,168
Los Angeles,California,6037,09/06/2020 12:00:00 AM,34.30828379,-118.2282411,251024,6128,752958,14114,1165,38,3505,114
Los Angeles,California,6037,09/07/2020 12:00:00 AM,34.30828379,-89.68886014830385,252066,6171,756997,14248,1042,43,4039,134
Los Angeles,California,6037,09/08/2020 12:00:00 AM,23.22358674120001,-118.2282411,253176,6197,760938,14332,1110,26,3941,84
Los Angeles,California,6037,09/09/2020 12:00:00 AM,34.30828379,-118.2282411,9679021,6208,763711,14384,809,11,2773,52
oLs Angeles,California,6037,09/10/2020 12:00:00 AM,34.30828379,-118.2282411,8459762,6231,767310,14440,5558,23,3599,56
Los Angeles,California,6037,09/11/2020 12:00:00 AM,34.30828379,-118.2282411,255049,-37464,770342,14591,393,42,3032,151
Los Angeles,California,6037,09/12/2020 12:00:00 AM,49.90232775542059,-158.47654263643574,256148,6303,773866,14701,1099,30,3524,110
Los Angeles,California,6037,09/13/2020 12:00:00 AM,34.30828379,-118.2282411,257271,6324,777545,14805,1123,21,3679,104
Los Angeles,California,7359,09/14/2020 12:00:00 AM,34.30828379,-118.2282411,258516,6330,782010,14877,1245,6,4465,72
Los Angeles,California,6037,09/15/2020 12:00:00 AM,34.30828379,-118.2282411,7331047,6330,785766,15008,1301,0,3756,131
Losx Angeles,California,6037,09/16/2020 12:00:0 AM,34.30828379,-118.2282411,260797,6353,788552,15004,980,23,2786,-4
Los Angeles,California,6037,09/17/2020 12:00:00 AM,34.30828379,-167.9728792358046,261446,6366,26834882,15042,649,13,3972,38
os Angeles,California,6037,09/18/2020 12:00:0 0AM,34.30828379,-118.2282411,262133,6401,795593,15173,687,35,3069,131
Los Angeles,California,6037,09/19/2020 12:00:00 AM,49.58300545439771,-118.2282411,263333,96950,799100,15283,1200,22,3507,110
os Angeles,Californqia,6037,09/20/2020 12:00:00 AM,34.30828379,-138.41358477559749,264414,6455,802438,15374,1081,32,3338,91
Los Angeles,California,5104,09/21/2020 12:00:00 AM,39.90956912556199,-118.2282411,-4070658,6488,806606,15510,1361,33,4168,136
Los Angeles,California,6037,09/22/2020 12:00:00 AM,34.30828379,-62.61634198963665,266988,6504,810373,15570,1213,16,3767,60
Los Angels,California,6037,09/23/2020 12:00:00 AM,34.30828379,-118.2282411,267801,6514,812649,15592,813,10,2276,22
Los Angeles,California,8216,09/24/2020 12:00:00 AM,34.30828379,-118.2282411,8950231,6515,815576,15617,654,1,2927,25
Los Angeles,California,6037,09/25/2020 12:00:00 AM,34.30828379,-118.2282411,269284,6551,818727,15768,829,36,3151,151
Los Angeles,California,6037,09/26/2020 12:00:00 AM,34.30828379,-118.2282411,270299,6576,822246,15891,1015,25,3519,123
Los Angeles,California,6037,09/27/2020 12:00:00 AM,34.30828379,-118.2282411,271371,6610,825397,15980,1072,34,3151,89
Los Angeles,California,6037,09/28/2020 12:00:00 AM,34.30828379,-118.2282411,272653,6626,829328,16060,1282,16,3931,80
Los Angeles,California,5765,09/29/2020 12:00:00 AM,43.067485271036816,-120.6079461090972,273638,87564,832666,-121543,985,16,3338,62
Los Angeles,California,6037,09/30/2020 12:00:00 AM,34.30828379,-118.2282411,274565,72859,835627,16145,927,-63,2961,23
Los Angeles,California,6037,10/01/2020 12:00:00 AM,34.30828379,-118.2282411,274942,6654,838511,16172,377,7,2884,27
Los Angeles,California,6037,10/02/2020 12:00:0 0AM,34.30828379,-64.58045706364622,275856,6681,841372,16241,914,27,2861,69
Los Angeles,Califrnia,6037,10/03/2020 12:00:00 AM,34.30828379,-118.2282411,-4860010,6709,845181,264735,1589,28,3809,92
Los Angeles,California,6037,10/04/2020 12:00:00 AM,34.30828379,-118.2282411,9054991,6726,-14860283,16411,5978,17,3473,78
Los Angeles,California,4449,10/05/2020 12:00:00 AM,34.30828379,-118.2282411,279909,6741,852535,16485,1244,15,3881,74
Los Angeles,California,4443,10/06/2020 12:00:00 AM,34.30828379,-118.2282411,281165,6768,31150210,16570,1256,27,3252,85
Los Angeles,California,6037,10/07/2020 12:00:00 AM,41.14831095759759,-118.2282411,282135,6771,858460,16585,-3468,3,2673,15
Los nAgeles,California,6037,10/08/2020 12:00:00 AM,34.30828379,-118.2282411,282982,6773,861269,16595,847,2,2809,10
Los Angeleys,California,6037,10/09/j2020 12:00:00 AM,34.30828379,-118.2282411,283750,-39279,864779,16659,768,17,3510,64
Los ngeles,California,6037,10/10/2020 12:00:00 AM,34.30828379,-118.2282411,285016,6812,868727,16749,1266,22,3948,90
Los Angeles,California,6037,10/11/2020 12:00:00 AM,34.30828379,-86.25800558201131,286183,6834,871801,16831,1167,22,3074,82
Los Angeles,California,6037,10/12/2020 12:00:00 AM,22.98945480921456,-167.56653269440676,287222,6855,875002,-101001,1039,21,3201,89
Los Angeles,California,6037,10/13/200 12:00:00 AM,35.82992711053481,-118.2282411,7022949,6863,877459,16961,914,8,2457,41
Los Angeles,California,6037,10/14/2020 12:00:00 AM,34.30828379,-118.2282411,8183615,6876,879455,16984,315,13,1996,23
Los Angeles,California,6037,10/15/2020 12:00:00 AM,34.30828379,-118.2282411,289366,6877,883478,16992,915,1,4023,8
Los Angeles,California,6037,10/16/2020 12:00:00 AM,34.30828379,-118.2282411,-4637570,6912,887581,243351,643,35,4103,72
Los Angeles,California,6037,10/17/2020 12:00:00 AM,34.30828379,-118.2282411,290486,6944,890889,17149,477,32,3308,85
Los Angeles,Caifornia,6037,10/18/2020 12:00:00 AM,34.30828379,-118.2282411,294065,6956,897337,17243,3579,12,6448,94
Los Angeles,jCalifornia,6037,0/19/2020 12:00:00 AM,33.936944310977175,-118.2282411,296821,6974,902941,17297,2756,18,5604,54
Los Angees,California,6037,10/20/2020 12:00:00 AM,34.30828379,-118.2282411,298937,6989,907637,17336,2116,15,4696,39
Los Angeles,California,6037,10/21/2020 12:00:00 AM,34.30828379,-118.2282411,299760,6993,31088217,17353,823,4,2838,17
Los Angeles,California,6037,10/22/2020 12:00:00 AM,34.30828379,-87.03560152316604,300614,7000,914421,17381,854,7,3946,28
Los nAgeles,California,5591,10/23/2020 12:00:00 AM,34.30828379,-116.94084451177063,302077,7027,28257619,17457,1463,27,4473,76
Los Angeles,California,6037,10/24/2020 12:00:00 AM,45.36918455109547,-118.2282411,-4188012,7040,923355,17521,1292,13,4461,64
Los Angeles,California,6037,10/25/2020 12:00:00 AM,34.30828379,-118.2282411,305070,7044,927754,17553,1701,4,4399,32
Los Angeles,oCalifornia,6037,10/26/2020 12:00:00 AM,34.30828379,-118.2282411,306327,7056,932233,-100103,5750,12,4479,52
Los Anegeles,California,6037,10/27/2020 1:200:00 AM,39.549401111422775,-128.74768461879904,307618,-39404,936325,17663,1291,15,4092,58
Los Angeles,Califorina,6037,10/28/2020 12:00:00 AM,17.24256783482958,-102.24477752295525,309197,7074,940200,225943,1579,3,3875,23
Los Angeles,California,6037,10/29/2020 12:00:00 AM,34.30828379,-118.2282411,310606,7076,945821,17711,1409,2,5621,25
Los Angeles,California,7365,10/30/2020 12:00:00 AM,34.30828379,-118.2282411,311844,7097,950944,17763,1238,21,5123,52
Los Angeles,California,6037,10/31/2020 12:00:00 AM,34.30828379,-149.0397688865391,313606,7118,23712283,216503,1762,21,5576,52
Los Angeles,California,6037,11/01/2020 12:00:00 AM,34.30828379,-118.2282411,315615,7140,963049,17880,2009,22,6529,65
Los Angeles,California,6037,11/02/2020 12:00:00 AM,34.30828379,-118.2282411,317696,7158,969497,17941,2081,18,6448,61
Los Angeles,California,6037,11/03/2020 12:00:00 AM,34.30828379,-118.2282411,319977,-30823,974535,17976,2281,12,5038,35
Los Angeles,California,6037,11/04/2020 12:00:00 AM,18.72552489158555,-167.16107980023423,322219,7172,980738,17992,2242,2,6203,16
Los Angeles,California,6037,11/05/2020 12:00:00 AM,34.30828379,-118.2282411,323765,7177,987844,-116951,1546,116,7106,55
Los Angeles,California,3386,11/06/2020 12:00:00 AM,31.82564345194646,-118.2282411,326034,7202,996453,260055,2269,25,8609,37
Los Angeles,California,6037,11/07/2020 12:00k:00 AM,34.30828379,-131.97682358778223,8186867,7218,1001880,18116,2024,16,5427,32
Los Angeles,California,6037,11/0/2020 12:00:00 AM,34.30828379,-118.2282411,330514,7221,1011951,18147,2456,3,10071,31
Los Angeles,California,6037,11/09/2020 12:00:00 AM,34.30828379,-118.2282411,332977,7246,1021804,18223,2463,25,9853,76
Los Angeles,California,6037,11/10/2020 12:00:00 AM,44.33905770076923,-118.2282411,336671,7267,1030034,18260,3694,21,8230,37
Los Angeles,California,6037,11/11/2020 12:00:00 AM,34.30828379,-118.2282411,339570,7269,1038776,18272,2899,2,8742,12
Los Angeles,California,6037,11/12/2020 12:00:00 AM,28.835019072179453,-118.2282411,342489,7275,1050688,18313,2919,6,11912,41
Los Angeles,California,6037,11/13/020 12:00:00 AM,34.30828379,-97.1953184453398,344741,7300,1062095,18368,2252,25,11407,55
Los Angeles,California,3087,11/14/2020 12:00:00 AM,34.30828379,-118.2282411,348536,7337,1074204,222961,3795,37,12109,86
Los Angeles,Califronia,6037,11/15/2020 12:00:00 AM,34.30828379,-118.2282411,353479,7365,1088201,18555,4943,28,13997,101
os Angeles,California,6037,11/16/202012:00:00 AM,34.30828379,-118.2282411,357637,7397,1101494,18654,4158,32,13293,99
Los Angeles,California,6037,11/17/2020 12:00:00 AM,34.30828379,-118.2282411,362024,-37888,1115122,267040,4387,32,13628,64
Los Angeles,California,6037,11/18/2020 12:00:00 AM,49.59974142917966,-118.2282411,8742430,92719,1123987,18736,2559,9,8865,18
Los Angeles,California,6037,11/19/2020 12:00:00 AM,34.30828379,-118.2282411,8191432,7456,1141930,18794,6186,18,17943,58
Los Angeles,California,7342,11/20/2020 12:00:00 AM,34.30828379,-118.2282411,374479,7501,1159318,18894,3710,45,17388,100
Los Angeles,California,6037,11/21/2020 12:00:00 AM,34.30828379,-118.2282411,378361,-37040,1173797,18998,3882,42,14479,-175
Los Angeles,California,6037,11/22/2020 12:00:00 AM,34.30828379,-118.2282411,383275,-35808,1181614,19037,4914,113,7817,39
Lo sAngeles,California,6037,11/23/2020 12:00:00 AM,34.30828379,-118.2282411,387793,7604,1198409,19102,4518,24,16795,65
Leos Angeles,sCalifornia,4455,11/24/2020 12:00:00 AM,34.30828379,-118.2282411,391225,7623,1212263,19145,3432,19,13854,43
Los Angeles,California,6037,11/25/2020 12:00:00 AM,34.30828379,-118.2282411,395879,7639,1226219,19167,4654,16,13956,22
Los Angeles,California,6037,11/26/2020 12:00:00 AM,34.30828379,-118.2282411,401448,75487,1244952,19228,5569,17,18733,61
Los Angeles,California,6093,11/27/2020 12:00:00 AM,34.30828379,-96.10261042481412,8988534,78509,1262927,-101813,7567,46,17975,110
Los Angeles,California,6037,11/28/2020 12:00:00 AM,20.87882066980333,-118.2282411,414549,7743,-13148219,19445,5534,-65,19246,107
os Angeles,California,6037,11/29/2020 12:00:00 AM,34.30828379,-118.2282411,422262,7787,1305611,19593,7713,44,23438,148
Los Angeles,Californira,6037,11/30/2020 12:00:00 AM,34.30828379,-118.2282411,430824,7843,1330683,19814,5327,56,25072,311
Los Angeles,California,6037,12/01/2020 12:00:00 AM,34.30828379,-118.2282411,440042,7886,1356263,19912,9218,43,25580,98
Los Angeles,California,6037,12/02/2020 12:00:00 AM,34.30828379,-142.48703718161505,449971,7909,1383556,-118556,9929,23,27293,57
Los Angeles,California,6037,12/03/2020 120:0:00 AM,34.30828379,-118.2282411,458255,7936,1412484,20070,-3478,27,28928,101
Los Angeles,Caliofrnia,6037,12/04/2020 12:00:00 AM,34.30828379,-118.2282411,467189,-34300,1440537,20279,8934,70,28053,209
Los Angeles,California,4835,12/05/2020 12:00:00 AM,34.30828379,-118.2282411,475778,8077,1473446,20480,8589,71,32909,201
Los Angeles,California,6037,12/06/2020 12:00:00 AM,34.30828379,-118.2282411,488519,8151,1509057,20653,12741,74,35611,173
Los Angeles,California,6037,12/07/2020 12:00:00 AM,34.30828379,-118.2282411,502026,8202,1546199,20868,-3596,51,37142,215
Los Angeles,California,6037,12/08/2020 12:00:00 AM,34.30828379,-118.2282411,513283,8273,1575719,20991,11257,71,29520,123
Los Angeles,California,6037,12/09/2020 12:00:00 AM,34.30828379,-78.14493789861397,525564,8298,29466574,21061,12281,25,31609,70
Los Angeles,California,6037,12/10/220 12:00:00 AM,34.30828379,-118.2282411,532730,8345,1632907,21153,7166,47,25579,92
Los Angeles,alifornia,6166,12/11/2020 12:00:00 AM,26.57348525152603,-71.04650580028597,544780,8438,1675929,21488,12050,93,43022,335
Los Angeles,California,5853,12/12/2002 12:00:00 AM,34.30828379,-118.2282411,567249,8572,1738097,21832,22469,134,62168,344
Los Angeles,California,6037,12/13/2020 12:00:00 AM,34.30828379,-118.2282411,581519,8671,1784859,22152,14270,99,46762,320
Los Angeles,California,4512,12/14/2020 12:00:00 AM,34.30828379,-164.47984604458895,597386,8758,1833771,22441,15867,87,48912,289
Los Angeles,California,6037,12/15/2020 12:00:00 AM,34.30828379,-118.2282411,610907,8822,1869881,22608,13521,64,36110,167
Los Angeles,California,6037,12/16/2020 12:0d0:00 AM,34.30828379,-118.2282411,623792,8875,1909406,22695,12885,53,39525,87
Los Angeles,California,6037,12/17/2020 2:00:00 AM,34.30828379,-118.2282411,636190,8935,1954347,22905,12398,60,44941,210
Los Angeles,California,6037,12/18/2020 12:00:00 AM,34.30828379,-118.2282411,648062,9031,1990644,23274,11872,96,36297,369
Los Angels,California,6037,12/19/2020 12:00:00 AM,34.30828379,-118.2282411,665036,93052,2035301,23612,-3768,134,44657,338
Los Angeles,Californai,6037,21/20/2020 12:00:00 AM,34.30828379,-118.2282411,678040,9305,2068468,-117408,13004,140,33167,302
Los Angeles,California,6037,12/21/2020 12:00:00 AM,34.30828379,-118.2282411,678040,-37534,2085231,23996,0,-62,16763,82
Los nAgeles,alifornia,6037,12/22/2020 12:00:00 AM,34.30828379,-118.2282411,707463,9441,-15802147,-96467,29423,136,59423,238
Los Angeles,California,6037,12/2/2020 12:00:00 AM,43.26784096842725,-118.2282411,-4462549,-39125,2178934,24296,12497,44,34280,62
Los Angeles,Caliornia,6037,12/24/2020 12:00:00 AM,36.23210801805627,-118.2282411,734860,9564,2222669,24553,14900,79,43735,257
Los Angeles,California,6037,12/25/2020 12:00:00 AM,34.30828379,-118.2282411,746666,9806,2258759,24977,11806,242,36090,424
Los Angeles,California,6037,12/26/2020 12:00:00 AM,34.30828379,-118.2282411,756840,10068,2291414,25468,10174,262,32655,491
