OBJECTID,COMPTYPE,COMPKEY,HANSEGKEY,UNITID,UNITTYPE,BRGUNITID,UNITDESC_BRG,UNITDESC_SEG,INSTDATE,EXPDATE,STATUS,STATUSDT,CONDITION,CONDDT,OWN,LSTVERIFY,MAINTBY,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,ADDDTTM,MODDTTM,BR_NBR,BR_CODE,BR_TYPE,BR_NAME,BR_FACILITIES,BR_FEATURES,BR_RATING,BR_INSET,BR_GEO,BR_OWNER,BR_OWNER_NAME,GEOBASID,XGEOBASID,GISSEGKEY,EARTHQUAKE_RESPONSE_TEAM,SHAPE_Length
25025,66,511784,22842,BRG-005E, ,BRG-005E,HARBOR AVE - LOWER S BR                                                                                                                                                                                                                                        ,SW SPOKANE SR ST BETWEEN SPOKANE TURN RD AND SW AVALON WAY                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,5,   5E,E,HARBOR AVE SW - BRIDGE E,SW AVALON WY/SW SPOKANE,RAILROAD,2,0,SW,SDOT,Seattle Dept. of Transportation,181930096,0,22842,BRGTEAM-F,181.771708570005
25026,66,511856,10357,BRG-070, ,BRG-070,FAIRVIEW AVE N - W BR                                                                                                                                                                                                                                          ,FAIRVIEW AVE N BETWEEN YALE AVE N AND FAIRVIEW AVE E                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,70,  70,E,FAIRVIEW AVE N - WEST BRIDGE,FAIRVIEW AVE N,LAKE UNION,2,0,CE,SDOT,Seattle Dept. of Transportation,67450110,0,10357,BRGTEAM-M,1331.60928473676
25027,66,515733,491789,BRG-879, ,BRG-879,I-5 / LAKE WA SHIP CANAL                                                                                                                                                                                                                                       ,I5 EXPRESS BETWEEN MERCER ST I5 EXPRESS RP AND I5 EXPRESS NE 42 RP                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT3,DISTRICT4,N,,2010/01/21 00:00:00+00,2010/09/15 00:00:00+00,879, 879,ST,LAKE WASHINGTON SHIP CANAL,SR 5,LAKE WASHINGTON SHIP CANAL,1,0,NE,DOT,State of Washington,0,139400060,491789, ,2707.96773904587
25028,66,511821,13765,BRG-036, ,BRG-036,YESLER WAY /4TH AVE S                                                                                                                                                                                                                                          ,YESLER WAY BETWEEN 3RD AVE AND TERRACE ST                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,37,  37,E,YESLER WAY / 5TH AVE S,YESLER WAY,5TH AVE S,1,1,DT,SDOT,Seattle Dept. of Transportation,107850130,0,13765,BRGTEAM-Q,168.035248545538
25029,66,511862,5388,BRG-076, ,BRG-076,35TH AVE NE /THORNTON CREEK                                                                                                                                                                                                                                    ,35TH AVE NE BETWEEN NE 105TH ST AND NE 110TH ST                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT5, ,N,,2009/12/21 00:00:00+00,2011/06/23 00:00:00+00,0,76, , , , ,0,0, , , ,,,5388, ,122.055108466599
25030,66,511803,9049,BRG-020CA, ,BRG-020CA,BALLARD BR - CONC APPR                                                                                                                                                                                                                                         ,BALLARD BR BETWEEN POINT B AND BALLARD BR OFF RP                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT6, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,20,  20N,E,BALLARD BRIDGE NORTH APPR,15TH AVE W,"SHILSHOLE AVE, W 46TH ST",2,0,QA,SDOT,Seattle Dept. of Transportation,53150040,0,9049,BRGTEAM-H,627.922599695714
25031,66,511909,10236,BRG-124, ,BRG-124,15TH AVE W INTERCHANGE                                                                                                                                                                                                                                         ,15TH EMERSON RP BETWEEN 15TH AV W ON RP AND EMERSON TURN RD                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2018/05/03 00:00:00+00,124, 124,E,15TH AVE W INTERCHANGE,EMERSON ST,15TH AVE W,1,0,MA,SDOT,Seattle Dept. of Transportation,65850040,0,10236,BRGTEAM-B,926.298733068176
25032,66,515696,491027,BRG-831, ,BRG-831,6TH-S RAMP BR                                                                                                                                                                                                                                                  ,6TH AV S - I5 SB RP BETWEEN 6TH AVE S AND W SEATTLE BR - I5 SB RP                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,831, 831,ST,6TH-S RAMP BR,SPOKANE ST RAMP SB, ,2,3,S,DOT,State of Washington,0,0,491027, ,1067.53678563322
25033,66,511796,1656,BRG-014N, ,BRG-014N,JOSE RIZAL BR - N BR                                                                                                                                                                                                                                           ,12TH AVE S BETWEEN XW S LANE ST AND GOLF DR S                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT3,DISTRICT2,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,14,  14A,E,JOSE RIZAL BRIDGE (OLD PART),12TH AVE S,DEARBORN ST,1,2,S,SDOT,Seattle Dept. of Transportation,3400070,0,1656,BRGTEAM-L,497.137242405557
25034,66,515662,490908,BRG-801, ,BRG-801,MILITARY ROAD OC                                                                                                                                                                                                                                               ,I5 NB BETWEEN S BOEING ACCESS RD OFF RP AND SWIFT AV OFF RP                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,801, 801,ST,MILITARY ROAD OC,SR 5,MILITARY WAY S,1,0,S,DOT,State of Washington,0,86600070,490908, ,266.313360417135
25035,66,525824,6121,BRG-151W, ,BRG-151W,KC SKYBRIDGE /4TH AVE                                                                                                                                                                                                                                          ,4TH AVE BETWEEN JEFFERSON ST AND JAMES ST                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT7, ,N,,2010/03/31 00:00:00+00,2010/09/16 00:00:00+00,151,151W,KC,KING COUNTY SKYBRIDGE,PEDESTRIANS,"4TH AVE, 5TH AVE",2,1,DT,KC,Other,0,38850030,6121, ,248.724645156656
25036,66,511905,1278,BRG-118B, ,BRG-118B,1ST AVE S BR - BASCULE                                                                                                                                                                                                                                         ,1ST AV S BR SB BETWEEN 1ST AV S SB ON RP AND POINT B                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,118, 118D,ST,1ST AVE S / DUWAMISH RIVER,SR 99,DUWAMISH RIVER,1,0,S,DOT,State of Washington,450020,0,1278, ,733.309476857522
25037,66,511825,11660,BRG-040C, ,BRG-040C,MARION ST FOOTBRIDGE - C BR                                                                                                                                                                                                                                    ,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,40,  40B,E,MARION ST FOOTBRIDGE,PEDESTRIANS,WESTERN AVE TO ALASKAN WAY,4,1,DT,SDOT,Seattle Dept. of Transportation,84500015,0,11660,BRGTEAM-Q,135.978460152585
25038,66,511959,18046,BRG-209, ,BRG-209,UW PED /NE PACIFIC ST - E BR                                                                                                                                                                                                                                   ,NE PACIFIC ST BETWEEN 15TH AVE NE AND XW 17 AVNE                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,209, 209,PR,UW PED BR / NE PACIFIC ST,PEDESTRIANS,"NE PACIFIC ST, B. GILMAN TRAIL",1,0,NE,PRIV,Other,0,139500170,18046, ,183.42163469478
25039,66,515776,491401,BRG-937, ,BRG-937,CONNECTICUT ST INTERCHANGE                                                                                                                                                                                                                                     ,I5 SB - I90 EB ON RP BETWEEN I5 SB COLLECTOR AND I90 EB ON RP                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,937, 937,ST,CONNECTICUT ST INTERCHANGE,SR 90 OFFR TO SR 5 ONR,SR 5 ON RAMPS NB,1,2,S,DOT,State of Washington,0,0,491401, ,1013.43461924016
25040,66,511896,7493,BRG-108, ,BRG-108,51ST AVE NE PED /THORNTO                                                                                                                                                                                                                                       ,51ST AVE NE BETWEEN 49TH AVE NE AND DEAD END 3                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT5, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,108, 108,E,51ST AVE NE / THORNTON CREEK,PEDESTRIANS,THORNTON CREEK,5,0,NE,SDOT,Seattle Dept. of Transportation,40200190,0,7493, ,34.0253608254033
25041,66,511955,1567,BRG-200E, ,BRG-200E,GENERAL INSURANCE E                                                                                                                                                                                                                                            ,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,200, 200,PR,GENERAL INSURANCE CO PED BR,PEDESTRIANS,12 AVE NE,5,0,NE,PRIV,Other,0,3300040,1567, ,38.2318419370736
25042,66,511960,2223,BRG-211, ,BRG-211,SWEDISH HOSP /16TH AVE                                                                                                                                                                                                                                         ,16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,211, 211,PR,PROVIDENCE MED CTR PED BR,PEDESTRIANS,16TH AVE,5,0,CE,PRIV,Other,0,6700060,2223, ,156.332311255321
25043,66,515701,491117,BRG-837, ,BRG-837,S-W RAMP FOREST ST                                                                                                                                                                                                                                             ,S FOREST ST OFF RP BETWEEN I5 SB AND S FOREST ST                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,837, 837,ST,S-W RAMP FOREST ST,SR 5 RAMP SB,AIRPORT WAY S,2,3,S,DOT,State of Washington,0,0,491117, ,1046.98422716288
25044,66,511871,8920,BRG-085, ,BRG-085,SR-99 /N 38TH ST                                                                                                                                                                                                                                               ,AURORA AVE N BETWEEN BRIDGE WAY N AND N 38 UPPER ST                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,85,  85,ST,AURORA AVE N / N 38TH ST,SR 99,N 38TH ST,1,0,NO,DOT,State of Washington,52500330,0,8920, ,393.887958631372
25045,66,515716,490079,BRG-862, ,BRG-862,N-SENECA RAMP SR 5 SB OC                                                                                                                                                                                                                                       ,I5 NB SENECA ST OFF RP BETWEEN I5 NB AND SENECA ST                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT7,DISTRICT3,N,,2010/01/21 00:00:00+00,,862, 862,ST,N-SENECA RAMP SR 5 SB OC,SR 5 RAMP - NB,SR 5 SB,1,1,DT,DOT,State of Washington,0,96150080,490079, ,1050.17184041903
25046,66,512031,12205,BRG-322, ,BRG-322,PIKE ST /I-5                                                                                                                                                                                                                                                   ,PIKE ST BETWEEN CONVENTION PL AND TERRY AVE                                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2017/01/26 00:00:00+00,322, 322,ST,PIKE ST / I-5,PIKE ST,SR 5,2,1,DT,DOT,State of Washington,91550100,0,12205,E,281.753539015696
25047,66,511785,8710,BRG-006, ,BRG-006,AIRPORT WAY /ARGO RR                                                                                                                                                                                                                                           ,AIRPORT WY S VI BETWEEN AIRPORT N WAY S AND 8TH AVE S                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT2, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,6,   6,E,AIRPORT WAY S / ARGO RR,AIRPORT WAY S,ARGO RAILROAD YARDS,4,0,S,SDOT,Seattle Dept. of Transportation,50350010,0,8710, ,1624.16065525917
25048,66,515765,493113,BRG-927, ,BRG-927,N-MONTLAKE RAMP                                                                                                                                                                                                                                                ,SR520 WB BETWEEN SR520 WB MONTLAKE BV OFF RP AND MONTLAKE BV ON RP                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT3, ,N,,2010/01/21 00:00:00+00,,927, 927,ST,N-MONTLAKE RAMP,SR 520 ON RAMP WB,SR 520,0,0,CE,DOT,State of Washington,0,112200020,493113, ,2001.14322785277
25049,66,511941,11911,BRG-153S, ,BRG-153S,UW PED /SR-513 - S BR                                                                                                                                                                                                                                          ,MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE                                                                                                                                                                                                         ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,153, 153S,PR,UW PED BR/MONTLAKE BLVD (S),PEDESTRIANS,MONTLAKE BLVD NE,1,0,NE,PRIV,Other,0,86950030,11911, ,116.07929988184
25050,66,512027,10168,BRG-318, ,BRG-318,EASTLAKE AVE /I-5                                                                                                                                                                                                                                              ,EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2011/03/24 00:00:00+00,318, 318,ST,EASTLAKE AVE / I-5,EASTLAKE AVE,MERCER RAMPS ON SR 5,1,0,CE,DOT,State of Washington,65100070,0,10168, ,307.419236557619
25051,66,511824,1266,BRG-039, ,BRG-039,1ST AVE S /ARGO RR                                                                                                                                                                                                                                             ,1ST AV S VI BETWEEN S DAKOTA ST AND 1ST AVE S                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT2, ,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,39,  39,E,1ST AVE S / ARGO RR,1ST AVE S,ARGO RAILROAD YARDS,4,0,S,SDOT,Seattle Dept. of Transportation,500010,0,1266, ,2459.08350171847
25052,66,511778,13191,BRG-003NAS, ,BRG-003NAS,UNIVERSITY BR - N APPR S                                                                                                                                                                                                                                       ,UNIVERSITY BR BETWEEN POINT B AND EASTLAKE AVE NE                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,3,   3N,E,UNIVERSITY BRIDGE N APPR,EASTLAKE AVE NE,"NE PACIFIC, NE NORTHLAKE",2,0,NE,SDOT,Seattle Dept. of Transportation,101100030,0,13191,BRGTEAM-J,709.733450844962
25053,66,511937,12456,BRG-150W, ,BRG-150W,RAVENNA SEWER TRESTLE - W BR                                                                                                                                                                                                                                   ,RAVENNA AVE NE BETWEEN DEAD END 2 AND NE 62ND S ST                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,150, 150W,DW,NE 60TH ST PED BR (WEST),"PEDESTRIANS, SEWER",RAVENNA PARK,5,0,NE,DWU,Other,134350070,0,12456, ,138.042289822541
25054,66,511859,17866,BRG-073, ,BRG-073,NE 93RD ST PED /THORNTON                                                                                                                                                                                                                                       ,NE 93RD ST BETWEEN SAND POINT WAY NE AND 49TH AVE NE                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT5, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,73,  73,E,MATTHEWS BEACH PED BRIDGE,PEDESTRIANS,THORNTON CREEK,5,0,NE,SDOT,Seattle Dept. of Transportation,0,40200190,17866, ,84.2550703738273
25055,66,511791,8919,BRG-011, ,BRG-011,AURORA BR                                                                                                                                                                                                                                                      ,AURORA BR BETWEEN RAYE ST AND BRIDGE WAY N                                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,11,  11,ST,AURORA AVE BRIDGE,SR 99,"CANAL,RR,34TH,35TH,36TH,DEXTER",1,0,NO,DOT,State of Washington,52500270,0,8919, ,2815.21335957698
25056,66,511783,21687,BRG-005D, ,BRG-005D,HARBOR AVE - UPPER S BR                                                                                                                                                                                                                                        ,SW ADMIRAL SR WAY BETWEEN SW SPOKANE SR ST AND ADMIRAL AVALON RP                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,5,   5D,E,HARBOR AVE SW - BRIDGE D,SW ADMIRAL WY/SW SPOKANE,"RR, HARBOR AVE SW",2,0,SW,SDOT,Seattle Dept. of Transportation,173900010,0,21687,BRGTEAM-D,335.317348051189
25057,66,511893,16289,BRG-105, ,BRG-105,NE 110TH ST /THORNTON CR                                                                                                                                                                                                                                       ,NE 110TH ST BETWEEN 35TH AVE NE AND 36TH AVE NE                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT5, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,105, 105,E,NE 110TH ST / THORNTON CREEK,NE 110TH ST,THORNTON CREEK,4,0,NE,SDOT,Seattle Dept. of Transportation,128650070,0,16289, ,35.6324762435804
25058,66,511928,13314,BRG-139, ,BRG-139,VIRGINIA ST PED /AEO 5TH                                                                                                                                                                                                                                       ,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE                                                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2013/01/02 00:00:00+00,139, 139,PR,HADLEY PROPERTIES PED BR,PEDESTRIANS,ALLEY,5,1,DT,PRIV,Other,0,102500060,13314, ,38.812005981347
25059,66,511854,10357,BRG-069, ,BRG-069,FAIRVIEW AVE N - E BR                                                                                                                                                                                                                                          ,FAIRVIEW AVE N BETWEEN YALE AVE N AND FAIRVIEW AVE E                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,69,  69,E,FAIRVIEW AVE N - EAST BRIDGE,FAIRVIEW AVE N,LAKE UNION,2,0,CE,SDOT,Seattle Dept. of Transportation,67450110,0,10357,BRGTEAM-M,1485.06556377384
25060,66,511882,16860,BRG-094MS, ,BRG-094MS,NE 45TH ST VIADUCT - MAIN                                                                                                                                                                                                                                      ,NE 45TH ST BETWEEN 21ST AVE NE AND NE 45TH ST RP                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2018/05/03 00:00:00+00,94,  94C,E,NE 45TH ST VIADUCT CTR SPAN,NE 45TH ST,25TH AVE NE,2,0,NE,SDOT,Seattle Dept. of Transportation,132850220,0,16860,BRGTEAM-E,732.439078453715
25061,66,511807,567344,BRG-023A, ,BRG-023A,MAGNOLIA BR VIADUCT                                                                                                                                                                                                                                            ,MAGNOLIA PIER RP BETWEEN MAGNOLIA BR AND DEAD END                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2018/05/03 00:00:00+00,23,  23V,E,MAGNOLIA BRIDGE VIADUCT,W GARFIELD ST,"SMITH COVE, RAILROAD",2,0,MA,SDOT,Seattle Dept. of Transportation,83500010,0,567344,BRGTEAM-D,3599.33397107153
25062,66,512040,9955,BRG-338, ,BRG-338,DELMAR DR /SR-520                                                                                                                                                                                                                                              ,DELMAR DR E BETWEEN 11TH AVE E AND E ROANOKE ST                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2011/03/24 00:00:00+00,338, 338,ST,DELMAR DR / SR 520,DELMAR DRIVE,SR 520,3,0,CE,DOT,State of Washington,63150070,0,9955, ,283.616222821464
25063,66,515724,490080,BRG-864, ,BRG-864,SPRING-S RAMP S-COL OC                                                                                                                                                                                                                                         ,SPRING ST ON RP BETWEEN SPRING ST AND I5 SB COLLECTOR                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT7,DISTRICT3,N,,2010/01/21 00:00:00+00,,864, 864,ST,SPRING-S RAMP S-COL OC,SPRING ST ON RAMP,SR 5 OFF RAMP TO JAMES,1,1,DT,DOT,State of Washington,0,44350060,490080, ,380.002349007897
25064,66,520727,9670,BRG-287, ,BRG-287,SWEDISH HOSP /CHERRY ST                                                                                                                                                                                                                                        ,CHERRY ST BETWEEN MINOR AVE AND BROADWAY                                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT3, ,N,,2010/03/23 00:00:00+00,2011/03/25 00:00:00+00,0, , , , , ,0,0, , , ,,,9670, ,153.712732312589
25065,66,580497,489864,BRG-243S, ,BRG-243S, CONVENTION CENTER - S BR                                                                                                                                                                                                                                      ,UNION ST OFF RP BETWEEN I5 SB AND UNION ST                                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT7, ,N,,2012/03/01 00:00:00+00,,0, , , CONVENTION CENTER - S BR, , ,0,0, , , ,,,489864, ,103.913324744025
25066,66,580487,12240,BRG-298B, ,BRG-298B,420 PONTIUS AVE N ET AL                                                                                                                                                                                                                                        ,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,2012/02/29 00:00:00+00,2012/02/29 00:00:00+00,0, , ,420 PONTIUS AVE N ET AL, , ,0,0, , , ,,,12240, ,29.5937107629828
25067,66,511934,13333,BRG-147, ,BRG-147,SW ANDOVER ST PED /FAUNTLEROY                                                                                                                                                                                                                                  ,WEST SEATTLE BR EB BETWEEN POINT A AND FAUNTLEROY WAY SW                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,147, 147,E,W ANDOVER PED BR / FAUNTLEROY,PEDESTRIANS,FAUNTLEROY EXPRESSWAY,1,0,SW,SDOT,Seattle Dept. of Transportation,0,67700005,13333,BRGTEAM-F,209.193550010206
25068,66,511837,23460,BRG-053, ,BRG-053,W HOWE ST BR                                                                                                                                                                                                                                                   ,W HOWE ST BETWEEN CLISE PL W AND MAGNOLIA C BV W                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,53,  53,E,W HOWE ST BRIDGE,W HOWE ST,"32ND AVE W, RAVINE",5,0,MA,SDOT,Seattle Dept. of Transportation,187200260,0,23460, ,349.42204783309
25069,66,515675,490947,BRG-813, ,BRG-813,S ALBRO RAMP BR                                                                                                                                                                                                                                                ,ALBRO PL OFF RP BETWEEN I5 SB AND S ALBRO PL                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,813, 813,ST,S ALBRO RAMP BR,SR 5 RAMP, ,2,0,S,DOT,State of Washington,0,50000490,490947, ,174.826656653065
25070,66,515747,491810,BRG-899, ,BRG-899,I-5 EXP RAMP / NE 42ND ST                                                                                                                                                                                                                                      ,I5 EXPRESS NE 42 RP BETWEEN I5 EXPRESS AND 7TH AVE NE                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT4, ,N,,2010/01/21 00:00:00+00,2010/09/15 00:00:00+00,899, 899,ST,EXP N - NE 42ND ST RAMP,SR 5 ON RAMP,PASADENA PL NE,5,0,NE,DOT,State of Washington,0,90850040,491810, ,314.721543771697
25071,66,511958,20060,BRG-205, ,BRG-205,FRINK PARK BR                                                                                                                                                                                                                                                  ,S FRINK PL BETWEEN S WASHINGTON ST AND LAKE WASHINGTON BLVD S                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,205, 205,E,FRINK PARK BRIDGE,LAKE WASH BLVD S,CREEK,5,0,S,SDOT,Seattle Dept. of Transportation,159800010,0,20060, ,435.342527294506
25072,66,511950,534675,BRG-161, ,BRG-161,WASHINGTON ST PIER                                                                                                                                                                                                                                             ,COLMAN DOCK EXIT RD BETWEEN DEAD END AND ALASKAN WAY                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2009/12/28 00:00:00+00,161, ,E,WASHINGTON STATE PIER, , ,0,0,DT,SDOT,Seattle Dept. of Transportation,0,0,534675, ,991.743126358252
25073,66,515682,491098,BRG-819, ,BRG-819,NB VIADUCT STA 2075                                                                                                                                                                                                                                            ,I5 NB BETWEEN I5 NB - W SEATTLE BR RP AND W SEATTLE BR - I5 NB RP                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,819, 819,ST,NB VIADUCT STA 2075,SR 5 NB, ,1,3,S,DOT,State of Washington,0,0,491098, ,1687.54404078678
25074,66,511887,6127,BRG-098, ,BRG-098,SPRING ST PED /AEO 3RD                                                                                                                                                                                                                                         ,4TH AVE BETWEEN SPRING ST AND SENECA ST                                                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2012/12/20 00:00:00+00,98,  98,PR,NORTHERN LIFE PED BR / ALLEY,PEDESTRIANS,ALLEY,5,1,DT,PRIV,Other,0,20800080,6127, ,37.5334458253557
25075,66,525679,511352,BRG-018, ,BRG-018,SOUTH PARK BR                                                                                                                                                                                                                                                  ,16TH AVE S BR BETWEEN 16TH AVE S AND DALLAS AVE S                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT1,DISTRICT2,N,,2010/03/25 00:00:00+00,2011/04/05 00:00:00+00,0, , , , , ,0,0, , , ,,,511352, ,1311.75333986805
25076,66,511782,164885,BRG-005B, ,BRG-005B,HARBOR AVE - UPPER N BR                                                                                                                                                                                                                                        ,SW ADMIRAL NR WAY BETWEEN SW SPOKANE NR ST AND ADMIRAL AVALON RP                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,5,   5B,E,HARBOR AVE SW - BRIDGE B,SW SPOKANE/SW ADMIRAL WY,"RR, HARBOR AVE SW",4,0,SW,SDOT,Seattle Dept. of Transportation,181910094,0,164885,BRGTEAM-F,226.187452813564
25077,66,511858,7889,BRG-072, ,BRG-072,UNITED PROPERTIES PED                                                                                                                                                                                                                                          ,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST                                                                                                                                                                                                                      ,,2012/12/20 00:00:00+00,REMOVED,2012/12/20 00:00:00+00, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2023/10/25 00:00:00+00,72,72, , , , ,0,1, ,PRIV,Other,0,0,7889, ,81.7578955704004
25078,66,511981,12203,BRG-243W, ,BRG-243W,CONVENTION CENTER - W BR                                                                                                                                                                                                                                       ,PIKE ST BETWEEN 7TH AVE AND 8TH AVE                                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,0, , , , , ,0,0, , , ,,,12203, ,127.019558071282
25079,66,511872,8931,BRG-086, ,BRG-086,SR-99 /N 46TH ST                                                                                                                                                                                                                                               ,AURORA AVE N BETWEEN N PHINNEY WAY AND N 46 UPPER ST                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,86,  86,ST,AURORA AVE N / N 46TH ST,SR 99,N 46TH ST,1,0,NO,DOT,State of Washington,52500440,0,8931, ,168.268498983597
