X,Y,ProjectID,AppNum,AppType,ProjectName,ProjectTown,District,Status,Description,GisLatitude,GisLongitude,LINK
492665.029917199,177043.374045471,19741,5R1285,Major,NONE,Williamstown,05,Permit,CONSTR 150' TALL COM TOWER W/FOUR WHIP- PREFAB 12X30' EQUIP. BLDG- 2000' ACCESS,44.0935823030001,-72.5916490229999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1285
493488.90279333,176109.184042234,19749,5R1342,Major,New England Farm Systems,Williamstown,05,Permit,CONST A 30' X 40' BLDG FOR OPERATION OF A BUSINESS TO SUPPLY & REPAIR FARM EQUIPMENT,44.0852229590001,-72.5813213929999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1342
501512.760997832,180483.889414071,19750,5R1343,Minor,Vermont ETV,Williamstown,05,Permit,CONST A 20' X 20' CONCREATE BASE AND ERECT A 20' TOWER STRUCTURE & ATTACH TWO 10' DIAMETER DISH ANTENNAS & CONNECT TO EXSTG BLDG,44.124590891,-72.4811020079999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1343
496766.227265382,179584.513620732,19751,5R1354,Major,The Gardens at Williamstown Square,Williamstown,05,Permit,"SENIOR HOUSING FACILITY, REOVATION OF EXISTING BRICK HOUSE & STUDIO, NEW CONST OF A 3-STORY, 30 APARTMENT WING BEHIND BRICK HOUSE",44.116520162,-72.5403517939999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1354
497751.729146164,182317.428800121,19755,5R1358,Minor,,Williamstown,05,Permit,"CONSTRUCTION OF A 30' X 60' COLD STORAGE BUILDING FOR CONTRACTOR EQUIPMENT & MATERIAL, A 24' X 32 BUILDING FOR PERSONAL & BUSINESS USE",44.1411087430001,-72.528148121,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1358
498696.041038687,183117.173766475,19759,5R1415,Major,,Williamstown,05,Permit,OPERATION OF A STONE QUARRY AND AGGREGATE PROCESSING FACILITY ON 90 +/- a,44.14831079,-72.51633469,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1415
499448.068992177,183083.734348073,19762,5R1440,Minor,Ducharme Machine Shop,Williamstown,05,Permit,SUBDIVIDE A 62-ACRE TRACT OF LAND INTO FIVE LOTS.,44.1480124560001,-72.506887419,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1440
496503.514597947,182295.751311616,19765,5R1468,Minor,,Williamstown,05,Permit,CONSTRUCTION OF TWO KENNELS FOR AN OWNER-OPERATED DOG BOARDING AND TRAINING SERVICE FOR A MAXIMUM OF 15 DOGS.,44.140949779,-72.5437250109999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1468
500264.126087143,182594.827621199,19766,5R1478,Major,Vermont Shifter Karts LLC,Williamstown,05,Permit,As-built review of go cart track and related improvements on a portion of 64 acre tract,44.143612235,-72.496671928,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1478
492920.067763554,183365.298029366,19767,5R1482,Minor,,Williamstown,05,Permit,Construction of a 2558' long distribution line consisting of 12 poles to be installed.,44.1505457920001,-72.5885423939999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1482
506476.342904016,187198.027240888,19768,5R1491,Minor,Washington Electric,Orange,05,Permit,"Rebuild and relocation of an existing electric distribution line to be upgraded to a 3 phase, 12500 volt distribution line.  Project is approx. 4.3 miles long.",44.184977652,-72.419031252,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1491
506822.28778205,185131.697578048,19770,5R1517,Minor,,Orange,05,Permit,Conversion of a portion of an existing barn into a commercial smokehouse.,44.1663511180001,-72.414715862,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1517
507023.201411411,169187.590747087,19771,5R1561,Minor,,Washington,05,Permit,"To build a 7200 volt distribution line, consisting of new wooden poles ranging in height from 40' to 45' high, approximately 3,030 feet long.",44.022926177,-72.4124187419999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5R1561
506290.083463316,197998.022209537,19772,5W0001,Major,,Plainfield,05,Findings,16 unit apartment complex,44.2822330760001,-72.4211672179999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0001
500910.533754679,194639.438880644,19773,5W0002,Major,,East Montpelier,05,Findings,Construct new commercial structure & related facilities,44.251984781,-72.4885640859999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0002
477474.385214436,198067.068726471,19782,5W0004,Major,,Duxbury,05,Findings,Travel trailer and tenting area,44.2825058120001,-72.782168413,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0004
494988.473437958,189130.0982738,19787,5W0005,Major,,Berlin,05,Findings,Addition to parking lot at Edward Knapp Airport,44.202371858,-72.562688888,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0005
491623.140116312,195178.071107695,19788,5W0006,Major,,Berlin,05,Permit,Commercial building/storage warehouse,44.25677956,-72.6048962799999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0006
468543.47399576,181658.856933978,19789,5W0010,Major,,Warren,05,Permit,Construction of 23 condominium units,44.1344576490001,-72.893052095,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0010
467299.491695584,182542.716701897,19792,5W0017,Major,,Warren,05,Permit,Ski lift and trails,44.1424294450001,-72.90871378,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0017
494910.205867996,191274.628994614,19793,5W0019,Major,,Berlin,05,Permit,Medical office facility,44.221650438,-72.563674577,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0019
494441.295448126,194252.835780438,19798,5W0021,Major,,Montpelier,05,Permit,Apartment Complex,44.248524435,-72.569615707,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0021
481763.595460241,207631.878827738,19799,5W0022,Major,,Waterbury,05,Permit,Extension of Existing Gift Shop,44.3687239710001,-72.7287590299999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0022
467894.667138053,186451.003442904,19805,5W0023,Major,,Fayston,05,Permit,Base building,44.177566498,-72.901493997,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0023
469647.711091785,178164.725321095,19806,5W0024,Major,,Warren,05,Permit,Construction of an electric distribution line,44.103072625,-72.879108608,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0024
473143.466078142,187205.262022318,19807,5W0025,Major,,Waitsfield,05,Permit,ADDITION OF TWO BUILDINGS TOTALING 12400 SF,44.1845620880001,-72.835940807,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0025
499912.161702655,188405.957942432,19820,5W0027,Major,,Barre City,05,Permit,84 unit housing for elderly,44.1958702250001,-72.50114662,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0027
482497.374686138,210785.580998674,19822,5W0029,Major,,Waterbury,05,Permit,Gift and antique shop,44.3970583510001,-72.7196826329999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0029
472241.94092386,181986.675862343,19824,5W0031,Major,,Warren,05,,Construction of a ski equipment and sporting goods store,44.1376378570001,-72.8469171419999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0031
472983.009488469,187072.583087749,19825,5W0036,Major,,Waitsfield,05,Permit,12 SINGLE FAMILY RESIDENTIAL SITES,44.1834303570001,-72.83786443,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0036
487514.493357813,184662.230181902,19867,5W0037,Major,,Northfield,05,Permit,COMMUNITY SHOPPING CENTER,44.162069257,-72.6560557669999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0037
504933.32376193,197707.964063876,19870,5W0040,Major,,East Montpelier,05,Permit,Construction of a college community center,44.279553906,-72.438183752,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0040
476764.349924904,195925.029106783,19871,5W0041,Major,,Duxbury,05,Permit,Construction of a bottled water facility,44.2631652630001,-72.791033866,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0041
504941.306333029,197707.970079697,19872,5W0042,Major,,East Montpelier,05,Permit,Construction of college painting building,44.2795779670001,-72.438082935,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0042
474413.941172824,176700.046284899,19877,5W0043,Major,,Warren,05,Permit,Construction of an electrical distribution line,44.0901187380001,-72.8195233069999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0043
467378.920631414,177575.552989357,19880,5W0048,Major,,Warren,05,Permit,Electrical Distribution Line Town Road #29,44.0976566200001,-72.907360678,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0048
471949.12068992,177110.074152661,19881,5W0049,Major,,Warren,05,Permit,Electric distribution line on Town road #35 - private residence,44.0936781510001,-72.8503499179999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0049
470242.821076137,180517.603475808,19883,5W0052,Major,"The Blue Tooth, Inc.",Warren,05,Permit,Addition to an existing commercial structure,44.1243342010001,-72.871754185,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0052
476984.10153478,194835.329670543,19884,5W0053,Major,,Duxbury,05,Permit,Bus maintenance facility,44.2534453330001,-72.7881732989999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0053
475117.747599161,189153.092019705,19885,5W0054,Major,,Waitsfield,05,Permit,Truck storage and grain warehouse,44.202195111,-72.811337873,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0054
494988.939737895,189741.215712009,19889,5W0058,Major,,Berlin,05,Permit,Construct gasoline & diesel fueld service area,44.207863246,-72.5626523029999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0058
470040.997101782,181896.321801368,19900,5W0063,Major,,Warren,05,Permit,Road Construction,44.136742289,-72.874441469,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0063
468490.809118793,182359.124251731,19901,5W0065,Major,,Warren,05,Permit,Construction of 5 Single Family Townhouses,44.140782798,-72.89379896,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0065
473363.909343844,178448.663091748,19902,5W0066,Major,,Warren,05,Permit,Construction of Electric Line Extension 2937 f along State Aid Route 1,44.1057698130001,-72.832742192,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0066
473824.144440403,203469.767967063,19903,5W0070,Major,,Duxbury,05,Permit,"Construction of 2,517 'Electric & Telephone Distribution Line",44.330973704,-72.828196884,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0070
494322.812047759,195775.189845008,19904,5W0076,Major,,Montpelier,05,Permit,Construction of 60 Unit Elderly Housing Project,44.2622174270001,-72.571113,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0076
469540.397307749,184387.563458809,19905,5W0077,Major,,Fayston,05,Permit,Construction of 36 Unit Condominium Complex,44.159061793,-72.880806918,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0077
479539.63358764,202482.680007524,19906,5W0080,Major,,Moretown,05,Permit,Reconstruction & Relocation of Vermont Route 100,44.322333515,-72.7564621339999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0080
471884.774796112,177043.680915481,19907,5W0082,Major,"Samara Farm, Inc.",Warren,05,Permit,Subdivision and road improvement,44.0930503820001,-72.851088781,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0082
499672.117527491,183850.386717391,19917,5W0084,Major,,Barre Town,05,Permit,13 Lot Subdivision &  Construction of 1 House per Lot,44.1548949790001,-72.504132491,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0084
495664.323816368,195840.833248346,19918,5W0085,Major,,Montpelier,05,Permit,19 Lot Residential Subdivision w/Road,44.262802472,-72.554250372,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0085
469655.717527484,178164.68845716,19921,5W0086,Major,,Warren,05,Permit,CONST A ROAD,44.1031018200001,-72.879040317,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0086
479767.453178623,203926.476319989,19926,5W0090,Adm. Amend,Super Duper Store,Waterbury,05,Permit,Construction of addition to Super Duper Store,44.3352581720001,-72.753662865,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0090
496825.573752381,186451.154346089,19936,5W0091,Major,,Barre Town,05,Permit,Sixteen lot subdivision & construction of road,44.1782787330001,-72.539672781,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0091
487335.923604599,199873.966122242,19940,5W0092,Major,,Middlesex,05,Permit,CONSTR OF AN OUTER MARKER,44.2989848620001,-72.6586852199999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0092
489931.279406762,190691.480182762,19941,5W0093,Minor,,Berlin,05,Permit,GRADING AND FILL,44.2163681580001,-72.6259946439999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0093
468238.524819538,178160.25382412,19942,5W0094,Major,,Warren,05,Permit,EXTEN CONST DATE TO 6/15/81,44.103012832,-72.896699419,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0094
495853.438870306,191851.751285146,19944,5W0095,Major,,Berlin,05,Permit,60 X 222 STEEL BUILDING WITH BRICK FRONT/GROCERY STORE/7 SHOP COMPLEX,44.226899749,-72.5518736019999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0095
484916.438868853,199201.294422285,19949,5W0100,Major,the Christmas Barn,Moretown,05,Permit,A GIFT SHOP,44.292872204,-72.689023312,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0100
466437.411007235,189213.932314793,19960,5W0105,Major,Mad River Corporation / ski lift,Fayston,05,Permit,replace existing T-Bar with a chair lift,44.202408721,-72.919932892,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0105
495829.48388396,191873.989011316,19961,5W0107,Major,Harry's Department Store,Berlin,05,Permit,construction of a sales and warehouse bldg.,44.2270520020001,-72.5522419549999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0107
474011.174307724,178134.965156858,19968,5W0109,Major,"Blair, Rupert",Warren,05,Permit,construction of a 50 unit mobile home park,44.1029814090001,-72.82456057,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0109
497047.415478912,199640.154260392,19976,5W0110,Major,"Hudson, Doris and Ashley",East Montpelier,05,Permit,fourteen lot subdivision,44.2969889170001,-72.536975438,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0110
494107.738498881,196353.169943384,19977,5W0111,Major,Montpelier Hubbard Park Commission,Montpelier,05,Permit,recreational improvements,44.267396155,-72.573765771,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0111
482354.305644164,210908.194923649,19978,5W0112,Major,"K.O.A. Stowe, Inc.",Waterbury,05,Permit,construction of an 85 site travel trailer & campground,44.3982068440001,-72.72151246,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0112
490259.690352302,191213.214786304,19979,5W0113,Major,"Lowe, Ralph",Berlin,05,Permit,stump dump and building debris depository,44.221073507,-72.6219154619999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0113
496292.596368227,191362.592713641,19981,5W0115,Major,Ames Shopping Plaza,Berlin,05,Permit,construction of an enclosed mall shopping plaza,44.222513172,-72.5463653429999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0115
469283.979357602,182577.602408251,19997,5W0116,Major,Swiss Ski Club of N.Y. Inc.,Waitsfield,05,Permit,construction of a ski lodge,44.142847358,-72.883871691,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0116
471802.747439221,182199.657138772,19998,5W0117,Major,"Dome Homes, Inc.",Warren,05,Permit,construction of condominium townhouses,44.139481571,-72.852426909,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0117
492605.12516505,230067.465026146,19999,5W0118,Minor,"Hutch Material and Supply, Inc.",Morristown,05,Permit,construction of a concrete preparation facility,44.570811367,-72.593129334,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0118
471527.475373215,187000.947242305,20002,5W0119,Major,"Mad Hatter, Ltd.",Fayston,05,Permit,COMMERCIAL PUBLIC RESTAURANT,44.182705766,-72.856107497,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0119
466677.314417146,189234.933912551,20006,5W0121,Major,Mad River Corporation,Fayston,05,Permit,construct an addition to an existing commercial building,44.2025827640001,-72.916927174,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0121
473029.068316234,186605.716294916,20007,5W0122,Major,"Keith & Keith, Inc.",Waitsfield,05,Permit,8 lot commercial subdivision & develop laundromat,44.1792465990001,-72.8373412409999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0122
480037.348976673,203514.518130382,20015,5W0123,Major,Catholic Diocese,Waterbury,05,Permit,construct a new parish hall,44.3315761260001,-72.750281698,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0123
470548.547012915,182660.71341334,20017,5W0126,Major,Hundred Acre Wood,Warren,05,Permit,construction of 3500-foot road,44.1435623740001,-72.8680967079999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0126
481346.755388947,198410.46378114,20019,5W0127,Major,State of Vermont Highways / Moretown,Moretown,05,Permit,MORETOWN BYPASS,44.2856757930001,-72.7337222,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0127
494959.206743028,192652.389545451,20020,5W0128,Major,"LaGue, Inc.",Berlin,05,Permit,44 apartments in four buildings,44.234053492,-72.5631413,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0128
498577.18847444,188439.445106468,20021,5W0129,Major,"J.S.G.C. Building, Ltd.",Barre City,05,Permit,22 lot subdivision,44.196219999,-72.5178226639999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0129
483583.132264698,208527.092955339,20026,5W0130,Major,"Woodard, George",Waterbury,05,Permit,construction of a MHW facility,44.3768088080001,-72.7060067149999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0130
502118.856365433,187228.511842187,20027,5W0131,Major,"Buttura, Leo",Barre Town,05,Permit,10 lot subdivision,44.185306978,-72.473507491,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0131
502198.939720274,186839.646666352,20028,5W0132,Major,"Buttura, Leo",Barre Town,05,Permit,5 lot subdivision,44.181772429,-72.472538947,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0132
511523.439620442,204227.55908463,20029,5W0133,Major,Green Mountain Power Corp. / Marshfield,Marshfield,05,Permit,electrical line extension,44.338218053,-72.3554529259999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0133
473236.780779902,184593.713490702,20030,5W0134,Major,Munro and Jennings,Waitsfield,05,Findings,construct two two-story office bldgs.,44.1610745990001,-72.834589256,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0134
473635.315706287,178247.56994808,20032,5W0137,Major,"Swain, Donald",Warren,05,Permit,RESIDENTIAL DWELLINGS CONSTR ON THREE LOTS PLUS COMMON LAND,44.1040172610001,-72.829265474,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0137
495773.656337213,192029.582576485,20035,5W0139,Minor,"Green Mtn. Lincoln Mercury, Inc.",Berlin,05,Permit,BUILD STORAGE BUILDING,44.228525539,-72.5529377349999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0139
495101.809795693,191052.257962138,20038,5W0141,Major,"Central Vermont Medical Center, Inc.",Berlin,05,Permit,TWO ADDITIONS TO THE CENTRAL VERMONT HOSPITAL,44.219738997,-72.5612802749999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0141
477315.499643301,200589.935757262,20039,5W0143,Major,Highland Hills Estates,Duxbury,05,Permit,construction of a road,44.30521666,-72.784261135,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0143
473053.284516195,186661.173827863,20043,5W0144,Minor,"Design Development, Inc.",Waitsfield,05,Findings,PROFESSIONAL OFFICE BUILDING,44.1796736250001,-72.836962079,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0144
476733.131740171,191625.010478623,20044,5W0147,Major,Fly-In Chalets,Fayston,05,Permit,DEVELOP 12 CONDOMINIUMS AND 14 ADDITIONAL LOTS,44.224464676,-72.791179745,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0147
477023.530397012,206057.866382688,20080,5W0148,Major,"Farr, John and Dorothy",Waterbury,05,Permit,4 BUILDING LOTS,44.3543907120001,-72.788152536,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0148
495773.706430429,192107.361483114,20081,5W0149,Major,"Pettengill, Ned",Berlin,05,Permit,CONSTR A MIMI-MART AND GAS PUMPS,44.229240448,-72.552873028,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0149
468410.832529398,189026.361598614,20082,5W0150,Major,Sugar River Company Inc.,Fayston,05,Permit,REPLACEMENT FIELD FOR GROUP K,44.200764232,-72.895155373,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0150
487442.749521802,180595.686620425,20089,5W0152,Major,"Hard, Roger",Northfield,05,Permit,SUBDIVISION FOR RESIDENTIAL HOMES/CONVERSION OF EXISTING HOME TO DUPLEX,44.1255074320001,-72.656923325,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0152
494148.910003243,197753.165542118,20090,5W0154,Major,Alpine Estates,Montpelier,05,Permit,64 UNITS/CONVENTIONAL GARDEN TYPE APARTMENTS,44.2799890040001,-72.573263031,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0154
469073.915600104,182145.243237347,20091,5W0155,Major,Bridges Resort,Warren,05,Permit,construct a 100 unit condo project,44.1388652960001,-72.886486055,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0155
514833.029378027,211201.207023068,20098,5W0159,Major,,Cabot,05,Permit,500 sq ft addition to existing creamery to house milk storage tanks,44.400871325,-72.31376806,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0159
469479.548423641,186787.908754308,20104,5W0162,Minor,Hiddenwood Subdivision,Fayston,05,Permit,authorizes the subsurface disposal of sewage on Lot 16,44.180665708,-72.881704805,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0162
471399.399391466,186968.16908153,20117,5W0163,Major,TAC Development Corporation,Fayston,05,Permit,construction of a ski house,44.1824306940001,-72.8576833339999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0163
483222.146292364,201394.380416784,20119,5W0164,Major,,Moretown,05,Permit,GRAVEL WASHING OPERATION,44.312646478,-72.710255312,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0164
469041.752434861,182112.060362166,20158,5W0167,Major,"Waitsfield-Fayston Telephone Company, In",Warren,05,Permit,constructoin of a dial equipment house,44.138643415,-72.8869432399999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0167
477332.149644284,193867.421193759,20159,5W0170,Major,Ski Club Lodge Corporation,Moretown,05,Permit,division of 25-acre parcel of land into 6 lots,44.2446716430001,-72.783804585,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0170
506003.68708199,205642.433294177,20161,5W0172,Major,Washington Electric Cooperative / Calais,Calais,05,Permit,construction of an electrical distribution line,44.3509633130001,-72.424686762,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0172
473488.703714134,187559.42441717,20162,5W0173,Major,Wait Farm,Waitsfield,05,Permit,constructoin of 8 unit motel,44.1878194380001,-72.8316391389999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0173
480354.000343865,202724.637720512,20169,5W0174,Major,"Gallagher, Robert",Moretown,05,Permit,43 lot subdivision and construct 43 houses,44.3245328720001,-72.746274864,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0174
498289.383676799,188339.512875474,20172,5W0175,Major,Central Vermont Construction Company,Barre City,05,Permit,construct 36 unit elderly housing,44.1953299300001,-72.521379802,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0175
494291.724076247,196753.016052989,20173,5W0177,Major,"Montpelier, City of",Montpelier,05,Permit,EXPANSION OF EXISTING STUMP DUMP AND RELOCATION OF STREAM,44.271017509,-72.57149936,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0177
472086.798407133,181253.986433514,20175,5W0178,Major,"Richards, Stuart",Warren,05,Permit,conversion of a private dwelling into office space,44.130996983,-72.848820948,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0178
511497.541579874,205349.778112578,20177,5W0180,Major,"Marshfield, Village of",Marshfield,05,Permit,construction of water pollution control facilities,44.3482747890001,-72.355767059,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0180
496643.987693897,191006.843325089,20181,5W0184,Major,"Ambassador Insurance Company, Inc.",Berlin,05,Permit,OFFICE BUILDING,44.219334804,-72.542016486,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0184
504796.949366767,220308.808692643,20182,5W0185,Major,,Woodbury,05,Permit,10 LOT SUBDIVISION COVERING LOTS 1 THROUGH 3 AND LOTS 10 AND 11,44.4830179640001,-72.439747707,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0185
487484.366370264,202384.873550653,20183,5W0186,Major,,Middlesex,05,Permit,"Installation of an air  navigational aid, marker beacon station pole mounted",44.321644635,-72.656944978,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0186
473409.141527605,203404.772409024,20184,5W0190,Major,Green Mountain Power Coporation,Duxbury,05,Permit,CONSTR ELECTRIC LINE EXTENSION,44.3303577290001,-72.833400728,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0190
494128.497728343,210564.736317582,20187,5W0195,Major,"Maxham, David and Joan",Worcester,05,Permit,CONSTR ROAD,44.395289448,-72.57368078,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0195
487255.379071011,183029.385049527,20197,5W0200,Major,Northfield Coal Company,Northfield,05,Permit,CONSTR OIL STORAGE TANK,44.1474043380001,-72.659274795,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0200
472701.197210071,184673.693732148,20198,5W0202,Major,Butternut Hill Condo. Dev.,Waitsfield,05,Permit,CONST FORTY-EIGHT UNIT CONDO,44.1618382010001,-72.841304061,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0202
487538.888706584,184873.296434082,20203,5W0207,Major,"Covey, John and Eva",Northfield,05,Permit,construction of a garage and office bldg. w/gasoline pump island,44.163985127,-72.655805792,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0207
468934.393437542,188179.393286412,20206,5W0208,Major,Mad River Corporation / 5 townhouses,Fayston,05,Permit,construction of 5  townhouses,44.1932091370001,-72.8886324439999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0208
499912.166921234,188794.85033812,20208,5W0209,Major,Freeman Enterprises,Barre City,05,Permit,construct 20 unit elderly housing,44.1993813010001,-72.5011026449999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0209
479140.1208875,202272.822054142,20211,5W0210,Minor,"Tourin, Jack",Duxbury,05,Permit,construction of a woodworking shop,44.3203871640001,-72.761487358,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0210
476061.129562351,189205.143035686,20213,5W0213,Major,Pine Brook Subdivision,Waitsfield,05,Permit,13 house development,44.2026834320001,-72.7995110099999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5W0213
