characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femalte,"American Indian/Alaska Naitve, non-Hispanic",2003,19450.0,520.0,Reporting standards ont met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"American Indian/Alaska Native, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliabl estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fjemale,"American Indian/Alaska Native, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few ases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alask aNative, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not mext (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"Amreican Indian/Alaska Native, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"American Indian/Alaska Native, non-cHispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate.),233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",eFmale,"Amerxican Indian/Alaska Native, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too fw cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"AmericanI ndian/Alaska Native, non-Hispanic",2010,19450.0,520.0,Reporting standards not met too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Feale,"American Indian/Alaska Native, no-nHispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",eFmale,"American ndian/Alaska Native, non-Hispanic",2395,19450.0,520.0,Reporting standards not met (too ew cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, nonb-Hispanic",2001,19450.0,520.0,Data not avwailable.,233.0,30.0,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,14790.275320387153,520.0,Reportign standards not met (too few cases for a reliable estimate).,233.0,89.66628084397068,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Fmale,"Two or more races, non-Hispanic",2003,19450.0,520.0,Reporting srtandards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Fpemale,"Two or more races, bnon-Hispanic",2004,19450.0,520.0,Reportin gstandards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Femlae,"Two r more races, non-Hispanic",2660,19450.0,520.0,Reporting standards no tmet (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Femlae,"Two or more raecs, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hspanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).***
"Total - Female, Two or more races, non-Hispanic",Femamle,"Two or mroe races, non-Hispanic",2008,9478.026030545583,520.0,Reporting standards not met (too few cases for la reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Femalwe,"Two or more rnaces, non-Hispanic",2009,19450.0,520.0,Reporting standadrs not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",emale,"Two or mor eraces, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (toof ew cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Feale,"Tw or more races, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too feew cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Feale,"Two or more races, non-Hipanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few casews for a reliable estimate).
