Year,Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,RUCA_Cd,Breakout_Type,Breakout,Tot_Prscrbrs,Tot_Opioid_Prscrbrs,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2021,County,06113,California:Yolo,,Totals,Overall,542,342,27493,630377,4.36,-1.76,-0.2,2705,9.84,-4.96,-0.44
2021,County,06115,California:Yuba,,Totals,Overall,125,90,10168,150097,6.77,-3.43,-1.04,921,9.06,-1.48,-2.19
2021,County,08001,Colorado:Adams,,Totals,Overall,2822,1866,74083,1412461,5.24,-1.99,-0.07,10237,13.82,-2.56,-0.3
2021,County,08003,Colorado:Alamosa,,Totals,Overall,76,51,3458,74825,4.62,-3.3,-0.22,228,6.59,-9.75,-3.44
2021,County,08005,Colorado:Arapahoe,,Totals,Overall,2678,1794,107549,2140984,5.02,-2.46,-0.15,14473,13.46,-3.44,-0.5
2021,County,08007,Colorado:Archuleta,,Totals,Overall,48,37,2308,41773,5.53,-0.33,0.46,175,7.58,-6.87,0.45
2021,County,08009,Colorado:Baca,,Totals,Overall,12,9,980,21715,4.51,-2.71,-1.13,230,23.47,-11.65,-2.61
2021,County,08011,Colorado:Bent,,Totals,Overall,3,2,193,4842,3.99,-0.77,-0.28,24,12.44,-9.06,4.63
2021,County,08013,Colorado:Boulder,,Totals,Overall,1627,1095,64293,1263617,5.09,-1.78,-0.17,8735,13.59,-3.65,-1.03
2021,County,08014,Colorado:Broomfield,,Totals,Overall,240,172,6779,134679,5.03,-3.28,-0.99,335,4.94,-15,-6.03
2021,County,08015,Colorado:Chaffee,,Totals,Overall,75,57,4555,83115,5.48,-2.23,-1.11,625,13.72,-2.65,-0.4
2021,County,08017,Colorado:Cheyenne,,Totals,Overall,3,3,478,7194,6.64,-0.7,0.85,71,14.85,-7.46,-2.25
2021,County,08019,Colorado:Clear Creek,,Totals,Overall,4,3,16,179,8.94,-9.88,,0,0,0,
2021,County,08021,Colorado:Conejos,,Totals,Overall,13,10,1001,28772,3.48,-5.63,-0.63,57,5.69,-5.7,-0.76
2021,County,08023,Colorado:Costilla,,Totals,Overall,2,2,98,1564,6.27,-0.98,-0.12,0,0,-17.34,
2021,County,08025,Colorado:Crowley,,Totals,Overall,2,1,102,2951,3.46,-0.42,-0.23,0,0,,
2021,County,08027,Colorado:Custer,,Totals,Overall,8,6,231,5345,4.32,-20.45,-0.89,,,,
2021,County,08029,Colorado:Delta,,Totals,Overall,88,71,7261,125924,5.77,-0.7,-0.42,918,12.64,-3.51,0.05
2021,County,08031,Colorado:Denver,,Totals,Overall,3240,2097,104175,1936253,5.38,-1.57,-0.26,10788,10.36,-3.24,-0.48
2021,County,08033,Colorado:Dolores,,Totals,Overall,4,4,312,2966,10.52,-0.59,-3.3,24,7.69,7.69,-3.19
2021,County,08035,Colorado:Douglas,,Totals,Overall,1303,845,49074,962587,5.1,-0.71,-0.31,5735,11.69,0.69,-0.75
2021,County,08037,Colorado:Eagle,,Totals,Overall,194,146,4430,70882,6.25,-0.48,1.01,167,3.77,-7.66,-3.28
2021,County,08039,Colorado:Elbert,,Totals,Overall,9,6,398,9458,4.21,-1.2,-0.43,54,13.57,3.87,0.35
2021,County,08041,Colorado:El Paso,,Totals,Overall,2424,1669,110354,1793193,6.15,-1.62,-0.29,16349,14.82,-1.46,-0.73
2021,County,08043,Colorado:Fremont,,Totals,Overall,100,77,11042,151403,7.29,1.78,0.26,2392,21.66,7.12,1.59
2021,County,08045,Colorado:Garfield,,Totals,Overall,203,159,6717,158159,4.25,-1.71,0.15,501,7.46,-4.7,-0.51
2021,County,08047,Colorado:Gilpin,,Totals,Overall,2,1,246,7667,3.21,-10.69,0.43,54,21.95,2.68,11.88
2021,County,08049,Colorado:Grand,,Totals,Overall,36,31,1018,24528,4.15,-0.79,0.05,139,13.65,1.71,-1.29
2021,County,08051,Colorado:Gunnison,,Totals,Overall,54,44,1341,26591,5.04,-3.09,-0.3,122,9.1,-6.81,-3.37
2021,County,08053,Colorado:Hinsdale,,Totals,Overall,5,4,73,3112,2.35,-3.35,0.56,,,,
2021,County,08055,Colorado:Huerfano,,Totals,Overall,26,22,1765,31423,5.62,-1.27,-0.17,46,2.61,-4.6,-0.33
2021,County,08057,Colorado:Jackson,,Totals,Overall,1,1,15,747,2.01,,,0,0,,
2021,County,08059,Colorado:Jefferson,,Totals,Overall,1937,1393,115773,2251168,5.14,-2.11,-0.11,15744,13.6,-3.66,-0.23
2021,County,08061,Colorado:Kiowa,,Totals,Overall,2,2,140,3680,3.8,-0.16,-2.45,19,13.57,,-7.74
2021,County,08063,Colorado:Kit Carson,,Totals,Overall,12,10,682,27048,2.52,-1.87,-0.72,67,9.82,-7.54,1.85
2021,County,08065,Colorado:Lake,,Totals,Overall,17,16,283,8240,3.43,-3.49,0.82,,,,
2021,County,08067,Colorado:La Plata,,Totals,Overall,314,223,8649,229531,3.77,-1.76,0.01,667,7.71,-4.03,-0.25
2021,County,08069,Colorado:Larimer,,Totals,Overall,1413,1004,65495,1245653,5.26,-2.03,-0.26,8018,12.24,-6.6,-1.56
2021,County,08071,Colorado:Las Animas,,Totals,Overall,30,21,4076,56608,7.2,-0.79,0.22,601,14.74,-0.07,4.04
2021,County,08073,Colorado:Lincoln,,Totals,Overall,20,16,1500,32731,4.58,-3.28,-0.71,217,14.47,-6.43,-2.1
2021,County,08075,Colorado:Logan,,Totals,Overall,50,31,3523,99945,3.52,-1.5,-0.38,515,14.62,-0.58,1.45
2021,County,08077,Colorado:Mesa,,Totals,Overall,682,511,31090,631250,4.93,-1.78,0.06,3045,9.79,-4.65,-1.75
2021,County,08079,Colorado:Mineral,,Totals,Overall,2,2,118,1834,6.43,-7.82,-1.46,34,28.81,-7.4,
2021,County,08081,Colorado:Moffat,,Totals,Overall,38,33,1757,31407,5.59,-3.15,0.49,240,13.66,-0.22,0.39
2021,County,08083,Colorado:Montezuma,,Totals,Overall,91,73,5005,75257,6.65,-1.38,0.7,505,10.09,-7.68,1.13
2021,County,08085,Colorado:Montrose,,Totals,Overall,178,136,9145,214282,4.27,-2.8,-0.55,924,10.1,-5.28,-1.48
2021,County,08087,Colorado:Morgan,,Totals,Overall,64,47,3214,76979,4.18,-1.99,-0.38,162,5.04,-12.84,-2.11
2021,County,08089,Colorado:Otero,,Totals,Overall,49,38,3203,83845,3.82,-2.13,0.02,421,13.14,-5.11,0.36
2021,County,08091,Colorado:Ouray,,Totals,Overall,11,8,400,7868,5.08,-2.43,0.93,48,12,0.4,-0.44
2021,County,08093,Colorado:Park,,Totals,Overall,4,4,955,2921,32.69,23.02,30.15,304,31.83,7.54,31.83
2021,County,08095,Colorado:Phillips,,Totals,Overall,18,15,874,28005,3.12,-1.37,-0.52,80,9.15,-10.51,4.09
2021,County,08097,Colorado:Pitkin,,Totals,Overall,92,63,2095,39499,5.3,-0.51,0.58,352,16.8,2.39,2.07
2021,County,08099,Colorado:Prowers,,Totals,Overall,35,27,2149,46404,4.63,-1.39,-0.57,286,13.31,-4.56,-0.69
2021,County,08101,Colorado:Pueblo,,Totals,Overall,768,520,55196,927057,5.95,-1.65,-0.27,5682,10.29,-2.98,0.49
2021,County,08103,Colorado:Rio Blanco,,Totals,Overall,21,18,1182,15539,7.61,-0.75,-0.21,105,8.88,-9.57,0.85
2021,County,08105,Colorado:Rio Grande,,Totals,Overall,32,25,3508,63401,5.53,-2.55,-0.01,457,13.03,-1.73,-0.35
2021,County,08107,Colorado:Routt,,Totals,Overall,112,84,4067,69106,5.89,-1.65,-0.26,326,8.02,-8.2,-1.49
2021,County,08109,Colorado:Saguache,,Totals,Overall,3,0,0,65,0,-13.91,0,0,,,
2021,County,08113,Colorado:San Miguel,,Totals,Overall,21,18,635,12011,5.29,-0.94,-0.11,53,8.35,1.03,0.91
2021,County,08115,Colorado:Sedgwick,,Totals,Overall,5,5,418,14405,2.9,-1.81,-0.33,46,11,-6.16,2.21
2021,County,08117,Colorado:Summit,,Totals,Overall,106,72,1312,37274,3.52,-4.91,-0.07,39,2.97,-17.83,-0.2
2021,County,08119,Colorado:Teller,,Totals,Overall,39,31,1606,46380,3.46,-3.63,0,122,7.6,-12.55,0.22
2021,County,08121,Colorado:Washington,,Totals,Overall,6,4,242,10921,2.22,-4.42,0.01,60,24.79,-7.12,6.19
2021,County,08123,Colorado:Weld,,Totals,Overall,677,498,35632,726835,4.9,-1.47,-0.07,5198,14.59,-0.08,1.39
2021,County,08125,Colorado:Yuma,,Totals,Overall,24,21,1482,42749,3.47,-1.89,-0.12,148,9.99,-9.75,0.08
2021,County,09001,Connecticut:Fairfield,,Totals,Overall,4446,2441,121235,3825940,3.17,-0.59,-0.12,14130,11.66,-4.64,-2.11
2021,County,09003,Connecticut:Hartford,,Totals,Overall,5608,3228,155636,5192818,3,-0.89,0.06,19548,12.56,-2.5,0.75
2021,County,09005,Connecticut:Litchfield,,Totals,Overall,448,251,17032,568116,3,-1.59,-0.22,1552,9.11,-6.93,-1.62
2021,County,09007,Connecticut:Middlesex,,Totals,Overall,624,358,18937,655326,2.89,-1.25,-0.22,2046,10.8,-4.59,-1.29
2021,County,09009,Connecticut:New Haven,,Totals,Overall,5742,3206,166291,4613419,3.6,-0.94,-0.05,25806,15.52,-2.96,-0.74
2021,County,09011,Connecticut:New London,,Totals,Overall,933,563,40431,1162166,3.48,-1.01,-0.07,5237,12.95,-4.23,-1.39
2021,County,09013,Connecticut:Tolland,,Totals,Overall,285,149,11421,421537,2.71,-1.5,-0.46,1505,13.18,-4.65,-2.49
2021,County,09015,Connecticut:Windham,,Totals,Overall,293,184,14381,491440,2.93,-1.61,-0.09,2115,14.71,-4.86,-1.14
2021,County,10001,Delaware:Kent,,Totals,Overall,546,326,20867,667165,3.13,-3.06,-0.13,2461,11.79,-8.07,-0.74
2021,County,10003,Delaware:New Castle,,Totals,Overall,2641,1638,104614,2439747,4.29,-2.02,0.08,18725,17.9,-1.08,-0.44
2021,County,10005,Delaware:Sussex,,Totals,Overall,726,472,53546,1316734,4.07,-1.27,-0.34,8546,15.96,-3.05,-0.06
2021,County,11001,District of Columbia:District of Columbia,,Totals,Overall,4919,2822,61183,1982997,3.09,-1.14,-0.19,5499,8.99,-1.68,-1.66
2021,County,12001,Florida:Alachua,,Totals,Overall,2757,1535,105662,1685011,6.27,-1.03,-0.23,15299,14.48,-2.19,-0.8
2021,County,12003,Florida:Baker,,Totals,Overall,42,17,963,41200,2.34,-0.84,-0.5,164,17.03,13.85,1.43
2021,County,12005,Florida:Bay,,Totals,Overall,661,405,59196,850780,6.96,-1.96,-0.57,4180,7.06,-1.82,-0.65
2021,County,12007,Florida:Bradford,,Totals,Overall,38,31,4171,71632,5.82,-1.39,-0.24,651,15.61,-4.8,-2.66
2021,County,12009,Florida:Brevard,,Totals,Overall,2139,1275,173451,3120301,5.56,-1.25,-0.38,22120,12.75,-2.9,-1.07
2021,County,12011,Florida:Broward,,Totals,Overall,7642,3956,256011,8055743,3.18,-1.17,-0.09,34345,13.42,-0.78,-0.73
2021,County,12013,Florida:Calhoun,,Totals,Overall,24,18,3098,98364,3.15,-0.64,0.15,125,4.03,-1.44,0.14
2021,County,12015,Florida:Charlotte,,Totals,Overall,647,404,69157,1391432,4.97,-1.48,-0.36,11706,16.93,-2.91,-0.57
2021,County,12017,Florida:Citrus,,Totals,Overall,522,280,75616,1079380,7.01,0.08,-0.45,9856,13.03,-2.48,-1.53
2021,County,12019,Florida:Clay,,Totals,Overall,723,372,50285,777960,6.46,-3.02,0.64,6968,13.86,-6.39,-1.04
2021,County,12021,Florida:Collier,,Totals,Overall,1579,896,80601,1999661,4.03,-1.51,-0.33,10825,13.43,-4.5,-1
2021,County,12023,Florida:Columbia,,Totals,Overall,206,103,26179,380694,6.88,-0.66,-0.64,2831,10.81,-3.96,-0.23
2021,County,12027,Florida:DeSoto,,Totals,Overall,61,23,2027,109660,1.85,-1.34,0.15,50,2.47,-0.13,1.1
2021,County,12029,Florida:Dixie,,Totals,Overall,6,3,889,23300,3.82,,2.47,101,11.36,,11.36
2021,County,12031,Florida:Duval,,Totals,Overall,5364,3095,296965,4994885,5.95,-1.76,-0.58,35685,12.02,-4.16,-1.32
2021,County,12033,Florida:Escambia,,Totals,Overall,1604,969,137878,1776159,7.76,-0.66,0.14,9363,6.79,-4.65,-1.05
2021,County,12035,Florida:Flagler,,Totals,Overall,260,160,27540,505929,5.44,-0.45,0.27,2261,8.21,-6.04,-0.93
2021,County,12037,Florida:Franklin,,Totals,Overall,20,9,230,34236,0.67,-1.54,0.18,0,0,-2.67,0
2021,County,12039,Florida:Gadsden,,Totals,Overall,36,16,1311,68520,1.91,-0.5,-0.26,101,7.7,-1.54,0.63
2021,County,12041,Florida:Gilchrist,,Totals,Overall,20,13,1878,55908,3.36,-1.41,0.28,38,2.02,1.22,0.67
2021,County,12043,Florida:Glades,,Totals,Overall,7,1,,3331,,,,,,,
2021,County,12045,Florida:Gulf,,Totals,Overall,36,22,2634,60426,4.36,-1.2,-0.4,66,2.51,-1.75,-0.57
2021,County,12047,Florida:Hamilton,,Totals,Overall,5,4,771,22413,3.44,0.47,-0.72,,,,
2021,County,12049,Florida:Hardee,,Totals,Overall,34,21,2013,77831,2.59,0.84,0.07,12,0.6,-1.57,-1.22
2021,County,12051,Florida:Hendry,,Totals,Overall,42,29,1149,64604,1.78,-0.54,0.15,48,4.18,-0.81,0.71
2021,County,12053,Florida:Hernando,,Totals,Overall,700,379,86832,1428180,6.08,-1.97,-0.48,12884,14.84,-4.52,-0.74
2021,County,12055,Florida:Highlands,,Totals,Overall,346,218,30071,738824,4.07,-0.85,0.01,2252,7.49,-1.61,-0.08
2021,County,12057,Florida:Hillsborough,,Totals,Overall,6744,3750,337001,7252393,4.65,-1.53,-0.24,42176,12.52,-3.15,0.04
2021,County,12059,Florida:Holmes,,Totals,Overall,31,24,3649,82880,4.4,-1.26,-0.1,199,5.45,1.85,-0.4
2021,County,12061,Florida:Indian River,,Totals,Overall,695,400,54339,1114553,4.88,-0.77,0.3,6648,12.23,-1.75,-0.52
2021,County,12063,Florida:Jackson,,Totals,Overall,115,73,9206,226933,4.06,-1.37,-0.12,553,6.01,-3.1,-0.3
2021,County,12065,Florida:Jefferson,,Totals,Overall,10,5,163,24737,0.66,-0.82,-0.12,0,0,,0
2021,County,12067,Florida:Lafayette,,Totals,Overall,5,1,686,19504,3.52,-1.06,0.11,,,,
2021,County,12069,Florida:Lake,,Totals,Overall,1299,775,102197,2603355,3.93,-1.64,-0.35,12001,11.74,-4.86,-1.34
2021,County,12071,Florida:Lee,,Totals,Overall,2985,1705,187486,4187757,4.48,-1.37,0.01,25906,13.82,-3.78,-0.48
2021,County,12073,Florida:Leon,,Totals,Overall,1238,695,79291,1433705,5.53,-0.1,0.19,8257,10.41,-1.83,-0.45
2021,County,12075,Florida:Levy,,Totals,Overall,45,27,2246,89426,2.51,-0.71,-0.1,64,2.85,-3.41,0
2021,County,12077,Florida:Liberty,,Totals,Overall,10,3,,14731,,,,,,,
2021,County,12079,Florida:Madison,,Totals,Overall,20,13,2706,85475,3.17,-3.34,-0.16,150,5.54,-0.43,-0.43
2021,County,12081,Florida:Manatee,,Totals,Overall,1448,793,110747,2023503,5.47,-1.2,-0.03,15866,14.33,-3.58,-0.59
2021,County,12083,Florida:Marion,,Totals,Overall,1296,749,97159,2382560,4.08,-2.19,-0.23,7123,7.33,-7.49,-1.25
2021,County,12085,Florida:Martin,,Totals,Overall,771,482,40475,932360,4.34,-2.35,-0.54,5384,13.3,-7.37,-2.26
2021,County,12086,Florida:Miami Dade,,Totals,Overall,12048,5651,307764,19318075,1.59,1.59,-0.1,20128,6.54,,-1.23
2021,County,12086,Florida:Miami-Dade,,Totals,Overall,12048,5651,307764,19318075,1.59,-0.51,-0.1,20128,6.54,-1.66,-1.23
2021,County,12087,Florida:Monroe,,Totals,Overall,250,156,10305,219711,4.69,-1.14,-0.4,736,7.14,-1.79,-0.06
2021,County,12089,Florida:Nassau,,Totals,Overall,169,96,21697,333230,6.51,-0.74,-1.03,1970,9.08,-3.16,-2.33
2021,County,12091,Florida:Okaloosa,,Totals,Overall,707,427,42313,717102,5.9,-2.48,-0.21,3445,8.14,-4.13,-0.67
2021,County,12093,Florida:Okeechobee,,Totals,Overall,95,52,7747,193514,4,-1.04,-0.2,672,8.67,-5.74,-0.86
2021,County,12095,Florida:Orange,,Totals,Overall,5508,2944,219079,5414790,4.05,-1.33,-0.06,21101,9.63,-2.27,-0.82
2021,County,12097,Florida:Osceola,,Totals,Overall,1122,554,65968,1860229,3.55,-1.14,-0.42,8014,12.15,-1.56,-0.4
2021,County,12099,Florida:Palm Beach,,Totals,Overall,6176,3274,324527,7714199,4.21,-0.74,-0.15,46967,14.47,-1.56,-1.1
2021,County,12101,Florida:Pasco,,Totals,Overall,1798,1038,195250,3288243,5.94,-1.19,0.06,28744,14.72,-3.33,-1.17
2021,County,12103,Florida:Pinellas,,Totals,Overall,4330,2432,305839,6098396,5.02,-0.92,-0.28,40185,13.14,-2.09,-1.02
2021,County,12105,Florida:Polk,,Totals,Overall,1977,1178,148988,3892051,3.83,-1.58,-0.24,8446,5.67,-2.35,-0.5
2021,County,12107,Florida:Putnam,,Totals,Overall,137,100,11581,255069,4.54,-2.39,0.15,564,4.87,-4.2,0.16
2021,County,12109,Florida:St. Johns,,Totals,Overall,685,399,37896,913472,4.15,-0.87,0.09,3002,7.92,-1.94,-0.71
2021,County,12111,Florida:St. Lucie,,Totals,Overall,923,532,65320,1594167,4.1,-0.99,-0.81,9592,14.68,0.45,-1.55
2021,County,12113,Florida:Santa Rosa,,Totals,Overall,255,147,20745,497781,4.17,-1.45,-0.08,679,3.27,-1.84,-0.36
2021,County,12115,Florida:Sarasota,,Totals,Overall,2201,1299,134166,3163087,4.24,-0.94,-0.07,17409,12.98,-2.15,-0.37
2021,County,12117,Florida:Seminole,,Totals,Overall,1310,725,70200,1699945,4.13,-1.24,0,9047,12.89,-1.91,-0.47
2021,County,12119,Florida:Sumter,,Totals,Overall,373,216,30003,880317,3.41,0.51,1.05,3374,11.25,-0.48,-0.01
2021,County,12121,Florida:Suwannee,,Totals,Overall,43,30,2854,110931,2.57,-1.55,-0.4,171,5.99,-5.69,-0.19
2021,County,12123,Florida:Taylor,,Totals,Overall,35,21,4875,86604,5.63,-1.98,-0.61,302,6.19,-0.42,0.2
2021,County,12125,Florida:Union,,Totals,Overall,12,8,942,27051,3.48,-0.14,-0.11,,,,
2021,County,12127,Florida:Volusia,,Totals,Overall,1918,1243,147441,3208394,4.6,-1.48,-0.26,14519,9.85,-2.31,-0.41
2021,County,12129,Florida:Wakulla,,Totals,Overall,25,14,888,55803,1.59,-3.97,-0.94,25,2.82,-4.51,-2.11
2021,County,12131,Florida:Walton,,Totals,Overall,180,102,7895,214456,3.68,-1.98,-1.33,431,5.46,-0.37,0.52
2021,County,12133,Florida:Washington,,Totals,Overall,25,20,2391,76013,3.15,-0.31,-1.15,122,5.1,-1.49,-1.72
2021,County,13001,Georgia:Appling,,Totals,Overall,32,26,3640,82401,4.42,0.07,-1.84,247,6.79,1.55,-1.24
2021,County,13003,Georgia:Atkinson,,Totals,Overall,5,4,2275,27372,8.31,-1.22,-0.33,28,1.23,-2.72,-0.25
2021,County,13005,Georgia:Bacon,,Totals,Overall,19,16,7052,101627,6.94,-0.31,-0.04,350,4.96,-1.18,-0.2
2021,County,13007,Georgia:Baker,,Totals,Overall,4,4,565,15024,3.76,0.44,0.38,,,,
2021,County,13009,Georgia:Baldwin,,Totals,Overall,99,60,8839,230811,3.83,-0.52,0.27,183,2.07,-2.51,-0.32
2021,County,13011,Georgia:Banks,,Totals,Overall,9,7,144,18309,0.79,-0.3,-0.38,0,0,0,
2021,County,13013,Georgia:Barrow,,Totals,Overall,97,59,5544,144174,3.85,-2.12,-0.94,124,2.24,-0.38,-1.71
2021,County,13015,Georgia:Bartow,,Totals,Overall,233,155,30560,585850,5.22,-0.49,1.98,1573,5.15,-2.99,0.47
2021,County,13017,Georgia:Ben Hill,,Totals,Overall,30,21,5835,112419,5.19,-3.83,-0.09,250,4.28,-8.76,0.39
2021,County,13019,Georgia:Berrien,,Totals,Overall,17,13,2613,59225,4.41,-0.24,-0.39,116,4.44,-1.07,-0.22
2021,County,13021,Georgia:Bibb,,Totals,Overall,1178,767,85673,1588006,5.4,-0.65,-0.2,6718,7.84,-2.63,-0.06
2021,County,13023,Georgia:Bleckley,,Totals,Overall,13,11,1287,36166,3.56,-2.29,-2.42,57,4.43,-2.44,-0.66
2021,County,13025,Georgia:Brantley,,Totals,Overall,6,6,1801,32366,5.56,1.26,-0.39,104,5.77,2.99,0.9
2021,County,13027,Georgia:Brooks,,Totals,Overall,12,9,5924,87090,6.8,-0.48,-0.76,203,3.43,-1.06,0.38
2021,County,13029,Georgia:Bryan,,Totals,Overall,45,33,4842,109608,4.42,-4.9,-0.19,221,4.56,-12.21,-0.19
2021,County,13031,Georgia:Bulloch,,Totals,Overall,201,136,27076,492515,5.5,1.75,0.92,2044,7.55,2.83,1.3
2021,County,13033,Georgia:Burke,,Totals,Overall,20,15,4507,113600,3.97,-1.36,0.1,171,3.79,-0.49,0.18
2021,County,13035,Georgia:Butts,,Totals,Overall,24,16,12559,85619,14.67,2.98,0.73,1247,9.93,-4.03,-1.12
2021,County,13037,Georgia:Calhoun,,Totals,Overall,10,7,388,18695,2.08,-1.66,-1.61,0,0,-0.99,
2021,County,13039,Georgia:Camden,,Totals,Overall,94,44,3439,107732,3.19,-2.33,-0.82,180,5.23,-1.11,-1.08
2021,County,13043,Georgia:Candler,,Totals,Overall,17,16,2791,49765,5.61,-0.63,-0.39,62,2.22,-2.51,-0.4
2021,County,13045,Georgia:Carroll,,Totals,Overall,342,219,36911,647370,5.7,-0.12,-0.2,3001,8.13,-0.91,-1.05
2021,County,13047,Georgia:Catoosa,,Totals,Overall,96,64,6592,255683,2.58,-2.66,-0.08,207,3.14,-5.52,-0.91
2021,County,13049,Georgia:Charlton,,Totals,Overall,8,7,3036,45850,6.62,-0.8,-0.25,43,1.42,-0.06,0.51
2021,County,13051,Georgia:Chatham,,Totals,Overall,1365,876,91875,1704029,5.39,-1.01,0.07,7869,8.56,-2.04,-0.85
2021,County,13053,Georgia:Chattahoochee,,Totals,Overall,43,28,466,7335,6.35,1.03,2.13,,,,
2021,County,13055,Georgia:Chattooga,,Totals,Overall,23,18,3028,67722,4.47,0.16,-0.28,124,4.1,1.5,0.55
2021,County,13057,Georgia:Cherokee,,Totals,Overall,500,326,66748,736356,9.06,-1.18,-0.1,12171,18.23,-2.11,-0.06
2021,County,13059,Georgia:Clarke,,Totals,Overall,841,503,93277,1003537,9.29,1.29,0.2,10672,11.44,0.73,0.28
2021,County,13061,Georgia:Clay,,Totals,Overall,6,4,812,38288,2.12,-6.1,0.11,11,1.35,-5.53,-0.59
2021,County,13063,Georgia:Clayton,,Totals,Overall,438,266,17255,554486,3.11,-3.35,-0.23,772,4.47,-6.56,-0.63
2021,County,13065,Georgia:Clinch,,Totals,Overall,8,8,3849,47917,8.03,-0.21,-0.23,50,1.3,-2.14,-0.65
2021,County,13067,Georgia:Cobb,,Totals,Overall,2567,1549,121323,2581765,4.7,-1.65,-0.1,13151,10.84,-2.8,-1.16
2021,County,13069,Georgia:Coffee,,Totals,Overall,135,89,20620,368318,5.6,-2.16,-0.88,1211,5.87,-1.65,0.5
2021,County,13071,Georgia:Colquitt,,Totals,Overall,137,88,7865,273409,2.88,-0.61,-0.22,353,4.49,-1.6,-0.39
2021,County,13073,Georgia:Columbia,,Totals,Overall,302,216,39282,458758,8.56,-2.99,-0.11,4647,11.83,-7.08,-1.52
2021,County,13075,Georgia:Cook,,Totals,Overall,24,15,3046,78937,3.86,-1.79,0.04,191,6.27,-2.11,-0.12
2021,County,13077,Georgia:Coweta,,Totals,Overall,375,249,25797,501581,5.14,-1.93,-1.46,2094,8.12,-5.51,-3.86
2021,County,13079,Georgia:Crawford,,Totals,Overall,2,2,2993,29110,10.28,2.33,-0.03,257,8.59,-2.49,0.69
2021,County,13081,Georgia:Crisp,,Totals,Overall,106,69,20659,332576,6.21,1.4,-0.77,1965,9.51,1.11,-0.89
2021,County,13083,Georgia:Dade,,Totals,Overall,17,13,742,47266,1.57,-0.31,0.24,23,3.1,,3.1
2021,County,13085,Georgia:Dawson,,Totals,Overall,64,46,3132,106263,2.95,-1.32,-0.17,140,4.47,-1.52,-1.07
2021,County,13087,Georgia:Decatur,,Totals,Overall,44,30,6627,138270,4.79,-1.28,-0.16,394,5.95,-0.47,0.23
2021,County,13089,Georgia:DeKalb,,Totals,Overall,3031,1758,112947,2606551,4.33,-0.65,0.24,8473,7.5,-0.95,-0.17
2021,County,13091,Georgia:Dodge,,Totals,Overall,41,31,4804,156674,3.07,-2.28,-0.21,417,8.68,-1.94,-1.3
2021,County,13093,Georgia:Dooly,,Totals,Overall,5,3,68,7609,0.89,-3.17,0,0,0,-12.24,0
2021,County,13095,Georgia:Dougherty,,Totals,Overall,425,263,36405,749289,4.86,-1.42,-0.26,3092,8.49,-2.15,-0.62
2021,County,13097,Georgia:Douglas,,Totals,Overall,246,148,12512,315799,3.96,-1.24,0.29,1330,10.63,-1.72,-0.57
2021,County,13099,Georgia:Early,,Totals,Overall,11,9,1350,26704,5.06,-0.85,-1.36,,,,
2021,County,13103,Georgia:Effingham,,Totals,Overall,79,55,5495,123732,4.44,-0.41,0.14,119,2.17,-2.94,-0.44
2021,County,13105,Georgia:Elbert,,Totals,Overall,24,19,5585,120959,4.62,-0.5,-0.18,107,1.92,-0.86,0.4
2021,County,13107,Georgia:Emanuel,,Totals,Overall,47,35,6649,160487,4.14,-0.16,0.48,243,3.65,-3.45,-0.36
2021,County,13109,Georgia:Evans,,Totals,Overall,13,11,2736,50253,5.44,1.49,0.34,776,28.36,17.32,-0.56
2021,County,13111,Georgia:Fannin,,Totals,Overall,55,43,8624,167133,5.16,-1.38,0.09,336,3.9,-3.27,-0.87
2021,County,13113,Georgia:Fayette,,Totals,Overall,518,338,22302,738671,3.02,-1.37,-0.5,1869,8.38,-3.13,-1.24
2021,County,13115,Georgia:Floyd,,Totals,Overall,567,359,70972,1032960,6.87,-0.06,-0.21,6641,9.36,0.86,-0.26
2021,County,13117,Georgia:Forsyth,,Totals,Overall,455,306,23284,578439,4.03,-2.02,-1.4,1578,6.78,-4.13,-2.82
2021,County,13119,Georgia:Franklin,,Totals,Overall,36,26,5638,191877,2.94,-2.08,-0.21,131,2.32,-0.32,0.13
2021,County,13121,Georgia:Fulton,,Totals,Overall,5583,3385,216780,4285533,5.06,-0.79,0.01,26313,12.14,-0.91,-0.58
2021,County,13123,Georgia:Gilmer,,Totals,Overall,41,31,5254,120172,4.37,-2.24,-0.79,460,8.76,-2.69,-0.88
2021,County,13125,Georgia:Glascock,,Totals,Overall,1,1,36,2646,1.36,1.36,1.36,0,0,,
2021,County,13127,Georgia:Glynn,,Totals,Overall,305,198,26238,582341,4.51,-2.37,0.18,2363,9.01,-3.48,-2.07
2021,County,13129,Georgia:Gordon,,Totals,Overall,138,99,13690,224145,6.11,1.32,-0.21,781,5.7,-2.7,-1.52
2021,County,13131,Georgia:Grady,,Totals,Overall,39,26,2303,89206,2.58,-1.26,-0.37,56,2.43,1.28,0.6
