X,Y,OBJECTID,station_name,latitude,longitude,lldatum,station_type,cdec_id,source,last_modified_date,modified_by,date_data_refers_to,comments,station_number,station_short_name,dwr_gw_site_code,positional_accuracy,County
-122.309929999453,39.1293389993557,583,Freshwater Creek at Leesville Road near Williams,39.129339,-122.30993,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station was located on downstream side of Leesville Road Bridge, 9.8 miles west of Williams.  
PERIOD OF RECORD:  Begin record 10/1/81.  Station discontinued May 1, 1988.
HYDROLOGIC CONDITIONS:  Tributary to Colusa Basin Drain. 
BENCHMARKS:  N/A
DATUM OF GAGE:  Zero on gage = 0.00 ft, local datum.
UPDATED BY:  P. Huckabay 07/31/2012",A00647,Freshwater Cr @ Lees,,Unknown,Colusa
-122.306780000315,40.4808099995557,584,Churn Creek near Anderson,40.48081,-122.30678,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0079000,CHURN C NR ANDERSON,,Unknown,Shasta
-122.25887000035,40.4797499996304,585,Stillwater Creek near Anderson,40.47975,-122.25887,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0079500,STILLWATER C NR ANDE,,Unknown,Shasta
-121.881878000109,39.3552750000372,586,Cherokee Canal near Gridley,39.355275,-121.881878,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: 1991-1997,Station located on left bank, .75 miles south of Gridley-Colusa Road. Station is flooded above gage height 41.00 feet. Begin record 5/16/91. Station discontinued 9/30/97.
PERIOD OF RECORD:  Stage and discharge record begin in May 16, 1991 and ended on September 30, 1997 when it was discontinued.
HYDROLOGIC CONDITIONS:  Station is flooded above gage height 41.00 feet.
BENCHMARKS:  RP #1 Elev. = 39.03 ft Local Datum.  Chiseled square on the SE corner of concrete pad at stairs to gage house. From station history file.
RP #2 Elev. = 40.245ft local datum.  Description - Bolt head inside toe of levee 35 ft downstream of post mile 25.0.
RP #3 Elev. = 50.00 ft local datum.  Description - Bolt head near crown of levee at mile post 23.0.
DATUM OF GAGE:  Zero on gage = 50.00 ft local datum
UPDATED BY:  P. Huckabay 07/31/2012",A00910,Cherokee Can nr Grid,,Unknown,Butte
-121.797252000359,39.7621200003604,587,Mud Creek Diversion at Chico,39.76212,-121.797252,NAD83,Surface Water,,DWR Hydstra,2020/12/28 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located at the left upstream side of the Mud Creek Diversion Weir structure, 0.4 mi upstream of the Wildwood Avenue Bridge, 4.0 mi northeast of Chico, in Butte County for the entire period of record.  The Mud Creek Diversion Weir is also reference as the Sycamore Weir.
PERIOD OF RECORD: Mean daily discharge began 10/1/1964. Annual peak stage and discharge began Water Year 1967. Mean daily stage began 10/1/1975. Digital mean daily stage and discharge available beginning 10/1/1975. Digital 15-minute stage and discharge available beginning 10/1/1981. Prior to 10/1/1975, discharge and annual peak stage data were published in annual DWR Bulletin 130.
HYDROLOGIC CONDITIONS: During high flow events, discharge is diverted from Big Chico Creek to Mud Creek via the Mud Creek Diversion Weir to limit the flow of Big Chico Creek through the developed area of the City of Chico.  According to the USACE Design Memorandum No. 5, the weir is designed to begin flowing when Big Chico Creek flow reaches 3500 cfs.  Weir is design to pass 8500 cfs under project design conditions, and 11,700 cfs under standard project flow condition.
The weir width = 179 ft and the weir crest = 8.46 ft. gage datum; 267.99 ft. NAVD 88 datum (DWR 2012 survey).  Outflow to Mud Creek via Sycamore Diversion channel and Sycamore Creek.  Mud Creek joins Big Chico Creek 0.3 miles upstream of its confluence with the Sacramento River.  
BENCHMARKS:  2012 DWR RTK survey tied local reference marks to NGVD 88 using site calibration from five vertical NGS monuments.  
RP #1 Elev. = 18.63' gage datum; 278.17' NGVD88 (DWR RTK 2012 survey).   SE corner of Diversion Structure wing wall approx. 10 ft south of gage house.
RP #2 Elev.  = 18.06' gage datum; 277.59' NGVD88 ( DWR RTK 2012 Survey).  Yellow plastic cap set in middle of road approx. 15 ft. south of gage house.  
GAGE DATUM:  Zero on gage = 0.00, local datum for the entire period of record and 259.53 ft NAVD88 (2012 DWR RTK survey). 
UPDATED BY:  P. Huckabay 12/28/2020.",A00928,Mud Cr Div at Chico,,Unknown,Butte
-121.635478999318,38.750075000405,588,Yolo Bypass Tule Pond @ Fremont Weir,38.750075,-121.635479,WGS84,Surface Water,YBT,DWR Hydstra,2022/03/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,will update as we gather more info. May not be entirely accurate yet,A01600,YBT,A01600,Unknown,Yolo
-121.50499999967,38.5886111099475,589,Sacramento River at Sacramento (I Street),38.58861111,-121.505,NAD83,Surface Water,IST,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A02100,SacR. @ Sac Ist,,"GPS, 10m",Sacramento
-121.539722220123,38.6000000002877,590,Sacramento River at Bryte Lab,38.6,-121.53972222,NAD83,Tide Station,BYL,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A02104,SacR. @ Bryte Lab,,"GPS, 10m",Yolo
-121.559916670205,38.608555560381,591,Sacramento River above Sacramento Weir,38.60855556,-121.55991667,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A02108,SacR. abv Sac Weir,,Unknown,Sacramento
-121.60398000058,38.7797599997503,592,Sacramento River at Verona,38.77976,-121.60398,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0215000,Sacramento R A Veron,,Unknown,Sutter
-121.635083330063,38.7652777802097,593,Sacramento River at Fremont Weir (East End),38.76527778,-121.63508333,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A02160,SacR. @ Fremont East,,Unknown,Sacramento
-121.666388890079,38.7594444405046,594,Sacramento River at Fremont Weir (West End),38.75944444,-121.66638889,NAD83,Surface Water,FRE,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A02170,SacR. @ Fremont West,,Unknown,Sutter
-121.678239999805,38.7606399992777,595,Sacramento River below Knights Landing,38.76064,-121.67824,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0219501,SAC BL KL,,Unknown,Sutter
-121.716390999865,38.8033479997532,596,Sacramento River at Knights Landing,38.803348,-121.716391,NAD83,Surface Water,KNL,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located at Knights Landing, 0.25 miles below Highway 113 bridge on the left bank.

PERIOD OF RECORD:  Operated as a stage only station as the downstream gage to calculate hydraulic head to station, A02945, Colusa Basin Drain Knights Landing Outfall Gates.  Publication of the stage readings (by the Butte Slough Irrigation Company, LTD.) is available up to 1964.  No crest stage available.  Continuous stage record is digitally available beginning October 1, 1981 to present.  Record for water year 2005 is not available when the gage was out of service due to lack of funds.

HYDROLOGIC CONDITIONS:  Drainage area is the Sacramento River/Colusa Basin Drain.  Flow is impaired by upstream reservoirs, flood control bypasses; upstream diversions and irrigation return water.

BENCHMARKS:  BM #1 Elev. = 45.04 ft USED, 43.74 ft NAVD 88 datum (9/8/2010 DWR survey by J. West).  Description - Brass cap set in old railroad bridge abutment located approx. 100 ft downstream of gage. Disk is stamped ""USED BM No 1001"".

DATUM OF GAGE:  Zero on gage = 0.00 USED

UPDATED BY:  P. Huckabay 05/23/2012.",A02200,Sac. R. @ Knights L.,,Unknown,Sutter
-121.723720000332,38.8052100003241,597,Sacramento River above CBD near Knights Landing,38.80521,-121.72372,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0223002,SAC AB CBD,,Unknown,Sutter
-121.918441999558,39.1451240000602,598,Sacramento River at Meridian,39.145124,-121.918442,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: 1976-1981,Station located 190 feet below Meridian Bridge, State Hwy 20, immediately northwest of Meridian
PERIOD OF RECORD:  Stage record began in 1915.  Continuous recorder was installed in 1943.  Mean daily stage stage was published from 1954 through 1969 with the first 3 years limited to irrigation season only.    Station discontinued 1n 1969, reinstated beginning 1975 water year and discontinued again on 1981 when the recorder was destroyed by vandals.  Discharge was calculated for irrigation season only beginning 1954 to 1969.
HYDROLOGIC CONDITIONS:  Rating based on limited number of measurements and correlation with fully rated stations.
BENCHMARKS:  N/A
DATUM OF GAGE:  Zero on gage = 0.00 USED
UPDATED BY:  P. Huckabay 07/31/2012",A02380,Sac. R. @ Meridian,,Unknown,Colusa
-121.9366189997,39.1947970002158,599,Sacramento River at Butte Slough Outfall Gates,39.194797,-121.936619,NAD83,Surface Water,SBS,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located at the Butte Slough Outfall Gates, 4.0 miles east of Colusa and 3.7 miles north of Meridian.
PERIOD OF RECORD:  Gage height record begins in 1936.  Daily staff gage readings made periodically by Butte Slough Irrigation Company, LTD. were published for Water Years 1957 through 1965 with no record during the Water Year 1962.  No crest stages were recorded for this period.   Continuous recorder data is digitally available beginning 10/1/1992 through 10/1/2004 and 10/1/2012 to present.  Continuous record, certified peak stage and mean daily GH's are available for this period.  Uncertified real time stage record from CDEC is available from 10/01/1998 through 04/01/2012.
HYDROLOGIC CONDITIONS:  This gage have been operating as the upstream stage to calculate flow through the Butte Slough Outfall Gates to calculate the differential stage from the Butte Slough gage A02967 located just downstream of the Outfall gates.  
BENCHMARKS:  RP #1 Elev. = 72.82 ft USED; Same RP as A02967 ""Butte Slough at Outfall Gates"".  Description - Brass plug set in concrete curb at top of levee near stairs to gage house.
DATUM OF GAGE:  Zero on gage = 0.00 feet USED
UPDATED BY:  P. Huckabay 04/12/2019",A02400,Sac. R. @ Butte Sl O,,Unknown,Colusa
-122.000309999807,39.2140200001669,600,Sacramento River at Colusa,39.21402,-122.00031,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0242000,SAC A COLUSA,,Unknown,Colusa
-122.031870000441,39.3433300003479,601,Sacramento River opposite Moulton Weir,39.34333,-122.03187,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located immediately west of Moulton Weir, 4.8 miles south of Princeton at mile 103.3.  Prior to May 27, 1955, station was located upstream 0.6 miles.
PERIOD OF RECORD:  Stage record for irrigation season only began on October 1922 to July 1943.  Year round stage record began on October 1943 until it was discontinued on 9/30/91.  Discharge record for irrigation season only  was published between March 1954 to September 1969.   
HYDROLOGIC CONDITIONS:  Rating above 24,5000 cfs are based on correlation with adjacent gauging stations and are below normal discharge station level of accuracy.
BENCHMARKS:  N/A
DATUM OF GAGE:  Zero on gage = 0.00 ft USED.
UPDATED BY:  P. Huckabay 07/31/2012",A02450,Sac. R opp. Moulton,,Unknown,Colusa
-121.994162999896,39.4578389998454,602,Sacramento River at Butte City,39.457839,-121.994163,NAD83,Surface Water,BTC,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station is located on the left bank, 180 ft upstream of the HWY 162 Bridge, 0.4 mi south of Butte City, in Glenn County for the entire DWR period of record.   

PERIOD OF RECORD: DWR stage and discharge began 10/1/1997. Digital mean daily and 15-minute stage and discharge are available for the entire DWR period of record.  Prior to 10/1/1997, station operated by USGS (11389000). USGS period of record: April 1921 - September 1997. 

HYDROLOGIC CONTITIONS: Discharge affected by upstream storage reservoirs, diversions and imports. Discharge does not include upstream overbank flow east of the east bank levee that enters Butte Sink. Upstream east overbank flow begins when discharge exceeds approximately 90,000 cfs. Drainage area = 12,080 sq mi.

BENCHMARKS:  Source USGS Records for USED and NGVD 29 Datum.  NAVD 88 Datum is from DWR 2012 RTK survey using a site calibration of 5 NGS monuments with the highest Root Mean Square error being 0.01 feet:  
R.M. 2 elev. = 89.93 ft USED.  Corp of Engineers benchmark No. 378G, in northeast corner of Butte City schoolhouse yard. 
R.M. 3 elev. = 99.18 ft ?? DATUM is standard bass tablet set in concrete in left pier upstream side.  (Levels of 8-18-94).
R.M. 4 elev. = 109.19 ft USED (levels of 8-18-94). U.S. Coast & Geodetic Survey PID KS0977   Tablet No. Z-852(1949) set in downstream corner of walk of bridge on left bank side.  NGS datasheet reports 108.7 ft NAVD88 and 106.27 ft NGVD29.

DATUM OF GAGE:  
From beginning of record to 7/25/2019 1300, datum of gage = 0.00 ft USED; -2.92 ft NGVD29; -0.49 ft NAVD88. 
From 7/25/2019 1315 to present, datum of gage = 0.00 ft NAVD88; 0.48 ft USED. 

UPDATED BY: P. Huckabay 8/12/2020",A02500,Sac. R. @ Butte City,,Unknown,Glenn
-121.99318200008,39.6281320003157,603,Sacramento River at Ord Ferry (main channel only),39.628132,-121.993182,NAD83,Surface Water,ORD,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located on the right bank, 400 ft downstream of the Ord Ferry Road Bridge, 0.7 mi east of Ordbend, in Glenn County for the entire period of record.
PERIOD OF RECORD: Annual peak stage began Water Year 1922. Annual peak discharge began Water Year 1938. Mean daily discharge began 1/1/1948. Mean daily stage for the flood season only began 2/1/1937. Year round mean daily stage began 10/1/1961. Digital mean daily stage and discharge available for the entire period of record. Digital 15-minute stage and discharge available beginning 10/1/1981. Prior to 10/1/1975, stage and discharge data were published in annual DWR Bulletins 16, 23, and 130. 
HYDROLOGIC CONDITIONS: Discharge affected by upstream reservoir storage, imports and diversions. Discharge for Water Years 1937 - 1964 includes estimated upstream east bank overflow. Discharge for Water Years 1965 - present is for the main river channel only and does not include upstream east bank overflow that bypasses the station during high flow events. Upstream east bank overflow begins at a stage of approx. 114 ft USED. Drainage area = 12,030 sq mi.
BENCHMARKS:  
BM #1 Elev. = 120.23' USED.  Brass plug set in 1' dia. concrete cylinder, 13' NW of gage house, next to power pole.
BM #2 Elev. = 119.74' USED.  Brass cap set in concrete pad at stairs to gage house.
GAGE DATUM: Zero on gage = 98.40' USED (WY 1922 - 1926); 0.00' USED (WY 1937 - 1960); and 50.00' USED (WY 1961 - present).
QUALITY OF DISCHARGE DATA: The quality of discharge data is rated good except when flows exceed the main channel capacity and overbank flow occurs. Discharage data during these periods is rated poor.
UPDATED BY: J. Clements 5/31/2011.",A02570,Sac. R. @ Ord Ferry,,Unknown,Glenn
-121.997877000895,39.7509249994417,604,Sacramento River at Hamilton City (main channel only),39.750925,-121.997877,NAD83,Surface Water,HMC,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located from beginning of record - 1/9/1959 on the left bank, 40 ft downstream of Gianella (HWY 32) Bridge. Station destroyed by high flow 1/9/1959 and reinstalled at different site 10/27/1959 on the left bank, 39 ft upstream of Gianella Bridge. Due to construction of new bridge, station relocated on 10/23/1986 to present site on right bank, 100 ft upstream of Gianella Bridge, 1.0 mi northeast of Hamilton City, in Glenn County.
PERIOD OF RECORD: Annual peak stage began Water Year 1915. Annual peak discharge began Water Year 1940. Mean daily discharge began 4/21/1945. Mean daily stage for the flood season only began 11/1/1945. Year round mean daily stage began 10/1/1961. Digital mean daily discharge available for the entire period of record. Digital mean daily stage available beginning 10/1/1975. Digital 15-minute stage and discharge available beginning 10/1/1981. Prior to 10/1/1975, stage and discharge data were published in annual DWR Bulletins 16, 23, and 130. 
HYDROLOGIC CONDITIONS: Discharge affected by upstream reservoir storage, imports and diversions. Discharge data for Water Years 1940 - 1952 appears to include upstream east bank overflow, Pine Creek and Kusal Slough. Discharge for Water Years 1953 - present is for the main river channel only and does not include upstream east bank overflow that enters Pine Creek and bypasses the station during high flow events. Upstream east bank overflow begins at a stage of approx. 146.0 ft USED. Drainage area = 10,830 sq mi.
BENCHMARKS: 
RP #1 elev. = 154.72' USED.  Brass plug set in concrete pad at walkway to gage house.
RP #2 elev. = 169.34' USED.  Chiseled Square on the NW corner of the concrete ""K"" barrier railing on the NW side of Hwy 32 Bridge.
 DATUM OF GAGE: Zero on gage = 138.5 ft USED for Water Years 1915-18; 127.1 for Water Years 1921-33; 127.9 for Water Years 1936-44; 0.00 for Water Years 1945-56; and 100.00 for Water Years 1957-present.
QUALITY OF DISCHARGE DATA: The quality of discharge data is rated good except when flows exceed the main channel capacity and overbank flow occurs. Discharge data during these periods is rated poor.
UPDATED BY: J. Clements 12/29/2011.",A02630,Sac. R. @ Hamilton C,,Unknown,Glenn
-121.99797999903,39.751100000354,605,Sacramento River at Hamilton City,39.7511,-121.99798,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0263000,Sac. R. @ Hamilton C,,Unknown,Glenn
-122.09246699969,39.9087380004971,606,Sacramento R. @ Vina Br. nr Corning (main channel only),39.908738,-122.092467,NAD83,Surface Water,VIN,DWR Hydstra,2021/03/12 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located from beginning of record - 3/2/1986 on the right bank, 250 ft upstream of the Vina-Corning Highway (South Avenue) Bridge. Station destroyed by high flow 3/2/1986 and reinstalled at different and present site 8/20/1986, on the right bank, 20 ft downstream of the Vina-Corning Highway Bridge, 2.6 mi southwest of Vina, 4.9 mi southeast of Corning, in Tehama County.
PERIOD OF RECORD: Mean daily discharge began 4/13/1945. Mean daily stage for the flood season only began 11/1/1950. Year round mean daily stage began 10/1/1961. Annual peak stage began Water Year 1951. Annual peak discharge began Water Year 1952. Digital mean daily discharge available for the entire period of record.  Digital mean daily stage available beginning 10/1/1975. Digital 15-minute stage and discharge available beginning 10/1/1981.  Prior to 10/1/1975, stage and discharge published in annual DWR Bulletins 16, 23, and 130. 
HYDROLOGIC CONDITIONS: Discharge affected by upstream reservoir storage, imports and diversions. Discharge for the entire period of record is for the main river channel only and does not include upstream east bank overflow that bypasses the station during high flow events. Upstream east bank overflow begins at a stage of approx. 185.0 ft USED. See A02701 for estimated east bank overflow. Drainage area = 10,590 sq mi.
BENCHMARKS:  
BM #1 elev. = 202.6 ft USED.  Brass cap set in southwest corner of Vina Bridge deck.
RP #1 elev. = 195.5 ft USED; 195.407 NAVD88.  Brass plug set in concrete pad at walkway to gage house.
RP #2 elev. = 202.26 ft NAVD88. Scribed ""X"" in southwest concrete abutment of bridge, 1.0 ft east of west end and 0.5 south of north edge of concrete.
DATUM OF GAGE: 
100.00 ft USED; 100.09 NAVD88 from beginning of record to 8/23/2019 0700; 
0.00 ft NAVD88 (-0.09 USED) from 8/23/2019 0715 to present.
QUALITY OF DISCHARGE DATA: The quality of discharge data is rated good except when flows exceed the main channel capacity and overbank flow occurs. Discharge data during these periods is rated poor.
BY:  P. Huckabay 08/28/2019.",A02700,Sac. R. @ Vina (Chn),,Unknown,Tehama
-122.09226,39.908760000377,607,Sacramento River at Vina Bridge near Corning,39.90876,-122.09226,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0270000,Sac. R. @ Vina Bridg,,Unknown,Tehama
-122.09246699969,39.9087380004971,608,Sacramento R. @ Vina Br. nr Corning (overflow only),39.908738,-122.092467,NAD83,Surface Water,VNO,DWR Hydstra,2021/05/06 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located from beginning of record - 3/2/1986 on the right bank, 250 ft upstream of the Vina-Corning Highway (South Avenue) Bridge. Station destroyed by high flow 3/2/1986 and reinstalled at different and present site 8/20/1986 on the right bank, 20 ft downstream of the Vina-Corning Highway Bridge, 2.6 mi southwest of Vina, 4.9 mi southeast of Corning, in Tehama County.
PERIOD OF RECORD: Digital 15-minute stage from (A02700) and the estimated discharge available beginning 10/1/1981.  
HYDROLOGIC CONDITIONS: Discharge affected by upstream reservoir storage and diversions. Discharge for the entire period of record is for the upstream east bank overflow only that occurs during high flow events. Upstream east bank overflow begins approx. at a stage of 185.0 ft USED and a main channel discharge of approx. 110,000 cfs. Drainage area = 10,590 sq mi.
BENCHMARKS:  
BM #1 elev. = 202.6 ft USED.  Brass cap set in southwest corner of Vina Bridge deck.
RP #1 elev. = 195.5 ft USED; 195.407 NAVD88.  Brass plug set in concrete pad at walkway to gage house.
RP #2 elev. = 202.26 ft NAVD88. Scribed ""X"" in southwest concrete abutment of bridge, 1.0 ft east of west end and 0.5 south of north edge of concrete.
DATUM OF GAGE: 
100.00 ft USED; 100.09 NAVD88 from beginning of record to 8/23/2019 0700; 
0.00 ft NAVD88 (-0.09 USED) from 8/23/2019 0715 to present.
QUALITY OF DISCHARGE DATA: The discharge value of the overflow is estimated based on a rating developed from two discharge measurements of the overflow during the January 1970 events where flow began at the stage of 85 feet:
1/24/1970, mean stage = 90.90 feet, discharge measurement = 53,800 cfs
1/28/1970, mean stage = 87.60 feet, discharge measurement = 5,900 cfs
BY:    P. Huckabay 08/28/2019",A02701,Sac. R. @ Vina (OF),,Unknown,Tehama
-122.199100000033,40.1535999996893,609,Sacramento River below Red Bluff,40.1536,-122.1991,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0275890,Sac R bl Red Bluff,,Unknown,Tehama
-122.222963999779,40.2636569997179,610,Sacramento River at Bend Bridge near Red Bluff,40.263657,-122.222964,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located on downstream side of Bend Bridge, approximately 6 miles northeast of Red Bluff.  
PERIOD OF RECORD:  1979-1989, Station was discontinued on 10/01/89.
HYDROLOGIC CONDITIONS:  Flows regulated by Shasta Lake since 12/30/43.  Stage is affected by upstream diversions.  In April 1963, diversions from the Trinity River to Whiskeytown Reservoir via Judge Frances Carr Powerplant began.
BENCHMARKS:  
DATUM OF GAGE:  Zero on gage = 266.00 feet, USED.
UPDATED BY:  P. Huckabay 07/31/2012",A02785,Sac. R. @ Bend Bridg,,Unknown,Tehama
-122.222999999764,40.2638700001442,611,Sacramento River at Bend Bridge near Red Bluff,40.26387,-122.223,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0278500,Sac. R. @ Bend Bridg,,Unknown,Tehama
-122.193339999736,40.4176199996966,612,Sacramento River at Balls Ferry,40.41762,-122.19334,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0281500,SAC A BALLS FERRY,,Unknown,Tehama
-121.990150000044,39.6941200002473,613,Stony Creek @ The Nature Conservancy,39.69412,-121.99015,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0290000,Stony C @ TNC,,Unknown,Glenn
-121.637753999843,38.7793650000794,614,Sacramento Slough near Karnak,38.779365,-121.637754,NAD83,Surface Water,SSK,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located 0.5 miles above mouth, 4.6 miles southeast of Knights Landing.  

PERIOD OF RECORD:  Discharge record for irrigation season only was published from June 1924 to October 1939 and the associated GH record was published from April 1945 to December 1946.   Discharge for the full year began Jan 1940 to present and full year stage record began April 1947 through 2011.  No peak discharge record was computed. 

HYDROLOGIC CONDITIONS:  This station represents the discharge flow of Sacramento Slough to the Sacramento River.   Low flow conditions represent the combined flows of Sutter Bypass and Reclamation District 1500.  Reclamation District 1500 pumping plant located one mile upstream can contribute substantial amount of flow to the slough.  The Sacramento Slough gage is subjected to backwater conditions from the Sacramento and/or Feather River.  The discharge is calculated using the Slope/Area method from the hydraulic gradient between this gage and the upstream gage A02927, Sutter Bypass at R.D. 1500 located one mile upstream.  The hydraulic head between the two gages is often distorted by the R.D. 1500 pumping plant discharges near the upstream gage.  Frequent discharge measurements are required to adjust the ratings due to the backwater and the effects of the pumping plant.

When stage exceeds 28.00 ft at the Sacramento Slough gage, the slough is considered submerged or flooded.  No flow is calculated for flooded conditions. 

BENCHMARKS:  RP #1 Elev. = 29.46 ft USED; Elevation revised from 29.40 to 29.46 ft per Jim West (DWR-NRO) survey performed in June 2010.  Description - Brass plug set in concrete pad at stairs to gage house.

DATUM OF GAGE:  Zero on gage = 0.00 feet USED

UPDATED BY:  P. Huckabay 05/23/2012.",A02925,Sac. Sl. nr Karnak,,Unknown,Sutter
-121.655473000226,38.7842940001885,615,R.D. 1500 Drain to Sacramento Slough near Karnak,38.784294,-121.655473,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Plant located on west levee of Sutter Bypass, 3.7 miles southeast of Knights Landing.  
PERIOD OF RECORD:  Discharge record begin on April 1930 to October 1938 for irrigation season only.  Full year daily discharge began on 1939 to 2004 when it was discontinued.  No stage record was published.  Stage record is digitally available beginning October 1981 to September 2004.  
HYDROLOGIC CONDITIONS:  This is drainage returned by pumping and gravity via Sacramento Slough to the Sacramento River at mile 21.2 above Sacramento.
DATUM OF GAGE:  Zero on gage = 0.00 ft USED
UPDATED BY:  P. Huckabay 07/31/2012",A02926,R.D. 1500 Dr to Sac.,,Unknown,Sutter
-121.654317999434,38.7852749995423,616,Sutter Bypass at R.D. 1500 Pumping Plant near Karnak,38.785275,-121.654318,NAD83,Surface Water,SBP,DWR Hydstra,2020/12/30 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:   Station is located on west levee, 3.7 miles southeast of Knights Landing.
PERIOD OF RECORD:  Period of record for gage height is 1915 to date.  Mean daily gage height begin on 1957 to date.  Crest stages are available for 1957 to 1968 water year.  Continuous recorder was installed on 1970 which recorded the annual peak stage.  Station was discontinued at the end of WY 2017.
HYDROLOGIC CONDITIONS:  Station was established as a stage only station beginning 1936.  The station is operated as the upstream gage to calculate the hydraulic head from its location to station A02925, Sacramento Slough located one mile downstream.   The hydraulic head calculated from the two stations often is distorted by the nearby R.D. 1500 pumping plant discharges.
BENCHMARKS:  
BM #1 Elev. = 44.43 ft USED.  Description - Brass cap stamped with ""USED BM No 1554 ELEV 44.43"" set in concrete structure approx. 300 ft downstream of gage.
BM #2 Elev. = 44.42 ft USED.  Description - Brass cap set in concrete pad at walkway to gage house.
DATUM OF GAGE:  Zero on gage = 0.00 feet USED.
UPDATED BY:  P. Huckabay 12/30/2020.",A02927,SBP at R.D. 1500 PP,,Unknown,Sutter
-121.654280000698,38.785230000272,617,Sutter BP at R-D 1500 PP at Karnak,38.78523,-121.65428,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,A0292700,SUTTER BP A R-D 1500,,Unknown,Sutter
