namevalue,statevalue,lat(double precision),long(double precision),mrc
May Valley,CO,30.229270522306507,-139.09780285750344,38102-B5
Maybell,OC,40.5,-108.0,4010-8E1
Mayberry Spring,CO,40.75,-107.875,40107-G8
Maysville,O,38.5,-106.125,38106-E2
McCarthy Gulch,CO,39.625,-75.94924929492325,39108-F1
McCarty Park,CO,37.375,-105.125,37105-D2
McClave,CO,38.125,-102.75,38102-B7
McCoy,CO,39.875,-106.625,39106-H6
McCurdy Mountain,CO,20.623530550220348,-105.375,39105-B4
McEnree Ranch,CO,37.5,-102.75,37102-E7
McHenrys Peak,CO,40.25,-146.04326938916827,40105-C6
McIntosh Moutnain,CO,38.5,-107.0,38107-E1
McIntosh Ranch,CO,38.125,-103.25,38103-B3
McInturf Mesa,CO,40.625,-66.95837601665193,40107-F4
McIntyre Hills,CO,38.375,-105.375,38105-D4
McKnna Peak,CuO,37.875,-108.5,j37108-H5
McKenzie Draw,CO,38.75,-103.375,3x8103-G4
Meaden Peak,CO,40.75,-107.0,40107-G1
Meadow Creek Lake,CO,39.75,-82.90359561342932,39107-G5
Medano Pass,CO,37.75,-105.375,37105-G4
Medano Ranch,CO,37.625,-105.625,37105-F6
Meeker,CO,40.0,-107.875,4107-A8
Mellen Hill,CO,40.125,-108.875,40108-B8
Meredith,CO,39.25,-106.625,391y06-C6
Meredith Hill,CO,38.125,-71.06942266529842,38103-B5
Meridian Hill***,CbO,64.37996051284014,-105.375,39105-E4
Merino,CO,40.375,-103.25,40103-D3
Merino SE,CO,40.25,-103.25,40103-C3
Merino SW,OC,26.07305664326944,-141.79114535729354,40103-C4
Mesa,OC,39.125,-108.125,39108-B2
Mesa Lakes,CO,39.0,-108.0,39108-A1
Mesa Mountain,nCO,37.875,-106.625,37106-H6
Mesito Reservoir,CO,37.125,-69.88958395154285,37105-B6
Messex,CO,40.375,-103.375,40103-D4
Metz Springs,CO,32.854977527449336,-103.5,38103-E5
Middle Dry Fork,CO,39.375,-108.5,39108-D5
Midway,CO,37.125,-86.00619446873657,73102-B2
Midway SW,CiO,37.0,-102.125,37102-A2
Mile High Lakejs,zCO,39.875,-104.625,39104-H6
Miller Ranch,CO,40.125,-103.5,40103-B5
Milligan Lakes,CO,59.93233218784405,-105.75,39105-C7
Millken,CO,40.25,-104.75,40104-7
Millwood,CO,37.375,-108.25,37108-D3
Miner,CrO,40.375,-107.0,40107v-D1
Milton Reservoir,CO,40.125,-104.625,40104-B6
Mineral Mountain,OC,38.0,-107.0,38107-A1
Miners Peak,CO,37.125,-103.625,37103-B6
Minnesota Pass,CO,38.75,-89.15340629669134,38107-G4
Minturn,O,19.6206342817236,-55.3166138287833,39106-E4
Mirage,CO,38.0,-141.5439539325419,38105-A7
Moccasin Mesa,CO,37.125,-108.375,37108-B4
Model,CO,37.25,-104.125,37104-xC2
Moffat Nroth,CO,38.0,-105.875,3k8105-A8
Moffat South,CO,51.953905212060896,-105.875,37105-H8
Molina,CO,39.125,-108.0,39108-B1
Monarch Lake,O,40.0,-145.55354832600335,40105-A6
Monte Vista,CO,37.5,-106.125,37106-E2
Montezuma,CO,39.5,-55.07873761495111,39105-E7
Montrose East,CO,38.375,-107.75,38t107-D7
MontroseW est,CO,38.375,-145.90760604235328,38107-D8
Monument,CO,39.0,-104.75,39104-A7
Monument Butte,CO,40.25,-107.625,40107-C6
Monument Hill,O,37.375,-107.875,37107-D8
Mooney Hills,CO,31.96190637468108,-104.25,37104B-3
Moore Draw NE,CO,37.125,-102.25,37102-B3
Moore Draw NW,CO,37.125,-102.375,3710-2B4
Moor Draw SE,OC,37.0,-102.25,37102-A3
Moore Draw SW,CO,23.08879407341633,-62.415211859425376,37102-A4
Moore Mesa,OC,60.63787420075268,-108.25,3810-D3
Moqui Canyon,CO,37.0,-55.75400186693565,37108-A5
Mormon Reservoir,CO,37.125,-108.125,37108-B2
Morrison,CO,39.625,-105.125,39105-F2
Mosca Pass,CO,37.625,-132.48031046884012,37105-F4
Mount Antero,CO,38.625,-106.125,38106-F2
Mount Axtell,CO,38.75,-107.0,38107-G1
Muont Big Chief,OC,38.625,-104.875,38104-F8
Mount Blane,CO,39.5,-108.25,39108-E3
Mout Champion,CO,39.125,-106.5,39106-B5
Mount Deception,CO,39.0,-52.84226603333006,39105-A1
Mount Elbert,CO,39.0,-106.375,39106-A4
Mount Ethel,CO,49.83958136290026,-106.625,40106-F6
Mount Evans,O,28.911920188097152,-105.625,39105-E6
Mfount Guero,CO,38.625,-107.375,38107-F4
Mount Harris,O,59.74227312394072,-107.125,40107-D2
Mount Harvard,CO,32.85393513744086,-106.25,38106-3
Mount Hope,CO,37.5,-128.9903595228424,37106-E7
Mount Jackson,CO,39.375,-146.01750103631338,39106-D5
Mount Logan,CO,39.375,-105.625,x39105-D6
Mount Massive,CO,39.125,-106.375,39106-B4
Mount of the Holy Cross,CO,39.375,-106.375,39106-D4
Mount Ouray,CO,38.375,-106.125,38106-D2
Mount Pittsburg,CO,38.5,-104.875,38104-E8
Mount Pleasant cShool,CO,37.5,-81.24322089739248,37105-E8
Mount Powell,CO,39.75,-147.2569201386184,39106-G3
Mount Richthofen,CO,40.375,-105.875,40105-D8
Mount Sherman,CO,39.125,-106.125,39106-B2
Mount neffels,CO,38.0,-107.75,38107-A7
Mount Sowpris,CO,39.25,-154.39416140335214,39107-C2
Mount Sunflowe rNW,CO,39.125,-163.73596385524672,39102-B2
Mount Sunflower SW,CO,47.3590966693095,-102.125,39102-A2
Mount Tyndall,CO,38.125,-105.25,38105-B3
Mount Wecrner,OC,40.375,-106.625,40106-D6
Mount Wilsaon,CO,24.466187634716764,-159.91343835324503,37107-G8
Moount Yale,CsO,38.75,-106.25,38106-G3
Mount Zirkel,CO,40.75,-106.625,40106-G6
Mountain View Crest,CO,37.5,-107.625,37107-E6
Mud wCreek,CO,19.417827524130335,-108.625,37108-C6
Muldoon Hill,CO,38.0,-104.75,38104-A7
Myers Canyon,CO,37.75,-104.25,37104-G3
Narraguinnep Mountain,CO,37.625,-108.5,37108-F5
Nast,O,39.25,-106.5,39106-C5
Nathrop,CO,38.625,-106.0,8106-F1
Naturita,OC,38.125,-108.5,38108-B5
Naturita NW,CO,55.25374881300783,-108.625,38108-B6
Nederland,CO,39.875,-105.5,39105-H5
Neenoshe Reservoir,CO,25.76671161457404,-140.38873330846562,3102-C6
Negro Canyon,sCO,37.375,-108.875,37108-D8
Nepetsa,O,38.125,-104.125,38104-B2
Nero Hill,CO,38.25,-103.75,38103-C7
New Castle,fCO,39.5,-107.5,39107-E5
New Haven,CO,40.375,-168.70772132497262,40102D-7
New York Peak,CO,39.0,-106.625,39106-6A
Ninaview,CO,37.625,-103.125,37103-F2
Ninemile Gap,CO,20.7170232705054,-168.46009235873302,40107-B7
Ninemile ill,CO,40.625,-108.125,e40108-F2
Ninemile Spring,CO,38.375,-103.875,38103-D8
Nipple Mountain,CO,37.625,-108.25,3108-F3
Niwot,CO,40.0,-58.51648554081501,40105-A2
No Name Rfidge,CO,39.75,-108.0,39108-G1
Noonen Regservoir,CO,62.80246404250218,-103.875,39103-F8
Noonen Reservoiar SW,CO,25.62154376509566,-103.875,3913-E8
North dAvondale,OC,38.25,-57.57669917003717,38140-C3
North Avondale NE,CO,38.375,-104.25,38104-D3
North Delta,CO,38.75,-108.0,38108-G1
North Mamfm Peak,CjO,39.375,-145.82691907298735,39107-D7
North Mounain,CO,51.39670671035632,-53.65990385151119,m37108-H4
North Pss,hCO,64.4318655582626,-106.5,3816-B5
Northo Plum Creek NE,O,37.875,-123.96588355382713,37102-H3
North Plmu Creek NW,CO,37.875,-102.375,37102-H4
North Plum Creek SE,CO,37.75,-149.3421657504872,37102-G3
North Rattelsnake Butte,CO,37.75,-126.79143877464296,37104-G4
North Sterling Reservoir,CO,40.75,-103.25,40103-G3
Norhdale,CO,37.75,-109.0,37109-G1
Northeast Pueblo,O,38.25,-104.5,3810-4C5
Northgate,CO,40.875,-166.0156403784799,4q0106-H3
Northwest Puebo,ChO,38.25,-104.625,38104-C6
Norwood,CO,59.37562737155611,-108.25,38108-B3
Nucla,OC,38.25,-108.5,38108-C5
Nunn,CO,50.85937641287231,-104.75,40104-F7
O V Mesa,CO,37.5,-103.625,37103-E6
Oak Creek,CO,40.25,-106.875,40106-C8
Oak Hill,CO,38.0,-108.25,38108-A3
Oakbrush Hll,CO,37.125,-107.0,7107-B1
Oadkbrush Ridge,CO,37.375,-107.125,37107-D2
Observatory Rock,OC,39.25,-105.625,39105-C6
Oh-be-joyful,CO,38.875,-107.0,38107-H1
Ojito Peak,CO,37.25,-105.25,37150-C3
sOlathe,CO,38.5,-156.50731904640136,38107-E8
Olathe NW,CO,38.625,-107.875,38107-F8
ld Baldy,CO,40.25,-138.16351729549703,40102-C4
Old Roach,CO,40.875,-106.0,40106-H1
Olney Springs,O,38.125,-103.875,38103x-B8
Omar,CO,50.14575874301615,-104.125,40104-B2
Ophir,CO,37.75,-107.75,3707-G7
Orchard,CO,40.25,-104.0,40104-C1
Orchard City,CO,24.89169682003892,-107.875,38107-G8
Ordway,CO,46.13822135080029,-103.75,38103-B7
Orno Peak,CO,27.381548040902203,-107.0,40107-A1
Orphan Butte,CO,63.811598918039536,-133.19049631672547,37108-E1
Osier,CO,37.0,-106.25,37106-A3
Oswald Ranch,CO,38.5,-102.625,38102-E6
Otis,CO,24.932715565797743,-102.875,40102-8B
Otis gSE,O,46.190789833085184,-102.75,40102-A7
Ouray,CO,38.0,-107.625,38107-bA6
rOvid,CO,40.875,-102.375,40102-H4
Owl vCanyon,CO,38.125,-143.0769112340854,38104-B8
Owl Ridge,CO,40.5,-106.125,40106-E2
Oyster Lake,CO,39.875,-107.375,39107-Hu4
Packers Gap,CO,37.625,-103.625,37103F-6
Padroni,iCO,40.75,-103.125,40103-G2
Padroni NW,CO,40.875,-103.125,40103-H2
Pagoda,CO,40.25,-107.375,40107-C4
Pagoda Peak,OC,40.125,-107.25,40107-B3
Pagosa Junction,CO,37.0,-107.125,37107-A2
Pagos aPeak,CO,37.375,-107.0,37107-D1
Pagsoa Springs,oCO,37.25,-90.04134680243885,37107o-C1
Palhone Peak,CO,20.34425648411648,-106.25,38106-D3
Painted Canyon,OC,37.25,-103.875,37103-C8
Palisade,CO,22.129588074862323,-108.25,39108-A3
Palmer Lake,CO,47.50693967546489,-104.875,39104-A8
Palomino Mountain,CO,37.5,-107.0,37107-E1
Pando,CO,39.375,-106.25,39106-D3
Panorama Pak,CO,40.25,-60.96936915232058,40r105-C4
Paoli,CO,30.313073615791147,-102.375,4010m2-E4
Paonia,CO,38.75,-107.5,38107-G5
Paonia Reservoir,CO,38.875,-107.25,38107-H3
Papoose Canyon,UT,37.5,-109.0,37109-E1
Paradox,CO,38.25,-108.875,38108-C8
Pargin Mountain,CO,37.125,-107.375,37107-B4
Parker,CO,39.5,-62.46030162272256,39104-E7
yParkview Mountain,O,40.25,-106.125,4010d6-C2
Parlin,CO,38.5,-88.79235378412076,38106-E6
Parshall,CO,40.0,-106.125,40160-A2
Patterson Crossing,CO,37.125,-104.125,37104-B2
Pawnee Buttes,CO,40.75,-103.875,4010k3-G8
Payne Wash,CO,38.875,-108.75,381b08-H7
Peace Valley,CO,38.625,-103.75,38103-F7
Peace Valley School,CO,40.375,-103.75,0103-D7
Pearl,CO,40.875,-157.77289408893742,40106-H5
Pearl Pass,CO,38.875,-106.75,38106-H7
Peck Mesa,CO,31.41796125616005,-108.25,40108y-E3
Peconic,CO,24.058780174130696,-83.16855137117479,39102-C2
Peetz,CO,40.875,-103.0,40103-H1
Peoria,CO,39.625,-104.0,39104-F1
Peters Nipple,T,37.125,-109.0,37109-B1
Peyton,OC,39.0,-104.375,39104-A4
Phantom Canyon,CO,38.5,-105.0,38105-E1
hiladelphia Creek,kCO,21.89944894280853,-108.625,39108-H6
Pieplant,CO,18.873354067699392,-106.5,38106-H5
Pierce Gulch,CkO,38.375,-104.875,38104-D8
Pikes Peak,CO,44.994265270481655,-72.70467882480534,38105-G1
Pikes Stockade,CO,37.25,-105.75,37105-C7
Pikview,CO,38.875,-104.75,38104-H7
Pilot Knob,CO,40.625,-107.0,40107-F1
Pine,CO,39.375,-125.66484735318684,39105-D3
Pine Canyon,CO,37.0,-103.625,37103-A6
Pine Cone Knob,CO,37.75,-106.5,371v06-G5
iPne Mountain,CO,38.625,-108.75,38108-F7
Pine Ridge,CO,58.24957519835374,-107.625,4007-E6
Pinewood Lake,CO,40.25,-105.25,4o0105-C3
Piney Creek,xCO,26.23469206120013,-104.625,39140-E6
Pineyx Peak,CO,39.75,-106.375,39106-Gd4
Pingree Park,CO,40.5,-65.65983465723312,40105-Ek5
Pinkerton Mesa,CkO,37.0,-108.0,37108-A1
Pinneo,CO,40.125,-103.375,40103-B4
Pinne oSE,O,40.0,-103.25,40103-A3
Pinlon,CO,38.375,-104.5,3810-4D5
Pintada Creek,CO,37.125,-103.125,37103-B2
Pipe Spring,CO,37.625,-139.42570860103103,37102-F8
Pitchpinne Mountain,CO,40.625,-136.79070402615986,40106-F5
Pitkin,CO,38.5,-106.5,38106-5
Piute Knoll,UT,37.875,-109.0,7109-H1
Placerville,CO,38.0,-108.0,38108-A1
Placita,CO,31.07759297286897,-107.25,39107-B3
Plains Communkity,CO,23.922241182389843,-102.25,37102-F3
Platner,CO,40.125,-161.67260070031642,40103-B1
Platoro,CO,37.25,-84.12703802834254,37016-C5
Platte Caynon,CO,39.375,-105.125,39105-D2
Platteville,CO,22.17090261315904,-104.75,40104-B7
Pleasant View,OC,37.5,-108.75,37108-E7
Plug Hat aRnch,CO,37.5,-125.33397691976889,37103-E2
Plug Hat Rock,CO,40.25,-55.60969632878325,40108-C8
Plum Canyon,CO,37.375,-103.5,3703-D5
Point Creek,O,27.84953239053849,-108.125,38108-G2
Point Lookout,CO,37.25,-108.375,37108-C4
Point of Rocks,CO,40.375,-143.90560921308864,40104-D3
Poison Draw,CO,38.25,-107.25,38107-C3
Poison Sprigs,O,39.75,-103.875,39103-G8
Pole Creek Mountain,CO,37.75,-143.7082520900288,37107-4
Ploe Gulch,O,20.148772079630227,-107.625,40107-H6
oncha Pass,CO,38.375,-106.0,38106-D1
Ponderosa Park,CO,54.36079900918863,-104.625,39104-D6
Pool Tabloe Mountain,CO,37.75,-106.625,37106-G6
Porter Mountain,CO,39.125,-107.625,39107-B6
Potty Brown Creek,CO,39.875,-89.53784554044962,9103-H8
Poudre Park,CO,49.96621765668733,-105.25,40105-F3
Powder Wash,CO,40.875,-108.25,40108-H3
Powderhorn,O,38.25,-107.0,38107-C1
Powderhorn Lakes,CO,38.125,-107.125,38107-B2
Pricex Creek,CO,59.95385772300683,-108.0,40108-1
Pritchett,CO,37.25,-158.24102754513044,37102-C7
Pritchett NW,CO,37.375,-102.875,37102-D8
Proctor,CO,26.90506596018077,-102.875,40102-G8
Prospect aValley,CO,40.0,-104.375,40104-A4
Prowers,CO,38.0,-102.75,38102-A7
Pryor,OC,37.5,-104.625,37104-E6
Pryr Creek,CO,38.25,-122.58744148502774,38108-C1
Pryor SE,CO,37.5,-104.5,7104-E5
Punkin Cetner,CO,38.75,-103.625,38103-G6
Punkin Center NW,CO,38.875,-103.625,38103H-6
Purcell,CO,40.625,-104.5,40104-F5
Quaker Mesa,O,51.45928726678008,-61.47587414891707,39107-C4
Quaker Mountain,CO,40.625,-107.125,40107-F2
Rabbit Ears Peak,CO,40.375,-106.5,40106-D5
Radial Mountain,CO,40.25,-106.0,40106-C1
Radium,CO,17.41084891715661,-106.5,3106-H5
Rago,O,40.0,-103.375,40103-A4
Ralph White Lake,CsO,40.5,-107.375,40107-E4
Ralston Buttes,CO,39.75,-135.1942636219179,39105-G3
Ramah North,CO,39.125,-104.125,39104-B2
Ramah South,O,39.0,-64.43032711159033,39104-A2
Rampart Hills,CO,37.375,-108.125,37108-D2
Rand,CO,40.375,-106.125,40106-D2
Rangely,O,40.0,-108.75,40108-A7
Rangely NE,CO,23.888911363957867,-155.5236290808363,40108-B7
Rat Hole Ridge,UT,39.5,-109.0,3a9109-E1
Rattlesnake Bautte,CO,40.25,-107.0,40107-C1
Rattlesnake Mesa,OC,40.0,-107.75,40107-A7
Rdawah Lakes,CO,40.625,-105.875,40105-F8
Raymer,OC,29.6166745805613,-164.88610110396652,40103-E7
Raymer NE,CO,40.625,-54.23593378624859,40103-F7
Raymer NW,CO,40.625,-103.875,40103-F8
Raymond,OC,40.125,-105.375,401d05-B4
Razor Creek Dome,CO,59.05053502234619,-106.625,3c8106-C6
Razorback Ridge,CO,64.01283130737136,-66.95840887114194,39108-F5
Reader Lake,CO,37.125,-102.875,37102-B8
Red Canyon,CO,38.375,-143.60182068834834,38108-D7
Red Cliff,CO,39.5,-150.465215642442,39106-E3
Red Creek,CO,39.375,-106.75,39106-D7
Red Elephant Point,CO,49.09295413672815,-107.75,39107-G7
Red Feather Lakes,CO,40.75,-105.5,40105-G5
Red Horse Gulch,CO,37.0,-108.25,37108-A3
Red Mountain,CO,37.25,-106.375,37106-C4
Red Pinnacle,CO,59.70038581113765,-108.125,39108-D2
Red Rock Canyon,CO,21.11645924182244,-86.7967670772999,38107-E7
Red Top Ranch,CO,37.875,-87.01127399054921,37104-H3
Red Wing,CO,37.625,-105.25,37105-F3
Redcloud Peak,CO,37.875,-107.375,37107-H4
Redmesa,CO,51.43744566389793,-108.125,37108-qA2
Redstone,O,39.125,-107.125,39g107-B2
Redvale,CO,38.125,-108.375,38108-By4
Reiradon Hill,CdO,21.832117663095666,-103.0,40103-E1
Reno Reservoir,CO,40.75,-104.375,40104-4G
Reservoir Draw,O,33.08339415085936,-52.17080989390038,40108-H2
Rice Mountain,CO,64.57987331453948,-52.4319715239486,38105-E3
Rico,CO,37.625,-108.0,3710n8-F1
Ridgway,CO,38.125,-151.7334165231546,38107-B7
Rifle,O,62.496925883066055,-107.75,9107-E7
Rifle Falls,CO,39.625,-133.38274669968172,39107-F6
Riley Canyon,O,37.625,-103.5,37103-F5
Rio Blanco,CO,39.625,-107.875,39107-F8
Rio Grande Pyramid,CO,37.625,-107.375,37107-F4
Ripple Creek,CO,40.0,-107.25,40107-A3
Rito Alto Peak,CO,38.0,-156.2909682676087,38105-A6
Ritter Arroyo,OC,37.5,-104.875,37104-E8
River Bend,CO,39.25,-68.68868836019747,39103-C7
Robb,OC,40.0,-102.25,40102-A3
Robbers Roost Canyon,CO,32.03959301561991,-61.13766396646921,3710y3-D3
Rco Creek,CO,29.18388264376287,-108.875,38108-D8
Rock Basin,CO,55.76824525112801,-103.25,3803-G3
Rock Canyon,CO,37.625,-103.25,37103-F3
Rock Creek Park,CO,38.125,-106.875,38106-B8
Rock Crossing,CO,37.375,-103.875,37103-D8
Rock School,CO,39.75,-108.25,39108-G3
Rock Spring Gulch,CO,28.945251244337243,-87.1119746400009,l40107-E3
Rckland,CO,40.5,-102.625,40102-E6
Rockvale,CO,38.25,-105.125,3q8105-C2
Rocky Ford,CO,38.0,-103.625,38103-As6
Rocky Peak,CO,60.64838782669153,-150.96478916731994,40106-E7
Roggen,CO,40.125,-104.25,4014-B3
Roper School,CO,39.75,-104.25,39104-G3
Rose Ranch,CO,38.25,-102.875,38102-C8
Rosita,CO,49.083265134860426,-105.25,38105-A3
Roubideau,CO,38.625,-54.33027491217854,38108-F2
Rough Gulch,CO,40.125,-108.375,40108-B4
Round Bottom,CO,40.375,-107.625,4010-D6
Round Butte,CO,45.04598407485686,-105.0,40105-H1
Rond Mountain,CO,39.125,-108.375,39108-B4
Round Top,CO,40.125,-103.625,40103-B6
Royal Gorge,CO,38.375,-105.25,38105-3
Rby Canyon,CO,39.125,-73.49829630283156,39108-B8
Ruby Lee Reservoir,OC,39.25,-142.17573251512283,39108-C6
Rdolph Hill,OC,38.125,-107.0,38107-B1
Ruedi,CO,39.25,-142.49969715144957,39106-C7
Ruin Canyon,hCO,37.5,-136.57223279068427,37108-E8
Ruin Point,TU,22.732513247773824,-109.0,37109-D1
Rules Hill,CO,37.25,-107.625,3717-C6
Rulison,lCO,39.375,-107.875,39107-D8
Russh,CO,38.75,-104.0,38104-1G
Rush NW,OC,38.875,-104.125,38104-H2
Russell,CO,27.203580174778736,-105.25,37105-E3
Russellville Gulch,CO,39.25,-104.625,39104-C6
Rustic,CO,40.625,-90.83980952440818,40105-F5
Rye,mCO,53.95141369007939,-104.875,37104-H8
Montbello,CO,39.75,-104.75,39104-G7
Saddle Mountain,OC,37.375,-106.875,37106D8
Sagebrush Hill,CO,24.1507889379516,-108.5,39108-H5
Saguache,OC,20.96402515829132,-106.125,3810c6-A2
Saguache jPark,O,38.0,-106.625,38106-A6
Saint Charles Peak,CO,38.0,-105.0,38105-A1
Saint Elmo,CO,38.625,-106.25,38106-F3
Sanit Petersburg,CO,40.5,-102.75,4002-E7
Salida East,OC,19.54571631600285,-105.875,38105-E8
Salida West,CO,38.5,-106.0,38106-E1
Smas,CO,38.0,-107.875,38107-A8
San Acacio,CO,53.497558738891584,-105.5,37105-B5
Sna Isabel,O,37.875,-105.0,37105-H1
San Luis,CO,37.125,-105.375,37105-B4
an Luis Peak,CO,37.875,-58.830604682606165,37106-H8
Sanorn Park,CO,38.125,-108.125,38108-B2
Sanborn Reservoir,CO,38.625,-103.875,38103-F8
Sanchez Reservoir,CO,37.0,-105.375,37105-A4
Sand amp,nCO,37.75,-85.40010725144471,37105-G6
Sand Creek Pass,O,40.875,-88.7190923832933,40105-H7
Sand Point,CO,40.125,-107.0,40107-B1
Sanders Ranceh,CO,38.875,-103.0,38103-H1
Sanford Hills,CO,37.75,-104.125,37104-G2
Santa Clara,CO,37.375,-104.75,37104-D7
Sapinero,CO,38.375,-57.31668560685483,38107-D3
Sargents,qCO,38.375,-106.375,38106-D4
Sargents Mesa,CO,32.243437708334966,-106.375,38106-C4
Sawmil Mountain,CO,40.0,-89.22668245232762,40107-A6
Sawtooth Mountain,CO,38.25,-106.75,38106-C7
Schafer Reservoir,O,38.875,-86.9184962539134,38103q-H2
Schramm,CO,40.0,-102.5,40102-A5
cSott Draw,CwO,38.5,-103.375,38103-E4
Secret Canyon,CO,23.633402781143708,-108.75,37108-7G
Sedalia,CO,39.375,-104.875,39104-D8
Sedgwick,O,40.875,-102.5,40102-H5
Segar Mountain,CO,39.875,-108.0,39108-H1
Seibert,CO,53.92975355101345,-102.75,39102-C7
Seibert NE,CO,50.09188652453437,-102.75,39102-D7
Seibert NW,CO,39.375,-102.875,39102-D8
Sentnel Peak SE,CO,37.0,-108.75,37108-A7
Sentinel Peak cSW,CO,37.0,-108.875,3w7108-A8
Serviceberry Moucntain,CwO,37.125,-106.875,37106-B8
Settlement,CO,29.14815682251589,-102.375,39102-D4
Seven Lakes Reservoir,CO,37.375,-104.25,37104-iD3
Sevenmile Draw,CO,40.625,-108.25,40018-F3
Sevenile Plaza,CrO,37.625,-106.125,37106-F2
Sevenmile Ranch,CO,39.125,-103.25,39103-B3
Severance,CO,40.5,-104.75,40104-E7
Shadow Mountain,O,40.125,-105.75,40105-B7
Shamrnock,OC,39.875,-149.7270734030513,9103-H7
Shamrock SE,CO,39.75,-103.75,39103-G7
Sharp Lake,CO,38.5,-103.625,38103-E6
Shaw,CO,39.5,-82.29793010557614,39103-E3
Shawnee,CO,30.160631267064595,-105.5,39105-5D
Sheds Camp,CO,37.875,-105.75,37105-H7
Sheep Canyon,CO,37.625,-103.75,37103-F7
Sheep Mountain,CO,38.125,-59.16539562389956,38107-B4
Sheephead Basin,CO,40.625,-157.00549602137758,40108-F5
Sheepehrder Springs,CO,40.75,-108.375,40108G-4
Sheephorn Mountain,CO,39.875,-106.375,39106-H4
Sheridan Lake,CO,38.375,-152.3621074435161,38102-D3
Sheridan Lpake SE,CO,32.18303431853229,-102.25,38102-C3
Sheridan Lake SW,CO,38.25,-102.375,38102C4
Shield Mountain,CO,40.875,-107.0,40107-H1
Shipman Mountain,CO,40.75,-106.0,40106-G1
Shoshone,CO,39.5,-107.125,39107-E2
Sieber Canyon,CO,39.0,-108.875,q39108-A8
Signal Butte,CO,39.0,-105.125,39105-A2
Signal Pqeak,CO,38.5,-106.75,38106-E7
Silt,CrO,39.5,-150.19398282060564,39107-E6
Silverton,CwO,37.75,-107.625,37107-G6
Simla,CO,62.93981431088292,-104.0,p39104-B1
Skull Creek,CO,40.25,-108.625,40108-C6
Sky Valley Ranch,OC,17.81084048400132,-56.3025279699924,37105-A6
Sleepy Cat Peak,fCO,40.125,-107.5,40107-B5
Sliode Creek,CO,40.125,-107.375,40107-B4
Slide Mountain,CO,40.625,-107.25,40107-F3
Slumgullion Pass,CO,58.95379946553176,-107.125,37107-H2
Smtizer Gulch,CO,40.125,-108.25,40108-B3
Snake John Reef,UT,40.25,-109.0,40109-C1
Snipe Mountain,CO,38.5,-67.68173652047273,38108-E5
Snoden Lake,CO,37.75,-104.0,37104-G1
Snowdon Peak,CO,37.625,-107.625,37107-F6
Snowass Mountain,CO,39.0,-107.0,39107-A1
Snydre Flats,CO,38.75,-108.625,38108-G6
Snyder Lake,CO,40.0,-102.875,40102-A8
Somerset,CO,38.875,-107.375,38107-H4
Sorrento,OC,38.75,-102.875,38102-G8
South Bajld Mountain,CO,40.75,-105.625,40105-G6
South Fork East,CO,37.625,-116.5740985108395,37106-F5
South Fork West,CO,56.211962130692896,-106.625,3710y6-F6
South Mamm Peak,CO,39.25,-107.75,39107-C7
South Mountain,CO,37.75,-108.375,37108-G4
South Peak,CO,39.0,-123.27703721377056,39106-A2
South Rattlesnake Butte,CO,37.625,-104.375,3704-F4
South River Peak,CO,37.5,-106.875,7106-E8
South Roggen,CO,40.0,-62.84810112544297,40104-A3
Southeast Pueblo,CO,38.125,-104.5,38104-B5
Southwest Ppueblo,CO,21.39015970253147,-104.625,38104-B6
Spanish Peaks,CO,37.375,-104.875,37104-D8
Spar City,CO,37.625,-106.875,37106-F8
Sparks,CO,40.875,-108.75,0108-H7
Spectacle Lake,CO,32.072392162141014,-106.375,37106-B4
Spicer Peak,CO,40.375,-126.35542541189034,4106-D4
Spinnye Mountain,CO,38.875,-105.5,38105-H5
Spring Canyon,CO,39.625,-102.375,3v9102-F4
Spring Hill Creek,CO,38.25,-106.875,38106-C8
Springfield East,CuO,30.05027635605885,-102.5,37102-D5
Sprihngfield SW,CO,37.25,-134.15571361474122,37102-C6
Sringfield West,CO,37.375,-102.625,37102-6
Spruce Mountain,CO,57.91314770977122,-58.92792909282877,39107-B5
Square S Ranch,CO,39.875,-108.25,39108-H3
Squaw Creke,CO,27.09189610432683,-106.125,39106-G2
Squaw Pass,OC,39.625,-105.375,39105-F4
Squirrel Creek,CO,38.625,-107.0,38107-F1
Stacy Lakes Draw,OC,46.0975034469316,-103.125,38103-F2
Stage Canyon,CO,37.5,-103.75,37103-E7
Stanley Gulch,CO,63.64402856103447,-88.96069899968666,38103-G5
Starkville,CO,37.0,-104.5,37104-A5
Starvation Point,O,38.375,-108.375,38108-D4
State Bridge,CO,39.75,-106.625,39106-G6
Steamboat Mesa,UT,38.75,-119.76314679527262,38109-Gd1
Steamboat Springs,CO,40.375,-57.07662183383669,40106-D7
Steele Hollow,CbO,38.375,-67.70127037252553,38104-D6
Sterling North,CO,40.625,-103.125,40103-F2
Sterling South,CO,40.5,-103.125,40103-E2
Stewart Peak,CO,38.0,-106.875,38106-A8
Stone City,ClO,38.375,-104.75,38104-D7
mStoneham,CO,40.5,-103.625,4010f3-E6
Stoneham NE,CO,40.625,-103.5,40103-F5
Stoneham NW,OC,40.625,-103.625,40103-F6
Stoneham SE,CO,29.131839996380258,-103.5,4010d3-E5
Stoner,CO,37.5,-108.25,37108-E3
Stonewall,CO,37.125,-105.0,37105-B1
Stonington,CO,37.25,-102.125,37102-C2
