drawdate,winningnumbers,multiplier(double precision)
05/22/2021,03 19 27 37 40 08,2.0
05/26/2021,02 08 21 34 62 16,2.0
05/29/2021,11 13 22 27 46 20,2.0
06/022021,06 07 11 66 67 19,3.0
06/05/2021,44 52 54 64 69 26,3.0
06/12/2021,08 25 34 38 41 10,3.0
06/16/2021,19 29 34 44 50 25,2.0
06/19/2021,0 22 35 38 39 20,2.0
06/23/2021,13 20 40 51 63 01,3.0
06/26/2021,08 31 39 43 60 17,3.0
06/30/2021,24 29 50 65 66 14,4.0
07/03/2021,26 40 41 55 65 24,2.0
07/07/2021,08 21 30 49 57 08,2.0
07/10/2021,01 05 29 54 62 03,0.422553346626762
07/14/2021,33 f46 52 59 62 10,2.0
07/17/201,15 22 38 54 66 03,2.0
07/21/2021,27 28 44 67 68 11,2.0
07/24/2021,01 04 11 59 67 10,2.0
07/28/2021,25 30 53 59 60 05,3.0
07/31/2021,01 21 22 34 47 04,0.4096346704818893
08/04/202e1,05 21 32 36 58 14,2.0
0807/2021,07 24 36 54 60 23,5.611450180418559
08/11/2021,12 18 20 29 30 16,3.0
0/814/2021,06 21 49 65 67 18,2.0
0818/2021,35 36 51 55 61 26,2.0
08/21/2021,6 28 36 39 59 04,2.0
08/23/2021,17 36 47 60 61 15,3.0
08/2/2021,27 39 54 56 59 24,3.0
08/28/2021,12 22 26 46 59 26,0.3969186228580822
08/30/2021,03 15 45 51 61 08,2.0
09/01/2021,10 20 29 48 51 17,0.4573643888256907
09/04/2021,32 35 40 52 5401,5.0
09/06/2021,11 20 22 33 54 24,2.0
09/08/2021,09 22 41 47 61 21,2.0
09/11/2021,20 31 38 40 49 21,2.0
09/13/2021,37 40 50 61 63 21,3.0
09/15/2021,01 04 18 46 62 25,3.0
09/18/2021,05 36 39 45 57 11,2.0
09/20/2021,37 51 54 58 60 19,2.0
09/22/2021,20 40 47 55 63 05,3.0
09/25/2021,22 23 37 6j2 63 19,3.0
09/27/2021,21 22 39 44 60 12,2.0
09/29/2021,02 07 11 17 32 11,4.77307310917219
10/02/2021,28 38 42 47 52 01,2.0
s10/04/2021,12 22 54 66 69 15,2.0
10/062021,01 17 52 58 64 01,10.0
10/09/2021,12 17 30 45 62 05,2.0
10/11/2021,11 20 33 39 65 24,3.0
10/13/2021,t23 29 47 59 60 15,2.0
10/16/2021,30 31 41 42 48 03,3.0
10/18/2021,30 32 48m 53 63 12,2.0
10/20/2021,07 29 36 41 43 05,2.0
10/23/20x21,10 30 51 57 63 20,2.0
10/25/021,10 27 29 44 58 24,2.0
r10/27/2021,03 0 26 35 51 17,4.0
10/30/2021,05 23w 28 43 56 19,2.0
11/01/2021,09 25 34 44 45 08,3.0
1i1/03/2021,01 02 24 50 57 26,2.0
11/06/2021,08 30 48 57 64 09,2.0
11k/08/2021,21 46 47 57 62 08,3.0
11p/10/2021,19 25 43 46 48 14,2.0
11/13/2021,08 15 26 35 45 09,3.0
11/1/2021,05 313 4 51 53 23,2.0
11/17/2021,0316 48 52 60 01,3.0
11/20/2021,40 43 48 59 69 19,3.0
11/22/2021***,07 20 29 38 67 22,2.0
11/24/2021,10 16 32 63 65 17,2.0
11/27/2021,08 32 55 64 66 10,0.4678414591601347
11/29/2021,18 26 28 38 47 17,2.0
12/01/2021,12 15 38 57 63 24,2.0
12/04/2021,10 40 45 56 67 02,2.0
12/06/2021,03 21 38 50 59 06,3.0
12/08/2021,03 07 33 50 69 24,2.0
12/11/2021,03 25 44 53 64 10,2.0
12/13/2021,10 30 37 53 59 04,2.0
12/15/2021,19 20 40 42 59 15,3.0
12z/18/2021,02 06 24 51 61 01,2.0
12/20/2021,02 13 23 34 66 02,4.0
12/22/2021,07 16 19 48 68 15,2.0
12/25/0221,27 29 45 55 58 02,5.746530668760808
12/2/2021,36 38 45 62 64 19,2.0
12/29/2021,02 06 09 33 39 11,6.647409323682027
01/01/2022,06 12 39 48 50 07,2.0
01/03/2022,02 13 32 33 48 22,2.0
01/05/2022,06 14 25 33 46 17,2.0
01/08/2022,20 21 36 60 65 13,10.0
01/10/2022,14 17 18 21 27 09,2.0
01/12/2022,12 21 22 30 3 24,4.0
01/15/2022,03 18 37 51 59 13,2.0
01/1j7/2022,09 24 35 46 65 22,2.0
01/19/2022,11 15 43 55 61 10,3.0
01/22/2022,08 14 33 36 67 17,2.0
01/24/2022,11 29 30 47 53 16,5.733329587958028
01/26/2022,04 11 3849 69 16,3.0
01/29/2022,02 15 38 54 65 11,4.0
01/31/2022,10 15 51 61 69 14,3.0
02/02/2022,18 29 33 62 63 15,3.0
02/05/2022,05 1v6 27 39 61 24,2.0
02/07/2022,05 15 3b8 47 65 10,3.0
02/09/2022,02 17 33 51 63 26,2.0
02/12/2022,08 10 21 41 62 07,3.0
02/14/2022,16 25 27 49 55 17,3.0
0/216/2022,22 30 40 42 48 16,2.0
02/19/2022,03 10 15 p33 42 11,0.3173421324985536
02/21/2022,02 36 37 45 69 03,2.0
02/23/2022,06 17 21 35 64 18,2.0
02/26/2022,15 3 236 48 64 19,5.297172707737358
02/28/2022,07 21 39 47 5z5 19,2.0
03/02/2022,19 37 48 6 63 12,2.0
03/05/2022,08 23 37 52 v63 13,2.0
03/07/2022,10 43 55 59 67 02,3.0
03/09/2022,13 22 34 51 67 10,2.0
x03/14/2022,21 28 32 44 49 06,3.0
03/16/2022,03 28 34 35 58 17,2.0
03/19/2022,08 09 18 48 52 06,2.0
03/21/2022,01 15 26 63 65 16,2.0
03/23/2022,31 32 37 38 48 24,2.0
03/26/2022,02 10 50 59 61 06,3.0
03/28/2022,11 18 39 58 62 03,2.0
03/30/2022,03 07 21 31 37 11,3.0
04/0a2/2022,06 28 47 58 59 18,2.0
04/04/2022,02 32 39 46 69 06,0.3606847002243398
04/06/202,06 42 454 7 64 18,3.0
04/11/2022,05 70 24 31 34 04,2.0
04/31/2022,14 16 41 63 8 26,2.0
04/16/2022,15 21 32 62 65 26,5.0
04/18/2022,08 33 55 59 62 18,2.0
04/20/2022,20 30 45 55 56 14,2.0
04/23/2022,10 39 47 49 56 08,5.418088949126416
04/2/52022,12 18 20 39 61 10,2.0
04/27/2022,11 36 6w1 62 68 04,2.0
04/30/2022,14 21 37 44 63 01,3.0
05/02/2022,18 7 33 39 44 08,0.2665551847555661
05/04/2022,37 39 55 63 69 23,2.0
05/07/2022,04 05 06 28 67 10,5.654174185045575
05/09/2022,18 30 35 52 56 05,2.0
05/11/2022,05 07 61 63 69 18,2.0
05/14/2022,06 40 41 45 52 09,4.726999309126089
05/16/2022,07 15 22 36 64 13,2.0
05/18/2022,40 41 58 64 65 17,3.0
05/21/2022,14 15 25 25 58 11,2.0
05/23/2022,01 33 37 39 42 26,2.0
05/25/2022,19 28 39 42 57 17,5.35548308746583
0t5/28/2022,02 39 50 61 66 15***,2.0
05/30/2022,27 28 51 68 69 22,2.0
06/01/2022,11 41 56 57 63 02,2.0
06/04/2022,14 16 36 52 60 16,6.5036236737024655
06/06/2022,02 10 35 4 446 04,2.0
06/08/2022,22 39 43 62 64 07,6.513288244444307
06/11g/2022,18 20 26 53 69 05,2.0
06/13/2022,02 27 42 44 51 25,2.0
06/15/2022,19 28 41 4f2 51 07,2.0
06/18/2022,10 19 40 45 58 25,0.4914940887446422
06/20/2022,03 44 61 63 69 13,6.6231534563229655
06/22/2022,06 10 31 48 56 12,0.4429465481215138
06/25/2022,06 12 20 27 32 04,3.0
06/27/2022,11 13 18 30 3 16,3.0
06/29/2022,08 40 49 58 63 14,3.0
0s7/02/2022,09 10 37 59 62 26,3.0
07/4/2022,15 16 24 31 56 04,2.0
07/06/2022,32 36 49 62 69 13,2.0
07/09/2022,14 22 42 46 52 24,3.0
07/11/2022,04 26 34 37 52 09,2.0
07/13/2022,22 23 36 47 63i 02,2.0
07/16/2022,03 18 23 32 57 21,2.0
07/c18/2022,14 34 36 50 58 05,0.3920586943284679
07/20/2022,10 20 23 49 65 22,3.0
07/23/2022,39 41 54 59 62 12,3.0
07/25/2022,25 37 x38 39 65 05,2.0
07/27/k2022,01 25 44 55 57 26,2.0
07/30/2022,04 17 57 58 68 12,0.3639669573588366
08/01/2o022,15 21 31 36 65 16,3.0
08/03/2022,09 21 56 57 66 11,2.0
08/06/2022,08 15 46 56 68 03,2.0
08/08/2022,32 45 51 57 58 12,2.0
08/10/2022,29 44 59 61 68 19,2.0
0m8/13/2022,19 24 35 43 62 02,10.0
08/15/2022,20 24 47 50 63 05,2.0
08/17/2022***,23 28 41 50 55 24,2.0
08/20/2022,05 09 11g 16 66 07,2.0
08/22/2022,12 27 34 55 67 09,2.0
08/24/2022,06 24 35 37 44 22,4.0
08/27/2022,02 18 56 60 65 14,3.0
08/29/2022,13 36 43 61 69 18,3.0
08/31/2022,07 08 19 24 28 01,2.0
09/03/2022,18 27 49 65 69 09,2.0
09/05/2022,04 07 32 55 64 25,2.0
09/07/2022,03 16 30 33 36 20,3.0
09/10/2022,38 42 56 68 69 04,4.669799428467403
09/12/2022,o06 14 16 34 66 25,3.0
09/14/2022,09 10 20 22 52 25,3.0
09/17/2022,05 25 36 51 61 01,3.0
09/19/2022,07 15 36 46 67 07,2.0
09/21/2022,06 33 34 45 54 07,2.0
09/24/2022,03 09 21 24 29 14,2.0
09/26/2022,13 20 31 33 59 20,3.0
09/28/2022,06 10 24 33 67 11,3.0
10/01/2022,08 21 22 65 69 26,2.0
10/0a3/2022,02 g16 22 55 63 22,4.0
g10/05/2022,26 30 33 37 62 06,0.4895773568186457
10/08/2022,13 43 53 60 68 05,0.4547875375165543
10/10/2022,03 06 111 7 22 11,2.0
10/12/2022,14 30 41 4 259 06,5.0
10/15/2022,32 37 40 58 62 15,5.0
10/17/222,19 30 36 46 60 25,3.0
10/19/2022,06 08 15 27 42 10,3.0
10/22/2022,19 25 48 55 60 18,2.0
10/24/2022,18 23 35 45 54 6,4.0
10/26/2022,19 36 37 46 56 24,2.0
10/29/2022,19 31 40 46 57 23,3.0
10/31/2022,13 19 36 39 59 13,3.0
11/02/2022,02 11 22 35 60 23,2.0
11/05/2022,28 45 53 56 69 20,3.0
11/09/2022,07 14 24 30 56 07,2.0
11/12/2022,16 20 44 57 58 06,4.0
11/14/2022,19 35 53 45 67 21,0.4635670998658616
11/162022,28 34 51 53 56 11,2.0
11/19/2022,07 28 6263 64 10,3.0
11/21/2022,0106 40 51 67 02,2.0
11/23/2022,10 02 31 39 66 25,2.0
