X,Y,PermitNumber,EffectiveDate,ExpirationDate,PermitStatus,RecordType,PlantClass,ResponsibleParty,FacilityName,PermitDescription,StreetAddress,City,State,ZIP,Longitude,Latitude,PermitType,PermitSubtype,PermitCategory,ObjectId
-85.8839717,38.07563785,O-1467,2016/06/30 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"BIRD FULLER BODY SHOP, INC.","BIRD FULLER BODY SHOP, INC.",Automobile body shop,12415 DIXIE HWY  ,LOUISVILLE,KY,40272,-85.8839717,38.07563785,Industrial,Operating,Permit,563
-85.75162788,38.19772966,O-1468,2021/07/16 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,HALL CONTRACTING CORPORATION,HALL CONTRACTING CORPORATION,Contracting construction,3800 CRITTENDEN DR  ,LOUISVILLE,KY,40209,-85.75162788,38.19772966,Industrial,Operating,Permit,564
-85.77659537,38.24506919,O-1470,2008/11/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1470 KENTUCKY PAPER BOX COMPANY,"Two (2) Vinyl Machines (make FMC, model SVF) for the forming of vinyl sheets into boxes. Company closed 11/25/2002.",823 S 15TH ST  ,LOUISVILLE,KY,40210,-85.77659537,38.24506919,Industrial,Operating,Permit,565
-85.77029835,38.24205968,O-1472,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"CONFIDENTIAL COPY, INC.",Printer,,967 S 11TH ST  ,LOUISVILLE,KY,40210,-85.77029835,38.24205968,Industrial,Operating,Permit,566
-85.54722146,38.21057806,O-1474,2018/02/13 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Label Specialties, Inc","Label Specialties, Inc","Label printing:
E1, Flexographic Press, Comco, Cadet 2-Color, E2, Flexographic Press, Comco, Cadet 4-Color, E3, Flexographic Press, Allied Gear, Flexomaster III 2-Color, E4, Flexographic Press, Comco, Cadet 2-Color, E5, Flexographic Press, Rotopress, 3513 8-Color, E6, Flexographic Press, Webtron, 750 5-Color, E7, UV Flexographic Press, Nilpeter, 8-Color, E8, Flexographic Press, Webtron, 5-Color",2501 TECHNOLOGY DR  ,JEFFERSONTOWN,KY,40299,-85.54722146,38.21057806,Industrial,Operating,Permit,567
-85.88647474,38.15615241,O-1477,2010/07/31 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,GOODRICH CORPORATION,Goodrich Corporation,,7100 INTERMODAL DR  ,LOUISVILLE,KY,40258,-85.88647474,38.15615241,Industrial,Operating,Permit,568
-85.64697812,38.19148861,O-1478,2006/09/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"1478 SWOPE AUTO GROUP, LLC","Automobile dealer body shop, Company Closed",4120 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.64697812,38.19148861,Industrial,Operating,Permit,569
-85.76648642,38.18138463,O-1479,2018/03/08 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,EVERGREEN CLEANERS,EVERGREEN CLEANERS,Dry cleaner,300 W WOODLAWN AVE 101 ,LOUISVILLE,KY,40214,-85.76648642,38.18138463,Industrial,Operating,Permit,570
-85.72646348,38.18226189,O-1486,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,KINDRED HEALTHCARE,KINDRED HEALTHCARE,"Hospital: One (1) 15,000 gallon jet fuel tank, installed in 2003",1170 STANDIFORD CT  ,LOUISVILLE,KY,40213,-85.72646348,38.18226189,Industrial,Operating,Permit,571
-85.82155163,38.21294376,O-1487,2004/02/29 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"1487 HICKS EQUIPMENT, INC",One (1) precious metals leaching process using one (1) leach tank with a surface area of roughly 60 square feet and a mixture of water plus 20 deg. Baume HCL. Company closed 11/2/2005.,3908 CANE RUN RD  ,LOUISVILLE,KY,40211,-85.82155163,38.21294376,Industrial,Operating,Permit,572
-85.74188729,38.24441817,O-1488,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,AUTO-MOTION,AUTO-MOTION,Automobile Maintenance and repair facility,636 E BROADWAY  ,LOUISVILLE,KY,40202,-85.74188729,38.24441817,Industrial,Operating,Permit,573
-85.74933116,38.2275176,O-1490,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,INDUSTRIAL DISPOSAL COMPANY,INDUSTRIAL DISPOSAL COMPANY,Dumpster service,1423 S JACKSON ST  ,LOUISVILLE,KY,40208,-85.74933116,38.2275176,Industrial,Operating,Permit,574
-85.77217812,38.22291872,O-1493,2015/09/18 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"UNIVERSAL LINEN SERVICE, LLC","UNIVERSAL LINEN SERVICE, LLC",Linen Service Provider,1803 COMMERCE RD  ,LOUISVILLE,KY,40208,-85.77217812,38.22291872,Industrial,Operating,Permit,575
-85.76231351,38.20704584,O-1494,,,Closed,Industrial Operating Permit,Minor Source,Closed,1494 YARD BIRDS BY BANDANA,"Two (2) spray booth with dryer as follows: One (1) Binks, model 30-610 for touch-up painting; and One (1) DeVilbiss, model TBI-7. Both spray booths are used for coating miscellaneous metal parts. Company closed 3/28/2003.",2921 S 2ND ST  ,LOUISVILLE,KY,40208,-85.76231351,38.20704584,Industrial,Operating,Permit,576
-85.77218388,38.24529345,O-1495,2014/02/28 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"G&K SERVICES, INC.",Commercial bulk laundry,12/21/2017 Exemption letter sent.  Company has disabled all laundry equipment.  Only equipment left is space heaters so the pipes don't freeze.  The PTE for these are less than 5 tons/yr NOx and they are each less than 1 MMBtu/hr so they are not subject to Regulation 7.06.         FEDOOP Lite - avoid STAR,1200 MAPLE ST  ,LOUISVILLE,KY,40210,-85.77218388,38.24529345,Industrial,Operating,Permit,577
-85.57013812,38.21998466,O-1496,2018/12/13 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,VISUAL IMAGE SYSTEMS,Printers,,1808 LASER LN  ,JEFFERSONTOWN,KY,40299,-85.57013812,38.21998466,Industrial,Operating,Permit,578
-85.79972123,38.25272665,O-1497,2012/12/21 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,"ABCO TECHNOLOGIES, INC.",Abrasive blasting and painting facility,Company closed.    Reclassified from FEDOOP to minor December 2012,2901 MAGAZINE ST  ,LOUISVILLE,KY,40211,-85.79972123,38.25272665,Industrial,Operating,Permit,579
-85.72508251,38.14665619,O-1498,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,WARNER MACHINE AND TOOL,WARNER MACHINE AND TOOL,Commercial machine shop,4644 KNOPP AVE  ,LOUISVILLE,KY,40213,-85.72508251,38.14665619,Industrial,Operating,Permit,580
-85.898403,38.13505346,O-1499,2010/02/28 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,Biorigin/PTX Food Corporation,Biorigin/PTX Food,"DM#64888    NPR for 1000 gallon batch tank for Biogard Process; and 600 gallon batch tank for spray dryer, application DM#67904, this did not get added to admin revision issued 1/22/2016",8340 CANE RUN RD  ,LOUISVILLE,KY,40258,-85.898403,38.13505346,Industrial,Operating,Permit,581
-85.76555144,38.23047733,O-1500,2004/04/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"1500 BLUEGRASS LAMINATING, INC.",Company closed,616 MYRTLE ST  ,LOUISVILLE,KY,40208,-85.76555144,38.23047733,Industrial,Operating,Permit,582
-85.51355382,38.29844887,O-1501,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"DANA DRIVESHAFT MANUFAC, LLC,",Driveshaft welding,,12720 WESTPORT RD  ,LOUISVILLE,KY,40245,-85.51355382,38.29844887,Industrial,Operating,Permit,583
-85.76321706,38.24065849,O-1502,2002/06/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1502 KY-IN SCREEN PRINTING CO.,Void Application from Application 29407. Closed 10/21/2005.,944 S 6TH ST  ,LOUISVILLE,KY,40203,-85.76321706,38.24065849,Industrial,Operating,Permit,584
-85.73583383,38.25183578,O-1503,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,HAYES PRINTING,Commercial printer,,905 E JEFFERSON ST  ,LOUISVILLE,KY,40206,-85.73583383,38.25183578,Industrial,Operating,Permit,585
-85.55875584,38.3140375,O-1504,2019/09/12 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,LG&E EAST SERVICE CENTER,LG&E East Service Center,electric Utility Company service center,10300 BALLARDSVILLE RD  ,LOUISVILLE,KY,40241,-85.55875584,38.3140375,Industrial,Operating,Permit,586
-85.73767403,38.24492859,O-1506,2016/02/08 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,DERBY CITY LITHOGRAPHING,DERBY CITY LITHOGRAPHING,"Offset lithographic printing and digital printing
Commercial printing: 
Heidelberg Speedmaster 74 with a printing capacity of 15,000 sheets/hr;
Heidelberg MOZP with a printing capacity of 12,000 sheets/hr;
Heidelberg Printmaster QM46 with a printing capacity of 10,000 sheets/hr",839 E BROADWAY  ,LOUISVILLE,KY,40204,-85.73767403,38.24492859,Industrial,Operating,Permit,587
-85.78253511,38.2818313,O-1507,2011/06/30 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,LG&E OHIO FALLS,LG&E Ohio Falls,"Permit 251-03-O effective 6/30/2006, expired 6/30/2011, parts washer    application DM# 50140 black start diesel generator - permit has not been issued",811 N 27TH ST  ,LOUISVILLE,KY,40212,-85.78253511,38.2818313,Industrial,Operating,Permit,588
-85.66022085,38.16586343,O-1508,2021/01/25 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,FORT DEARBORN COMPANY,Fort Dearborn,,5644 SHEPHERDSVILLE RD  ,LOUISVILLE,KY,40228,-85.66022085,38.16586343,Industrial,Operating,Permit,589
-85.54912973,38.20181655,O-1509,2017/01/19 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Manning's Paint & Body Shop, Inc","Manning's Paint & Body Shop, Inc",Body Shop,11300 ELECTRON DR  ,JEFFERSONTOWN,KY,40299,-85.54912973,38.20181655,Industrial,Operating,Permit,590
-85.68547474,38.14888914,O-1510,2018/02/09 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,ProcessSolutions and ServicesInc(RAPID INDUSTRIES),Process Solutions and Services Inc (RAPID INDUSTRIES),Manufacturing of Conveyor Systems,4003 OAKLAWN DR  ,LOUISVILLE,KY,40219,-85.68547474,38.14888914,Industrial,Operating,Permit,591
-85.88575188,38.12426806,O-1511,2010/03/31 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,YANFENG GLOBAL AUTOMOTIVE INTERIORS,YanFeng Global,injection molded plastic,7111 TRADE PORT DR  ,LOUISVILLE,KY,40258,-85.88575188,38.12426806,Industrial,Operating,Permit,592
-85.51241124,38.28840702,O-1512,2007/05/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1512 CLEAN 1 CLEANERS,Dry cleaners.  Richard Heil field verified that the company is closed on 8/6/12,12907 FACTORY LN A ,LOUISVILLE,KY,40245,-85.51241124,38.28840702,Industrial,Operating,Permit,593
,,O-1515,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,ROPPEL'S AUTO SERVICE CENTER,Automobile Maintenance and repair facility,,632 BAXTER AVE  ,LOUISVILLE,KY,40204,1215881,274673,Industrial,Operating,Permit,594
-85.54202103,38.24638529,O-1516,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,ROPPEL'S AUTO SERVICE CENTER,auto repair and maintenance facility,,11601 SHELBYVILLE RD  ,MIDDLETOWN,KY,40243,-85.54202103,38.24638529,Industrial,Operating,Permit,595
-85.8701404,38.10131573,O-1517,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,ROPPEL'S AUTO SERVICE CENTER,Automobile Maintenance and repair facility,,10519 DIXIE HWY  ,LOUISVILLE,KY,40272,-85.8701404,38.10131573,Industrial,Operating,Permit,596
-85.69102876,38.14542189,O-1518,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,ROPPEL'S AUTO SERVICE CENTER,Automobile Maintenance and repair facility,,7306 PRESTON HWY  ,LOUISVILLE,KY,40219,-85.69102876,38.14542189,Industrial,Operating,Permit,597
-85.68349788,38.18719136,O-1519,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,HORTON FRUIT,HORTON FRUIT,Parts Washers,4701 JENNINGS LN  ,WATTERSON PARK,KY,40218,-85.68349788,38.18719136,Industrial,Operating,Permit,598
-85.68755998,38.14789296,O-1520,2019/07/29 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,CINTAS CORPORATION,Work Uniforms and Apparel laudry service,"Permit #         Effective        Expires        Project Name   191-07-O        09/30/2009     09/30/2014  Six (6) washers with 450 pounds load capacity each, two (2) washers with 50 pounds/ load capacity each, three (3) natural gas fired dryers with lint traps and 400 pounds/load capacity each and one (1) natural gas fired dryer with lint trap and 50 pounds load capacity. Natural gas is also used for heating the dryers (See Comment 2) 270-09-O        12/16/2009     09/30/2014  One (1) boiler with a rated heat input of 4.49 MM BTU/hr, make Cleaver Brooks, model CB266200, used for providing steam to washers, installed in 1967.",3916 OAKLAWN DR  ,LOUISVILLE,KY,40219,-85.68755998,38.14789296,Industrial,Operating,Permit,599
-85.50862291,38.25022892,O-1521,2015/06/10 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,"Auto Truck Group, LLC",Painting - Trucks,"(4/20/2018) This facility is locked up, no painting being done.  There was a plain clothes guard keeping watch on their trucks which are still kept in the lot behind the facility.  He said this location is just used to store vehicles now.",407 N ENGLISH STATION RD  ,MIDDLETOWN,KY,40223,-85.50862291,38.25022892,Industrial,Operating,Permit,600
-85.82018995,38.22661342,O-1873,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Bells Lane,Emergency Gen-Bells Lane,2017 S 39TH ST  ,LOUISVILLE,KY,40211,-85.82018995,38.22661342,Industrial,Operating,Permit,601
-85.74898825,38.2559989,O-1874,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Main St. Relo,Emergency Gen-Main St. Relo,217 E MAIN ST 301 ,LOUISVILLE,KY,40202,-85.74898825,38.2559989,Industrial,Operating,Permit,602
,,O-1875,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Mall St.Mathews,Emergency Gen-Mall St.Mathews,7320 New Lagrange RD  ,Louisville,KY,40222,,,Industrial,Operating,Permit,603
,,O-1876,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Strawberry Lane,Emergency Gen-Strawberry Lane,702 Grade LN  ,Louisville,KY,40213,,,Industrial,Operating,Permit,604
-85.65139215,38.27061104,O-1877,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Hubbards Ln.,Emergency Gen-Hubbards Ln.,4400 BROWNSBORO RD  ,WINDY HILLS,KY,40207,-85.65139215,38.27061104,Industrial,Operating,Permit,605
-85.41941263,38.22772376,O-1878,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Conner,Emergency Gen-Conner,716 CLARK STATION RD  ,LOUISVILLE,KY,40023,-85.41941263,38.22772376,Industrial,Operating,Permit,606
-85.56608806,38.26393574,O-1879,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Hurstbourne Green,Emergency Gen-Hurstbourne Green,10300 ORMSBY PARK PL  ,LYNDON,KY,40223,-85.56608806,38.26393574,Industrial,Operating,Permit,607
-85.68267971,38.17397139,O-1880,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Produce Rd.,Emergency Gen-Produce Rd.,4205 E INDIAN TRL  ,WATTERSON PARK,KY,40213,-85.68267971,38.17397139,Industrial,Operating,Permit,608
-85.87958327,38.17430573,O-1881,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Riverport,Emergency Gen-Riverport,7111 LOWER HUNTERS TRCE  ,LOUISVILLE,KY,40258,-85.87958327,38.17430573,Industrial,Operating,Permit,609
-85.63789168,38.25661282,O-1882,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-St. Matthews,Emergency Gen-St. Matthews,245 N HUBBARDS LN  ,ST MATTHEWS,KY,40207,-85.63789168,38.25661282,Industrial,Operating,Permit,610
-85.74466118,38.25369117,O-1883,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Jackson St. Ohio,Emergency Gen-Jackson St. Ohio,434 E MARKET ST  ,LOUISVILLE,KY,40202,-85.74466118,38.25369117,Industrial,Operating,Permit,611
-85.66988316,38.0861289,O-1884,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Zoneton,Emergency Gen-Zoneton,11302 PRESTON HWY  ,LOUISVILLE,KY,40229,-85.66988316,38.0861289,Industrial,Operating,Permit,612
-85.57972567,38.21841937,O-1885,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Bunsen,Emergency Gen-Bunsen,1846 EMBASSY SQUARE BLVD  ,FOREST HILLS,KY,40299,-85.57972567,38.21841937,Industrial,Operating,Permit,613
-85.75852962,38.2487104,O-1886,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,VERIZON WIRELESS-Chestnut Center,Emergency Gen-Chestnut Center,410 W CHESTNUT ST  ,LOUISVILLE,KY,40202,-85.75852962,38.2487104,Industrial,Operating,Permit,614
-85.74195812,38.22476759,O-1887,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Eastern Pkwy.,Emergency Gen-Eastern Pkwy.,1481 S SHELBY ST  ,LOUISVILLE,KY,40217,-85.74195812,38.22476759,Industrial,Operating,Permit,615
-85.6958886,38.27701933,O-1888,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-River Rd.,Emergency Gen-River Rd.,1031 ZORN AVE  ,LOUISVILLE,KY,40207,-85.6958886,38.27701933,Industrial,Operating,Permit,616
,,O-1889,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-McNeely Lake,Emergency Gen-McNeely Lake,8120 Cedar Creek RD  ,Louisville,KY,40291,,,Industrial,Operating,Permit,617
-85.49971721,38.18419037,O-1890,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Fisherville,Emergency Gen-Fisherville,13815 R NEW HOPEWELL RD  ,LOUISVILLE,KY,40299,-85.49971721,38.18419037,Industrial,Operating,Permit,618
-85.7873066,38.21862389,O-1891,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Shively,Emergency Gen-Shively,1620 BERNHEIM LN  ,SHIVELY,KY,40210,-85.7873066,38.21862389,Industrial,Operating,Permit,619
-85.73375157,38.24401512,O-1892,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-University Hospital,Emergency Gen-University Hospital,1100 E BROADWAY  ,LOUISVILLE,KY,40204,-85.73375157,38.24401512,Industrial,Operating,Permit,620
-85.75369561,38.20438089,O-1893,2015/09/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Fairgrounds,Emergency Gen-Fairgrounds,2725 HELM ST  ,LOUISVILLE,KY,40209,-85.75369561,38.20438089,Industrial,Operating,Permit,621
-85.74188936,38.2002907,O-1894,2015/11/09 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,KENTUCKY STATE FAIR BOARD,Kentucky Exposition Center,"Six natural gas boilers (3 new, 3 existing) for facility heating, seven emergency diesel generators, and seven diesel fuel storage tanks",3350 FREEDOM WAY  ,LOUISVILLE,KY,40209,-85.74188936,38.2002907,Industrial,Operating,Permit,622
-85.48794518,38.11985499,O-1895,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Brush Run Rd.,Emergency Gen-Brush Run Rd.,15110 R BRUSH RUN RD  ,LOUISVILLE,KY,40299,-85.48794518,38.11985499,Industrial,Operating,Permit,623
-85.53061414,38.3040116,O-1896,2015/10/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Fincastle,Emergency Gen-Fincastle,11899 WESTPORT RD  ,LOUISVILLE,KY,40245,-85.53061414,38.3040116,Industrial,Operating,Permit,624
-85.57390541,38.26418004,O-1897,2015/10/27 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,AAF INTERNATIONAL,AAF International,emergency generators,9920 CORPORATE CAMPUS DR  ,LYNDON,KY,40223,-85.57390541,38.26418004,Industrial,Operating,Permit,625
-85.70087797,38.17767873,O-1898,2015/12/01 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,LOUISVILLE EXCHANGER AND VESSEL,Louisville Exchanger Vessel,welding,3319 GILMORE INDUSTRIAL BLVD  ,LOUISVILLE,KY,40213,-85.70087797,38.17767873,Industrial,Operating,Permit,626
-85.57171883,38.22540625,O-1899,2015/09/28 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,Boyd Real Property,Boyd Real Property,Emergency generator,10001 LINN STATION RD  ,JEFFERSONTOWN,KY,40223,-85.57171883,38.22540625,Industrial,Operating,Permit,627
-85.89703885,38.15876429,O-1900,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,"Oxbow Fertilizer, LLC",Fertilizer Storage and Distribution,"Company decided not to construct (DM 76341,76342)",8252 PORT RD  ,LOUISVILLE,KY,40258,-85.89703885,38.15876429,Industrial,Operating,Permit,628
-85.61146813,38.21818179,O-1901,2015/11/19 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-St. Regis,Emergency Gen-St. Regis,4308 U TAYLORSVILLE RD  ,LOUISVILLE,KY,40220,-85.61146813,38.21818179,Industrial,Operating,Permit,629
-85.74159418,38.19131325,O-1902,2015/11/19 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Airport South,Emergency Gen-Airport South,816 R PHILLIPS LN  ,LOUISVILLE,KY,40209,-85.74159418,38.19131325,Industrial,Operating,Permit,630
-85.56285987,38.2448569,O-1903,2015/11/19 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,VERIZON WIRELESS,Emergency Gen-Lyndon,10310 SHELBYVILLE RD  ,BLUE RIDGE MANOR,KY,40223,-85.56285987,38.2448569,Industrial,Operating,Permit,631
-85.72208232,38.11636508,O-1904,2017/03/31 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,"Challenger Lifts, Inc.","Challenger Lifts, Inc.",Automobile lift manufacturer,2311 SOUTH PARK RD  ,SOUTH PARK VIEW,KY,40219,-85.72208232,38.11636508,Industrial,Operating,Permit,632
-85.50605321,38.2469306,O-1905,2015/11/16 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-English Station,Emergency gen-English Station,13301 DATA VAULT DR  ,MIDDLETOWN,KY,40223,-85.50605321,38.2469306,Industrial,Operating,Permit,633
-85.51523234,38.27141829,O-1906,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"LINAK US, INC.",Linak US,MACHINE SHOP,2200 STANLEY GAULT PKY  ,LOUISVILLE,KY,40223,-85.51523234,38.27141829,Industrial,Operating,Permit,634
-85.75975021,38.24005857,O-1907,2015/11/16 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless,Emerg. Gen.-St. Catherine,960 S 4TH ST 1000 ,LOUISVILLE,KY,40203,-85.75975021,38.24005857,Industrial,Operating,Permit,635
-85.76478922,38.25574602,O-1908,2015/11/16 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-9th & Market,Emergency Gen-9th & Market,888 W MARKET ST  ,LOUISVILLE,KY,40202,-85.76478922,38.25574602,Industrial,Operating,Permit,636
-85.64347559,38.20344789,O-1909,2015/11/16 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-S Taylorsville & I264,Emergency Gen-S Taylorsville & I264,3747 PULLIAM DR  ,LOUISVILLE,KY,40218,-85.64347559,38.20344789,Industrial,Operating,Permit,637
-85.774575,38.22003317,O-1910,2015/11/18 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-U of L,Emergency Gen-U of L,630 INDUSTRY RD  ,LOUISVILLE,KY,40208,-85.774575,38.22003317,Industrial,Operating,Permit,638
-85.58483365,38.20863508,O-1911,2015/12/16 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Forest Hills,Emergency Gen-Forest Hills,9316 TAYLORSVILLE RD  ,JEFFERSONTOWN,KY,40299,-85.58483365,38.20863508,Industrial,Operating,Permit,639
-85.8392826,38.21939689,O-1912,2022/07/26 00:00:00+00,2027/07/31 00:00:00+00,Open,Industrial Operating Permit,Title V,E.I. du Pont de Nemours and Company,E.I. du Pont de Nemours and Company,Chemical plant,4250 CAMP GROUND RD  ,LOUISVILLE,KY,40216,-85.8392826,38.21939689,Industrial,Operating,Permit,640
-85.54287513,38.21625986,O-1913,2016/02/04 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,T-Mobile USA,T-Mobile USA,Emergency generator,11509 COMMONWEALTH DR  ,JEFFERSONTOWN,KY,40299,-85.54287513,38.21625986,Industrial,Operating,Permit,641
-85.81320903,38.18717866,O-1914,2023/07/11 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Dixie and 264,Emergency Gen-Dixie and 264,1800 NEVILLE DR  ,SHIVELY,KY,40216,-85.81320903,38.18717866,Industrial,Operating,Permit,642
-85.62750469,38.17219278,O-1915,2016/03/22 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless-Wildwood Golf Club,,7200 WOODHAVEN RD  ,LOUISVILLE,KY,40291,-85.62750469,38.17219278,Industrial,Operating,Permit,643
-85.85954555,38.20134846,O-1916,2016/03/22 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,VERIZON WIRELESS,Verizon Wireless - Camp Ground Rd,,4111 BRAMERS LN  ,LOUISVILLE,KY,40216,-85.85954555,38.20134846,Industrial,Operating,Permit,644
-85.65674606,38.19532225,O-1917,2016/03/31 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,Ratterman & Sons Inc.,Ratterman & Sons Inc.,Crematory,3800 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.65674606,38.19532225,Industrial,Operating,Permit,645
-85.64435663,38.32319559,O-1918,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,Exempt,Milestone,CONCRETE BATCH PLANT,TEMPORARY CONCRETE PLANT PLANT FOR EAST END BRIDGE PROJECT,5801 RIVER RD  ,LOUISVILLE,KY,40059,-85.64435663,38.32319559,Industrial,Operating,Permit,646
